,MRNA,ASML,ALGN,GOOGL,CDW,NVDA,INTU,EBAY,FB,NXPI,IDXX,DOCU,AVGO,CTAS,FOXA,AMAT,ILMN,LRCX,MAR,BIIB,KHC,n/a,TSLA,SGEN,TEAM,DXCM,MRVL,ISRG,PDD,COST,EXC,QCOM,AAPL,DLTR,ORLY,PAYX,SNPS,KLAC,PANW,CEG,SUM
12/28/2021,0.0,4.92,4.55,4.72,5.13,6.37,5.36,3.87,4.55,0.0,4.68,2.67,6.04,4.84,3.95,0.0,0.0,0.0,4.71,0.0,0.0,0.12,6.09,4.39,4.45,4.84,6.08,4.96,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/29/2021,0.0,4.92,4.55,4.72,5.13,6.37,5.36,3.87,4.55,0.0,4.68,2.67,6.04,4.84,3.95,0.0,0.0,0.0,4.71,0.0,0.0,0.12,6.09,4.39,4.45,4.84,6.08,4.96,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/30/2021,0.0,4.92,4.55,4.72,5.13,6.37,5.36,3.87,4.55,0.0,4.68,2.67,6.04,4.84,3.95,0.0,0.0,0.0,4.71,0.0,0.0,0.12,6.09,4.39,4.45,4.84,6.08,4.96,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/31/2021,0.0,4.92,4.55,4.72,5.13,6.37,5.36,3.87,4.55,0.0,4.68,2.67,6.04,4.84,3.95,0.0,0.0,0.0,4.71,0.0,0.0,0.12,6.09,4.39,4.45,4.84,6.08,4.96,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,0.0,4.9,4.6,4.68,5.15,6.35,5.41,3.98,4.66,0.0,4.79,2.63,6.03,4.88,3.97,0.0,0.0,0.0,4.69,0.0,0.0,0.11,6.09,4.34,4.41,4.57,6.05,4.94,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,0.0,4.91,4.59,4.67,5.21,6.35,5.45,3.99,4.59,0.0,4.8,2.6,6.07,4.95,3.93,0.0,0.0,0.0,4.73,0.0,0.0,0.11,6.06,4.3,4.39,4.57,6.09,4.92,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/03/2022,0.0,4.91,4.59,4.67,5.21,6.35,5.45,3.99,4.59,0.0,4.8,2.6,6.07,4.95,3.93,0.0,0.0,0.0,4.73,0.0,0.0,0.11,6.06,4.3,4.39,4.57,6.09,4.92,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/04/2022,0.0,4.91,4.59,4.67,5.21,6.35,5.45,3.99,4.59,0.0,4.8,2.6,6.07,4.95,3.93,0.0,0.0,0.0,4.73,0.0,0.0,0.11,6.06,4.3,4.39,4.57,6.09,4.92,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/05/2022,0.0,4.91,4.59,4.67,5.21,6.35,5.45,3.99,4.59,0.0,4.8,2.6,6.07,4.95,3.93,0.0,0.0,0.0,4.73,0.0,0.0,0.11,6.06,4.3,4.39,4.57,6.09,4.92,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/06/2022,0.0,4.9,4.52,4.67,5.2,6.49,5.34,4.0,4.61,0.0,4.59,2.68,6.04,4.73,4.0,0.0,0.0,0.0,4.69,0.0,0.0,0.1,6.86,4.38,4.03,4.42,6.21,4.92,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,0.0,4.88,4.43,4.73,5.38,6.43,5.32,3.97,4.66,0.0,4.48,2.68,6.22,4.82,4.11,0.0,0.0,0.0,4.89,0.0,0.0,0.1,6.69,4.31,3.92,4.42,6.25,4.93,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/10/2022,0.0,4.97,4.19,4.7,5.54,6.43,5.25,4.23,4.79,0.0,4.44,2.58,6.15,4.76,4.32,0.0,0.0,0.0,5.0,0.0,0.0,0.08,6.45,4.25,3.82,4.34,6.29,4.84,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/11/2022,0.0,5.02,4.12,4.76,5.44,6.34,5.18,4.28,4.87,0.0,4.32,2.5,6.09,4.79,4.48,0.0,0.0,0.0,5.14,0.0,0.0,0.08,6.34,4.31,3.77,4.32,6.24,4.79,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/12/2022,0.0,5.02,4.12,4.76,5.44,6.34,5.18,4.28,4.87,0.0,4.32,2.5,6.09,4.79,4.48,0.0,0.0,0.0,5.14,0.0,0.0,0.08,6.34,4.31,3.77,4.32,6.24,4.79,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/13/2022,0.0,4.83,4.13,4.82,5.48,6.37,5.2,4.17,4.81,0.0,4.39,2.51,6.11,4.8,4.48,0.0,0.0,0.0,5.0,0.0,0.0,0.08,6.53,4.34,3.88,4.23,6.16,4.8,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/14/2022,0.0,4.77,4.15,4.78,5.41,6.37,5.21,4.23,4.84,0.0,4.3,2.58,6.03,4.8,4.4,0.0,0.0,0.0,5.02,0.0,0.0,0.07,6.47,4.26,3.85,4.34,6.37,4.77,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/17/2022,0.0,4.95,4.04,4.92,5.43,6.31,5.16,4.17,4.9,0.0,4.29,2.46,6.0,4.98,4.7,0.0,0.0,0.0,5.18,0.0,0.0,0.07,6.51,4.18,3.78,4.26,6.03,4.72,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/18/2022,0.0,5.02,4.01,4.92,5.33,6.37,5.11,4.16,4.95,0.0,4.22,2.44,5.96,4.86,4.78,0.0,0.0,0.0,5.1,0.0,0.0,0.07,6.58,4.17,3.75,4.16,6.32,4.61,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/19/2022,0.0,5.02,4.01,4.92,5.33,6.37,5.11,4.16,4.95,0.0,4.22,2.44,5.96,4.86,4.78,0.0,0.0,0.0,5.1,0.0,0.0,0.07,6.58,4.17,3.75,4.16,6.32,4.61,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/20/2022,0.0,5.02,4.01,4.92,5.33,6.37,5.11,4.16,4.95,0.0,4.22,2.44,5.96,4.86,4.78,0.0,0.0,0.0,5.1,0.0,0.0,0.07,6.58,4.17,3.75,4.16,6.32,4.61,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/21/2022,0.0,4.97,3.86,4.95,5.45,6.31,5.14,4.17,4.89,0.0,4.27,2.46,5.95,4.93,4.8,0.0,0.0,0.0,5.16,0.0,0.0,0.07,6.67,4.09,3.82,4.12,6.1,4.57,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
01/24/2022,0.0,5.0,3.94,4.94,5.52,5.99,5.3,4.18,4.95,0.0,4.28,2.44,5.74,4.88,4.67,0.0,0.0,0.0,5.15,0.0,0.0,0.06,6.56,4.25,3.85,4.24,5.9,4.6,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/25/2022,0.0,0.0,0.0,4.76,0.0,4.72,4.73,0.0,4.67,0.0,0.0,0.0,4.75,4.86,0.0,4.73,0.0,0.0,4.88,0.0,0.0,0.02,4.61,0.0,0.0,4.73,4.79,0.0,0.0,4.86,4.85,4.83,4.81,4.81,4.78,4.78,4.77,4.74,4.53,0.0,100.01
01/26/2022,0.0,0.0,0.0,4.76,0.0,4.72,4.73,0.0,4.67,0.0,0.0,0.0,4.75,4.86,0.0,4.73,0.0,0.0,4.88,0.0,0.0,0.02,4.61,0.0,0.0,4.73,4.79,0.0,0.0,4.86,4.85,4.83,4.81,4.81,4.78,4.78,4.77,4.74,4.53,0.0,100.01
01/27/2022,0.0,0.0,0.0,4.76,0.0,4.72,4.73,0.0,4.67,0.0,0.0,0.0,4.75,4.86,0.0,4.73,0.0,0.0,4.88,0.0,0.0,0.02,4.61,0.0,0.0,4.73,4.79,0.0,0.0,4.86,4.85,4.83,4.81,4.81,4.78,4.78,4.77,4.74,4.53,0.0,100.01
01/28/2022,0.0,0.0,0.0,4.7,0.0,4.57,4.68,0.0,4.69,0.0,0.0,0.0,4.82,4.96,0.0,4.73,0.0,0.0,4.95,0.0,0.0,0.02,4.55,0.0,0.0,4.62,4.49,0.0,0.0,4.89,4.81,4.91,4.8,5.07,4.93,4.85,4.65,4.77,4.52,0.0,99.98
01/31/2022,0.0,0.0,0.0,4.85,0.0,4.55,4.76,0.0,4.66,0.0,0.0,0.0,4.96,4.98,0.0,4.69,0.0,0.0,4.91,0.0,0.0,0.42,4.17,0.0,0.0,4.42,4.4,0.0,0.0,5.01,4.94,4.85,4.85,5.02,4.91,4.62,4.61,4.73,4.68,0.0,99.99
02/01/2022,0.0,0.0,0.0,4.87,0.0,4.6,4.78,0.0,4.64,0.0,0.0,0.0,4.98,4.94,0.0,4.63,0.0,0.0,4.95,0.0,0.0,0.4,4.13,0.0,0.0,4.63,4.37,0.0,0.0,4.96,4.9,4.87,5.04,4.89,4.83,4.64,4.65,4.65,4.64,0.0,99.99000000000002
02/02/2022,0.0,0.0,0.0,4.87,0.0,4.6,4.78,0.0,4.64,0.0,0.0,0.0,4.98,4.94,0.0,4.63,0.0,0.0,4.95,0.0,0.0,0.4,4.13,0.0,0.0,4.63,4.37,0.0,0.0,4.96,4.9,4.87,5.04,4.89,4.83,4.64,4.65,4.65,4.64,0.0,99.99
02/03/2022,0.0,0.0,0.0,4.76,0.0,4.75,4.78,0.0,4.64,0.0,0.0,0.0,5.02,4.83,0.0,4.65,0.0,0.0,4.82,0.0,0.0,0.39,4.41,0.0,0.0,4.64,4.53,0.0,0.0,4.9,4.77,4.95,4.98,4.81,4.71,4.56,4.69,4.76,4.67,0.0,100.02
02/04/2022,0.0,0.0,0.0,4.81,0.0,4.75,4.8,0.0,4.7,0.0,0.0,0.0,5.05,4.75,0.0,4.64,0.0,0.0,4.85,0.0,0.0,0.38,4.35,0.0,0.0,4.66,4.57,0.0,0.0,4.91,4.73,4.96,4.95,4.89,4.72,4.55,4.69,4.72,4.6,0.0,100.03
02/08/2022,0.0,0.0,0.0,5.1,0.0,4.78,4.74,0.0,3.56,0.0,0.0,0.0,5.12,4.77,0.0,4.63,0.0,0.0,4.93,0.0,0.0,0.08,4.4,0.0,0.0,4.59,4.57,0.0,0.0,5.11,3.63,5.12,4.98,4.95,4.74,4.7,4.73,4.67,4.71,1.39,100.0
02/09/2022,0.0,0.0,0.0,5.1,0.0,4.78,4.74,0.0,3.56,0.0,0.0,0.0,5.12,4.77,0.0,4.63,0.0,0.0,4.93,0.0,0.0,0.08,4.4,0.0,0.0,4.59,4.57,0.0,0.0,5.11,3.63,5.12,4.98,4.95,4.74,4.7,4.73,4.67,4.71,1.39,100.0
02/10/2022,0.0,0.0,0.0,4.99,0.0,4.89,4.78,0.0,3.39,0.0,0.0,0.0,5.13,4.77,0.0,4.67,0.0,0.0,5.06,0.0,0.0,0.08,4.35,0.0,0.0,4.62,4.63,0.0,0.0,5.11,3.66,5.02,4.99,5.07,4.68,4.74,4.7,4.68,4.7,1.29,100.0
02/11/2022,0.0,0.0,0.0,4.92,0.0,4.89,4.79,0.0,3.27,0.0,0.0,0.0,5.16,4.75,0.0,4.69,0.0,0.0,5.15,0.0,0.0,0.07,4.35,0.0,0.0,4.61,4.88,0.0,0.0,5.08,3.55,5.05,5.0,5.13,4.63,4.71,4.69,4.73,4.65,1.25,100.0
02/14/2022,0.0,0.0,0.0,4.88,0.0,5.02,4.81,0.0,3.38,0.0,0.0,0.0,5.07,4.71,0.0,4.71,0.0,0.0,5.23,0.0,0.0,0.08,4.26,0.0,0.0,4.78,4.7,0.0,0.0,5.04,3.46,4.91,4.91,5.06,4.77,4.67,4.71,4.77,4.77,1.29,99.99
02/15/2022,0.0,0.0,0.0,4.89,0.0,4.82,4.78,0.0,3.37,0.0,0.0,0.0,5.09,4.8,0.0,4.62,0.0,0.0,5.26,0.0,0.0,0.09,4.19,0.0,0.0,4.7,4.47,0.0,0.0,5.13,3.59,4.8,4.98,5.22,5.01,4.77,4.63,4.68,4.76,1.37,100.02
02/16/2022,0.0,0.0,0.0,4.89,0.0,4.82,4.78,0.0,3.37,0.0,0.0,0.0,5.09,4.8,0.0,4.62,0.0,0.0,5.26,0.0,0.0,0.09,4.19,0.0,0.0,4.7,4.47,0.0,0.0,5.13,3.59,4.8,4.98,5.22,5.01,4.77,4.63,4.68,4.76,1.37,100.02000000000001
