,JPM,BRK.B,BAC,WFC,C,BLK,GS,MS,AXP,SCHW,SPGI,USB,TFC,PNC,CME,CB,COF,MMC,ICE,BX,PGR,AON,MCO,MET,AIG,BK,PRU,ALL,TRV,MSCI,AFL,DFS,TROW,WLTW,FRC,STT,AMP,SIVB,FITB,KKR,AJG,SYF,NTRS,HIG,RF,KEY,CFG,MTB,ALLY,NDAQ,CINF,PFG,MKTX,MKL,RJF,ACGL,HBAN,SBNY,L,FNF,NLY,LNC,FDS,BRO,EQH,CBOE,LPLA,IVZ,WRB,CMA,EWBC,FHN,RE,BEN,GL,WAL,Y,AGNC,APO,AFG,ZION,AIZ,RGA,TW,ATH,CBSH,VOYA,PBCT,RNR,SEIC,ORI,SF,STWD,SNV,TCF,CFR,FAF,AMG,PB,CG,PNFP,BPOP,JEF,FFIN,SLM,PRI,UNM,SSB,ARES,EVR,JHG,VLY,MORN,GBCI,NYCB,IBKR,ESNT,PACW,UBSI,CIT,OZK,STL,ERIE,WBS,THG,MTG,FCNCA,KMPR,NRZ,OMF,WTFC,SIGI,RDN,BXMT,BKU,UMBF,CBU,FNB,RLI,HOMB,HWC,BHF,UMPQ,CACC,AXS,PPBI,AGO,HLI,HASI,ABCB,EBC,FHB,WTM,KNSL,BOH,CNO,PRG,ASB,ISBC,TCBI,PFSI,LPRO,NAVI,SFBS,LMND,APAM,SFNC,FCFS,CIM,AUB,BXS,ONB,CATY,MC,COLB,ESGR,TRUP,WD,FHI,UCBI,HLNE,CNNE,IBTX,CVBF,CADE,BOKF,UPST,FBP,FULT,VIRT,INDB,AEL,SI,WSBC,WSFS,AX,WAFD,IBOC,FFBC,FRME,RKT,FOCS,TREE,HTH,PIPR,COOP,SC,FBC,LC,GSHD,GDOT,n/a,LOB,TBK,ABR,SUM
09/07/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/08/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/09/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/10/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/13/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/14/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/15/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/16/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/17/2021,9.3,7.66,5.98,3.81,2.83,2.66,2.6,2.72,2.34,1.97,2.07,1.59,1.47,1.55,1.53,1.53,1.49,1.5,1.35,1.58,1.12,1.18,1.27,0.87,0.82,0.86,0.8,0.79,0.75,0.99,0.72,0.77,0.75,0.53,0.68,0.62,0.61,0.62,0.52,0.66,0.54,0.55,0.45,0.46,0.37,0.38,0.36,0.35,0.39,0.43,0.36,0.34,0.36,0.33,0.32,0.32,0.42,0.24,0.24,0.25,0.24,0.23,0.27,0.26,0.24,0.25,0.23,0.19,0.21,0.19,0.2,0.17,0.2,0.18,0.18,0.19,0.19,0.17,0.21,0.19,0.17,0.18,0.15,0.18,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.12,0.12,0.11,0.1,0.16,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.09,0.09,0.07,0.09,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.07,0.05,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.06,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83
09/20/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/21/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/22/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/23/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/24/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/27/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
