,AAPL,MSFT,AMZN,GOOG,FB,GOOGL,JPM,TSLA,UNH,V,NVDA,HD,BAC,PG,DIS,MA,PYPL,CMCSA,ADBE,INTC,VZ,CSCO,PFE,NFLX,KO,T,CRM,PEP,ABT,ABBV,MRK,AVGO,TMO,ACN,MCD,TXN,NKE,MDT,LLY,COST,C,DHR,LIN,UPS,QCOM,UNP,BMY,ORCL,LOW,AMGN,SBUX,CAT,BLK,IBM,MS,AMAT,GS,AMT,DE,CVS,TGT,INTU,AXP,SCHW,ANTM,CHTR,BKNG,ISRG,AMD,MU,LRCX,FIS,NOW,SPGI,CI,SYK,MDLZ,PLD,ADP,ZTS,GILD,TFC,SQ,PNC,USB,TJX,CCI,TMUS,CME,FDX,CSX,CB,ATVI,COF,ITW,UBER,SHW,CL,MMC,BDX,EL,FISV,APD,EQIX,MELI,ADSK,ICE,ADI,BSX,ILMN,NEM,WM,EW,NXPI,ZM,PGR,GPN,AON,HCA,F,HUM,VRTX,MCO,MRNA,DOW,DG,KLAC,MET,REGN,TWLO,JCI,IDXX,AIG,DD,IQV,ALGN,TWTR,TT,KMB,ROST,TROW,CNC,PRU,DLR,A,PSA,INFO,BK,BAX,ALL,BIIB,SRE,WDAY,EA,TRV,APTV,CMG,VEEV,EBAY,SYY,MCHP,AFL,SNPS,WBA,MSCI,GIS,CTSH,ALXN,MRVL,HPQ,ORLY,LULU,DOCU,YUM,DFS,IFF,MNST,CDNS,MSI,PANW,ZBH,DXCM,CTVA,WLTW,CSGP,SWK,SBAC,FRC,SPOT,AZO,PAYX,CTAS,XLNX,DHI,WELL,TEAM,PCAR,AMP,STT,NUE,PINS,CRWD,RMD,ROK,KKR,FTNT,MTD,MCK,CBRE,AVB,KR,EPAM,WST,KEYS,OKTA,SNOW,SIVB,DDOG,VRSK,NET,HUBS,ODFL,AJG,n/a,O,ETSY,EFX,SUM
09/02/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/03/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/06/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/07/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/08/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/09/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/10/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/13/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/14/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/15/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/16/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/17/2021,6.11,5.73,3.85,2.51,2.28,1.69,1.22,1.42,1.03,1.11,1.25,0.94,0.77,0.92,0.85,0.9,0.86,0.72,0.79,0.58,0.62,0.62,0.64,0.6,0.59,0.53,0.6,0.58,0.56,0.55,0.52,0.52,0.57,0.54,0.48,0.47,0.55,0.47,0.55,0.51,0.37,0.5,0.43,0.37,0.45,0.39,0.4,0.4,0.37,0.37,0.38,0.3,0.33,0.0,0.36,0.34,0.33,0.34,0.27,0.29,0.35,0.36,0.3,0.28,0.25,0.26,0.24,0.31,0.34,0.23,0.24,0.25,0.31,0.28,0.21,0.25,0.24,0.25,0.24,0.26,0.23,0.19,0.26,0.21,0.2,0.22,0.22,0.23,0.2,0.18,0.19,0.2,0.17,0.19,0.19,0.19,0.19,0.18,0.2,0.2,0.2,0.18,0.17,0.2,0.19,0.19,0.18,0.16,0.17,0.19,0.13,0.17,0.18,0.15,0.22,0.15,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.32,0.12,0.15,0.14,0.11,0.15,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.15,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.12,0.12,0.1,0.09,0.1,0.12,0.09,0.13,0.1,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.09,0.13,0.0,0.0,0.09,0.08,0.1,0.09,0.0,0.1,0.1,0.09,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.89999999999999
09/20/2021,6.17,5.89,3.9,2.62,2.35,1.76,1.24,1.48,1.01,1.0,1.39,0.91,0.81,0.89,0.85,0.78,0.88,0.72,0.82,0.57,0.59,0.65,0.67,0.64,0.56,0.51,0.63,0.56,0.57,0.55,0.5,0.51,0.57,0.55,0.46,0.46,0.53,0.46,0.57,0.52,0.38,0.53,0.43,0.37,0.43,0.37,0.39,0.4,0.38,0.34,0.36,0.3,0.35,0.0,0.38,0.32,0.35,0.34,0.28,0.29,0.32,0.37,0.28,0.3,0.24,0.28,0.25,0.32,0.35,0.21,0.22,0.2,0.33,0.28,0.19,0.25,0.22,0.26,0.23,0.25,0.24,0.2,0.27,0.21,0.2,0.23,0.22,0.21,0.19,0.17,0.19,0.21,0.17,0.19,0.19,0.16,0.19,0.17,0.21,0.19,0.2,0.18,0.15,0.2,0.22,0.18,0.17,0.23,0.17,0.17,0.12,0.17,0.19,0.15,0.16,0.15,0.12,0.17,0.17,0.13,0.13,0.14,0.16,0.33,0.12,0.14,0.14,0.12,0.18,0.15,0.14,0.15,0.12,0.1,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.09,0.11,0.12,0.14,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.13,0.11,0.1,0.11,0.14,0.12,0.14,0.1,0.1,0.1,0.13,0.09,0.13,0.09,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.0,0.13,0.0,0.0,0.09,0.0,0.1,0.09,0.0,0.09,0.1,0.09,0.1,0.0,0.09,0.12,0.0,0.0,0.0,0.09,0.0,0.12,0.11,0.1,0.09,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28999999999999
09/21/2021,6.17,5.89,3.9,2.62,2.35,1.76,1.24,1.48,1.01,1.0,1.39,0.91,0.81,0.89,0.85,0.78,0.88,0.72,0.82,0.57,0.59,0.65,0.67,0.64,0.56,0.51,0.63,0.56,0.57,0.55,0.5,0.51,0.57,0.55,0.46,0.46,0.53,0.46,0.57,0.52,0.38,0.53,0.43,0.37,0.43,0.37,0.39,0.4,0.38,0.34,0.36,0.3,0.35,0.0,0.38,0.32,0.35,0.34,0.28,0.29,0.32,0.37,0.28,0.3,0.24,0.28,0.25,0.32,0.35,0.21,0.22,0.2,0.33,0.28,0.19,0.25,0.22,0.26,0.23,0.25,0.24,0.2,0.27,0.21,0.2,0.23,0.22,0.21,0.19,0.17,0.19,0.21,0.17,0.19,0.19,0.16,0.19,0.17,0.21,0.19,0.2,0.18,0.15,0.2,0.22,0.18,0.17,0.23,0.17,0.17,0.12,0.17,0.19,0.15,0.16,0.15,0.12,0.17,0.17,0.13,0.13,0.14,0.16,0.33,0.12,0.14,0.14,0.12,0.18,0.15,0.14,0.15,0.12,0.1,0.13,0.14,0.13,0.12,0.12,0.11,0.13,0.09,0.11,0.12,0.14,0.13,0.12,0.11,0.1,0.1,0.13,0.11,0.13,0.11,0.1,0.11,0.14,0.12,0.14,0.1,0.1,0.1,0.13,0.09,0.13,0.09,0.1,0.0,0.13,0.1,0.11,0.12,0.15,0.1,0.1,0.1,0.09,0.12,0.1,0.11,0.0,0.13,0.0,0.0,0.09,0.0,0.1,0.09,0.0,0.09,0.1,0.09,0.1,0.0,0.09,0.12,0.0,0.0,0.0,0.09,0.0,0.12,0.11,0.1,0.09,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28999999999999
