,Kreditanstalt Fur Wiederaufbau 1.75%,Federal National Mortgage Association 3.67%,Chile (Republic of) 3.5%,Apple Inc. 3%,Kreditanstalt Fur Wiederaufbau 0.75%,European Investment Bank 2.12%,International Finance Corporation 2.12%,Verizon Communications Inc. 3.88%,European Investment Bank 2.88%,"Industrial and Commercial Bank of China Limited, Hong Kong Branch 0.9%",Nederlandse Waterschapsbank N.V. 2.38%,Southern Power Company 4.15%,Federal National Mortgage Association 3.15%,Chile (Republic of) 2.55%,Citigroup Inc. 1.68%,European Investment Bank 2.38%,ING GROEP N V / ING BANK N V 4.62%,European Investment Bank 1.62%,Perusahaan Penerbit SBSN Indonesia III 3.75%,Avangrid Inc 3.2%,Federal National Mortgage Association 2.52%,Electricite de France SA 3.62%,Boston Properties Limited Partnership 4.5%,Public Service Company of Colorado 3.7%,NextEra Energy Capital Holdings Inc 1.9%,Star Energy Geothermal Darajat Ii Ltd / Star Energy Geothermal Salak Ltd 4.,The Government of Hong Kong Special Administrative Region 0.62%,Public Service Company of Colorado 4.1%,Greenko Dutch BV 3.85%,European Investment Bank 0.75%,EQIX 2.5 05/15/31,NXP B V / NXP Funding LLC & NXP USA Inc 2.5%,Cooperatieve Rabobank U.A. 1.11%,Midamerican Energy Company 4.25%,Renew Clean Energy Private Limited 6.67%,JPMorgan Chase & Co. 0.65%,Klabin Finance S.A. 4.88%,European Bank For Reconstruction & Development 1.5%,"Kaiser Foundation Hospitals/Health Plan, Inc. 2.81%",European Investment Bank 1.62%,Kommuninvest I Sverige AB 1.62%,Avangrid Inc 3.8%,Kommunalbanken AS 2.12%,Kommuninvest I Sverige AB 0.38%,Clearway Energy Operating LLC 3.75%,Perusahaan Penerbit SBSN Indonesia III 3.9%,The Government of Hong Kong Special Administrative Region 1.38%,European Investment Bank 2.5%,The Government of Hong Kong Special Administrative Region 2.5%,Ardagh Metal Packaging Finance Plc / Ardagh Metal Packaging Finance Usa Llc,Federal National Mortgage Association 3%,Midamerican Energy Company 3.65%,Boston Properties Limited Partnership 2.55%,IBRD 2.125 03/03/25 GDIF,VCTR,ING Groep N.V. 1.4%,MAF Sukuk Ltd 4.64%,The AES Corporation 2.45%,Asian Development Bank 3.12%,Clearway Energy Operating LLC 4.75%,The AES Corporation 1.38%,Cooperatieve Rabobank U.A. 1%,Federal National Mortgage Association 3.19%,Us Dollar,FIBRBZ 5.5 01/17/27,Greenko Solar (Mauritius) Limited 5.95%,MTR Corporation (C.I.) Limited 2.5%,CIFI Holdings Group Co Ltd 5.95%,Asian Development Bank 2.12%,European Bank For Reconstruction & Development 1.62%,IBRD 3.125 11/20/25 GDIF,Toyota Motor Credit Corporation 2.15%,METROPOLITAN TRANSN AUTH N Y REV 5.18%,BXP 3.4 06/21/29,First Abu Dhabi Bank P.J.S.C 3%,Kilroy Realty L.P. 4.75%,DTE Electric Company 1.9%,Azure Power Energy Limited 5.5%,Saudi Electricity Global Sukuk Company 5 1.74%,Deutsche Bank AG New York Branch 1.69%,"Industrial and Commercial Bank of China Limited, Hong Kong Branch 0.79%",Kia Corporation 1.75%,"Industrial and Commercial Bank of China Limited, London Branch 0.95%",Midamerican Energy Company 3.65%,"China Construction Bank Corporation, Hong Kong Branch 0.84%",Industrial Bank Co. Ltd. Hong Kong Branch 1.12%,Ardagh Metal Packaging Finance Plc / Ardagh Metal Packaging Finance Usa Llc,China Constr Bk Hk 1.25%,ICBCIL Finance Company Limited 1.21%,National Australia Bank Limited New York Branch 3.62%,EDP Finance B.V. 1.71%,Federal National Mortgage Association 3.44%,"China Merchants Bank Co., Ltd., Hong Kong Branch 1.2%",Duke Energy Progress Inc 3.45%,MTR Corporation Limited 1.62%,Coca-Cola FEMSA SAB de CV 1.85%,Investment Energy Resources Limited 6.25%,"Host Hotels & Resorts, L.P. 3.38%","Duke Energy Florida, LLC 2.5%",Federal National Mortgage Association 2.89%,Pattern Energy Operations LP / Pattern Energy Operations Inc 4.5%,Midamerican Energy Company 3.95%,Landesbank Baden-Wurttemberg 2.38%,Midamerican Energy Company 3.1%,"Prologis, L.P. 1.25%",DTE Electric Company 3.95%,Metropolitan Life Global Funding I 0.95%,Korea Development Bank 0.4%,Duke Energy Carolinas LLC 3.95%,"Alexandria Real Estate Equities, Inc. 2%",Fs Luxembourg SARL 10%,Consorico Transmantaro SA 4.7%,"Alexandria Real Estate Equities, Inc. 3.8%",PNC Financial Services Group Inc 2.2%,"Equinix, Inc. 1%",Asian Development Bank 2.38%,"Korea Hydro & Nuclear Power Co., Ltd. 3.75%",HAT Holdings I LLC and HAT Holdings II LLC 6%,Renewable Energy Group Inc 5.88%,Perusahaan Penerbit SBSN Indonesia III 2.3%,NatWest Group plc 2.36%,Federal Home Loan Mortgage Corporation 2.88%,Continuum Energy Levanter Pte Ltd 4.5%,Ind + Comm Bk China/Lux Sr Unsecured Regs 10/22 2.875,Kreditanstalt Fur Wiederaufbau 2%,"Kaiser Foundation Hospitals/Health Plan, Inc. 3.15%",Saudi Elec Glb Sukuk Sr Unsecured Regs 09/30 2.413,Federal National Mortgage Association 3.06%,"Bank of China Limited, Paris Branch 1.03%",Korea Development Bank 0.92%,Kommunalbanken AS 0.5%,Niagara Mohawk Power Corporation 1.96%,"Hyundai Capital Services, Inc. 1.25%",Suzano Austria GmbH 5.75%,"Consolidated Edison Company of New York, Inc. 3.6%",Liberty Utilities Finance GP1 2.05%,Johnson Controls International plc / Tyco Fire & Security Finance S.C.A. 1.,Visa Inc 0.75%,Modern Land (China) Co. Limited 11.5%,Interstate Power & Light Company 4.1%,Nederlandse Waterschapsbank N.V. 1%,Asian Development Bank 1.75%,Inversiones Cmpc S.A. 4.38%,LG Chem Ltd 3.62%,IFC 2 10/24/22 GMTN,"Industrial and Commercial Bank of China Limited, Singapore Branch 0.9%",Public Service Company of Colorado 3.2%,Banco Nacional de Desenvolvimento Economico e Social 4.75%,SAN FRANCISCO CALIF CITY & CNTY PUB UTILS COMMN WTR REV 3.47%,LG Chem Ltd 3.25%,Rumo Luxembourg S A R L 5.25%,Welltower Inc 2.7%,Union Electric Company 2.62%,Korea Electric Power Corporation 2.5%,"Mitsubishi UFJ Financial Group, Inc. 2.53%",Brookfield Finance Inc. 2.72%,Northern States Power Company 2.9%,Owens Corning 3.95%,Norfolk Southern Corporation 2.3%,Jsw Hydro Energy Limited 4.12%,Star Energy Geothermal (Wayang Windu) Limited 6.75%,DBS Group Holdings Ltd 0.8%,SK Battery America Inc 1.62%,Federal National Mortgage Association 3.15%,Canadian Imperial Bank of Commerce 0.95%,Sumitomo Mitsui Financial Group Inc 0.51%,Banco BTG Pactual S.A. Cayman Islands Branch 2.75%,DISTRICT COLUMBIA WTR & SWR AUTH PUB UTIL REV 4.81%,Northern States Power Company 2.6%,Duke Realty Limited Partnership 2.88%,Bank of Nova Scotia 2.38%,ERP Operating Limited Partnership 4.15%,"Sumitomo Mitsui Trust Bank, Limited 1.55%",Adani Green Energy Ltd 6.25%,NSTAR Electric Company 3.25%,DTE Electric Company 3.25%,Swire Properties MTN Financing Limited 3.5%,Northern States Power Company 3.2%,MAF Sukuk Ltd 3.93%,Indian Railway Finance Corp 3.84%,Midamerican Energy Company 3.15%,State Bank of India (London) 4.5%,AES Gener S.A. 6.35%,Renew Power Limited 5.88%,Korea Water Res. 3.88%,Rongshi International Finance Limited 3.25%,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V. 2.75%,Westar Energy Inc. 2.55%,Egypt (Arab Republic of) 5.25%,Egypt (Arab Republic of) 5.25%,Rec Ltd 3.88%,Franshion Brilliant Limited 4%,The Link Finance (Cayman) 2009 Limited 2.88%,Power Finance Corp Ltd. 3.75%,Bank of the Philippine Islands 2.5%,Federal National Mortgage Association 2.64%,Korea South East Power Sr Unsecured Regs 02/25 2.125,VCTR,Dana Incorporated 4.25%,China Development Bank 2.75%,SUM
07/09/2021,1.79,1.4,1.27,1.27,0.94,0.89,0.88,0.87,0.85,0.85,0.84,0.82,0.82,0.81,0.8,0.79,0.78,0.74,0.72,0.71,0.69,0.69,0.68,0.65,0.64,0.63,0.62,0.59,0.59,0.59,0.59,0.59,0.57,0.56,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.52,0.51,0.5,0.5,0.5,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,86.03
