,AAPL,MSFT,TSLA,GOOGL,GOOG,NVDA,FB,AMZN,JPM,PYPL,DIS,BRK.B,BAC,HD,AVGO,CMCSA,UPS,QCOM,TXN,NKE,UNH,MS,AMAT,ADBE,LOW,ACN,CAT,TGT,MA,BA,DE,GS,HON,GE,ABBV,TMO,C,LIN,SCHW,WFC,XOM,DHR,LRCX,MU,BLK,ABT,SBUX,AXP,CRM,INTU,UNP,V,GM,FDX,COF,AMD,ORCL,ISRG,NEE,CSCO,PNC,BKNG,PG,NOW,F,JNJ,NFLX,EL,TFC,TWTR,NXPI,USB,FCX,HCA,IDXX,ETN,NSC,JCI,TMUS,KLAC,CSX,ALGN,PM,LLY,ATVI,CB,MO,APTV,DOW,MCD,EMR,TT,MDT,CARR,ADSK,TEL,MMM,KO,MET,PH,ADI,AIG,CVX,TJX,SPG,HPQ,DFS,EOG,A,SYK,MCHP,ADP,DD,MPC,SLB,SHW,PPG,SIVB,COST,PXD,ANTM,ITW,EBAY,CDNS,CMG,RTX,SWK,TROW,GLW,SNPS,FTNT,LUV,CTVA,STATE STREET INSTITUTIONAL LIQ STATE STR,ZBRA,PRU,AMP,COP,GNRC,DHI,SWKS,NUE,LEN,MAR,ENPH,CBRE,FITB,VIAC,INFO,ETSY,WMT,TDG,DAL,SYF,CTAS,CVS,APH,KSU,TRV,CMI,HLT,CHTR,AON,GD,LYB,FRC,ADM,MTD,EXPE,PSA,OKE,URI,MXIM,ALXN,WM,ZTS,WELL,IQV,PLD,SYY,PAYX,CZR,MMC,AME,AJG,QRVO,MNST,TRMB,ALB,CI,PGR,XLNX,STZ,TER,WY,LH,HAL,ICE,HIG,ROST,MLM,KMX,TSCO,ODFL,VTR,AFL,SSIXX,ROK,State Street Instl Liquid Reserves Prem,INTC,IBM,PFE,PEP,CME,BMY,MSCI,EW,MSI,MCO,CCI,BK,ALL,ILMN,SPGI,DUK,KEYS,WMB,IT,IP,AVB,PSX,OXY,KMI,EQR,LHX,EFX,CPRT,LB,GEN.,BBWI WI,n/a,XYL,GE.,WAT,SUM
07/23/2021,4.34,5.13,2.51,3.01,3.14,2.24,2.4,0.99,1.9,1.21,1.1,1.67,1.19,0.48,0.71,0.71,0.53,0.47,0.65,0.76,1.05,0.64,0.6,0.63,0.3,0.48,0.48,0.59,0.37,0.4,0.5,0.58,0.54,0.53,0.29,0.29,0.44,0.17,0.5,0.85,0.94,0.4,0.38,0.38,0.45,0.25,0.47,0.48,0.37,0.55,0.28,0.68,0.35,0.33,0.35,0.15,0.51,0.3,0.0,0.2,0.34,0.19,0.13,0.18,0.26,0.4,0.0,0.29,0.26,0.25,0.24,0.3,0.24,0.23,0.21,0.24,0.21,0.22,0.23,0.18,0.21,0.21,0.45,0.7,0.0,0.12,0.15,0.19,0.17,0.24,0.21,0.19,0.36,0.18,0.0,0.16,0.34,0.25,0.18,0.17,0.2,0.13,0.41,0.17,0.18,0.15,0.18,0.19,0.17,0.24,0.13,0.3,0.13,0.14,0.17,0.11,0.15,0.15,0.31,0.14,0.3,0.0,0.0,0.0,0.12,0.46,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.12,0.17,0.12,0.31,0.14,0.0,0.0,0.14,0.0,0.14,0.11,0.13,0.12,0.11,0.14,0.11,0.13,0.11,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.13,0.16,0.0,0.0,0.11,0.14,0.1,0.11,0.1,0.18,0.11,0.11,0.1,0.18,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.21,0.0,0.0,0.26,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.69000000000001
07/26/2021,4.35,5.15,2.46,3.02,3.16,2.27,2.44,0.98,1.9,1.21,1.08,1.66,1.19,0.48,0.71,0.7,0.52,0.46,0.62,0.76,1.04,0.66,0.62,0.64,0.3,0.48,0.47,0.59,0.38,0.41,0.51,0.59,0.55,0.55,0.29,0.28,0.43,0.17,0.49,0.86,0.94,0.39,0.4,0.37,0.45,0.24,0.49,0.49,0.39,0.55,0.27,0.67,0.35,0.32,0.36,0.15,0.52,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.27,0.39,0.0,0.29,0.27,0.26,0.24,0.29,0.25,0.25,0.21,0.24,0.21,0.22,0.23,0.19,0.22,0.21,0.44,0.69,0.0,0.12,0.14,0.2,0.18,0.25,0.21,0.2,0.36,0.18,0.09,0.17,0.33,0.25,0.18,0.17,0.2,0.14,0.41,0.17,0.19,0.15,0.18,0.19,0.16,0.25,0.13,0.29,0.12,0.14,0.17,0.11,0.14,0.16,0.3,0.15,0.3,0.0,0.0,0.0,0.13,0.47,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.32,0.14,0.0,0.0,0.14,0.0,0.14,0.12,0.14,0.12,0.11,0.14,0.11,0.12,0.12,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.13,0.16,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.26,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.73
07/27/2021,4.36,5.17,2.41,3.09,3.23,2.25,2.54,0.98,1.88,1.22,1.08,1.65,1.17,0.48,0.71,0.7,0.51,0.47,0.62,0.76,1.03,0.65,0.62,0.63,0.3,0.48,0.47,0.59,0.38,0.41,0.51,0.59,0.53,0.54,0.29,0.29,0.43,0.17,0.49,0.85,0.93,0.39,0.4,0.37,0.44,0.24,0.5,0.49,0.39,0.56,0.27,0.68,0.34,0.32,0.35,0.15,0.49,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.3,0.27,0.26,0.24,0.29,0.25,0.25,0.21,0.24,0.21,0.22,0.22,0.19,0.22,0.21,0.44,0.7,0.0,0.12,0.14,0.2,0.17,0.25,0.21,0.2,0.37,0.18,0.09,0.16,0.33,0.25,0.18,0.17,0.2,0.14,0.4,0.18,0.19,0.15,0.18,0.18,0.17,0.25,0.13,0.29,0.12,0.14,0.17,0.11,0.14,0.16,0.3,0.14,0.29,0.0,0.0,0.0,0.13,0.47,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.14,0.0,0.0,0.14,0.0,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.13,0.16,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.2,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.73
07/28/2021,4.36,5.17,2.41,3.09,3.23,2.25,2.54,0.98,1.88,1.22,1.08,1.65,1.17,0.48,0.71,0.7,0.51,0.47,0.62,0.76,1.03,0.65,0.62,0.63,0.3,0.48,0.47,0.59,0.38,0.41,0.51,0.59,0.53,0.54,0.29,0.29,0.43,0.17,0.49,0.85,0.93,0.39,0.4,0.37,0.44,0.24,0.5,0.49,0.39,0.56,0.27,0.68,0.34,0.32,0.35,0.15,0.49,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.3,0.27,0.26,0.24,0.29,0.25,0.25,0.21,0.24,0.21,0.22,0.22,0.19,0.22,0.21,0.44,0.7,0.0,0.12,0.14,0.2,0.17,0.25,0.21,0.2,0.37,0.18,0.09,0.16,0.33,0.25,0.18,0.17,0.2,0.14,0.4,0.18,0.19,0.15,0.18,0.18,0.17,0.25,0.13,0.29,0.12,0.14,0.17,0.11,0.14,0.16,0.3,0.14,0.29,0.0,0.0,0.0,0.13,0.47,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.14,0.0,0.0,0.14,0.0,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.13,0.16,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.2,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.73
07/29/2021,4.35,5.14,2.45,3.1,3.26,2.21,2.55,0.98,1.88,1.21,1.09,1.64,1.18,0.48,0.71,0.7,0.51,0.46,0.62,0.76,1.02,0.66,0.61,0.62,0.29,0.48,0.47,0.59,0.38,0.41,0.51,0.59,0.53,0.55,0.28,0.28,0.43,0.17,0.49,0.85,0.95,0.39,0.4,0.37,0.44,0.24,0.5,0.49,0.39,0.55,0.27,0.68,0.34,0.31,0.35,0.15,0.49,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.27,0.39,0.0,0.3,0.27,0.25,0.24,0.29,0.26,0.25,0.21,0.24,0.21,0.22,0.22,0.19,0.22,0.21,0.44,0.69,0.0,0.12,0.14,0.2,0.18,0.25,0.21,0.2,0.36,0.18,0.09,0.16,0.33,0.25,0.18,0.17,0.2,0.14,0.41,0.18,0.19,0.15,0.18,0.19,0.16,0.25,0.13,0.29,0.12,0.14,0.18,0.11,0.14,0.16,0.3,0.15,0.29,0.0,0.0,0.0,0.13,0.47,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.13,0.0,0.0,0.14,0.0,0.15,0.11,0.14,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.28,0.0,0.1,0.1,0.0,0.14,0.16,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.69
07/30/2021,4.32,5.13,2.42,3.08,3.22,2.21,2.53,0.97,1.89,1.19,1.1,1.66,1.18,0.48,0.7,0.7,0.47,0.46,0.62,0.76,1.03,0.67,0.6,0.63,0.29,0.48,0.47,0.59,0.38,0.41,0.51,0.59,0.54,0.56,0.29,0.29,0.44,0.17,0.49,0.86,0.95,0.39,0.39,0.36,0.44,0.24,0.5,0.49,0.38,0.55,0.27,0.69,0.34,0.3,0.36,0.15,0.5,0.3,0.0,0.2,0.34,0.2,0.13,0.19,0.26,0.4,0.0,0.3,0.27,0.25,0.23,0.29,0.26,0.25,0.21,0.24,0.21,0.22,0.22,0.18,0.21,0.21,0.45,0.7,0.0,0.12,0.14,0.2,0.18,0.25,0.21,0.2,0.37,0.19,0.0,0.16,0.33,0.25,0.18,0.17,0.2,0.14,0.41,0.18,0.19,0.15,0.18,0.19,0.16,0.25,0.13,0.3,0.12,0.14,0.18,0.11,0.14,0.15,0.3,0.14,0.29,0.0,0.0,0.0,0.13,0.48,0.0,0.16,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.13,0.0,0.0,0.14,0.0,0.15,0.11,0.14,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.14,0.16,0.0,0.09,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.09,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.21,0.21,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.63000000000001
08/02/2021,4.25,5.11,2.43,3.17,3.2,2.24,2.57,0.97,1.89,1.2,1.1,1.64,1.18,0.47,0.7,0.69,0.47,0.46,0.62,0.76,1.01,0.66,0.61,0.63,0.29,0.47,0.48,0.59,0.38,0.43,0.51,0.59,0.54,0.56,0.29,0.28,0.44,0.17,0.49,0.87,0.95,0.39,0.39,0.37,0.44,0.24,0.48,0.48,0.38,0.55,0.27,0.68,0.34,0.3,0.35,0.16,0.49,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.3,0.27,0.26,0.24,0.29,0.26,0.25,0.21,0.24,0.2,0.22,0.22,0.19,0.21,0.21,0.44,0.71,0.0,0.12,0.14,0.21,0.18,0.25,0.21,0.19,0.37,0.18,0.09,0.17,0.33,0.25,0.18,0.17,0.2,0.14,0.41,0.17,0.19,0.15,0.18,0.19,0.16,0.25,0.13,0.3,0.12,0.15,0.18,0.11,0.14,0.16,0.3,0.15,0.29,0.0,0.0,0.0,0.13,0.48,0.0,0.15,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.13,0.0,0.0,0.14,0.0,0.15,0.12,0.14,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.14,0.16,0.0,0.09,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.09,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.2,0.21,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.61000000000001
08/03/2021,4.24,5.08,2.52,3.14,3.18,2.25,2.45,0.95,1.89,1.11,1.08,1.64,1.19,0.47,0.71,0.69,0.46,0.48,0.63,0.76,1.01,0.66,0.61,0.62,0.29,0.47,0.47,0.59,0.38,0.42,0.51,0.59,0.54,0.56,0.29,0.28,0.44,0.17,0.5,0.88,0.95,0.4,0.38,0.37,0.44,0.24,0.48,0.48,0.38,0.55,0.27,0.67,0.35,0.3,0.36,0.17,0.49,0.3,0.0,0.2,0.34,0.19,0.13,0.19,0.27,0.39,0.0,0.3,0.27,0.26,0.24,0.29,0.27,0.25,0.22,0.24,0.2,0.22,0.22,0.19,0.21,0.22,0.44,0.7,0.0,0.12,0.14,0.21,0.18,0.25,0.21,0.2,0.37,0.19,0.1,0.17,0.33,0.25,0.18,0.17,0.2,0.14,0.42,0.18,0.19,0.15,0.18,0.19,0.16,0.25,0.13,0.3,0.12,0.15,0.18,0.11,0.14,0.16,0.3,0.15,0.29,0.0,0.0,0.0,0.13,0.48,0.0,0.15,0.0,0.12,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.13,0.0,0.0,0.15,0.0,0.15,0.12,0.15,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.13,0.0,0.28,0.0,0.1,0.1,0.0,0.14,0.16,0.0,0.1,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.24,0.2,0.21,0.19,0.18,0.17,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.56000000000002
08/04/2021,4.27,5.07,2.57,3.13,3.16,2.24,2.44,0.89,1.89,1.09,1.07,1.64,1.19,0.48,0.71,0.7,0.46,0.48,0.63,0.77,1.02,0.66,0.62,0.63,0.29,0.48,0.46,0.59,0.38,0.42,0.52,0.59,0.54,0.55,0.28,0.29,0.43,0.18,0.49,0.87,0.94,0.4,0.39,0.38,0.44,0.24,0.48,0.48,0.38,0.56,0.27,0.67,0.35,0.3,0.35,0.18,0.49,0.31,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.3,0.27,0.26,0.25,0.29,0.27,0.25,0.21,0.24,0.2,0.22,0.22,0.21,0.21,0.23,0.44,0.7,0.0,0.12,0.14,0.21,0.18,0.25,0.22,0.2,0.37,0.2,0.1,0.18,0.33,0.25,0.18,0.17,0.21,0.14,0.41,0.18,0.19,0.15,0.18,0.18,0.17,0.25,0.13,0.3,0.12,0.15,0.17,0.11,0.14,0.15,0.31,0.15,0.29,0.0,0.0,0.0,0.14,0.47,0.0,0.16,0.0,0.13,0.16,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.13,0.0,0.0,0.15,0.0,0.15,0.12,0.15,0.12,0.11,0.14,0.1,0.12,0.12,0.11,0.12,0.0,0.28,0.0,0.1,0.1,0.0,0.14,0.17,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.22,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.24,0.2,0.21,0.19,0.18,0.17,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,77.63000000000001
08/05/2021,4.27,5.08,2.66,3.13,3.19,2.27,2.42,0.89,1.88,1.07,1.07,1.64,1.18,0.48,0.71,0.7,0.47,0.48,0.63,0.77,1.03,0.66,0.63,0.62,0.29,0.47,0.46,0.58,0.37,0.42,0.51,0.59,0.54,0.0,0.28,0.29,0.43,0.17,0.49,0.87,0.94,0.4,0.4,0.38,0.45,0.24,0.48,0.48,0.38,0.55,0.27,0.65,0.35,0.29,0.35,0.18,0.49,0.31,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.29,0.26,0.26,0.25,0.29,0.26,0.25,0.21,0.24,0.2,0.22,0.22,0.2,0.21,0.23,0.45,0.71,0.0,0.12,0.14,0.21,0.18,0.24,0.22,0.2,0.37,0.19,0.1,0.18,0.33,0.25,0.18,0.17,0.21,0.14,0.41,0.17,0.19,0.15,0.18,0.18,0.17,0.25,0.13,0.3,0.12,0.14,0.17,0.11,0.14,0.15,0.31,0.14,0.3,0.0,0.0,0.0,0.14,0.47,0.0,0.16,0.0,0.13,0.17,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.12,0.0,0.0,0.15,0.0,0.15,0.12,0.15,0.12,0.11,0.14,0.1,0.12,0.12,0.11,0.12,0.0,0.28,0.0,0.1,0.1,0.0,0.14,0.17,0.0,0.09,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.13,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.2,0.21,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.53,0.1,0.0,0.0,0.0,0.0,77.6
08/06/2021,4.28,5.07,2.63,3.12,3.16,2.26,2.39,0.89,1.89,1.07,1.05,1.65,1.19,0.48,0.71,0.69,0.47,0.47,0.62,0.78,1.03,0.66,0.63,0.62,0.29,0.47,0.46,0.59,0.36,0.42,0.52,0.59,0.54,0.54,0.28,0.29,0.44,0.17,0.49,0.88,0.94,0.4,0.4,0.39,0.45,0.24,0.47,0.47,0.37,0.55,0.27,0.64,0.35,0.3,0.35,0.19,0.5,0.31,0.0,0.2,0.34,0.18,0.13,0.18,0.26,0.4,0.0,0.29,0.27,0.25,0.25,0.29,0.26,0.25,0.21,0.25,0.2,0.22,0.22,0.2,0.21,0.23,0.44,0.73,0.0,0.12,0.14,0.21,0.18,0.24,0.22,0.2,0.37,0.2,0.1,0.18,0.33,0.24,0.18,0.17,0.21,0.14,0.41,0.18,0.19,0.15,0.18,0.19,0.17,0.25,0.13,0.3,0.12,0.15,0.17,0.11,0.14,0.15,0.31,0.15,0.3,0.0,0.0,0.0,0.14,0.48,0.0,0.16,0.0,0.12,0.17,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.12,0.0,0.0,0.15,0.0,0.15,0.12,0.15,0.12,0.1,0.14,0.1,0.12,0.11,0.11,0.12,0.0,0.29,0.0,0.1,0.1,0.0,0.13,0.17,0.0,0.09,0.11,0.14,0.1,0.11,0.1,0.17,0.1,0.12,0.09,0.0,0.12,0.13,0.14,0.17,0.0,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.24,0.21,0.22,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.56
08/09/2021,4.26,5.1,2.65,3.13,3.17,2.34,2.46,0.89,1.89,1.1,1.07,1.64,1.2,0.48,0.71,0.69,0.46,0.47,0.64,0.79,1.0,0.66,0.63,0.63,0.28,0.47,0.46,0.59,0.36,0.42,0.52,0.59,0.53,0.54,0.27,0.29,0.44,0.18,0.5,0.88,0.92,0.41,0.4,0.39,0.45,0.24,0.46,0.47,0.39,0.56,0.27,0.65,0.33,0.29,0.35,0.18,0.5,0.31,0.0,0.2,0.34,0.19,0.13,0.19,0.26,0.39,0.0,0.29,0.27,0.25,0.25,0.29,0.25,0.25,0.21,0.25,0.2,0.22,0.22,0.21,0.21,0.23,0.44,0.75,0.0,0.12,0.14,0.2,0.17,0.24,0.22,0.19,0.36,0.2,0.1,0.17,0.32,0.24,0.18,0.17,0.21,0.14,0.41,0.17,0.2,0.15,0.19,0.18,0.17,0.24,0.14,0.3,0.12,0.15,0.17,0.11,0.14,0.16,0.31,0.15,0.28,0.0,0.0,0.0,0.14,0.47,0.0,0.16,0.0,0.13,0.17,0.13,0.11,0.0,0.13,0.17,0.12,0.31,0.12,0.0,0.0,0.15,0.0,0.14,0.12,0.15,0.12,0.11,0.14,0.1,0.12,0.11,0.11,0.13,0.0,0.27,0.0,0.1,0.1,0.0,0.13,0.17,0.0,0.0,0.11,0.14,0.1,0.11,0.11,0.17,0.11,0.11,0.1,0.0,0.12,0.13,0.14,0.17,0.0,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.24,0.2,0.22,0.18,0.17,0.17,0.16,0.15,0.13,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,77.69000000000001
08/10/2021,4.22,5.08,2.58,3.11,3.16,2.3,2.46,0.88,1.93,1.09,1.07,1.66,1.23,0.47,0.7,0.69,0.46,0.46,0.63,0.78,1.01,0.67,0.62,0.63,0.28,0.48,0.46,0.58,0.36,0.42,0.52,0.61,0.53,0.55,0.27,0.28,0.45,0.18,0.51,0.91,0.93,0.41,0.4,0.39,0.45,0.24,0.46,0.48,0.39,0.55,0.27,0.65,0.34,0.29,0.36,0.18,0.5,0.31,0.0,0.2,0.35,0.19,0.13,0.19,0.26,0.39,0.0,0.29,0.27,0.25,0.25,0.29,0.26,0.25,0.21,0.25,0.2,0.22,0.22,0.21,0.21,0.23,0.43,0.74,0.0,0.13,0.14,0.2,0.18,0.24,0.22,0.19,0.36,0.2,0.1,0.18,0.32,0.24,0.18,0.16,0.21,0.14,0.41,0.18,0.2,0.15,0.19,0.18,0.17,0.24,0.14,0.3,0.12,0.15,0.17,0.11,0.14,0.16,0.31,0.15,0.28,0.0,0.0,0.0,0.14,0.47,0.0,0.16,0.0,0.13,0.18,0.13,0.12,0.0,0.13,0.18,0.12,0.31,0.12,0.0,0.0,0.15,0.0,0.14,0.12,0.15,0.12,0.11,0.14,0.1,0.12,0.11,0.11,0.13,0.0,0.27,0.0,0.1,0.1,0.0,0.13,0.17,0.0,0.09,0.11,0.14,0.1,0.11,0.1,0.16,0.11,0.11,0.1,0.0,0.12,0.13,0.13,0.17,0.0,0.12,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.24,0.2,0.22,0.18,0.18,0.17,0.16,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.65
