,SC,DKS,DISH,ORI,SLG,UHS,JEF,UGI,UTHR,FAF,KIM,SEB,FNF,QRTEA,NXST,VST,CACI,BWA,EVRG,IVZ,PNW,PHM,ARW,INGR,TPR,MHK,TOL,MTG,NWSA,CACC,ATO,KNX,MRO,MDU,UNM,BKH,BG,POR,VER,XRX,MOS,AMKR,ESGR,AFG,RDN,ESNT,LKQ,STLD,KMPR,SLM,EQT,OMF,MTZ,SIGI,FL,WPC,EVR,KBH,CLR,CUZ,JLL,BERY,AL,LNT,BPOP,PINC,THG,AYI,LPX,SF,SNX,WLK,WHR,FHN,SWI,HII,GL,IDA,RS,SLGN,UHAL,OGS,TKR,VLY,ZION,PB,PAG,BOKF,EQH,CBOE,CSL,NYCB,AIZ,CF,CLH,HSIC,JBL,NRG,THO,VNT,JNPR,HIW,AN,CIEN,KRC,LAZ,DOC,SAIC,BC,CW,HR,SEIC,REYN,PWR,CNA,MSM,ACI,RE,OZK,MMS,SNA,ALSN,GPK,ASGN,HE,WU,UBSI,SNV,PPC,COG,RBC,RGA,CASY,ESI,LOPE,NEU,TXT,CC,SRC,WCC,PRGO,AAP,JAZZ,LEG,ACC,BRX,AMG,ACHC,G,NNN,SCI,STOR,SON,STWD,HRC,CCK,NI,BXMT,CR,CFR,FLO,LNC,OHI,OSK,PRI,WWD,PSN,WRK,PNFP,LPLA,CMA,FCN,EWBC,FCNCA,GNTX,LEA,AGCO,CDK,HUN,KSS,CRI,REG,IPG,RHI,ALLE,NDSN,LECO,DCI,RXN,TAP,EME,FLS,NVST,LW,DEI,CFX,AXTA,NLY,Y,AOS,BLDR,AGNC,OC,CNP,VOYA,OGE,POST,DXC,ASH,NWL,WRB,TRGP,NFG,M,SSB,CHRW,Axis Capital Holdings Limited,WBS,HFC,ROLL,PII,PSB,PVH,WEA.,VMI,AXS,WAL,EHC,COLM,HTA,AWI,HUBB,LSTR,NABL WI,LFUS,US Dollar,IFF,018000.KQ,n/a,688101.SS,IAC,UFPI,FYBR,DISCA,PFSI,LGIH,X,L,GT,GPS,LUMN,LAD,HRB,LITE,SJM,OGN,NRZ,RNR,UMBF,UMPQ,PACW,GTES,ADS,CPB,HOG,MPW,REZI,BWXT,FBHS,SSD,AVNT,PKG,OLLI,HELE,ENS,SMG,SKX,ADT,AMED,ERIE,MAN,WSO,ATR,BLD,CTRA,RRX,RPM,BJ,HHC,HAS,BAH,IPGP,FMC,CHE,NRA.,RL,MPLN,CHX,ALK,CBSH,LANC,EXEL,SUM
08/27/2021,0.83,0.83,0.75,0.77,0.52,0.76,0.76,0.72,0.66,0.8,0.75,0.77,0.81,0.61,0.72,0.0,0.58,0.52,0.66,0.54,0.55,0.71,0.76,0.0,0.0,0.77,0.61,0.8,0.38,0.74,0.59,0.8,0.37,0.59,0.68,0.62,0.7,0.64,0.0,0.7,0.73,0.79,0.72,0.8,0.77,0.76,0.45,0.69,0.67,0.51,0.32,0.69,0.38,0.6,0.7,0.3,0.56,0.75,0.28,0.46,0.71,0.57,0.71,0.47,0.59,0.63,0.75,0.29,0.72,0.46,0.6,0.55,0.59,0.54,0.39,0.57,0.59,0.47,0.73,0.44,0.63,0.57,0.4,0.43,0.61,0.57,0.83,0.59,0.0,0.31,0.16,0.66,0.31,0.38,0.32,0.29,0.45,0.16,0.75,0.31,0.16,0.0,0.88,0.43,0.68,0.3,0.44,0.42,0.45,0.43,0.43,0.29,0.41,0.32,0.55,0.27,0.42,0.63,0.58,0.42,0.44,0.41,0.47,0.32,0.45,0.41,0.43,0.43,0.53,0.49,0.49,0.6,0.45,0.29,0.56,0.47,0.15,0.0,0.15,0.33,0.0,0.29,0.33,0.27,0.0,0.0,0.47,0.0,0.17,0.43,0.34,0.0,0.28,0.28,0.33,0.31,0.3,0.3,0.31,0.3,0.43,0.32,0.27,0.27,0.29,0.0,0.0,0.0,0.31,0.16,0.6,0.3,0.3,0.3,0.41,0.27,0.45,0.48,0.69,0.79,0.45,0.0,0.0,0.17,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.71,0.59,0.0,0.87,0.7,0.7,0.61,0.61,0.61,0.45,0.41,0.43,0.4,0.3,0.29,0.28,0.36,0.25,0.28,0.0,0.27,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.15,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
08/30/2021,0.83,0.98,0.75,0.76,0.51,0.77,0.78,0.72,0.67,0.82,0.75,0.77,0.81,0.6,0.72,0.0,0.59,0.51,0.67,0.54,0.54,0.72,0.77,0.0,0.0,0.76,0.64,0.81,0.38,0.74,0.59,0.81,0.37,0.6,0.68,0.62,0.7,0.64,0.0,0.69,0.72,0.8,0.71,0.8,0.77,0.75,0.46,0.67,0.67,0.51,0.34,0.69,0.38,0.59,0.68,0.3,0.56,0.76,0.28,0.46,0.71,0.59,0.69,0.47,0.59,0.62,0.75,0.29,0.76,0.46,0.61,0.56,0.59,0.55,0.38,0.56,0.58,0.47,0.72,0.44,0.65,0.56,0.4,0.42,0.61,0.57,0.84,0.58,0.0,0.31,0.16,0.65,0.31,0.38,0.32,0.29,0.45,0.16,0.74,0.32,0.16,0.0,0.84,0.44,0.68,0.31,0.43,0.42,0.45,0.44,0.43,0.29,0.41,0.33,0.56,0.27,0.41,0.62,0.58,0.42,0.44,0.41,0.49,0.33,0.45,0.41,0.43,0.43,0.54,0.49,0.49,0.59,0.45,0.29,0.57,0.46,0.15,0.0,0.15,0.33,0.0,0.3,0.33,0.27,0.0,0.0,0.48,0.0,0.16,0.43,0.34,0.15,0.28,0.28,0.34,0.31,0.29,0.3,0.32,0.29,0.43,0.32,0.26,0.27,0.28,0.0,0.0,0.0,0.31,0.16,0.6,0.3,0.3,0.3,0.41,0.27,0.47,0.48,0.7,0.77,0.44,0.0,0.0,0.17,0.0,0.15,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.71,0.58,0.0,0.88,0.7,0.72,0.6,0.61,0.61,0.45,0.41,0.43,0.4,0.29,0.29,0.28,0.35,0.25,0.28,0.0,0.27,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.51
08/31/2021,0.82,0.99,0.74,0.75,0.51,0.76,0.79,0.72,0.67,0.81,0.75,0.76,0.81,0.61,0.72,0.0,0.58,0.51,0.65,0.55,0.54,0.72,0.77,0.0,0.0,0.76,0.64,0.81,0.38,0.73,0.58,0.81,0.38,0.59,0.68,0.62,0.7,0.63,0.0,0.69,0.73,0.83,0.72,0.8,0.77,0.76,0.45,0.68,0.68,0.52,0.36,0.71,0.38,0.6,0.66,0.3,0.57,0.76,0.29,0.45,0.72,0.58,0.69,0.47,0.59,0.6,0.75,0.29,0.77,0.47,0.6,0.56,0.59,0.55,0.37,0.56,0.58,0.46,0.72,0.44,0.65,0.55,0.4,0.43,0.63,0.57,0.85,0.59,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.29,0.46,0.16,0.74,0.32,0.0,0.0,0.83,0.43,0.68,0.31,0.42,0.41,0.44,0.44,0.43,0.29,0.4,0.33,0.56,0.27,0.41,0.61,0.59,0.42,0.44,0.41,0.48,0.33,0.44,0.4,0.43,0.43,0.54,0.51,0.49,0.59,0.45,0.29,0.56,0.46,0.15,0.0,0.15,0.33,0.0,0.28,0.32,0.27,0.0,0.0,0.48,0.0,0.16,0.43,0.33,0.15,0.28,0.28,0.33,0.31,0.29,0.29,0.32,0.3,0.42,0.32,0.26,0.27,0.29,0.0,0.0,0.0,0.32,0.16,0.61,0.29,0.3,0.31,0.41,0.27,0.46,0.48,0.71,0.76,0.43,0.0,0.0,0.17,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.59,0.0,0.89,0.7,0.72,0.6,0.61,0.6,0.44,0.41,0.43,0.4,0.29,0.29,0.28,0.35,0.25,0.28,0.0,0.28,0.28,0.17,0.0,0.15,0.0,0.0,0.15,0.31,0.15,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
09/01/2021,0.82,0.99,0.74,0.75,0.51,0.77,0.79,0.72,0.67,0.81,0.75,0.76,0.81,0.61,0.72,0.0,0.58,0.51,0.65,0.55,0.54,0.72,0.77,0.0,0.0,0.76,0.64,0.81,0.38,0.73,0.58,0.82,0.38,0.59,0.68,0.62,0.71,0.63,0.0,0.7,0.73,0.83,0.72,0.8,0.77,0.76,0.45,0.68,0.68,0.52,0.36,0.71,0.38,0.6,0.66,0.3,0.57,0.76,0.29,0.46,0.72,0.58,0.69,0.47,0.59,0.61,0.75,0.29,0.77,0.47,0.6,0.56,0.59,0.55,0.37,0.56,0.58,0.46,0.73,0.44,0.65,0.55,0.4,0.43,0.63,0.57,0.85,0.59,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.29,0.46,0.16,0.74,0.32,0.15,0.0,0.83,0.43,0.68,0.31,0.43,0.41,0.44,0.44,0.43,0.29,0.4,0.33,0.56,0.27,0.41,0.61,0.59,0.42,0.44,0.41,0.48,0.33,0.44,0.4,0.43,0.43,0.54,0.51,0.49,0.6,0.45,0.29,0.56,0.46,0.15,0.0,0.15,0.33,0.0,0.28,0.32,0.27,0.0,0.0,0.48,0.15,0.16,0.43,0.33,0.0,0.28,0.28,0.33,0.31,0.29,0.29,0.32,0.3,0.42,0.32,0.26,0.27,0.29,0.0,0.0,0.0,0.32,0.16,0.61,0.29,0.3,0.31,0.41,0.27,0.46,0.48,0.71,0.76,0.43,0.0,0.0,0.17,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.59,0.0,0.89,0.7,0.72,0.6,0.61,0.6,0.44,0.41,0.43,0.4,0.29,0.29,0.28,0.35,0.25,0.28,0.0,0.28,0.28,0.17,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.0,0.15,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.52
09/02/2021,0.83,1.02,0.75,0.76,0.5,0.77,0.78,0.72,0.68,0.82,0.75,0.78,0.81,0.61,0.72,0.0,0.58,0.51,0.65,0.54,0.54,0.71,0.78,0.0,0.0,0.76,0.63,0.81,0.37,0.73,0.58,0.84,0.37,0.59,0.67,0.62,0.7,0.64,0.0,0.68,0.73,0.85,0.7,0.8,0.76,0.75,0.46,0.68,0.66,0.51,0.35,0.69,0.38,0.6,0.65,0.3,0.58,0.76,0.29,0.46,0.72,0.59,0.69,0.47,0.58,0.61,0.75,0.29,0.78,0.46,0.61,0.56,0.59,0.54,0.37,0.57,0.58,0.47,0.73,0.44,0.66,0.56,0.4,0.42,0.62,0.56,0.85,0.58,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.29,0.47,0.16,0.74,0.32,0.15,0.0,0.84,0.43,0.68,0.31,0.43,0.41,0.44,0.44,0.43,0.29,0.4,0.33,0.56,0.27,0.43,0.6,0.58,0.42,0.44,0.41,0.49,0.33,0.45,0.4,0.43,0.42,0.54,0.52,0.49,0.58,0.45,0.29,0.57,0.46,0.0,0.0,0.15,0.33,0.0,0.28,0.32,0.27,0.0,0.0,0.48,0.15,0.16,0.44,0.34,0.0,0.28,0.28,0.37,0.31,0.29,0.3,0.32,0.29,0.43,0.31,0.26,0.27,0.29,0.0,0.0,0.0,0.31,0.16,0.59,0.3,0.29,0.31,0.4,0.26,0.46,0.48,0.71,0.75,0.44,0.0,0.0,0.17,0.0,0.16,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.58,0.0,0.9,0.69,0.72,0.6,0.61,0.61,0.45,0.4,0.43,0.4,0.29,0.29,0.28,0.34,0.24,0.28,0.0,0.27,0.28,0.17,0.0,0.15,0.0,0.0,0.15,0.3,0.15,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.51
09/03/2021,0.83,1.01,0.75,0.75,0.5,0.76,0.78,0.72,0.69,0.81,0.75,0.79,0.81,0.61,0.73,0.15,0.58,0.51,0.65,0.54,0.54,0.71,0.77,0.0,0.0,0.74,0.64,0.81,0.38,0.73,0.58,0.82,0.37,0.59,0.67,0.62,0.7,0.64,0.0,0.69,0.73,0.83,0.69,0.81,0.76,0.75,0.46,0.65,0.67,0.52,0.36,0.69,0.37,0.59,0.66,0.3,0.57,0.76,0.3,0.45,0.71,0.59,0.68,0.47,0.58,0.61,0.75,0.28,0.76,0.46,0.6,0.56,0.58,0.55,0.37,0.56,0.58,0.47,0.71,0.44,0.65,0.56,0.39,0.42,0.63,0.56,0.86,0.58,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.29,0.46,0.16,0.72,0.32,0.0,0.0,0.83,0.43,0.68,0.3,0.43,0.41,0.42,0.44,0.43,0.29,0.4,0.32,0.56,0.27,0.44,0.6,0.58,0.43,0.43,0.4,0.49,0.33,0.44,0.41,0.43,0.42,0.54,0.52,0.48,0.58,0.45,0.28,0.57,0.47,0.15,0.0,0.16,0.33,0.0,0.28,0.32,0.27,0.0,0.0,0.48,0.0,0.16,0.44,0.34,0.15,0.28,0.28,0.37,0.31,0.29,0.3,0.32,0.29,0.43,0.31,0.27,0.26,0.29,0.0,0.0,0.0,0.32,0.16,0.6,0.29,0.29,0.31,0.4,0.26,0.46,0.48,0.72,0.75,0.43,0.0,0.0,0.17,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.0,0.9,0.69,0.7,0.59,0.61,0.61,0.45,0.41,0.45,0.4,0.29,0.28,0.29,0.34,0.24,0.28,0.0,0.27,0.28,0.17,0.0,0.15,0.0,0.0,0.15,0.3,0.15,0.0,0.0,0.16,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
09/06/2021,0.81,1.02,0.78,0.74,0.51,0.77,0.77,0.73,0.68,0.8,0.76,0.77,0.8,0.59,0.73,0.0,0.58,0.51,0.65,0.54,0.55,0.71,0.75,0.0,0.0,0.74,0.63,0.81,0.38,0.83,0.58,0.84,0.37,0.59,0.67,0.63,0.71,0.65,0.0,0.71,0.73,0.85,0.68,0.81,0.75,0.75,0.45,0.65,0.66,0.51,0.38,0.69,0.38,0.59,0.67,0.3,0.57,0.77,0.29,0.46,0.71,0.6,0.69,0.48,0.57,0.61,0.74,0.27,0.75,0.46,0.6,0.56,0.59,0.53,0.37,0.56,0.57,0.47,0.71,0.44,0.64,0.57,0.39,0.41,0.62,0.55,0.84,0.57,0.0,0.31,0.16,0.65,0.31,0.38,0.32,0.31,0.45,0.16,0.75,0.32,0.15,0.0,0.81,0.44,0.69,0.31,0.44,0.42,0.43,0.43,0.44,0.29,0.4,0.36,0.56,0.27,0.48,0.59,0.57,0.43,0.44,0.42,0.49,0.34,0.45,0.4,0.42,0.42,0.54,0.57,0.48,0.59,0.46,0.28,0.58,0.46,0.15,0.0,0.16,0.32,0.0,0.28,0.33,0.27,0.0,0.0,0.46,0.16,0.17,0.44,0.34,0.0,0.28,0.28,0.38,0.31,0.3,0.3,0.31,0.29,0.43,0.31,0.27,0.26,0.29,0.0,0.0,0.0,0.31,0.16,0.58,0.29,0.29,0.31,0.4,0.26,0.46,0.47,0.72,0.74,0.42,0.0,0.0,0.17,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.57,0.0,0.91,0.69,0.71,0.6,0.6,0.61,0.44,0.39,0.45,0.4,0.29,0.29,0.29,0.34,0.24,0.28,0.0,0.27,0.27,0.17,0.0,0.15,0.16,0.0,0.0,0.29,0.15,0.0,0.0,0.17,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.51
09/07/2021,0.82,1.04,0.78,0.73,0.5,0.77,0.77,0.73,0.68,0.8,0.76,0.78,0.79,0.59,0.72,0.15,0.58,0.51,0.65,0.53,0.54,0.7,0.74,0.0,0.0,0.73,0.63,0.81,0.38,0.85,0.58,0.84,0.37,0.59,0.67,0.63,0.71,0.65,0.0,0.69,0.72,0.86,0.68,0.81,0.75,0.75,0.45,0.64,0.67,0.5,0.4,0.68,0.37,0.59,0.67,0.31,0.57,0.76,0.29,0.46,0.72,0.6,0.7,0.47,0.57,0.61,0.74,0.27,0.77,0.45,0.6,0.55,0.6,0.53,0.37,0.55,0.57,0.47,0.71,0.44,0.64,0.56,0.39,0.41,0.62,0.56,0.84,0.57,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.3,0.46,0.16,0.73,0.32,0.0,0.0,0.8,0.43,0.69,0.31,0.44,0.43,0.42,0.43,0.44,0.29,0.4,0.37,0.56,0.27,0.49,0.59,0.57,0.43,0.44,0.41,0.49,0.33,0.44,0.41,0.42,0.42,0.54,0.59,0.49,0.59,0.46,0.28,0.58,0.46,0.15,0.0,0.16,0.32,0.0,0.28,0.33,0.26,0.0,0.0,0.47,0.16,0.17,0.44,0.34,0.15,0.28,0.28,0.38,0.31,0.29,0.3,0.3,0.29,0.43,0.31,0.27,0.26,0.29,0.0,0.0,0.0,0.31,0.16,0.58,0.29,0.29,0.31,0.41,0.26,0.46,0.48,0.72,0.73,0.42,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.57,0.0,0.92,0.69,0.7,0.61,0.6,0.61,0.44,0.4,0.46,0.4,0.29,0.29,0.29,0.33,0.24,0.28,0.0,0.27,0.27,0.17,0.0,0.16,0.15,0.0,0.15,0.28,0.15,0.0,0.0,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
09/08/2021,0.82,1.04,0.78,0.73,0.5,0.77,0.77,0.73,0.68,0.8,0.76,0.78,0.79,0.59,0.72,0.15,0.58,0.51,0.65,0.53,0.54,0.7,0.74,0.0,0.0,0.73,0.63,0.81,0.38,0.85,0.58,0.84,0.37,0.59,0.67,0.63,0.71,0.65,0.0,0.69,0.72,0.86,0.68,0.81,0.75,0.75,0.45,0.64,0.67,0.5,0.4,0.68,0.37,0.59,0.67,0.31,0.57,0.76,0.29,0.46,0.72,0.6,0.7,0.47,0.57,0.61,0.74,0.27,0.77,0.45,0.6,0.55,0.6,0.53,0.37,0.55,0.57,0.47,0.71,0.44,0.64,0.56,0.39,0.41,0.62,0.56,0.84,0.57,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.3,0.46,0.16,0.73,0.32,0.0,0.0,0.8,0.43,0.69,0.31,0.44,0.43,0.42,0.43,0.44,0.29,0.4,0.37,0.56,0.27,0.49,0.59,0.57,0.43,0.44,0.41,0.49,0.33,0.44,0.41,0.42,0.42,0.54,0.59,0.49,0.59,0.46,0.28,0.58,0.46,0.15,0.0,0.16,0.32,0.0,0.28,0.33,0.26,0.0,0.0,0.47,0.16,0.17,0.44,0.34,0.15,0.28,0.28,0.38,0.31,0.29,0.3,0.3,0.29,0.43,0.31,0.27,0.26,0.29,0.0,0.0,0.0,0.31,0.16,0.58,0.29,0.29,0.31,0.41,0.26,0.46,0.48,0.72,0.73,0.42,0.0,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.57,0.0,0.92,0.69,0.7,0.61,0.6,0.61,0.44,0.4,0.46,0.4,0.29,0.29,0.29,0.33,0.24,0.28,0.0,0.27,0.27,0.17,0.0,0.16,0.15,0.0,0.15,0.28,0.15,0.0,0.0,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
09/09/2021,0.82,1.04,0.78,0.73,0.5,0.77,0.77,0.73,0.68,0.8,0.76,0.78,0.79,0.59,0.72,0.0,0.58,0.51,0.65,0.53,0.54,0.7,0.74,0.0,0.0,0.73,0.63,0.81,0.38,0.85,0.58,0.84,0.37,0.59,0.67,0.63,0.71,0.65,0.0,0.69,0.72,0.86,0.68,0.81,0.75,0.75,0.45,0.64,0.67,0.5,0.4,0.68,0.37,0.59,0.67,0.31,0.57,0.76,0.29,0.46,0.72,0.6,0.7,0.48,0.57,0.61,0.74,0.27,0.77,0.45,0.6,0.55,0.6,0.53,0.37,0.55,0.57,0.47,0.71,0.45,0.64,0.56,0.39,0.41,0.62,0.56,0.84,0.57,0.0,0.3,0.16,0.65,0.31,0.38,0.32,0.3,0.46,0.16,0.73,0.33,0.15,0.0,0.81,0.43,0.69,0.31,0.44,0.43,0.42,0.43,0.44,0.29,0.4,0.37,0.56,0.27,0.49,0.59,0.57,0.43,0.44,0.41,0.49,0.34,0.44,0.41,0.42,0.42,0.54,0.59,0.49,0.59,0.46,0.28,0.58,0.46,0.15,0.0,0.16,0.32,0.0,0.28,0.33,0.26,0.0,0.0,0.47,0.16,0.17,0.44,0.34,0.0,0.28,0.28,0.38,0.31,0.29,0.3,0.3,0.29,0.43,0.31,0.27,0.26,0.29,0.0,0.0,0.0,0.31,0.16,0.58,0.29,0.29,0.31,0.41,0.26,0.46,0.48,0.72,0.73,0.42,0.0,0.0,0.17,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.57,0.0,0.92,0.69,0.7,0.61,0.6,0.61,0.44,0.4,0.46,0.4,0.29,0.29,0.29,0.33,0.24,0.28,0.0,0.27,0.27,0.17,0.0,0.16,0.15,0.0,0.0,0.29,0.0,0.0,0.15,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.49
