,IVV,S&P 500 INDEX SWAP,S&P 500 INDEX SWAP,BANK OF NEW YORK CASH RESERVE,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,47.26,27.32,24.05,1.32,0.03,0.02,0.0,0.0,100.0
