,TFDXX,HOLD,Fidelity® Inv MM Fds Government III,NYT,INSG,AKTS,GNOG,REGI,SAVE,SABR,ALX,PING,FTOC,RNG,NFE,LTC,NMR,UEIC,EVER,ZG,DOYU,MSGE,BEPC,TREE,HBC2.,MNST,SDGR,FFIV,DNOW,WBK,HAS,FCFS,ETSY,MRCY,LFC,SAIL,ROAD,GO,CSN.MX,CWEN,PTC,PVH,OLED,VZ,FSLY,BBY,MKC,FIVE,MKTX,BEKE,WH,PCG,EHTH,APPF,GRUB,Cash,FCGXX,AI,BE,MFG,GNW,TPIC,ADNT,HAL,AL,CTXS,TDS,QSR,SPOT,BFAM,ELAN,RDFN,NOV,NLSN,ARMK,SNA,PLAN,DY,DAN,AXL,CCMP,T,APPN,POLY,AYX,ZTO,TTWO,LMND,LZB,COUP,LOGN.SW,n/a,VRTX,CVNA,RIOT,GDS,FUN,POSH,BYND,TDOC,DXC,RXT,WU,HNST,LYFT,RIO,FRPT,TER,CHRW,COUR,ABEV,ALRM,AEO,COTY,HCSG,JMIA,YEXT,WHR,BBD,PRPL,NWL,MMS,KN,FMC,MKSI,INTC,MBUU,PUBM,AVT,CRI,HPQ,PAYA,CPB,TWM,SRG,ENR,NATI,BSAC,STRA,AMKR,FVRR,SNBR,MGNI,DRQ,USM,SVC,WGO,KAR,TMX,TPR,CX,VIV,NTCT,GDDY,MMM,PHM,EMN,BKI,DBK.DE,BFLY,ZM,VFC,SFT,OLLI,SUMO,TPX,FOUR,JACK,WIX,SFIX,C,COF,JKHY,EEFT,GH,XRX,GLBE,BRFS,SAJA.,PINS,CRSR,INTA,COLD,SUZ,KTOS,ERIC,PEGA,RKT,MRNA,RAD,STEM,MUFG,BVXB.,EGHT,NTGR,NCR,TTEC,CZR,BWA,JBGS,BABA,SMFG,LEG,GSHD,TWO,GWRE,THO,MLCO,LVS,CAT,PCOR,DDOG,SANM,OMF,HBI,ORLY,YOU,SBGI,SAN,QTRX,IWM,SUM
09/20/2021,195.8,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.04,0.0,0.0,-1.18,0.0,0.0,0.0,0.0,-2.06,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,-2.51,0.0,-2.51,-0.08,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.39,-0.15,0.0,16.66,-0.4,-0.93,0.0,0.0,-1.16,-1.76,-1.33,-1.25,-1.44,-2.25,-1.54,-1.56,-1.58,-1.56,-3.5,0.0,-0.81,-1.59,-1.77,0.0,-1.99,-2.72,-2.03,-2.12,-2.21,-2.03,-2.37,-2.26,-2.43,-3.18,-3.26,-3.55,-2.71,-6.29,-45.61,-0.91,-2.12,-1.22,-1.18,0.0,-1.62,-1.6,-1.07,-1.15,-1.17,-1.37,-0.85,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000003
09/21/2021,184.39,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,-1.85,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,-1.53,0.0,-2.32,0.0,-2.36,-0.08,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,-0.14,0.0,17.2,-0.38,-0.89,0.0,0.0,-1.11,-1.56,0.0,-1.14,0.0,-1.41,-1.43,-1.5,-1.53,0.0,-1.55,0.0,-0.75,-1.5,-1.61,0.0,-1.8,-2.49,-0.65,-1.96,0.0,-1.92,-2.17,-2.17,-2.33,-1.49,-2.21,-3.37,0.0,-4.34,-59.76,0.0,0.0,-1.11,-1.12,0.0,0.0,-1.54,-1.08,-1.09,0.0,-1.26,-0.81,0.0,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999996
09/23/2021,184.39,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,-1.85,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,-1.53,0.0,-2.32,0.0,-2.36,-0.08,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,-0.14,0.0,17.2,-0.38,-0.89,0.0,0.0,-1.11,-1.56,0.0,-1.14,0.0,-1.41,-1.43,-1.5,-1.53,0.0,-1.55,0.0,-0.75,-1.5,-1.61,0.0,-1.8,-2.49,-0.65,-1.96,0.0,-1.92,-2.17,-2.17,-2.33,-1.49,-2.21,-3.37,0.0,-4.34,-59.76,0.0,0.0,-1.11,-1.12,0.0,0.0,-1.54,-1.08,-1.09,0.0,-1.26,-0.81,0.0,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999996
09/24/2021,184.39,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,0.0,-1.85,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,-1.53,0.0,-2.32,0.0,-2.36,-0.08,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,-0.14,0.0,17.2,-0.38,-0.89,0.0,0.0,-1.11,-1.56,0.0,-1.14,0.0,-1.41,-1.43,-1.5,-1.53,0.0,-1.55,0.0,-0.75,-1.5,-1.61,0.0,-1.8,-2.49,-0.65,-1.96,0.0,-1.92,-2.17,-2.17,-2.33,-1.49,-2.21,-3.37,0.0,-4.34,-59.76,0.0,0.0,-1.11,-1.12,0.0,0.0,-1.54,-1.08,-1.09,0.0,-1.26,-0.81,0.0,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999996
09/27/2021,169.53,27.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.99,0.0,0.0,0.0,0.0,-2.93,0.0,0.0,0.0,0.0,0.0,-1.28,0.0,0.0,-1.33,0.0,-2.1,0.0,-2.14,0.0,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.89,-0.12,0.0,15.79,0.0,0.0,0.0,0.0,-0.97,-1.41,0.0,-1.04,0.0,-1.24,-1.31,0.0,-1.45,0.0,-2.54,0.0,0.0,-0.04,-1.47,0.0,-0.69,-2.26,0.0,-1.74,0.0,-1.77,-1.96,-1.94,0.0,0.0,-1.59,-3.12,0.0,-2.72,-57.65,0.0,0.0,0.0,-1.04,0.0,0.0,0.0,-0.96,-0.97,0.0,0.0,0.0,0.0,0.0,-1.49,-1.64,-1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
09/28/2021,201.24,32.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.61,0.0,0.0,0.0,0.0,-1.22,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,-2.54,0.0,-2.51,0.0,-1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,-0.13,0.0,18.73,0.0,0.0,0.0,0.0,-1.14,-1.85,0.0,-1.28,0.0,-1.48,-1.54,0.0,-1.65,0.0,-3.14,0.0,0.0,-0.05,-1.77,0.0,-0.84,-2.86,0.0,-2.08,0.0,-2.21,-2.28,-2.49,0.0,0.0,-1.84,-2.04,0.0,-3.27,-89.21,0.0,-2.65,0.0,-1.18,0.0,0.0,0.0,-1.11,-1.15,0.0,0.0,0.0,0.0,0.0,-1.72,-1.97,-2.19,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999996
09/29/2021,201.24,32.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.61,0.0,0.0,0.0,0.0,-1.22,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,0.0,0.0,-2.54,0.0,-2.51,0.0,-1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,-0.13,0.0,18.73,0.0,0.0,0.0,0.0,-1.14,-1.85,0.0,-1.28,0.0,-1.48,-1.54,0.0,-1.65,0.0,-3.14,0.0,0.0,-0.05,-1.77,0.0,-0.84,-2.86,0.0,-2.08,0.0,-2.21,-2.28,-2.49,0.0,0.0,-1.84,-2.04,0.0,-3.27,-89.21,0.0,-2.65,0.0,-1.18,0.0,0.0,0.0,-1.11,-1.15,0.0,0.0,0.0,0.0,0.0,-1.72,-1.97,-2.19,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999996
10/01/2021,207.25,33.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.75,0.0,0.0,0.0,0.0,-1.23,0.0,0.0,0.0,0.0,0.0,-2.98,0.0,0.0,-1.69,0.0,-2.57,0.0,-4.0,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,-0.13,0.0,17.59,0.0,0.0,0.0,0.0,-1.16,-1.98,0.0,-1.35,0.0,-1.55,-1.57,0.0,-2.49,0.0,-3.05,0.0,0.0,-0.05,-1.83,0.0,-2.12,-2.99,0.0,-2.12,-2.31,-2.0,-3.49,-2.44,0.0,0.0,-1.83,-2.18,0.0,-3.06,-75.78,0.0,-2.59,0.0,-1.2,0.0,0.0,0.0,-1.11,-1.17,-1.17,0.0,0.0,0.0,0.0,-1.69,-1.89,-2.26,-2.66,-1.18,-1.35,-1.42,-1.7,-2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/04/2021,211.25,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,0.0,-2.97,0.0,0.0,-1.73,0.0,-2.6,0.0,-3.89,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-0.14,0.0,17.93,0.0,0.0,0.0,0.0,-1.16,-2.03,0.0,-1.38,0.0,-1.61,-1.6,0.0,-2.49,0.0,-3.04,0.0,0.0,-0.05,-1.86,0.0,-3.13,-3.02,0.0,-1.06,-2.37,-1.99,-4.65,-2.48,0.0,-1.31,-1.82,-2.66,0.0,-3.08,-68.17,0.0,-2.65,-1.72,-1.23,0.0,0.0,0.0,-1.09,-1.19,-1.22,0.0,0.0,0.0,0.0,0.0,-1.89,-3.44,-2.67,-1.21,-1.37,-1.42,-2.4,-2.21,-1.54,-1.65,-1.83,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/05/2021,211.25,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,0.0,-2.97,0.0,0.0,-1.73,0.0,-2.6,0.0,-3.89,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-0.14,0.0,17.93,0.0,0.0,0.0,0.0,-1.16,-2.03,0.0,-1.38,0.0,-1.61,-1.6,0.0,-2.49,0.0,-3.04,0.0,0.0,-0.05,-1.86,0.0,-3.13,-3.02,0.0,-1.06,-2.37,-1.99,-4.65,-2.48,0.0,-1.31,-1.82,-2.66,0.0,-3.08,-68.17,0.0,-2.65,-1.72,-1.23,0.0,0.0,0.0,-1.09,-1.19,-1.22,0.0,0.0,0.0,0.0,0.0,-1.89,-3.44,-2.67,-1.21,-1.37,-1.42,-2.4,-2.21,-1.54,-1.65,-1.83,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/06/2021,211.25,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,0.0,-2.97,0.0,0.0,-1.73,0.0,-2.6,0.0,-3.89,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-0.14,0.0,17.93,0.0,0.0,0.0,0.0,-1.16,-2.03,0.0,-1.38,0.0,-1.61,-1.6,0.0,-2.49,0.0,-3.04,0.0,0.0,-0.05,-1.86,0.0,-3.13,-3.02,0.0,-1.06,-2.37,-1.99,-4.65,-2.48,0.0,-1.31,-1.82,-2.66,0.0,-3.08,-68.17,0.0,-2.65,-1.72,-1.23,0.0,0.0,0.0,-1.09,-1.19,-1.22,0.0,0.0,0.0,0.0,0.0,-1.89,-3.44,-2.67,-1.21,-1.37,-1.42,-2.4,-2.21,-1.54,-1.65,-1.83,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/07/2021,211.25,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,0.0,-2.97,0.0,0.0,-1.73,0.0,-2.6,0.0,-3.89,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.77,-0.14,0.0,17.93,0.0,0.0,0.0,0.0,-1.16,-2.03,0.0,-1.38,0.0,-1.61,-1.6,0.0,-2.49,0.0,-3.04,0.0,0.0,-0.05,-1.86,0.0,-3.13,-3.02,0.0,-1.06,-2.37,-1.99,-4.65,-2.48,0.0,-1.31,-1.82,-2.66,0.0,-3.08,-68.17,0.0,-2.65,-1.72,-1.23,0.0,0.0,0.0,-1.09,-1.19,-1.22,0.0,0.0,0.0,0.0,0.0,-1.89,-3.44,-2.67,-1.21,-1.37,-1.42,-2.4,-2.21,-1.54,-1.65,-1.83,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/08/2021,168.05,27.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.05,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,-2.34,0.0,0.0,0.0,0.0,-2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.45,-0.11,0.0,15.34,0.0,0.0,0.0,0.0,0.0,-1.59,0.0,0.0,0.0,-1.28,-1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,0.0,-2.46,0.0,0.0,-0.84,0.0,0.0,-1.68,-1.88,0.0,-1.08,0.0,-2.02,0.0,-1.2,-68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68,0.0,0.0,-1.07,-1.06,0.0,-1.73,-1.2,-1.24,-1.41,0.0,-1.16,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
