,688202.SS,United States Treasury Bonds,Cash,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,SUM
07/09/2021,137.63,70.73,29.27,24.0,17.64,5.41,-5.41,-17.64,-24.0,-137.63,100.0
