,AAPL,MSFT,AMZN,OXY,PFE,WFC,MGM,HBAN,LUMN,US Dollar,GS,LEN,FB,GOOGL,GOOG,CPB,NTRS,JNPR,NTAP,NLY,VRT,T,D,USB,BRK.B,DVA,CAH,ZION,JPM,JNJ,BERY,V,UNH,CVS,ARW,ABBV,TMO,PG,MDT,VLY,PB,ABT,MRK,LLY,RRC,DHR,ISRG,INTC,AMGN,BMY,DBI,OI,STNG,CAR,ESI,MX,PAG,UNFI,BCEI,LAZ,REGN,THG,R,GPRE,ADS,AXL,DHT,ESRT,GILD,IDXX,MGY,MUR,NRZ,ZTS,AVT,HTH,TTMI,SYK,PKI,PDCE,OVV,CXP,GES,EOG,FANG,ANTM,ABC,ASB,ILMN,SUN,MRO,LGND,HOMB,CNC,BSM,ALGN,COP,XOM,REGI,PXD,EW,CI,BIIB,BDX,ALB,ABMD,NGVT,INT,VVV,RAD,PSX,MPC,MAG.TO,AVYA,FNV.TO,ECL,DK,CTVA,CNX,CVX,APA,CC,RGLD,VLO,HCC,RPM,WPM.TO,PPG,CF,BSX,KL.TO,DD,FMC,HFC,NEM,WLK,AGI.TO,SIL.TO,SSL.TO,RS,NUE,VRTX,LYB,DOW,LAUR,ABX.TO,SSRM,EMN,FR.TO,HCA,ELD.TO,SVM.TO,RMD,PVG.TO,PBF,IQV,PAAS.TO,FCX,DRD,AU,A,SPCE,BK,PARR,K.TO,NTCT,MTD,FL9.,FVI.TO,NBR,BVN.,WAT,CRL,FOSL,GEF,HOLX,STAR,LH,MCK,STE,VGR,DGX,WELL,TFX,ATCO,MIC,IHRT,BFAM,BIO,VTRS,TGI,TGT,SFL,SRG,JWN,SGMS,LYFT,HXL,HSIC,DG,AUB,AAP,WRE,SBUX,PEB,Us Dollars,Black Stone Minerals LP Partnership Units,CVI,INCY,FRT,AKR,PDM,JBGS,MGP,MCD,HLT,MAR,KW,PNC,GE,MTB,ATUS,AGNC,DXC,TSLA,NVDA,ASO,FTI,NXST,SWBI,ACM,HRB,BIG,QRTEA,SYF,SLG,MAXR,TEN,RF,GPI,TMX,VST,AMCX,NEP,BXS,MDRX,COF,KMT,ACI,UBSI,NOMD,AXS,AR,AA,MPLN,CRM,SRCL,TMHC,UHS,WY,ZBH,EAF,BBBY,CTLT,ABCB,XRAY,EXPE,RTX,COO,KO,WST,IBM,BAX,CERN,CYH,ENPH,DXCM,PRGO,SJM,ORLY,n/a,HUM,MRNA,AZO,BUWA.,CIVI,CADE,LYLTV,COTY,ALLY,KRA,ENR,ISBC,WBS,SNV,TGP,BOKF,PACW,SUM
09/13/2021,4.89,4.25,2.88,0.27,0.43,1.19,0.0,0.81,1.74,0.0,0.0,0.0,1.76,1.71,1.71,1.65,0.93,0.0,0.0,1.37,0.0,0.29,0.0,1.75,1.03,0.25,0.26,0.0,0.96,0.85,0.0,0.74,0.75,0.25,0.0,0.34,0.4,0.0,0.34,0.0,0.41,0.4,0.34,0.34,0.34,0.38,0.26,0.0,0.26,0.28,0.0,0.28,0.32,0.25,0.24,0.25,0.0,0.4,0.32,0.0,0.25,0.0,0.69,0.27,1.35,0.0,0.0,0.0,0.25,0.25,0.29,0.25,0.93,0.25,0.0,0.25,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.25,0.26,0.0,0.26,0.53,0.24,0.25,0.25,0.0,0.0,0.0,0.26,0.26,0.26,0.25,0.0,0.26,0.26,0.26,0.0,0.26,0.27,0.26,0.25,0.0,0.27,0.0,0.25,0.26,0.25,0.41,0.25,0.26,0.28,0.26,0.28,0.25,0.28,0.25,0.25,0.26,0.0,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.28,0.25,0.25,0.26,0.0,0.25,0.25,0.25,0.0,0.24,0.0,0.24,0.0,0.25,0.25,0.25,0.25,0.26,0.25,0.0,0.26,0.25,0.27,0.26,0.26,0.26,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.28,0.27,0.26,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,2.3,1.93,1.55,1.55,1.23,1.14,0.99,1.0,0.76,0.73,0.67,0.72,0.67,0.56,0.58,0.47,0.47,0.46,0.37,0.42,0.42,0.44,0.39,0.38,0.38,0.38,0.34,0.31,0.33,0.37,0.27,0.3,0.27,0.33,0.29,0.27,0.25,0.27,0.25,0.25,0.26,0.25,0.25,0.0,0.29,0.25,0.27,0.26,0.25,0.25,0.25,0.26,0.25,0.28,0.24,0.24,0.0,0.27,0.27,0.0,0.25,1.19,0.25,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92999999999998
09/14/2021,4.77,4.26,2.88,0.27,0.43,1.2,0.0,0.82,1.7,0.0,0.0,0.0,1.77,1.69,1.69,1.68,0.92,0.0,0.0,1.37,0.0,0.29,0.0,1.75,1.04,0.24,0.26,0.0,0.95,0.85,0.0,0.74,0.74,0.25,0.0,0.34,0.4,0.0,0.34,0.0,0.4,0.4,0.34,0.34,0.34,0.38,0.25,0.0,0.26,0.28,0.0,0.28,0.31,0.24,0.24,0.25,0.0,0.41,0.32,0.0,0.25,0.0,0.7,0.27,1.33,0.0,0.0,0.0,0.25,0.26,0.29,0.25,0.93,0.26,0.0,0.25,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.25,0.26,0.0,0.26,0.55,0.24,0.25,0.25,0.0,0.0,0.0,0.27,0.26,0.26,0.25,0.0,0.26,0.26,0.25,0.0,0.26,0.27,0.26,0.24,0.0,0.26,0.0,0.25,0.26,0.25,0.4,0.25,0.26,0.28,0.26,0.28,0.25,0.28,0.24,0.25,0.26,0.0,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.28,0.25,0.25,0.26,0.0,0.25,0.25,0.25,0.24,0.24,0.0,0.25,0.0,0.25,0.24,0.25,0.25,0.26,0.25,0.0,0.26,0.25,0.27,0.26,0.25,0.26,0.0,0.24,0.27,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.27,0.27,0.26,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.29,1.91,1.54,1.56,1.2,1.12,1.01,1.04,0.8,0.72,0.67,0.72,0.66,0.55,0.58,0.48,0.46,0.46,0.36,0.42,0.42,0.45,0.39,0.37,0.39,0.38,0.33,0.31,0.33,0.35,0.27,0.3,0.26,0.33,0.31,0.27,0.25,0.27,0.25,0.25,0.26,0.25,0.26,0.0,0.28,0.25,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.28,0.24,0.0,0.0,0.27,0.27,0.0,0.25,1.21,0.25,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
09/15/2021,4.77,4.26,2.88,0.27,0.43,1.2,0.0,0.82,1.7,0.0,0.0,0.0,1.77,1.69,1.69,1.68,0.92,0.0,0.0,1.37,0.0,0.29,0.0,1.75,1.04,0.24,0.26,0.0,0.95,0.85,0.0,0.74,0.74,0.25,0.0,0.34,0.4,0.0,0.34,0.0,0.4,0.4,0.34,0.34,0.34,0.38,0.25,0.0,0.26,0.28,0.0,0.28,0.31,0.24,0.24,0.25,0.0,0.41,0.32,0.0,0.25,0.0,0.7,0.27,1.33,0.0,0.0,0.0,0.25,0.26,0.29,0.25,0.93,0.26,0.0,0.25,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.25,0.26,0.0,0.26,0.55,0.24,0.25,0.25,0.0,0.0,0.0,0.27,0.26,0.26,0.25,0.0,0.26,0.26,0.25,0.0,0.26,0.27,0.26,0.24,0.0,0.26,0.0,0.25,0.26,0.25,0.4,0.25,0.26,0.28,0.26,0.28,0.25,0.28,0.24,0.25,0.26,0.0,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.28,0.25,0.25,0.26,0.0,0.25,0.25,0.25,0.24,0.24,0.0,0.25,0.0,0.25,0.24,0.25,0.25,0.26,0.25,0.0,0.26,0.25,0.27,0.26,0.25,0.26,0.0,0.24,0.27,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.27,0.27,0.26,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.29,1.91,1.54,1.56,1.2,1.12,1.01,1.04,0.8,0.72,0.67,0.72,0.66,0.55,0.58,0.48,0.46,0.46,0.36,0.42,0.42,0.45,0.39,0.37,0.39,0.38,0.33,0.31,0.33,0.35,0.27,0.3,0.26,0.33,0.31,0.27,0.25,0.27,0.25,0.25,0.26,0.25,0.26,0.0,0.28,0.25,0.26,0.26,0.25,0.26,0.25,0.26,0.25,0.28,0.24,0.0,0.0,0.27,0.27,0.0,0.25,1.21,0.25,0.29,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
09/16/2021,4.72,4.23,2.84,0.29,0.41,1.22,0.0,0.81,1.76,0.0,0.0,0.0,1.74,1.68,1.68,1.68,0.92,0.0,0.0,1.37,0.0,0.29,0.0,1.76,1.03,0.24,0.25,0.0,0.96,0.84,0.0,0.73,0.75,0.25,0.0,0.33,0.39,0.0,0.33,0.0,0.4,0.39,0.33,0.33,0.36,0.37,0.25,0.0,0.26,0.27,0.0,0.28,0.31,0.25,0.24,0.25,0.0,0.4,0.32,0.0,0.24,0.0,0.71,0.27,1.36,0.0,0.0,0.0,0.25,0.25,0.3,0.26,0.93,0.25,0.0,0.24,0.0,0.26,0.25,0.28,0.31,0.0,0.0,0.26,0.27,0.0,0.26,0.55,0.24,0.25,0.27,0.0,0.0,0.0,0.27,0.26,0.26,0.25,0.25,0.27,0.25,0.25,0.0,0.26,0.25,0.25,0.24,0.0,0.27,0.0,0.25,0.26,0.25,0.39,0.24,0.25,0.29,0.26,0.29,0.25,0.29,0.24,0.25,0.27,0.0,0.24,0.25,0.24,0.26,0.25,0.27,0.24,0.28,0.26,0.25,0.26,0.0,0.27,0.25,0.25,0.0,0.24,0.24,0.25,0.0,0.24,0.25,0.25,0.26,0.26,0.25,0.0,0.25,0.25,0.29,0.25,0.26,0.26,0.0,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.28,0.25,0.25,0.0,0.0,0.26,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.32,1.91,1.56,1.54,1.24,1.12,0.99,1.04,0.82,0.73,0.65,0.72,0.65,0.55,0.57,0.48,0.46,0.46,0.38,0.42,0.43,0.42,0.39,0.38,0.38,0.37,0.33,0.32,0.34,0.35,0.27,0.3,0.26,0.34,0.3,0.27,0.25,0.27,0.25,0.25,0.25,0.24,0.26,0.0,0.28,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.24,0.0,0.0,0.27,0.27,0.0,0.24,1.26,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.65
09/17/2021,4.72,4.3,2.86,0.28,0.42,1.24,0.0,0.8,1.77,0.0,0.0,0.0,1.76,1.7,1.7,1.68,0.89,0.0,0.0,1.38,0.0,0.29,0.0,1.76,1.03,0.23,0.25,0.0,0.95,0.84,0.0,0.73,0.75,0.25,0.0,0.33,0.39,0.0,0.34,0.0,0.4,0.4,0.33,0.33,0.36,0.37,0.26,0.0,0.26,0.27,0.0,0.29,0.3,0.25,0.0,0.25,0.0,0.4,0.31,0.0,0.25,0.0,0.71,0.25,1.33,0.0,0.0,0.0,0.25,0.25,0.29,0.26,0.93,0.25,0.0,0.24,0.0,0.26,0.26,0.27,0.3,0.0,0.0,0.26,0.26,0.0,0.26,0.55,0.24,0.25,0.26,0.0,0.0,0.0,0.27,0.26,0.26,0.25,0.25,0.27,0.26,0.25,0.0,0.26,0.26,0.25,0.24,0.0,0.27,0.0,0.24,0.26,0.26,0.4,0.25,0.25,0.28,0.25,0.29,0.25,0.29,0.24,0.25,0.26,0.0,0.24,0.26,0.23,0.26,0.26,0.27,0.24,0.28,0.25,0.25,0.26,0.0,0.27,0.26,0.24,0.0,0.24,0.24,0.24,0.0,0.25,0.25,0.24,0.26,0.26,0.25,0.0,0.26,0.26,0.28,0.26,0.26,0.26,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.28,0.26,0.26,0.0,0.0,0.26,0.0,0.25,0.26,0.26,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.25,1.87,1.52,1.54,1.23,1.13,1.0,1.03,0.83,0.73,0.65,0.71,0.65,0.54,0.57,0.48,0.47,0.44,0.37,0.42,0.44,0.43,0.38,0.38,0.39,0.37,0.32,0.31,0.33,0.34,0.26,0.3,0.26,0.33,0.3,0.25,0.25,0.26,0.25,0.24,0.25,0.26,0.25,0.0,0.28,0.25,0.26,0.27,0.25,0.25,0.25,0.26,0.25,0.28,0.24,0.0,0.0,0.27,0.28,0.24,0.25,1.27,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55
09/20/2021,4.7,4.34,2.86,0.29,0.41,1.24,0.0,0.79,1.78,0.0,0.0,0.0,1.72,1.7,1.69,1.67,0.88,0.0,0.0,1.38,0.0,0.29,0.0,1.78,1.02,0.0,0.25,0.0,0.95,0.83,0.0,0.73,0.75,0.25,0.0,0.34,0.39,0.0,0.34,0.0,0.39,0.39,0.33,0.33,0.38,0.37,0.25,0.0,0.26,0.26,0.0,0.29,0.31,0.27,0.23,0.25,0.0,0.41,0.31,0.0,0.25,0.0,0.71,0.27,1.4,0.0,0.0,0.0,0.25,0.25,0.31,0.27,0.93,0.25,0.0,0.24,0.0,0.26,0.26,0.29,0.3,0.0,0.0,0.28,0.28,0.0,0.26,0.54,0.24,0.25,0.27,0.0,0.0,0.0,0.27,0.26,0.27,0.26,0.25,0.27,0.26,0.25,0.0,0.26,0.25,0.25,0.23,0.0,0.27,0.0,0.24,0.26,0.24,0.39,0.24,0.25,0.28,0.25,0.28,0.25,0.3,0.24,0.24,0.26,0.0,0.24,0.24,0.23,0.27,0.26,0.26,0.24,0.28,0.26,0.24,0.26,0.0,0.26,0.25,0.24,0.0,0.24,0.23,0.24,0.0,0.23,0.24,0.24,0.24,0.26,0.24,0.0,0.25,0.25,0.28,0.25,0.25,0.25,0.0,0.0,0.26,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.26,0.25,0.26,0.0,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.25,1.91,1.47,1.53,1.24,1.14,0.99,1.03,0.85,0.76,0.65,0.72,0.66,0.56,0.57,0.48,0.47,0.44,0.37,0.42,0.47,0.42,0.37,0.38,0.38,0.37,0.32,0.32,0.33,0.35,0.26,0.3,0.26,0.35,0.3,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.0,0.28,0.25,0.26,0.27,0.25,0.25,0.25,0.26,0.25,0.28,0.24,0.0,0.0,0.28,0.27,0.24,0.25,1.24,0.24,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52
09/21/2021,4.63,4.29,2.85,0.29,0.41,1.25,0.0,0.79,1.82,0.0,0.0,0.0,1.69,1.67,1.67,1.67,0.88,0.0,0.0,1.38,0.0,0.29,0.0,1.78,1.02,0.23,0.25,0.0,0.95,0.84,0.0,0.72,0.76,0.25,0.0,0.34,0.42,0.0,0.33,0.0,0.4,0.39,0.33,0.33,0.37,0.37,0.25,0.0,0.27,0.27,0.0,0.28,0.3,0.27,0.23,0.26,0.0,0.41,0.31,0.0,0.25,0.0,0.7,0.26,1.37,0.0,0.0,0.0,0.25,0.25,0.3,0.26,0.93,0.24,0.0,0.24,0.0,0.26,0.26,0.29,0.3,0.0,0.0,0.28,0.29,0.0,0.26,0.54,0.24,0.25,0.27,0.0,0.0,0.0,0.28,0.26,0.27,0.25,0.25,0.27,0.26,0.25,0.0,0.27,0.25,0.25,0.0,0.0,0.26,0.0,0.24,0.26,0.24,0.4,0.24,0.25,0.28,0.25,0.28,0.25,0.3,0.23,0.24,0.26,0.0,0.24,0.24,0.0,0.28,0.25,0.26,0.24,0.27,0.26,0.24,0.26,0.0,0.26,0.24,0.24,0.0,0.24,0.23,0.23,0.0,0.23,0.24,0.23,0.25,0.26,0.24,0.0,0.25,0.25,0.29,0.25,0.24,0.24,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.0,0.0,0.28,0.25,0.26,0.0,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.24,1.92,1.46,1.54,1.25,1.15,0.98,1.0,0.85,0.75,0.66,0.72,0.66,0.57,0.57,0.48,0.46,0.45,0.38,0.42,0.48,0.42,0.37,0.39,0.39,0.37,0.33,0.32,0.32,0.35,0.26,0.31,0.25,0.35,0.3,0.27,0.25,0.26,0.25,0.24,0.27,0.25,0.25,0.0,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.25,0.24,0.28,0.24,0.0,0.24,0.28,0.27,0.24,0.25,1.24,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33
09/22/2021,4.63,4.29,2.85,0.29,0.41,1.25,0.0,0.79,1.82,0.0,0.0,0.0,1.69,1.67,1.67,1.67,0.88,0.0,0.0,1.38,0.0,0.29,0.0,1.78,1.02,0.23,0.25,0.0,0.95,0.84,0.0,0.72,0.76,0.25,0.0,0.34,0.42,0.0,0.33,0.0,0.4,0.39,0.33,0.33,0.37,0.37,0.25,0.0,0.27,0.27,0.0,0.28,0.3,0.27,0.23,0.26,0.0,0.41,0.31,0.0,0.25,0.0,0.7,0.26,1.37,0.0,0.0,0.0,0.25,0.25,0.3,0.26,0.93,0.24,0.0,0.24,0.0,0.26,0.26,0.29,0.3,0.0,0.0,0.28,0.29,0.0,0.26,0.54,0.24,0.25,0.27,0.0,0.0,0.0,0.28,0.26,0.27,0.25,0.25,0.27,0.26,0.25,0.0,0.27,0.25,0.25,0.0,0.0,0.26,0.0,0.24,0.26,0.24,0.4,0.24,0.25,0.28,0.25,0.28,0.25,0.3,0.23,0.24,0.26,0.0,0.24,0.24,0.0,0.28,0.25,0.26,0.24,0.27,0.26,0.24,0.26,0.0,0.26,0.24,0.24,0.0,0.24,0.23,0.23,0.0,0.23,0.24,0.23,0.25,0.26,0.24,0.0,0.25,0.25,0.29,0.25,0.24,0.24,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.25,0.0,0.0,0.0,0.28,0.25,0.26,0.0,0.0,0.25,0.0,0.25,0.26,0.25,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.24,1.92,1.46,1.54,1.25,1.15,0.98,1.0,0.85,0.75,0.66,0.72,0.66,0.57,0.57,0.48,0.46,0.45,0.38,0.42,0.48,0.42,0.37,0.39,0.39,0.37,0.33,0.32,0.32,0.35,0.26,0.31,0.25,0.35,0.3,0.27,0.25,0.26,0.25,0.24,0.27,0.25,0.25,0.0,0.28,0.26,0.26,0.27,0.25,0.25,0.24,0.25,0.24,0.28,0.24,0.0,0.24,0.28,0.27,0.24,0.25,1.24,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33
09/23/2021,4.6,4.27,2.81,0.28,0.42,1.25,0.0,0.78,1.82,0.0,0.0,0.0,1.68,1.67,1.66,1.67,0.87,0.0,0.0,1.4,0.0,0.3,0.0,1.77,1.03,0.0,0.25,0.0,0.93,0.84,0.0,0.73,0.76,0.26,0.0,0.34,0.42,0.0,0.34,0.0,0.4,0.39,0.33,0.33,0.37,0.38,0.25,0.0,0.27,0.27,0.0,0.28,0.29,0.27,0.23,0.26,0.0,0.4,0.32,0.0,0.25,0.0,0.7,0.25,1.34,0.0,0.0,0.0,0.25,0.25,0.3,0.25,0.94,0.25,0.0,0.24,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.27,0.28,0.0,0.26,0.53,0.23,0.25,0.26,0.0,0.0,0.0,0.27,0.26,0.27,0.25,0.25,0.26,0.26,0.25,0.0,0.27,0.24,0.25,0.23,0.0,0.26,0.0,0.24,0.26,0.23,0.4,0.24,0.25,0.27,0.25,0.28,0.25,0.28,0.0,0.24,0.26,0.0,0.24,0.24,0.23,0.27,0.25,0.27,0.24,0.27,0.25,0.24,0.25,0.0,0.26,0.24,0.24,0.0,0.24,0.23,0.23,0.0,0.24,0.24,0.23,0.25,0.26,0.25,0.0,0.25,0.25,0.28,0.26,0.25,0.23,0.0,0.0,0.26,0.0,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.0,0.28,0.25,0.26,0.0,0.0,0.25,0.0,0.25,0.26,0.26,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,2.26,1.9,1.46,1.56,1.23,1.12,0.96,0.99,0.82,0.75,0.66,0.7,0.68,0.57,0.57,0.48,0.47,0.43,0.37,0.41,0.48,0.44,0.37,0.38,0.38,0.37,0.32,0.32,0.32,0.35,0.26,0.31,0.25,0.34,0.3,0.25,0.25,0.26,0.25,0.24,0.27,0.25,0.24,0.0,0.28,0.25,0.26,0.28,0.25,0.25,0.25,0.26,0.25,0.28,0.24,0.0,0.23,0.28,0.27,0.24,0.25,1.34,0.25,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04999999999998
09/24/2021,4.62,4.28,2.8,0.28,0.41,1.25,0.0,0.77,1.8,0.0,0.0,0.0,1.69,1.68,1.67,1.65,0.86,0.0,0.0,1.4,0.0,0.29,0.0,1.82,1.03,0.0,0.25,0.0,0.93,0.85,0.0,0.73,0.76,0.25,0.0,0.34,0.42,0.0,0.33,0.0,0.4,0.39,0.33,0.33,0.36,0.38,0.25,0.0,0.27,0.27,0.0,0.27,0.29,0.27,0.23,0.25,0.0,0.41,0.32,0.0,0.25,0.0,0.69,0.26,1.34,0.0,0.0,0.0,0.25,0.25,0.3,0.25,0.94,0.25,0.0,0.24,0.0,0.26,0.26,0.28,0.29,0.0,0.0,0.27,0.28,0.0,0.26,0.53,0.23,0.26,0.26,0.0,0.0,0.0,0.28,0.26,0.28,0.25,0.26,0.26,0.26,0.25,0.0,0.27,0.24,0.25,0.23,0.0,0.26,0.0,0.24,0.26,0.23,0.39,0.24,0.25,0.27,0.25,0.28,0.25,0.28,0.0,0.24,0.26,0.0,0.24,0.24,0.23,0.28,0.25,0.27,0.23,0.27,0.26,0.24,0.25,0.0,0.26,0.24,0.24,0.0,0.24,0.23,0.0,0.0,0.24,0.24,0.23,0.25,0.26,0.25,0.0,0.26,0.25,0.29,0.26,0.25,0.23,0.0,0.24,0.26,0.0,0.0,0.0,0.24,0.0,0.26,0.0,0.0,0.0,0.29,0.25,0.27,0.0,0.0,0.25,0.0,0.25,0.25,0.26,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,2.19,1.89,1.46,1.57,1.22,1.14,0.97,0.98,0.82,0.75,0.67,0.69,0.67,0.54,0.56,0.48,0.47,0.43,0.37,0.41,0.5,0.44,0.37,0.37,0.39,0.36,0.32,0.32,0.31,0.36,0.26,0.32,0.25,0.35,0.29,0.25,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.0,0.28,0.25,0.26,0.28,0.25,0.25,0.25,0.26,0.24,0.28,0.24,0.0,0.23,0.28,0.26,0.24,0.26,1.34,0.25,0.28,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.03
