,AAPL,MSFT,AMZN,GOOG,GOOGL,FB,Taiwan Semiconductor Manufacturing Co. Ltd. Sponsored ADR,V,JPM,UNH,700.HK,ADBE,BAC,TSLA,HD,PYPL,DIS,Alibaba Group Holding Ltd.,Samsung Electronics Co. Ltd. Sponsored GDR,JNJ,NVDA,CRM,TXN,TMO,NKE,NESN.SW,ASML.AS,CSCO,ABT,HON,MDT,DHR,SBUX,LLY,INTC,INTU,PFE,COST,6758.T,ORCL,ROG.SW,PLD,AMAT,GS,AVGO,C,AXP,WFC,QCOM,XOM,7203.T,UNP,T,LOW,AMGN,EL,BRK.B,ITW,MRK,CHTR,NOVOB.CO,PEP,ACN,DE,NEE,ETN,A,CMCSA,PG,TT,LIN,RTX,WMT,CVX,MMC,WM,PH,AMT,MS,Infosys Limited Sponsored ADR,TEL,NSC,TJX,SCHW,ALL,7741.T,PSA,CSX,ANTM,CSL.AX,CVS,TGT,CHD,CB,9984.T,NOVN.SW,MC.PA,CMI,BDX,MCD,China Merchants Bank Co. Ltd. Class H,LUMI.TA,GEBN.SW,NFLX,ROST,III.L,DFS,ORLY,IBM,CAP.PA,FDX,3690.HK,LMT,KO,CAT,AZN.L,7951.T,ADS.DE,UPS,AFL,NXRT,EBAY,Shopify Inc. Class A,SAP.DE,BMY,MA,ADP,MMM,PM,DPW.DE,MRK.DE,BA,BIIB,1299.HK,VZ,EMR,Royal Dutch Shell Plc Class B,PNC,DSM.AS,GD,SIE.DE,MKC,ALV.DE,JCI,ANA.MC,GIVN.SW,ADM,TD.TO,RY.TO,9433.T,CLX,GILD,HSY,MET,RIO.L,Vale S.A. Sponsored ADR,AEP,USB,BKNG,SU.PA,KER.PA,BAM.A.TO,United Microelectronics Corp. Sponsored ADR,EOG,MQG.AX,CL,GLW,SCP.AX,SGE.L,OR.PA,S68.SI,BAX,COF,NOC,KEYS,6981.T,4543.T,CNR.TO,TRV,NA.TO,HSBA.L,SYY,BK,PRU,Dr. Reddy's Laboratories Ltd. Sponsored ADR,EXPN.L,SAN.PA,RELX PLC,DG.PA,ROIC,WTB.L,ECL,4901.T,DAI.DE,ALXN,16.HK,Reliance Industries Limited Sponsored GDR 144A,COP.DE,388.HK,ABBN.SW,Atlas Copco AB Class B,035420.KS,CTSH,TSM,9988.HK,SSU.,NOVO B.CO,INFY,REL.L,M4B.,4970.T,SHOP,RYDBF,VALE,UMC,RDY,ATCOB.ST,RIGDS.,KMB,WES.AX,CMPUY,ABBV,RITN.,Compagnie Financiere Richemont SA,EL.PA,MRNA,T.TO,BAM,4568.T,8035.T,6861.T,UMH,n/a,COP,UCB.BR,TTE.PA,SPG,IBN,PRX.AS,F,AMD,MCK,CFR.SW,DLTR,6902.T,HPQ,SSU.DE,SHEL.L,MPC,VLO,PXD,RIGDS,SJM,TSN,PEG,GSK.L,BHP.AX,MTB,DGE.L,SUM
09/27/2021,3.35,2.99,2.05,1.28,1.25,1.05,0.0,0.78,0.85,0.66,0.55,0.7,0.68,0.72,0.54,0.56,0.58,0.0,0.0,0.51,0.55,0.56,0.5,0.56,0.47,0.46,0.59,0.49,0.45,0.43,0.43,0.47,0.4,0.39,0.38,0.44,0.42,0.43,0.41,0.38,0.34,0.37,0.35,0.36,0.35,0.34,0.33,0.36,0.3,0.3,0.32,0.29,0.3,0.34,0.27,0.3,0.3,0.29,0.27,0.3,0.0,0.3,0.32,0.29,0.31,0.3,0.32,0.27,0.29,0.27,0.29,0.27,0.28,0.26,0.3,0.29,0.25,0.27,0.29,0.0,0.27,0.23,0.26,0.26,0.25,0.3,0.24,0.22,0.23,0.26,0.24,0.23,0.22,0.25,0.2,0.21,0.22,0.22,0.23,0.23,0.0,0.25,0.23,0.24,0.2,0.23,0.23,0.23,0.21,0.25,0.16,0.17,0.19,0.2,0.19,0.2,0.24,0.18,0.18,0.19,0.22,0.21,0.0,0.2,0.17,0.18,0.19,0.17,0.19,0.18,0.22,0.17,0.15,0.16,0.18,0.18,0.0,0.18,0.21,0.19,0.19,0.17,0.15,0.18,0.2,0.18,0.17,0.16,0.17,0.18,0.15,0.17,0.16,0.17,0.13,0.0,0.15,0.17,0.18,0.17,0.14,0.0,0.0,0.14,0.17,0.0,0.14,0.18,0.16,0.16,0.13,0.15,0.16,0.14,0.17,0.16,0.17,0.16,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.14,0.16,0.13,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.15,0.81,0.38,0.48,0.35,0.29,0.24,0.2,0.0,0.19,0.19,0.0,0.2,0.0,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.19,0.0,0.17,0.15,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.39
09/28/2021,3.36,2.99,2.06,1.29,1.26,1.07,0.0,0.79,0.86,0.66,0.55,0.69,0.69,0.74,0.55,0.56,0.58,0.0,0.0,0.51,0.54,0.58,0.51,0.56,0.44,0.45,0.58,0.49,0.45,0.43,0.43,0.47,0.4,0.39,0.38,0.44,0.42,0.44,0.43,0.39,0.34,0.37,0.35,0.36,0.35,0.34,0.34,0.36,0.3,0.3,0.33,0.29,0.3,0.34,0.26,0.3,0.3,0.29,0.28,0.29,0.0,0.3,0.32,0.29,0.3,0.29,0.32,0.27,0.29,0.27,0.29,0.28,0.28,0.26,0.3,0.29,0.25,0.27,0.29,0.0,0.27,0.23,0.26,0.27,0.25,0.3,0.24,0.22,0.24,0.25,0.24,0.23,0.22,0.25,0.2,0.2,0.22,0.21,0.23,0.23,0.0,0.25,0.23,0.24,0.2,0.23,0.24,0.23,0.21,0.25,0.16,0.17,0.19,0.2,0.19,0.2,0.24,0.18,0.18,0.2,0.22,0.21,0.0,0.19,0.17,0.18,0.19,0.17,0.19,0.18,0.22,0.17,0.15,0.16,0.18,0.18,0.0,0.18,0.2,0.19,0.19,0.16,0.15,0.18,0.2,0.17,0.17,0.16,0.17,0.19,0.15,0.17,0.16,0.17,0.13,0.0,0.15,0.17,0.18,0.17,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.17,0.16,0.18,0.16,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.15,0.81,0.37,0.47,0.34,0.29,0.24,0.2,0.0,0.18,0.19,0.0,0.2,0.0,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.18,0.0,0.17,0.15,0.15,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.43
09/29/2021,3.36,2.99,2.06,1.29,1.26,1.07,0.0,0.79,0.86,0.66,0.55,0.69,0.69,0.74,0.55,0.56,0.58,0.0,0.0,0.51,0.54,0.58,0.51,0.56,0.44,0.45,0.58,0.49,0.45,0.43,0.43,0.47,0.4,0.39,0.38,0.44,0.42,0.44,0.43,0.39,0.34,0.37,0.35,0.36,0.35,0.34,0.34,0.36,0.3,0.3,0.33,0.29,0.3,0.34,0.26,0.3,0.3,0.29,0.28,0.29,0.0,0.3,0.32,0.29,0.3,0.29,0.32,0.27,0.29,0.27,0.29,0.28,0.28,0.26,0.3,0.29,0.25,0.27,0.29,0.0,0.27,0.23,0.26,0.27,0.25,0.3,0.24,0.22,0.24,0.25,0.24,0.23,0.22,0.25,0.2,0.2,0.22,0.21,0.23,0.23,0.0,0.25,0.23,0.24,0.2,0.23,0.24,0.23,0.21,0.25,0.16,0.17,0.19,0.2,0.19,0.2,0.24,0.18,0.18,0.2,0.22,0.21,0.0,0.19,0.17,0.18,0.19,0.17,0.19,0.18,0.22,0.17,0.15,0.16,0.18,0.18,0.0,0.18,0.2,0.19,0.19,0.16,0.15,0.18,0.2,0.17,0.17,0.16,0.17,0.19,0.15,0.17,0.16,0.17,0.13,0.0,0.15,0.17,0.18,0.17,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.17,0.16,0.18,0.16,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.15,0.81,0.37,0.47,0.34,0.29,0.24,0.2,0.0,0.18,0.19,0.0,0.2,0.0,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.18,0.0,0.17,0.15,0.15,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.43
09/30/2021,3.36,2.99,2.06,1.29,1.26,1.07,0.0,0.79,0.86,0.66,0.55,0.69,0.69,0.74,0.55,0.56,0.58,0.0,0.0,0.51,0.54,0.58,0.51,0.56,0.44,0.45,0.58,0.49,0.45,0.43,0.43,0.47,0.4,0.39,0.38,0.44,0.42,0.44,0.43,0.39,0.34,0.37,0.35,0.36,0.35,0.34,0.34,0.36,0.3,0.3,0.33,0.29,0.3,0.34,0.26,0.3,0.3,0.29,0.28,0.29,0.0,0.3,0.32,0.29,0.3,0.29,0.32,0.27,0.29,0.27,0.29,0.28,0.28,0.26,0.3,0.29,0.25,0.27,0.29,0.0,0.27,0.23,0.26,0.27,0.25,0.3,0.24,0.22,0.24,0.25,0.24,0.23,0.22,0.25,0.2,0.2,0.22,0.21,0.23,0.23,0.0,0.25,0.23,0.24,0.2,0.23,0.24,0.23,0.21,0.25,0.16,0.17,0.19,0.2,0.19,0.2,0.24,0.18,0.18,0.2,0.22,0.21,0.0,0.19,0.17,0.18,0.19,0.17,0.19,0.18,0.22,0.17,0.15,0.16,0.18,0.18,0.0,0.18,0.2,0.19,0.19,0.16,0.15,0.18,0.2,0.17,0.17,0.16,0.17,0.19,0.15,0.17,0.16,0.17,0.13,0.0,0.15,0.17,0.18,0.17,0.13,0.0,0.0,0.14,0.17,0.0,0.15,0.17,0.16,0.15,0.13,0.15,0.16,0.14,0.17,0.16,0.18,0.16,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.15,0.81,0.37,0.47,0.34,0.29,0.24,0.2,0.0,0.18,0.19,0.0,0.2,0.0,0.14,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.18,0.0,0.17,0.15,0.15,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.43
10/01/2021,3.31,2.89,2.03,1.26,1.22,1.05,0.0,0.79,0.89,0.66,0.57,0.65,0.72,0.76,0.55,0.54,0.58,0.0,0.0,0.52,0.52,0.56,0.5,0.54,0.44,0.45,0.53,0.49,0.44,0.43,0.42,0.45,0.4,0.38,0.39,0.43,0.41,0.43,0.43,0.4,0.34,0.37,0.33,0.36,0.35,0.35,0.34,0.35,0.3,0.32,0.34,0.29,0.3,0.34,0.27,0.3,0.31,0.29,0.28,0.3,0.0,0.3,0.31,0.3,0.3,0.3,0.31,0.27,0.29,0.27,0.29,0.28,0.28,0.27,0.29,0.28,0.26,0.26,0.29,0.0,0.27,0.24,0.27,0.28,0.25,0.3,0.24,0.23,0.24,0.24,0.25,0.22,0.23,0.26,0.21,0.21,0.21,0.22,0.23,0.23,0.0,0.25,0.22,0.24,0.2,0.23,0.24,0.23,0.21,0.23,0.16,0.18,0.19,0.2,0.19,0.19,0.25,0.17,0.18,0.2,0.22,0.21,0.0,0.19,0.17,0.18,0.19,0.17,0.19,0.17,0.21,0.17,0.15,0.16,0.18,0.18,0.0,0.19,0.2,0.19,0.19,0.17,0.16,0.18,0.2,0.17,0.18,0.16,0.17,0.19,0.16,0.17,0.16,0.18,0.13,0.0,0.16,0.18,0.18,0.17,0.13,0.0,0.0,0.15,0.18,0.0,0.14,0.17,0.15,0.15,0.13,0.15,0.16,0.15,0.16,0.16,0.18,0.16,0.15,0.15,0.0,0.15,0.15,0.15,0.0,0.15,0.13,0.0,0.14,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.8,0.39,0.47,0.33,0.27,0.23,0.21,0.0,0.18,0.2,0.0,0.19,0.0,0.13,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.16,0.0,0.17,0.15,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1
10/05/2021,3.33,2.95,2.02,1.26,1.23,1.06,0.0,0.81,0.9,0.65,0.56,0.65,0.72,0.76,0.55,0.54,0.59,0.0,0.0,0.51,0.52,0.57,0.5,0.54,0.44,0.45,0.5,0.49,0.43,0.43,0.43,0.45,0.4,0.4,0.39,0.43,0.41,0.43,0.41,0.4,0.35,0.37,0.33,0.35,0.35,0.35,0.34,0.36,0.3,0.32,0.33,0.29,0.3,0.34,0.27,0.3,0.31,0.28,0.31,0.3,0.0,0.3,0.31,0.29,0.31,0.29,0.3,0.28,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.0,0.27,0.23,0.25,0.27,0.25,0.28,0.24,0.23,0.24,0.24,0.25,0.22,0.23,0.26,0.2,0.21,0.22,0.22,0.22,0.23,0.0,0.25,0.22,0.25,0.19,0.23,0.24,0.22,0.22,0.23,0.16,0.18,0.19,0.2,0.19,0.2,0.23,0.17,0.17,0.2,0.22,0.2,0.0,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.18,0.15,0.17,0.18,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.18,0.13,0.0,0.16,0.18,0.18,0.17,0.13,0.0,0.0,0.16,0.17,0.0,0.14,0.17,0.15,0.15,0.13,0.15,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.15,0.13,0.0,0.14,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.79,0.37,0.46,0.33,0.28,0.24,0.21,0.0,0.17,0.21,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.0,0.17,0.15,0.14,0.0,0.0,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06
10/06/2021,3.33,2.95,2.02,1.26,1.23,1.06,0.0,0.81,0.9,0.65,0.56,0.65,0.72,0.76,0.55,0.54,0.59,0.0,0.0,0.51,0.52,0.57,0.5,0.54,0.44,0.45,0.5,0.49,0.43,0.43,0.43,0.45,0.4,0.4,0.39,0.43,0.41,0.43,0.41,0.4,0.35,0.37,0.33,0.35,0.35,0.35,0.34,0.36,0.3,0.32,0.33,0.29,0.3,0.34,0.27,0.3,0.31,0.28,0.31,0.3,0.0,0.3,0.31,0.29,0.31,0.29,0.3,0.28,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.0,0.27,0.23,0.25,0.27,0.25,0.28,0.24,0.23,0.24,0.24,0.25,0.22,0.23,0.26,0.2,0.21,0.22,0.22,0.22,0.23,0.0,0.25,0.22,0.25,0.19,0.23,0.24,0.22,0.22,0.23,0.16,0.18,0.19,0.2,0.19,0.2,0.23,0.17,0.17,0.2,0.22,0.2,0.0,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.18,0.15,0.17,0.18,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.18,0.13,0.0,0.16,0.18,0.18,0.17,0.13,0.0,0.0,0.16,0.17,0.0,0.14,0.17,0.15,0.15,0.13,0.15,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.15,0.13,0.0,0.14,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.79,0.37,0.46,0.33,0.28,0.24,0.21,0.0,0.17,0.21,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.0,0.17,0.15,0.14,0.0,0.0,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06
10/07/2021,3.33,2.95,2.02,1.26,1.23,1.06,0.0,0.81,0.9,0.65,0.56,0.65,0.72,0.76,0.55,0.54,0.59,0.0,0.0,0.51,0.52,0.57,0.5,0.54,0.44,0.45,0.5,0.49,0.43,0.43,0.43,0.45,0.4,0.4,0.39,0.43,0.41,0.43,0.41,0.4,0.35,0.37,0.33,0.35,0.35,0.35,0.34,0.36,0.3,0.32,0.33,0.29,0.3,0.34,0.27,0.3,0.31,0.28,0.31,0.3,0.0,0.3,0.31,0.29,0.31,0.29,0.3,0.28,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.0,0.27,0.23,0.25,0.27,0.25,0.28,0.24,0.23,0.24,0.24,0.25,0.22,0.23,0.26,0.2,0.21,0.22,0.22,0.22,0.23,0.0,0.25,0.22,0.25,0.19,0.23,0.24,0.22,0.22,0.23,0.16,0.18,0.19,0.2,0.19,0.2,0.23,0.17,0.17,0.2,0.22,0.2,0.0,0.19,0.17,0.19,0.19,0.17,0.18,0.17,0.2,0.18,0.15,0.17,0.18,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.16,0.18,0.13,0.0,0.16,0.18,0.18,0.17,0.13,0.0,0.0,0.16,0.17,0.0,0.14,0.17,0.15,0.15,0.13,0.15,0.16,0.15,0.16,0.16,0.17,0.17,0.15,0.15,0.0,0.16,0.15,0.15,0.0,0.15,0.13,0.0,0.14,0.14,0.14,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.79,0.37,0.46,0.33,0.28,0.24,0.21,0.0,0.17,0.21,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.0,0.17,0.15,0.14,0.0,0.0,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06
10/08/2021,3.3,2.96,1.98,1.26,1.23,1.03,0.0,0.79,0.91,0.65,0.55,0.64,0.74,0.77,0.55,0.53,0.59,0.0,0.0,0.51,0.51,0.56,0.5,0.54,0.45,0.46,0.5,0.48,0.43,0.43,0.42,0.45,0.4,0.4,0.39,0.42,0.41,0.43,0.4,0.4,0.35,0.37,0.32,0.36,0.35,0.36,0.35,0.37,0.3,0.33,0.32,0.31,0.3,0.34,0.27,0.3,0.31,0.29,0.31,0.31,0.0,0.3,0.31,0.28,0.31,0.29,0.29,0.28,0.29,0.27,0.29,0.29,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.0,0.28,0.25,0.25,0.28,0.25,0.26,0.24,0.24,0.24,0.24,0.25,0.22,0.22,0.26,0.19,0.21,0.22,0.23,0.22,0.24,0.0,0.25,0.22,0.26,0.19,0.23,0.24,0.23,0.22,0.23,0.16,0.17,0.19,0.2,0.19,0.21,0.23,0.17,0.17,0.2,0.23,0.2,0.0,0.19,0.17,0.18,0.2,0.17,0.19,0.17,0.21,0.18,0.15,0.17,0.18,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.18,0.14,0.0,0.16,0.18,0.18,0.17,0.13,0.0,0.0,0.16,0.18,0.0,0.14,0.17,0.16,0.15,0.0,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.15,0.15,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.0,0.14,0.14,0.14,0.14,0.15,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.78,0.35,0.46,0.34,0.28,0.24,0.2,0.0,0.17,0.22,0.0,0.18,0.0,0.14,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.17,0.14,0.0,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07
10/11/2021,3.33,3.0,2.01,1.28,1.25,1.04,0.0,0.8,0.91,0.66,0.54,0.65,0.74,0.77,0.55,0.54,0.59,0.0,0.0,0.51,0.52,0.57,0.5,0.54,0.45,0.46,0.5,0.48,0.43,0.43,0.43,0.45,0.4,0.4,0.39,0.42,0.41,0.43,0.39,0.4,0.36,0.37,0.32,0.36,0.35,0.36,0.34,0.37,0.3,0.32,0.31,0.31,0.3,0.34,0.27,0.3,0.31,0.29,0.31,0.3,0.0,0.31,0.31,0.29,0.31,0.29,0.3,0.28,0.3,0.27,0.29,0.29,0.27,0.28,0.3,0.29,0.26,0.26,0.29,0.0,0.28,0.25,0.25,0.28,0.25,0.27,0.25,0.25,0.23,0.24,0.25,0.22,0.23,0.26,0.18,0.21,0.21,0.23,0.22,0.24,0.0,0.25,0.22,0.26,0.18,0.22,0.24,0.23,0.22,0.23,0.16,0.16,0.19,0.21,0.19,0.2,0.23,0.17,0.17,0.2,0.23,0.21,0.0,0.19,0.17,0.18,0.2,0.17,0.19,0.17,0.21,0.18,0.15,0.17,0.18,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.17,0.18,0.13,0.0,0.16,0.18,0.18,0.16,0.13,0.0,0.0,0.16,0.17,0.0,0.14,0.17,0.15,0.15,0.0,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.15,0.15,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.0,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.78,0.36,0.44,0.34,0.28,0.24,0.2,0.0,0.18,0.21,0.0,0.18,0.0,0.13,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.19,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.17
10/12/2021,3.31,2.99,2.0,1.29,1.25,1.01,0.0,0.8,0.91,0.67,0.58,0.65,0.73,0.76,0.55,0.53,0.59,0.0,0.0,0.51,0.52,0.56,0.5,0.54,0.46,0.45,0.5,0.48,0.43,0.43,0.42,0.44,0.39,0.4,0.38,0.41,0.41,0.43,0.39,0.41,0.36,0.37,0.32,0.36,0.35,0.35,0.34,0.36,0.29,0.33,0.31,0.31,0.3,0.34,0.26,0.3,0.31,0.29,0.31,0.29,0.0,0.31,0.31,0.29,0.31,0.29,0.29,0.27,0.29,0.26,0.28,0.29,0.27,0.28,0.3,0.29,0.26,0.25,0.29,0.0,0.28,0.25,0.24,0.28,0.24,0.27,0.24,0.24,0.24,0.24,0.25,0.22,0.23,0.26,0.19,0.21,0.21,0.23,0.21,0.24,0.0,0.25,0.22,0.26,0.19,0.22,0.24,0.22,0.22,0.23,0.16,0.18,0.19,0.21,0.19,0.2,0.22,0.17,0.18,0.21,0.23,0.22,0.0,0.19,0.17,0.18,0.2,0.17,0.18,0.17,0.21,0.18,0.15,0.17,0.17,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.17,0.19,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.18,0.14,0.0,0.16,0.18,0.18,0.16,0.13,0.0,0.0,0.17,0.18,0.0,0.14,0.17,0.16,0.14,0.0,0.15,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.78,0.4,0.44,0.34,0.27,0.23,0.21,0.0,0.18,0.21,0.0,0.18,0.0,0.13,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.14,0.0,0.0,0.0,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.00999999999999
