,CYH,HIBB,PBI,IDT,SIG,VRTV,B7S.,TUP,LPI,TGH,COWN,MYRG,DFIN,CAI,CASH,CTRN,CUBI,LDL,ENVA,RLGY,GCO,ANF,MOD,SCHN,OMI,ARCB,LC,CNDT,TMST,RRD,BGFV,HZO,VSTO,HVT,HOME,ASIX,TSE,BCEI,MGI,BOOT,SXC,FLGT,HOV,GPRE,SM,ALTO,BXC,RVLV,USCR,SSP,SAVA,MDRX,TWI,RILY,WOW,AMRK,CCRN,CAL,MVBF,TITN,AVID,BBBY,GPI,TTI,TCS,UFS,RYAM,MDP,LE,POLY,UNFI,HRI,GBX,JYNT,NAVI,GIII,KIRK,YELL,CDMO,TROX,SNBR,CEIX,EAT,ANDE,CSTM,AMEH,MESA,CVGI,FOSL,GVA,TBK,DY,RIOT,PIPR,ABG,COOP,NBR,CPE,ROF.,SHYF,OPY,OSTK,DBD,BNED,STRL,OPRX,BKE,DDS,RM,GMS,ZEUS,GCI,BZH,EVC,AMCX,BLMN,AOSL,CLNE,CRAI,ORBC,MSTR,CCS,EVRI,MATX,BIG,STC,IEA,MDCA,MARA,ATKR,BSIG,GRWG,IIIN,SLCA,MATW,DLX,ETH,CHUY,LOVE,CONN,SCVL,SKT,OCN,FNKO,EXTR,KRA,CADE,BGCP,CALX,ABCB,KTB,PRTY,WRLD,FBP,REZI,DF3.,BSET,TEN,C6M.,GES,HAFC,OI,BNGO,ADNT,VCEL,HY,HEES,MVIS,MAXR,MODV,UIS,CNR,UCTT,WCC,AVNW,AVXL,PRIM,NX,MHO,MSBI,BLNK,REVG,MTW,RUTH,GHC,BCC,CUTR,REGI,LQDT,TPIC,ICHR,FFIC,ASPN,FIX,NSIT,BJRI,TEX,ATLC,VUZI,RICK,RAVN,THC,RYI,ONEW,MMED.NE,AX,KFY,NPO,MCB,BKD,KFRC,CORE,NLS,GTLS,MLHR,AGPXX,AMRC,EFSC,XPEL,Cash/Receivables/Payables,Cash,RCKY,STGW,DSKE,PRFT,AAWW,TTGT,TCBI,SCU,OCGN,PACK,PLCE,TRNS,APOG,FRTA,ACBI,VBTX,RCII,ETD,TLYS,GDEN,CSV,CLFD,AR,GEVO,SB,EFR.TO,TBI,PDCE,NOTV,RRR,WBT,SPT,GBCI,GOGO,EVH,LEU,AVIR,FLL,ALTM,DAN,FBNC,XXY.,BG3.,CN4.,M,UEC,KRG,CAR,MTDR,BXS,MLKN,WIRE,CIVI,SUM
08/25/2021,0.5,0.51,0.47,0.53,0.48,0.68,0.0,0.47,0.21,0.45,0.4,0.49,0.42,0.43,0.42,0.37,0.42,0.42,0.37,0.36,0.4,0.32,0.3,0.37,0.33,0.4,0.6,0.35,0.37,0.27,0.32,0.36,0.34,0.29,0.0,0.4,0.27,0.22,0.27,0.32,0.31,0.31,0.34,0.32,0.2,0.25,0.37,0.25,0.29,0.26,0.33,0.25,0.29,0.24,0.28,0.29,0.36,0.26,0.27,0.26,0.19,0.25,0.29,0.18,0.24,0.27,0.24,0.27,0.24,0.2,0.25,0.28,0.26,0.27,0.3,0.24,0.19,0.22,0.23,0.21,0.2,0.28,0.19,0.24,0.23,0.22,0.19,0.24,0.23,0.22,0.25,0.21,0.22,0.24,0.23,0.26,0.0,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.21,0.19,0.23,0.26,0.21,0.2,0.23,0.21,0.2,0.16,0.18,0.18,0.14,0.22,0.2,0.22,0.21,0.18,0.22,0.17,0.21,0.2,0.0,0.23,0.24,0.21,0.0,0.23,0.0,0.19,0.17,0.0,0.16,0.0,0.16,0.2,0.17,0.17,0.16,0.17,0.19,0.18,0.17,0.16,0.17,0.16,0.0,0.21,0.19,0.17,0.0,0.0,0.0,0.0,0.15,0.17,0.15,0.0,0.15,0.15,0.0,0.17,0.14,0.0,0.17,0.15,0.14,0.0,0.18,0.18,0.0,0.0,0.15,0.18,0.16,0.0,0.15,0.16,0.0,0.15,0.15,0.16,0.0,0.16,0.0,0.0,0.17,0.18,0.15,0.15,0.0,0.16,0.18,0.0,0.15,0.15,0.16,0.24,0.15,0.0,0.16,0.15,0.0,0.19,0.37,0.21,0.16,0.0,0.17,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.22,0.16,0.16,0.16,0.0,0.14,0.16,0.0,0.15,0.15,0.14,0.15,0.14,0.0,0.14,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.01
08/26/2021,0.49,0.52,0.48,0.52,0.47,0.66,0.0,0.48,0.23,0.45,0.41,0.5,0.43,0.42,0.41,0.38,0.41,0.41,0.37,0.35,0.4,0.33,0.3,0.37,0.33,0.41,0.59,0.34,0.38,0.26,0.32,0.35,0.34,0.29,0.0,0.4,0.27,0.23,0.28,0.32,0.31,0.32,0.33,0.32,0.21,0.26,0.38,0.26,0.29,0.26,0.36,0.25,0.3,0.24,0.28,0.29,0.36,0.25,0.26,0.27,0.19,0.25,0.29,0.2,0.23,0.26,0.25,0.27,0.24,0.21,0.25,0.29,0.27,0.28,0.3,0.24,0.19,0.22,0.23,0.21,0.2,0.29,0.2,0.24,0.23,0.22,0.19,0.24,0.23,0.22,0.25,0.22,0.22,0.24,0.23,0.25,0.14,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.22,0.18,0.22,0.26,0.21,0.2,0.24,0.2,0.21,0.16,0.19,0.18,0.15,0.22,0.2,0.21,0.2,0.18,0.22,0.17,0.21,0.19,0.0,0.23,0.24,0.2,0.0,0.22,0.0,0.19,0.17,0.0,0.15,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.2,0.18,0.17,0.16,0.17,0.16,0.0,0.21,0.19,0.17,0.0,0.0,0.0,0.0,0.16,0.17,0.15,0.14,0.15,0.16,0.0,0.16,0.14,0.0,0.18,0.15,0.14,0.0,0.18,0.18,0.0,0.0,0.15,0.17,0.16,0.0,0.15,0.17,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.16,0.18,0.0,0.15,0.15,0.16,0.24,0.15,0.0,0.16,0.15,0.0,0.18,0.37,0.2,0.16,0.0,0.17,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.21,0.16,0.16,0.15,0.0,0.14,0.16,0.0,0.15,0.15,0.14,0.15,0.0,0.0,0.14,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.07
08/27/2021,0.48,0.53,0.48,0.54,0.49,0.68,0.0,0.49,0.24,0.45,0.41,0.5,0.42,0.42,0.41,0.4,0.41,0.4,0.36,0.35,0.4,0.34,0.29,0.37,0.33,0.41,0.59,0.34,0.38,0.27,0.33,0.36,0.33,0.29,0.0,0.4,0.28,0.24,0.28,0.33,0.32,0.31,0.33,0.32,0.22,0.27,0.43,0.26,0.29,0.26,0.36,0.25,0.3,0.24,0.28,0.29,0.35,0.26,0.26,0.28,0.19,0.26,0.3,0.2,0.24,0.26,0.25,0.25,0.25,0.21,0.25,0.29,0.26,0.27,0.29,0.24,0.2,0.23,0.22,0.22,0.2,0.29,0.2,0.24,0.24,0.21,0.2,0.23,0.24,0.22,0.25,0.22,0.23,0.24,0.23,0.25,0.15,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.22,0.19,0.23,0.25,0.21,0.2,0.25,0.21,0.2,0.15,0.19,0.18,0.16,0.22,0.2,0.21,0.2,0.18,0.22,0.17,0.21,0.2,0.0,0.24,0.24,0.2,0.0,0.22,0.0,0.19,0.17,0.0,0.16,0.0,0.16,0.2,0.16,0.17,0.16,0.17,0.19,0.17,0.16,0.17,0.17,0.16,0.0,0.2,0.19,0.17,0.0,0.0,0.0,0.0,0.16,0.17,0.15,0.14,0.15,0.16,0.0,0.17,0.15,0.0,0.17,0.15,0.15,0.0,0.18,0.18,0.0,0.0,0.15,0.17,0.16,0.0,0.16,0.17,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.17,0.19,0.15,0.14,0.0,0.17,0.19,0.0,0.14,0.15,0.16,0.24,0.15,0.0,0.16,0.15,0.0,0.18,0.38,0.2,0.16,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.21,0.16,0.16,0.15,0.0,0.14,0.16,0.0,0.15,0.15,0.14,0.15,0.0,0.0,0.0,0.14,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.36
08/30/2021,0.47,0.58,0.46,0.52,0.51,0.71,0.0,0.48,0.25,0.45,0.4,0.51,0.42,0.42,0.4,0.4,0.42,0.41,0.37,0.36,0.4,0.3,0.28,0.35,0.32,0.4,0.57,0.34,0.36,0.25,0.33,0.35,0.34,0.29,0.0,0.4,0.28,0.24,0.27,0.33,0.31,0.32,0.33,0.31,0.22,0.26,0.42,0.24,0.0,0.26,0.22,0.24,0.29,0.24,0.27,0.28,0.36,0.25,0.26,0.27,0.18,0.25,0.29,0.2,0.25,0.26,0.25,0.25,0.23,0.21,0.25,0.29,0.27,0.28,0.3,0.24,0.2,0.22,0.22,0.24,0.2,0.3,0.2,0.24,0.23,0.21,0.2,0.24,0.23,0.22,0.25,0.23,0.22,0.24,0.23,0.25,0.15,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.23,0.17,0.22,0.26,0.21,0.19,0.26,0.21,0.2,0.15,0.2,0.19,0.16,0.21,0.2,0.2,0.21,0.18,0.22,0.16,0.22,0.2,0.0,0.23,0.24,0.21,0.0,0.21,0.0,0.19,0.16,0.0,0.16,0.0,0.17,0.19,0.16,0.18,0.17,0.17,0.19,0.18,0.16,0.17,0.17,0.17,0.0,0.2,0.19,0.18,0.0,0.14,0.0,0.0,0.16,0.17,0.15,0.14,0.15,0.16,0.0,0.16,0.15,0.0,0.17,0.15,0.14,0.0,0.19,0.16,0.0,0.0,0.15,0.17,0.16,0.0,0.15,0.17,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.17,0.19,0.0,0.14,0.15,0.16,0.24,0.14,0.0,0.15,0.15,0.0,0.18,0.37,0.2,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.21,0.16,0.17,0.15,0.0,0.15,0.16,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.16,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.88
08/31/2021,0.47,0.51,0.47,0.52,0.52,0.71,0.0,0.47,0.27,0.46,0.4,0.51,0.42,0.41,0.4,0.4,0.44,0.39,0.37,0.36,0.4,0.31,0.28,0.35,0.32,0.4,0.57,0.34,0.37,0.25,0.32,0.35,0.33,0.3,0.0,0.41,0.29,0.25,0.27,0.32,0.31,0.3,0.33,0.32,0.23,0.26,0.41,0.23,0.0,0.26,0.17,0.24,0.29,0.24,0.28,0.28,0.35,0.25,0.25,0.27,0.18,0.25,0.29,0.22,0.24,0.25,0.26,0.25,0.23,0.21,0.25,0.29,0.27,0.28,0.3,0.24,0.2,0.23,0.21,0.23,0.2,0.31,0.2,0.23,0.23,0.22,0.2,0.25,0.22,0.23,0.25,0.22,0.23,0.24,0.23,0.25,0.16,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.23,0.17,0.22,0.25,0.22,0.19,0.26,0.21,0.2,0.15,0.2,0.19,0.16,0.21,0.19,0.21,0.2,0.18,0.23,0.15,0.21,0.2,0.0,0.25,0.24,0.21,0.0,0.21,0.14,0.19,0.16,0.0,0.16,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.2,0.18,0.16,0.17,0.17,0.16,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.0,0.16,0.18,0.15,0.15,0.16,0.16,0.0,0.17,0.15,0.0,0.17,0.15,0.15,0.0,0.18,0.16,0.0,0.0,0.15,0.17,0.16,0.0,0.16,0.17,0.0,0.14,0.15,0.15,0.0,0.16,0.0,0.0,0.17,0.19,0.14,0.15,0.0,0.17,0.2,0.0,0.15,0.14,0.16,0.24,0.14,0.0,0.15,0.15,0.0,0.18,0.37,0.2,0.17,0.0,0.17,0.16,0.39,0.15,0.15,0.0,0.0,0.0,0.0,0.21,0.16,0.17,0.14,0.0,0.14,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.08
09/01/2021,0.47,0.51,0.47,0.52,0.52,0.71,0.0,0.47,0.27,0.46,0.4,0.51,0.42,0.41,0.4,0.4,0.44,0.39,0.37,0.36,0.4,0.31,0.28,0.35,0.32,0.4,0.57,0.34,0.37,0.25,0.32,0.35,0.33,0.3,0.0,0.41,0.29,0.25,0.27,0.32,0.31,0.3,0.33,0.32,0.23,0.26,0.41,0.23,0.0,0.26,0.17,0.24,0.29,0.24,0.28,0.28,0.35,0.25,0.25,0.27,0.18,0.25,0.29,0.22,0.24,0.25,0.26,0.25,0.23,0.21,0.25,0.29,0.27,0.28,0.3,0.24,0.2,0.23,0.21,0.23,0.2,0.31,0.2,0.23,0.23,0.22,0.2,0.25,0.22,0.23,0.25,0.22,0.23,0.24,0.23,0.25,0.16,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.23,0.17,0.22,0.25,0.22,0.19,0.26,0.21,0.2,0.15,0.2,0.19,0.16,0.21,0.19,0.21,0.2,0.18,0.23,0.15,0.21,0.2,0.0,0.25,0.24,0.21,0.0,0.21,0.14,0.19,0.16,0.0,0.16,0.0,0.16,0.19,0.16,0.17,0.16,0.17,0.2,0.18,0.16,0.17,0.17,0.16,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.0,0.16,0.18,0.15,0.15,0.16,0.16,0.0,0.17,0.15,0.0,0.17,0.15,0.15,0.0,0.18,0.16,0.0,0.0,0.15,0.17,0.16,0.0,0.16,0.17,0.0,0.14,0.15,0.15,0.0,0.16,0.0,0.0,0.17,0.19,0.14,0.15,0.0,0.17,0.2,0.0,0.15,0.14,0.16,0.24,0.14,0.0,0.15,0.15,0.0,0.18,0.37,0.2,0.17,0.0,0.17,0.16,0.39,0.15,0.15,0.0,0.0,0.0,0.0,0.21,0.16,0.17,0.14,0.0,0.14,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.08
09/02/2021,0.47,0.54,0.46,0.51,0.52,0.72,0.0,0.48,0.27,0.45,0.39,0.51,0.43,0.41,0.39,0.4,0.42,0.4,0.37,0.36,0.39,0.3,0.28,0.35,0.32,0.41,0.57,0.34,0.37,0.24,0.39,0.35,0.34,0.29,0.0,0.41,0.29,0.25,0.28,0.32,0.31,0.3,0.34,0.31,0.23,0.26,0.4,0.24,0.0,0.26,0.16,0.24,0.29,0.24,0.28,0.29,0.36,0.26,0.25,0.26,0.18,0.25,0.29,0.21,0.26,0.26,0.25,0.26,0.23,0.21,0.26,0.3,0.27,0.3,0.3,0.24,0.2,0.23,0.21,0.23,0.2,0.3,0.19,0.23,0.23,0.21,0.19,0.25,0.22,0.23,0.25,0.22,0.23,0.23,0.22,0.25,0.16,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.23,0.17,0.22,0.26,0.22,0.19,0.26,0.21,0.2,0.15,0.19,0.19,0.16,0.21,0.19,0.21,0.21,0.18,0.23,0.15,0.21,0.21,0.0,0.25,0.25,0.21,0.0,0.21,0.0,0.19,0.16,0.0,0.16,0.0,0.18,0.19,0.16,0.17,0.16,0.17,0.2,0.18,0.16,0.17,0.17,0.16,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.0,0.16,0.18,0.16,0.14,0.15,0.16,0.0,0.17,0.15,0.0,0.17,0.15,0.15,0.15,0.19,0.17,0.0,0.0,0.15,0.17,0.16,0.0,0.16,0.17,0.0,0.15,0.16,0.15,0.0,0.17,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.17,0.21,0.0,0.15,0.14,0.16,0.24,0.14,0.0,0.15,0.15,0.0,0.18,0.38,0.2,0.17,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.21,0.17,0.17,0.15,0.0,0.14,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.05
09/03/2021,0.47,0.55,0.46,0.51,0.52,0.73,0.0,0.48,0.29,0.46,0.39,0.51,0.43,0.41,0.4,0.4,0.43,0.4,0.37,0.36,0.38,0.3,0.28,0.35,0.32,0.4,0.62,0.35,0.35,0.26,0.39,0.35,0.33,0.28,0.0,0.41,0.29,0.25,0.27,0.33,0.31,0.31,0.35,0.32,0.24,0.27,0.38,0.24,0.0,0.26,0.17,0.23,0.29,0.24,0.27,0.28,0.38,0.26,0.25,0.26,0.18,0.24,0.29,0.22,0.24,0.26,0.26,0.26,0.22,0.19,0.26,0.3,0.27,0.3,0.3,0.23,0.2,0.23,0.21,0.23,0.19,0.31,0.2,0.23,0.24,0.22,0.2,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.22,0.25,0.16,0.0,0.0,0.24,0.2,0.17,0.18,0.2,0.21,0.23,0.17,0.21,0.26,0.21,0.19,0.25,0.2,0.2,0.15,0.19,0.19,0.16,0.21,0.0,0.21,0.21,0.18,0.23,0.14,0.21,0.2,0.0,0.25,0.25,0.21,0.0,0.2,0.0,0.2,0.16,0.0,0.16,0.0,0.17,0.19,0.16,0.17,0.17,0.17,0.2,0.19,0.16,0.17,0.17,0.16,0.0,0.2,0.19,0.18,0.0,0.0,0.0,0.0,0.16,0.18,0.15,0.15,0.15,0.16,0.0,0.17,0.15,0.0,0.18,0.15,0.15,0.14,0.18,0.17,0.0,0.0,0.16,0.17,0.16,0.0,0.16,0.17,0.0,0.14,0.15,0.16,0.0,0.16,0.0,0.0,0.17,0.19,0.15,0.16,0.0,0.17,0.23,0.0,0.14,0.15,0.16,0.24,0.15,0.0,0.15,0.15,0.0,0.18,0.41,0.2,0.0,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.22,0.16,0.17,0.15,0.14,0.15,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.08
09/06/2021,0.49,0.56,0.46,0.52,0.55,0.74,0.0,0.48,0.31,0.46,0.39,0.53,0.43,0.41,0.4,0.41,0.41,0.39,0.36,0.38,0.35,0.29,0.27,0.35,0.33,0.42,0.62,0.35,0.34,0.25,0.42,0.34,0.32,0.29,0.0,0.42,0.29,0.26,0.26,0.31,0.31,0.31,0.33,0.33,0.25,0.27,0.38,0.25,0.0,0.26,0.16,0.23,0.28,0.24,0.27,0.29,0.36,0.26,0.25,0.26,0.19,0.24,0.28,0.22,0.24,0.25,0.26,0.26,0.2,0.2,0.26,0.29,0.27,0.31,0.3,0.25,0.22,0.25,0.21,0.22,0.19,0.32,0.19,0.23,0.25,0.23,0.19,0.23,0.22,0.22,0.25,0.21,0.21,0.23,0.22,0.25,0.16,0.0,0.0,0.25,0.2,0.16,0.18,0.23,0.21,0.23,0.17,0.21,0.25,0.22,0.19,0.26,0.21,0.22,0.15,0.19,0.19,0.16,0.22,0.0,0.21,0.21,0.17,0.24,0.14,0.21,0.21,0.0,0.26,0.24,0.21,0.0,0.2,0.0,0.2,0.16,0.0,0.15,0.0,0.18,0.19,0.16,0.17,0.16,0.17,0.2,0.19,0.16,0.17,0.17,0.16,0.0,0.2,0.18,0.18,0.0,0.0,0.0,0.0,0.16,0.17,0.16,0.15,0.14,0.18,0.0,0.17,0.15,0.0,0.18,0.15,0.16,0.14,0.18,0.17,0.0,0.14,0.16,0.18,0.15,0.0,0.16,0.16,0.0,0.14,0.15,0.16,0.0,0.17,0.0,0.0,0.16,0.2,0.14,0.15,0.0,0.17,0.21,0.0,0.14,0.15,0.16,0.24,0.15,0.0,0.15,0.15,0.0,0.18,0.39,0.2,0.0,0.0,0.18,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.22,0.17,0.17,0.15,0.15,0.0,0.16,0.0,0.16,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.16,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19
09/07/2021,0.49,0.57,0.46,0.51,0.54,0.77,0.0,0.48,0.32,0.46,0.39,0.54,0.43,0.41,0.4,0.41,0.4,0.4,0.37,0.38,0.35,0.29,0.27,0.35,0.33,0.42,0.62,0.36,0.34,0.26,0.44,0.35,0.33,0.29,0.0,0.42,0.29,0.26,0.26,0.31,0.31,0.31,0.33,0.32,0.24,0.26,0.39,0.25,0.0,0.25,0.15,0.23,0.28,0.23,0.27,0.29,0.37,0.25,0.25,0.25,0.18,0.24,0.28,0.22,0.24,0.25,0.26,0.25,0.18,0.19,0.26,0.29,0.27,0.31,0.3,0.24,0.24,0.25,0.2,0.22,0.19,0.32,0.19,0.23,0.25,0.24,0.19,0.24,0.22,0.22,0.25,0.21,0.21,0.23,0.21,0.26,0.16,0.0,0.0,0.24,0.19,0.16,0.18,0.25,0.21,0.24,0.17,0.22,0.25,0.21,0.19,0.25,0.21,0.21,0.14,0.19,0.19,0.16,0.22,0.0,0.21,0.21,0.17,0.25,0.14,0.21,0.21,0.0,0.27,0.24,0.21,0.0,0.2,0.0,0.19,0.16,0.0,0.15,0.0,0.17,0.19,0.16,0.17,0.16,0.17,0.2,0.19,0.16,0.17,0.17,0.16,0.0,0.2,0.18,0.18,0.0,0.0,0.0,0.0,0.16,0.17,0.16,0.15,0.14,0.17,0.0,0.17,0.15,0.0,0.18,0.15,0.16,0.14,0.18,0.17,0.0,0.14,0.14,0.18,0.15,0.0,0.16,0.16,0.0,0.0,0.15,0.16,0.0,0.17,0.0,0.0,0.16,0.19,0.15,0.15,0.0,0.16,0.21,0.0,0.14,0.15,0.16,0.25,0.15,0.0,0.15,0.15,0.0,0.18,0.39,0.2,0.0,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.25,0.17,0.18,0.15,0.15,0.0,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2
09/08/2021,0.49,0.57,0.46,0.51,0.54,0.77,0.0,0.48,0.32,0.46,0.39,0.54,0.43,0.41,0.4,0.41,0.4,0.4,0.37,0.38,0.35,0.29,0.27,0.35,0.33,0.42,0.62,0.36,0.34,0.26,0.44,0.35,0.33,0.29,0.0,0.42,0.29,0.26,0.26,0.31,0.31,0.31,0.33,0.32,0.24,0.26,0.39,0.25,0.0,0.25,0.15,0.23,0.28,0.23,0.27,0.29,0.37,0.25,0.25,0.25,0.18,0.24,0.28,0.22,0.24,0.25,0.26,0.25,0.18,0.19,0.26,0.29,0.27,0.31,0.3,0.24,0.24,0.25,0.2,0.22,0.19,0.32,0.19,0.23,0.25,0.24,0.19,0.24,0.22,0.22,0.25,0.21,0.21,0.23,0.21,0.26,0.16,0.0,0.0,0.24,0.19,0.16,0.18,0.25,0.21,0.24,0.17,0.22,0.25,0.21,0.19,0.25,0.21,0.21,0.14,0.19,0.19,0.16,0.22,0.0,0.21,0.21,0.17,0.25,0.14,0.21,0.21,0.0,0.27,0.24,0.21,0.0,0.2,0.0,0.19,0.16,0.0,0.15,0.0,0.17,0.19,0.16,0.17,0.16,0.17,0.2,0.19,0.16,0.17,0.17,0.16,0.0,0.2,0.18,0.18,0.0,0.0,0.0,0.0,0.16,0.17,0.16,0.15,0.14,0.17,0.0,0.17,0.15,0.0,0.18,0.15,0.16,0.14,0.18,0.17,0.0,0.14,0.14,0.18,0.15,0.0,0.16,0.16,0.0,0.0,0.15,0.16,0.0,0.17,0.0,0.0,0.16,0.19,0.15,0.15,0.0,0.16,0.21,0.0,0.14,0.15,0.16,0.25,0.15,0.0,0.15,0.15,0.0,0.18,0.39,0.2,0.0,0.0,0.17,0.16,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.25,0.17,0.18,0.15,0.15,0.0,0.16,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2
