,SAP.DE,SIE.DE,ALV.DE,DAI.DE,BAS.DE,ADS.DE,DTE.DE,DPW.DE,BAYN.DE,IFX.DE,VOW3.DE,MUV2.DE,VNA.DE,BMW.DE,DB1.DE,EOAN.DE,DBK.DE,MRK.DE,RWE.DE,DHER.DE,FRE.DE,DWNI.DE,ZAL.DE,HEN3.DE,SY1.DE,HFG.DE,SHL.DE,FME.DE,PAH3.DE,CON.DE,BNR.DE,SRT3.,MTX.DE,ENR.DE,PUM.DE,HEI.DE,BEI.DE,1COV.DE,QGEN,LEG.DE,EUR,VOW.,HNR1.DE,HEK.SW,KBX.DE,AFX.DE,KGX.DE,AT1.DE,G24.DE,CBK.DE,EVK.DE,G1A.DE,TMV.DE,LXS.DE,BC8.DE,BMW3.,RAA.DE,NEM.DE,UTDI.DE,LHA.DE,UN01.DE,FPE3.DE,O2D.DE,XTSLA,UBFUT,GXU1,MARGIN_EUR,FPE1.,FPE3.,777.DE,GXZ1,USD,CON,VTSC.,LHAR.,VTSC.DE,SUM
10/20/2021,9.71,7.96,6.03,5.27,4.4,3.85,4.06,3.85,3.46,3.57,2.72,2.52,2.15,2.13,2.06,1.75,1.74,1.83,1.52,1.37,1.26,1.33,1.3,1.02,1.08,0.98,1.19,0.92,1.02,0.81,0.94,1.01,0.75,0.7,0.79,0.69,0.69,0.83,0.75,0.69,0.72,0.66,0.68,0.55,0.49,0.49,0.45,0.0,0.4,0.45,0.42,0.45,0.16,0.35,0.35,0.3,0.3,0.38,0.23,0.26,0.25,0.22,0.18,0.05,0.06,0.0,0.0,0.0,0.0,0.44,0.0,-0.01,0.0,0.0,0.0,0.0,99.98
10/21/2021,9.68,7.94,6.07,5.2,4.37,3.82,4.07,3.89,3.39,3.64,2.65,2.53,2.18,2.12,2.08,1.76,1.75,1.85,1.52,1.37,1.26,1.34,1.31,1.02,1.09,1.01,1.19,0.92,0.99,0.8,0.94,1.03,0.74,0.7,0.78,0.69,0.7,0.81,0.76,0.71,0.72,0.65,0.68,0.55,0.5,0.49,0.46,0.0,0.4,0.46,0.43,0.46,0.16,0.36,0.36,0.3,0.31,0.39,0.23,0.26,0.25,0.22,0.18,0.05,0.06,0.0,0.0,0.0,0.0,0.45,0.0,-0.02,0.0,0.0,0.0,0.0,100.03
10/22/2021,9.63,7.95,6.07,5.21,4.33,3.77,4.04,3.94,3.43,3.66,2.61,2.58,2.19,2.09,2.1,1.77,1.74,1.86,1.53,1.39,1.25,1.33,1.31,1.01,1.09,0.99,1.2,0.92,0.98,0.79,0.94,1.04,0.73,0.71,0.78,0.71,0.69,0.8,0.76,0.71,0.71,0.64,0.69,0.55,0.5,0.5,0.46,0.0,0.4,0.47,0.44,0.46,0.16,0.36,0.36,0.3,0.31,0.39,0.23,0.25,0.25,0.22,0.18,0.05,0.06,0.0,0.0,0.0,0.0,0.45,0.0,-0.02,0.0,0.0,0.0,0.0,100.0
11/01/2021,9.67,7.84,6.07,5.26,4.21,3.97,3.92,3.93,3.51,3.84,2.65,2.61,2.17,2.12,2.01,1.84,1.68,1.95,1.59,1.31,1.23,0.07,1.31,1.0,1.14,0.88,1.23,0.9,1.02,0.81,0.93,1.08,0.74,0.74,0.83,0.71,0.68,0.79,0.78,0.71,1.51,0.66,0.7,0.54,0.48,0.52,0.5,0.0,0.39,0.45,0.44,0.47,0.15,0.36,0.39,0.31,0.32,0.4,0.23,0.25,0.26,0.22,0.18,0.05,0.06,0.0,0.0,0.0,0.0,0.45,0.0,-0.04,0.0,0.0,0.0,0.0,99.98
11/08/2021,9.72,8.07,6.01,5.38,4.08,4.05,4.0,4.12,3.55,3.97,2.52,2.64,2.12,2.15,2.05,1.83,1.65,2.02,1.52,1.28,1.18,0.0,1.26,1.03,1.15,1.05,1.24,0.88,0.97,0.81,0.92,1.12,0.74,0.68,0.85,0.69,0.68,0.76,0.8,0.69,0.69,0.69,0.71,0.56,0.49,0.54,0.51,0.0,0.4,0.47,0.43,0.48,0.17,0.33,0.4,0.32,0.33,0.46,0.23,0.28,0.26,0.21,0.18,0.06,0.14,0.0,0.0,0.0,0.0,0.46,0.0,-0.05,0.0,0.0,0.0,0.0,99.98
11/09/2021,9.75,8.06,6.08,5.43,4.13,4.11,4.06,4.0,3.54,4.05,2.59,2.63,2.05,2.2,2.04,1.8,1.67,1.89,1.51,1.26,1.2,0.0,1.22,1.04,1.13,1.0,1.23,0.91,0.98,0.81,0.9,1.03,0.79,0.66,0.86,0.7,0.68,0.76,0.77,0.68,0.77,0.71,0.72,0.56,0.49,0.52,0.5,0.0,0.4,0.49,0.43,0.47,0.17,0.33,0.4,0.32,0.33,0.46,0.24,0.3,0.26,0.21,0.18,0.06,0.06,0.0,0.0,0.0,0.0,0.46,0.0,-0.05,0.0,0.0,0.0,0.0,99.99
11/10/2021,9.75,8.06,6.08,5.43,4.13,4.11,4.06,4.0,3.54,4.05,2.59,2.63,2.05,2.2,2.04,1.8,1.67,1.89,1.51,1.26,1.2,0.0,1.22,1.04,1.13,1.0,1.23,0.91,0.98,0.81,0.9,1.03,0.79,0.66,0.86,0.7,0.68,0.76,0.77,0.68,0.77,0.71,0.72,0.56,0.49,0.52,0.5,0.0,0.4,0.49,0.43,0.47,0.17,0.33,0.4,0.32,0.33,0.46,0.24,0.3,0.26,0.21,0.18,0.06,0.06,0.0,0.0,0.0,0.0,0.46,0.0,-0.05,0.0,0.0,0.0,0.0,99.99
11/11/2021,9.77,8.11,6.08,5.42,4.14,4.06,4.02,4.0,3.57,4.05,2.53,2.65,2.04,2.19,2.05,1.8,1.68,1.95,1.49,1.26,1.19,0.0,1.22,0.98,1.14,1.02,1.23,0.9,0.97,0.82,0.89,1.06,0.78,0.69,0.85,0.71,0.68,0.77,0.78,0.68,0.77,0.67,0.72,0.54,0.5,0.53,0.51,0.0,0.4,0.5,0.43,0.49,0.17,0.33,0.41,0.32,0.34,0.48,0.24,0.3,0.26,0.21,0.18,0.06,0.07,0.0,0.0,0.0,0.0,0.45,0.0,-0.05,0.0,0.0,0.0,0.0,100.05
11/12/2021,9.74,8.1,6.09,5.44,4.12,4.09,4.01,4.06,3.62,3.96,2.5,2.59,2.07,2.18,2.06,1.8,1.65,1.96,1.5,1.29,1.15,0.0,1.23,1.0,1.15,1.03,1.22,0.87,0.95,0.84,0.89,1.06,0.79,0.71,0.86,0.7,0.68,0.78,0.77,0.68,0.77,0.67,0.71,0.55,0.5,0.53,0.51,0.0,0.4,0.49,0.42,0.49,0.17,0.33,0.41,0.32,0.33,0.48,0.24,0.3,0.26,0.21,0.18,0.06,0.07,0.0,0.0,0.0,0.0,0.45,0.0,-0.05,0.0,0.0,0.0,0.0,99.99
11/18/2021,9.4,8.28,6.12,5.49,4.13,3.87,4.02,4.03,3.57,4.02,2.52,2.58,2.16,2.23,2.05,1.79,1.67,2.02,1.54,1.42,1.14,0.0,1.29,0.99,1.17,1.04,1.22,0.86,0.93,0.86,0.9,1.02,0.76,0.7,0.85,0.7,0.69,0.78,0.77,0.66,0.76,0.66,0.7,0.54,0.49,0.52,0.53,0.0,0.41,0.51,0.42,0.49,0.16,0.34,0.38,0.33,0.32,0.46,0.25,0.29,0.25,0.22,0.19,0.02,0.07,0.0,0.0,0.0,0.0,0.44,0.0,-0.01,0.0,0.0,0.0,0.0,99.98
11/19/2021,9.43,8.43,6.09,5.48,4.14,3.92,4.0,4.0,3.53,4.02,2.51,2.54,2.15,2.22,2.03,1.78,1.67,2.0,1.52,1.47,1.13,0.0,1.28,0.99,1.17,1.04,1.22,0.85,0.93,0.88,0.89,1.02,0.75,0.71,0.86,0.7,0.69,0.78,0.8,0.66,0.76,0.66,0.7,0.54,0.48,0.51,0.53,0.0,0.41,0.51,0.42,0.49,0.16,0.34,0.38,0.32,0.32,0.46,0.25,0.28,0.25,0.21,0.19,0.04,0.06,0.0,0.0,0.0,0.0,0.45,0.0,-0.03,0.0,0.0,0.0,0.0,99.97
