,2330.TW,005930.KS,NPN.JO,INFY,RELIANCE.NS,VALE3.SA,000660.KS,035420.KS,005935.KQ,HDFC.NS,2317.TW,SBER.ME,2454.TW,TCS.NS,LKOH.ME,GAZP.ME,035720.KS,051910.KS,006400.KS,ICICIBANK.NS,005380.KS,688012.SS,2308.TW,BBDC4.SA,AMXL.MX,GMKN.ME,HINDUNILVR.NS,005490.KS,000270.KS,PETR4.SA,QNBK.QA,2002.TW,AXISBANK.NS,PETR3.SA,BBCA.JK,3034.TW,068270.KS,105560.KS,2412.TW,2881.TW,NVTK.L,1303.TW,2303.TW,1301.TW,GFNORTEO.MX,012330.KS,FEMSAUBD.MX,FSR.JO,WALMEX.MX,B3SA3.SA,GMEXICOB.MX,066570.KS,BBRI.JK,055550.KS,MGLU3.SA,2357.TW,ABEV3.SA,3711.TW,PBBANK.KL,BAJFINANCE.NS,PTT.BK,096770.KS,051900.KS,086790.KS,HCLTECH.NS,2882.TW,028260.KS,2885.TW,TATN.ME,036570.KS,207940.KS,CPI.JO,MAYBANK.KL,BHARTIARTL.NS,2887.TW,SCCO,009150.KS,SMPH.PM,2888.TW,033780.KS,CEMEXCPO.MX,1216.TW,2884.TW,1402.TW,5876.TW,MTN.JO,TLKM.JK,003550.KS,2892.TW,2891.TW,SBK.JO,034730.KS,3045.TW,2382.TW,CPALL.BK,2886.TW,2912.TW,015760.KS,1101.TW,5871.TW,WIPRO.NS,CIMB.KL,2301.TW,000810.KS,1326.TW,FAB.,2801.TW,TENAGA.KL,MARUTI.NS,ASIANPAINT.NS,4938.TW,BAP,2883.TW,SBIN.NS,AOT.BK,PKO.WA,OTP.BD,WEGE3.SA,2409.TW,ITC.NS,ITSA4.SA,5880.TW,LT.NS,090430.KS,ROSN.ME,BMRI.JK,ALI.PM,1102.TW,SOL.JO,ULTRACEMCO.NS,ETISALAT.,ASII.JK,SUNPHARMA.NS,2880.TW,688012.SS.1,IQCD.QA,SM.PM,ANG.JO,4904.TW,BID.JO,KGH.WA,DRREDDY.NS,PZU.WA,PCHEM.KL,TATAMOTORS.NS,TLEVISACPO.MX,PKN.WA,ABG.JO,SCB.BK,JSWSTEEL.NS,ADVANC.BK,SCC.BK,M&M.NS,QIBK.QA,PTTEP.BK,SLM.JO,BVN.,LREN3.SA,RENT3.SA,BIMAS.IS,TITAN.NS,POWERGRID.NS,GFI.JO,AC.PM,BDO.PM,RADL3.SA,SUZB3.SA,JGS.PM,TECHM.NS,MARK.QA,GRASIM.NS,3481.TW,BBAS3.SA,BBDC3.SA,PTTGC.BK,HINDALCO.NS,BJFIN.NS,PEO.WA,GGBR4.SA,AMS.JO,SQM/B.SN,UPL.NS,NED.JO,GARAN.IS,688012.SS.2,6505.TW,NESTLEIND.NS,VOD.JO,018260.KS,017670.KS,5M71.,JBSS3.SA,091990.KQ,2890.TW,LPP.WA,VIVT3.SA,316140.KS,032830.KS,BPCL.NS,MBT,ITUB4.SA,2474.TW,BIMAS.E.IS,BAJAJFINSV.NS,GARAN.E.IS,EICHERMOT.NS,SUM
07/09/2021,10.16,7.3,2.18,2.04,2.0,1.64,1.59,1.41,1.4,1.39,1.36,1.18,1.06,1.04,1.02,0.99,0.96,0.92,0.89,0.88,0.82,0.71,0.66,0.65,0.64,0.64,0.64,0.64,0.62,0.61,0.59,0.59,0.59,0.57,0.56,0.56,0.54,0.53,0.5,0.49,0.49,0.46,0.46,0.46,0.45,0.45,0.44,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.37,0.37,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,93.1
09/02/2021,10.13,7.34,2.21,2.05,2.01,1.66,1.62,1.42,1.4,1.39,1.35,1.18,1.06,1.03,0.98,0.98,0.97,0.92,0.85,0.87,0.81,0.0,0.67,0.65,0.65,0.64,0.64,0.64,0.61,0.61,0.59,0.59,0.59,0.57,0.55,0.55,0.54,0.54,0.5,0.49,0.47,0.46,0.47,0.45,0.44,0.45,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.39,0.4,0.39,0.43,0.38,0.37,0.36,0.36,0.36,0.35,0.34,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.71,0.2,0.15,0.13,0.12,0.1,92.91
09/03/2021,10.13,7.34,2.21,2.05,2.01,1.66,1.62,1.42,1.4,1.39,1.35,1.18,1.06,1.03,0.98,0.98,0.97,0.92,0.85,0.87,0.81,0.0,0.67,0.65,0.65,0.64,0.64,0.64,0.61,0.61,0.59,0.59,0.59,0.57,0.55,0.55,0.54,0.54,0.5,0.49,0.47,0.46,0.47,0.45,0.44,0.45,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.39,0.4,0.39,0.43,0.38,0.37,0.36,0.36,0.36,0.35,0.34,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.71,0.2,0.15,0.13,0.12,0.1,92.91
