,AAPL,TSLA,JNJ,PG,ADBE,XOM,INTC,CSCO,PFE,CRM,CVX,ABT,TMO,MRK,LLY,NKE,TXN,DHR,MDT,QCOM,UPS,LIN,BMY,IBM,INTU,AMAT,MMM,AMD,CVS,SYK,MU,PLD,MDLZ,TMUS,COP,UBER,FDX,EL,BDX,EQIX,NSC,ADSK,EW,APD,ADI,BSX,ETN,EMR,REGN,NXPI,FCX,IDXX,BIIB,DOCU,ECL,NEM,EOG,JCI,ALGN,EBAY,KLAC,DOW,MRVL,TEL,A,TT,EXC,APTV,DD,CARR,SRE,SNPS,ALXN,LULU,BAX,PPG,ORLY,PSX,HPQ,CDNS,IFF,PXD,CTSH,RMD,WBA,CMI,SWK,ZBH,CTAS,MNST,ADM,CTVA,AZO,ROK,VLO,GLW,DHI,MCK,FAST,PEG,ANSS,PCAR,ZBRA,NUE,CPRT,LEN,LH,VFC,DELL,WST,LBRDK,WY,ODFL,KDP,CDW,IP,TDOC,CERN,DLTR,FTV,VMC,GRMN,MLM,WDC,DOV,TSCO,BURL,EIX,XYL,EXPD,HZNP,CHD,IT,FLT,GWW,TRMB,STE,ALB,COO,HPE,TFX,PAYC,AKAM,ULTA,POOL,TYL,IR,GPC,CTLT,FANG,AVY,BKR,DGX,PKI,OMC,HOLX,ABC,CAH,IEX,PLUG,BMRN,PTC,WAB,PHM,CTXS,LKQ,JBHT,FMC,XRAY,WRK,BIO,SJM,FBHS,AAP,WHR,CHRW,XPO,IPG,PKG,VMW,ATO,CDAY,STLD,JKHY,CCEP,SNA,BWA,UHS,FFIV,PNR,CF,MHK,CLVT,REG,BG,JAZZ,LEA,HSIC,DOX,NWSA,PNW,AZN,RHI,JNPR,ST,FLEX,TJX,PANW,PAYX,ARE,GNRC,WAT,LYB,CRL,TECH,DVN,EXAS,BBWI WI,OGN,NOW,LRCX,MPC,EA,OKTA,TER,PPL,HES,HAL,YNDX,CTRA,SEDG,HAS,ALLE,SUM
08/11/2021,16.73,4.02,3.32,2.52,2.19,1.76,1.58,1.71,1.83,1.61,1.42,1.54,1.54,1.39,1.62,1.56,1.29,1.41,1.25,1.2,1.0,1.15,1.1,0.92,1.0,0.94,0.83,0.99,0.77,0.66,0.66,0.69,0.62,0.61,0.55,0.5,0.49,0.54,0.51,0.53,0.46,0.53,0.52,0.46,0.45,0.46,0.47,0.43,0.43,0.42,0.38,0.42,0.37,0.42,0.39,0.35,0.3,0.37,0.39,0.33,0.39,0.33,0.35,0.35,0.34,0.33,0.34,0.31,0.29,0.35,0.3,0.32,0.0,0.34,0.27,0.28,0.3,0.23,0.26,0.3,0.27,0.24,0.28,0.28,0.25,0.24,0.23,0.23,0.25,0.25,0.24,0.23,0.25,0.26,0.19,0.22,0.23,0.23,0.24,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.19,0.22,0.2,0.19,0.2,0.17,0.19,0.16,0.16,0.17,0.16,0.17,0.17,0.18,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.18,0.15,0.15,0.16,0.15,0.18,0.14,0.14,0.13,0.16,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.1,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07000000000002
08/13/2021,16.59,4.0,3.33,2.52,2.16,1.79,1.59,1.71,1.96,1.57,1.44,1.55,1.54,1.39,1.66,1.55,1.27,1.42,1.23,1.2,1.0,1.14,1.09,0.92,0.99,0.91,0.84,0.94,0.8,0.64,0.61,0.69,0.62,0.62,0.56,0.51,0.48,0.54,0.5,0.51,0.47,0.53,0.51,0.44,0.45,0.44,0.49,0.44,0.44,0.43,0.4,0.4,0.37,0.41,0.39,0.34,0.29,0.37,0.39,0.33,0.38,0.34,0.35,0.36,0.34,0.33,0.34,0.33,0.3,0.35,0.3,0.31,0.0,0.33,0.27,0.28,0.29,0.23,0.27,0.3,0.28,0.24,0.28,0.29,0.26,0.25,0.23,0.22,0.25,0.26,0.25,0.25,0.25,0.27,0.2,0.22,0.23,0.22,0.23,0.23,0.23,0.2,0.22,0.25,0.22,0.21,0.21,0.19,0.19,0.22,0.2,0.19,0.2,0.17,0.19,0.17,0.15,0.17,0.17,0.17,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.15,0.17,0.15,0.16,0.15,0.17,0.15,0.15,0.16,0.15,0.2,0.14,0.14,0.12,0.17,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.1,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.07,0.0,0.19,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.12
08/16/2021,16.83,4.04,3.33,2.51,2.18,1.75,1.56,1.72,1.91,1.59,1.43,1.54,1.53,1.39,1.61,1.52,1.25,1.43,1.24,1.2,1.01,1.15,1.07,0.92,0.99,0.85,0.84,0.93,0.81,0.65,0.56,0.69,0.62,0.62,0.56,0.5,0.48,0.54,0.51,0.52,0.49,0.53,0.5,0.44,0.44,0.45,0.48,0.44,0.44,0.42,0.4,0.4,0.37,0.4,0.39,0.33,0.29,0.37,0.39,0.34,0.36,0.34,0.35,0.36,0.34,0.33,0.34,0.32,0.3,0.35,0.3,0.32,0.0,0.33,0.27,0.29,0.29,0.23,0.27,0.3,0.28,0.24,0.29,0.28,0.26,0.25,0.24,0.22,0.25,0.26,0.25,0.25,0.25,0.26,0.2,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.27,0.21,0.21,0.21,0.19,0.2,0.23,0.2,0.19,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.18,0.18,0.18,0.17,0.14,0.18,0.16,0.16,0.15,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.16,0.15,0.2,0.15,0.14,0.12,0.17,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.1,0.13,0.11,0.14,0.14,0.12,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.11,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
08/17/2021,16.83,4.04,3.33,2.51,2.18,1.75,1.56,1.72,1.91,1.59,1.43,1.54,1.53,1.39,1.61,1.52,1.25,1.43,1.24,1.2,1.01,1.15,1.07,0.92,0.99,0.85,0.84,0.93,0.81,0.65,0.56,0.69,0.62,0.62,0.56,0.5,0.48,0.54,0.51,0.52,0.49,0.53,0.5,0.44,0.44,0.45,0.48,0.44,0.44,0.42,0.4,0.4,0.37,0.4,0.39,0.33,0.29,0.37,0.39,0.34,0.36,0.34,0.35,0.36,0.34,0.33,0.34,0.32,0.3,0.35,0.3,0.32,0.0,0.33,0.27,0.29,0.29,0.23,0.27,0.3,0.28,0.24,0.29,0.28,0.26,0.25,0.24,0.22,0.25,0.26,0.25,0.25,0.25,0.26,0.2,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.27,0.21,0.21,0.21,0.19,0.2,0.23,0.2,0.19,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.18,0.18,0.18,0.17,0.14,0.18,0.16,0.16,0.15,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.16,0.15,0.2,0.15,0.14,0.12,0.17,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.1,0.13,0.11,0.14,0.14,0.12,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.11,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
08/18/2021,16.81,4.0,3.34,2.51,2.19,1.73,1.56,1.72,1.95,1.6,1.42,1.54,1.53,1.4,1.61,1.53,1.25,1.43,1.24,1.21,1.01,1.16,1.08,0.92,0.99,0.85,0.84,0.96,0.8,0.65,0.57,0.69,0.63,0.62,0.54,0.49,0.48,0.53,0.51,0.52,0.48,0.53,0.51,0.44,0.45,0.45,0.48,0.44,0.45,0.42,0.4,0.4,0.37,0.4,0.39,0.34,0.28,0.37,0.39,0.36,0.36,0.34,0.35,0.36,0.35,0.32,0.34,0.32,0.3,0.35,0.3,0.32,0.0,0.33,0.27,0.29,0.29,0.23,0.26,0.3,0.28,0.24,0.29,0.28,0.26,0.25,0.23,0.22,0.25,0.26,0.25,0.25,0.24,0.26,0.19,0.22,0.23,0.23,0.23,0.23,0.22,0.2,0.22,0.27,0.21,0.21,0.21,0.19,0.19,0.23,0.2,0.19,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.18,0.18,0.18,0.17,0.14,0.18,0.16,0.16,0.15,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.16,0.15,0.19,0.15,0.14,0.12,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.14,0.1,0.13,0.11,0.14,0.14,0.11,0.14,0.12,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.13
08/19/2021,17.0,3.81,3.36,2.52,2.18,1.7,1.55,1.71,1.96,1.58,1.4,1.56,1.56,1.42,1.64,1.53,1.26,1.45,1.25,1.2,1.02,1.16,1.09,0.92,1.0,0.86,0.84,0.93,0.81,0.66,0.57,0.7,0.63,0.6,0.53,0.48,0.49,0.53,0.51,0.52,0.48,0.52,0.51,0.44,0.45,0.45,0.48,0.44,0.45,0.42,0.38,0.4,0.37,0.39,0.39,0.34,0.27,0.37,0.38,0.37,0.36,0.34,0.34,0.36,0.35,0.33,0.34,0.31,0.3,0.35,0.3,0.32,0.0,0.33,0.27,0.28,0.29,0.22,0.26,0.3,0.28,0.23,0.29,0.29,0.26,0.25,0.23,0.22,0.25,0.26,0.25,0.24,0.25,0.26,0.19,0.22,0.23,0.23,0.23,0.23,0.22,0.2,0.22,0.26,0.21,0.21,0.21,0.18,0.19,0.23,0.2,0.19,0.2,0.17,0.2,0.17,0.14,0.17,0.17,0.18,0.18,0.18,0.17,0.13,0.18,0.16,0.16,0.15,0.17,0.15,0.16,0.15,0.18,0.15,0.14,0.16,0.15,0.19,0.15,0.14,0.12,0.17,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.09,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.07,0.08,0.0,0.08,0.08,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.09
08/20/2021,16.99,3.72,3.41,2.54,2.19,1.7,1.54,1.71,2.03,1.58,1.41,1.58,1.57,1.44,1.66,1.52,1.24,1.46,1.27,1.18,1.03,1.17,1.1,0.92,0.99,0.85,0.83,0.94,0.82,0.67,0.57,0.71,0.64,0.6,0.53,0.48,0.49,0.53,0.52,0.53,0.48,0.52,0.53,0.44,0.44,0.46,0.48,0.44,0.46,0.41,0.36,0.4,0.38,0.39,0.4,0.34,0.28,0.37,0.38,0.36,0.35,0.33,0.34,0.36,0.35,0.33,0.34,0.3,0.29,0.34,0.3,0.32,0.0,0.32,0.27,0.28,0.29,0.22,0.26,0.29,0.28,0.23,0.29,0.29,0.26,0.25,0.23,0.22,0.25,0.26,0.24,0.24,0.25,0.26,0.19,0.22,0.22,0.23,0.23,0.23,0.22,0.19,0.22,0.25,0.21,0.2,0.21,0.18,0.19,0.23,0.2,0.19,0.2,0.17,0.2,0.16,0.14,0.17,0.17,0.17,0.17,0.18,0.17,0.13,0.18,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.18,0.15,0.14,0.16,0.16,0.18,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.09,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/23/2021,16.8,3.81,3.43,2.58,2.22,1.63,1.55,1.77,1.99,1.64,1.33,1.6,1.58,1.45,1.67,1.5,1.25,1.48,1.27,1.16,1.03,1.18,1.11,0.9,1.01,0.86,0.83,0.92,0.81,0.67,0.57,0.71,0.64,0.61,0.52,0.47,0.48,0.54,0.52,0.54,0.48,0.53,0.54,0.43,0.44,0.46,0.49,0.44,0.48,0.41,0.34,0.41,0.37,0.4,0.4,0.33,0.27,0.38,0.38,0.36,0.36,0.33,0.34,0.35,0.37,0.33,0.35,0.3,0.29,0.35,0.3,0.35,0.0,0.32,0.27,0.28,0.3,0.21,0.25,0.31,0.27,0.22,0.29,0.29,0.25,0.24,0.23,0.22,0.25,0.26,0.24,0.23,0.25,0.26,0.18,0.23,0.22,0.23,0.24,0.23,0.23,0.2,0.22,0.25,0.21,0.2,0.21,0.18,0.19,0.24,0.2,0.19,0.21,0.18,0.2,0.16,0.14,0.17,0.17,0.17,0.18,0.18,0.17,0.13,0.18,0.16,0.17,0.16,0.17,0.15,0.16,0.15,0.18,0.15,0.14,0.16,0.15,0.18,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.13,0.12,0.14,0.09,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.06,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16
08/24/2021,16.8,3.81,3.43,2.58,2.22,1.63,1.55,1.77,1.99,1.64,1.33,1.6,1.58,1.45,1.67,1.5,1.25,1.48,1.27,1.16,1.03,1.18,1.11,0.9,1.01,0.86,0.83,0.92,0.81,0.67,0.57,0.71,0.64,0.61,0.52,0.47,0.48,0.54,0.52,0.54,0.48,0.53,0.54,0.43,0.44,0.46,0.49,0.44,0.48,0.41,0.34,0.41,0.37,0.4,0.4,0.33,0.27,0.38,0.38,0.36,0.36,0.33,0.34,0.35,0.37,0.33,0.35,0.3,0.29,0.35,0.3,0.35,0.0,0.32,0.27,0.28,0.3,0.21,0.25,0.31,0.27,0.22,0.29,0.29,0.25,0.24,0.23,0.22,0.25,0.26,0.24,0.23,0.25,0.26,0.18,0.23,0.22,0.23,0.24,0.23,0.23,0.2,0.22,0.25,0.21,0.2,0.21,0.18,0.19,0.24,0.2,0.19,0.21,0.18,0.2,0.16,0.14,0.17,0.17,0.17,0.18,0.18,0.17,0.13,0.18,0.16,0.17,0.16,0.17,0.15,0.16,0.15,0.18,0.15,0.14,0.16,0.15,0.18,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.13,0.12,0.14,0.09,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.06,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16
08/25/2021,16.86,3.83,3.43,2.56,2.24,1.62,1.53,1.79,1.98,1.65,1.33,1.6,1.58,1.45,1.66,1.51,1.24,1.48,1.27,1.16,1.02,1.19,1.11,0.9,1.01,0.84,0.82,0.92,0.81,0.67,0.57,0.71,0.64,0.61,0.52,0.47,0.47,0.54,0.52,0.54,0.48,0.54,0.54,0.42,0.44,0.45,0.49,0.44,0.48,0.41,0.35,0.41,0.37,0.39,0.4,0.33,0.27,0.38,0.38,0.36,0.35,0.33,0.35,0.35,0.37,0.33,0.35,0.3,0.28,0.35,0.3,0.34,0.0,0.32,0.27,0.27,0.3,0.21,0.25,0.31,0.27,0.22,0.29,0.3,0.25,0.24,0.23,0.22,0.25,0.26,0.24,0.23,0.25,0.26,0.18,0.22,0.23,0.23,0.24,0.24,0.23,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.19,0.24,0.2,0.19,0.21,0.18,0.2,0.17,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.13,0.18,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.18,0.15,0.14,0.16,0.15,0.18,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.13,0.14,0.12,0.14,0.09,0.13,0.11,0.14,0.14,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.06,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17
08/26/2021,16.89,3.94,3.37,2.53,2.26,1.67,1.55,1.78,2.01,1.66,1.35,1.58,1.56,1.43,1.63,1.51,1.25,1.45,1.25,1.17,1.01,1.17,1.1,0.9,1.02,0.86,0.81,0.95,0.8,0.66,0.57,0.7,0.63,0.61,0.53,0.48,0.47,0.55,0.52,0.53,0.47,0.54,0.52,0.43,0.44,0.45,0.49,0.44,0.48,0.41,0.36,0.4,0.38,0.39,0.4,0.33,0.28,0.38,0.39,0.36,0.36,0.33,0.36,0.35,0.37,0.33,0.34,0.3,0.29,0.35,0.3,0.35,0.0,0.32,0.27,0.27,0.29,0.21,0.25,0.31,0.27,0.23,0.29,0.29,0.25,0.24,0.22,0.22,0.25,0.26,0.24,0.23,0.24,0.26,0.18,0.22,0.22,0.23,0.23,0.23,0.23,0.19,0.22,0.25,0.21,0.2,0.21,0.18,0.19,0.23,0.2,0.19,0.21,0.17,0.19,0.16,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.14,0.18,0.16,0.16,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.16,0.15,0.19,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.09,0.13,0.11,0.14,0.14,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17000000000002
08/27/2021,16.86,3.95,3.32,2.5,2.26,1.68,1.56,1.8,1.95,1.65,1.36,1.57,1.55,1.42,1.6,1.51,1.25,1.46,1.28,1.17,1.01,1.17,1.09,0.9,1.02,0.86,0.81,0.94,0.8,0.67,0.58,0.69,0.62,0.61,0.54,0.47,0.47,0.55,0.51,0.52,0.47,0.54,0.53,0.43,0.43,0.45,0.49,0.44,0.48,0.42,0.37,0.4,0.38,0.4,0.4,0.33,0.28,0.38,0.4,0.36,0.36,0.34,0.36,0.36,0.37,0.33,0.34,0.3,0.29,0.35,0.29,0.35,0.0,0.33,0.27,0.27,0.29,0.22,0.26,0.31,0.27,0.23,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.23,0.24,0.26,0.19,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.26,0.21,0.21,0.21,0.18,0.2,0.23,0.2,0.19,0.21,0.17,0.19,0.16,0.15,0.17,0.17,0.17,0.18,0.19,0.17,0.13,0.18,0.16,0.16,0.16,0.17,0.15,0.17,0.15,0.18,0.15,0.14,0.17,0.15,0.19,0.15,0.14,0.13,0.17,0.13,0.14,0.13,0.13,0.14,0.12,0.15,0.09,0.13,0.12,0.14,0.14,0.11,0.14,0.12,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.08,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19
08/30/2021,16.73,3.93,3.3,2.51,2.25,1.68,1.55,1.81,1.92,1.71,1.36,1.58,1.56,1.4,1.6,1.49,1.26,1.46,1.3,1.16,1.01,1.17,1.08,0.89,1.02,0.87,0.82,0.94,0.79,0.68,0.59,0.69,0.62,0.59,0.54,0.47,0.47,0.55,0.51,0.53,0.47,0.5,0.53,0.42,0.44,0.46,0.49,0.45,0.48,0.44,0.36,0.4,0.37,0.4,0.4,0.33,0.28,0.38,0.39,0.37,0.36,0.34,0.37,0.36,0.38,0.34,0.34,0.3,0.29,0.36,0.3,0.35,0.0,0.33,0.27,0.27,0.29,0.22,0.26,0.31,0.27,0.23,0.29,0.29,0.25,0.25,0.23,0.22,0.25,0.26,0.24,0.24,0.24,0.27,0.19,0.22,0.23,0.23,0.24,0.23,0.23,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.2,0.23,0.2,0.19,0.21,0.18,0.2,0.17,0.15,0.16,0.16,0.17,0.18,0.19,0.17,0.14,0.18,0.16,0.15,0.15,0.17,0.15,0.17,0.14,0.18,0.15,0.14,0.17,0.15,0.19,0.15,0.14,0.13,0.17,0.13,0.15,0.13,0.13,0.14,0.12,0.15,0.09,0.13,0.12,0.14,0.15,0.11,0.14,0.12,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.1,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.08,0.08,0.07,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.2,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11
