,MSFT,AAPL,AMZN,GOOGL,PYPL,NVDA,ADBE,HD,TSLA,MA,FB,UNH,ASML,NKE,SPGI,NOW,APTV,CRM,V,n/a,DE,LIN,JCI,NFLX,PG,LRCX,ROK,ZEN,UPS,ILMN,EW,TMO,ZTS,EQIX,A,AMGN,VRTX,ACN,CDNS,ATVI,MAS,KEYS,PLD,WDAY,PEP,MMM,GNRC,TDOC,CMG,MDLZ,CDW,CAR,MRK,ADSK,POOL,TGT,PD,WST,DPZ,CGNX,AMD,EXPE,TREX,YETI,OKTA,DIS,ALGN,DXCM,CI,CPRT,DDOG,FSLY,AMAT,UNP,SBAC,EL,IDXX,NVAX,ETSY,KDP,BLDP.TO,KO,MKTX,BBY,NVO,EA,CRWD,ULTA,DOCU,MRNA,SPLK,WMS,NARI,EBAY,GVMXX,BLDP,IWF,INTU,RIVN,TNDM,SWAV,SUM
12/28/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/29/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/30/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/31/2021,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/04/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/05/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/06/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/07/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/10/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/11/2022,12.85,7.53,6.71,7.2,3.93,3.42,3.21,2.59,3.0,2.2,2.17,1.94,2.03,1.61,1.56,1.48,1.2,1.06,1.16,0.19,1.3,1.06,1.01,1.17,1.01,0.85,0.94,0.74,0.71,0.68,0.91,0.87,0.76,0.72,0.78,0.63,0.64,0.77,0.74,0.0,0.57,0.64,0.62,0.62,0.59,0.3,0.52,0.0,0.58,0.43,0.48,0.79,0.0,0.42,0.36,0.35,0.35,0.43,0.0,0.31,0.36,0.29,0.29,0.27,0.38,0.26,0.29,0.32,0.19,0.24,0.33,0.0,0.3,0.14,0.17,0.15,0.2,0.18,0.16,0.05,0.09,0.05,0.04,0.04,1.37,0.55,0.53,0.29,0.27,0.18,0.16,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
01/12/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/13/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/14/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/17/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/18/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/19/2022,12.99,8.09,6.68,7.32,4.09,3.53,3.49,2.42,2.69,2.05,2.28,1.94,2.12,1.72,1.53,1.45,1.16,0.97,1.11,0.0,1.38,1.07,1.05,1.02,0.97,0.85,0.98,0.7,0.72,0.72,0.84,0.8,0.76,0.72,0.81,0.62,0.66,0.76,0.75,0.53,0.59,0.66,0.62,0.63,0.57,0.31,0.52,0.0,0.58,0.43,0.49,0.58,0.0,0.43,0.39,0.34,0.34,0.42,0.0,0.33,0.36,0.24,0.29,0.29,0.39,0.26,0.29,0.29,0.19,0.23,0.27,0.15,0.29,0.15,0.17,0.16,0.2,0.19,0.16,0.06,0.0,0.05,0.05,0.04,1.34,0.0,0.34,0.0,0.25,0.1,0.11,0.06,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,0.0,99.94
01/20/2022,13.46,8.6,5.92,6.6,2.5,4.09,2.79,2.87,3.49,2.16,1.76,2.19,1.9,0.98,1.52,1.35,1.18,0.87,2.02,0.21,1.22,1.1,1.06,0.6,1.04,0.95,0.99,0.58,0.73,0.55,0.91,0.42,0.84,0.0,0.7,0.58,0.67,0.87,0.8,0.0,0.65,0.72,0.73,0.6,0.6,0.26,0.39,0.0,0.5,0.43,0.47,0.0,0.0,0.0,0.41,0.3,0.25,0.42,0.0,0.27,1.47,0.63,0.34,0.23,0.32,0.8,0.24,0.28,0.19,0.23,0.36,0.0,0.32,0.15,0.17,0.17,0.66,0.1,0.14,0.06,0.07,0.47,0.04,0.03,1.41,0.45,0.39,0.29,0.13,0.0,0.11,0.05,0.05,0.03,0.0,0.0,0.49,0.32,0.31,0.24,0.19,100.0
01/21/2022,13.46,8.6,5.92,6.6,2.5,4.09,2.79,2.87,3.49,2.16,1.76,2.19,1.9,0.98,1.52,1.35,1.18,0.87,2.02,0.21,1.22,1.1,1.06,0.6,1.04,0.95,0.99,0.58,0.73,0.55,0.91,0.42,0.84,0.0,0.7,0.58,0.67,0.87,0.8,0.0,0.65,0.72,0.73,0.6,0.6,0.26,0.39,0.0,0.5,0.43,0.47,0.0,0.0,0.0,0.41,0.3,0.25,0.42,0.0,0.27,1.47,0.63,0.34,0.23,0.32,0.8,0.24,0.28,0.19,0.23,0.36,0.0,0.32,0.15,0.17,0.17,0.66,0.1,0.14,0.06,0.07,0.47,0.04,0.03,1.41,0.45,0.39,0.29,0.13,0.0,0.11,0.05,0.05,0.03,0.0,0.0,0.49,0.32,0.31,0.24,0.19,100.0
01/24/2022,13.46,8.6,5.92,6.6,2.5,4.09,2.79,2.87,3.49,2.16,1.76,2.19,1.9,0.98,1.52,1.35,1.18,0.87,2.02,0.21,1.22,1.1,1.06,0.6,1.04,0.95,0.99,0.58,0.73,0.55,0.91,0.42,0.84,0.0,0.7,0.58,0.67,0.87,0.8,0.0,0.65,0.72,0.73,0.6,0.6,0.26,0.39,0.0,0.5,0.43,0.47,0.0,0.0,0.0,0.41,0.3,0.25,0.42,0.0,0.27,1.47,0.63,0.34,0.23,0.32,0.8,0.24,0.28,0.19,0.23,0.36,0.0,0.32,0.15,0.17,0.17,0.66,0.1,0.14,0.06,0.07,0.47,0.04,0.03,1.41,0.45,0.39,0.29,0.13,0.0,0.11,0.05,0.05,0.03,0.0,0.0,0.49,0.32,0.31,0.24,0.19,100.0
01/25/2022,13.46,8.6,5.92,6.6,2.5,4.09,2.79,2.87,3.49,2.16,1.76,2.19,1.9,0.98,1.52,1.35,1.18,0.87,2.02,0.21,1.22,1.1,1.06,0.6,1.04,0.95,0.99,0.58,0.73,0.55,0.91,0.42,0.84,0.0,0.7,0.58,0.67,0.87,0.8,0.0,0.65,0.72,0.73,0.6,0.6,0.26,0.39,0.0,0.5,0.43,0.47,0.0,0.0,0.0,0.41,0.3,0.25,0.42,0.0,0.27,1.47,0.63,0.34,0.23,0.32,0.8,0.24,0.28,0.19,0.23,0.36,0.0,0.32,0.15,0.17,0.17,0.66,0.1,0.14,0.06,0.07,0.47,0.04,0.03,1.41,0.45,0.39,0.29,0.13,0.0,0.11,0.05,0.05,0.03,0.0,0.0,0.49,0.32,0.31,0.24,0.19,100.0
01/26/2022,13.46,8.6,5.92,6.6,2.5,4.09,2.79,2.87,3.49,2.16,1.76,2.19,1.9,0.98,1.52,1.35,1.18,0.87,2.02,0.21,1.22,1.1,1.06,0.6,1.04,0.95,0.99,0.58,0.73,0.55,0.91,0.42,0.84,0.0,0.7,0.58,0.67,0.87,0.8,0.0,0.65,0.72,0.73,0.6,0.6,0.26,0.39,0.0,0.5,0.43,0.47,0.0,0.0,0.0,0.41,0.3,0.25,0.42,0.0,0.27,1.47,0.63,0.34,0.23,0.32,0.8,0.24,0.28,0.19,0.23,0.36,0.0,0.32,0.15,0.17,0.17,0.66,0.1,0.14,0.06,0.07,0.47,0.04,0.03,1.41,0.45,0.39,0.29,0.13,0.0,0.11,0.05,0.05,0.03,0.0,0.0,0.49,0.32,0.31,0.24,0.19,100.0
01/27/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
01/28/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
01/31/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
02/01/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
02/02/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
02/03/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
02/04/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
02/07/2022,13.45,7.76,6.34,6.59,2.49,4.62,3.34,2.83,3.85,1.92,1.86,1.96,1.92,1.27,1.49,1.38,1.16,0.99,1.66,0.0,1.2,1.03,1.0,1.05,0.93,0.91,0.97,0.58,0.7,0.54,0.78,0.86,0.78,0.31,0.67,0.52,0.58,0.76,0.77,0.0,0.62,0.68,0.66,0.61,0.56,0.25,0.48,0.0,0.46,0.39,0.44,0.0,0.0,0.0,0.42,0.32,0.26,0.4,0.0,0.27,1.65,0.57,0.34,0.25,0.31,0.53,0.24,0.3,0.16,0.22,0.37,0.0,0.3,0.16,0.15,0.15,0.38,0.16,0.19,0.06,0.0,0.05,0.03,0.03,1.37,0.43,0.42,0.27,0.23,0.0,0.12,0.05,0.05,0.04,0.27,0.09,0.95,0.0,0.35,0.1,0.0,99.98
