,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,NOVOB.CO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,ALV.DE,GSK.L,BATS.L,RIO.L,BP.L,SU.PA,RDSA,AI.PA,AIR.PA,ADYEN.AS,IBE.MC,ENEL.MI,RDSB,DAI.DE,BAS.DE,BNP.PA,DTE.DE,ADS.DE,DPW.DE,RKT.L,ABBN.SW,SAN.MC,KER.PA,0QMU,BHP.L,ABI.BR,ZURN.SW,BAYN.DE,UBSG.SW,REL.L,AAL.L,LONN.SW,EL.PA,DG.PA,CS.PA,IFX.DE,PRU.L,RMS.PA,INGA.AS,NG.L,BN.PA,SAF.PA,DSV.CO,ISP.MI,GLEN.L,SIKA.SW,LLOY.L,VOD.L,VOW3.DE,RI.PA,STLA.MI,PHIA.AS,INVE B.ST,BBVA.MC,VWS.CO,CRH.L,ATCO A.ST,ITX.MC,PRX.AS,CPG.L,MUV2.DE,VNA.DE,BARC.L,VOLV B.ST,NDA SE.ST,GIVN.SW,EXPN.L,LSEG.L,SGO.PA,ERIC B.ST,CASH OR CASH COLLATERAL,CLNX.MC,ALC.SW,DASSAULT SYSTEMES SE,AHT.L,DB1.DE,DSM.AS,FERG.L,BMW.DE,KNEBV.HE,AMS.MC,AD.AS,CAP.PA,NOKIA.HE,ENI.MI,ASSA B.ST,HOLN.SW,LR.PA,FLTR,PGHN.SW,VIV.PA,HEXA B.ST,ML.PA,HEIA.AS,GEBN.SW,SAND.ST,GMAB.CO,WKL.AS,EVO.ST,ORSTED.CO,NESTE.HE,DHER.DE,EOAN.DE,SREN.SW,MRK.DE,KBC.BR,RACE.MI,DBK.DE,RWE.DE,TSCO.L,UCG.MI,CSGN.SW,G.MI,STM.PA,ENGI.PA,TEF.MC,ORA.PA,BT.A.L,TEP.PA,AKZA.AS,GLE.PA,BA.L,SAMPO.HE,WLN.PA,KRZ.IR,DWNI.DE,SSE.L,AV.L,EQNR.OL,LGEN.L,FRE.DE,MT.AS,ZAL.DE,SOON.SW,SEB A.ST,ESSITY B.ST,UPM.HE,IMB.L,ATCOB,SRT3,CARL B.CO,STMN.SW,HEN3.DE,SGRO.L,COLO B.CO,SN.L,DNB.OL,MAERSK B.CO,SY1.DE,HMB.ST,ACA.PA,SHL.DE,REP.MC,STAN.L,WPP.L,SHB A.ST,VIE.PA,SWED A.ST,KNIN.SW,SLHN.SW,NIBE B.ST,KRX.IR,CON.DE,NZYM B.CO,III.L,OCDO.L,SGSN.SW,PAH3.DE,FME.DE,CNHI.MI,ERF.PA,SWMA.ST,SK3.IR,MONC.MI,EPI A.ST,BNR.DE,EDEN.PA,HLMA.L,NXT.L,BAER.SW,SCMN.SW,CRDA.L,NWG.L,PUB.PA,HAL.AS,DSY.PA,NN.AS,SPX.L,FER.MC,EDP.LS,ARGX.BR,ENT.L,DSY,NOVO B.CO,RDSA.AS,RYDBF,RITN.,UG,DSYA.,ANSGR.IS,FLTR.L,ATCOB.ST,SRT3.,HM B.ST,RTO.L,n/a,UCB.BR,ZAL.,CFR.SW,DIM.PA,603613.SS,CRH.IR,FLTR.IR,RR.L,SUM
09/03/2021,3.13,3.01,2.43,1.96,1.71,1.56,1.26,1.41,1.4,1.15,0.94,1.02,0.95,0.96,0.97,0.83,0.87,0.74,0.69,0.7,0.83,0.7,0.73,0.72,0.85,0.62,0.61,0.63,0.61,0.61,0.63,0.59,0.56,0.59,0.48,0.61,0.55,0.51,0.0,0.57,0.45,0.57,0.47,0.55,0.51,0.5,0.54,0.5,0.45,0.5,0.48,0.47,0.44,0.46,0.42,0.43,0.38,0.44,0.43,0.42,0.44,0.37,0.39,0.38,0.37,0.38,0.36,0.37,0.38,0.35,0.36,0.38,0.33,0.66,0.32,0.35,0.33,0.35,0.31,0.34,0.34,0.35,0.31,0.33,0.27,0.0,0.32,0.35,0.0,0.3,0.28,0.32,0.29,0.26,0.29,0.24,0.3,0.31,0.29,0.27,0.27,0.25,0.26,0.25,0.29,0.28,0.29,0.25,0.22,0.27,0.24,0.27,0.26,0.22,0.25,0.23,0.23,0.25,0.22,0.26,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.25,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.19,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.16,0.14,0.17,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.15,0.13,0.13,0.13,0.34,0.14,0.14,0.0,0.13,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.5,0.13,0.0,0.0,0.0,0.0,81.81
09/06/2021,3.09,3.07,2.38,1.93,1.74,1.57,1.23,1.39,1.41,1.15,0.94,1.02,0.95,0.97,0.97,0.82,0.87,0.73,0.68,0.71,0.84,0.7,0.72,0.72,0.82,0.63,0.61,0.63,0.59,0.6,0.63,0.59,0.56,0.59,0.48,0.61,0.55,0.52,0.0,0.52,0.44,0.56,0.47,0.55,0.51,0.49,0.54,0.51,0.46,0.5,0.49,0.47,0.45,0.47,0.42,0.42,0.38,0.45,0.42,0.42,0.44,0.36,0.38,0.37,0.38,0.38,0.37,0.38,0.38,0.36,0.35,0.38,0.34,0.68,0.32,0.34,0.32,0.35,0.3,0.36,0.34,0.35,0.31,0.33,0.28,0.0,0.32,0.36,0.0,0.31,0.28,0.31,0.29,0.26,0.28,0.24,0.3,0.31,0.3,0.27,0.27,0.25,0.26,0.26,0.28,0.29,0.3,0.25,0.22,0.27,0.24,0.27,0.26,0.24,0.24,0.23,0.25,0.25,0.22,0.27,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.25,0.22,0.22,0.2,0.17,0.22,0.2,0.22,0.21,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.18,0.2,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.0,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.15,0.14,0.0,0.0,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.13,0.15,0.13,0.13,0.13,0.34,0.14,0.14,0.13,0.13,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.21,0.13,0.0,0.5,0.13,0.0,0.0,0.0,0.0,81.83
09/08/2021,3.1,3.07,2.39,1.92,1.72,1.56,1.24,1.39,1.4,1.17,0.94,1.02,0.94,0.97,0.96,0.82,0.88,0.73,0.69,0.71,0.84,0.7,0.73,0.71,0.82,0.62,0.6,0.63,0.59,0.6,0.63,0.58,0.56,0.59,0.5,0.61,0.54,0.51,0.0,0.53,0.43,0.56,0.47,0.55,0.51,0.5,0.53,0.5,0.45,0.5,0.49,0.48,0.44,0.47,0.42,0.43,0.37,0.45,0.42,0.43,0.44,0.37,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.36,0.38,0.34,0.68,0.32,0.34,0.31,0.35,0.3,0.36,0.34,0.35,0.31,0.33,0.28,0.0,0.32,0.36,0.0,0.3,0.28,0.32,0.29,0.26,0.29,0.23,0.3,0.31,0.3,0.27,0.27,0.25,0.26,0.26,0.28,0.29,0.3,0.25,0.22,0.26,0.24,0.27,0.26,0.24,0.24,0.23,0.24,0.25,0.22,0.27,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.25,0.22,0.22,0.2,0.17,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.21,0.19,0.2,0.2,0.18,0.2,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.14,0.0,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.13,0.16,0.0,0.13,0.13,0.34,0.14,0.14,0.13,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.21,0.13,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.82999999999998
09/09/2021,3.1,3.07,2.39,1.92,1.72,1.56,1.24,1.39,1.4,1.17,0.94,1.02,0.94,0.97,0.96,0.82,0.88,0.73,0.69,0.71,0.84,0.7,0.73,0.71,0.82,0.62,0.6,0.63,0.59,0.6,0.63,0.58,0.56,0.59,0.5,0.61,0.54,0.51,0.0,0.53,0.43,0.56,0.47,0.55,0.51,0.5,0.53,0.5,0.45,0.5,0.49,0.48,0.44,0.47,0.42,0.43,0.37,0.45,0.42,0.43,0.44,0.37,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.36,0.38,0.34,0.68,0.32,0.34,0.31,0.35,0.3,0.36,0.34,0.35,0.31,0.33,0.28,0.0,0.32,0.36,0.0,0.3,0.28,0.32,0.29,0.26,0.29,0.23,0.3,0.31,0.3,0.27,0.27,0.25,0.26,0.26,0.28,0.29,0.3,0.25,0.22,0.26,0.24,0.27,0.26,0.24,0.24,0.23,0.24,0.25,0.22,0.27,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.25,0.22,0.22,0.2,0.17,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.21,0.19,0.2,0.2,0.18,0.2,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.14,0.0,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.13,0.16,0.0,0.13,0.13,0.34,0.14,0.14,0.13,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.21,0.13,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.82999999999998
09/10/2021,3.1,3.09,2.37,1.89,1.77,1.55,1.24,1.4,1.41,1.2,0.93,1.01,0.95,0.96,0.96,0.82,0.87,0.73,0.68,0.7,0.84,0.7,0.72,0.71,0.82,0.61,0.59,0.63,0.59,0.61,0.63,0.59,0.56,0.59,0.51,0.6,0.55,0.52,0.0,0.53,0.43,0.56,0.47,0.55,0.51,0.5,0.54,0.51,0.45,0.5,0.49,0.48,0.46,0.46,0.42,0.42,0.36,0.45,0.42,0.43,0.43,0.36,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.36,0.35,0.38,0.34,0.7,0.31,0.34,0.31,0.35,0.31,0.36,0.34,0.36,0.31,0.33,0.27,0.0,0.32,0.36,0.0,0.31,0.28,0.32,0.29,0.26,0.28,0.24,0.3,0.31,0.29,0.27,0.27,0.23,0.27,0.27,0.28,0.29,0.29,0.25,0.22,0.26,0.25,0.26,0.27,0.24,0.24,0.24,0.25,0.25,0.22,0.26,0.25,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.25,0.21,0.22,0.2,0.17,0.23,0.19,0.21,0.21,0.22,0.16,0.2,0.19,0.2,0.19,0.21,0.19,0.18,0.2,0.17,0.19,0.19,0.17,0.19,0.17,0.19,0.2,0.15,0.19,0.15,0.18,0.18,0.14,0.17,0.17,0.15,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.13,0.0,0.14,0.0,0.13,0.13,0.15,0.0,0.0,0.13,0.34,0.14,0.14,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.0,0.0,0.51,0.13,0.0,0.0,0.0,0.0,81.85
09/13/2021,3.12,3.11,2.3,1.85,1.8,1.52,1.25,1.38,1.41,1.18,0.93,0.98,0.94,0.97,0.98,0.82,0.86,0.73,0.67,0.71,0.84,0.7,0.73,0.72,0.83,0.61,0.6,0.63,0.58,0.61,0.63,0.59,0.56,0.58,0.5,0.6,0.54,0.53,0.0,0.52,0.42,0.57,0.46,0.55,0.52,0.49,0.54,0.52,0.45,0.5,0.49,0.46,0.46,0.47,0.43,0.42,0.37,0.45,0.42,0.44,0.43,0.36,0.38,0.37,0.39,0.38,0.37,0.37,0.38,0.35,0.0,0.38,0.34,0.66,0.31,0.35,0.31,0.35,0.3,0.36,0.34,0.36,0.31,0.33,0.28,0.0,0.33,0.36,0.0,0.31,0.28,0.32,0.29,0.26,0.28,0.25,0.3,0.31,0.29,0.27,0.28,0.23,0.27,0.26,0.28,0.29,0.3,0.25,0.22,0.27,0.24,0.26,0.27,0.24,0.23,0.24,0.25,0.26,0.22,0.27,0.25,0.25,0.23,0.23,0.24,0.24,0.22,0.22,0.25,0.22,0.22,0.2,0.17,0.23,0.2,0.21,0.21,0.23,0.17,0.2,0.19,0.2,0.19,0.21,0.2,0.18,0.2,0.17,0.18,0.2,0.17,0.19,0.17,0.0,0.0,0.15,0.19,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.13,0.16,0.17,0.0,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.14,0.16,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.13,0.16,0.13,0.13,0.13,0.35,0.14,0.14,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.13,0.24,0.0,0.0,0.52,0.13,0.0,0.35,0.0,0.0,81.9
09/14/2021,3.14,3.14,2.29,1.84,1.82,1.52,1.25,1.38,1.42,1.21,0.94,0.96,0.94,0.98,0.98,0.82,0.86,0.73,0.68,0.71,0.85,0.7,0.73,0.72,0.84,0.6,0.58,0.64,0.59,0.61,0.62,0.58,0.57,0.58,0.5,0.61,0.54,0.53,0.0,0.52,0.42,0.57,0.46,0.56,0.52,0.5,0.54,0.52,0.44,0.5,0.5,0.47,0.47,0.46,0.43,0.42,0.37,0.45,0.42,0.44,0.43,0.36,0.38,0.37,0.39,0.38,0.37,0.37,0.37,0.35,0.0,0.39,0.34,0.66,0.31,0.35,0.31,0.35,0.3,0.36,0.34,0.37,0.32,0.33,0.27,0.0,0.32,0.36,0.0,0.31,0.28,0.32,0.29,0.26,0.27,0.24,0.3,0.31,0.29,0.27,0.27,0.23,0.27,0.26,0.28,0.29,0.3,0.25,0.22,0.27,0.24,0.25,0.26,0.24,0.23,0.24,0.25,0.25,0.22,0.27,0.25,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.26,0.21,0.22,0.2,0.17,0.23,0.2,0.22,0.21,0.23,0.17,0.19,0.19,0.2,0.19,0.21,0.2,0.18,0.2,0.17,0.18,0.19,0.17,0.19,0.18,0.0,0.0,0.15,0.2,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.0,0.13,0.14,0.16,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.13,0.16,0.13,0.13,0.0,0.34,0.14,0.15,0.13,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,0.13,0.26,0.0,0.0,0.53,0.0,0.0,0.34,0.0,0.0,82.00999999999999
09/15/2021,3.14,3.14,2.29,1.84,1.82,1.52,1.25,1.38,1.42,1.21,0.94,0.96,0.94,0.98,0.98,0.82,0.86,0.73,0.68,0.71,0.85,0.7,0.73,0.72,0.84,0.6,0.58,0.64,0.59,0.61,0.62,0.58,0.57,0.58,0.5,0.61,0.54,0.53,0.0,0.52,0.42,0.57,0.46,0.56,0.52,0.5,0.54,0.52,0.44,0.5,0.5,0.47,0.47,0.46,0.43,0.42,0.37,0.45,0.42,0.44,0.43,0.36,0.38,0.37,0.39,0.38,0.37,0.37,0.37,0.35,0.34,0.39,0.34,0.66,0.31,0.35,0.31,0.35,0.3,0.36,0.34,0.37,0.32,0.33,0.27,0.0,0.32,0.36,0.0,0.31,0.28,0.32,0.29,0.26,0.27,0.24,0.3,0.31,0.29,0.27,0.27,0.23,0.27,0.26,0.28,0.29,0.3,0.25,0.22,0.27,0.24,0.25,0.26,0.24,0.23,0.24,0.25,0.25,0.22,0.27,0.25,0.24,0.23,0.23,0.24,0.23,0.22,0.22,0.26,0.21,0.22,0.2,0.17,0.23,0.2,0.22,0.21,0.23,0.17,0.19,0.19,0.2,0.19,0.21,0.2,0.18,0.2,0.17,0.18,0.19,0.17,0.19,0.18,0.2,0.21,0.15,0.2,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.14,0.15,0.14,0.14,0.0,0.13,0.14,0.16,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.13,0.13,0.16,0.13,0.13,0.0,0.34,0.14,0.15,0.13,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,82.00999999999999
09/17/2021,3.11,3.23,2.29,1.83,1.77,1.51,1.26,1.38,1.42,1.22,0.92,0.96,0.97,0.98,0.98,0.81,0.85,0.73,0.67,0.71,0.85,0.71,0.72,0.71,0.83,0.6,0.59,0.64,0.62,0.61,0.63,0.58,0.55,0.59,0.51,0.61,0.55,0.5,0.0,0.51,0.42,0.57,0.46,0.56,0.52,0.49,0.54,0.52,0.45,0.49,0.51,0.45,0.45,0.47,0.44,0.42,0.37,0.45,0.43,0.44,0.44,0.37,0.37,0.37,0.39,0.38,0.37,0.37,0.38,0.36,0.35,0.39,0.35,0.63,0.31,0.35,0.31,0.34,0.31,0.36,0.34,0.37,0.31,0.33,0.27,0.0,0.32,0.37,0.0,0.31,0.28,0.33,0.29,0.27,0.27,0.23,0.3,0.31,0.29,0.28,0.28,0.23,0.27,0.27,0.28,0.29,0.3,0.25,0.22,0.27,0.24,0.25,0.27,0.23,0.23,0.24,0.24,0.26,0.22,0.26,0.25,0.25,0.23,0.23,0.24,0.23,0.22,0.22,0.27,0.22,0.22,0.2,0.16,0.23,0.2,0.21,0.21,0.23,0.16,0.19,0.2,0.21,0.19,0.22,0.2,0.18,0.19,0.16,0.19,0.2,0.17,0.18,0.17,0.2,0.2,0.14,0.2,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.0,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.14,0.18,0.15,0.0,0.0,0.15,0.0,0.14,0.14,0.13,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.0,0.13,0.16,0.13,0.13,0.13,0.35,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.28,0.0,0.0,0.51,0.13,0.0,0.0,0.0,0.0,82.02000000000001
09/20/2021,3.09,3.23,2.28,1.81,1.72,1.52,1.25,1.37,1.45,1.24,0.92,0.96,0.99,0.97,0.95,0.81,0.84,0.73,0.65,0.74,0.87,0.73,0.72,0.72,0.86,0.56,0.55,0.65,0.62,0.61,0.64,0.58,0.54,0.61,0.52,0.61,0.55,0.47,0.0,0.5,0.42,0.56,0.46,0.56,0.52,0.46,0.54,0.52,0.44,0.5,0.5,0.46,0.45,0.47,0.44,0.42,0.38,0.46,0.43,0.44,0.44,0.38,0.37,0.36,0.38,0.4,0.37,0.37,0.39,0.35,0.35,0.39,0.36,0.62,0.32,0.35,0.31,0.35,0.31,0.37,0.34,0.37,0.32,0.34,0.27,0.0,0.32,0.37,0.0,0.33,0.28,0.33,0.3,0.27,0.26,0.24,0.3,0.32,0.28,0.29,0.28,0.23,0.27,0.28,0.28,0.28,0.3,0.25,0.22,0.26,0.24,0.24,0.27,0.24,0.22,0.23,0.24,0.25,0.22,0.26,0.25,0.25,0.23,0.22,0.24,0.23,0.22,0.23,0.27,0.21,0.22,0.2,0.16,0.22,0.2,0.21,0.21,0.23,0.16,0.19,0.2,0.21,0.19,0.22,0.2,0.17,0.2,0.16,0.2,0.2,0.17,0.18,0.18,0.2,0.2,0.14,0.21,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.17,0.14,0.18,0.15,0.0,0.14,0.15,0.13,0.14,0.13,0.0,0.15,0.16,0.0,0.13,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.16,0.14,0.0,0.0,0.36,0.15,0.15,0.13,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.29,0.0,0.0,0.48,0.13,0.0,0.0,0.0,0.0,82.02000000000001
09/21/2021,3.03,3.17,2.28,1.78,1.73,1.51,1.25,1.38,1.47,1.23,0.94,0.97,0.99,0.98,0.97,0.81,0.84,0.73,0.63,0.75,0.9,0.72,0.7,0.72,0.85,0.56,0.55,0.65,0.61,0.6,0.64,0.58,0.54,0.6,0.52,0.56,0.54,0.49,0.0,0.48,0.43,0.55,0.46,0.54,0.53,0.43,0.53,0.53,0.46,0.49,0.5,0.46,0.46,0.47,0.45,0.42,0.38,0.49,0.42,0.43,0.43,0.39,0.37,0.36,0.39,0.39,0.38,0.37,0.39,0.35,0.34,0.39,0.37,0.62,0.32,0.35,0.31,0.35,0.31,0.39,0.34,0.39,0.31,0.33,0.29,0.0,0.34,0.37,0.0,0.33,0.27,0.33,0.3,0.26,0.26,0.25,0.31,0.31,0.26,0.28,0.27,0.23,0.27,0.28,0.34,0.27,0.29,0.24,0.22,0.25,0.23,0.25,0.26,0.27,0.23,0.23,0.24,0.25,0.22,0.26,0.25,0.24,0.24,0.22,0.24,0.25,0.23,0.22,0.26,0.22,0.23,0.18,0.17,0.22,0.19,0.21,0.22,0.22,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.17,0.19,0.19,0.19,0.2,0.16,0.18,0.18,0.2,0.14,0.14,0.2,0.14,0.18,0.18,0.14,0.17,0.16,0.15,0.13,0.17,0.17,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.14,0.18,0.15,0.0,0.14,0.15,0.0,0.16,0.13,0.0,0.15,0.17,0.0,0.13,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.15,0.14,0.14,0.14,0.36,0.15,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.94
09/22/2021,3.03,3.17,2.28,1.78,1.73,1.51,1.25,1.38,1.47,1.23,0.94,0.97,0.99,0.98,0.97,0.81,0.84,0.73,0.63,0.75,0.9,0.72,0.7,0.72,0.85,0.56,0.55,0.65,0.61,0.6,0.64,0.58,0.54,0.6,0.52,0.56,0.54,0.49,0.0,0.48,0.43,0.55,0.46,0.54,0.53,0.43,0.53,0.53,0.46,0.49,0.5,0.46,0.46,0.47,0.45,0.42,0.38,0.49,0.42,0.43,0.43,0.39,0.37,0.36,0.39,0.39,0.38,0.37,0.39,0.35,0.34,0.39,0.37,0.62,0.32,0.35,0.31,0.35,0.31,0.39,0.34,0.39,0.31,0.33,0.29,0.0,0.34,0.37,0.0,0.33,0.27,0.33,0.3,0.26,0.26,0.25,0.31,0.31,0.26,0.28,0.27,0.23,0.27,0.28,0.34,0.27,0.29,0.24,0.22,0.25,0.23,0.25,0.26,0.27,0.23,0.23,0.24,0.25,0.22,0.26,0.25,0.24,0.24,0.22,0.24,0.25,0.23,0.22,0.26,0.22,0.23,0.18,0.17,0.22,0.19,0.21,0.22,0.22,0.18,0.19,0.2,0.21,0.19,0.22,0.2,0.17,0.19,0.19,0.19,0.2,0.16,0.18,0.18,0.2,0.14,0.14,0.2,0.14,0.18,0.18,0.14,0.17,0.16,0.15,0.13,0.17,0.17,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.14,0.18,0.15,0.0,0.14,0.15,0.0,0.16,0.13,0.0,0.15,0.17,0.0,0.13,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.15,0.14,0.14,0.14,0.36,0.15,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.94
09/23/2021,3.08,3.14,2.3,1.8,1.73,1.62,1.27,1.36,1.47,1.19,0.91,0.99,0.98,0.98,0.96,0.79,0.86,0.74,0.62,0.75,0.87,0.72,0.7,0.72,0.85,0.56,0.55,0.65,0.6,0.59,0.62,0.57,0.55,0.6,0.53,0.55,0.52,0.48,0.0,0.48,0.43,0.55,0.46,0.51,0.53,0.41,0.53,0.53,0.47,0.48,0.49,0.42,0.46,0.46,0.45,0.42,0.39,0.49,0.41,0.42,0.44,0.37,0.37,0.35,0.39,0.37,0.38,0.36,0.36,0.35,0.0,0.37,0.37,0.62,0.32,0.34,0.31,0.34,0.3,0.4,0.34,0.39,0.31,0.33,0.28,0.0,0.35,0.37,0.0,0.31,0.28,0.34,0.29,0.26,0.26,0.26,0.31,0.31,0.26,0.28,0.27,0.23,0.26,0.0,0.34,0.27,0.29,0.24,0.22,0.25,0.23,0.25,0.27,0.27,0.23,0.23,0.23,0.25,0.22,0.26,0.25,0.24,0.22,0.23,0.24,0.24,0.21,0.22,0.26,0.22,0.23,0.18,0.17,0.22,0.19,0.2,0.22,0.22,0.17,0.2,0.2,0.21,0.19,0.22,0.2,0.18,0.18,0.18,0.19,0.2,0.17,0.17,0.18,0.19,0.14,0.14,0.2,0.15,0.18,0.18,0.14,0.17,0.15,0.16,0.0,0.16,0.17,0.15,0.13,0.15,0.15,0.15,0.16,0.17,0.14,0.17,0.15,0.0,0.14,0.15,0.0,0.17,0.13,0.13,0.14,0.17,0.13,0.13,0.0,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.16,0.0,0.14,0.14,0.36,0.15,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.69,0.0,0.0,0.48,0.0,0.0,0.35,0.27,0.0,81.97999999999999
