,ISHARES MSCI BRAZIL CAPPED ETF SWAP,EWZ,ISHARES MSCI BRAZIL CAPPED ETF SWAP,DREYFUS GOVT CASH MGMT,DREYFUS GOVT CASH MGMT,DREYFUS GOVT CASH MGMT,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,35.41,23.6,21.45,6.73,6.66,5.46,0.7,0.0,0.0,100.00999999999999
