,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,DIS,MA,BAC,ADBE,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,ABT,T,PEP,ABBV,TMO,NKE,MRK,AVGO,WMT,ACN,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,C,UNP,NEE,ORCL,AMGN,LOW,MS,INTU,SBUX,BA,IBM,AMAT,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,AMD,DE,CVS,ISRG,SCHW,NOW,AXP,CHTR,SPGI,MU,ANTM,LRCX,LMT,BKNG,PLD,ZTS,MO,FIS,MDLZ,GILD,SYK,TMUS,ADP,CCI,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,FDX,CSX,EQIX,CB,MMC,BDX,COF,ILMN,CL,ICE,NSC,SHW,EW,ITW,ADSK,SO,APD,FISV,ADI,BSX,Cash,D,ETN,REGN,MCO,F,EMR,PGR,HUM,NXPI,GPN,TWTR,HCA,NOC,WM,FCX,IDXX,AON,BIIB,VRTX,ECL,DG,NEM,KLAC,ROP,JCI,DOW,IQV,PSA,EBAY,KMB,TROW,A,TEL,MET,LHX,MSCI,ROST,TT,ALGN,GD,EXC,CMG,SPG,APTV,CNC,DLR,AEP,INFO,SNPS,SRE,DXCM,BK,EA,DD,MCHP,APH,AIG,ALXN,BAX,PPG,PRU,ORLY,SYY,CARR,PH,STZ,ALL,CDNS,WBA,TRV,IFF,GIS,MSI,CTSH,MRNA,RMD,YUM,MAR,DFS,n/a,SBAC,FTNT,KR,MNST,OTIS,MTD,HPQ,WELL,XEL,PAYX,CTAS,FRC,SIVB,MTCH,SUM
09/02/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
09/03/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
09/06/2021,6.42,6.04,3.94,2.4,2.29,2.19,1.44,1.5,1.49,1.29,1.23,1.01,1.06,0.89,0.93,0.94,0.88,0.8,0.82,0.85,0.75,0.7,0.61,0.58,0.68,0.67,0.7,0.59,0.61,0.53,0.58,0.53,0.59,0.56,0.52,0.54,0.54,0.58,0.49,0.55,0.47,0.54,0.48,0.56,0.48,0.44,0.44,0.43,0.38,0.44,0.39,0.39,0.38,0.45,0.43,0.35,0.39,0.42,0.41,0.37,0.32,0.33,0.33,0.34,0.37,0.36,0.36,0.32,0.31,0.31,0.3,0.35,0.32,0.3,0.34,0.29,0.35,0.28,0.3,0.29,0.22,0.25,0.23,0.23,0.25,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.23,0.2,0.23,0.22,0.2,0.19,0.22,0.17,0.2,0.17,0.21,0.17,0.2,0.21,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.2,0.2,0.18,0.17,0.19,0.16,0.18,0.23,0.17,0.0,0.17,0.18,0.19,0.17,0.14,0.17,0.15,0.14,0.16,0.12,0.14,0.18,0.15,0.16,0.14,0.16,0.17,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.13,0.14,0.12,0.13,0.14,0.12,0.11,0.0,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.13,0.0,0.1,0.11,0.12,0.1,0.11,0.0,0.0,0.11,0.11,0.32,0.11,0.0,0.1,0.0,0.19,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.83
09/07/2021,6.45,6.04,3.96,2.4,2.3,2.19,1.42,1.51,1.52,1.29,1.23,1.01,1.06,0.91,0.94,0.94,0.88,0.79,0.82,0.85,0.75,0.7,0.61,0.58,0.69,0.67,0.7,0.59,0.61,0.52,0.58,0.53,0.59,0.55,0.52,0.54,0.55,0.58,0.49,0.55,0.47,0.54,0.48,0.56,0.48,0.43,0.44,0.42,0.38,0.43,0.39,0.39,0.38,0.45,0.44,0.35,0.39,0.41,0.41,0.37,0.32,0.33,0.33,0.34,0.37,0.36,0.37,0.32,0.31,0.31,0.3,0.36,0.32,0.31,0.34,0.29,0.36,0.28,0.3,0.29,0.22,0.25,0.23,0.23,0.25,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.23,0.2,0.23,0.22,0.2,0.19,0.22,0.17,0.2,0.17,0.21,0.17,0.19,0.21,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.2,0.2,0.18,0.17,0.19,0.16,0.18,0.23,0.17,0.0,0.17,0.18,0.19,0.17,0.13,0.17,0.15,0.14,0.16,0.12,0.14,0.18,0.15,0.16,0.14,0.16,0.18,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.13,0.14,0.12,0.13,0.14,0.12,0.11,0.0,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.34,0.11,0.0,0.0,0.0,0.19,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.94000000000001
09/08/2021,6.45,6.04,3.96,2.4,2.3,2.19,1.42,1.51,1.52,1.29,1.23,1.01,1.06,0.91,0.94,0.94,0.88,0.79,0.82,0.85,0.75,0.7,0.61,0.58,0.69,0.67,0.7,0.59,0.61,0.52,0.58,0.53,0.59,0.55,0.52,0.54,0.55,0.58,0.49,0.55,0.47,0.54,0.48,0.56,0.48,0.43,0.44,0.42,0.38,0.43,0.39,0.39,0.38,0.45,0.44,0.35,0.39,0.41,0.41,0.37,0.32,0.33,0.33,0.34,0.37,0.36,0.37,0.32,0.31,0.31,0.3,0.36,0.32,0.31,0.34,0.29,0.36,0.28,0.3,0.29,0.22,0.25,0.23,0.23,0.25,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.23,0.2,0.23,0.22,0.2,0.19,0.22,0.17,0.2,0.17,0.21,0.17,0.19,0.21,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.2,0.2,0.18,0.17,0.19,0.16,0.18,0.23,0.17,0.0,0.17,0.18,0.19,0.17,0.13,0.17,0.15,0.14,0.16,0.12,0.14,0.18,0.15,0.16,0.14,0.16,0.18,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.13,0.14,0.12,0.13,0.14,0.12,0.11,0.0,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.34,0.11,0.0,0.0,0.0,0.19,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.94000000000001
09/09/2021,6.45,6.04,3.96,2.4,2.3,2.19,1.42,1.51,1.52,1.29,1.23,1.01,1.06,0.91,0.94,0.94,0.88,0.79,0.82,0.85,0.75,0.7,0.61,0.58,0.69,0.67,0.7,0.59,0.61,0.52,0.58,0.53,0.59,0.55,0.52,0.54,0.55,0.58,0.49,0.55,0.47,0.54,0.48,0.56,0.48,0.43,0.44,0.42,0.38,0.43,0.39,0.39,0.38,0.45,0.44,0.35,0.39,0.41,0.41,0.37,0.32,0.33,0.33,0.34,0.37,0.36,0.37,0.32,0.31,0.31,0.3,0.36,0.32,0.31,0.34,0.29,0.36,0.28,0.3,0.29,0.22,0.25,0.23,0.23,0.25,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.23,0.2,0.23,0.22,0.2,0.19,0.22,0.17,0.2,0.17,0.21,0.17,0.19,0.21,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.2,0.2,0.18,0.17,0.19,0.16,0.18,0.23,0.17,0.0,0.17,0.18,0.19,0.17,0.13,0.17,0.15,0.14,0.16,0.12,0.14,0.18,0.15,0.16,0.14,0.16,0.18,0.13,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.13,0.14,0.12,0.13,0.14,0.12,0.11,0.0,0.13,0.12,0.12,0.14,0.11,0.14,0.12,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.34,0.11,0.0,0.0,0.0,0.19,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.94000000000001
09/10/2021,6.57,6.04,4.01,2.45,2.32,2.21,1.41,1.55,1.51,1.29,1.21,1.02,1.06,0.92,0.93,0.94,0.9,0.81,0.83,0.85,0.74,0.72,0.61,0.58,0.68,0.66,0.7,0.58,0.61,0.52,0.57,0.51,0.6,0.55,0.51,0.54,0.54,0.58,0.49,0.54,0.47,0.54,0.47,0.56,0.48,0.43,0.44,0.41,0.38,0.44,0.39,0.39,0.38,0.45,0.43,0.34,0.39,0.41,0.41,0.36,0.31,0.33,0.33,0.34,0.37,0.35,0.36,0.32,0.3,0.3,0.29,0.35,0.31,0.3,0.34,0.29,0.35,0.28,0.3,0.29,0.22,0.25,0.23,0.23,0.26,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.23,0.2,0.22,0.22,0.2,0.19,0.21,0.17,0.2,0.16,0.21,0.17,0.19,0.21,0.22,0.21,0.2,0.19,0.18,0.17,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.18,0.23,0.17,0.0,0.16,0.17,0.19,0.16,0.14,0.17,0.15,0.14,0.16,0.13,0.14,0.18,0.14,0.16,0.14,0.16,0.17,0.13,0.13,0.15,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.15,0.11,0.12,0.14,0.12,0.13,0.14,0.12,0.11,0.0,0.13,0.12,0.12,0.14,0.11,0.14,0.11,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.1,0.11,0.0,0.0,0.11,0.11,0.36,0.12,0.0,0.1,0.0,0.19,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.96000000000001
09/13/2021,6.5,6.02,4.0,2.43,2.32,2.22,1.42,1.56,1.49,1.3,1.19,1.03,1.05,0.91,0.95,0.95,0.91,0.83,0.83,0.85,0.73,0.71,0.61,0.58,0.68,0.66,0.69,0.58,0.61,0.53,0.58,0.51,0.6,0.56,0.5,0.54,0.54,0.58,0.49,0.51,0.47,0.55,0.48,0.56,0.48,0.43,0.43,0.42,0.37,0.44,0.38,0.39,0.37,0.45,0.44,0.33,0.39,0.42,0.42,0.38,0.32,0.33,0.33,0.34,0.37,0.35,0.36,0.33,0.3,0.3,0.29,0.35,0.31,0.3,0.34,0.29,0.35,0.28,0.29,0.29,0.22,0.24,0.23,0.23,0.26,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.22,0.2,0.22,0.22,0.2,0.19,0.22,0.17,0.2,0.16,0.21,0.17,0.19,0.21,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.18,0.24,0.17,0.0,0.17,0.17,0.18,0.17,0.13,0.16,0.15,0.14,0.16,0.14,0.13,0.18,0.14,0.16,0.14,0.16,0.18,0.12,0.13,0.15,0.14,0.12,0.14,0.13,0.15,0.12,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.15,0.11,0.12,0.14,0.13,0.13,0.14,0.12,0.11,0.1,0.12,0.12,0.12,0.14,0.11,0.14,0.11,0.11,0.0,0.11,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.1,0.11,0.11,0.37,0.12,0.0,0.1,0.0,0.21,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,84.92000000000002
09/14/2021,6.33,6.03,4.02,2.46,2.29,2.19,1.43,1.54,1.52,1.29,1.19,1.03,1.03,0.91,0.96,0.96,0.91,0.82,0.82,0.85,0.74,0.72,0.61,0.59,0.67,0.66,0.69,0.58,0.62,0.53,0.58,0.51,0.61,0.57,0.5,0.55,0.54,0.59,0.5,0.52,0.48,0.56,0.48,0.57,0.48,0.44,0.44,0.42,0.38,0.44,0.38,0.39,0.37,0.45,0.44,0.33,0.39,0.42,0.42,0.38,0.31,0.33,0.34,0.34,0.37,0.35,0.36,0.33,0.3,0.3,0.29,0.35,0.31,0.3,0.33,0.29,0.35,0.28,0.3,0.29,0.22,0.24,0.23,0.23,0.26,0.27,0.27,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.22,0.19,0.22,0.22,0.2,0.18,0.22,0.17,0.2,0.17,0.21,0.17,0.19,0.2,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.18,0.25,0.17,0.0,0.17,0.17,0.18,0.17,0.13,0.16,0.15,0.14,0.16,0.13,0.13,0.18,0.14,0.16,0.14,0.16,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.15,0.12,0.14,0.13,0.13,0.12,0.13,0.15,0.13,0.12,0.13,0.15,0.11,0.12,0.14,0.13,0.13,0.14,0.11,0.11,0.0,0.12,0.12,0.12,0.14,0.11,0.14,0.11,0.11,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.1,0.11,0.13,0.1,0.11,0.0,0.0,0.11,0.11,0.37,0.12,0.0,0.0,0.0,0.21,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,84.91
09/15/2021,6.33,6.03,4.02,2.46,2.29,2.19,1.43,1.54,1.52,1.29,1.19,1.03,1.03,0.91,0.96,0.96,0.91,0.82,0.82,0.85,0.74,0.72,0.61,0.59,0.67,0.66,0.69,0.58,0.62,0.53,0.58,0.51,0.61,0.57,0.5,0.55,0.54,0.59,0.5,0.52,0.48,0.56,0.48,0.57,0.48,0.44,0.44,0.42,0.38,0.44,0.38,0.39,0.37,0.45,0.44,0.33,0.39,0.42,0.42,0.38,0.31,0.33,0.34,0.34,0.37,0.35,0.36,0.33,0.3,0.3,0.29,0.35,0.31,0.3,0.33,0.29,0.35,0.28,0.3,0.29,0.22,0.24,0.23,0.23,0.26,0.27,0.27,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.22,0.19,0.22,0.22,0.2,0.18,0.22,0.17,0.2,0.17,0.21,0.17,0.19,0.2,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.18,0.25,0.17,0.0,0.17,0.17,0.18,0.17,0.13,0.16,0.15,0.14,0.16,0.13,0.13,0.18,0.14,0.16,0.14,0.16,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.15,0.12,0.14,0.13,0.13,0.12,0.13,0.15,0.13,0.12,0.13,0.15,0.11,0.12,0.14,0.13,0.13,0.14,0.11,0.11,0.0,0.12,0.12,0.12,0.14,0.11,0.14,0.11,0.11,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.1,0.11,0.13,0.1,0.11,0.0,0.0,0.11,0.11,0.37,0.12,0.0,0.0,0.0,0.21,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,84.91
09/16/2021,6.34,6.05,4.0,2.44,2.31,2.21,1.44,1.55,1.49,1.31,1.18,1.03,1.06,0.89,0.96,0.96,0.91,0.82,0.83,0.83,0.74,0.71,0.61,0.6,0.66,0.66,0.67,0.59,0.61,0.53,0.58,0.51,0.59,0.55,0.5,0.55,0.54,0.58,0.51,0.51,0.48,0.55,0.49,0.55,0.47,0.44,0.43,0.42,0.38,0.44,0.38,0.39,0.37,0.45,0.44,0.34,0.39,0.42,0.41,0.38,0.32,0.33,0.35,0.34,0.38,0.35,0.36,0.32,0.31,0.31,0.29,0.34,0.3,0.3,0.33,0.29,0.34,0.28,0.3,0.29,0.23,0.24,0.24,0.23,0.26,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.21,0.23,0.22,0.19,0.22,0.22,0.21,0.18,0.21,0.18,0.2,0.16,0.21,0.17,0.19,0.2,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.17,0.2,0.2,0.17,0.17,0.19,0.16,0.18,0.25,0.17,0.0,0.17,0.17,0.18,0.17,0.14,0.16,0.15,0.14,0.16,0.13,0.13,0.18,0.14,0.16,0.14,0.15,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.13,0.12,0.11,0.0,0.12,0.12,0.12,0.14,0.11,0.14,0.11,0.11,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.1,0.11,0.12,0.0,0.11,0.0,0.1,0.11,0.11,0.35,0.11,0.0,0.0,0.0,0.23,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,84.79
09/17/2021,6.32,6.14,4.01,2.45,2.33,2.22,1.43,1.56,1.51,1.29,1.18,1.03,1.06,0.9,0.96,0.97,0.9,0.82,0.82,0.84,0.69,0.7,0.61,0.6,0.67,0.66,0.68,0.59,0.61,0.53,0.58,0.51,0.6,0.55,0.5,0.56,0.54,0.59,0.52,0.5,0.49,0.55,0.49,0.56,0.48,0.43,0.43,0.42,0.38,0.44,0.38,0.39,0.37,0.45,0.43,0.34,0.39,0.41,0.42,0.38,0.32,0.33,0.35,0.34,0.37,0.35,0.37,0.33,0.3,0.3,0.29,0.35,0.3,0.3,0.34,0.28,0.35,0.28,0.29,0.3,0.22,0.24,0.23,0.23,0.26,0.27,0.26,0.24,0.21,0.23,0.24,0.24,0.21,0.23,0.22,0.19,0.23,0.22,0.21,0.18,0.21,0.18,0.2,0.16,0.21,0.17,0.19,0.2,0.22,0.22,0.21,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.17,0.25,0.17,0.0,0.17,0.17,0.18,0.17,0.14,0.16,0.15,0.14,0.16,0.13,0.13,0.18,0.14,0.16,0.14,0.15,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.15,0.11,0.12,0.14,0.12,0.13,0.14,0.12,0.11,0.1,0.12,0.12,0.13,0.14,0.11,0.14,0.11,0.11,0.0,0.12,0.12,0.13,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.11,0.0,0.1,0.11,0.11,0.35,0.12,0.0,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,84.95
09/20/2021,6.31,6.2,4.01,2.42,2.34,2.23,1.42,1.57,1.5,1.29,1.18,1.02,1.06,0.9,0.96,0.96,0.9,0.81,0.82,0.85,0.71,0.7,0.61,0.6,0.67,0.65,0.68,0.59,0.61,0.53,0.58,0.51,0.6,0.54,0.5,0.56,0.54,0.59,0.52,0.5,0.49,0.55,0.49,0.56,0.48,0.42,0.44,0.42,0.38,0.44,0.37,0.39,0.37,0.45,0.43,0.34,0.39,0.41,0.42,0.36,0.32,0.33,0.35,0.35,0.37,0.35,0.36,0.33,0.3,0.3,0.29,0.35,0.3,0.3,0.34,0.29,0.35,0.28,0.29,0.29,0.22,0.25,0.24,0.23,0.27,0.27,0.26,0.25,0.21,0.23,0.24,0.24,0.2,0.23,0.22,0.19,0.23,0.22,0.21,0.18,0.21,0.18,0.2,0.16,0.2,0.17,0.19,0.2,0.22,0.22,0.21,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.17,0.17,0.19,0.16,0.17,0.25,0.17,0.0,0.16,0.17,0.18,0.17,0.14,0.16,0.15,0.14,0.16,0.13,0.13,0.18,0.14,0.16,0.15,0.15,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.15,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.13,0.14,0.11,0.12,0.14,0.12,0.13,0.14,0.12,0.11,0.1,0.12,0.12,0.12,0.14,0.12,0.14,0.11,0.11,0.0,0.12,0.12,0.13,0.0,0.11,0.1,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.11,0.0,0.0,0.11,0.11,0.36,0.11,0.0,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,84.94
09/21/2021,6.24,6.13,4.11,2.37,2.31,2.16,1.4,1.68,1.48,1.28,1.18,1.02,1.08,0.88,0.97,0.95,0.91,0.81,0.82,0.85,0.71,0.71,0.61,0.6,0.69,0.65,0.67,0.58,0.61,0.53,0.58,0.52,0.64,0.54,0.49,0.56,0.56,0.58,0.52,0.5,0.49,0.55,0.49,0.56,0.47,0.41,0.43,0.41,0.38,0.43,0.37,0.39,0.36,0.44,0.39,0.34,0.4,0.4,0.42,0.36,0.32,0.33,0.35,0.34,0.36,0.34,0.36,0.33,0.3,0.3,0.29,0.34,0.27,0.31,0.34,0.29,0.35,0.29,0.26,0.29,0.23,0.25,0.24,0.23,0.26,0.26,0.26,0.24,0.21,0.23,0.24,0.25,0.2,0.23,0.22,0.19,0.23,0.22,0.21,0.18,0.21,0.2,0.2,0.17,0.2,0.17,0.19,0.21,0.22,0.22,0.21,0.19,0.18,0.17,0.18,0.16,0.19,0.2,0.17,0.17,0.18,0.16,0.18,0.25,0.17,0.0,0.16,0.17,0.19,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.14,0.17,0.14,0.16,0.13,0.15,0.18,0.12,0.13,0.15,0.14,0.12,0.15,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.11,0.12,0.14,0.12,0.13,0.15,0.12,0.11,0.0,0.12,0.11,0.13,0.14,0.12,0.15,0.11,0.0,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.11,0.11,0.11,0.13,0.0,0.1,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.41,0.11,0.0,0.11,0.0,0.21,0.11,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,84.73000000000002
