,DEUTSCHE X-TRACKERS HARVEST CSI 300 SWAP,DREYFUS GOVT CASH MGMT,ASHR,GOLDMAN FINL SQ TRSRY INST 506,DEUTSCHE X-TRACKERS HARVEST CSI 300 SWAP,DEUTSCHE X-TRCK HARVEST CSI 300 SWAP,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,46.62,13.03,12.97,9.63,9.3,5.41,1.89,1.15,0.0,0.0,100.0
