,ISHARES MSCI SOUTH KOREA CAPPED ETF SWAP,ISHARES MSCI SOUTH KOREA CAPPED ETF SWAP,ISHARES MSCI SOUTH KOREA CAPPED ETF SWAP,EWY,DREYFUS GOVT CASH MGMT,ISHARES MSCI SOUTH KOREA CAPPED ETF SWAP,GOLDMAN FS GOVT INST,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,SUM
07/09/2021,35.77,15.26,14.77,9.82,7.89,6.3,6.08,2.88,1.22,0.01,0.0,0.0,100.00000000000001
