,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,MA,HD,PG,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,CVX,T,PEP,ABT,ABBV,NKE,MRK,TMO,WFC,WMT,ACN,AVGO,LLY,MCD,TXN,COST,DHR,MDT,QCOM,HON,PM,BMY,UPS,LIN,C,UNP,NEE,ORCL,AMGN,BA,LOW,SBUX,RTX,INTU,IBM,MS,GS,AMAT,BLK,AMT,TGT,CAT,GE,MMM,AXP,SCHW,DE,CVS,NOW,ISRG,AMD,CHTR,SPGI,SQ,BKNG,ANTM,LMT,PLD,LRCX,FIS,MU,ZTS,MDLZ,MO,SYK,GILD,CCI,TMUS,ADP,COP,PNC,CI,TJX,GM,USB,CME,ZM,DUK,UBER,TFC,EL,CB,COF,ATVI,CSX,MMC,MELI,BX,NSC,ICE,EQIX,ILMN,BDX,FDX,CL,MRNA,SHW,FISV,SO,EW,ADI,D,TWLO,None,BSX,APD,ADSK,SNAP,ITW,F,ETN,MCO,NXPI,NOC,GPN,REGN,HUM,PGR,EMR,WM,IDXX,BIIB,AON,TWTR,FCX,HCA,DOCU,ECL,VRTX,CRWD,EOG,DG,NEM,ROKU,ROP,SLB,PSA,JCI,IQV,KLAC,DOW,MSCI,AEP,EXC,CMG,DLR,TROW,SRE,GD,LULU,ROST,VEEV,KMB,WDAY,LHX,MET,MTCH,ALGN,EBAY,A,CNC,PRU,MCHP,DD,APH,BAX,BK,SNPS,APTV,TT,INFO,CARR,EA,ORLY,TEL,GIS,XEL,AIG,SPG,ALL,STZ,PPG,GE.,CTSH,MAR,PH,TRV,SYY,SUM
07/28/2021,7.14,6.68,4.8,2.71,2.45,2.4,1.62,1.52,1.49,1.4,1.39,1.29,1.21,1.11,1.05,1.08,1.05,0.98,0.87,0.92,0.74,0.82,0.7,0.71,0.66,0.73,0.71,0.71,0.68,0.59,0.62,0.67,0.65,0.64,0.65,0.6,0.64,0.56,0.6,0.62,0.6,0.6,0.56,0.53,0.57,0.57,0.53,0.5,0.49,0.47,0.47,0.47,0.48,0.42,0.45,0.46,0.49,0.43,0.37,0.43,0.46,0.4,0.44,0.39,0.43,0.39,0.39,0.38,0.4,0.4,0.35,0.34,0.36,0.35,0.31,0.34,0.34,0.35,0.36,0.34,0.31,0.31,0.32,0.28,0.29,0.28,0.29,0.28,0.28,0.26,0.3,0.28,0.27,0.26,0.27,0.26,0.26,0.27,0.23,0.24,0.25,0.25,0.22,0.23,0.23,0.23,0.25,0.22,0.23,0.24,0.23,0.22,0.22,0.22,0.23,0.23,0.23,0.21,0.21,0.23,0.22,0.22,0.22,0.22,0.33,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.0,0.19,0.2,0.21,0.22,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.19,0.19,0.17,0.18,0.17,0.18,0.15,0.16,0.18,0.16,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.17,0.16,0.0,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.16,0.13,0.14,0.13,0.13,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.13,0.0,0.12,0.0,0.13,0.0,0.0,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.11
07/29/2021,7.15,6.66,4.85,2.73,2.46,2.43,1.62,1.55,1.47,1.4,1.38,1.29,1.19,1.1,1.05,1.08,1.05,0.99,0.88,0.91,0.76,0.83,0.7,0.71,0.67,0.73,0.72,0.71,0.68,0.6,0.62,0.66,0.65,0.63,0.64,0.6,0.64,0.57,0.6,0.62,0.59,0.59,0.56,0.53,0.57,0.56,0.53,0.5,0.49,0.47,0.46,0.47,0.48,0.43,0.45,0.46,0.49,0.43,0.38,0.43,0.46,0.4,0.44,0.39,0.44,0.39,0.39,0.38,0.4,0.4,0.35,0.35,0.36,0.34,0.31,0.34,0.33,0.35,0.35,0.34,0.31,0.3,0.32,0.28,0.28,0.27,0.29,0.28,0.28,0.26,0.29,0.28,0.27,0.27,0.26,0.26,0.26,0.27,0.24,0.24,0.24,0.25,0.22,0.23,0.23,0.24,0.25,0.21,0.23,0.24,0.23,0.23,0.21,0.22,0.23,0.22,0.24,0.21,0.21,0.23,0.22,0.22,0.22,0.22,0.31,0.21,0.2,0.21,0.21,0.19,0.19,0.2,0.0,0.19,0.2,0.21,0.22,0.2,0.17,0.19,0.19,0.17,0.16,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.15,0.17,0.17,0.16,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.17,0.16,0.0,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.13,0.0,0.12,0.0,0.13,0.0,0.0,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1
07/30/2021,7.08,6.64,4.78,2.71,2.44,2.4,1.64,1.53,1.47,1.41,1.4,1.3,1.2,1.09,1.05,1.07,1.06,1.0,0.88,0.91,0.75,0.83,0.71,0.72,0.66,0.72,0.72,0.72,0.68,0.6,0.62,0.67,0.65,0.64,0.65,0.61,0.64,0.57,0.6,0.63,0.59,0.6,0.57,0.53,0.58,0.57,0.54,0.49,0.49,0.48,0.46,0.44,0.48,0.43,0.44,0.47,0.49,0.43,0.38,0.42,0.46,0.41,0.44,0.39,0.44,0.39,0.38,0.38,0.4,0.39,0.35,0.35,0.36,0.35,0.31,0.34,0.34,0.35,0.36,0.34,0.31,0.31,0.3,0.28,0.29,0.28,0.3,0.27,0.29,0.26,0.3,0.28,0.27,0.27,0.27,0.26,0.26,0.27,0.24,0.24,0.24,0.25,0.22,0.23,0.23,0.24,0.25,0.21,0.23,0.24,0.24,0.23,0.2,0.22,0.23,0.22,0.24,0.21,0.21,0.23,0.22,0.23,0.21,0.22,0.31,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.0,0.2,0.2,0.21,0.21,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.19,0.19,0.17,0.18,0.18,0.18,0.16,0.18,0.17,0.16,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.0,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,97.11
08/02/2021,7.0,6.61,4.73,2.63,2.5,2.39,1.63,1.6,1.5,1.42,1.39,1.28,1.19,1.02,1.04,1.07,1.05,0.99,0.9,0.91,0.76,0.82,0.7,0.71,0.67,0.72,0.71,0.73,0.68,0.61,0.62,0.66,0.66,0.64,0.65,0.6,0.65,0.59,0.6,0.62,0.6,0.6,0.56,0.54,0.58,0.58,0.54,0.52,0.5,0.48,0.47,0.43,0.48,0.44,0.44,0.47,0.49,0.42,0.39,0.42,0.44,0.41,0.44,0.39,0.44,0.4,0.39,0.38,0.39,0.4,0.35,0.36,0.35,0.34,0.32,0.35,0.34,0.35,0.36,0.38,0.3,0.31,0.31,0.28,0.29,0.28,0.29,0.27,0.29,0.27,0.3,0.27,0.28,0.27,0.27,0.26,0.26,0.27,0.24,0.24,0.24,0.26,0.23,0.23,0.24,0.25,0.25,0.2,0.23,0.24,0.23,0.23,0.2,0.22,0.23,0.23,0.25,0.2,0.21,0.22,0.22,0.23,0.21,0.22,0.32,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.0,0.2,0.2,0.22,0.22,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.19,0.17,0.18,0.15,0.18,0.17,0.17,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.14,0.0,0.12,0.0,0.0,0.13,0.0,0.13,0.13,0.14,0.14,0.13,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.13
08/03/2021,7.0,6.61,4.73,2.63,2.5,2.39,1.63,1.6,1.5,1.42,1.39,1.28,1.19,1.02,1.04,1.07,1.05,0.99,0.9,0.91,0.76,0.82,0.7,0.71,0.67,0.72,0.71,0.73,0.68,0.61,0.62,0.66,0.66,0.64,0.65,0.6,0.65,0.59,0.6,0.62,0.6,0.6,0.56,0.54,0.58,0.58,0.54,0.52,0.5,0.48,0.47,0.43,0.48,0.44,0.44,0.47,0.49,0.42,0.39,0.42,0.44,0.41,0.44,0.39,0.44,0.4,0.39,0.38,0.39,0.4,0.35,0.36,0.35,0.34,0.32,0.35,0.34,0.35,0.36,0.38,0.3,0.31,0.31,0.28,0.29,0.28,0.29,0.27,0.29,0.27,0.3,0.27,0.28,0.27,0.27,0.26,0.26,0.27,0.24,0.24,0.24,0.26,0.23,0.23,0.24,0.25,0.25,0.2,0.23,0.24,0.23,0.23,0.2,0.22,0.23,0.23,0.25,0.2,0.21,0.22,0.22,0.23,0.21,0.22,0.32,0.21,0.21,0.21,0.21,0.19,0.19,0.19,0.0,0.2,0.2,0.22,0.22,0.2,0.17,0.19,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.19,0.17,0.18,0.15,0.18,0.17,0.17,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.15,0.15,0.14,0.0,0.12,0.0,0.0,0.13,0.0,0.13,0.13,0.14,0.14,0.13,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.13
08/04/2021,7.06,6.62,4.4,2.63,2.5,2.38,1.63,1.63,1.5,1.42,1.4,1.28,1.2,1.0,1.04,1.08,1.07,0.99,0.89,0.92,0.75,0.84,0.71,0.71,0.67,0.72,0.72,0.74,0.68,0.61,0.62,0.67,0.66,0.63,0.66,0.6,0.66,0.58,0.6,0.63,0.6,0.6,0.56,0.54,0.59,0.58,0.55,0.52,0.5,0.48,0.47,0.43,0.49,0.43,0.45,0.47,0.49,0.42,0.38,0.42,0.44,0.41,0.45,0.39,0.44,0.39,0.4,0.38,0.4,0.4,0.35,0.35,0.36,0.34,0.32,0.35,0.34,0.36,0.36,0.39,0.32,0.32,0.3,0.28,0.29,0.28,0.29,0.28,0.29,0.27,0.3,0.27,0.27,0.27,0.27,0.26,0.26,0.28,0.24,0.24,0.24,0.26,0.23,0.23,0.24,0.25,0.25,0.2,0.23,0.24,0.24,0.23,0.2,0.22,0.23,0.22,0.24,0.2,0.21,0.23,0.22,0.23,0.21,0.21,0.33,0.22,0.21,0.21,0.22,0.19,0.19,0.19,0.0,0.2,0.2,0.22,0.22,0.2,0.17,0.2,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.19,0.18,0.18,0.15,0.18,0.17,0.17,0.2,0.18,0.17,0.16,0.16,0.13,0.17,0.16,0.15,0.16,0.0,0.14,0.16,0.14,0.16,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,97.16
08/05/2021,7.05,6.62,4.41,2.6,2.51,2.39,1.63,1.69,1.52,1.41,1.4,1.25,1.21,0.98,1.01,1.07,1.07,0.99,0.89,0.92,0.75,0.83,0.71,0.71,0.67,0.72,0.72,0.76,0.68,0.61,0.62,0.67,0.66,0.63,0.67,0.6,0.65,0.58,0.6,0.62,0.61,0.61,0.55,0.55,0.59,0.58,0.55,0.52,0.5,0.48,0.47,0.43,0.48,0.43,0.45,0.48,0.49,0.42,0.38,0.41,0.44,0.41,0.45,0.39,0.44,0.4,0.4,0.38,0.4,0.39,0.34,0.0,0.36,0.34,0.31,0.35,0.34,0.36,0.36,0.4,0.32,0.32,0.33,0.28,0.3,0.28,0.3,0.28,0.27,0.27,0.3,0.28,0.27,0.27,0.27,0.26,0.26,0.28,0.23,0.24,0.24,0.25,0.23,0.23,0.23,0.25,0.25,0.2,0.23,0.23,0.24,0.22,0.2,0.22,0.23,0.23,0.24,0.2,0.21,0.23,0.22,0.23,0.21,0.21,0.33,0.22,0.2,0.21,0.22,0.19,0.19,0.19,0.0,0.2,0.2,0.22,0.21,0.2,0.17,0.19,0.19,0.18,0.17,0.16,0.19,0.17,0.17,0.19,0.18,0.18,0.16,0.18,0.17,0.17,0.21,0.18,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.0,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.16,0.14,0.14,0.13,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.0,0.0,97.14
08/06/2021,7.08,6.63,4.42,2.58,2.5,2.38,1.64,1.68,1.51,1.42,1.41,1.23,1.22,0.99,0.99,1.08,1.08,0.96,0.89,0.91,0.76,0.82,0.7,0.71,0.67,0.71,0.73,0.78,0.68,0.61,0.62,0.66,0.66,0.63,0.67,0.59,0.65,0.59,0.6,0.62,0.61,0.63,0.54,0.54,0.59,0.59,0.54,0.51,0.5,0.48,0.47,0.43,0.48,0.44,0.45,0.48,0.5,0.43,0.39,0.42,0.43,0.41,0.44,0.4,0.44,0.4,0.4,0.38,0.4,0.4,0.35,0.0,0.36,0.34,0.31,0.35,0.34,0.35,0.36,0.41,0.33,0.32,0.32,0.27,0.3,0.28,0.3,0.28,0.25,0.28,0.3,0.27,0.27,0.27,0.27,0.26,0.26,0.28,0.24,0.24,0.25,0.26,0.23,0.23,0.23,0.24,0.25,0.19,0.23,0.23,0.24,0.22,0.19,0.22,0.23,0.22,0.24,0.2,0.21,0.23,0.22,0.23,0.21,0.21,0.36,0.22,0.2,0.21,0.22,0.19,0.19,0.18,0.0,0.2,0.2,0.22,0.21,0.2,0.17,0.2,0.19,0.18,0.17,0.15,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.18,0.17,0.16,0.21,0.17,0.17,0.16,0.16,0.13,0.17,0.15,0.15,0.16,0.0,0.14,0.16,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.13,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.35,0.12,0.12,0.0,0.0,0.0,97.15
08/09/2021,7.05,6.66,4.42,2.66,2.51,2.39,1.62,1.68,1.57,1.42,1.4,1.24,1.19,1.01,0.99,1.08,1.07,0.98,0.9,0.93,0.74,0.82,0.71,0.7,0.67,0.74,0.72,0.77,0.67,0.6,0.61,0.65,0.66,0.62,0.68,0.59,0.65,0.59,0.61,0.62,0.61,0.64,0.54,0.55,0.6,0.6,0.53,0.51,0.49,0.47,0.47,0.42,0.49,0.44,0.44,0.48,0.5,0.41,0.39,0.41,0.43,0.4,0.45,0.39,0.45,0.4,0.4,0.39,0.39,0.4,0.34,0.0,0.35,0.34,0.32,0.35,0.32,0.36,0.37,0.41,0.33,0.33,0.34,0.28,0.28,0.27,0.3,0.28,0.25,0.28,0.3,0.27,0.27,0.27,0.27,0.26,0.25,0.28,0.23,0.24,0.22,0.25,0.21,0.23,0.23,0.26,0.25,0.19,0.23,0.23,0.24,0.23,0.19,0.22,0.23,0.25,0.24,0.2,0.21,0.23,0.23,0.22,0.2,0.2,0.39,0.22,0.2,0.21,0.22,0.19,0.19,0.19,0.0,0.19,0.2,0.22,0.22,0.2,0.16,0.2,0.19,0.18,0.16,0.15,0.19,0.16,0.17,0.19,0.18,0.18,0.16,0.18,0.17,0.16,0.2,0.18,0.17,0.16,0.16,0.0,0.17,0.15,0.14,0.16,0.12,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.17,0.13,0.15,0.13,0.14,0.15,0.13,0.15,0.14,0.14,0.15,0.13,0.0,0.15,0.13,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.35,0.0,0.12,0.0,0.0,0.0,97.16
08/10/2021,7.0,6.66,4.38,2.66,2.49,2.39,1.66,1.65,1.55,1.46,1.39,1.24,1.2,1.0,1.0,1.07,1.06,0.98,0.93,0.92,0.75,0.83,0.71,0.7,0.67,0.74,0.72,0.77,0.67,0.6,0.61,0.65,0.66,0.61,0.67,0.58,0.65,0.61,0.61,0.63,0.61,0.64,0.54,0.55,0.59,0.6,0.53,0.5,0.49,0.47,0.46,0.43,0.49,0.45,0.45,0.48,0.5,0.4,0.39,0.41,0.43,0.41,0.45,0.39,0.45,0.41,0.4,0.39,0.39,0.39,0.35,0.0,0.35,0.34,0.33,0.35,0.33,0.36,0.37,0.4,0.33,0.32,0.33,0.27,0.28,0.27,0.3,0.28,0.25,0.28,0.29,0.27,0.27,0.26,0.26,0.26,0.25,0.28,0.23,0.25,0.22,0.26,0.22,0.24,0.23,0.25,0.25,0.2,0.23,0.23,0.24,0.23,0.2,0.22,0.23,0.25,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.2,0.39,0.22,0.2,0.21,0.22,0.19,0.19,0.18,0.0,0.19,0.2,0.22,0.22,0.2,0.16,0.2,0.19,0.18,0.17,0.16,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.18,0.16,0.16,0.2,0.18,0.17,0.16,0.16,0.0,0.17,0.15,0.14,0.16,0.0,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.15,0.13,0.14,0.12,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.35,0.0,0.12,0.12,0.0,0.0,97.11
08/11/2021,7.0,6.66,4.38,2.66,2.49,2.39,1.66,1.65,1.55,1.46,1.39,1.24,1.2,1.0,1.0,1.07,1.06,0.98,0.93,0.92,0.75,0.83,0.71,0.7,0.67,0.74,0.72,0.77,0.67,0.6,0.61,0.65,0.66,0.61,0.67,0.58,0.65,0.61,0.61,0.63,0.61,0.64,0.54,0.55,0.59,0.6,0.53,0.5,0.49,0.47,0.46,0.43,0.49,0.45,0.45,0.48,0.5,0.4,0.39,0.41,0.43,0.41,0.45,0.39,0.45,0.41,0.4,0.39,0.39,0.39,0.35,0.0,0.35,0.34,0.33,0.35,0.33,0.36,0.37,0.4,0.33,0.32,0.33,0.27,0.28,0.27,0.3,0.28,0.25,0.28,0.29,0.27,0.27,0.26,0.26,0.26,0.25,0.28,0.23,0.25,0.22,0.26,0.22,0.24,0.23,0.25,0.25,0.2,0.23,0.23,0.24,0.23,0.2,0.22,0.23,0.25,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.2,0.39,0.22,0.2,0.21,0.22,0.19,0.19,0.18,0.0,0.19,0.2,0.22,0.22,0.2,0.16,0.2,0.19,0.18,0.17,0.16,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.18,0.16,0.16,0.2,0.18,0.17,0.16,0.16,0.0,0.17,0.15,0.14,0.16,0.0,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.15,0.13,0.14,0.12,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.35,0.0,0.12,0.12,0.0,0.0,97.11
08/12/2021,7.0,6.64,4.38,2.65,2.52,2.4,1.67,1.68,1.55,1.45,1.4,1.24,1.18,1.0,0.99,1.07,1.06,0.98,0.94,0.92,0.74,0.82,0.71,0.7,0.67,0.74,0.72,0.79,0.67,0.59,0.61,0.65,0.66,0.61,0.67,0.58,0.65,0.61,0.61,0.62,0.6,0.65,0.54,0.54,0.6,0.6,0.52,0.51,0.49,0.47,0.46,0.42,0.48,0.45,0.45,0.48,0.5,0.4,0.39,0.4,0.43,0.4,0.45,0.39,0.46,0.42,0.4,0.39,0.39,0.4,0.35,0.0,0.35,0.34,0.34,0.35,0.33,0.35,0.37,0.39,0.32,0.32,0.34,0.27,0.28,0.27,0.3,0.28,0.25,0.28,0.29,0.27,0.27,0.26,0.26,0.26,0.26,0.28,0.23,0.25,0.22,0.25,0.21,0.24,0.23,0.25,0.25,0.2,0.23,0.23,0.24,0.23,0.19,0.22,0.23,0.25,0.24,0.2,0.21,0.23,0.23,0.21,0.2,0.2,0.45,0.22,0.2,0.21,0.22,0.19,0.19,0.19,0.0,0.19,0.19,0.22,0.22,0.2,0.16,0.2,0.19,0.18,0.16,0.16,0.2,0.16,0.18,0.19,0.17,0.18,0.16,0.18,0.16,0.16,0.2,0.18,0.17,0.16,0.16,0.0,0.17,0.14,0.14,0.16,0.12,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.15,0.13,0.14,0.12,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.35,0.12,0.0,0.0,0.0,0.0,97.1
08/13/2021,6.98,6.59,4.35,2.64,2.52,2.41,1.68,1.67,1.52,1.47,1.4,1.23,1.19,0.99,0.98,1.08,1.06,0.98,0.96,0.91,0.75,0.82,0.7,0.7,0.67,0.72,0.72,0.82,0.67,0.61,0.61,0.65,0.66,0.62,0.67,0.58,0.65,0.63,0.62,0.62,0.6,0.66,0.53,0.54,0.6,0.6,0.52,0.5,0.49,0.48,0.46,0.42,0.48,0.46,0.45,0.48,0.5,0.4,0.4,0.41,0.42,0.41,0.44,0.39,0.47,0.43,0.39,0.4,0.38,0.4,0.35,0.0,0.35,0.34,0.34,0.36,0.34,0.35,0.36,0.39,0.32,0.32,0.33,0.28,0.28,0.27,0.29,0.27,0.25,0.26,0.29,0.27,0.27,0.25,0.27,0.25,0.26,0.28,0.23,0.25,0.22,0.26,0.21,0.24,0.23,0.24,0.25,0.2,0.24,0.23,0.25,0.24,0.2,0.22,0.23,0.26,0.24,0.2,0.21,0.22,0.23,0.21,0.2,0.2,0.43,0.22,0.2,0.21,0.21,0.19,0.19,0.18,0.0,0.18,0.19,0.22,0.22,0.2,0.16,0.21,0.19,0.18,0.17,0.15,0.2,0.16,0.17,0.19,0.17,0.17,0.16,0.18,0.16,0.17,0.19,0.18,0.17,0.16,0.15,0.0,0.17,0.14,0.13,0.15,0.12,0.14,0.16,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.0,0.15,0.13,0.14,0.12,0.0,0.0,0.13,0.14,0.0,0.13,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.12,0.0,97.05
08/16/2021,7.1,6.64,4.31,2.64,2.51,2.4,1.67,1.69,1.51,1.49,1.4,1.19,1.17,0.98,0.96,1.08,1.06,0.99,0.97,0.92,0.74,0.83,0.69,0.7,0.66,0.73,0.72,0.8,0.67,0.61,0.61,0.65,0.66,0.62,0.66,0.59,0.65,0.64,0.62,0.62,0.6,0.64,0.54,0.53,0.6,0.61,0.52,0.51,0.49,0.47,0.46,0.43,0.49,0.47,0.46,0.49,0.5,0.4,0.4,0.41,0.42,0.41,0.45,0.39,0.48,0.43,0.36,0.4,0.39,0.4,0.36,0.0,0.36,0.33,0.34,0.37,0.34,0.35,0.36,0.39,0.33,0.32,0.32,0.27,0.27,0.27,0.3,0.25,0.25,0.24,0.29,0.27,0.27,0.26,0.27,0.26,0.26,0.28,0.24,0.25,0.22,0.26,0.21,0.24,0.23,0.24,0.25,0.19,0.24,0.23,0.25,0.24,0.2,0.23,0.23,0.26,0.24,0.21,0.2,0.22,0.23,0.22,0.2,0.2,0.36,0.22,0.2,0.21,0.21,0.19,0.19,0.18,0.0,0.19,0.19,0.22,0.22,0.2,0.17,0.2,0.19,0.18,0.17,0.15,0.19,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.16,0.17,0.2,0.18,0.17,0.15,0.15,0.0,0.17,0.14,0.13,0.15,0.0,0.14,0.16,0.14,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.0,0.16,0.14,0.14,0.0,0.13,0.0,0.13,0.14,0.0,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.12,0.12,97.13
