,ISHARES MSCI INDIA ETF SWAP,ISHARES MSCI INDIA ETF SWAP,ISHARES MSCI INDIA ETF SWAP,DREYFUS GOVT CASH MGMT,INDA,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,22.49,21.52,18.34,13.34,12.03,5.5,3.61,3.18,0.0,0.0,100.00999999999999
