,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,TMO,NKE,ABBV,T,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,BMY,UNP,UPS,LIN,ORCL,HON,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,IBM,AMAT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,SQ,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,GILD,TMUS,TJX,ADP,ZM,COP,CI,PNC,XTSLA,EL,GM,CSX,CME,UBER,USB,DUK,FDX,ILMN,CL,COF,MRNA,EQIX,MMC,CB,BDX,ATVI,TFC,NSC,BX,EW,ICE,SHW,SO,BSX,APD,REGN,ADI,D,TWLO,FISV,SNAP,ADSK,ITW,MCO,ETN,HUM,PGR,EMR,GPN,F,NOC,FCX,CRWD,AON,HCA,WM,NXPI,DOCU,TWTR,IDXX,ROKU,JCI,ROP,EOG,NEM,VRTX,BIIB,ECL,DG,LHX,LULU,TT,CMG,VEEV,EBAY,ROST,WDAY,TEL,MSCI,KMB,DOW,TROW,PSA,MRVL,IQV,KLAC,A,BAX,SPG,APH,DD,EA,PPG,ORLY,ALXN,AEP,MCHP,BK,SRE,AIG,DXCM,SLB,SNPS,PINS,MET,EXC,ALGN,APTV,PH,INFO,GD,MTCH,CARR,DLR,CNC,CDNS,GE.,FTNT,PRU,DFS,CTSH,RMD,TRV,MSI,ALL,USD,PANW,SNOW,ABNB,PLTR,SBAC,MAR,SYY,BISXX,NET,PXD,SIVB,KKR,XLNX,DDOG,TTD,HPQ,AZO,SUM
07/23/2021,5.52,5.06,3.69,1.97,1.83,1.8,1.26,1.12,1.22,1.09,1.07,0.99,0.94,0.84,0.83,0.79,0.82,0.77,0.68,0.7,0.63,0.57,0.57,0.55,0.53,0.54,0.54,0.55,0.51,0.52,0.49,0.49,0.49,0.48,0.52,0.45,0.46,0.48,0.46,0.47,0.45,0.45,0.43,0.42,0.44,0.42,0.41,0.38,0.36,0.36,0.34,0.37,0.36,0.39,0.38,0.36,0.33,0.34,0.33,0.33,0.33,0.33,0.31,0.29,0.31,0.3,0.29,0.3,0.3,0.3,0.27,0.26,0.28,0.27,0.27,0.26,0.27,0.26,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.23,0.21,0.2,0.23,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.1,0.18,0.17,0.17,0.18,0.16,0.18,0.19,0.17,0.17,0.17,0.17,0.23,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.16,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42000000000002
07/26/2021,5.44,5.06,3.67,1.98,1.83,1.8,1.27,1.15,1.2,1.1,1.06,0.98,0.93,0.85,0.83,0.79,0.81,0.77,0.69,0.7,0.63,0.58,0.54,0.55,0.56,0.54,0.54,0.55,0.5,0.52,0.48,0.49,0.49,0.47,0.51,0.46,0.46,0.48,0.47,0.46,0.45,0.45,0.42,0.43,0.44,0.42,0.41,0.38,0.36,0.36,0.34,0.37,0.37,0.39,0.38,0.36,0.34,0.34,0.33,0.33,0.34,0.34,0.31,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.28,0.26,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.2,0.21,0.21,0.2,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.1,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.18,0.23,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.16,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42000000000002
07/27/2021,5.48,5.13,3.71,2.0,1.84,1.81,1.25,1.16,1.19,1.09,1.07,0.98,0.93,0.85,0.83,0.8,0.8,0.76,0.68,0.71,0.63,0.58,0.54,0.55,0.57,0.54,0.55,0.55,0.5,0.52,0.49,0.5,0.49,0.48,0.51,0.45,0.46,0.48,0.46,0.46,0.45,0.44,0.44,0.4,0.44,0.42,0.41,0.38,0.36,0.36,0.35,0.37,0.37,0.39,0.39,0.36,0.33,0.34,0.33,0.34,0.34,0.34,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.22,0.23,0.21,0.2,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.18,0.18,0.19,0.18,0.13,0.18,0.17,0.18,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.24,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.16,0.16,0.14,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58
07/28/2021,5.49,5.14,3.69,2.09,1.89,1.85,1.24,1.15,1.17,1.07,1.07,0.99,0.93,0.85,0.83,0.81,0.81,0.75,0.67,0.7,0.63,0.57,0.54,0.54,0.56,0.5,0.55,0.55,0.51,0.52,0.49,0.5,0.49,0.47,0.51,0.45,0.46,0.48,0.46,0.46,0.46,0.43,0.44,0.41,0.44,0.43,0.41,0.39,0.36,0.36,0.34,0.36,0.37,0.38,0.38,0.36,0.33,0.34,0.33,0.34,0.35,0.33,0.31,0.29,0.31,0.3,0.3,0.29,0.3,0.3,0.27,0.26,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.22,0.23,0.21,0.2,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.19,0.21,0.18,0.18,0.19,0.18,0.16,0.18,0.16,0.18,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.25,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.1,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67000000000002
07/29/2021,5.5,5.12,3.73,2.1,1.9,1.87,1.24,1.13,1.19,1.08,1.06,1.0,0.92,0.85,0.83,0.81,0.81,0.76,0.68,0.7,0.63,0.58,0.54,0.54,0.56,0.52,0.55,0.55,0.5,0.52,0.49,0.5,0.49,0.47,0.51,0.46,0.46,0.48,0.46,0.46,0.46,0.44,0.43,0.41,0.44,0.43,0.41,0.38,0.36,0.36,0.34,0.36,0.37,0.38,0.38,0.36,0.33,0.33,0.33,0.34,0.35,0.34,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.24,0.24,0.23,0.24,0.22,0.21,0.22,0.22,0.2,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.18,0.18,0.16,0.18,0.19,0.17,0.17,0.17,0.17,0.24,0.17,0.18,0.18,0.17,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.16,0.17,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72000000000001
07/30/2021,5.44,5.1,3.68,2.08,1.88,1.84,1.26,1.13,1.18,1.08,1.08,1.0,0.93,0.83,0.82,0.81,0.82,0.77,0.68,0.7,0.63,0.58,0.54,0.55,0.56,0.51,0.55,0.56,0.5,0.53,0.49,0.5,0.49,0.48,0.52,0.46,0.47,0.48,0.46,0.46,0.46,0.44,0.44,0.4,0.44,0.43,0.41,0.38,0.37,0.36,0.34,0.33,0.37,0.38,0.38,0.36,0.33,0.33,0.32,0.34,0.35,0.34,0.32,0.29,0.31,0.3,0.29,0.29,0.3,0.3,0.27,0.26,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.24,0.24,0.24,0.23,0.22,0.22,0.23,0.22,0.2,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.18,0.19,0.16,0.17,0.17,0.17,0.24,0.18,0.18,0.18,0.17,0.15,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63000000000001
08/02/2021,5.37,5.08,3.63,2.02,1.92,1.83,1.25,1.15,1.23,1.09,1.07,0.99,0.91,0.78,0.82,0.8,0.8,0.76,0.69,0.7,0.63,0.59,0.54,0.54,0.55,0.51,0.55,0.56,0.51,0.52,0.49,0.5,0.49,0.47,0.51,0.47,0.46,0.48,0.46,0.46,0.46,0.45,0.44,0.41,0.44,0.43,0.41,0.4,0.37,0.36,0.34,0.33,0.37,0.37,0.38,0.36,0.33,0.33,0.32,0.34,0.34,0.34,0.31,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.27,0.29,0.27,0.27,0.27,0.26,0.27,0.26,0.26,0.24,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.2,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.19,0.18,0.18,0.18,0.14,0.18,0.17,0.17,0.18,0.16,0.18,0.19,0.16,0.17,0.17,0.17,0.25,0.17,0.18,0.18,0.17,0.15,0.17,0.15,0.19,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.16,0.17,0.17,0.15,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4
08/03/2021,5.41,5.08,3.37,2.02,1.92,1.82,1.25,1.15,1.25,1.09,1.07,0.99,0.92,0.77,0.83,0.8,0.82,0.76,0.68,0.7,0.64,0.58,0.54,0.55,0.55,0.51,0.55,0.57,0.51,0.52,0.5,0.51,0.49,0.47,0.51,0.47,0.46,0.48,0.47,0.46,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.36,0.34,0.33,0.38,0.37,0.38,0.36,0.33,0.33,0.32,0.34,0.34,0.34,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.31,0.27,0.31,0.27,0.27,0.28,0.26,0.28,0.27,0.26,0.24,0.24,0.24,0.23,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.17,0.26,0.17,0.18,0.18,0.18,0.15,0.17,0.15,0.19,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.16,0.16,0.17,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.12,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.45
08/04/2021,5.41,5.08,3.37,2.02,1.92,1.82,1.25,1.15,1.25,1.09,1.07,0.99,0.92,0.77,0.83,0.8,0.82,0.76,0.68,0.7,0.64,0.58,0.54,0.55,0.55,0.51,0.55,0.57,0.51,0.52,0.5,0.51,0.49,0.47,0.51,0.47,0.46,0.48,0.47,0.46,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.36,0.34,0.33,0.38,0.37,0.38,0.36,0.33,0.33,0.32,0.34,0.34,0.34,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.31,0.27,0.31,0.27,0.27,0.28,0.26,0.28,0.27,0.26,0.24,0.24,0.24,0.23,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.17,0.26,0.17,0.18,0.18,0.18,0.15,0.17,0.15,0.19,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.16,0.16,0.17,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.12,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.45
08/05/2021,5.41,5.08,3.37,2.02,1.92,1.82,1.25,1.15,1.25,1.09,1.07,0.99,0.92,0.77,0.83,0.8,0.82,0.76,0.68,0.7,0.64,0.58,0.54,0.55,0.55,0.51,0.55,0.57,0.51,0.52,0.5,0.51,0.49,0.47,0.51,0.47,0.46,0.48,0.47,0.46,0.46,0.45,0.45,0.42,0.45,0.43,0.42,0.4,0.37,0.36,0.34,0.33,0.38,0.37,0.38,0.36,0.33,0.33,0.32,0.34,0.34,0.34,0.31,0.29,0.3,0.3,0.3,0.29,0.3,0.31,0.27,0.31,0.27,0.27,0.28,0.26,0.28,0.27,0.26,0.24,0.24,0.24,0.23,0.22,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.19,0.18,0.19,0.18,0.15,0.18,0.17,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.17,0.26,0.17,0.18,0.18,0.18,0.15,0.17,0.15,0.19,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.16,0.16,0.17,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.12,0.1,0.0,0.0,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.45
08/06/2021,5.44,5.09,3.39,1.98,1.92,1.83,1.26,1.16,1.29,1.09,1.08,0.94,0.94,0.76,0.83,0.76,0.83,0.74,0.68,0.7,0.63,0.58,0.53,0.54,0.55,0.51,0.56,0.6,0.51,0.52,0.5,0.51,0.48,0.47,0.51,0.47,0.46,0.48,0.47,0.46,0.48,0.46,0.45,0.41,0.45,0.42,0.42,0.39,0.37,0.36,0.34,0.33,0.37,0.38,0.38,0.37,0.34,0.33,0.32,0.34,0.33,0.34,0.31,0.3,0.3,0.3,0.31,0.29,0.3,0.31,0.27,0.32,0.27,0.0,0.28,0.26,0.27,0.27,0.26,0.24,0.25,0.25,0.25,0.23,0.21,0.23,0.21,0.21,0.23,0.19,0.22,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.19,0.18,0.19,0.19,0.17,0.18,0.17,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.17,0.28,0.17,0.18,0.18,0.17,0.15,0.17,0.15,0.19,0.17,0.16,0.17,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.16,0.17,0.16,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.16,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.12,0.1,0.1,0.0,0.0,0.11,0.12,0.11,0.0,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.56000000000002
08/09/2021,5.41,5.12,3.4,2.04,1.92,1.83,1.25,1.21,1.29,1.09,1.07,0.95,0.91,0.77,0.83,0.76,0.82,0.75,0.69,0.71,0.63,0.57,0.55,0.54,0.57,0.51,0.55,0.59,0.51,0.51,0.5,0.52,0.48,0.47,0.5,0.46,0.45,0.48,0.47,0.47,0.49,0.46,0.46,0.42,0.46,0.41,0.4,0.39,0.36,0.36,0.34,0.32,0.37,0.38,0.38,0.37,0.34,0.32,0.32,0.34,0.33,0.34,0.31,0.3,0.3,0.3,0.31,0.3,0.31,0.3,0.27,0.32,0.27,0.26,0.28,0.26,0.28,0.27,0.25,0.24,0.25,0.25,0.26,0.22,0.21,0.23,0.21,0.21,0.23,0.19,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.18,0.17,0.19,0.17,0.18,0.16,0.17,0.18,0.15,0.18,0.19,0.16,0.18,0.16,0.17,0.3,0.17,0.18,0.18,0.17,0.15,0.17,0.15,0.19,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.17,0.15,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.11,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.61
08/10/2021,5.37,5.11,3.36,2.04,1.91,1.83,1.27,1.19,1.26,1.12,1.07,0.96,0.92,0.77,0.82,0.77,0.81,0.75,0.71,0.71,0.63,0.57,0.54,0.54,0.57,0.51,0.55,0.59,0.51,0.51,0.5,0.52,0.47,0.47,0.5,0.46,0.45,0.48,0.46,0.47,0.49,0.47,0.46,0.42,0.46,0.41,0.41,0.39,0.36,0.36,0.34,0.33,0.37,0.38,0.37,0.37,0.34,0.31,0.32,0.34,0.33,0.35,0.31,0.3,0.3,0.3,0.31,0.3,0.32,0.3,0.27,0.31,0.27,0.0,0.29,0.26,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.22,0.21,0.22,0.21,0.22,0.22,0.19,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.21,0.19,0.18,0.17,0.19,0.14,0.18,0.16,0.17,0.18,0.15,0.18,0.19,0.16,0.17,0.16,0.18,0.3,0.17,0.18,0.18,0.16,0.15,0.18,0.15,0.18,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.17,0.15,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.11,0.12,0.12,0.1,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.0,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49
