,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,TMO,NKE,ABBV,T,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,BMY,UNP,UPS,LIN,ORCL,HON,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,IBM,AMAT,BLK,GS,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,SQ,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,GILD,TMUS,TJX,ADP,ZM,COP,CI,PNC,XTSLA,EL,GM,CSX,CME,UBER,USB,DUK,FDX,ILMN,CL,COF,MRNA,EQIX,MMC,CB,BDX,ATVI,TFC,NSC,BX,EW,ICE,SHW,SO,BSX,APD,REGN,ADI,D,TWLO,FISV,SNAP,ADSK,ITW,MCO,ETN,HUM,PGR,EMR,GPN,F,NOC,FCX,CRWD,AON,HCA,WM,NXPI,DOCU,TWTR,IDXX,ROKU,JCI,ROP,EOG,NEM,VRTX,BIIB,ECL,DG,LHX,LULU,TT,CMG,VEEV,EBAY,ROST,WDAY,TEL,MSCI,KMB,DOW,TROW,PSA,MRVL,IQV,KLAC,A,BAX,SPG,APH,DD,EA,PPG,ORLY,ALXN,AEP,MCHP,BK,SRE,AIG,DXCM,SLB,SNPS,PINS,MET,EXC,ALGN,APTV,PH,INFO,GD,MTCH,CARR,DLR,CNC,CDNS,GE.,FTNT,PRU,DFS,CTSH,RMD,TRV,MSI,ALL,USD,PANW,SNOW,ABNB,PLTR,SBAC,MAR,SYY,BISXX,NET,PXD,SIVB,KKR,XLNX,DDOG,TTD,HPQ,AZO,SUM
07/09/2021,5.32,4.99,3.76,2.02,1.81,1.76,1.26,1.23,1.21,1.11,1.06,0.97,0.92,0.82,0.81,0.79,0.79,0.75,0.72,0.68,0.63,0.62,0.57,0.56,0.55,0.54,0.53,0.53,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.48,0.47,0.46,0.46,0.46,0.45,0.43,0.42,0.42,0.42,0.41,0.41,0.38,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.17
07/12/2021,5.4,5.02,3.84,1.99,1.81,1.77,1.25,1.19,1.21,1.1,1.07,0.96,0.93,0.83,0.81,0.78,0.81,0.75,0.7,0.7,0.64,0.61,0.56,0.55,0.55,0.54,0.54,0.53,0.51,0.5,0.49,0.49,0.49,0.48,0.5,0.48,0.48,0.47,0.46,0.46,0.45,0.42,0.42,0.42,0.43,0.42,0.41,0.37,0.37,0.36,0.35,0.37,0.36,0.37,0.37,0.35,0.33,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.29,0.3,0.28,0.26,0.28,0.27,0.27,0.26,0.27,0.26,0.25,0.24,0.25,0.24,0.22,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.26
07/13/2021,5.4,5.02,3.84,1.99,1.81,1.77,1.25,1.19,1.21,1.1,1.07,0.96,0.93,0.83,0.81,0.78,0.81,0.75,0.7,0.7,0.64,0.61,0.56,0.55,0.55,0.54,0.54,0.53,0.51,0.5,0.49,0.49,0.49,0.48,0.5,0.48,0.48,0.47,0.46,0.46,0.45,0.42,0.42,0.42,0.43,0.42,0.41,0.37,0.37,0.36,0.35,0.37,0.36,0.37,0.37,0.35,0.33,0.34,0.33,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.29,0.3,0.29,0.3,0.28,0.26,0.28,0.27,0.27,0.26,0.27,0.26,0.25,0.24,0.25,0.24,0.22,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.26
07/14/2021,5.4,4.97,3.79,1.99,1.79,1.75,1.26,1.19,1.2,1.12,1.06,0.96,0.92,0.84,0.81,0.77,0.8,0.76,0.72,0.69,0.63,0.62,0.56,0.55,0.54,0.54,0.54,0.53,0.51,0.5,0.48,0.49,0.49,0.48,0.49,0.48,0.47,0.47,0.47,0.46,0.44,0.43,0.42,0.42,0.43,0.42,0.41,0.38,0.37,0.36,0.35,0.37,0.36,0.38,0.37,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.29,0.3,0.3,0.29,0.28,0.26,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
07/15/2021,5.4,4.97,3.79,1.99,1.79,1.75,1.26,1.19,1.2,1.12,1.06,0.96,0.92,0.84,0.81,0.77,0.8,0.76,0.72,0.69,0.63,0.62,0.56,0.55,0.54,0.54,0.54,0.53,0.51,0.5,0.48,0.49,0.49,0.48,0.49,0.48,0.47,0.47,0.47,0.46,0.44,0.43,0.42,0.42,0.43,0.42,0.41,0.38,0.37,0.36,0.35,0.37,0.36,0.38,0.37,0.35,0.34,0.33,0.33,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.29,0.3,0.3,0.29,0.28,0.26,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
07/16/2021,5.44,5.04,3.75,2.01,1.82,1.78,1.26,1.2,1.23,1.12,1.06,0.98,0.94,0.84,0.8,0.8,0.8,0.79,0.72,0.69,0.63,0.61,0.57,0.55,0.54,0.55,0.54,0.53,0.5,0.51,0.48,0.49,0.5,0.48,0.5,0.48,0.47,0.47,0.47,0.46,0.45,0.43,0.42,0.42,0.43,0.42,0.41,0.38,0.36,0.36,0.35,0.36,0.36,0.38,0.37,0.35,0.34,0.33,0.33,0.33,0.34,0.33,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.3,0.28,0.26,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.23,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.21,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.47000000000001
07/19/2021,5.57,5.06,3.72,1.97,1.83,1.79,1.27,1.13,1.2,1.12,1.06,1.0,0.95,0.83,0.82,0.82,0.81,0.8,0.7,0.69,0.64,0.6,0.58,0.56,0.53,0.54,0.54,0.54,0.49,0.52,0.48,0.49,0.49,0.49,0.51,0.47,0.47,0.48,0.47,0.46,0.44,0.44,0.43,0.41,0.44,0.42,0.4,0.38,0.37,0.36,0.35,0.37,0.36,0.37,0.39,0.36,0.34,0.34,0.33,0.33,0.34,0.33,0.31,0.29,0.31,0.3,0.29,0.3,0.3,0.3,0.28,0.25,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.23,0.24,0.22,0.23,0.22,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.18,0.18,0.19,0.19,0.11,0.18,0.17,0.17,0.18,0.16,0.19,0.19,0.17,0.16,0.17,0.17,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51
07/20/2021,5.57,5.06,3.72,1.97,1.83,1.79,1.27,1.13,1.2,1.12,1.06,1.0,0.95,0.83,0.82,0.82,0.81,0.8,0.7,0.69,0.64,0.6,0.58,0.56,0.53,0.54,0.54,0.54,0.49,0.52,0.48,0.49,0.49,0.49,0.51,0.47,0.47,0.48,0.47,0.46,0.44,0.44,0.43,0.41,0.44,0.42,0.4,0.38,0.37,0.36,0.35,0.37,0.36,0.37,0.39,0.36,0.34,0.34,0.33,0.33,0.34,0.33,0.31,0.29,0.31,0.3,0.29,0.3,0.3,0.3,0.28,0.25,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.23,0.24,0.22,0.23,0.22,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.18,0.18,0.19,0.19,0.11,0.18,0.17,0.17,0.18,0.16,0.19,0.19,0.17,0.16,0.17,0.17,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51
07/21/2021,5.53,5.09,3.69,1.97,1.84,1.81,1.27,1.09,1.19,1.11,1.07,1.01,0.95,0.83,0.82,0.82,0.83,0.78,0.69,0.7,0.64,0.58,0.57,0.56,0.53,0.53,0.54,0.54,0.5,0.53,0.49,0.49,0.5,0.49,0.52,0.46,0.48,0.48,0.46,0.47,0.45,0.44,0.44,0.41,0.44,0.42,0.41,0.38,0.37,0.36,0.35,0.37,0.36,0.38,0.38,0.37,0.33,0.34,0.33,0.33,0.34,0.33,0.3,0.29,0.31,0.3,0.28,0.3,0.3,0.3,0.27,0.25,0.28,0.26,0.27,0.27,0.26,0.26,0.26,0.25,0.24,0.24,0.22,0.23,0.22,0.23,0.21,0.2,0.23,0.22,0.2,0.22,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.19,0.18,0.19,0.19,0.11,0.18,0.17,0.17,0.18,0.16,0.19,0.19,0.17,0.16,0.17,0.17,0.21,0.18,0.17,0.18,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.15,0.16,0.13,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.11,0.12,0.12,0.1,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.56
07/22/2021,5.46,5.1,3.72,1.97,1.83,1.8,1.26,1.14,1.22,1.09,1.07,0.99,0.94,0.85,0.83,0.78,0.84,0.77,0.68,0.7,0.63,0.57,0.58,0.56,0.54,0.54,0.55,0.55,0.52,0.53,0.5,0.49,0.5,0.48,0.53,0.45,0.48,0.48,0.46,0.47,0.46,0.43,0.44,0.42,0.45,0.42,0.4,0.38,0.37,0.36,0.35,0.37,0.36,0.39,0.37,0.37,0.33,0.35,0.33,0.33,0.33,0.32,0.3,0.28,0.31,0.3,0.29,0.29,0.29,0.3,0.27,0.26,0.28,0.26,0.27,0.26,0.27,0.25,0.26,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.21,0.2,0.23,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.21,0.19,0.21,0.18,0.18,0.19,0.18,0.11,0.18,0.17,0.17,0.18,0.16,0.18,0.2,0.18,0.17,0.17,0.17,0.23,0.18,0.17,0.18,0.18,0.17,0.17,0.15,0.17,0.16,0.16,0.17,0.16,0.14,0.15,0.15,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.11,0.12,0.12,0.0,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.56
