,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,JPM,TSLA,JNJ,UNH,V,NVDA,HD,PG,BAC,DIS,MA,PYPL,CMCSA,XOM,ADBE,INTC,VZ,CSCO,PFE,NFLX,KO,T,CRM,PEP,ABT,CVX,ABBV,WMT,MRK,AVGO,TMO,ACN,WFC,TXN,MCD,MDT,NKE,LLY,COST,C,HON,DHR,LIN,UPS,QCOM,UNP,PM,BMY,ORCL,NEE,LOW,AMGN,SBUX,BA,CAT,BLK,IBM,MS,AMAT,RTX,GS,GE,AMT,MMM,TGT,CVS,INTU,AXP,DE,SCHW,ANTM,CHTR,ISRG,BKNG,AMD,LMT,MU,LRCX,NOW,FIS,MO,SPGI,CI,MDLZ,SYK,PLD,ADP,ZTS,TFC,GILD,USB,PNC,SQ,TJX,CCI,TMUS,CME,FDX,CB,CSX,COP,ATVI,GM,DUK,ITW,COF,NSC,CL,SHW,UBER,MMC,BDX,EL,FISV,SO,APD,EQIX,ADSK,ICE,D,FCX,BSX,ADI,ILMN,WM,EW,NEM,ETN,ZM,PGR,GPN,AON,HCA,NOC,EMR,F,HUM,MCO,VRTX,ECL,MRNA,DOW,DG,MET,KLAC,REGN,JCI,TWLO,GD,IDXX,ROP,EOG,ALGN,LHX,IQV,AIG,DD,TWTR,TT,KMB,ROST,EXC,SLB,TROW,AEP,PSA,PPG,CNC,DLR,PRU,A,SPG,BAX,INFO,BK,ALL,WDAY,SRE,EA,BIIB,TRV,APTV,MPC,CARR,EBAY,PH,VEEV,SYY,MCHP,APH,AFL,STZ,MAR,BX,NXPI,DOCU,ROKU,MRVL,CMG,MTCH,PINS,PLTR,MSCI,SNPS,LULU,DXCM,ALXN,TEAM,ORLY,CRWD,CDNS,PANW,FTNT,RMD,-,SNOW,MRVL.UW,SUM
09/02/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/03/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/06/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/07/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/08/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/09/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/10/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/13/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/14/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/15/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/16/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/17/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/20/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
09/21/2021,5.46,5.12,3.44,2.03,1.94,1.82,1.24,1.09,1.27,1.08,0.92,0.99,1.11,0.84,0.83,0.69,0.76,0.8,0.77,0.64,0.58,0.71,0.52,0.55,0.56,0.57,0.53,0.53,0.48,0.53,0.52,0.5,0.47,0.49,0.49,0.46,0.46,0.51,0.48,0.45,0.42,0.43,0.42,0.49,0.49,0.45,0.33,0.39,0.45,0.0,0.33,0.4,0.35,0.37,0.36,0.36,0.36,0.33,0.33,0.34,0.29,0.27,0.3,0.3,0.32,0.31,0.31,0.29,0.27,0.3,0.27,0.31,0.26,0.32,0.26,0.24,0.25,0.22,0.23,0.28,0.21,0.31,0.22,0.21,0.22,0.28,0.22,0.21,0.25,0.19,0.21,0.23,0.22,0.21,0.23,0.17,0.2,0.18,0.18,0.23,0.2,0.2,0.2,0.18,0.16,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.16,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.17,0.17,0.16,0.14,0.13,0.15,0.15,0.17,0.15,0.17,0.12,0.15,0.19,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.13,0.29,0.11,0.13,0.1,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.13,0.11,0.11,0.1,0.0,0.13,0.12,0.11,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.19,0.14,0.13,0.12,0.12,0.12,0.1,0.0,0.0,0.11,0.1,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74.44000000000001
