,B 0 09/02/21,B 0 09/09/21,B 0 08/03/21,B 0 08/17/21,B 0 08/26/21,B 0 09/16/21,B 0 08/24/21,B 0 08/12/21,B 0 08/05/21,CMBR 0 08/19/21,CMB 0 09/21/21,B 0 07/27/21,B 0 07/13/21,B 0 08/10/21,6206.TW,B 0 07/22/21,B 0 08/31/21,United States Treasury Bills 0%,B 0 07/15/21,6206.TW,SUM
07/09/2021,11.6,9.38,9.31,8.24,7.16,7.16,6.8,6.45,5.95,5.66,3.58,3.51,3.22,3.15,2.16,2.15,2.01,1.79,0.72,0.0,100.00000000000001
