,TITAN.NS,DABUR.NS,GODREJCP.NS,BRITANNIA.NS,HINDUNILVR.NS,NESTLEIND.NS,MOTHERSUMI.NS,MARICO.NS,BAJAJ-AUTO.NS,COLPAL.NS,MARUTI.NS,BHARATFORG.NS,MCDOWELL-N.NS,MRF.NS,BOSCHLTD.NS,PGHH.NS,PAGEIND.NS,UBL.NS,M&M.NS,HEROMOTOCO.NS,Indian Rupee,Britannia Industries Ltd 5.5%,Cash,SUM
07/09/2021,7.95,7.72,7.58,7.55,7.4,6.95,6.7,6.19,6.17,5.25,4.65,4.15,4.02,3.98,3.03,2.93,2.58,2.08,1.83,1.1,0.1,0.06,0.01,99.97999999999999
