,TECH,FICO,CGNX,MOH,SEDG,XPO,SBNY,CPT,MASI,CDAY,FDS,GGG,BRO,WSM,TTC,NDSN,MPW,STLD,RPM,AXON,RH,CREE,JAZZ,DECK,DAR,CABO,OC,LAD,HUBB,EWBC,CSL,JLL,MIDD,CLF,MANH,LEA,OLED,PEN,FHN,SCI,ACM,NBIX,Y,ATR,SYNH,CIEN,AMED,CONE,WEX,STOR,SAM,LSI,ARW,OSK,NNN,KSS,UTHR,CPRI,GNTX,DCI,ITT,EHC,LECO,AGCO,JBL,HRC,RGA,REXR,FSLR,CBSH,BC,PII,SMG,TPX,KRC,XEC,RNR,PCTY,WWD,THC,SEIC,HOG,AMG,TTEK,MAT,FAF,BRX,ACC,SON,WH,EME,JHG,PB,SLAB,SLM,TOL,SRCL,LHCG,PNFP,SNV,FL,NYT,OLN,BJ,TXRH,DKS,COHR,MAN,INGR,LFUS,X,AYI,THO,MSA,EQT,VVV,COR,PRI,EXEL,EXP,NATI,MTZ,SRC,EVR,ACHC,HELE,SLG,CC,RBC,AEO,DEI,CUZ,MMS,SYNA,AN,IBKR,TDC,TKR,ADS,KBR,CFX,TNL,RYN,NYCB,HXL,OZK,SAIC,QDEL,FLS,ESNT,CIT,CW,THG,NFG,FLO,ASH,IART,IRDM,MTG,CLH,SNX,SIGI,PK,GT,HIW,FCN,HE,WBS,WING,CR,PACW,ACIW,STL,CRI,KMPR,HRB,SMTC,WTFC,HR,ICUI,AVNT,LOPE,HPP,CCMP,RLI,WEN,ENS,UNVR,TGNA,CAR,UMPQ,LIVN,XRX,JWN,R,TRIP,SR,AVT,UMBF,FNB,SWX,BCO,MRCY,NJR,PZZA,CVLT,KBH,CMC,NSP,NAVI,SAFM,HWC,MUSA,QLYS,ETRN,VSAT,MAC,MUR,COG,WOLF,n/a,RRX,PCH,BXS,HAIN,CADE,SUM
09/22/2021,0.0,0.78,0.98,1.01,0.91,0.53,0.94,0.9,0.87,0.89,0.89,0.79,0.83,0.88,0.69,0.81,0.74,0.78,0.64,0.7,0.71,0.62,0.5,0.75,0.77,0.66,0.59,0.63,0.63,0.64,0.65,0.77,0.6,0.63,0.62,0.52,0.52,0.6,0.52,0.64,0.59,0.57,0.54,0.5,0.6,0.51,0.35,0.59,0.47,0.52,0.3,0.58,0.52,0.46,0.48,0.52,0.56,0.5,0.48,0.48,0.47,0.47,0.49,0.49,0.51,0.63,0.47,0.5,0.55,0.44,0.47,0.43,0.37,0.55,0.43,0.49,0.45,0.65,0.42,0.49,0.44,0.36,0.41,0.49,0.44,0.47,0.42,0.41,0.37,0.42,0.39,0.47,0.38,0.36,0.37,0.43,0.39,0.33,0.42,0.37,0.32,0.44,0.43,0.5,0.37,0.55,0.39,0.38,0.36,0.42,0.4,0.38,0.38,0.34,0.33,0.35,0.41,0.36,0.4,0.36,0.34,0.31,0.35,0.35,0.34,0.35,0.29,0.3,0.37,0.26,0.33,0.34,0.32,0.4,0.4,0.31,0.35,0.28,0.3,0.33,0.34,0.3,0.33,0.37,0.3,0.3,0.31,0.37,0.29,0.32,0.32,0.32,0.29,0.29,0.28,0.31,0.3,0.33,0.31,0.31,0.3,0.29,0.28,0.3,0.29,0.29,0.28,0.27,0.34,0.28,0.3,0.0,0.27,0.27,0.25,0.29,0.32,0.27,0.26,0.3,0.26,0.26,0.25,0.23,0.25,0.25,0.0,0.24,0.27,0.3,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.26,0.24,0.24,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
09/23/2021,0.0,0.78,0.98,1.01,0.91,0.53,0.94,0.9,0.87,0.89,0.89,0.79,0.83,0.88,0.69,0.81,0.74,0.78,0.64,0.7,0.71,0.62,0.5,0.75,0.77,0.66,0.59,0.63,0.63,0.64,0.65,0.77,0.6,0.63,0.62,0.52,0.52,0.6,0.52,0.64,0.59,0.57,0.54,0.5,0.6,0.51,0.35,0.59,0.47,0.52,0.3,0.58,0.52,0.46,0.48,0.52,0.56,0.5,0.48,0.48,0.47,0.47,0.49,0.49,0.51,0.63,0.47,0.5,0.55,0.44,0.47,0.43,0.37,0.55,0.43,0.49,0.45,0.65,0.42,0.49,0.44,0.36,0.41,0.49,0.44,0.47,0.42,0.41,0.37,0.42,0.39,0.47,0.38,0.36,0.37,0.43,0.39,0.33,0.42,0.37,0.32,0.44,0.43,0.5,0.37,0.55,0.39,0.38,0.36,0.42,0.4,0.38,0.38,0.34,0.33,0.35,0.41,0.36,0.4,0.36,0.34,0.31,0.35,0.35,0.34,0.35,0.29,0.3,0.37,0.26,0.33,0.34,0.32,0.4,0.4,0.31,0.35,0.28,0.3,0.33,0.34,0.3,0.33,0.37,0.3,0.3,0.31,0.37,0.29,0.32,0.32,0.32,0.29,0.29,0.28,0.31,0.3,0.33,0.31,0.31,0.3,0.29,0.28,0.3,0.29,0.29,0.28,0.27,0.34,0.28,0.3,0.0,0.27,0.27,0.25,0.29,0.32,0.27,0.26,0.3,0.26,0.26,0.25,0.23,0.25,0.25,0.0,0.24,0.27,0.3,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.26,0.24,0.24,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
09/24/2021,0.0,0.77,0.97,1.05,0.91,0.54,0.98,0.98,0.9,0.0,0.91,0.81,0.0,0.89,0.69,0.84,0.79,0.72,0.66,0.74,0.74,0.62,0.51,0.76,0.76,0.61,0.59,0.64,0.62,0.62,0.67,0.77,0.61,0.58,0.64,0.57,0.54,0.63,0.53,0.66,0.57,0.58,0.56,0.5,0.63,0.5,0.35,0.62,0.47,0.53,0.31,0.61,0.51,0.45,0.51,0.52,0.57,0.5,0.49,0.47,0.47,0.48,0.5,0.48,0.55,0.64,0.47,0.53,0.61,0.45,0.46,0.42,0.39,0.62,0.44,0.51,0.43,0.72,0.47,0.5,0.4,0.37,0.38,0.51,0.44,0.47,0.44,0.44,0.38,0.44,0.38,0.46,0.39,0.36,0.34,0.45,0.4,0.34,0.44,0.36,0.29,0.54,0.42,0.52,0.4,0.55,0.4,0.37,0.38,0.43,0.37,0.39,0.38,0.35,0.33,0.35,0.43,0.37,0.42,0.36,0.36,0.32,0.38,0.34,0.36,0.35,0.3,0.29,0.36,0.26,0.36,0.36,0.32,0.41,0.36,0.33,0.37,0.3,0.29,0.34,0.37,0.3,0.33,0.38,0.31,0.32,0.31,0.39,0.29,0.32,0.32,0.32,0.29,0.29,0.3,0.33,0.33,0.37,0.32,0.32,0.3,0.28,0.29,0.29,0.29,0.29,0.29,0.27,0.35,0.29,0.32,0.0,0.27,0.27,0.26,0.29,0.32,0.27,0.29,0.3,0.26,0.25,0.25,0.0,0.26,0.25,0.0,0.25,0.31,0.29,0.27,0.28,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.26,0.0,0.0,0.0,0.28,0.0,0.24,0.0,0.25,0.25,0.26,0.24,0.25,0.25,0.24,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.44000000000001
09/27/2021,0.0,0.76,0.99,1.04,0.93,0.54,0.99,0.96,0.91,0.0,0.89,0.79,0.0,0.89,0.68,0.83,0.78,0.71,0.65,0.73,0.74,0.62,0.52,0.75,0.74,0.59,0.58,0.65,0.62,0.65,0.66,0.79,0.6,0.59,0.63,0.58,0.53,0.61,0.55,0.65,0.6,0.56,0.55,0.49,0.62,0.5,0.33,0.6,0.48,0.52,0.3,0.59,0.51,0.45,0.49,0.54,0.56,0.51,0.49,0.47,0.46,0.47,0.5,0.49,0.57,0.62,0.47,0.51,0.58,0.45,0.47,0.43,0.38,0.61,0.45,0.52,0.42,0.73,0.46,0.49,0.4,0.38,0.4,0.51,0.44,0.46,0.44,0.44,0.37,0.45,0.4,0.46,0.4,0.37,0.34,0.44,0.39,0.32,0.44,0.38,0.29,0.54,0.45,0.5,0.41,0.55,0.39,0.38,0.38,0.43,0.37,0.4,0.38,0.34,0.34,0.36,0.42,0.38,0.41,0.36,0.35,0.31,0.37,0.34,0.36,0.34,0.31,0.29,0.36,0.26,0.36,0.36,0.31,0.41,0.35,0.34,0.37,0.3,0.31,0.34,0.38,0.31,0.32,0.37,0.32,0.33,0.31,0.37,0.29,0.32,0.32,0.32,0.3,0.29,0.29,0.33,0.33,0.36,0.32,0.32,0.29,0.29,0.3,0.3,0.29,0.29,0.28,0.28,0.34,0.29,0.34,0.0,0.28,0.26,0.26,0.29,0.33,0.27,0.28,0.3,0.27,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.3,0.33,0.27,0.28,0.0,0.0,0.27,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.23,0.0,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28
09/28/2021,0.0,0.76,0.99,1.04,0.93,0.54,0.99,0.96,0.91,0.0,0.89,0.79,0.0,0.89,0.68,0.83,0.78,0.71,0.65,0.73,0.74,0.62,0.52,0.75,0.74,0.59,0.58,0.65,0.62,0.65,0.66,0.79,0.6,0.59,0.63,0.58,0.53,0.61,0.55,0.65,0.6,0.56,0.55,0.49,0.62,0.5,0.33,0.6,0.48,0.52,0.3,0.59,0.51,0.45,0.49,0.54,0.56,0.51,0.49,0.47,0.46,0.47,0.5,0.49,0.57,0.62,0.47,0.51,0.58,0.45,0.47,0.43,0.38,0.61,0.45,0.52,0.42,0.73,0.46,0.49,0.4,0.38,0.4,0.51,0.44,0.46,0.44,0.44,0.37,0.45,0.4,0.46,0.4,0.37,0.34,0.44,0.39,0.32,0.44,0.38,0.29,0.54,0.45,0.5,0.41,0.55,0.39,0.38,0.38,0.43,0.37,0.4,0.38,0.34,0.34,0.36,0.42,0.38,0.41,0.36,0.35,0.31,0.37,0.34,0.36,0.34,0.31,0.29,0.36,0.26,0.36,0.36,0.31,0.41,0.35,0.34,0.37,0.3,0.31,0.34,0.38,0.31,0.32,0.37,0.32,0.33,0.31,0.37,0.29,0.32,0.32,0.32,0.3,0.29,0.29,0.33,0.33,0.36,0.32,0.32,0.29,0.29,0.3,0.3,0.29,0.29,0.28,0.28,0.34,0.29,0.34,0.0,0.28,0.26,0.26,0.29,0.33,0.27,0.28,0.3,0.27,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.3,0.33,0.27,0.28,0.0,0.0,0.27,0.0,0.0,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.23,0.0,0.25,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28
09/29/2021,0.0,0.75,0.98,1.06,0.91,0.54,0.99,0.95,0.91,0.0,0.89,0.79,0.0,0.9,0.67,0.83,0.77,0.72,0.65,0.74,0.74,0.61,0.52,0.68,0.74,0.57,0.58,0.66,0.62,0.66,0.67,0.8,0.6,0.59,0.64,0.59,0.52,0.61,0.56,0.65,0.6,0.57,0.55,0.49,0.63,0.5,0.32,0.58,0.48,0.52,0.3,0.58,0.52,0.45,0.49,0.54,0.54,0.5,0.49,0.47,0.46,0.48,0.5,0.47,0.57,0.62,0.47,0.5,0.57,0.45,0.47,0.43,0.37,0.61,0.45,0.53,0.42,0.74,0.46,0.48,0.41,0.37,0.4,0.53,0.43,0.47,0.43,0.44,0.37,0.46,0.4,0.46,0.4,0.37,0.34,0.44,0.4,0.32,0.44,0.39,0.27,0.54,0.45,0.5,0.42,0.54,0.39,0.37,0.38,0.44,0.37,0.4,0.38,0.33,0.34,0.36,0.41,0.39,0.41,0.36,0.35,0.31,0.37,0.34,0.36,0.34,0.31,0.29,0.37,0.27,0.36,0.36,0.32,0.41,0.35,0.35,0.38,0.3,0.32,0.34,0.38,0.32,0.32,0.37,0.32,0.33,0.31,0.35,0.29,0.32,0.32,0.32,0.3,0.29,0.29,0.33,0.33,0.36,0.32,0.32,0.29,0.29,0.3,0.31,0.29,0.29,0.28,0.29,0.34,0.3,0.34,0.0,0.28,0.27,0.26,0.29,0.33,0.28,0.28,0.3,0.27,0.25,0.25,0.0,0.26,0.25,0.0,0.25,0.29,0.34,0.28,0.28,0.0,0.0,0.27,0.23,0.0,0.0,0.26,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.31
09/30/2021,0.0,0.74,0.94,1.03,0.91,0.52,1.04,0.92,0.87,0.0,0.87,0.78,0.0,0.91,0.66,0.83,0.76,0.74,0.65,0.73,0.75,0.6,0.51,0.66,0.75,0.56,0.59,0.66,0.62,0.69,0.67,0.79,0.6,0.6,0.63,0.6,0.51,0.58,0.57,0.64,0.59,0.56,0.54,0.49,0.61,0.5,0.32,0.56,0.5,0.51,0.3,0.56,0.52,0.45,0.48,0.54,0.54,0.5,0.49,0.47,0.46,0.48,0.5,0.48,0.57,0.62,0.47,0.49,0.59,0.46,0.47,0.43,0.38,0.61,0.44,0.57,0.41,0.72,0.46,0.46,0.41,0.37,0.4,0.52,0.42,0.47,0.43,0.43,0.37,0.47,0.4,0.46,0.41,0.36,0.34,0.44,0.39,0.32,0.45,0.4,0.28,0.54,0.46,0.5,0.42,0.53,0.39,0.38,0.38,0.44,0.38,0.4,0.39,0.33,0.38,0.36,0.39,0.39,0.41,0.37,0.35,0.32,0.36,0.35,0.36,0.34,0.32,0.31,0.38,0.26,0.36,0.36,0.32,0.4,0.34,0.36,0.38,0.3,0.32,0.36,0.38,0.32,0.32,0.38,0.33,0.34,0.31,0.34,0.3,0.32,0.33,0.32,0.3,0.3,0.29,0.32,0.33,0.36,0.32,0.33,0.29,0.29,0.29,0.32,0.29,0.29,0.28,0.3,0.33,0.3,0.35,0.0,0.3,0.27,0.26,0.29,0.33,0.28,0.27,0.3,0.27,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.29,0.36,0.28,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.27,0.24,0.25,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.25999999999999
10/01/2021,0.0,0.73,0.9,1.02,0.9,0.51,1.04,0.94,0.87,0.0,0.92,0.77,0.0,0.91,0.68,0.83,0.76,0.75,0.65,0.74,0.74,0.59,0.51,0.66,0.74,0.56,0.58,0.66,0.62,0.69,0.66,0.8,0.6,0.59,0.61,0.61,0.5,0.57,0.57,0.64,0.59,0.57,0.54,0.49,0.59,0.5,0.31,0.61,0.5,0.51,0.3,0.57,0.52,0.46,0.49,0.53,0.52,0.5,0.5,0.47,0.47,0.48,0.5,0.49,0.56,0.62,0.47,0.5,0.6,0.47,0.48,0.43,0.39,0.6,0.44,0.57,0.41,0.69,0.46,0.45,0.41,0.37,0.39,0.51,0.42,0.47,0.43,0.44,0.37,0.47,0.4,0.46,0.42,0.36,0.34,0.42,0.39,0.32,0.45,0.4,0.28,0.53,0.45,0.49,0.41,0.53,0.39,0.38,0.39,0.44,0.38,0.39,0.42,0.34,0.38,0.36,0.4,0.39,0.41,0.36,0.34,0.32,0.36,0.34,0.36,0.34,0.31,0.31,0.38,0.27,0.36,0.36,0.32,0.4,0.34,0.36,0.38,0.31,0.32,0.35,0.38,0.31,0.31,0.38,0.32,0.34,0.31,0.33,0.3,0.32,0.34,0.32,0.3,0.31,0.3,0.32,0.32,0.35,0.32,0.33,0.28,0.28,0.3,0.31,0.29,0.29,0.29,0.3,0.31,0.3,0.34,0.0,0.3,0.28,0.26,0.29,0.32,0.29,0.27,0.3,0.27,0.26,0.26,0.0,0.25,0.24,0.0,0.25,0.29,0.37,0.28,0.27,0.0,0.0,0.28,0.0,0.0,0.0,0.27,0.24,0.25,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.25,0.0,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.15
10/04/2021,0.0,0.73,0.91,1.02,0.89,0.5,1.06,0.96,0.88,0.0,0.96,0.77,0.0,0.86,0.67,0.83,0.76,0.72,0.65,0.74,0.73,0.59,0.51,0.64,0.74,0.57,0.57,0.62,0.62,0.7,0.66,0.82,0.6,0.58,0.62,0.6,0.48,0.59,0.57,0.65,0.58,0.58,0.55,0.5,0.58,0.51,0.31,0.62,0.5,0.5,0.3,0.58,0.52,0.45,0.49,0.47,0.53,0.47,0.5,0.46,0.47,0.47,0.5,0.48,0.55,0.64,0.48,0.5,0.61,0.47,0.47,0.43,0.39,0.59,0.44,0.58,0.42,0.71,0.46,0.46,0.41,0.37,0.39,0.53,0.41,0.47,0.43,0.43,0.38,0.47,0.4,0.46,0.43,0.36,0.34,0.41,0.4,0.32,0.46,0.41,0.26,0.53,0.45,0.48,0.41,0.5,0.39,0.38,0.39,0.44,0.38,0.39,0.43,0.34,0.4,0.35,0.4,0.4,0.43,0.35,0.34,0.32,0.35,0.34,0.36,0.34,0.31,0.31,0.39,0.25,0.36,0.36,0.32,0.4,0.34,0.35,0.4,0.29,0.32,0.36,0.38,0.3,0.32,0.39,0.32,0.34,0.32,0.35,0.29,0.32,0.33,0.33,0.3,0.3,0.3,0.32,0.32,0.34,0.32,0.33,0.28,0.28,0.29,0.31,0.29,0.3,0.29,0.31,0.31,0.31,0.35,0.0,0.31,0.27,0.26,0.29,0.32,0.29,0.28,0.29,0.27,0.26,0.25,0.0,0.26,0.25,0.0,0.25,0.28,0.36,0.29,0.27,0.0,0.0,0.28,0.0,0.0,0.24,0.27,0.24,0.26,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.24,0.26,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16
10/05/2021,0.0,0.73,0.91,1.0,0.9,0.5,1.09,0.95,0.87,0.0,0.94,0.76,0.0,0.83,0.67,0.82,0.76,0.71,0.65,0.74,0.7,0.57,0.5,0.64,0.75,0.57,0.57,0.61,0.61,0.7,0.66,0.83,0.6,0.56,0.62,0.6,0.47,0.57,0.58,0.64,0.6,0.61,0.55,0.5,0.57,0.51,0.3,0.61,0.51,0.51,0.3,0.57,0.53,0.45,0.49,0.47,0.52,0.48,0.5,0.46,0.47,0.46,0.49,0.48,0.55,0.63,0.49,0.5,0.6,0.47,0.47,0.43,0.38,0.58,0.44,0.0,0.42,0.71,0.47,0.47,0.41,0.36,0.39,0.53,0.41,0.47,0.44,0.43,0.37,0.48,0.4,0.46,0.43,0.35,0.34,0.41,0.4,0.31,0.46,0.42,0.27,0.52,0.45,0.46,0.42,0.5,0.39,0.38,0.39,0.44,0.37,0.39,0.44,0.34,0.39,0.36,0.39,0.4,0.43,0.36,0.35,0.32,0.36,0.35,0.37,0.34,0.31,0.32,0.39,0.25,0.36,0.37,0.33,0.4,0.33,0.36,0.4,0.3,0.32,0.36,0.39,0.31,0.31,0.39,0.32,0.34,0.31,0.32,0.29,0.33,0.33,0.33,0.3,0.31,0.3,0.33,0.32,0.33,0.33,0.34,0.28,0.28,0.29,0.32,0.3,0.29,0.28,0.31,0.32,0.31,0.35,0.0,0.31,0.27,0.26,0.29,0.32,0.29,0.28,0.29,0.27,0.25,0.26,0.0,0.25,0.25,0.0,0.26,0.28,0.37,0.29,0.28,0.0,0.0,0.28,0.24,0.0,0.24,0.27,0.24,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.26,0.0,0.27,0.26,0.0,0.24,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09
10/06/2021,0.0,0.73,0.91,1.0,0.9,0.5,1.09,0.95,0.87,0.0,0.94,0.76,0.0,0.83,0.67,0.82,0.76,0.71,0.65,0.74,0.7,0.57,0.5,0.64,0.75,0.57,0.57,0.61,0.61,0.7,0.66,0.83,0.6,0.56,0.62,0.6,0.47,0.57,0.58,0.64,0.6,0.61,0.55,0.5,0.57,0.51,0.3,0.61,0.51,0.51,0.3,0.57,0.53,0.45,0.49,0.47,0.52,0.48,0.5,0.46,0.47,0.46,0.49,0.48,0.55,0.63,0.49,0.5,0.6,0.47,0.47,0.43,0.38,0.58,0.44,0.0,0.42,0.71,0.47,0.47,0.41,0.36,0.39,0.53,0.41,0.47,0.44,0.43,0.37,0.48,0.4,0.46,0.43,0.35,0.34,0.41,0.4,0.31,0.46,0.42,0.27,0.52,0.45,0.46,0.42,0.5,0.39,0.38,0.39,0.44,0.37,0.39,0.44,0.34,0.39,0.36,0.39,0.4,0.43,0.36,0.35,0.32,0.36,0.35,0.37,0.34,0.31,0.32,0.39,0.25,0.36,0.37,0.33,0.4,0.33,0.36,0.4,0.3,0.32,0.36,0.39,0.31,0.31,0.39,0.32,0.34,0.31,0.32,0.29,0.33,0.33,0.33,0.3,0.31,0.3,0.33,0.32,0.33,0.33,0.34,0.28,0.28,0.29,0.32,0.3,0.29,0.28,0.31,0.32,0.31,0.35,0.0,0.31,0.27,0.26,0.29,0.32,0.29,0.28,0.29,0.27,0.25,0.26,0.0,0.25,0.25,0.0,0.26,0.28,0.37,0.29,0.28,0.0,0.0,0.28,0.24,0.0,0.24,0.27,0.24,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.26,0.0,0.27,0.26,0.0,0.24,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09
10/07/2021,0.0,0.72,0.9,1.0,0.85,0.49,1.11,0.97,0.86,0.0,0.95,0.75,0.0,0.81,0.68,0.83,0.76,0.73,0.66,0.69,0.69,0.0,0.49,0.64,0.74,0.58,0.58,0.61,0.63,0.72,0.67,0.82,0.61,0.57,0.61,0.61,0.46,0.56,0.58,0.65,0.58,0.61,0.55,0.52,0.58,0.5,0.3,0.61,0.52,0.51,0.29,0.57,0.53,0.45,0.5,0.49,0.53,0.48,0.51,0.46,0.47,0.46,0.5,0.5,0.55,0.63,0.5,0.5,0.6,0.48,0.48,0.45,0.38,0.57,0.45,0.0,0.42,0.69,0.47,0.46,0.4,0.37,0.4,0.53,0.4,0.47,0.44,0.45,0.38,0.49,0.41,0.46,0.43,0.35,0.34,0.41,0.4,0.31,0.46,0.42,0.27,0.52,0.45,0.47,0.42,0.5,0.39,0.38,0.4,0.43,0.37,0.39,0.44,0.35,0.41,0.37,0.4,0.39,0.42,0.36,0.34,0.32,0.36,0.35,0.37,0.34,0.31,0.31,0.39,0.25,0.36,0.37,0.33,0.39,0.33,0.35,0.39,0.3,0.32,0.37,0.39,0.3,0.32,0.4,0.33,0.35,0.32,0.33,0.3,0.33,0.34,0.33,0.3,0.32,0.3,0.32,0.31,0.32,0.34,0.34,0.28,0.29,0.29,0.35,0.3,0.3,0.29,0.33,0.32,0.31,0.35,0.0,0.31,0.28,0.26,0.29,0.32,0.29,0.28,0.29,0.27,0.25,0.26,0.0,0.25,0.25,0.0,0.27,0.28,0.37,0.29,0.27,0.0,0.0,0.29,0.0,0.0,0.24,0.28,0.24,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.23,0.27,0.0,0.25,0.27,0.26,0.0,0.27,0.26,0.0,0.25,0.0,0.58,0.39,0.0,0.0,0.0,0.0,0.0,88.21
10/08/2021,0.0,0.72,0.91,1.0,0.86,0.49,1.11,0.97,0.87,0.0,0.95,0.76,0.0,0.81,0.67,0.83,0.75,0.73,0.66,0.69,0.69,0.0,0.5,0.64,0.75,0.57,0.58,0.6,0.64,0.72,0.67,0.83,0.61,0.6,0.62,0.61,0.47,0.57,0.58,0.66,0.58,0.6,0.56,0.51,0.57,0.5,0.29,0.6,0.52,0.51,0.3,0.57,0.53,0.46,0.5,0.48,0.54,0.48,0.51,0.46,0.48,0.45,0.51,0.5,0.57,0.63,0.5,0.49,0.6,0.48,0.48,0.45,0.38,0.57,0.45,0.0,0.42,0.69,0.47,0.45,0.41,0.36,0.4,0.53,0.4,0.47,0.43,0.44,0.38,0.49,0.4,0.47,0.43,0.35,0.34,0.41,0.4,0.3,0.46,0.42,0.26,0.53,0.46,0.47,0.42,0.49,0.38,0.39,0.4,0.44,0.38,0.4,0.43,0.35,0.41,0.36,0.39,0.39,0.42,0.36,0.34,0.32,0.36,0.36,0.35,0.34,0.31,0.32,0.6,0.24,0.35,0.36,0.33,0.39,0.32,0.37,0.38,0.3,0.32,0.36,0.39,0.3,0.32,0.4,0.33,0.34,0.31,0.32,0.3,0.33,0.33,0.34,0.3,0.32,0.31,0.32,0.32,0.32,0.34,0.34,0.28,0.3,0.29,0.35,0.29,0.3,0.29,0.33,0.31,0.31,0.35,0.0,0.31,0.27,0.27,0.29,0.32,0.3,0.28,0.29,0.28,0.25,0.26,0.0,0.25,0.25,0.0,0.27,0.28,0.39,0.29,0.28,0.0,0.0,0.29,0.0,0.0,0.24,0.28,0.24,0.27,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.27,0.0,0.25,0.27,0.25,0.23,0.27,0.26,0.0,0.25,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,88.35
10/11/2021,0.0,0.73,0.9,1.01,0.86,0.5,1.11,0.96,0.88,0.0,0.95,0.75,0.0,0.81,0.67,0.82,0.74,0.73,0.65,0.7,0.7,0.0,0.53,0.65,0.75,0.58,0.59,0.61,0.63,0.72,0.68,0.81,0.61,0.59,0.61,0.62,0.47,0.57,0.57,0.66,0.57,0.61,0.56,0.52,0.57,0.51,0.3,0.6,0.52,0.51,0.31,0.58,0.53,0.45,0.49,0.46,0.55,0.48,0.51,0.46,0.48,0.44,0.51,0.5,0.58,0.63,0.5,0.5,0.6,0.48,0.48,0.45,0.38,0.57,0.46,0.0,0.43,0.69,0.46,0.43,0.4,0.36,0.4,0.54,0.41,0.49,0.44,0.44,0.38,0.49,0.4,0.49,0.42,0.36,0.34,0.42,0.39,0.29,0.46,0.41,0.27,0.55,0.45,0.47,0.41,0.49,0.39,0.38,0.4,0.43,0.35,0.44,0.43,0.34,0.4,0.36,0.39,0.4,0.43,0.36,0.35,0.32,0.36,0.36,0.34,0.35,0.31,0.32,0.59,0.24,0.35,0.36,0.33,0.4,0.32,0.39,0.38,0.3,0.31,0.37,0.39,0.29,0.32,0.4,0.33,0.34,0.32,0.33,0.29,0.33,0.33,0.34,0.31,0.33,0.31,0.33,0.32,0.32,0.34,0.33,0.27,0.3,0.28,0.33,0.29,0.3,0.28,0.32,0.3,0.31,0.35,0.0,0.31,0.26,0.26,0.29,0.32,0.29,0.28,0.29,0.28,0.26,0.26,0.0,0.26,0.25,0.0,0.27,0.28,0.38,0.29,0.27,0.0,0.0,0.29,0.0,0.0,0.0,0.28,0.24,0.25,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.28,0.0,0.25,0.27,0.25,0.24,0.27,0.27,0.24,0.25,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,88.43
