,DHR,ADBE,AMAT,RUN,DOCU,TMO,DT,MSCI,CMG,EW,RNG,CRWD,002960.SZ,FRC,BIO,TRMB,TDOC,COO,LSPDEUR,LULU,GDDY,EXAS,ZTS,ASML,BLL,PINS,SGEN,MKC,RMD,IDXX,EVBG,NEE,MLHR,HQY,HASI,CHGG,REGN,NVRO,ECL,MLAB,NOMD,PODD,SRNG,DXCM,NGVT,ZBRA,LBTYK,ON,VRRM,ETSY,CDAY,DSEY,TREX,HOLX,MTN,NXPI,MA,AZEK,LSF,n/a,TDUP,GDRX,NUAN,CREE,VRTX,BMBL,URI,SFIX,LYFT,ZY,ROP,WW,301012.SZ,DIBS,3L5,LSPD.TO,DNA,WOLF,WRBY,ZVIA,SHOP,EVGO,ABSI,RELY,MLKN,KFY,BILL,FLNC,WMS,PL,SFM,SUM
01/24/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
01/25/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
01/26/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
01/27/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
01/28/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
01/31/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/01/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/02/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/03/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/04/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/07/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/08/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/09/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/10/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02
02/11/2022,3.34,3.36,2.08,1.58,1.46,2.4,2.51,2.6,2.7,2.86,0.0,1.82,0.0,2.5,2.24,2.27,0.78,2.11,0.0,2.21,0.0,1.46,2.48,1.84,1.32,0.81,1.61,2.0,1.46,0.0,0.0,1.98,0.0,1.05,1.62,0.77,1.48,0.0,1.49,1.56,0.0,0.0,0.0,2.07,1.62,1.78,1.26,1.23,1.23,1.13,1.25,1.06,0.0,0.0,1.15,0.0,0.95,2.16,0.72,2.45,0.6,0.99,0.0,0.0,0.0,1.14,0.0,0.0,1.27,0.0,1.31,0.0,0.0,0.0,0.0,0.91,1.09,0.97,0.56,0.32,1.04,0.0,0.29,0.0,1.29,1.46,1.33,1.32,1.14,0.64,0.54,100.02000000000001
