,MRVL,PINS,DXCM,CDNS,PANW,RMD,SBAC,KKR,FTNT,FRC,PTON,CSGP,MTD,TTD,OKTA,ANSS,FAST,EFX,EPAM,ZBRA,VRSK,CPRT,MXIM,WST,GNRC,VFC,HUBS,ENPH,ETSY,RNG,ODFL,TDG,DDOG,SPLK,VRSN,WORK,VMC,BURL,YUM,ALXN,INVH,IT,QRVO,TDOC,FLT,OTIS,TRU,HZNP,XYL,ABNB,SWKS,TER,SIVB,XLNX,NET,EXAS,CVNA,ALNY,STE,ANET,TRMB,COUP,LNG,KEYS,COO,TTWO,ROK,SUI,TDY,ULTA,BR,Z,TYL,SGEN,CTLT,TFX,BLL,MDB,PAYC,PODD,CRL,AVTR,DPZ,GLW,AJG,POOL,MKTX,TECH,KSU,ZEN,PAYX,IEX,DHI,MPWR,ZS,DKNG,MGM,PLUG,ENTG,NVCR,XTSLA,AWK,AME,ARE,INCY,CTVA,PTC,BMRN,CDW,AVB,WAT,GDDY,FICO,SWK,ABMD,CGNX,AVLR,TXG,HLT,SEDG,HSY,BIO,EXPD,ALB,MLM,W,JBHT,CZR,MSI,CDAY,MASI,CERN,GGG,FDS,FIVN,MTN,BRO,FTV,VMW,BKI,CHGG,JKHY,TSCO,WLTW,CHD,CBRE,RH,AKAM,ELAN,TREX,TTC,BILL,GRMN,NDSN,NDAQ,AZO,PENN,DRE,FND,EXR,DT,AXON,ZNGA,AMH,LPLA,FIVE,DAR,DECK,AVY,MKC,GH,LAD,GWW,CABO,NVR,RGEN,PFPT,AZPN,HOLX,OLED,EXPE,HEI.A,PEN,HWM,WSO,NTRA,ESTC,MANH,GWRE,DOV,DRI,RF,IR,PCAR,CE,SMAR,TW,NBIX,LB,DBX,MAA,AMED,SAM,CONE,O,KMX,4282.T,XRAY,ON,BBWI WI,ROL,HBAN,PCTY,WDC,SITE,BRKR,PLAN,ACGL,RSG,ADI,ARES,TPX,UPST,YETI,CLVT,XLRN,CHDN,SUM
09/22/2021,1.09,0.65,1.17,0.97,1.0,0.89,0.83,0.83,0.87,0.76,0.6,0.76,0.77,0.68,0.69,0.68,0.65,0.7,0.75,0.65,0.7,0.66,0.0,0.71,0.59,0.49,0.67,0.47,0.62,0.41,0.58,0.46,0.74,0.53,0.46,0.0,0.48,0.42,0.52,0.0,0.49,0.56,0.42,0.49,0.46,0.51,0.48,0.53,0.51,1.2,0.42,0.43,0.52,0.48,0.74,0.4,0.6,0.49,0.46,0.43,0.49,0.39,0.44,0.5,0.46,0.38,0.47,0.48,0.42,0.45,0.42,0.35,0.41,0.45,0.5,0.39,0.47,0.7,0.5,0.43,0.48,0.54,0.4,0.38,0.43,0.4,0.35,0.45,0.37,0.32,0.36,0.35,0.35,0.46,0.46,0.43,0.36,0.29,0.39,0.25,0.0,0.39,0.34,0.37,0.31,0.31,0.28,0.31,0.34,0.33,0.35,0.26,0.27,0.29,0.35,0.34,0.35,0.32,0.32,0.32,0.31,0.36,0.3,0.41,0.29,0.29,0.31,0.32,0.31,0.32,0.3,0.26,0.27,0.31,0.25,0.27,0.29,0.29,0.24,0.24,0.24,0.27,0.29,0.26,0.25,0.29,0.25,0.23,0.23,0.27,0.24,0.52,0.29,0.28,0.28,0.26,0.25,0.25,0.29,0.26,0.3,0.24,0.0,0.23,0.25,0.23,0.26,0.26,0.24,0.23,0.29,0.22,0.2,0.21,0.21,0.34,0.0,0.19,0.23,0.0,0.19,0.0,0.21,0.0,0.0,0.24,0.25,0.21,0.21,0.22,0.19,0.19,0.23,0.0,0.19,0.2,0.19,0.2,0.0,0.19,0.2,0.0,0.0,0.21,0.19,0.19,0.0,0.0,0.24,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.2,0.3,0.19,0.0,0.0,0.0,80.5
09/23/2021,1.09,0.64,1.18,0.97,1.01,0.9,0.85,0.8,0.88,0.74,0.59,0.77,0.77,0.66,0.69,0.68,0.66,0.7,0.75,0.64,0.71,0.66,0.0,0.72,0.58,0.48,0.67,0.45,0.6,0.41,0.6,0.47,0.74,0.53,0.46,0.0,0.49,0.43,0.52,0.0,0.5,0.57,0.41,0.47,0.46,0.5,0.48,0.53,0.52,1.19,0.42,0.42,0.51,0.48,0.73,0.39,0.6,0.48,0.46,0.43,0.49,0.4,0.44,0.5,0.46,0.38,0.47,0.49,0.43,0.44,0.42,0.36,0.41,0.46,0.51,0.39,0.47,0.69,0.51,0.43,0.48,0.54,0.4,0.38,0.43,0.41,0.35,0.45,0.37,0.32,0.37,0.36,0.35,0.46,0.46,0.41,0.36,0.29,0.38,0.25,0.0,0.39,0.34,0.38,0.31,0.31,0.28,0.31,0.34,0.34,0.36,0.26,0.26,0.29,0.34,0.33,0.35,0.32,0.32,0.31,0.31,0.37,0.3,0.39,0.29,0.29,0.31,0.32,0.31,0.31,0.3,0.26,0.28,0.31,0.25,0.27,0.29,0.29,0.24,0.25,0.23,0.27,0.29,0.26,0.26,0.29,0.25,0.23,0.23,0.27,0.24,0.51,0.3,0.28,0.29,0.27,0.25,0.25,0.29,0.26,0.3,0.25,0.0,0.24,0.25,0.23,0.26,0.26,0.24,0.23,0.29,0.22,0.2,0.21,0.21,0.34,0.0,0.19,0.24,0.0,0.19,0.19,0.21,0.19,0.2,0.23,0.25,0.22,0.21,0.22,0.0,0.19,0.23,0.0,0.0,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.19,0.24,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.27,0.2,0.3,0.0,0.19,0.0,0.0,80.52
09/24/2021,1.09,0.64,1.17,0.97,1.01,0.92,0.85,0.81,0.89,0.74,0.59,0.76,0.77,0.68,0.69,0.67,0.66,0.69,0.76,0.63,0.71,0.66,0.0,0.72,0.59,0.47,0.68,0.45,0.61,0.4,0.61,0.47,0.76,0.53,0.45,0.0,0.5,0.43,0.51,0.0,0.5,0.56,0.42,0.48,0.45,0.49,0.48,0.54,0.51,1.24,0.42,0.42,0.52,0.48,0.75,0.4,0.59,0.48,0.46,0.43,0.49,0.39,0.45,0.5,0.46,0.37,0.46,0.49,0.43,0.44,0.41,0.35,0.41,0.48,0.51,0.39,0.47,0.69,0.52,0.44,0.48,0.55,0.4,0.37,0.43,0.4,0.35,0.45,0.37,0.32,0.37,0.35,0.35,0.46,0.46,0.38,0.35,0.29,0.38,0.25,0.0,0.39,0.34,0.37,0.31,0.31,0.28,0.31,0.34,0.34,0.35,0.26,0.26,0.28,0.34,0.33,0.35,0.32,0.32,0.31,0.3,0.37,0.3,0.39,0.3,0.29,0.31,0.32,0.31,0.31,0.3,0.26,0.27,0.31,0.25,0.28,0.29,0.3,0.24,0.24,0.23,0.27,0.29,0.26,0.26,0.29,0.25,0.23,0.23,0.27,0.23,0.5,0.29,0.28,0.29,0.28,0.24,0.25,0.29,0.26,0.3,0.25,0.0,0.24,0.25,0.23,0.26,0.26,0.24,0.23,0.29,0.21,0.2,0.21,0.21,0.35,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.2,0.24,0.25,0.22,0.21,0.22,0.0,0.19,0.23,0.0,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.21,0.19,0.19,0.0,0.0,0.24,0.2,0.0,0.19,0.24,0.0,0.19,0.0,0.21,0.0,0.19,0.0,0.27,0.21,0.32,0.19,0.0,0.0,0.0,80.56
09/27/2021,1.11,0.64,1.18,0.96,1.0,0.88,0.83,0.79,0.9,0.74,0.54,0.75,0.77,0.71,0.68,0.67,0.66,0.69,0.76,0.63,0.72,0.66,0.0,0.72,0.61,0.47,0.7,0.46,0.6,0.39,0.6,0.47,0.75,0.53,0.45,0.0,0.51,0.43,0.5,0.0,0.5,0.58,0.41,0.47,0.47,0.51,0.48,0.53,0.52,1.26,0.41,0.42,0.55,0.49,0.76,0.36,0.58,0.47,0.47,0.43,0.48,0.39,0.47,0.5,0.46,0.36,0.46,0.48,0.43,0.45,0.42,0.34,0.42,0.47,0.51,0.39,0.47,0.71,0.52,0.43,0.49,0.55,0.39,0.37,0.43,0.4,0.34,0.45,0.36,0.32,0.37,0.35,0.34,0.48,0.47,0.37,0.38,0.31,0.39,0.25,0.0,0.38,0.34,0.37,0.28,0.31,0.28,0.31,0.34,0.34,0.36,0.26,0.26,0.29,0.34,0.34,0.35,0.31,0.33,0.32,0.3,0.37,0.3,0.41,0.3,0.27,0.31,0.34,0.31,0.32,0.31,0.25,0.27,0.3,0.25,0.28,0.29,0.3,0.24,0.24,0.22,0.27,0.29,0.26,0.25,0.29,0.25,0.23,0.23,0.26,0.23,0.52,0.3,0.28,0.29,0.28,0.25,0.24,0.29,0.25,0.31,0.25,0.0,0.23,0.26,0.23,0.25,0.25,0.24,0.22,0.28,0.22,0.2,0.2,0.21,0.35,0.0,0.0,0.23,0.0,0.21,0.0,0.21,0.19,0.2,0.23,0.25,0.22,0.22,0.22,0.2,0.0,0.23,0.0,0.19,0.21,0.19,0.0,0.0,0.19,0.2,0.0,0.0,0.2,0.19,0.19,0.0,0.0,0.24,0.2,0.0,0.0,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.21,0.33,0.0,0.19,0.0,0.0,80.61
09/28/2021,1.12,0.64,1.16,0.97,1.02,0.87,0.81,0.77,0.9,0.75,0.53,0.75,0.77,0.71,0.68,0.67,0.67,0.69,0.76,0.64,0.72,0.67,0.0,0.72,0.6,0.47,0.7,0.44,0.6,0.39,0.61,0.48,0.76,0.53,0.45,0.0,0.5,0.43,0.51,0.0,0.49,0.58,0.41,0.46,0.47,0.5,0.48,0.53,0.52,1.27,0.41,0.42,0.55,0.49,0.73,0.35,0.58,0.48,0.47,0.43,0.47,0.39,0.48,0.5,0.46,0.37,0.46,0.47,0.43,0.45,0.42,0.33,0.42,0.46,0.52,0.39,0.46,0.7,0.53,0.43,0.49,0.55,0.39,0.37,0.44,0.4,0.34,0.45,0.36,0.31,0.37,0.35,0.33,0.48,0.47,0.36,0.38,0.3,0.38,0.24,0.0,0.38,0.34,0.37,0.28,0.31,0.28,0.31,0.35,0.34,0.35,0.26,0.25,0.29,0.34,0.33,0.35,0.3,0.33,0.31,0.3,0.37,0.3,0.4,0.3,0.27,0.31,0.34,0.31,0.33,0.31,0.25,0.27,0.3,0.25,0.3,0.29,0.29,0.25,0.24,0.22,0.27,0.29,0.26,0.25,0.29,0.25,0.23,0.23,0.26,0.22,0.52,0.3,0.28,0.29,0.28,0.25,0.24,0.29,0.24,0.31,0.25,0.0,0.23,0.27,0.23,0.25,0.23,0.24,0.22,0.28,0.22,0.2,0.2,0.21,0.35,0.0,0.0,0.23,0.0,0.21,0.19,0.21,0.0,0.2,0.22,0.25,0.22,0.22,0.22,0.2,0.2,0.23,0.0,0.19,0.21,0.19,0.19,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.21,0.32,0.0,0.0,0.19,0.0,80.43
09/29/2021,1.12,0.64,1.16,0.97,1.02,0.87,0.81,0.77,0.9,0.75,0.53,0.75,0.77,0.71,0.68,0.67,0.67,0.69,0.76,0.64,0.72,0.67,0.0,0.72,0.6,0.47,0.7,0.44,0.6,0.39,0.61,0.48,0.76,0.53,0.45,0.0,0.5,0.43,0.51,0.0,0.49,0.58,0.41,0.46,0.47,0.5,0.48,0.53,0.52,1.27,0.41,0.42,0.55,0.49,0.73,0.35,0.58,0.48,0.47,0.43,0.47,0.39,0.48,0.5,0.46,0.37,0.46,0.47,0.43,0.45,0.42,0.33,0.42,0.46,0.52,0.39,0.46,0.7,0.53,0.43,0.49,0.55,0.39,0.37,0.44,0.4,0.34,0.45,0.36,0.31,0.37,0.35,0.33,0.48,0.47,0.36,0.38,0.3,0.38,0.24,0.0,0.38,0.34,0.37,0.28,0.31,0.28,0.31,0.35,0.34,0.35,0.26,0.25,0.29,0.34,0.33,0.35,0.3,0.33,0.31,0.3,0.37,0.3,0.4,0.3,0.27,0.31,0.34,0.31,0.33,0.31,0.25,0.27,0.3,0.25,0.3,0.29,0.29,0.25,0.24,0.22,0.27,0.29,0.26,0.25,0.29,0.25,0.23,0.23,0.26,0.22,0.52,0.3,0.28,0.29,0.28,0.25,0.24,0.29,0.24,0.31,0.25,0.0,0.23,0.27,0.23,0.25,0.23,0.24,0.22,0.28,0.22,0.2,0.2,0.21,0.35,0.0,0.0,0.23,0.0,0.21,0.19,0.21,0.0,0.2,0.22,0.25,0.22,0.22,0.22,0.2,0.2,0.23,0.0,0.19,0.21,0.19,0.19,0.0,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.0,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.21,0.32,0.0,0.0,0.19,0.0,80.43
09/30/2021,1.11,0.64,1.15,0.94,1.02,0.85,0.79,0.77,0.88,0.76,0.53,0.75,0.74,0.71,0.65,0.67,0.67,0.69,0.73,0.63,0.71,0.67,0.0,0.7,0.6,0.48,0.68,0.45,0.62,0.39,0.6,0.49,0.73,0.53,0.45,0.0,0.51,0.44,0.51,0.0,0.48,0.57,0.42,0.46,0.48,0.5,0.47,0.54,0.52,1.26,0.41,0.42,0.58,0.5,0.7,0.35,0.58,0.5,0.46,0.43,0.47,0.38,0.49,0.5,0.46,0.37,0.46,0.47,0.43,0.45,0.42,0.33,0.41,0.47,0.5,0.39,0.46,0.67,0.53,0.43,0.47,0.53,0.39,0.38,0.44,0.39,0.34,0.43,0.37,0.31,0.37,0.35,0.34,0.47,0.46,0.37,0.39,0.32,0.38,0.24,0.0,0.37,0.34,0.37,0.28,0.32,0.28,0.31,0.35,0.33,0.34,0.26,0.25,0.29,0.33,0.33,0.35,0.3,0.34,0.32,0.3,0.36,0.3,0.4,0.3,0.29,0.32,0.35,0.31,0.34,0.3,0.25,0.27,0.3,0.25,0.3,0.29,0.3,0.26,0.24,0.22,0.27,0.29,0.26,0.25,0.29,0.26,0.23,0.23,0.27,0.23,0.52,0.28,0.29,0.29,0.28,0.26,0.24,0.29,0.24,0.31,0.25,0.0,0.23,0.28,0.24,0.26,0.23,0.24,0.22,0.27,0.23,0.2,0.2,0.21,0.34,0.0,0.0,0.22,0.0,0.21,0.2,0.2,0.19,0.2,0.22,0.25,0.22,0.22,0.22,0.21,0.21,0.23,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.24,0.21,0.0,0.2,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.21,0.33,0.0,0.0,0.21,0.0,80.28999999999999
10/01/2021,1.1,0.64,1.15,0.93,1.03,0.85,0.8,0.77,0.86,0.75,0.52,0.75,0.73,0.66,0.65,0.66,0.67,0.69,0.71,0.63,0.72,0.66,0.0,0.7,0.59,0.49,0.66,0.45,0.59,0.39,0.61,0.49,0.73,0.51,0.44,0.0,0.52,0.45,0.51,0.0,0.49,0.56,0.42,0.46,0.49,0.51,0.48,0.54,0.51,1.25,0.41,0.41,0.58,0.49,0.66,0.35,0.57,0.47,0.46,0.43,0.47,0.36,0.51,0.49,0.46,0.38,0.46,0.48,0.45,0.46,0.43,0.33,0.41,0.47,0.5,0.4,0.46,0.66,0.52,0.42,0.47,0.52,0.4,0.38,0.44,0.39,0.35,0.42,0.38,0.31,0.37,0.36,0.34,0.47,0.45,0.37,0.4,0.31,0.37,0.24,0.0,0.37,0.34,0.37,0.28,0.32,0.28,0.31,0.35,0.34,0.34,0.26,0.25,0.29,0.33,0.31,0.33,0.29,0.34,0.32,0.3,0.36,0.3,0.4,0.31,0.29,0.32,0.36,0.31,0.34,0.3,0.25,0.27,0.32,0.24,0.3,0.29,0.3,0.27,0.24,0.22,0.27,0.29,0.27,0.26,0.3,0.26,0.23,0.24,0.27,0.23,0.51,0.28,0.29,0.29,0.29,0.26,0.25,0.29,0.25,0.3,0.26,0.0,0.23,0.28,0.23,0.26,0.23,0.24,0.22,0.27,0.23,0.2,0.2,0.21,0.32,0.0,0.0,0.23,0.0,0.22,0.2,0.2,0.2,0.2,0.21,0.24,0.22,0.22,0.22,0.21,0.21,0.23,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.24,0.21,0.0,0.21,0.24,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.26,0.21,0.32,0.0,0.0,0.22,0.0,80.12
10/04/2021,1.1,0.64,1.15,0.93,1.03,0.85,0.8,0.77,0.86,0.75,0.52,0.75,0.73,0.66,0.65,0.66,0.67,0.69,0.71,0.63,0.72,0.66,0.0,0.7,0.59,0.49,0.66,0.45,0.59,0.39,0.61,0.49,0.73,0.51,0.44,0.0,0.52,0.45,0.51,0.0,0.49,0.56,0.42,0.46,0.49,0.51,0.48,0.54,0.51,1.25,0.41,0.41,0.58,0.49,0.66,0.35,0.57,0.47,0.46,0.43,0.47,0.36,0.51,0.49,0.46,0.38,0.46,0.48,0.45,0.46,0.43,0.33,0.41,0.47,0.5,0.4,0.46,0.66,0.52,0.42,0.47,0.52,0.4,0.38,0.44,0.39,0.35,0.42,0.38,0.31,0.37,0.36,0.34,0.47,0.45,0.37,0.4,0.31,0.37,0.24,0.0,0.37,0.34,0.37,0.28,0.32,0.28,0.31,0.35,0.34,0.34,0.26,0.25,0.29,0.33,0.31,0.33,0.29,0.34,0.32,0.3,0.36,0.3,0.4,0.31,0.29,0.32,0.36,0.31,0.34,0.3,0.25,0.27,0.32,0.24,0.3,0.29,0.3,0.27,0.24,0.22,0.27,0.29,0.27,0.26,0.3,0.26,0.23,0.24,0.27,0.23,0.51,0.28,0.29,0.29,0.29,0.26,0.25,0.29,0.25,0.3,0.26,0.0,0.23,0.28,0.23,0.26,0.23,0.24,0.22,0.27,0.23,0.2,0.2,0.21,0.32,0.0,0.0,0.23,0.0,0.22,0.2,0.2,0.2,0.2,0.21,0.24,0.22,0.22,0.22,0.21,0.21,0.23,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.24,0.21,0.0,0.21,0.24,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.26,0.21,0.32,0.0,0.0,0.22,0.0,80.12
10/05/2021,1.1,0.63,1.18,0.93,1.04,0.86,0.81,0.79,0.88,0.76,0.52,0.76,0.71,0.68,0.66,0.66,0.66,0.69,0.72,0.61,0.72,0.66,0.0,0.7,0.58,0.49,0.67,0.45,0.59,0.39,0.6,0.48,0.76,0.53,0.45,0.0,0.5,0.42,0.51,0.0,0.49,0.57,0.41,0.45,0.48,0.51,0.48,0.55,0.5,1.26,0.41,0.4,0.58,0.49,0.66,0.37,0.57,0.5,0.45,0.43,0.46,0.36,0.51,0.48,0.45,0.4,0.46,0.48,0.45,0.44,0.43,0.33,0.42,0.5,0.51,0.39,0.47,0.68,0.53,0.44,0.46,0.53,0.39,0.37,0.44,0.39,0.36,0.42,0.38,0.31,0.39,0.35,0.34,0.47,0.46,0.36,0.38,0.29,0.38,0.23,0.25,0.38,0.34,0.38,0.29,0.32,0.28,0.32,0.34,0.35,0.33,0.26,0.25,0.28,0.33,0.32,0.34,0.29,0.34,0.31,0.31,0.36,0.3,0.41,0.3,0.27,0.31,0.35,0.31,0.34,0.31,0.25,0.26,0.33,0.24,0.3,0.29,0.3,0.27,0.25,0.22,0.27,0.29,0.27,0.26,0.31,0.25,0.23,0.24,0.26,0.23,0.53,0.28,0.29,0.29,0.29,0.25,0.25,0.28,0.25,0.31,0.26,0.0,0.23,0.28,0.22,0.26,0.22,0.24,0.22,0.28,0.21,0.2,0.2,0.21,0.33,0.0,0.0,0.23,0.0,0.21,0.2,0.2,0.0,0.2,0.22,0.24,0.22,0.22,0.22,0.2,0.21,0.22,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.2,0.33,0.0,0.0,0.21,0.0,80.26
10/06/2021,1.1,0.63,1.18,0.93,1.04,0.86,0.81,0.79,0.88,0.76,0.52,0.76,0.71,0.68,0.66,0.66,0.66,0.69,0.72,0.61,0.72,0.66,0.0,0.7,0.58,0.49,0.67,0.45,0.59,0.39,0.6,0.48,0.76,0.53,0.45,0.0,0.5,0.42,0.51,0.0,0.49,0.57,0.41,0.45,0.48,0.51,0.48,0.55,0.5,1.26,0.41,0.4,0.58,0.49,0.66,0.37,0.57,0.5,0.45,0.43,0.46,0.36,0.51,0.48,0.45,0.4,0.46,0.48,0.45,0.44,0.43,0.33,0.42,0.5,0.51,0.39,0.47,0.68,0.53,0.44,0.46,0.53,0.39,0.37,0.44,0.39,0.36,0.42,0.38,0.31,0.39,0.35,0.34,0.47,0.46,0.36,0.38,0.29,0.38,0.23,0.25,0.38,0.34,0.38,0.29,0.32,0.28,0.32,0.34,0.35,0.33,0.26,0.25,0.28,0.33,0.32,0.34,0.29,0.34,0.31,0.31,0.36,0.3,0.41,0.3,0.27,0.31,0.35,0.31,0.34,0.31,0.25,0.26,0.33,0.24,0.3,0.29,0.3,0.27,0.25,0.22,0.27,0.29,0.27,0.26,0.31,0.25,0.23,0.24,0.26,0.23,0.53,0.28,0.29,0.29,0.29,0.25,0.25,0.28,0.25,0.31,0.26,0.0,0.23,0.28,0.22,0.26,0.22,0.24,0.22,0.28,0.21,0.2,0.2,0.21,0.33,0.0,0.0,0.23,0.0,0.21,0.2,0.2,0.0,0.2,0.22,0.24,0.22,0.22,0.22,0.2,0.21,0.22,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.2,0.33,0.0,0.0,0.21,0.0,80.26
10/07/2021,1.08,0.65,1.17,0.94,1.05,0.84,0.81,0.79,0.89,0.77,0.51,0.77,0.71,0.68,0.66,0.66,0.66,0.69,0.72,0.6,0.71,0.66,0.0,0.69,0.56,0.49,0.67,0.46,0.57,0.41,0.59,0.5,0.77,0.53,0.44,0.0,0.51,0.42,0.51,0.0,0.49,0.57,0.42,0.45,0.49,0.5,0.48,0.55,0.48,1.29,0.4,0.4,0.59,0.49,0.67,0.37,0.57,0.51,0.46,0.43,0.47,0.36,0.51,0.48,0.45,0.41,0.46,0.48,0.45,0.44,0.43,0.34,0.42,0.51,0.5,0.4,0.47,0.68,0.54,0.43,0.46,0.54,0.39,0.37,0.45,0.39,0.35,0.42,0.38,0.31,0.4,0.35,0.33,0.46,0.45,0.37,0.4,0.29,0.37,0.23,0.0,0.37,0.34,0.38,0.28,0.33,0.28,0.31,0.34,0.34,0.33,0.27,0.25,0.28,0.32,0.32,0.34,0.29,0.35,0.31,0.31,0.35,0.29,0.4,0.31,0.26,0.31,0.37,0.31,0.34,0.3,0.25,0.26,0.33,0.25,0.31,0.3,0.29,0.27,0.25,0.22,0.27,0.29,0.28,0.26,0.31,0.24,0.23,0.24,0.26,0.23,0.54,0.28,0.29,0.29,0.28,0.27,0.25,0.28,0.25,0.32,0.26,0.0,0.23,0.28,0.22,0.26,0.22,0.24,0.22,0.24,0.21,0.2,0.2,0.21,0.32,0.0,0.0,0.22,0.0,0.22,0.2,0.2,0.2,0.2,0.22,0.24,0.22,0.22,0.22,0.21,0.21,0.22,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.25,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.27,0.2,0.3,0.0,0.0,0.21,0.0,80.26000000000002
10/08/2021,1.06,0.62,1.15,0.92,1.03,0.84,0.82,0.79,0.88,0.78,0.5,0.76,0.71,0.65,0.63,0.66,0.66,0.69,0.72,0.6,0.72,0.65,0.0,0.68,0.57,0.5,0.64,0.44,0.57,0.4,0.6,0.5,0.74,0.52,0.45,0.0,0.51,0.42,0.52,0.0,0.5,0.57,0.41,0.44,0.49,0.51,0.49,0.57,0.48,1.25,0.4,0.4,0.58,0.49,0.69,0.36,0.56,0.52,0.46,0.43,0.46,0.35,0.54,0.48,0.45,0.41,0.47,0.48,0.45,0.46,0.43,0.33,0.42,0.52,0.49,0.39,0.47,0.65,0.54,0.43,0.45,0.53,0.39,0.38,0.45,0.39,0.36,0.42,0.39,0.3,0.4,0.36,0.34,0.45,0.44,0.36,0.4,0.28,0.37,0.22,0.0,0.39,0.34,0.39,0.28,0.33,0.28,0.31,0.34,0.35,0.32,0.27,0.25,0.28,0.32,0.32,0.32,0.29,0.36,0.3,0.31,0.35,0.29,0.4,0.31,0.25,0.31,0.38,0.31,0.34,0.3,0.25,0.27,0.34,0.24,0.31,0.3,0.3,0.27,0.25,0.22,0.27,0.28,0.28,0.26,0.31,0.24,0.23,0.24,0.27,0.24,0.52,0.28,0.29,0.29,0.28,0.27,0.26,0.27,0.25,0.31,0.25,0.0,0.24,0.28,0.22,0.26,0.23,0.24,0.22,0.24,0.21,0.2,0.21,0.21,0.31,0.0,0.0,0.22,0.0,0.22,0.2,0.2,0.2,0.2,0.22,0.23,0.22,0.21,0.22,0.21,0.22,0.23,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.23,0.2,0.0,0.21,0.24,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.27,0.2,0.3,0.0,0.0,0.21,0.19,80.0
10/11/2021,1.16,0.62,1.16,0.92,1.05,0.83,0.82,0.8,0.91,0.79,0.5,0.76,0.71,0.66,0.64,0.67,0.66,0.69,0.73,0.6,0.73,0.65,0.0,0.68,0.57,0.48,0.66,0.46,0.59,0.38,0.61,0.5,0.76,0.53,0.45,0.0,0.51,0.4,0.52,0.0,0.49,0.56,0.41,0.45,0.48,0.51,0.48,0.57,0.49,1.25,0.4,0.4,0.58,0.5,0.78,0.35,0.54,0.53,0.47,0.44,0.46,0.36,0.52,0.47,0.45,0.43,0.47,0.49,0.44,0.45,0.43,0.33,0.42,0.49,0.49,0.39,0.48,0.67,0.54,0.45,0.46,0.53,0.39,0.37,0.45,0.39,0.35,0.42,0.39,0.3,0.41,0.36,0.33,0.45,0.46,0.36,0.4,0.28,0.36,0.22,0.0,0.39,0.34,0.38,0.27,0.32,0.28,0.32,0.33,0.35,0.32,0.26,0.25,0.28,0.34,0.32,0.32,0.29,0.35,0.3,0.32,0.34,0.29,0.41,0.31,0.25,0.32,0.36,0.31,0.35,0.3,0.25,0.27,0.33,0.22,0.31,0.3,0.29,0.27,0.24,0.22,0.27,0.28,0.28,0.26,0.3,0.24,0.23,0.24,0.27,0.23,0.54,0.28,0.29,0.3,0.28,0.25,0.26,0.28,0.25,0.31,0.24,0.0,0.24,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.21,0.21,0.2,0.21,0.3,0.0,0.0,0.22,0.0,0.22,0.2,0.2,0.19,0.2,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.23,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.22,0.19,0.0,0.21,0.24,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.28,0.2,0.32,0.0,0.0,0.21,0.0,80.24000000000001
