,BRK.B,JPM,V,MA,BAC,WFC,C,MS,BLK,GS,AMT,AXP,SCHW,SPGI,PLD,CCI,PNC,USB,CME,EQIX,TFC,MMC,CB,COF,BX,ICE,MCO,PGR,AON,PSA,TROW,MSCI,MET,DLR,SPG,AIG,BK,PRU,ALL,TRV,DFS,WELL,SBAC,KKR,AFL,FRC,CSGP,SIVB,AVB,WLTW,AJG,AMP,CBRE,STT,EQR,FITB,ARE,SYF,O,WY,NTRS,EXR,INVH,HIG,VTR,HBAN,NDAQ,SUI,KEY,MAA,ESS,CFG,RF,ALLY,PEAK,MTB,DRE,MKTX,CINF,MKL,VICI,BXP,PFG,ACGL,RJF,XTSLA,UDR,SBNY,WPC,APO,CPT,ELS,FDS,IRM,MPW,L,NLY,CBOE,BRO,HST,EQH,LNC,LPLA,AMH,FNF,VER,WRB,GLPI,REG,RE,EWBC,WAL,Y,AIZ,FHN,CMA,IVZ,CUBE,JLL,COLD,STOR,LSI,ATH,OHI,BEN,AGNC,GL,KIM,TW,CONE,LAMR,ZION,AFG,NNN,FRT,RNR,PBCT,SEIC,VNO,KRC,ARES,STWD,CBSH,RGA,AIRC,REXR,VOYA,EGP,JHG,PB,PNFP,JEF,BRX,SLM,FAF,AMG,ACC,ORI,FR,SF,FFIN,OPEN,PRI,BPOP,COR,CFR,USD,SNV,COIN,HTA,OMF,GBCI,NYCB,CACC,LAZ,IBKR,VLY,MORN,SRC,SLG,CUZ,DEI,UNM,FCNCA,CG,UBSI,BXMT,WBS,MTG,HIW,ERIE,SIGI,NRZ,THG,ESNT,OZK,RYN,DOC,BHF,FNB,AXS,UMPQ,SBRA,ANSGR.IS,HHC,HR,WTFC,RLI,UMBF,KMPR,HPP,RDN,LXP,UPST,BR,EVR,PACW,STL,WTM,AGO,FHB,BOH,LMND,BOKF,SC,RKT,VIRT,MCY,CNA,TFSL,SGAFT,UWMC,GOCO,IXAZ1,BISXX,DJEZ1,SUM
08/11/2021,7.65,6.74,5.77,4.55,4.19,2.86,2.08,2.1,1.8,1.92,1.82,1.58,1.53,1.51,1.36,1.19,1.15,1.1,1.07,1.04,1.08,1.08,1.12,1.06,1.11,0.96,0.88,0.8,0.84,0.66,0.69,0.73,0.64,0.63,0.63,0.62,0.61,0.58,0.56,0.54,0.56,0.5,0.54,0.56,0.5,0.51,0.48,0.47,0.45,0.39,0.4,0.44,0.46,0.44,0.41,0.38,0.4,0.38,0.37,0.37,0.34,0.33,0.32,0.34,0.31,0.31,0.31,0.31,0.28,0.31,0.3,0.27,0.27,0.27,0.28,0.25,0.27,0.26,0.25,0.25,0.23,0.24,0.23,0.23,0.23,0.18,0.23,0.2,0.2,0.19,0.2,0.2,0.19,0.18,0.17,0.17,0.17,0.19,0.18,0.16,0.18,0.17,0.16,0.16,0.19,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.18,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.19,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.14,0.09,0.1,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.39
08/13/2021,7.72,6.79,5.68,4.46,4.31,2.9,2.13,2.15,1.83,1.96,1.77,1.56,1.58,1.48,1.35,1.17,1.15,1.1,1.06,1.01,1.1,1.08,1.13,1.09,1.1,0.95,0.86,0.8,0.85,0.67,0.7,0.73,0.65,0.61,0.61,0.64,0.61,0.59,0.57,0.55,0.57,0.5,0.53,0.54,0.51,0.49,0.47,0.46,0.44,0.4,0.41,0.44,0.46,0.45,0.4,0.38,0.4,0.38,0.37,0.37,0.34,0.33,0.31,0.34,0.3,0.31,0.31,0.31,0.28,0.3,0.29,0.27,0.27,0.28,0.27,0.25,0.27,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.23,0.21,0.19,0.18,0.2,0.19,0.19,0.19,0.16,0.18,0.17,0.18,0.18,0.16,0.18,0.17,0.16,0.16,0.2,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.18,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.18,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.07,0.08,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.42000000000002
08/16/2021,7.69,6.84,5.48,4.35,4.35,2.96,2.15,2.18,1.83,1.98,1.78,1.54,1.58,1.47,1.35,1.17,1.15,1.12,1.05,1.02,1.1,1.08,1.14,1.12,1.09,0.93,0.85,0.79,0.87,0.67,0.69,0.72,0.65,0.62,0.62,0.65,0.62,0.6,0.57,0.55,0.57,0.49,0.54,0.54,0.51,0.49,0.46,0.49,0.43,0.4,0.41,0.44,0.45,0.45,0.4,0.38,0.39,0.39,0.37,0.37,0.34,0.33,0.31,0.34,0.3,0.32,0.31,0.31,0.28,0.3,0.29,0.27,0.28,0.28,0.27,0.26,0.27,0.25,0.26,0.25,0.23,0.23,0.24,0.24,0.24,0.25,0.22,0.21,0.2,0.17,0.2,0.19,0.19,0.19,0.17,0.18,0.17,0.19,0.18,0.16,0.17,0.18,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.14,0.18,0.13,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.19,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.48
08/17/2021,7.65,6.79,5.52,4.37,4.31,2.93,2.12,2.17,1.83,1.96,1.81,1.52,1.56,1.5,1.37,1.18,1.14,1.11,1.04,1.02,1.08,1.08,1.15,1.13,1.1,0.92,0.86,0.79,0.88,0.67,0.68,0.73,0.65,0.63,0.62,0.66,0.61,0.6,0.57,0.55,0.58,0.5,0.54,0.54,0.51,0.49,0.47,0.48,0.44,0.4,0.4,0.44,0.45,0.44,0.4,0.38,0.4,0.39,0.38,0.37,0.34,0.33,0.32,0.34,0.3,0.31,0.31,0.31,0.28,0.3,0.29,0.27,0.28,0.28,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.24,0.24,0.24,0.24,0.25,0.22,0.21,0.2,0.18,0.2,0.2,0.2,0.19,0.17,0.17,0.17,0.19,0.18,0.16,0.17,0.18,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.14,0.18,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.19,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
08/18/2021,7.65,6.79,5.52,4.37,4.31,2.93,2.12,2.17,1.83,1.96,1.81,1.52,1.56,1.5,1.37,1.18,1.14,1.11,1.04,1.02,1.08,1.08,1.15,1.13,1.1,0.92,0.86,0.79,0.88,0.67,0.68,0.73,0.65,0.63,0.62,0.66,0.61,0.6,0.57,0.55,0.58,0.5,0.54,0.54,0.51,0.49,0.47,0.48,0.44,0.4,0.4,0.44,0.45,0.44,0.4,0.38,0.4,0.39,0.38,0.37,0.34,0.33,0.32,0.34,0.3,0.31,0.31,0.31,0.28,0.3,0.29,0.27,0.28,0.28,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.24,0.24,0.24,0.24,0.25,0.22,0.21,0.2,0.18,0.2,0.2,0.2,0.19,0.17,0.17,0.17,0.19,0.18,0.16,0.17,0.18,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.14,0.18,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.19,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
08/19/2021,7.69,6.75,5.58,4.38,4.27,2.87,2.1,2.17,1.84,1.95,1.81,1.52,1.54,1.51,1.39,1.18,1.13,1.1,1.05,1.04,1.08,1.1,1.16,1.13,1.1,0.93,0.87,0.8,0.89,0.68,0.69,0.73,0.65,0.64,0.6,0.66,0.62,0.59,0.57,0.56,0.58,0.5,0.54,0.53,0.51,0.5,0.46,0.48,0.44,0.4,0.41,0.44,0.45,0.44,0.4,0.38,0.4,0.39,0.38,0.37,0.34,0.33,0.32,0.34,0.3,0.31,0.31,0.31,0.28,0.31,0.29,0.27,0.27,0.28,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.23,0.24,0.24,0.24,0.26,0.22,0.21,0.2,0.18,0.2,0.2,0.2,0.19,0.17,0.17,0.17,0.19,0.19,0.15,0.17,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.18,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.42
08/20/2021,7.73,6.71,5.6,4.41,4.28,2.85,2.09,2.17,1.83,1.95,1.84,1.52,1.54,1.51,1.4,1.2,1.13,1.09,1.04,1.05,1.07,1.11,1.18,1.11,1.09,0.94,0.87,0.79,0.9,0.69,0.68,0.73,0.65,0.64,0.6,0.66,0.61,0.59,0.57,0.57,0.57,0.51,0.56,0.52,0.51,0.49,0.46,0.47,0.44,0.39,0.41,0.44,0.44,0.43,0.4,0.38,0.4,0.39,0.38,0.36,0.34,0.33,0.32,0.34,0.3,0.31,0.31,0.31,0.28,0.31,0.29,0.26,0.27,0.27,0.27,0.25,0.27,0.25,0.26,0.25,0.23,0.23,0.24,0.24,0.24,0.26,0.22,0.2,0.2,0.18,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.15,0.17,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.15,0.18,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.07,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41
08/23/2021,7.75,6.7,5.62,4.4,4.25,2.81,2.07,2.13,1.84,1.92,1.89,1.49,1.53,1.5,1.42,1.23,1.13,1.08,1.02,1.07,1.06,1.12,1.2,1.09,1.09,0.94,0.87,0.81,0.9,0.71,0.69,0.72,0.64,0.66,0.61,0.65,0.61,0.59,0.58,0.58,0.55,0.5,0.57,0.52,0.51,0.49,0.47,0.46,0.45,0.4,0.42,0.43,0.44,0.43,0.41,0.38,0.4,0.38,0.38,0.37,0.34,0.34,0.33,0.34,0.29,0.31,0.31,0.32,0.28,0.31,0.3,0.26,0.27,0.27,0.27,0.25,0.27,0.26,0.26,0.25,0.23,0.23,0.23,0.24,0.23,0.26,0.23,0.2,0.2,0.17,0.21,0.2,0.2,0.19,0.17,0.18,0.17,0.2,0.19,0.15,0.16,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.15,0.17,0.14,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.12,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.07,0.08,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.07,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4
08/24/2021,7.71,6.68,5.58,4.35,4.25,2.8,2.08,2.14,1.86,1.92,1.89,1.49,1.54,1.51,1.42,1.22,1.13,1.08,1.02,1.07,1.07,1.13,1.2,1.09,1.11,0.94,0.87,0.82,0.9,0.71,0.7,0.73,0.64,0.65,0.6,0.66,0.61,0.59,0.58,0.58,0.55,0.5,0.57,0.53,0.51,0.49,0.47,0.46,0.45,0.4,0.42,0.43,0.44,0.43,0.41,0.38,0.41,0.38,0.38,0.37,0.34,0.34,0.33,0.34,0.29,0.31,0.31,0.32,0.28,0.31,0.3,0.26,0.28,0.27,0.27,0.25,0.27,0.26,0.26,0.25,0.22,0.23,0.24,0.24,0.24,0.27,0.23,0.2,0.2,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.2,0.19,0.15,0.17,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.15,0.17,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.08,0.07,0.08,0.1,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.44
08/25/2021,7.71,6.68,5.58,4.35,4.25,2.8,2.08,2.14,1.86,1.92,1.89,1.49,1.54,1.51,1.42,1.22,1.13,1.08,1.02,1.07,1.07,1.13,1.2,1.09,1.11,0.94,0.87,0.82,0.9,0.71,0.7,0.73,0.64,0.65,0.6,0.66,0.61,0.59,0.58,0.58,0.55,0.5,0.57,0.53,0.51,0.49,0.47,0.46,0.45,0.4,0.42,0.43,0.44,0.43,0.41,0.38,0.41,0.38,0.38,0.37,0.34,0.34,0.33,0.34,0.29,0.31,0.31,0.32,0.28,0.31,0.3,0.26,0.28,0.27,0.27,0.25,0.27,0.26,0.26,0.25,0.22,0.23,0.24,0.24,0.24,0.27,0.23,0.2,0.2,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.2,0.19,0.15,0.17,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.15,0.17,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.08,0.07,0.08,0.1,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.44
08/26/2021,7.67,6.72,5.61,4.4,4.28,2.79,2.08,2.16,1.87,1.94,1.86,1.48,1.54,1.5,1.4,1.2,1.13,1.08,1.03,1.06,1.07,1.13,1.18,1.09,1.12,0.94,0.87,0.81,0.89,0.69,0.69,0.73,0.65,0.65,0.6,0.66,0.62,0.58,0.58,0.57,0.56,0.5,0.56,0.53,0.51,0.49,0.47,0.47,0.44,0.4,0.42,0.44,0.44,0.44,0.4,0.38,0.4,0.38,0.38,0.37,0.34,0.34,0.33,0.34,0.29,0.31,0.31,0.31,0.28,0.31,0.29,0.26,0.28,0.27,0.27,0.25,0.27,0.26,0.26,0.25,0.22,0.23,0.24,0.24,0.24,0.28,0.22,0.21,0.2,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.15,0.16,0.17,0.16,0.16,0.2,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.15,0.17,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43
08/27/2021,7.65,6.73,5.59,4.39,4.32,2.83,2.11,2.17,1.86,1.97,1.83,1.48,1.57,1.49,1.37,1.18,1.13,1.09,1.02,1.04,1.08,1.12,1.18,1.09,1.14,0.93,0.86,0.8,0.89,0.68,0.7,0.72,0.65,0.64,0.62,0.66,0.62,0.59,0.58,0.57,0.56,0.5,0.55,0.53,0.51,0.49,0.47,0.47,0.44,0.39,0.42,0.44,0.44,0.44,0.4,0.38,0.4,0.38,0.37,0.37,0.34,0.34,0.32,0.34,0.29,0.32,0.31,0.31,0.28,0.3,0.29,0.26,0.28,0.27,0.27,0.25,0.26,0.26,0.26,0.25,0.22,0.23,0.24,0.24,0.24,0.28,0.22,0.21,0.19,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.17,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.38
08/30/2021,7.61,6.89,5.49,4.27,4.37,2.86,2.11,2.18,1.87,1.98,1.82,1.52,1.56,1.49,1.36,1.16,1.15,1.1,1.01,1.04,1.08,1.11,1.17,1.09,1.18,0.93,0.85,0.79,0.9,0.68,0.7,0.73,0.65,0.63,0.61,0.65,0.63,0.59,0.58,0.57,0.56,0.5,0.54,0.53,0.5,0.49,0.46,0.46,0.44,0.39,0.41,0.44,0.44,0.45,0.4,0.39,0.4,0.39,0.37,0.37,0.35,0.34,0.32,0.34,0.29,0.32,0.31,0.31,0.28,0.31,0.29,0.26,0.28,0.27,0.27,0.25,0.27,0.26,0.26,0.25,0.23,0.22,0.24,0.24,0.24,0.28,0.22,0.21,0.19,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.13,0.15,0.17,0.13,0.12,0.13,0.11,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4
