,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,GGG,FDS,BRO,WSM,MPW,LII,TTC,NDSN,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,OC,TRGP,AZPN,HUBB,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,MANH,WSO,LEA,PEN,OLED,Y,MKSI,SYNH,NBIX,ATR,FHN,SCI,RUN,ACM,LAMR,CIEN,CONE,WEX,AMED,STOR,BLDR,OHI,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,EHC,DCI,ITT,GNTX,AGCO,LECO,REXR,AIRC,FSLR,IIVI,HRC,RGA,PII,CBSH,CHE,BC,JBL,RGLD,SMG,IAA,LSCC,TPX,CROX,RNR,PCTY,SEIC,KRC,XEC,THC,WWD,CASY,ORI,HOG,MAT,NVST,AMG,YETI,FR,SLAB,STAA,FFIN,FAF,OGE,SF,TTEK,HQY,CHDN,BRKS,VAC,CNXC,BRX,WH,EGP,JEF,ACC,SON,SKX,EME,SRCL,JHG,ARWR,LHCG,SLM,PNFP,PB,COHR,POST,DKS,FOXF,TOL,LITE,SNV,BJ,MAN,MDU,OLN,TXRH,BLD,NYT,FL,GMED,HALO,INGR,CFR,LFUS,THO,AYI,NCR,X,CACI,MSA,LSTR,CDK,JCOM,EXP,COR,PRI,VVV,KNX,MTZ,EVR,EXEL,EQT,LPX,HELE,ACHC,NATI,CC,AEO,DEI,SYNA,CUZ,SRC,SLG,VNT,CFX,TKR,KBR,MMS,VLY,RBC,AN,TDC,JBLU,IBKR,FLS,RYN,NYCB,ADS,IDA,SAIC,OLLI,QDEL,NVT,ASGN,GXO WI,GME,WING,ESNT,VSCO WI,CIT,GXO,VSCO,GVMXX,PRAH,SNX,SAIA,IRDM,IART,PFGC,MEDP,VMI,APPS,TNDM,SGMS,PRGO,n/a,SMTC,PACW,CAR,BYD,GBCI,COG,GT,OZK,NOV,UNM,CLH,CW,MTG,WOLF,RRX,ZD,HFC,ASH,BXS,CADE,AVNT,NFG,WTFC,BRKR,SSD,SUM
08/27/2021,0.81,0.65,0.66,0.55,0.61,0.38,0.63,0.59,0.6,0.61,0.55,0.59,0.57,0.54,0.5,0.48,0.5,0.53,0.6,0.5,0.53,0.45,0.51,0.43,0.35,0.55,0.5,0.51,0.46,0.46,0.58,0.43,0.42,0.42,0.37,0.47,0.45,0.44,0.52,0.42,0.48,0.41,0.41,0.44,0.38,0.37,0.39,0.38,0.4,0.34,0.38,0.37,0.37,0.38,0.44,0.3,0.4,0.4,0.37,0.39,0.34,0.25,0.36,0.45,0.33,0.24,0.39,0.4,0.4,0.33,0.34,0.37,0.39,0.39,0.38,0.33,0.36,0.35,0.32,0.35,0.35,0.34,0.33,0.34,0.28,0.37,0.34,0.31,0.31,0.31,0.34,0.34,0.31,0.27,0.3,0.33,0.34,0.4,0.34,0.41,0.31,0.29,0.26,0.33,0.3,0.31,0.32,0.26,0.32,0.28,0.29,0.31,0.3,0.3,0.27,0.29,0.32,0.3,0.3,0.31,0.23,0.29,0.26,0.27,0.29,0.29,0.28,0.29,0.3,0.28,0.27,0.29,0.28,0.26,0.31,0.28,0.24,0.25,0.3,0.28,0.26,0.28,0.32,0.27,0.29,0.28,0.27,0.32,0.28,0.27,0.28,0.25,0.31,0.31,0.26,0.25,0.23,0.25,0.27,0.29,0.27,0.28,0.23,0.32,0.25,0.24,0.26,0.0,0.24,0.27,0.26,0.25,0.23,0.26,0.0,0.24,0.25,0.0,0.26,0.24,0.24,0.23,0.23,0.0,0.22,0.26,0.25,0.24,0.0,0.25,0.24,0.0,0.23,0.0,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.0,0.49,0.0,0.22,0.0,0.22,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.53999999999999
08/30/2021,0.81,0.65,0.65,0.55,0.62,0.37,0.62,0.6,0.61,0.59,0.56,0.6,0.57,0.6,0.49,0.48,0.5,0.53,0.59,0.5,0.53,0.45,0.51,0.41,0.34,0.53,0.51,0.5,0.46,0.47,0.59,0.42,0.43,0.42,0.37,0.47,0.47,0.44,0.52,0.43,0.46,0.4,0.4,0.44,0.38,0.37,0.39,0.37,0.39,0.34,0.39,0.37,0.37,0.38,0.44,0.3,0.41,0.41,0.37,0.38,0.34,0.24,0.36,0.45,0.32,0.23,0.4,0.38,0.39,0.33,0.35,0.38,0.39,0.37,0.38,0.32,0.36,0.35,0.31,0.36,0.35,0.34,0.34,0.34,0.27,0.37,0.33,0.3,0.31,0.31,0.34,0.34,0.3,0.27,0.3,0.34,0.35,0.39,0.33,0.41,0.31,0.29,0.26,0.33,0.3,0.31,0.31,0.25,0.32,0.28,0.3,0.32,0.3,0.3,0.27,0.29,0.32,0.3,0.3,0.32,0.23,0.3,0.26,0.27,0.3,0.29,0.28,0.29,0.31,0.29,0.27,0.28,0.28,0.26,0.31,0.28,0.24,0.25,0.3,0.27,0.26,0.28,0.37,0.27,0.3,0.27,0.27,0.33,0.28,0.27,0.29,0.26,0.3,0.31,0.25,0.26,0.23,0.25,0.27,0.29,0.27,0.28,0.24,0.3,0.26,0.24,0.27,0.0,0.24,0.28,0.26,0.25,0.23,0.26,0.0,0.24,0.25,0.0,0.27,0.24,0.24,0.23,0.24,0.0,0.22,0.26,0.24,0.24,0.0,0.25,0.24,0.0,0.23,0.0,0.22,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.24,0.25,0.0,0.48,0.0,0.0,0.0,0.22,0.36,0.26,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54
08/31/2021,0.8,0.65,0.65,0.55,0.63,0.37,0.63,0.59,0.6,0.58,0.55,0.59,0.56,0.58,0.49,0.48,0.49,0.52,0.59,0.49,0.53,0.45,0.5,0.42,0.33,0.5,0.52,0.49,0.45,0.46,0.58,0.41,0.43,0.43,0.37,0.47,0.46,0.44,0.52,0.43,0.46,0.4,0.4,0.44,0.38,0.37,0.38,0.37,0.39,0.34,0.39,0.37,0.37,0.38,0.44,0.3,0.41,0.41,0.37,0.38,0.34,0.24,0.36,0.46,0.32,0.23,0.39,0.38,0.39,0.33,0.34,0.38,0.39,0.37,0.38,0.32,0.36,0.35,0.31,0.36,0.35,0.34,0.33,0.33,0.28,0.37,0.33,0.29,0.31,0.31,0.33,0.34,0.31,0.27,0.3,0.35,0.35,0.4,0.33,0.41,0.31,0.29,0.27,0.33,0.3,0.31,0.31,0.25,0.32,0.28,0.3,0.32,0.3,0.3,0.28,0.29,0.32,0.3,0.31,0.32,0.23,0.3,0.26,0.27,0.29,0.29,0.28,0.29,0.31,0.29,0.27,0.28,0.28,0.26,0.31,0.29,0.24,0.25,0.31,0.27,0.26,0.27,0.38,0.27,0.3,0.27,0.27,0.32,0.27,0.27,0.3,0.26,0.3,0.31,0.25,0.26,0.23,0.25,0.27,0.29,0.27,0.28,0.24,0.31,0.25,0.24,0.27,0.0,0.25,0.28,0.25,0.25,0.23,0.26,0.0,0.24,0.25,0.0,0.27,0.24,0.25,0.23,0.24,0.0,0.23,0.26,0.24,0.24,0.0,0.25,0.24,0.0,0.23,0.0,0.23,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.24,0.25,0.0,0.47,0.0,0.22,0.0,0.23,0.36,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4
09/01/2021,0.0,0.65,0.65,0.55,0.63,0.37,0.63,0.59,0.6,0.58,0.55,0.59,0.56,0.58,0.49,0.48,0.49,0.52,0.59,0.49,0.53,0.45,0.5,0.42,0.33,0.5,0.52,0.49,0.45,0.47,0.58,0.41,0.43,0.43,0.37,0.47,0.46,0.44,0.52,0.43,0.46,0.4,0.4,0.44,0.38,0.37,0.38,0.37,0.4,0.34,0.39,0.37,0.37,0.38,0.44,0.3,0.4,0.41,0.37,0.38,0.34,0.24,0.36,0.46,0.32,0.23,0.39,0.38,0.39,0.34,0.34,0.38,0.39,0.37,0.37,0.32,0.36,0.35,0.32,0.36,0.35,0.34,0.33,0.33,0.28,0.37,0.34,0.3,0.31,0.31,0.33,0.34,0.31,0.27,0.3,0.35,0.34,0.39,0.33,0.41,0.31,0.29,0.27,0.33,0.3,0.31,0.31,0.25,0.32,0.29,0.3,0.32,0.3,0.3,0.28,0.29,0.32,0.29,0.31,0.32,0.23,0.3,0.26,0.28,0.3,0.29,0.29,0.29,0.31,0.29,0.27,0.29,0.28,0.26,0.31,0.29,0.24,0.26,0.31,0.27,0.26,0.28,0.38,0.27,0.3,0.28,0.27,0.32,0.28,0.27,0.3,0.26,0.31,0.31,0.25,0.26,0.24,0.25,0.27,0.29,0.27,0.28,0.24,0.31,0.25,0.24,0.27,0.0,0.24,0.28,0.26,0.25,0.23,0.27,0.0,0.24,0.25,0.0,0.28,0.24,0.25,0.23,0.24,0.0,0.22,0.27,0.24,0.25,0.0,0.26,0.24,0.0,0.23,0.0,0.23,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.24,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.36,0.25,0.0,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.02000000000001
09/02/2021,0.0,0.66,0.65,0.54,0.64,0.37,0.62,0.6,0.61,0.58,0.55,0.6,0.56,0.59,0.5,0.48,0.5,0.54,0.59,0.5,0.53,0.45,0.52,0.41,0.33,0.5,0.52,0.49,0.46,0.47,0.6,0.4,0.43,0.42,0.37,0.47,0.46,0.43,0.52,0.43,0.46,0.4,0.4,0.44,0.38,0.36,0.38,0.37,0.39,0.34,0.39,0.38,0.37,0.37,0.44,0.3,0.4,0.41,0.37,0.39,0.34,0.24,0.36,0.46,0.32,0.22,0.4,0.37,0.39,0.33,0.34,0.38,0.39,0.36,0.38,0.33,0.36,0.35,0.31,0.36,0.35,0.34,0.33,0.34,0.28,0.4,0.33,0.3,0.31,0.31,0.33,0.35,0.31,0.27,0.3,0.36,0.34,0.4,0.32,0.42,0.31,0.29,0.27,0.34,0.3,0.31,0.31,0.26,0.32,0.29,0.3,0.32,0.31,0.3,0.29,0.28,0.32,0.29,0.3,0.32,0.22,0.3,0.27,0.27,0.3,0.29,0.29,0.3,0.31,0.29,0.28,0.29,0.28,0.26,0.31,0.29,0.24,0.25,0.31,0.27,0.26,0.28,0.39,0.27,0.3,0.28,0.27,0.33,0.28,0.27,0.3,0.26,0.3,0.31,0.24,0.27,0.24,0.25,0.27,0.3,0.27,0.28,0.24,0.31,0.25,0.24,0.28,0.0,0.24,0.28,0.26,0.25,0.23,0.27,0.0,0.24,0.25,0.0,0.28,0.24,0.25,0.23,0.24,0.0,0.22,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.23,0.0,0.0,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.24,0.25,0.0,0.49,0.0,0.0,0.0,0.23,0.36,0.25,0.0,0.0,0.22,0.27,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24000000000001
09/03/2021,0.0,0.65,0.65,0.55,0.63,0.37,0.62,0.61,0.62,0.57,0.55,0.6,0.57,0.59,0.5,0.48,0.49,0.54,0.56,0.49,0.53,0.44,0.49,0.41,0.33,0.5,0.51,0.48,0.46,0.48,0.6,0.41,0.42,0.42,0.37,0.47,0.46,0.43,0.52,0.42,0.45,0.4,0.4,0.43,0.38,0.36,0.39,0.37,0.4,0.34,0.39,0.37,0.37,0.38,0.44,0.3,0.4,0.41,0.37,0.39,0.34,0.25,0.37,0.46,0.33,0.0,0.4,0.37,0.4,0.33,0.35,0.37,0.4,0.36,0.38,0.33,0.36,0.34,0.31,0.35,0.35,0.34,0.33,0.33,0.28,0.4,0.33,0.29,0.31,0.32,0.31,0.34,0.31,0.27,0.3,0.36,0.34,0.39,0.33,0.42,0.31,0.29,0.27,0.34,0.3,0.31,0.31,0.26,0.31,0.29,0.29,0.31,0.3,0.3,0.3,0.28,0.32,0.29,0.31,0.33,0.22,0.31,0.27,0.27,0.3,0.29,0.29,0.3,0.31,0.29,0.28,0.28,0.28,0.27,0.31,0.29,0.25,0.25,0.31,0.27,0.26,0.28,0.38,0.27,0.3,0.28,0.27,0.33,0.28,0.27,0.3,0.26,0.3,0.31,0.25,0.27,0.24,0.25,0.27,0.29,0.26,0.28,0.23,0.3,0.26,0.25,0.27,0.0,0.24,0.28,0.27,0.25,0.23,0.27,0.0,0.24,0.25,0.0,0.27,0.25,0.25,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.23,0.23,0.22,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.24,0.25,0.0,0.51,0.0,0.0,0.0,0.23,0.35,0.25,0.0,0.0,0.0,0.26,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11000000000001
09/06/2021,0.0,0.65,0.66,0.56,0.63,0.37,0.63,0.62,0.62,0.58,0.55,0.61,0.57,0.57,0.52,0.48,0.48,0.54,0.56,0.47,0.54,0.44,0.49,0.41,0.34,0.44,0.5,0.47,0.47,0.48,0.61,0.4,0.42,0.43,0.37,0.46,0.45,0.43,0.52,0.42,0.46,0.41,0.39,0.43,0.39,0.36,0.39,0.37,0.39,0.34,0.4,0.38,0.37,0.36,0.45,0.32,0.4,0.42,0.37,0.4,0.33,0.25,0.36,0.47,0.33,0.0,0.41,0.37,0.39,0.33,0.34,0.36,0.39,0.36,0.38,0.33,0.33,0.34,0.31,0.35,0.34,0.35,0.34,0.33,0.27,0.42,0.33,0.28,0.31,0.32,0.32,0.34,0.3,0.27,0.31,0.36,0.35,0.37,0.32,0.42,0.31,0.29,0.29,0.34,0.3,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.31,0.28,0.32,0.3,0.3,0.34,0.23,0.31,0.26,0.27,0.31,0.29,0.28,0.3,0.3,0.3,0.28,0.28,0.28,0.27,0.31,0.3,0.24,0.25,0.3,0.27,0.26,0.27,0.39,0.27,0.3,0.28,0.26,0.33,0.28,0.27,0.29,0.26,0.3,0.32,0.25,0.27,0.24,0.25,0.27,0.29,0.27,0.27,0.23,0.3,0.25,0.24,0.27,0.0,0.24,0.28,0.27,0.25,0.23,0.27,0.0,0.24,0.26,0.23,0.27,0.24,0.26,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.25,0.24,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.23,0.24,0.25,0.0,0.49,0.0,0.0,0.0,0.23,0.36,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.15
09/07/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.55,0.61,0.57,0.57,0.53,0.47,0.49,0.54,0.56,0.47,0.54,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.41,0.43,0.37,0.46,0.45,0.43,0.52,0.42,0.46,0.41,0.39,0.44,0.39,0.36,0.39,0.37,0.39,0.34,0.4,0.38,0.37,0.36,0.44,0.31,0.41,0.42,0.37,0.41,0.33,0.25,0.36,0.47,0.33,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.32,0.33,0.31,0.35,0.34,0.35,0.34,0.33,0.27,0.42,0.33,0.29,0.31,0.32,0.32,0.34,0.31,0.27,0.31,0.36,0.35,0.38,0.31,0.42,0.31,0.29,0.3,0.34,0.29,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.31,0.28,0.31,0.3,0.3,0.34,0.0,0.31,0.26,0.27,0.3,0.29,0.28,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.31,0.29,0.24,0.25,0.3,0.27,0.26,0.27,0.39,0.26,0.3,0.28,0.26,0.34,0.28,0.27,0.29,0.26,0.3,0.31,0.25,0.27,0.24,0.25,0.27,0.29,0.26,0.26,0.23,0.29,0.25,0.25,0.27,0.0,0.24,0.27,0.28,0.25,0.23,0.27,0.0,0.24,0.26,0.24,0.27,0.25,0.26,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.25,0.24,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.23,0.24,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.37,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11000000000001
09/08/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.55,0.61,0.57,0.57,0.53,0.47,0.49,0.54,0.56,0.47,0.55,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.41,0.43,0.37,0.46,0.45,0.43,0.52,0.42,0.46,0.41,0.4,0.44,0.39,0.36,0.39,0.37,0.38,0.34,0.4,0.38,0.37,0.36,0.44,0.31,0.41,0.42,0.37,0.41,0.33,0.25,0.36,0.47,0.33,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.33,0.34,0.31,0.35,0.34,0.35,0.34,0.33,0.27,0.42,0.33,0.29,0.31,0.32,0.32,0.34,0.31,0.27,0.31,0.36,0.35,0.38,0.32,0.42,0.31,0.29,0.3,0.34,0.29,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.31,0.28,0.31,0.3,0.3,0.34,0.0,0.31,0.26,0.27,0.3,0.29,0.28,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.31,0.29,0.24,0.25,0.3,0.27,0.26,0.27,0.39,0.27,0.3,0.28,0.26,0.34,0.28,0.27,0.29,0.26,0.3,0.31,0.25,0.27,0.23,0.25,0.27,0.29,0.26,0.26,0.23,0.29,0.25,0.25,0.27,0.0,0.24,0.27,0.28,0.25,0.23,0.27,0.0,0.24,0.26,0.24,0.27,0.24,0.25,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.25,0.24,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.23,0.24,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.37,0.25,0.0,0.0,0.0,0.27,0.0,0.23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13
09/09/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.55,0.61,0.57,0.57,0.53,0.47,0.49,0.54,0.56,0.47,0.55,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.41,0.43,0.37,0.46,0.45,0.43,0.52,0.42,0.46,0.41,0.4,0.44,0.39,0.36,0.39,0.37,0.38,0.34,0.4,0.38,0.37,0.36,0.44,0.31,0.41,0.42,0.37,0.41,0.33,0.25,0.36,0.47,0.33,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.33,0.34,0.31,0.35,0.34,0.35,0.34,0.33,0.27,0.42,0.33,0.29,0.31,0.32,0.32,0.34,0.31,0.27,0.31,0.36,0.35,0.38,0.32,0.42,0.31,0.29,0.3,0.34,0.29,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.31,0.28,0.31,0.3,0.3,0.34,0.0,0.31,0.26,0.27,0.3,0.29,0.28,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.31,0.29,0.24,0.25,0.3,0.27,0.26,0.27,0.39,0.27,0.3,0.28,0.26,0.34,0.28,0.27,0.29,0.26,0.3,0.31,0.25,0.27,0.23,0.25,0.27,0.29,0.26,0.26,0.23,0.29,0.25,0.25,0.27,0.0,0.24,0.27,0.28,0.25,0.23,0.27,0.0,0.24,0.26,0.24,0.27,0.24,0.25,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.25,0.24,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.23,0.24,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.37,0.25,0.0,0.0,0.0,0.27,0.0,0.23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13
09/10/2021,0.0,0.65,0.66,0.56,0.61,0.37,0.64,0.62,0.64,0.58,0.55,0.61,0.57,0.55,0.53,0.47,0.48,0.55,0.56,0.47,0.54,0.43,0.5,0.41,0.34,0.43,0.51,0.48,0.46,0.46,0.64,0.4,0.41,0.43,0.36,0.45,0.44,0.44,0.52,0.41,0.46,0.4,0.4,0.43,0.39,0.36,0.38,0.37,0.38,0.35,0.4,0.37,0.36,0.37,0.44,0.31,0.41,0.42,0.36,0.41,0.32,0.25,0.36,0.47,0.33,0.0,0.41,0.36,0.39,0.32,0.34,0.36,0.39,0.36,0.37,0.33,0.32,0.33,0.31,0.35,0.33,0.35,0.34,0.34,0.27,0.42,0.33,0.28,0.31,0.31,0.31,0.35,0.31,0.27,0.3,0.37,0.35,0.37,0.31,0.43,0.3,0.29,0.31,0.34,0.3,0.31,0.3,0.25,0.31,0.29,0.28,0.31,0.3,0.25,0.32,0.27,0.31,0.3,0.3,0.34,0.23,0.32,0.28,0.27,0.3,0.29,0.28,0.31,0.31,0.3,0.28,0.27,0.27,0.27,0.31,0.29,0.24,0.24,0.31,0.27,0.26,0.27,0.39,0.27,0.3,0.28,0.26,0.34,0.27,0.27,0.29,0.26,0.3,0.31,0.23,0.27,0.24,0.25,0.27,0.28,0.26,0.26,0.23,0.3,0.25,0.25,0.27,0.0,0.24,0.27,0.28,0.25,0.23,0.27,0.0,0.24,0.26,0.24,0.27,0.24,0.25,0.23,0.23,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.23,0.0,0.0,0.25,0.23,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.0,0.46,0.0,0.0,0.0,0.23,0.36,0.24,0.0,0.0,0.0,0.27,0.24,0.23,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9
09/13/2021,0.0,0.65,0.64,0.56,0.61,0.36,0.64,0.62,0.62,0.58,0.55,0.61,0.58,0.58,0.54,0.47,0.48,0.56,0.56,0.52,0.54,0.44,0.5,0.42,0.34,0.44,0.49,0.48,0.47,0.46,0.64,0.42,0.41,0.42,0.37,0.45,0.44,0.43,0.52,0.41,0.45,0.4,0.4,0.43,0.39,0.36,0.39,0.36,0.38,0.35,0.4,0.38,0.36,0.36,0.44,0.3,0.41,0.41,0.36,0.4,0.33,0.25,0.36,0.48,0.33,0.0,0.41,0.36,0.39,0.32,0.34,0.36,0.4,0.36,0.38,0.34,0.32,0.33,0.32,0.34,0.34,0.35,0.34,0.35,0.28,0.43,0.34,0.29,0.31,0.32,0.32,0.35,0.31,0.27,0.3,0.36,0.37,0.39,0.32,0.42,0.3,0.29,0.32,0.34,0.3,0.3,0.3,0.24,0.3,0.3,0.29,0.32,0.3,0.25,0.31,0.27,0.31,0.3,0.3,0.34,0.23,0.32,0.29,0.27,0.31,0.29,0.28,0.3,0.31,0.3,0.27,0.27,0.27,0.28,0.31,0.29,0.24,0.25,0.31,0.27,0.26,0.27,0.37,0.27,0.29,0.29,0.26,0.34,0.28,0.27,0.29,0.26,0.31,0.31,0.23,0.27,0.23,0.24,0.27,0.28,0.26,0.26,0.0,0.29,0.26,0.24,0.26,0.0,0.25,0.26,0.27,0.25,0.24,0.27,0.0,0.24,0.26,0.24,0.27,0.24,0.25,0.24,0.0,0.0,0.23,0.27,0.24,0.24,0.0,0.26,0.23,0.0,0.24,0.0,0.0,0.25,0.24,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.23,0.24,0.26,0.0,0.47,0.23,0.0,0.0,0.0,0.35,0.24,0.0,0.0,0.0,0.27,0.23,0.0,0.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.09
