,CTE ? PROSHARES TRUST M,B 0 05/13/21,B 0 04/08/21,B 0 05/06/21,B 0 08/12/21,B 0 09/09/21,B 0 04/01/21,B 0 05/20/21,B 0 04/22/21,B 0 07/15/21,TBILL,B 0 04/15/21,B 0 10/07/21,CASH,U.S. DOLLAR FOR FUTURES,S&P500 EMINI FUT EQUITY INDEX 18/SEP/2020 ESU0,B 0 10/15/20,B 0 07/16/20,B 0 07/23/20,B 0 07/30/20,B 0 08/06/20,B 0 08/13/20,B 0 08/20/20,B 0 08/27/20,B 0 09/03/20,B 0 09/10/20,B 0 09/17/20,B 0 09/24/20,B 0 10/01/20,B 0 10/08/20,B 0 10/29/20,B 0 10/22/20,B 0 07/09/20,B 0 11/05/20,B 0 11/12/20,B 0 11/19/20,B 0 11/27/20,B 0 12/03/20,B 0 12/17/20,B 0 12/24/20,B 0 12/31/20,CMB,CMB 0 02/09/21,CMB 0 02/16/21,CMB 0 09/08/20,CMB 0 09/22/20,S&P500 EMINI FUT EQUITY INDEX 19/JUN/2020 ESM0,S&P 500 Index SWAP Deutsche Bank AG,B 0 07/02/20,B 0 01/07/21,B 0 02/18/21,B 0 02/11/21,B 0 02/04/21,B 0 01/28/21,B 0 01/21/21,B 0 01/14/21,USD FUTURES INCOME,B 0 06/25/20,US SDOLLAR CALL A/C,UNITS,U.S. DOLLAR,SPDR S&P 500  SPY  SWAP Goldman Sachs Internationa,SPDR S&P 500  SPY  SWAP Deutsche Bank AG,S&P500 EMINI FUT EQUITY INDEX 19/MAR/2021 ESH1,B 0 02/25/21,B 0 03/04/21,B 0 03/11/21,B 0 06/04/20,B 0 06/18/20,B 0 06/11/20,XIB 0 08/11/20,S&P500 EMINI FUT EQUITY INDEX 18/DEC/2020 ESZ0,B 0 03/25/21,B 0 03/18/21,S&P500 EMINI FUT EQUITY INDEX 18/JUN/2021 ESM1,S&P 500 Index SWAP JPMorgan Securities?,S&P 500 Index SWAP Goldman Sachs International,S&P 500 Index SWAP Morgan Stanley & Co. Internatio,S&P 500 Index SWAP BNP Paribas,S&P 500 Index SWAP Citibank NA,S&P 500 Index SWAP Bank of America NA,S&P 500 Index SWAP Credit Suisse International,S&P 500 Index SWAP Societe Generale,S&P 500 Index SWAP UBS AG,SUM
07/09/2021,32.45,18.86,9.93,9.93,9.93,9.93,8.43,5.96,4.96,4.96,4.96,3.97,3.97,3.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.33,-0.42,-1.2,-2.39,-2.87,-3.58,-4.95,-6.69,-12.75,96.76
07/12/2021,32.45,18.86,9.93,9.93,9.93,9.93,8.43,5.96,4.96,4.96,4.96,3.97,3.97,3.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.33,-0.42,-1.2,-2.39,-2.87,-3.58,-4.95,-6.69,-12.75,96.76
07/13/2021,32.45,18.86,9.93,9.93,9.93,9.93,8.43,5.96,4.96,4.96,4.96,3.97,3.97,3.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.33,-0.42,-1.2,-2.39,-2.87,-3.58,-4.95,-6.69,-12.75,96.76
07/14/2021,32.45,18.86,9.93,9.93,9.93,9.93,8.43,5.96,4.96,4.96,4.96,3.97,3.97,3.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.33,-0.42,-1.2,-2.39,-2.87,-3.58,-4.95,-6.69,-12.75,96.75999999999999
