,HPQ,NTAP,IPG,PWR,DELL,IP,CINF,EPAM,TGT,CTSH,GPC,CE,MXIM,EXPD,LH,QRVO,TSCO,IT,ALL,PGR,CBRE,SNA,DOX,TROW,BBY,RS,ARW,OMC,CARR,NUE,KLAC,AES,LKQ,RJF,CDW,POOL,ANTM,WHR,WSO,EBAY,SYF,UHS,HPE,AGCO,OGN,FNF,TT,ORLY,AFL,AAP,J,HIG,F,PHM,JBL,DLTR,TER,JLL,BIO,AVY,ORI,UTHR,TTC,ENTG,EXP,CMI,EVR,DGX,PNR,GNRC,AJG,APH,LPLA,EXR,EMN,CTVA,BERY,JCI,COF,RHI,ACGL,PKI,JBHT,FTNT,DHI,JEF,LEN,UHAL,WSM,GRMN,FFIV,PSA,MAN,TRV,AOS,DTE,SWKS,HSIC,SJM,CDNS,AMAT,MTD,HUM,WAT,PEG,AMG,GLW,IDXX,HSY,ZBRA,SNPS,GWW,SMG,WY,MSI,AMP,SNX,AZO,CCK,DAR,LAZ,WRK,DG,KSU,JAZZ,IRM,PKG,LII,WST,MPWR,LPX,ALXN,AN,BR,PAYX,Cash & Cash Equivalents,KR,FL,MCK,DLB,HCA,BC,GGG,NUAN,VMI,CSL,SEE,OTIS,CPRT,SF,CI,MET,DVA,IVZ,ETN,UGI,EXC,MAS,NVR,AON,MLM,TSN,MDU,KIM,XYL,AME,MHK,PPG,AVT,AZPN,GM,FAST,TXN,INTU,NDAQ,GL,DOV,PRU,MMC,MSCI,CVS,EMR,ODFL,LSTR,FAF,LOW,MO,CBOE,MOH,AYI,NEM,NLSN,WTM,SCI,PFG,SLM,MKL,UPS,OC,STLD,FBHS,ALLY,ITT,RSG,TECH,TYL,HUBB,DKS,A,DECK,CRL,n/a,ALB,AIZ,ETR,WM,ADI,CUBE,ACI,JHG,NXST,R,CF,MTG,ISRG,GNTX,PANW,SUM
09/23/2021,1.2,0.77,0.69,0.8,0.6,0.52,0.53,0.62,0.53,0.58,0.48,0.49,0.0,0.46,0.52,0.42,0.5,0.56,0.45,0.41,0.48,0.4,0.41,0.42,0.4,0.39,0.4,0.36,0.45,0.42,0.43,0.34,0.37,0.37,0.39,0.35,0.35,0.34,0.33,0.37,0.34,0.33,0.31,0.32,0.36,0.33,0.32,0.33,0.31,0.31,0.31,0.35,0.28,0.27,0.32,0.27,0.28,0.37,0.35,0.32,0.27,0.32,0.27,0.31,0.27,0.27,0.27,0.33,0.32,0.28,0.29,0.3,0.29,0.3,0.24,0.26,0.25,0.3,0.27,0.31,0.26,0.32,0.27,0.31,0.25,0.28,0.26,0.29,0.29,0.29,0.27,0.25,0.24,0.26,0.23,0.26,0.23,0.25,0.24,0.29,0.25,0.27,0.22,0.27,0.25,0.22,0.23,0.24,0.24,0.24,0.28,0.22,0.19,0.25,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.29,0.24,0.0,0.27,0.22,0.22,0.0,0.23,0.18,0.23,0.21,0.26,0.21,0.22,0.21,0.22,0.23,0.2,0.21,0.21,0.21,0.18,0.21,0.21,0.19,0.21,0.19,0.22,0.2,0.19,0.24,0.19,0.2,0.18,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.17,0.2,0.18,0.21,0.21,0.19,0.18,0.21,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.0,0.0,0.0,0.19,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.18,0.21,0.0,0.17,0.17,0.17,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14
09/24/2021,1.19,0.77,0.68,0.79,0.59,0.52,0.53,0.63,0.53,0.58,0.48,0.49,0.0,0.47,0.52,0.42,0.51,0.55,0.45,0.41,0.47,0.4,0.41,0.42,0.4,0.39,0.4,0.36,0.43,0.42,0.44,0.34,0.37,0.36,0.39,0.35,0.35,0.33,0.34,0.37,0.35,0.33,0.31,0.32,0.36,0.33,0.31,0.33,0.31,0.31,0.31,0.35,0.28,0.27,0.32,0.26,0.28,0.37,0.35,0.31,0.27,0.32,0.26,0.32,0.27,0.27,0.27,0.33,0.31,0.28,0.3,0.3,0.29,0.3,0.24,0.26,0.25,0.3,0.27,0.31,0.26,0.32,0.28,0.31,0.25,0.28,0.25,0.29,0.3,0.29,0.26,0.26,0.24,0.26,0.23,0.26,0.23,0.25,0.24,0.29,0.25,0.27,0.22,0.27,0.25,0.22,0.23,0.25,0.24,0.24,0.28,0.22,0.19,0.25,0.25,0.24,0.23,0.25,0.24,0.26,0.23,0.22,0.23,0.22,0.0,0.24,0.23,0.2,0.29,0.29,0.23,0.0,0.28,0.22,0.22,0.0,0.24,0.18,0.23,0.21,0.26,0.2,0.22,0.21,0.21,0.23,0.2,0.21,0.21,0.21,0.18,0.2,0.21,0.19,0.21,0.18,0.22,0.2,0.19,0.24,0.19,0.2,0.18,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.17,0.2,0.18,0.21,0.21,0.19,0.18,0.21,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.19,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.18,0.24,0.0,0.17,0.0,0.17,0.64,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.09
09/27/2021,1.21,0.79,0.71,0.8,0.6,0.52,0.53,0.63,0.52,0.58,0.48,0.49,0.0,0.47,0.51,0.42,0.5,0.57,0.44,0.4,0.47,0.4,0.41,0.43,0.39,0.39,0.41,0.37,0.43,0.43,0.44,0.33,0.38,0.38,0.39,0.35,0.34,0.33,0.33,0.37,0.36,0.32,0.31,0.33,0.35,0.34,0.31,0.34,0.31,0.32,0.32,0.35,0.29,0.27,0.33,0.26,0.28,0.38,0.35,0.32,0.27,0.31,0.26,0.32,0.27,0.27,0.27,0.32,0.31,0.29,0.3,0.3,0.3,0.29,0.24,0.26,0.26,0.3,0.28,0.31,0.26,0.31,0.27,0.32,0.25,0.28,0.25,0.28,0.3,0.3,0.26,0.24,0.24,0.26,0.23,0.25,0.23,0.25,0.23,0.29,0.25,0.27,0.22,0.27,0.24,0.22,0.22,0.25,0.24,0.24,0.27,0.21,0.19,0.26,0.25,0.25,0.23,0.25,0.24,0.25,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.3,0.24,0.0,0.27,0.22,0.22,0.0,0.23,0.19,0.23,0.2,0.25,0.21,0.21,0.21,0.21,0.23,0.2,0.21,0.22,0.21,0.17,0.21,0.21,0.19,0.21,0.18,0.22,0.2,0.19,0.24,0.19,0.2,0.18,0.25,0.21,0.18,0.18,0.0,0.18,0.0,0.17,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.21,0.19,0.18,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.19,0.24,0.17,0.0,0.0,0.17,0.65,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,58.2
09/28/2021,1.21,0.79,0.71,0.8,0.6,0.52,0.53,0.63,0.52,0.58,0.48,0.49,0.0,0.47,0.51,0.42,0.5,0.57,0.44,0.4,0.47,0.4,0.41,0.43,0.39,0.39,0.41,0.37,0.43,0.43,0.44,0.33,0.38,0.38,0.39,0.35,0.34,0.33,0.33,0.37,0.36,0.32,0.31,0.33,0.35,0.34,0.31,0.34,0.31,0.32,0.32,0.35,0.29,0.27,0.33,0.26,0.28,0.38,0.35,0.32,0.27,0.31,0.26,0.32,0.27,0.27,0.27,0.32,0.31,0.29,0.3,0.3,0.3,0.29,0.24,0.26,0.26,0.3,0.28,0.31,0.26,0.31,0.27,0.32,0.25,0.28,0.25,0.28,0.3,0.3,0.26,0.24,0.24,0.26,0.23,0.25,0.23,0.25,0.23,0.29,0.25,0.27,0.22,0.27,0.24,0.22,0.22,0.25,0.24,0.24,0.27,0.21,0.19,0.26,0.25,0.25,0.23,0.25,0.24,0.25,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.3,0.24,0.0,0.27,0.22,0.22,0.0,0.23,0.19,0.23,0.2,0.25,0.21,0.21,0.21,0.21,0.23,0.2,0.21,0.22,0.21,0.17,0.21,0.21,0.19,0.21,0.18,0.22,0.2,0.19,0.24,0.19,0.2,0.18,0.25,0.21,0.18,0.18,0.0,0.18,0.0,0.17,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.21,0.19,0.18,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.19,0.24,0.17,0.0,0.0,0.17,0.65,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,58.2
09/29/2021,1.21,0.8,0.72,0.79,0.6,0.52,0.53,0.63,0.51,0.59,0.48,0.5,0.0,0.47,0.51,0.42,0.5,0.57,0.44,0.4,0.48,0.4,0.41,0.43,0.39,0.39,0.41,0.37,0.43,0.43,0.44,0.33,0.38,0.38,0.39,0.35,0.34,0.33,0.33,0.36,0.36,0.32,0.31,0.32,0.36,0.34,0.31,0.34,0.31,0.32,0.32,0.35,0.29,0.27,0.33,0.25,0.28,0.38,0.35,0.32,0.27,0.3,0.25,0.31,0.27,0.27,0.27,0.32,0.32,0.29,0.3,0.31,0.31,0.28,0.24,0.26,0.25,0.29,0.28,0.31,0.26,0.31,0.27,0.32,0.24,0.28,0.25,0.28,0.3,0.3,0.27,0.24,0.24,0.26,0.23,0.25,0.23,0.26,0.23,0.29,0.26,0.27,0.22,0.27,0.24,0.23,0.23,0.25,0.24,0.24,0.27,0.21,0.18,0.26,0.25,0.25,0.23,0.25,0.23,0.25,0.23,0.22,0.22,0.22,0.0,0.24,0.24,0.2,0.29,0.3,0.24,0.0,0.28,0.22,0.22,0.0,0.23,0.17,0.23,0.2,0.25,0.21,0.21,0.21,0.22,0.23,0.2,0.21,0.22,0.22,0.17,0.21,0.21,0.19,0.21,0.18,0.21,0.2,0.19,0.24,0.19,0.2,0.18,0.24,0.21,0.18,0.18,0.0,0.18,0.0,0.17,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.21,0.19,0.18,0.21,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.21,0.19,0.0,0.19,0.25,0.17,0.0,0.0,0.17,0.66,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,58.21
09/30/2021,1.24,0.8,0.72,0.78,0.61,0.52,0.54,0.59,0.51,0.59,0.48,0.51,0.0,0.46,0.5,0.42,0.5,0.55,0.44,0.39,0.48,0.4,0.41,0.43,0.41,0.39,0.41,0.38,0.42,0.44,0.44,0.33,0.38,0.39,0.39,0.34,0.35,0.34,0.33,0.37,0.37,0.32,0.32,0.32,0.36,0.34,0.3,0.33,0.31,0.32,0.32,0.35,0.3,0.27,0.33,0.26,0.27,0.38,0.34,0.32,0.27,0.3,0.25,0.31,0.28,0.27,0.27,0.31,0.31,0.28,0.3,0.3,0.32,0.27,0.25,0.26,0.25,0.29,0.29,0.31,0.26,0.3,0.27,0.31,0.24,0.29,0.25,0.29,0.3,0.28,0.27,0.24,0.24,0.26,0.23,0.25,0.22,0.26,0.23,0.28,0.26,0.26,0.22,0.26,0.24,0.23,0.23,0.24,0.23,0.23,0.27,0.22,0.19,0.25,0.25,0.26,0.23,0.25,0.23,0.26,0.23,0.23,0.22,0.22,0.0,0.23,0.24,0.2,0.28,0.3,0.25,0.0,0.28,0.22,0.22,0.0,0.23,0.18,0.23,0.2,0.25,0.21,0.21,0.21,0.22,0.23,0.2,0.21,0.22,0.22,0.18,0.22,0.21,0.19,0.2,0.18,0.21,0.19,0.19,0.24,0.19,0.2,0.18,0.24,0.21,0.18,0.18,0.0,0.18,0.0,0.17,0.2,0.19,0.21,0.2,0.18,0.2,0.19,0.21,0.21,0.19,0.18,0.21,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.21,0.18,0.0,0.18,0.25,0.0,0.17,0.0,0.17,0.65,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,58.14999999999999
10/01/2021,1.25,0.79,0.71,0.79,0.62,0.53,0.53,0.57,0.5,0.59,0.48,0.51,0.0,0.46,0.49,0.42,0.5,0.54,0.44,0.4,0.48,0.41,0.41,0.41,0.41,0.4,0.42,0.37,0.43,0.45,0.42,0.32,0.38,0.39,0.38,0.34,0.35,0.34,0.33,0.36,0.37,0.32,0.33,0.33,0.36,0.34,0.3,0.33,0.31,0.32,0.32,0.36,0.31,0.27,0.33,0.26,0.26,0.39,0.34,0.31,0.27,0.3,0.26,0.3,0.28,0.27,0.27,0.31,0.31,0.28,0.3,0.3,0.32,0.28,0.25,0.26,0.26,0.28,0.29,0.32,0.26,0.3,0.27,0.3,0.24,0.29,0.25,0.29,0.31,0.28,0.27,0.24,0.24,0.26,0.23,0.25,0.22,0.26,0.23,0.28,0.24,0.25,0.22,0.25,0.24,0.22,0.23,0.23,0.23,0.23,0.26,0.22,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.25,0.23,0.23,0.23,0.22,0.0,0.24,0.24,0.2,0.27,0.29,0.25,0.0,0.28,0.22,0.22,0.0,0.23,0.18,0.23,0.2,0.25,0.21,0.21,0.21,0.22,0.23,0.2,0.21,0.21,0.22,0.18,0.22,0.21,0.19,0.21,0.18,0.21,0.19,0.19,0.24,0.2,0.21,0.19,0.24,0.21,0.18,0.18,0.0,0.18,0.0,0.17,0.2,0.19,0.2,0.2,0.18,0.19,0.19,0.2,0.2,0.19,0.18,0.21,0.18,0.2,0.19,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.21,0.18,0.0,0.17,0.27,0.0,0.0,0.0,0.17,0.64,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,58.03
10/04/2021,1.22,0.78,0.7,0.79,0.62,0.52,0.54,0.58,0.5,0.58,0.48,0.51,0.0,0.46,0.5,0.42,0.5,0.55,0.44,0.4,0.49,0.4,0.41,0.41,0.4,0.4,0.41,0.37,0.43,0.43,0.41,0.33,0.38,0.39,0.38,0.33,0.34,0.33,0.33,0.36,0.36,0.31,0.34,0.32,0.36,0.34,0.3,0.34,0.31,0.32,0.32,0.36,0.31,0.27,0.32,0.29,0.26,0.39,0.34,0.31,0.28,0.3,0.26,0.31,0.27,0.27,0.27,0.31,0.31,0.27,0.3,0.3,0.32,0.28,0.25,0.26,0.26,0.28,0.28,0.31,0.26,0.3,0.27,0.31,0.24,0.29,0.25,0.29,0.29,0.28,0.27,0.24,0.24,0.26,0.22,0.26,0.22,0.26,0.24,0.28,0.24,0.25,0.22,0.25,0.25,0.22,0.22,0.23,0.24,0.23,0.26,0.21,0.19,0.25,0.25,0.25,0.22,0.26,0.23,0.25,0.23,0.23,0.23,0.22,0.0,0.24,0.23,0.2,0.28,0.29,0.24,0.0,0.28,0.23,0.23,0.0,0.24,0.0,0.23,0.2,0.25,0.21,0.21,0.22,0.22,0.23,0.2,0.21,0.21,0.22,0.18,0.22,0.2,0.19,0.2,0.19,0.22,0.2,0.19,0.24,0.19,0.21,0.19,0.24,0.2,0.18,0.18,0.0,0.18,0.0,0.18,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.21,0.2,0.19,0.18,0.21,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.2,0.18,0.0,0.17,0.28,0.0,0.0,0.0,0.17,0.64,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,57.96
10/05/2021,1.24,0.78,0.71,0.8,0.62,0.49,0.53,0.58,0.49,0.58,0.48,0.51,0.0,0.44,0.49,0.42,0.49,0.54,0.44,0.4,0.5,0.4,0.41,0.41,0.4,0.4,0.42,0.38,0.43,0.43,0.41,0.32,0.38,0.4,0.38,0.33,0.34,0.33,0.33,0.35,0.36,0.31,0.34,0.33,0.36,0.34,0.3,0.33,0.32,0.31,0.32,0.36,0.3,0.26,0.32,0.3,0.26,0.41,0.33,0.31,0.28,0.29,0.26,0.3,0.27,0.27,0.28,0.3,0.3,0.27,0.3,0.3,0.32,0.28,0.25,0.27,0.25,0.28,0.29,0.32,0.26,0.3,0.27,0.31,0.24,0.29,0.24,0.29,0.28,0.27,0.27,0.24,0.25,0.26,0.22,0.25,0.22,0.26,0.23,0.28,0.24,0.25,0.21,0.24,0.25,0.23,0.22,0.23,0.24,0.22,0.26,0.21,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.26,0.24,0.23,0.22,0.22,0.0,0.24,0.24,0.2,0.27,0.29,0.25,0.0,0.27,0.22,0.23,0.0,0.23,0.17,0.23,0.2,0.25,0.21,0.2,0.21,0.22,0.23,0.2,0.21,0.21,0.22,0.18,0.22,0.2,0.19,0.2,0.19,0.21,0.2,0.18,0.24,0.2,0.21,0.19,0.25,0.19,0.18,0.18,0.0,0.18,0.0,0.18,0.19,0.19,0.2,0.21,0.18,0.19,0.19,0.21,0.2,0.19,0.18,0.2,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.2,0.17,0.0,0.17,0.29,0.0,0.0,0.0,0.17,0.63,0.0,0.0,0.0,0.17,0.0,0.19,0.17,0.0,0.0,0.0,57.8
10/06/2021,1.24,0.78,0.71,0.8,0.62,0.49,0.53,0.58,0.49,0.58,0.48,0.51,0.0,0.44,0.49,0.42,0.49,0.54,0.44,0.4,0.5,0.4,0.41,0.41,0.4,0.4,0.42,0.38,0.43,0.43,0.41,0.32,0.38,0.4,0.38,0.33,0.34,0.33,0.33,0.35,0.36,0.31,0.34,0.33,0.36,0.34,0.3,0.33,0.32,0.31,0.32,0.36,0.3,0.26,0.32,0.3,0.26,0.41,0.33,0.31,0.28,0.29,0.26,0.3,0.27,0.27,0.28,0.3,0.3,0.27,0.3,0.3,0.32,0.28,0.25,0.27,0.25,0.28,0.29,0.32,0.26,0.3,0.27,0.31,0.24,0.29,0.24,0.29,0.28,0.27,0.27,0.24,0.25,0.26,0.22,0.25,0.22,0.26,0.23,0.28,0.24,0.25,0.21,0.24,0.25,0.23,0.22,0.23,0.24,0.22,0.26,0.21,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.26,0.24,0.23,0.22,0.22,0.0,0.24,0.24,0.2,0.27,0.29,0.25,0.0,0.27,0.22,0.23,0.0,0.23,0.17,0.23,0.2,0.25,0.21,0.2,0.21,0.22,0.23,0.2,0.21,0.21,0.22,0.18,0.22,0.2,0.19,0.2,0.19,0.21,0.2,0.18,0.24,0.2,0.21,0.19,0.25,0.19,0.18,0.18,0.0,0.18,0.0,0.18,0.19,0.19,0.2,0.21,0.18,0.19,0.19,0.21,0.2,0.19,0.18,0.2,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.2,0.17,0.0,0.17,0.29,0.0,0.0,0.0,0.17,0.63,0.0,0.0,0.0,0.17,0.0,0.19,0.17,0.0,0.0,0.0,57.8
10/07/2021,1.24,0.78,0.71,0.78,0.62,0.5,0.53,0.57,0.49,0.58,0.49,0.51,0.0,0.44,0.48,0.41,0.48,0.54,0.44,0.4,0.5,0.41,0.41,0.4,0.4,0.4,0.42,0.38,0.43,0.42,0.4,0.32,0.38,0.39,0.38,0.33,0.34,0.33,0.33,0.35,0.36,0.31,0.35,0.33,0.36,0.34,0.3,0.33,0.32,0.31,0.32,0.36,0.31,0.27,0.32,0.3,0.26,0.4,0.33,0.31,0.28,0.3,0.26,0.29,0.28,0.28,0.28,0.3,0.3,0.26,0.3,0.3,0.32,0.28,0.25,0.26,0.26,0.28,0.29,0.32,0.26,0.3,0.27,0.3,0.24,0.3,0.24,0.29,0.27,0.27,0.26,0.24,0.25,0.26,0.22,0.26,0.21,0.26,0.24,0.27,0.23,0.24,0.21,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.25,0.21,0.19,0.25,0.25,0.25,0.22,0.25,0.23,0.25,0.24,0.23,0.22,0.23,0.0,0.24,0.24,0.2,0.27,0.28,0.24,0.0,0.28,0.22,0.24,0.0,0.23,0.17,0.23,0.2,0.25,0.22,0.2,0.21,0.22,0.23,0.2,0.21,0.21,0.22,0.17,0.22,0.2,0.19,0.2,0.19,0.21,0.2,0.18,0.23,0.2,0.21,0.19,0.25,0.19,0.18,0.18,0.0,0.18,0.0,0.18,0.19,0.19,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.18,0.2,0.18,0.2,0.19,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.18,0.0,0.19,0.18,0.0,0.0,0.2,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.17,0.17,0.19,0.17,0.24,0.0,0.0,57.74
10/08/2021,1.25,0.78,0.72,0.77,0.62,0.5,0.54,0.58,0.49,0.57,0.49,0.53,0.0,0.44,0.48,0.41,0.48,0.55,0.44,0.4,0.5,0.41,0.41,0.4,0.4,0.4,0.42,0.38,0.44,0.43,0.4,0.33,0.38,0.4,0.38,0.33,0.34,0.34,0.33,0.35,0.36,0.3,0.35,0.33,0.35,0.34,0.3,0.33,0.32,0.32,0.32,0.37,0.31,0.27,0.33,0.3,0.26,0.4,0.32,0.31,0.28,0.3,0.26,0.29,0.27,0.28,0.29,0.3,0.3,0.26,0.3,0.3,0.33,0.28,0.25,0.27,0.27,0.28,0.29,0.32,0.27,0.29,0.27,0.31,0.24,0.3,0.24,0.29,0.27,0.28,0.26,0.24,0.25,0.26,0.23,0.26,0.21,0.26,0.24,0.27,0.23,0.24,0.21,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.25,0.22,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.25,0.24,0.23,0.22,0.23,0.0,0.24,0.24,0.2,0.27,0.28,0.24,0.0,0.26,0.22,0.24,0.0,0.23,0.0,0.23,0.2,0.24,0.22,0.2,0.22,0.22,0.23,0.2,0.21,0.21,0.22,0.17,0.22,0.2,0.2,0.2,0.19,0.21,0.2,0.18,0.24,0.19,0.21,0.19,0.25,0.2,0.18,0.18,0.0,0.18,0.0,0.18,0.19,0.19,0.2,0.21,0.18,0.19,0.2,0.21,0.2,0.19,0.18,0.21,0.18,0.2,0.19,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.2,0.19,0.0,0.17,0.0,0.0,0.17,0.0,0.18,0.0,0.19,0.18,0.0,0.0,0.19,0.17,0.0,0.0,0.25,0.17,0.17,0.0,0.0,0.62,0.0,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.0,57.83
10/11/2021,1.22,0.78,0.7,0.77,0.62,0.5,0.55,0.6,0.49,0.57,0.49,0.53,0.0,0.43,0.48,0.4,0.47,0.54,0.43,0.4,0.49,0.41,0.41,0.4,0.4,0.39,0.42,0.38,0.44,0.43,0.4,0.34,0.38,0.4,0.36,0.34,0.34,0.34,0.33,0.37,0.36,0.3,0.34,0.33,0.35,0.34,0.3,0.33,0.32,0.32,0.32,0.36,0.32,0.27,0.34,0.3,0.26,0.39,0.32,0.31,0.29,0.31,0.26,0.29,0.28,0.28,0.29,0.3,0.3,0.27,0.3,0.3,0.33,0.28,0.25,0.26,0.26,0.28,0.29,0.33,0.27,0.29,0.27,0.32,0.24,0.3,0.24,0.3,0.27,0.27,0.27,0.24,0.25,0.26,0.23,0.26,0.21,0.26,0.24,0.27,0.23,0.24,0.22,0.24,0.24,0.22,0.22,0.23,0.24,0.22,0.25,0.22,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.25,0.24,0.23,0.22,0.23,0.17,0.23,0.24,0.2,0.27,0.28,0.24,0.0,0.26,0.22,0.24,0.0,0.23,0.17,0.22,0.2,0.24,0.22,0.2,0.22,0.22,0.23,0.2,0.21,0.21,0.23,0.18,0.22,0.2,0.19,0.2,0.19,0.21,0.2,0.18,0.24,0.2,0.21,0.19,0.25,0.19,0.18,0.18,0.0,0.18,0.18,0.18,0.2,0.19,0.2,0.21,0.18,0.19,0.2,0.21,0.2,0.19,0.18,0.21,0.18,0.2,0.19,0.18,0.19,0.19,0.2,0.0,0.0,0.0,0.2,0.19,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.19,0.0,0.0,0.17,0.26,0.0,0.0,0.0,0.17,0.62,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,57.85
10/12/2021,1.22,0.78,0.7,0.76,0.61,0.5,0.55,0.59,0.49,0.58,0.49,0.53,0.0,0.43,0.48,0.41,0.47,0.54,0.43,0.4,0.48,0.41,0.42,0.4,0.4,0.39,0.42,0.38,0.42,0.42,0.39,0.34,0.38,0.4,0.36,0.34,0.35,0.33,0.33,0.38,0.36,0.29,0.34,0.33,0.35,0.34,0.29,0.33,0.32,0.32,0.32,0.37,0.32,0.27,0.34,0.3,0.26,0.39,0.32,0.3,0.29,0.31,0.26,0.29,0.28,0.28,0.29,0.3,0.29,0.26,0.31,0.3,0.33,0.28,0.25,0.26,0.26,0.28,0.29,0.33,0.28,0.29,0.27,0.32,0.24,0.31,0.24,0.31,0.27,0.27,0.26,0.24,0.25,0.26,0.23,0.26,0.21,0.26,0.24,0.27,0.23,0.24,0.22,0.23,0.24,0.22,0.22,0.23,0.24,0.22,0.25,0.22,0.19,0.25,0.25,0.26,0.22,0.25,0.23,0.25,0.24,0.22,0.22,0.23,0.0,0.23,0.23,0.19,0.26,0.28,0.24,0.0,0.27,0.23,0.24,0.0,0.23,0.17,0.23,0.2,0.24,0.22,0.2,0.22,0.22,0.23,0.2,0.21,0.21,0.23,0.18,0.22,0.19,0.19,0.2,0.19,0.21,0.2,0.18,0.24,0.2,0.21,0.19,0.25,0.19,0.18,0.18,0.0,0.18,0.18,0.19,0.2,0.19,0.2,0.21,0.18,0.19,0.2,0.21,0.2,0.19,0.18,0.2,0.18,0.2,0.19,0.18,0.19,0.19,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.18,0.0,0.0,0.17,0.0,0.17,0.0,0.19,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.26,0.0,0.17,0.0,0.17,0.63,0.0,0.0,0.18,0.0,0.0,0.18,0.17,0.0,0.0,0.0,57.78999999999999
