,FGTXX,TUGXX,B 0 05/06/21,FGTXX,LTM1,BON1,HGN1,COZ1,CLZ1,S Q1,LTJ1,C N1,LXN1,W N1,SBK1,LTK1,LHM1,SIN1,SMK1,SBN1,XBU1,LTJ1,LXN1,CCK1,NGK21,HOK1,PLN1,GCM1,LTM1,SUM
07/09/2021,59.11,17.1,6.95,4.72,2.24,2.02,1.32,0.8,0.57,0.21,0.2,0.1,0.08,0.07,0.07,0.01,-0.02,-0.03,-0.05,-0.05,-0.06,-0.06,-0.09,-0.1,-0.11,-0.14,-0.22,-0.24,-2.06,92.34
