,HON,UPS,UNP,RTX,BA,MMM,CAT,GE,DE,LMT,CSX,FDX,ITW,NSC,ETN,EMR,WM,NOC,ROP,JCI,TT,LHX,GD,INFO,CARR,PH,CMI,TDG,OTIS,ROK,CTAS,SWK,AME,EFX,FAST,PCAR,VRSK,LUV,CPRT,GNRC,DAL,RSG,KSU,ODFL,FTV,DOV,URI,XYL,EXPD,TDY,GWW,IR,IEX,J,MAS,TXT,UAL,WAB,LDOS,JBHT,FBHS,AAL,ALLE,CHRW,HWM,PWR,SNA,PNR,RHI,AOS,NLSN,HII,ROL,Alaska Air Group Inc,State Street Institutional Liq State St Inst Liq Res Prem,Xai Emini Industr Sep21 Xcme 20210917,Us Dollar,ALK,SSIXX,GVMXX,n/a,SUM
07/20/2021,5.17,4.92,4.69,4.09,3.87,3.74,3.68,3.56,3.45,2.98,2.31,2.31,2.12,2.11,1.97,1.88,1.83,1.76,1.65,1.62,1.49,1.48,1.4,1.38,1.3,1.25,1.13,1.12,1.11,1.1,1.1,1.06,1.02,1.0,0.99,0.98,0.98,0.95,0.94,0.88,0.83,0.78,0.78,0.78,0.77,0.72,0.72,0.7,0.69,0.65,0.64,0.58,0.56,0.55,0.49,0.48,0.48,0.47,0.46,0.44,0.43,0.41,0.4,0.4,0.4,0.4,0.38,0.37,0.31,0.31,0.27,0.26,0.26,0.22,0.11,0.09,0.01,0.0,0.0,0.0,0.0,99.97
07/22/2021,5.17,4.92,4.69,4.09,3.87,3.74,3.68,3.56,3.45,2.98,2.31,2.31,2.12,2.11,1.97,1.88,1.83,1.76,1.65,1.62,1.49,1.48,1.4,1.38,1.3,1.25,1.13,1.12,1.11,1.1,1.1,1.06,1.02,1.0,0.99,0.98,0.98,0.95,0.94,0.88,0.83,0.78,0.78,0.78,0.77,0.72,0.72,0.7,0.69,0.65,0.64,0.58,0.56,0.55,0.49,0.48,0.48,0.47,0.46,0.44,0.43,0.41,0.4,0.4,0.4,0.4,0.38,0.37,0.31,0.31,0.27,0.26,0.26,0.22,0.11,0.09,0.01,0.0,0.0,0.0,0.0,99.97
07/27/2021,5.07,4.87,4.65,4.14,3.87,3.7,3.65,3.55,3.52,2.96,2.37,2.31,2.07,2.11,1.99,1.88,1.81,1.72,1.66,1.62,1.53,1.48,1.4,1.38,1.35,1.26,1.1,1.13,1.14,1.1,1.11,1.05,1.01,0.98,1.0,0.97,0.97,0.95,0.97,0.9,0.82,0.78,0.79,0.79,0.75,0.75,0.75,0.71,0.7,0.66,0.64,0.58,0.55,0.55,0.48,0.49,0.49,0.46,0.45,0.44,0.43,0.43,0.4,0.39,0.4,0.4,0.39,0.36,0.33,0.3,0.27,0.26,0.27,0.23,0.1,0.09,0.01,0.0,0.0,0.0,0.0,99.99
07/28/2021,5.07,4.87,4.65,4.14,3.87,3.7,3.65,3.55,3.52,2.96,2.37,2.31,2.07,2.11,1.99,1.88,1.81,1.72,1.66,1.62,1.53,1.48,1.4,1.38,1.35,1.26,1.1,1.13,1.14,1.1,1.11,1.05,1.01,0.98,1.0,0.97,0.97,0.95,0.97,0.9,0.82,0.78,0.79,0.79,0.75,0.75,0.75,0.71,0.7,0.66,0.64,0.58,0.55,0.55,0.48,0.49,0.49,0.46,0.45,0.44,0.43,0.43,0.4,0.39,0.4,0.4,0.39,0.36,0.33,0.3,0.27,0.26,0.27,0.23,0.1,0.09,0.01,0.0,0.0,0.0,0.0,99.99
07/30/2021,5.12,4.52,4.63,4.28,3.91,3.72,3.68,3.67,3.53,2.93,2.35,2.21,2.09,2.1,1.99,1.89,1.83,1.73,1.66,1.62,1.54,1.5,1.42,1.36,1.36,1.28,1.09,1.14,1.14,1.09,1.1,1.04,1.01,1.01,1.0,0.94,0.97,0.97,0.97,0.88,0.84,0.78,0.76,0.79,0.74,0.75,0.76,0.71,0.68,0.66,0.64,0.58,0.55,0.56,0.48,0.5,0.5,0.47,0.46,0.44,0.43,0.44,0.39,0.39,0.41,0.39,0.38,0.38,0.34,0.3,0.28,0.26,0.26,0.24,0.1,0.09,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,5.14,4.46,4.62,4.24,4.08,3.69,3.72,3.7,3.54,2.93,2.33,2.21,2.08,2.06,1.99,1.89,1.82,1.73,1.65,1.62,1.52,1.5,1.44,1.35,1.35,1.27,1.09,1.14,1.14,1.11,1.11,1.01,1.01,1.01,0.99,0.92,0.96,0.98,0.97,0.87,0.85,0.78,0.76,0.79,0.75,0.75,0.76,0.71,0.68,0.68,0.64,0.57,0.53,0.56,0.49,0.5,0.51,0.47,0.46,0.44,0.43,0.45,0.39,0.38,0.41,0.4,0.38,0.38,0.35,0.3,0.28,0.26,0.26,0.24,0.1,0.09,0.01,0.0,0.0,0.0,0.0,100.03000000000002
08/31/2021,4.91,4.84,4.7,4.16,4.24,3.71,3.84,3.8,3.54,2.98,2.35,2.34,2.07,2.14,1.9,1.86,1.75,1.75,1.59,1.58,1.42,1.43,1.39,1.36,1.28,1.27,1.15,1.14,1.06,1.07,1.09,1.07,0.99,0.94,0.96,1.0,0.91,1.01,0.88,0.84,0.89,0.74,0.83,0.78,0.76,0.7,0.74,0.7,0.69,0.63,0.62,0.59,0.54,0.56,0.48,0.5,0.54,0.47,0.43,0.44,0.44,0.44,0.4,0.4,0.43,0.41,0.39,0.36,0.32,0.31,0.28,0.27,0.24,0.0,0.0,0.0,0.0,0.24,0.09,0.01,0.0,99.97
09/01/2021,4.91,4.84,4.7,4.16,4.24,3.71,3.84,3.8,3.54,2.98,2.35,2.34,2.07,2.14,1.9,1.86,1.75,1.75,1.59,1.58,1.42,1.43,1.39,1.36,1.28,1.27,1.15,1.14,1.06,1.07,1.09,1.07,0.99,0.94,0.96,1.0,0.91,1.01,0.88,0.84,0.89,0.74,0.83,0.78,0.76,0.7,0.74,0.7,0.69,0.63,0.62,0.59,0.54,0.56,0.48,0.5,0.54,0.47,0.43,0.44,0.44,0.44,0.4,0.4,0.43,0.41,0.39,0.36,0.32,0.31,0.28,0.27,0.24,0.0,0.0,0.0,0.0,0.24,0.09,0.01,0.0,99.97
11/30/2021,4.97,4.5,4.34,4.4,4.11,3.44,3.56,3.84,3.23,2.88,2.27,1.83,2.01,2.0,2.02,1.91,1.96,1.84,1.59,1.64,1.39,1.5,1.54,1.58,1.52,1.22,1.09,1.11,1.19,1.16,1.13,0.97,0.97,1.05,1.0,0.93,1.1,1.03,1.0,0.87,0.93,0.86,0.84,0.91,0.86,0.76,0.86,0.76,0.68,0.0,0.58,0.69,0.53,0.58,0.47,0.53,0.52,0.55,0.46,0.48,0.42,0.45,0.4,0.39,0.41,0.54,0.38,0.41,0.38,0.28,0.23,0.26,0.27,0.0,0.0,0.0,0.0,0.25,0.32,0.07,-0.01,99.99
