,SM,AMC,DDS,CHS,ANF,EXPR,OII,SC,COMM,MD,CLF,EVRI,OMI,TEN,AMCX,CNXC,DBI,CZR,SBH,GCO,BGFV,CNDT,LPX,DECK,REZI,IT,SLM,FHN,BLDR,SBNY,CIM,DLX,VMI,CAL,IGT,SNV,CDEV,AXL,OUT,PBI,KTB,TEX,MIDD,BF.B,TSE,FRT,XEC,TGNA,TKR,COTY,CEIX,BKD,GVA,CYH,PKI,SHOO,ACC,PDCE,GIII,HMHC,SHO,GPRE,BLMN,HE,MTG,NXST,POOL,TRN,IHRT,ARCH,ELAN,TRU,AVNT,PLCE,FSLR,RDN,JACK,EAT,CR,CAKE,EXP,GHC,UHAL,OSTK,UMPQ,CBT,AEL,GLPI,BCC,SUI,CLH,SEM,WST,CFX,FDP,UVV,ENS,H,ACHC,EPC,TFX,BECN,GBX,TXRH,GNRC,CIEN,MDP,SBAC,CRUS,CPE,COHR,BKU,CNX,RRC,MLHR,HUBG,VSH,CRS,FOSL,RUSHA,WTM,SKT,FHI,MOG.A,HRC,ATI,THS,VMW,CLR,SAR.AX,JCOM,SYNA,AL,BHE,MKSI,WWD,KFY,ALE,PRA,NFG,ELS,CRL,AIT,JW.A,HCC,SITC,HIW,LW,BKH,SRCL,TPX,KRC,SBGI,EQT,ARCB,XHR,CFR,WLK,IDA,SR,RNR,SCHN,VICI,RPAI,FNB,SIRI,CREE,MLI,MTH,TBI,DNOW,SGMS,HIBB,BYD,NATI,WWW,CUBE,EPR,DY,ATGE,HGV,UNIT,CPS,FCN,GEO,TTWO,WBS,ASGN,WRI,AVA,HWC,CVA,PENN,ALK,GRA,KBH,SLGN,WTRG,HELE,RYN,LSI,EPAM,YNDX,NJR,NTCT,MYGN,FHB,VRS,HRI,TTEK,NNN,NWE,WERN,RHP,031330.KQ,SPB,OGS,FTNT,AMKR,SAH,RXN,VNE,AMN,IDXX,GCI,BDC,SCSC,FDS,CACC,BIO,ANDE,PPC,806.HK,688180.SS,CTLT,KLIC,n/a,ETRN,CHDN,WH,ISBC,PLXS,LYV,FCFS,MPW,ASB,HTA,PINC,PEB,ANET,SF,MLKN,KRG,CNXCV,AVNT.UN,WOLF,WIRE,FII,TRTN,KTB W US,BLD,SAIA,CHE,ESSUTI,MOG/A,ENTG,OZRK,SUM
07/09/2021,0.93,0.68,0.6,0.57,0.48,0.44,0.4,0.34,0.34,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.58
07/12/2021,0.87,0.61,0.6,0.55,0.46,0.38,0.38,0.35,0.35,0.33,0.31,0.32,0.31,0.29,0.28,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.27,0.27,0.27,0.25,0.25,0.26,0.25,0.25,0.23,0.25,0.23,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.0,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.260000000000005
07/13/2021,0.87,0.61,0.6,0.55,0.46,0.38,0.38,0.35,0.35,0.33,0.31,0.32,0.31,0.29,0.28,0.29,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.27,0.27,0.27,0.25,0.25,0.26,0.25,0.25,0.23,0.25,0.23,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.17,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.19,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.17,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.0,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.260000000000005
07/14/2021,0.88,0.61,0.6,0.61,0.47,0.42,0.38,0.35,0.35,0.33,0.33,0.31,0.34,0.3,0.28,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.25,0.25,0.26,0.26,0.25,0.23,0.25,0.24,0.25,0.24,0.24,0.22,0.24,0.26,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.21,0.19,0.22,0.19,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.17,0.0,0.16,0.16,0.17,0.16,0.15,0.0,0.16,0.16,0.0,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.51
07/15/2021,0.86,0.56,0.61,0.6,0.47,0.38,0.38,0.35,0.34,0.33,0.33,0.31,0.33,0.3,0.29,0.28,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.26,0.27,0.25,0.23,0.25,0.24,0.24,0.24,0.24,0.22,0.25,0.26,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.24,0.23,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.22,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.0,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.17,0.15,0.16,0.16,0.17,0.16,0.15,0.0,0.16,0.16,0.0,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.52
07/16/2021,0.86,0.53,0.62,0.57,0.47,0.37,0.38,0.35,0.35,0.32,0.34,0.31,0.33,0.29,0.27,0.29,0.28,0.27,0.27,0.28,0.26,0.27,0.26,0.27,0.26,0.27,0.26,0.25,0.26,0.27,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.21,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.23,0.23,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.22,0.19,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.0,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.15,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.17,0.16,0.15,0.16,0.17,0.0,0.16,0.16,0.16,0.0,0.17,0.16,0.16,0.16,0.17,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.15,0.0,0.16,0.15,0.0,0.17,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.48
07/19/2021,0.78,0.49,0.6,0.55,0.44,0.35,0.34,0.36,0.34,0.31,0.32,0.29,0.33,0.29,0.26,0.29,0.27,0.27,0.27,0.26,0.24,0.27,0.25,0.27,0.25,0.27,0.26,0.26,0.26,0.26,0.25,0.24,0.25,0.23,0.23,0.25,0.21,0.21,0.24,0.25,0.23,0.23,0.25,0.23,0.22,0.23,0.21,0.22,0.22,0.22,0.24,0.23,0.21,0.21,0.22,0.21,0.23,0.2,0.2,0.22,0.21,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.19,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.18,0.21,0.2,0.18,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.15,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.0,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.0,0.16,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.16,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.0,0.16,0.16,0.16,0.0,0.17,0.17,0.16,0.16,0.18,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.15,0.0,0.16,0.0,0.15,0.18,0.0,0.15,0.16,0.16,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11
07/20/2021,0.74,0.49,0.59,0.53,0.44,0.34,0.34,0.36,0.34,0.32,0.3,0.28,0.34,0.26,0.26,0.29,0.26,0.26,0.27,0.26,0.24,0.27,0.25,0.27,0.25,0.28,0.26,0.25,0.26,0.26,0.25,0.24,0.25,0.22,0.22,0.25,0.2,0.21,0.23,0.25,0.23,0.23,0.25,0.23,0.21,0.24,0.21,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.23,0.21,0.24,0.19,0.2,0.21,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.21,0.17,0.22,0.2,0.18,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.21,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.0,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.0,0.16,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.0,0.16,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.16,0.18,0.0,0.16,0.0,0.16,0.0,0.17,0.17,0.17,0.16,0.19,0.0,0.0,0.16,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.19,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09
07/21/2021,0.74,0.49,0.59,0.53,0.44,0.34,0.34,0.36,0.34,0.32,0.3,0.28,0.34,0.26,0.26,0.29,0.26,0.26,0.27,0.26,0.24,0.27,0.25,0.27,0.25,0.28,0.26,0.25,0.26,0.26,0.25,0.24,0.25,0.22,0.22,0.25,0.2,0.21,0.23,0.25,0.23,0.23,0.25,0.23,0.21,0.24,0.21,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.23,0.21,0.24,0.19,0.2,0.21,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.21,0.17,0.22,0.2,0.18,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.21,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.0,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.0,0.16,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.0,0.16,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.16,0.18,0.0,0.16,0.0,0.16,0.0,0.17,0.17,0.17,0.16,0.19,0.0,0.0,0.16,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.19,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09
07/22/2021,0.74,0.49,0.59,0.53,0.44,0.34,0.34,0.36,0.34,0.32,0.3,0.28,0.34,0.26,0.26,0.29,0.26,0.26,0.27,0.26,0.24,0.27,0.25,0.27,0.25,0.28,0.26,0.25,0.26,0.26,0.25,0.24,0.25,0.22,0.22,0.25,0.2,0.21,0.23,0.25,0.23,0.23,0.25,0.23,0.21,0.24,0.21,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.23,0.21,0.24,0.19,0.2,0.21,0.2,0.21,0.21,0.22,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.22,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.21,0.17,0.22,0.2,0.18,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.21,0.19,0.2,0.2,0.19,0.0,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.16,0.0,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.18,0.19,0.19,0.17,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.0,0.16,0.17,0.17,0.17,0.16,0.19,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.17,0.0,0.16,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.16,0.18,0.0,0.16,0.0,0.16,0.0,0.17,0.17,0.17,0.16,0.19,0.0,0.0,0.16,0.0,0.16,0.17,0.0,0.17,0.17,0.16,0.16,0.0,0.16,0.0,0.0,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.19,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.09
