,ROG.SW,NESN.SW,ASML.AS,NOVN.SW,NOVOB.CO,ULVR.L,SAN.PA,GSK.L,SAP.DE,OR.PA,6861.T,CSL.AX,RMS.PA,GIVN.SW,WES.AX,DGE.L,RIO.L,HSBA.L,7203.T,COLO B.CO,SCMN.SW,RKT.L,9433.T,388.HK,DTE.DE,8306.T,7974.T,9432.T,KRZ.IR,KNEBV.HE,6501.T,CBA.AX,KNIN.SW,PGHN.SW,8411.T,7741.T,8035.T,Royal Dutch Shell Plc Class A,6098.T,11.HK,4063.T,NG.L,2.HK,DPW.DE,BP.L,KER.PA,CRDA.L,3.HK,9434.T,GMAB.CO,6.HK,4519.T,WOW.AX,PRU.L,LOGN.SW,GEBN.SW,9143.T,EMSN.SW,6178.T,ADYEN.AS,Z74.SI,O39.SI,GBLB.BR,AZN.L,4661.T,DAI.DE,6981.T,66.HK,AI.PA,8316.T,AD.AS,7751.T,2914.T,LISP.SW,BNP.PA,REL.L,WKL.AS,ALV.DE,D05.SI,TTE.PA,RIO.AX,4452.T,VWS.CO,9735.T,ELISA.HE,ATCO A.ST,8001.T,7267.T,9020.T,4503.T,6702.T,SOON.SW,Royal Dutch Shell Plc Class B,6758.T,DB1.DE,BEI.DE,VOW3.DE,FERG.L,ADM.L,SAN.MC,QIAGEN NV,3283.T,CARL B.CO,BATS.L,LSEG.L,NZYM B.CO,PHIA.AS,Stellantis N.V.,6869.T,SHL.AX,823.HK,3382.T,ORA.PA,IBE.MC,7309.T,AHT.L,EXPN.L,EL.PA,6823.HK,S68.SI,J36.SI,Schindler Holding AG,BA.L,U11.SI,INGA.AS,MRW.L,LUMI.TA,ASSA B.ST,BBVA.MC,SHL.DE,FMG.AX,Atlas Copco AB Class B,2413.T,MRK.DE,HEXA B.ST,4901.T,ZURN.SW,8058.T,2587.T,9021.T,BARC.L,CHKP,RACE.MI,IMB.L,UBSG.SW,9843.T,WBC.AX,SPSN.SW,RI.PA,6701.T,ENEL.MI,CS.PA,ORSTED.CO,9041.T,BN.PA,4523.T,ANZ.AX,5108.T,ISP.MI,LLOY.L,DIA.MI,COLR.BR,GLEN.L,669.HK,6806.T,SCHP.SW,4684.T,NCM.AX,VOD.L,BAS.DE,SIE.DE,TRYG.CO,1925.T,STLA.MI,SRG.MI,7182.T,EVO.ST,NAB.AX,1299.HK,FPH.NZ,7832.T,BNZL.L,UCG.MI,4507.T,POLI.TA,SAND.ST,Roche Holding AG,CHR.CO,8984.T,3141.T,UCB.BR,HEN3.DE,S63.SI,1038.HK,9022.T,SPK.NZ,9202.T,2269.T,PROX.BR,BHP.AX,KBX.DE,9984.T,BMW.DE,TELIA.ST,6857.T,MC.PA,9831.T,SUM
07/09/2021,2.61,2.49,1.93,1.89,1.82,1.45,1.18,1.01,0.97,0.9,0.87,0.84,0.81,0.79,0.77,0.75,0.74,0.67,0.67,0.67,0.63,0.6,0.6,0.59,0.53,0.51,0.51,0.5,0.49,0.47,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.41,0.41,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.74
07/12/2021,2.65,2.54,1.9,1.91,1.86,1.45,1.17,1.0,1.0,0.9,0.9,0.84,0.81,0.81,0.78,0.74,0.74,0.66,0.67,0.69,0.64,0.6,0.61,0.62,0.54,0.5,0.47,0.5,0.49,0.48,0.47,0.46,0.45,0.45,0.44,0.44,0.42,0.43,0.43,0.41,0.41,0.41,0.41,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.38,0.35,0.37,0.37,0.36,0.37,0.35,0.34,0.2,0.32,0.33,0.32,0.32,0.31,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.3,0.3,0.31,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.27,0.28,0.27,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,72.77
07/13/2021,2.65,2.54,1.9,1.91,1.86,1.45,1.17,1.0,1.0,0.9,0.9,0.84,0.81,0.81,0.78,0.74,0.74,0.66,0.67,0.69,0.64,0.6,0.61,0.62,0.54,0.5,0.47,0.5,0.49,0.48,0.47,0.46,0.45,0.45,0.44,0.44,0.42,0.43,0.43,0.41,0.41,0.41,0.41,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.38,0.35,0.37,0.37,0.36,0.37,0.35,0.34,0.2,0.32,0.33,0.32,0.32,0.31,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.3,0.3,0.31,0.3,0.29,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.27,0.28,0.27,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,72.77
07/16/2021,2.62,2.51,1.98,1.9,1.84,1.45,1.19,1.0,1.01,0.91,0.91,0.83,0.83,0.81,0.76,0.75,0.76,0.66,0.67,0.69,0.64,0.59,0.61,0.63,0.54,0.5,0.46,0.52,0.49,0.48,0.48,0.45,0.45,0.45,0.46,0.43,0.41,0.43,0.43,0.41,0.41,0.41,0.4,0.39,0.38,0.39,0.39,0.38,0.38,0.39,0.37,0.37,0.37,0.36,0.35,0.37,0.36,0.37,0.35,0.35,0.2,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.32,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.3,0.27,0.27,0.28,0.28,0.27,0.27,0.28,0.27,0.27,0.28,0.27,0.27,0.26,0.24,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.26,0.24,0.24,0.24,0.24,0.23,0.25,0.25,0.24,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.21,0.21,0.21,0.23,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.0,0.15,0.16,0.16,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,72.83999999999999
07/19/2021,2.63,2.5,1.99,1.89,1.87,1.45,1.18,0.99,1.01,0.91,0.91,0.82,0.84,0.81,0.77,0.76,0.77,0.66,0.67,0.69,0.64,0.59,0.62,0.64,0.54,0.5,0.46,0.52,0.49,0.48,0.46,0.45,0.46,0.45,0.46,0.43,0.42,0.42,0.43,0.41,0.4,0.41,0.41,0.39,0.37,0.39,0.39,0.39,0.38,0.39,0.38,0.36,0.38,0.36,0.35,0.37,0.36,0.37,0.35,0.36,0.2,0.33,0.33,0.31,0.31,0.32,0.32,0.33,0.32,0.3,0.31,0.32,0.32,0.31,0.3,0.31,0.32,0.3,0.29,0.29,0.31,0.29,0.27,0.29,0.3,0.29,0.31,0.27,0.27,0.28,0.28,0.27,0.27,0.28,0.26,0.26,0.28,0.27,0.28,0.26,0.25,0.26,0.26,0.26,0.25,0.26,0.25,0.24,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.25,0.25,0.24,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.23,0.22,0.2,0.22,0.22,0.2,0.21,0.23,0.2,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.0,0.15,0.0,0.0,0.0,72.91
08/03/2021,2.58,2.47,2.12,1.88,1.93,1.38,1.16,0.98,0.97,0.93,0.91,0.85,0.85,0.82,0.79,0.76,0.79,0.65,0.67,0.73,0.65,0.51,0.59,0.62,0.52,0.49,0.42,0.51,0.52,0.48,0.45,0.45,0.43,0.49,0.45,0.44,0.39,0.43,0.44,0.39,0.4,0.42,0.41,0.39,0.37,0.4,0.42,0.38,0.37,0.39,0.38,0.36,0.37,0.36,0.31,0.39,0.36,0.39,0.35,0.38,0.2,0.33,0.34,0.31,0.3,0.33,0.32,0.33,0.31,0.3,0.32,0.31,0.31,0.33,0.3,0.32,0.33,0.3,0.29,0.29,0.31,0.29,0.27,0.28,0.3,0.31,0.3,0.27,0.25,0.28,0.28,0.28,0.28,0.28,0.26,0.26,0.27,0.26,0.28,0.26,0.27,0.27,0.26,0.25,0.24,0.26,0.24,0.25,0.26,0.27,0.24,0.23,0.23,0.24,0.23,0.24,0.26,0.23,0.22,0.24,0.21,0.24,0.24,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.18,0.22,0.23,0.2,0.21,0.22,0.19,0.18,0.21,0.22,0.2,0.2,0.21,0.21,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.19,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.19,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.16,0.17,0.15,0.18,0.16,0.16,0.15,0.16,0.16,0.0,0.15,0.16,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.15,0.15,0.15,72.88
08/04/2021,2.61,2.51,2.11,1.9,1.96,1.4,1.17,0.99,0.97,0.93,0.96,0.85,0.85,0.84,0.79,0.77,0.76,0.64,0.67,0.73,0.65,0.51,0.58,0.61,0.52,0.49,0.42,0.51,0.5,0.48,0.44,0.45,0.44,0.49,0.45,0.44,0.41,0.43,0.43,0.39,0.4,0.42,0.41,0.38,0.36,0.4,0.43,0.39,0.37,0.4,0.38,0.35,0.37,0.36,0.31,0.39,0.36,0.4,0.35,0.37,0.2,0.33,0.34,0.31,0.3,0.33,0.32,0.33,0.31,0.3,0.32,0.31,0.31,0.33,0.3,0.32,0.34,0.3,0.29,0.29,0.31,0.28,0.27,0.28,0.3,0.31,0.3,0.27,0.24,0.25,0.26,0.28,0.28,0.28,0.26,0.26,0.27,0.26,0.29,0.26,0.28,0.27,0.26,0.25,0.24,0.26,0.25,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.24,0.26,0.24,0.23,0.24,0.21,0.24,0.25,0.22,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.23,0.19,0.22,0.23,0.2,0.21,0.22,0.18,0.18,0.21,0.22,0.21,0.19,0.21,0.21,0.18,0.2,0.19,0.18,0.18,0.19,0.19,0.17,0.19,0.16,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.17,0.19,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.18,0.17,0.16,0.16,0.16,0.19,0.15,0.15,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.15,73.06
08/05/2021,2.6,2.49,2.14,1.88,1.95,1.37,1.16,0.99,0.96,0.94,0.98,0.86,0.86,0.83,0.79,0.77,0.77,0.63,0.68,0.73,0.65,0.51,0.58,0.63,0.51,0.49,0.43,0.51,0.5,0.48,0.44,0.45,0.44,0.49,0.46,0.46,0.42,0.43,0.43,0.39,0.41,0.42,0.4,0.38,0.36,0.41,0.43,0.39,0.37,0.4,0.38,0.35,0.37,0.35,0.31,0.39,0.37,0.4,0.36,0.37,0.2,0.33,0.33,0.31,0.29,0.33,0.32,0.33,0.31,0.3,0.32,0.32,0.32,0.33,0.3,0.32,0.33,0.27,0.29,0.28,0.3,0.29,0.27,0.29,0.3,0.31,0.31,0.27,0.24,0.26,0.26,0.28,0.27,0.28,0.26,0.26,0.27,0.26,0.28,0.25,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.25,0.26,0.27,0.24,0.23,0.24,0.23,0.25,0.23,0.26,0.25,0.23,0.24,0.21,0.24,0.25,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.21,0.23,0.18,0.22,0.23,0.2,0.21,0.23,0.19,0.17,0.21,0.21,0.2,0.19,0.21,0.21,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.17,0.19,0.16,0.18,0.18,0.18,0.18,0.2,0.18,0.19,0.19,0.17,0.19,0.16,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.16,0.19,0.15,0.15,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.0,0.0,0.0,0.15,0.15,0.0,73.06
08/06/2021,2.61,2.47,2.13,1.87,1.95,1.38,1.15,0.99,0.97,0.94,0.99,0.86,0.87,0.83,0.79,0.77,0.78,0.63,0.68,0.74,0.65,0.51,0.58,0.63,0.52,0.49,0.42,0.51,0.5,0.48,0.43,0.45,0.44,0.49,0.45,0.47,0.43,0.43,0.42,0.39,0.41,0.42,0.4,0.38,0.38,0.41,0.43,0.39,0.37,0.41,0.38,0.35,0.37,0.36,0.31,0.38,0.36,0.4,0.35,0.37,0.2,0.32,0.34,0.31,0.3,0.33,0.32,0.33,0.31,0.3,0.32,0.32,0.32,0.34,0.3,0.32,0.33,0.27,0.29,0.29,0.3,0.29,0.27,0.29,0.3,0.31,0.31,0.27,0.24,0.26,0.26,0.28,0.28,0.28,0.25,0.26,0.27,0.26,0.29,0.25,0.27,0.27,0.25,0.25,0.24,0.26,0.24,0.26,0.27,0.27,0.23,0.23,0.24,0.24,0.25,0.23,0.26,0.25,0.22,0.24,0.2,0.24,0.24,0.21,0.22,0.23,0.22,0.22,0.22,0.23,0.21,0.23,0.18,0.22,0.23,0.2,0.21,0.23,0.19,0.17,0.21,0.22,0.2,0.2,0.21,0.21,0.18,0.2,0.19,0.19,0.18,0.2,0.19,0.17,0.19,0.16,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.18,0.16,0.18,0.16,0.16,0.16,0.16,0.19,0.15,0.15,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.15,0.0,73.11
