,MMYT,RELIANCE.NS,IRCTC.NS,NAUKRI.NS,TANLA.NS,NYKAA.NS,POLICYBZR.NS,PAYTM.NS,INDIAMART.NS,TRUE B.ST,HAPPSTMNDS.NS,BCG.NS,ZOMATO.NS,AFFLE.NS,ANGELONE.NS,INTELLECT.NS,TEAMLEASE.NS,ISEC.NS,ROUTE.NS,MOTILALOFS.NS,NAZARA.NS,n/a,SUM
06/02/2022,11.29,9.62,7.51,6.82,6.35,5.77,4.93,4.86,4.48,4.41,4.07,3.98,3.82,3.81,3.38,3.29,3.09,2.5,2.23,2.09,1.48,0.22,100.00000000000001
