,HYLS,CIM,KREF,NLY,AGNC,USAC,IEP,ILPT,DMLP,SHLX,GLPI,KNOP,ET,GTY,HMLP,MPW,HIG V7.875 04/15/42,MPLX,SRLP,NNN,JPM 6 PERP EE,AGNC V7 PERP C,PSXP,SUN,JPM 5.75 PERP DD,HIW,VER 6.7 PERP F,CAPL,CTL 6.75 06/15/57,C V0 10/30/40,CTL 6.5 09/01/56,HEP,APO 6.375 PERP A,VICI,MS V7.125 PERP E,MS V6.875 PERP F,USB V6.5 PERP F,C V6.875 PERP K,HBAN 6.25 PERP D,MNR 6.125 PERP C,BAC V6.45 12/15/66 K*,JPM 4.75 PERP GG,MMP,PNC V6.125 PERP P,MO,HR,SCHW 5.95 PERP D,NS,PAA,PPL 5.9 04/30/73 B,PAGP,EPD,BAC 6 PERP GG,CUBE,GLP,WFC 5.5 PERP X,WFC 5.625 PERP Y,BAC 5.875 PERP HH,"RenaissanceRe Holdings Ltd., Series E, 5.375%",LSI,PBFX,PSA,UVV,EVA,CQP,EXR,US Dollar,BSM,ABBV,PSB,ARE,EIX,GILD,IBM,PCH,VZ,MCY,PFE,SAFT,ELS,TGP,FR,ED,DUK,EGP,SO,BX,AMT,K,NFG,MRK,KHC,AGR,NWE,SR,TRNO,WU,FLO,KMB,AVA,AEP,CAH,EVRG,MSM,NI,SWX,BKH,GIS,OTTR,HE,POR,PEG,CNA,WABC,MMM,PEP,CSCO,LNT,AMGN,CPB,OGS,CAG,INGR,SJM,DTE,VNOM,AMH,DTM WI,n/a,PMT,ALX,NHI,CHSINC 7.875 PERP 1,CHSINC 8 PERP,AGNC V6.5 PERP E,IRM,CEQP,DKL,WFC V6.625 PERP R,NEE 5.25 06/01/76 K,FCPT,ENBL,KRC,PNW,ETR,EXC,IP,SRE,ALE,ORI,AXS,CFFN,FNF,HMN,HIG V7.875 04.15.42,CTL 6.5 09.01.56,CTL 6.75 06.15.57,C V0 10.30.40,BAC V6.45 12.15.66 K*,NEE 5.25 06.01.76 K,OHI,NYMT,BXMT,T,CHSCP,C V7.125 PERP J,KRP,OFC,OGE,FE,LAMR,BMY,UGI,LMT,AAM PR A,TWO,RC,ARI,CMS 5.875 10.15.78,EFC,NRZ,BRMK,MFA,ABR,RTLR,RWT,T 5.625 08.01.67,UNIT,CTRE,DCP,NWBI,NYCB,WES,DOW,HRB,XOM,CVX,PRU,PM,WBA,PFS,OMC,PFG,CVBF,HAS,PNC V0 PERP P,WCC V10.625 PERP A,RITM,DBRG 7.125 PERP J,DBRG 7.125 PERP H,DBRG 7.15 PERP I,TWO V7.625 PERP B,CIM V8 PERP B,NSUS V0 01.15.43,LYB,APO 6.375 PERP B,NI V6.5 PERP B,AGNC V6.125 PERP F,RGA V6.2 09.15.42,AXS 5.5 PERP E,SLG,LAZ,STOR,ADC,SPG,EPRT,LEG,PDM,FIBK,UBSI,FFBC,FHB,NRG,FULT,FHI,WSBC,RGR,FNB,C,ENR,BOH,ONB,HOPE,ASB,TFC,USB,DCOM,KEY,VFC,SUM
10/01/2021,20.09,1.38,1.36,1.64,1.48,1.34,1.15,0.74,0.85,1.19,0.83,1.08,0.72,0.75,0.0,0.86,1.01,0.91,0.85,0.65,0.72,0.9,0.87,0.8,0.71,0.0,0.0,1.0,0.86,0.82,0.88,0.61,0.8,0.65,0.84,0.83,0.85,0.8,0.0,0.82,0.78,0.6,0.77,0.79,0.75,0.62,0.79,0.86,0.72,0.0,0.0,0.71,0.75,0.41,0.74,0.0,0.73,0.73,0.0,0.38,0.85,0.39,0.62,0.53,0.57,0.33,0.0,0.65,0.42,0.45,0.33,0.52,0.43,0.5,0.53,0.48,0.43,0.37,0.0,0.0,0.55,0.29,0.44,0.37,0.0,0.42,0.0,0.0,0.4,0.4,0.35,0.46,0.33,0.39,0.36,0.0,0.42,0.37,0.35,0.0,0.33,0.35,0.32,0.35,0.37,0.34,0.32,0.39,0.33,0.32,0.34,0.33,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.29,0.34,0.0,0.0,0.37,0.0,0.0,0.0,0.15,1.54,1.05,0.94,0.91,0.9,0.85,0.86,0.84,0.84,0.78,0.7,0.69,0.75,0.5,0.41,0.36,0.35,0.37,0.34,0.34,0.34,0.32,0.34,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/04/2021,20.13,1.34,1.32,1.57,1.45,1.38,1.14,0.74,0.86,1.18,0.83,1.09,0.73,0.75,0.0,0.85,0.99,0.9,0.87,0.64,0.73,0.91,0.88,0.81,0.72,0.0,0.0,0.99,0.86,0.81,0.88,0.61,0.81,0.64,0.83,0.82,0.84,0.81,0.0,0.82,0.78,0.6,0.75,0.79,0.71,0.62,0.79,0.86,0.72,0.0,0.0,0.71,0.76,0.41,0.74,0.0,0.74,0.73,0.0,0.38,0.84,0.39,0.62,0.53,0.56,0.32,0.0,0.67,0.43,0.45,0.33,0.51,0.43,0.5,0.51,0.48,0.42,0.37,0.0,0.0,0.56,0.29,0.44,0.38,0.0,0.42,0.0,0.0,0.4,0.39,0.36,0.47,0.33,0.39,0.36,0.0,0.41,0.37,0.34,0.0,0.33,0.34,0.32,0.35,0.38,0.34,0.32,0.39,0.33,0.32,0.34,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.29,0.35,0.0,0.0,0.37,0.0,0.0,0.0,0.39,1.54,1.04,0.91,0.93,0.92,0.85,0.85,0.85,0.83,0.79,0.69,0.68,0.76,0.48,0.41,0.36,0.35,0.36,0.34,0.34,0.34,0.32,0.33,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
10/29/2021,19.41,1.37,1.38,1.57,1.47,1.31,1.26,0.8,0.89,1.22,0.86,1.1,0.73,0.79,0.0,0.85,0.0,0.95,0.83,0.68,0.71,0.85,0.93,0.87,0.71,0.0,0.0,1.09,0.0,0.0,0.0,0.61,0.79,0.66,0.81,0.8,0.81,0.8,0.0,0.8,0.0,0.59,0.79,0.76,0.73,0.67,0.78,0.86,0.72,0.0,0.0,0.77,0.74,0.44,0.82,0.0,0.71,0.71,0.0,0.42,0.9,0.41,0.6,0.63,0.58,0.35,0.0,0.66,0.42,0.49,0.35,0.54,0.4,0.45,0.52,0.46,0.42,0.36,0.0,0.0,0.59,0.32,0.45,0.39,0.0,0.41,0.0,0.0,0.37,0.42,0.38,0.45,0.34,0.37,0.38,0.0,0.38,0.38,0.33,0.0,0.33,0.32,0.32,0.35,0.38,0.34,0.33,0.4,0.36,0.31,0.34,0.35,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.31,0.33,0.0,0.0,0.37,0.0,0.0,0.0,0.26,1.53,1.11,0.93,0.88,0.88,0.82,0.88,0.84,0.88,0.76,0.0,0.73,0.76,0.49,0.37,0.37,0.37,0.35,0.35,0.35,0.35,0.36,0.33,0.34,0.32,0.96,0.86,0.82,0.79,0.73,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
11/01/2021,19.46,1.36,1.34,1.55,1.41,1.32,1.29,0.81,0.89,1.2,0.87,1.04,0.72,0.81,0.0,0.89,0.0,0.94,0.85,0.67,0.72,0.85,0.9,0.86,0.71,0.0,0.0,1.09,0.0,0.0,0.0,0.62,0.79,0.66,0.81,0.8,0.82,0.8,0.0,0.8,0.0,0.59,0.79,0.76,0.68,0.68,0.78,0.87,0.7,0.0,0.0,0.74,0.74,0.45,0.8,0.0,0.71,0.72,0.0,0.43,0.89,0.42,0.59,0.64,0.59,0.36,0.0,0.68,0.42,0.5,0.35,0.56,0.4,0.44,0.51,0.46,0.42,0.36,0.0,0.0,0.59,0.32,0.45,0.38,0.0,0.41,0.0,0.0,0.38,0.42,0.4,0.45,0.35,0.38,0.37,0.0,0.36,0.38,0.33,0.0,0.33,0.32,0.32,0.36,0.37,0.34,0.33,0.4,0.36,0.31,0.34,0.34,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.3,0.33,0.0,0.0,0.37,0.0,0.0,0.0,0.34,1.53,1.1,0.93,0.89,0.88,0.83,0.88,0.86,0.9,0.76,0.0,0.72,0.75,0.48,0.37,0.36,0.37,0.33,0.34,0.34,0.37,0.37,0.33,0.33,0.31,0.96,0.86,0.83,0.78,0.73,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
01/03/2022,19.45,1.05,1.1,1.38,1.23,1.39,1.2,0.73,0.95,1.21,0.79,0.86,0.55,0.0,0.0,0.8,0.0,0.81,0.0,0.7,0.69,0.89,0.88,0.77,0.67,0.62,0.0,0.8,0.0,0.0,0.0,0.83,0.79,0.7,0.8,0.78,0.8,0.78,0.0,0.77,0.0,0.59,0.74,0.76,0.84,0.0,0.74,1.01,0.63,0.0,0.59,0.72,0.72,0.36,0.86,0.0,0.69,0.68,0.0,0.37,0.77,0.38,0.74,0.42,0.53,0.0,0.0,0.46,0.51,0.34,0.0,0.42,0.44,0.57,0.52,0.47,0.46,0.37,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.45,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.43,0.43,0.0,0.55,0.34,0.36,0.33,0.37,0.0,0.35,0.36,0.38,0.0,0.36,0.34,0.0,0.35,0.35,0.32,0.34,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.39,0.48,0.0,0.0,0.38,0.32,0.0,0.0,0.66,1.28,0.0,1.13,0.88,0.0,0.8,0.86,0.82,0.65,0.76,0.0,0.66,0.0,0.43,0.53,0.4,0.0,0.31,0.36,0.0,0.33,0.34,0.0,0.0,0.31,0.94,0.81,0.81,0.79,0.78,0.0,1.33,1.25,1.06,0.85,0.84,0.8,0.76,0.61,0.51,0.43,0.41,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/03/2022,19.45,1.05,1.1,1.38,1.23,1.39,1.2,0.73,0.95,1.21,0.79,0.86,0.55,0.0,0.0,0.8,0.0,0.81,0.0,0.7,0.69,0.89,0.88,0.77,0.67,0.62,0.0,0.8,0.0,0.0,0.0,0.83,0.79,0.7,0.8,0.78,0.8,0.78,0.0,0.77,0.0,0.59,0.74,0.76,0.84,0.0,0.74,1.01,0.63,0.0,0.59,0.72,0.72,0.36,0.86,0.0,0.69,0.68,0.0,0.37,0.77,0.38,0.74,0.42,0.53,0.0,0.0,0.46,0.51,0.34,0.0,0.42,0.44,0.57,0.52,0.47,0.46,0.37,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.45,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.43,0.43,0.0,0.55,0.34,0.36,0.33,0.37,0.0,0.35,0.36,0.38,0.0,0.36,0.34,0.0,0.35,0.35,0.32,0.34,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.39,0.48,0.0,0.0,0.38,0.32,0.0,0.0,0.66,1.28,0.0,1.13,0.88,0.0,0.8,0.86,0.82,0.65,0.76,0.0,0.66,0.0,0.43,0.53,0.4,0.0,0.31,0.36,0.0,0.33,0.34,0.0,0.0,0.31,0.94,0.81,0.81,0.79,0.78,0.0,1.33,1.25,1.06,0.85,0.84,0.8,0.76,0.61,0.51,0.43,0.41,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/04/2022,19.45,1.05,1.1,1.38,1.23,1.39,1.2,0.73,0.95,1.21,0.79,0.86,0.55,0.0,0.0,0.8,0.0,0.81,0.0,0.7,0.69,0.89,0.88,0.77,0.67,0.62,0.0,0.8,0.0,0.0,0.0,0.83,0.79,0.7,0.8,0.78,0.8,0.78,0.0,0.77,0.0,0.59,0.74,0.76,0.84,0.0,0.74,1.01,0.63,0.0,0.59,0.72,0.72,0.36,0.86,0.0,0.69,0.68,0.0,0.37,0.77,0.38,0.74,0.42,0.53,0.0,0.0,0.46,0.51,0.34,0.0,0.42,0.44,0.57,0.52,0.47,0.46,0.37,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.45,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.43,0.43,0.0,0.55,0.34,0.36,0.33,0.37,0.0,0.35,0.36,0.38,0.0,0.36,0.34,0.0,0.35,0.35,0.32,0.34,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.39,0.48,0.0,0.0,0.38,0.32,0.0,0.0,0.66,1.28,0.0,1.13,0.88,0.0,0.8,0.86,0.82,0.65,0.76,0.0,0.66,0.0,0.43,0.53,0.4,0.0,0.31,0.36,0.0,0.33,0.34,0.0,0.0,0.31,0.94,0.81,0.81,0.79,0.78,0.0,1.33,1.25,1.06,0.85,0.84,0.8,0.76,0.61,0.51,0.43,0.41,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/05/2022,19.45,1.05,1.1,1.38,1.23,1.39,1.2,0.73,0.95,1.21,0.79,0.86,0.55,0.0,0.0,0.8,0.0,0.81,0.0,0.7,0.69,0.89,0.88,0.77,0.67,0.62,0.0,0.8,0.0,0.0,0.0,0.83,0.79,0.7,0.8,0.78,0.8,0.78,0.0,0.77,0.0,0.59,0.74,0.76,0.84,0.0,0.74,1.01,0.63,0.0,0.59,0.72,0.72,0.36,0.86,0.0,0.69,0.68,0.0,0.37,0.77,0.38,0.74,0.42,0.53,0.0,0.0,0.46,0.51,0.34,0.0,0.42,0.44,0.57,0.52,0.47,0.46,0.37,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.45,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.43,0.43,0.0,0.55,0.34,0.36,0.33,0.37,0.0,0.35,0.36,0.38,0.0,0.36,0.34,0.0,0.35,0.35,0.32,0.34,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.39,0.48,0.0,0.0,0.38,0.32,0.0,0.0,0.66,1.28,0.0,1.13,0.88,0.0,0.8,0.86,0.82,0.65,0.76,0.0,0.66,0.0,0.43,0.53,0.4,0.0,0.31,0.36,0.0,0.33,0.34,0.0,0.0,0.31,0.94,0.81,0.81,0.79,0.78,0.0,1.33,1.25,1.06,0.85,0.84,0.8,0.76,0.61,0.51,0.43,0.41,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/06/2022,19.29,1.06,1.11,1.41,1.25,1.34,1.26,0.73,0.98,1.23,0.79,0.93,0.58,0.0,0.0,0.78,0.0,0.82,0.0,0.69,0.68,0.88,0.92,0.77,0.67,0.62,0.0,0.8,0.0,0.0,0.0,0.87,0.78,0.69,0.79,0.77,0.79,0.77,0.0,0.76,0.0,0.58,0.74,0.75,0.84,0.0,0.73,1.02,0.66,0.0,0.61,0.74,0.71,0.34,0.88,0.0,0.69,0.68,0.0,0.35,0.8,0.37,0.76,0.43,0.52,0.0,0.0,0.47,0.51,0.34,0.0,0.41,0.43,0.58,0.5,0.47,0.46,0.35,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.44,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.42,0.43,0.0,0.57,0.33,0.36,0.33,0.36,0.0,0.34,0.36,0.38,0.0,0.35,0.34,0.0,0.34,0.35,0.32,0.34,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.38,0.48,0.0,0.0,0.38,0.34,0.0,0.0,0.61,1.3,0.0,1.14,0.87,0.0,0.8,0.84,0.82,0.66,0.75,0.0,0.65,0.0,0.43,0.52,0.39,0.0,0.3,0.36,0.0,0.32,0.33,0.0,0.0,0.31,0.93,0.8,0.8,0.78,0.77,0.0,1.34,1.28,1.07,0.87,0.83,0.8,0.83,0.62,0.5,0.42,0.4,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
01/07/2022,19.18,1.05,1.12,1.42,1.25,1.34,1.26,0.74,1.0,1.26,0.79,0.92,0.59,0.0,0.0,0.78,0.0,0.83,0.0,0.69,0.68,0.86,0.95,0.77,0.66,0.63,0.0,0.8,0.0,0.0,0.0,0.89,0.77,0.69,0.78,0.76,0.79,0.77,0.0,0.75,0.0,0.58,0.75,0.75,0.86,0.0,0.73,1.04,0.66,0.0,0.62,0.74,0.71,0.34,0.89,0.0,0.68,0.67,0.0,0.35,0.82,0.37,0.76,0.44,0.54,0.0,0.0,0.47,0.5,0.34,0.0,0.41,0.43,0.58,0.49,0.48,0.47,0.34,0.0,0.0,0.0,0.0,0.42,0.38,0.0,0.44,0.0,0.0,0.38,0.33,0.0,0.46,0.0,0.42,0.43,0.0,0.56,0.33,0.36,0.33,0.36,0.0,0.34,0.36,0.38,0.0,0.35,0.34,0.0,0.35,0.35,0.32,0.35,0.0,0.33,0.0,0.0,0.0,0.36,0.38,0.38,0.48,0.0,0.0,0.37,0.36,0.0,0.0,0.61,1.3,0.0,1.14,0.86,0.0,0.79,0.82,0.83,0.65,0.74,0.0,0.65,0.0,0.44,0.52,0.39,0.0,0.31,0.36,0.0,0.33,0.34,0.0,0.0,0.31,0.93,0.8,0.79,0.77,0.76,0.0,1.35,1.28,1.07,0.87,0.82,0.79,0.84,0.62,0.5,0.42,0.4,0.37,0.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/04/2022,19.08,1.0,1.12,1.39,1.19,1.24,1.33,0.67,1.11,1.35,0.74,0.96,0.66,0.0,0.0,0.77,0.0,0.93,0.0,0.63,0.67,0.86,1.05,0.87,0.66,0.6,0.0,0.93,0.0,0.0,0.0,0.97,0.0,0.67,0.78,0.76,0.0,0.76,0.0,0.76,0.0,0.56,0.79,0.74,0.9,0.0,0.74,1.11,0.76,0.0,0.71,0.78,0.71,0.32,1.01,0.0,0.69,0.68,0.0,0.32,0.9,0.36,0.73,0.43,0.63,0.0,0.0,0.52,0.51,0.31,0.0,0.38,0.41,0.58,0.45,0.48,0.46,0.33,0.0,0.0,0.0,0.0,0.43,0.39,0.0,0.44,0.0,0.0,0.37,0.32,0.0,0.46,0.0,0.44,0.44,0.0,0.59,0.34,0.35,0.35,0.36,0.0,0.33,0.36,0.4,0.0,0.34,0.35,0.0,0.35,0.35,0.32,0.36,0.0,0.31,0.0,0.0,0.0,0.37,0.39,0.39,0.49,0.0,0.0,0.38,0.42,0.0,0.0,0.6,1.3,0.0,1.11,0.84,0.0,0.78,0.76,0.83,0.67,0.75,0.0,0.6,0.0,0.43,0.52,0.39,0.0,0.31,0.37,0.0,0.35,0.36,0.0,0.0,0.3,0.94,0.8,0.8,0.76,0.77,0.0,1.39,1.25,1.08,0.84,0.84,0.79,0.8,0.55,0.5,0.43,0.37,0.39,0.33,0.35,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
02/07/2022,19.07,0.95,1.12,1.35,1.16,1.29,1.31,0.67,1.16,1.35,0.73,0.96,0.69,0.0,0.0,0.75,0.0,0.92,0.0,0.63,0.67,0.86,1.05,0.87,0.65,0.59,0.0,0.86,0.0,0.0,0.0,0.94,0.0,0.66,0.77,0.76,0.0,0.75,0.0,0.77,0.0,0.56,0.8,0.75,0.9,0.0,0.74,1.11,0.8,0.0,0.73,0.79,0.71,0.33,1.01,0.0,0.69,0.68,0.0,0.33,0.91,0.37,0.7,0.41,0.64,0.0,0.0,0.54,0.53,0.31,0.0,0.38,0.39,0.59,0.46,0.49,0.46,0.34,0.0,0.0,0.0,0.0,0.44,0.4,0.0,0.45,0.0,0.0,0.37,0.32,0.0,0.46,0.0,0.44,0.43,0.0,0.58,0.35,0.35,0.35,0.37,0.0,0.34,0.37,0.42,0.0,0.34,0.35,0.0,0.36,0.35,0.33,0.36,0.0,0.31,0.0,0.0,0.0,0.36,0.39,0.39,0.5,0.0,0.0,0.38,0.41,0.0,0.0,0.66,1.26,0.0,1.07,0.85,0.0,0.77,0.76,0.83,0.66,0.74,0.0,0.59,0.0,0.43,0.54,0.4,0.0,0.31,0.37,0.0,0.35,0.35,0.0,0.0,0.32,0.94,0.81,0.8,0.76,0.77,0.0,1.28,1.24,1.07,0.85,0.84,0.79,0.81,0.55,0.51,0.44,0.37,0.39,0.32,0.35,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
