,FGTXX,FNR,FHR,GNR,FNR.1,FNR.2,GNR.1,NWIDE,FNR.3,TRYSL,HAYFN,FHR.1,FHR.2,FNR.4,FNR.5,FHR.3,FHR.4,CIFC,GNR.2,NEF,LCM,FNR.6,JPM,CGMS,BAC,NACN,CSFBNY,FHR.5,FN,CCE,AL,GNR.3,ABC,FHR.6,FN.1,SLCLT,FH,FHR.7,STANLN,UBS,FORDR,VW,NWG,SO,ABBV,FHR.8,ATH,PENSKE,MDPK 2019-37A AR,HEF,T,CCDJ,FNR.7,FORDR.1,ESA,BMO,KIND,MCCT,HSBC,CM,DAIGR,PSA,LCM.1,FNR.8,FNR.9,FNR.10,VZ,JXN,FHR.9,BFCM,CI,CNP,EFOTS,BNFP,NEE,MIZUHO,FNR.11,BNS,ICE,FNR.12,MS,WFC,BIIB,FNR.13,EQH,CARD2,DTE,AALLN,AMXCA,RISLA,R,FORDF,BMW,BCOMPS,SUMIBK,NWG.1,BACR,GFORT,ZAIS,SCHW,BCHNHK,HAROT,ICE.1,CAVU,NTT,TD,ANCHC,WELF,BLUEM,DEUTNY,C,BRHEA,ICG,RABOBK,SLMA,ONP,EFSV,CBAAU,DAIWA,CNP.1,COMM,CNP.2,DNBNO,ACCSTD,DUK,JPMCC,COMM.1,MBALT,BRHEA.1,FHR.10,UBS.1,MUFG,JTWN,FIS,RY,FNR.14,SLCLT.1,GSMS,INTNED,AIG,FHR.11,GILD,ATO,GWT,COMM.2,C.1,WFCM,WFC.1,ABBV.1,JPMCC.1,VOYA,MMM,C.2,JPMCC.2,BAYNGR,JPMBB,NSLT,SVELEV,CGCMT,MKL,SIEGR,BACR.1,PL,AEP,PPL,FNR.15,ANZ,MIZUHO.1,SVELEV.1,MUFG.1,FITB,ETR,FHS,GUARDN,TRAL,FNR.16,FNR.17,GNR.4,FHR.12,NSLT.1,NWG.2,FNR.18,DFS,ENBCN,GNR.5,CGCMT.1,FNR.19,AL.1,NSLT.2,SUMIBK.1,WFRBS,MPLX,BABA,PPL.1,FNR.20,BHI,OGE 0.553 05/26/23,RTX,BYLNNY,NIAPK,FNR 2015-66 AF,FN BM6347,FHR 4944 F,TF 0 10.31.23,FNR 2017-82 FG,FH 841188,TF 0 04.30.23,TF 0 01.31.24,FNR 2016-67 AF,RY F 01.21.25 GMTN,FH 841174,DRSLF 2019-80A AR,TD F 01.10.25 MTN,FHR 4719 AF,TCW 2019-2A A1R,TCW 2022-1A A1,UBS F 01.13.25 144A,GNR 2018-164 AF,GWT 2019-WOLF A,BGCLO 2022-4A A1,CS,GM F 04.07.25,NWIDE 2 01.27.23 144A,TRYSL 2021-1A A1,BMO F 01.10.25 MTN,HAYFN 2018-8A A,FHR 4240 FA,FNR 2018-4 FM,GNR 2007-26 FL,FHR 5031 FA,FNR 2006-110 AF,BAC F 02.04.25 2025,DB F 11.08.23 E,TMO 0.797 10.18.23,ETRCP,AXP F 03.04.25,CM F 04.07.25,GNR 2019-56 FB,FNR 2014-28 FD,FNR 2010-59 FN,CIFC 2017-3A A1,FHR 4678 AF,FNR 2019-6 KF,DROCK 2021-1 A,CI 3.05 11.30.22 *,FHR 4126 GF,LCM 15A AR2,NAB F 01.12.25 144A,BASGR,COP 2.125 03.08.24,MCLO 2019-1A AANR,T F 03.25.24,FHR 4906 NF,GNR 2019-110 F,HALEON F 03.24.24 144A,VZ F 03.22.24,NVR 3.95 09.15.22,BAC F 05.28.24 MTN,COF F 12.06.24,CGMS 2017-2A A1R,DFS 3.35 02.06.23 BKNT,FNR 2017-91 GF,NACN F 05.16.23 MTN,REG12 2019-1A AR,CS 0.59 03.17.23 YCD,FNR 2010-46 WF,PL 0.327 12.09.22 144A,STANLN F 07.28.23 YCD,VW 0.75 11.23.22 144A,FHR 4107 MF,ABC 0.737 03.15.23,CCEP 0.5 05.05.23 144A,CCDJ F 05.21.24 144A,GNR 2013-99 PF,NRUC F 08.07.23 MTN,SUMITR F 09.16.24 144A,BXHPP 2021-FILM A,MS F 01.24.25,STANLN F 10.14.23 144A,TD F 03.08.24 MTN,FHR 4852 BF,HSBC F 11.22.24 .,BAC V3.004 12.20.23,SLCLT 2007-1 A4,PFG F 08.23.24 144A,ABBV 3.2 11.06.22,FHR 3593 CF,FORDR 2018-2 A,NWG 3.625 09.29.22 144A,SO 2.95 07.01.23,ATH F 01.08.24 144A,BMO F 03.10.23 MTN,PKI 0.55 09.15.23,UBS F 08.09.24 144A,BNS F 03.11.24,CM F 03.17.23 *,ESA 2021-ESH A,FNR 2019-41 FM,KDP 4.057 05.25.23,LLOYDS 4.05 08.16.23,NEF 2016-1 A,PENSKE 4.25 01.17.23 144A,PXD 0.55 05.15.23,AIG F 12.15.23 144A,FHR 4942 FA,FHR 4897 F,LLOYDS F 01.31.24 YCD,PSA F 04.23.24,BAX F 11.29.24 144A,JXN F 01.06.23 144A,MCCT 2021-1A A,SREIT 2021-FLWR A,BFCM 2.125 11.21.22 144A,BX 2021-ARIA A,SVELEV 0.625 02.10.23 144A,BMW F 04.01.25 144A,BNFP 3 06.15.22 144A,FHR 4203 QF,NEE F 01.12.24,NEE F 02.22.23,SHBASS 2 03.22.23 YCD,BNS F 09.15.23 *,C V2.876 07.24.23,RABOBK F 01.10.25,HALEON 3.024 03.24.24 144A,MIZUHO 2.95 10.17.22 144A,PL F 03.28.25 144A,WSTP F 11.18.24,BSPDF 2021-FL1 A,FNR 2018-15 JF,FNR 2006-44 FP,FN MA3385,SOCGEN 4.25 09.14.23 144A,AMXCA 2019-3 A,BAC V2.816 07.21.23 GMTN,BIIB 3.625 09.15.22,BPCEGP F 01.14.25 144A,CSL 0.55 09.01.23,DTE 0.55 11.01.22 H,EQH 0.5 04.06.23 144A,FNR 2016-49 EF,FR ZS4787,GNR 2019-58 FA,TCW 2019-1A ASNR,AL 2.25 01.15.23,AALLN 4.125 09.27.22 144A,CARD2 2021-1A A,TMO F 04.18.23,ANCHC 2014-4RA A,SCHW F 03.18.24,MBGGR 1.75 03.10.23 144A,FLAT 2019-1A AR,FORDF 2018-2 A,HPE 2.25 04.01.23,HSBC V3.033 11.22.23,ICE 0.7 06.15.23,MASSMU F 04.12.24 144A,NWG 2.375 05.21.23 144A,NTT 0.373 03.03.23 144A,MATSEL 2.536 07.19.22 144A,R 3.75 06.09.23 MTN,SUMIBK F 01.17.23,SUNTOR 2.55 06.28.22 144A,CAVU 2021-1A A,ZAIS 2020-15A A1R,BLUEM 2013-2A A1R,EFOTS 2011-1 A2,FNR 2014-17 FE,GFORT 2020-2 A,HEF 2014-1 A,JPM F 03.16.24,FHR 4057 FE,SO F 05.10.23 2021,CNP 0.7 03.02.23,CNP F 05.13.24,DNBNO F 12.02.22 144A,DUK F 06.10.23,FNR 2017-16 FA,FNR 2012-14 BF,FH 841179,KIND 2021-KDIP A,LCM 20A AR,ONP 2021-PARK A,RI RISSTD 07.01.2031,SANTAN F 02.23.23,COMM 2013-CR12 A4,FHR 4215 NF,ICG 2015-1A A1R,ISPIM 3.125 07.14.22,JPMCC 2013-C13 A4,MBALT 2021-B A3,RY F 10.07.24 GMTN,FNR 2013-19 DF,FIS 0.375 03.01.23,CA ACCSTD 04.25.2037,ATO F 03.09.23,BMW F 04.01.24 144A,CNP F 03.02.23,SUM
07/09/2021,2.87,1.36,1.25,1.17,1.12,1.12,1.11,1.08,1.06,1.05,1.05,1.0,0.99,0.95,0.88,0.87,0.86,0.82,0.82,0.81,0.8,0.78,0.74,0.7,0.7,0.7,0.7,0.68,0.67,0.67,0.67,0.66,0.66,0.65,0.65,0.65,0.63,0.62,0.62,0.61,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.5,0.49,0.49,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.14000000000001
04/07/2022,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,2.73,2.59,2.46,2.21,2.12,1.47,1.47,1.11,1.09,1.07,0.88,0.87,0.83,0.77,0.77,0.76,0.71,0.7,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.64,0.63,0.63,0.62,0.61,0.6,0.58,0.56,0.55,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.41,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.39,0.39,0.37,0.37,0.36,0.35,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,92.17000000000002
