,Us Dollar,BANK OF COMMUNICATIONS JR SUBORDINA REGS 12/99 VAR,Sunac China Holdings Limited 7.95%,UniCredit S.p.A. 6.95%,Softbank Grp 6.25%,Euro Currency,Vodafone Grp 3.1%,Petroleos Mexicanos 7.69%,Nexi SPA 1.75%,KWG Group Holdings Limited 5.88%,Bank Of Ireland Group Plc 4.12%,Teva Pharmaceutical Finance Netherlands III B.V. 3.15%,Altice France S.A 8.12%,Sasol Financing USA LLC 5.88%,Vodafone Group plc 7%,Teva Pharmaceutical Finance Netherlands III B.V. 2.8%,Petroleos Mexicanos 6.5%,Repsol International Finance B.V. 4.5%,Bellis Acquisition Company Plc 3.25%,ABJA Investment Co. Pte. Ltd. 5.95%,BANK OF EAST ASIA LTD JR SUBORDINA REGS 12/99 VAR,PEMEX 6.75 09/21/47,Electricite de France SA 5.62%,Intesa Sanpaolo 6.62%,Electricite de France SA 5%,China Evergrande Grp 8.75%,Electricite de France SA 5.38%,Dufry One B.V. 2.5%,Yuzhou Group Holdings Company Ltd 6%,SB Capital SA 5.12%,Altice France S.A 7.38%,Edp-Energias Portu 4.5%,Telefonica Europe Bv Company Guar Regs Var,Unipol Gruppo SpA 3%,Telecom Italia S.p.A. 4%,Electricite de France SA 4%,Softbank Group Corp 6%,State Oil Company of the Azerbaijan Republic 6.95%,Telecom Italia S.p.A. 2.88%,VCTR,ArcelorMittal S.A. 1.75%,Electricite De France Sa Jr Subordina Regs 12/99 Var,Altice Financing S.A. 5%,ELECTRICITE DE FRANCE SA JR SUBORDINA REGS 12/99 VAR,Abertis Finance Bv Company Guar Regs 12/99 Var,Cellnex Telecom Sa 3.12%,ARD Finance S.A. 5%,UniCredit S.p.A. 2.73%,"1011778 B.C. Unlimited Liability Company / New Red Finance, Inc. 4%",OCI Nv 3.12%,Trivium Packaging Finance BV 3.75%,Unicredit Spa 2%,Intrum Ab 3.12%,Ineos Group Holdings S.A. 5.38%,Nidda Healthcare Holding GmbH 3.5%,Cellnex Finance Co Sa Company Guar Regs 02/33 2,Kaisa Grp Hldgs 9.38%,Styrolution Group GmbH 2.25%,Marks and Spencer plc 6%,Deutsche Lufthansa AG 0.25%,Cemig Geracao e Transmissao S.A. 9.25%,Klabin Austria GmbH 5.75%,Heathrow Finance plc 6.25%,Lamar Funding Limited 3.96%,CSN Inova Ventures 6.75%,Vodafone Group plc 6.25%,Rolls-Royce plc 1.62%,DP WORLD SALAAM JR SUBORDINA REGS 12/99 VAR,Akelius Residential Property Ab 3.88%,Tennet Hldg Bv 3%,IHS Netherlands Holdco BV 8%,Intesa Sanpaolo S.p.A. 5.02%,Teollisuuden Voima 2.12%,Petrobras Global Finance B.V. 5.09%,LCPR Senior Secured Financing Designated Activity Company 6.75%,Emirates Nbd Bk 6.12%,C&W Senior Financing Designated Activity Company 6.88%,Dresdner Funding Trust I 8.15%,Global Aircraft Leasing Co Ltd 6.5%,JSW Steel Ltd 5.95%,Oztel Holdings Spc Limited 5.62%,GTLK Europe Designated Activity Company 5.12%,MHP Lux S.A. 6.95%,Brf Sa 4.75%,Evraz Group SA Luxembourg 5.38%,Tata Motors Limited 5.75%,Braskem Idesa SAPI 7.45%,VTB Capital S.A. 6.95%,Connect Finco SARL/Connect US Finco LLC 6.75%,Itau Unibanco Holding SA Cayman Branch 5.12%,Bank of Baroda London Branch 3.88%,Dkt Finance Aps 7%,Softbank Group Corp Subordinated Regs 12/99 Var,Vertical U S Newco Inc 5.25%,Medco Platinum Road Pte. Ltd 6.75%,VCTR,Softbank Group Corp 4.75%,Banco BTG Pactual S.A. Cayman Islands Branch 5.5%,Fortune Star (BVI) Limited 6.75%,Canara Bank London Branch 3.88%,MGM China Holdings Limited 5.88%,CIFI Holdings Group Co Ltd 6%,Yanlord Land Hk 6.8%,CIFI Holdings Group Co Ltd 6.55%,Gtlk Europe Capital Dac Company Guar Regs 03/27 4.65,Arabian Centres Sukuk Limited 5.38%,Softbank Grp 5.12%,Champion Path Holdings Ltd 4.85%,Petroleos Mexicanos 6.84%,Agile Group Holdings Ltd Sr Unsecured Regs Var,GAZPROM PJSC (GAZ FN) SUBORDINATED 144A 10/99 VAR,Wynn Macau Ltd 5.5%,Dar Al-Arkan Sukuk Company Ltd. 6.88%,New Metro Global Limited 6.8%,Intesa Sanpaolo S.p.A. 4.95%,China Evergrande Group 9.5%,Ziggo B.V. 5.5%,Altice Financing S.A. 7.5%,Greentown China Holdings Ltd. 5.65%,First Quantum Minerals Ltd. 7.5%,Seazen Group Limited 6%,Bankmuscat (Saog),CBOM Finance p.l.c. 4.7%,Bangkok Bank Public Company Limited (Hong Kong Branch) 3.73%,China SCE Group Holdings Limited 7.38%,Powerlong Real Estate Holdings Ltd 6.25%,Ardagh Packaging Finance plc / Ardagh Holdings USA Inc. 2.12%,Rio Oil Finance Trust 9.25%,KOC Holdings AG 5.25%,EG Global Finance PLC 6.75%,Turkiye Garanti Bankasi A.S. 5.25%,Emaar Sukuk Limited 3.64%,Maf Global Securities Company Guar Regs 12/99 Var,Banco do Brasil S.A. (Grand Cayman Branch) 3.88%,Listrindo Capital B.V. 4.95%,Times China Holdings Limited 6.75%,IHO Verwaltungs GmbH 4.75%,Rede DOr Finance S A R L 4.5%,ENN Clean Energy International Investment Limited 3.38%,First Quantum Minerals Ltd. 7.25%,Motion Bondco Designated Activity Company 6.62%,GMR Hyderabad International Airport Limited 4.75%,Greenko Investment Company 4.88%,Redsun Properties Group Limited 9.7%,CEMEX S.A.B. de C.V. 3.88%,Logan Grp Compan 5.25%,Agile Group Holdings Ltd Sr Unsecured Regs Var,Altice France S.A 5.12%,Shimao Group Holdings Ltd 4.75%,RKPF Overseas 2019 (A) Limited 5.2%,Orano SA 4.88%,Shriram Transport Finance Company Limited 4.4%,Wealth Driven Limited 5.5%,Kaisa Group Holdings Ltd. 10.88%,Ronshine China Holdings Limited 8.75%,Wanda Properties 7.25%,VCTR,Kuwait Projects Co SPC Limited 4.23%,Yango Justice International Limited 9.25%,Telecom Italia S.p.A. 3.62%,Sunac China Holdings Limited 7%,Vmed O2 UK Financing I Plc 4.25%,Petrobras Global Finance B.V. 6.85%,Petroleos Mexicanos 5.95%,Solvay Fin 5.42%,Vedanta Resources Finance II PLC 8.95%,Teva Pharmaceutical Finance Netherlands III B.V. 4.1%,Theta Capital Pte. Ltd. 6.75%,China Aoyuan Ppty Grp 5.38%,Central China Real Estate Limited 7.25%,"ZF North America Capital, Inc. 4.75%",Kaisa Group Holdings Ltd. 10.5%,Saipem Fin Int 3.75%,Intesa Sanpaolo Spa Subordinated Regs 09/27 Var,Banca Monte dei Paschi di Siena S.p.A. 3.62%,Petrobras Global Finance B.V. 7.38%,Verisure Holding AB (publ) 3.88%,FCE Bank plc 1.62%,Zhenro Properties Group Limited 6.63%,VCTR,Easy Tactic Limited 5.88%,CEMEX S.A.B. de C.V. 2.75%,Petroleos Mexicanos 6.95%,Lincoln Financing S.a. r.l 3.62%,VCTR,Petrobras Global Finance B.V. 6.9%,La Financiere Atalian S.C.S. 4%,Sino Ocean Ld Trs Iii Company Guar Regs 12/99 Var,Fantasia Holdings Group Co. Limited 10.88%,Jaguar Land Rover Automotive PLC 3.88%,Telecom Italia(Sa) 7.75%,Petrobras Global Finance B.V. 6%,Intesa Sanpaolo S.p.A. 5.71%,Assic Generali Spa 4.6%,Greenland Global Investment Ltd. 6.75%,Ocp S.A 5.62%,Teva Pharmaceutical Finance Netherlands III B.V. 7.12%,Teva Pharmaceutical Finance Netherlands III B.V. 6.75%,Petroleos Mexicanos 6.88%,Rakuten Group Inc 6.25%,SUM
07/09/2021,1.46,0.36,0.36,0.34,0.34,0.33,0.32,0.32,0.32,0.31,0.3,0.29,0.28,0.28,0.27,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,40.3
