,AAPL,MSFT,AMZN,OXY,PFE,WFC,MGM,HBAN,LUMN,GS,LEN,FB,GOOGL,GOOG,NTRS,CPB,JNPR,NTAP,NLY,VRT,T,D,USB,BRK.B,DVA,CAH,ZION,JPM,JNJ,BERY,V,UNH,CVS,ARW,US Dollar,ABBV,TMO,PG,MDT,VLY,PB,"2022-03-18 S&P 500u00ae Index P 3,875",ABT,MRK,LLY,RRC,DHR,INTC,ISRG,AMGN,BMY,DBI,OI,STNG,CAR,ESI,MX,PAG,UNFI,BCEI,LAZ,REGN,THG,R,GPRE,ADS,AXL,IDXX,ANTM,ZTS,NRZ,MUR,MGY,GILD,ESRT,FANG,DHT,AVT,OVV,TTMI,SYK,PKI,PDCE,ASB,HTH,GES,EOG,CXP,CNC,ABC,LGND,SUN,PXD,MRO,ILMN,COP,BSM,ALGN,HOMB,XOM,REGI,PSX,EW,CI,BIIB,BDX,ALB,ABMD,NGVT,INT,VVV,RPM,RAD,MPC,MAG.TO,AVYA,FNV.TO,ECL,DK,CTVA,CNX,CVX,APA,CC,PPG,VLO,HCC,RGLD,WPM.TO,KL.TO,FMC,DD,CF,BSX,HFC,NEM,WLK,VRTX,SSRM,SIL.TO,SVM.TO,SSL.TO,NUE,RS,LYB,HCA,AGI.TO,FR.TO,ELD.TO,EMN,DRD,DOW,ABX.TO,LAUR,PBF,RMD,PVG.TO,AU,PAAS.TO,IQV,FCX,A,SPCE,BK,NTCT,PARR,FVI.TO,MTD,FL9.,"2021-12-17 S&P 500u00ae Index P 3,800",K.TO,BVN.,MCK,NBR,WAT,LH,VGR,STE,FOSL,STAR,HOLX,GEF,CRL,DGX,WELL,TFX,ATCO,MIC,IHRT,BFAM,BIO,VTRS,TGI,TGT,SFL,SRG,SGMS,JWN,LYFT,INCY,AAP,AUB,WRE,SBUX,"2021-12-17 S&P 500u00ae Index P 3,400",DG,PDM,HSIC,MGP,MCD,688101.SS,n/a,M,KW,IMKTA,CVI,HRB,FRT,SPX 220318P03875000,SPX 211217P03800000,SPX 211217P03400000,PNC,GE,MTB,ATUS,AGNC,DXC,TSLA,NVDA,ASO,FTI,NXST,SWBI,ACM,BIG,QRTEA,SYF,SLG,MAXR,TEN,GPI,RF,TMX,AMCX,VST,NEP,MDRX,BXS,COF,KMT,ACI,NOMD,AXS,UBSI,BBBY,ABCB,EXPE,TMHC,AA,ZBH,XRAY,AR,CTLT,EAF,WY,UHS,DXCM,ENPH,COO,MPLN,CRM,MRNA,RTX,WST,CYH,IBM,SRCL,AZO,ORLY,BAX,HUM,CERN,KO,SUM
07/09/2021,4.95,4.5,3.47,2.99,2.59,2.38,2.32,2.26,2.13,2.05,1.98,1.77,1.6,1.59,1.45,1.45,1.44,1.42,1.37,1.36,1.34,1.18,1.16,1.15,1.14,1.12,1.05,1.0,0.97,0.9,0.88,0.85,0.82,0.78,0.7,0.62,0.58,0.51,0.5,0.5,0.42,0.41,0.41,0.41,0.39,0.39,0.37,0.34,0.34,0.32,0.32,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99
07/12/2021,5.05,4.49,3.5,2.95,2.6,2.39,2.33,2.3,2.14,2.06,1.96,1.76,1.58,1.58,1.47,1.45,1.46,1.43,1.37,1.35,1.31,1.18,1.18,1.16,1.15,1.12,1.06,1.01,0.98,0.91,0.88,0.85,0.82,0.79,0.67,0.62,0.58,0.52,0.51,0.51,0.42,0.4,0.41,0.4,0.39,0.42,0.37,0.34,0.34,0.32,0.33,0.32,0.32,0.29,0.28,0.3,0.27,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.27,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28000000000002
07/13/2021,5.05,4.49,3.5,2.95,2.6,2.39,2.33,2.3,2.14,2.06,1.96,1.76,1.58,1.58,1.47,1.45,1.46,1.43,1.37,1.35,1.31,1.18,1.18,1.16,1.15,1.12,1.06,1.01,0.98,0.91,0.88,0.85,0.82,0.79,0.67,0.62,0.58,0.52,0.51,0.51,0.42,0.4,0.41,0.4,0.39,0.42,0.37,0.34,0.34,0.32,0.33,0.32,0.32,0.29,0.28,0.3,0.27,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.27,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.24,0.23,0.24,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28000000000002
07/22/2021,5.13,4.63,3.46,2.49,2.7,2.4,2.1,2.18,2.04,2.0,1.94,1.71,1.59,1.59,1.38,1.47,1.42,1.35,1.28,1.32,1.34,1.23,1.18,1.18,1.16,1.15,1.01,1.0,1.01,0.92,0.92,0.88,0.85,0.79,0.53,0.64,0.61,0.55,0.51,0.5,0.41,0.57,0.43,0.42,0.41,0.38,0.4,0.35,0.35,0.34,0.34,0.28,0.3,0.24,0.27,0.3,0.27,0.29,0.26,0.22,0.26,0.28,0.27,0.25,0.26,0.24,0.22,0.25,0.25,0.26,0.23,0.21,0.22,0.25,0.24,0.2,0.22,0.25,0.2,0.23,0.23,0.24,0.19,0.22,0.22,0.2,0.2,0.22,0.23,0.23,0.22,0.21,0.19,0.19,0.22,0.21,0.22,0.23,0.21,0.2,0.21,0.18,0.21,0.22,0.21,0.22,0.23,0.21,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.2,0.21,0.21,0.17,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.19,0.2,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.15,0.16,0.18,0.19,0.18,0.17,0.19,0.18,0.15,0.17,0.18,0.17,0.18,0.18,0.19,0.12,0.18,0.17,0.17,0.17,0.18,0.16,0.18,0.12,0.16,0.17,0.14,0.14,0.17,0.13,0.23,0.16,0.15,0.15,0.12,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.14,0.12,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.17,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.88
08/03/2021,5.13,4.64,3.16,2.55,2.81,2.5,2.1,2.26,1.97,2.06,2.07,1.77,1.68,1.63,1.41,1.36,1.46,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.27,0.63,0.62,0.55,0.53,0.51,0.41,0.39,0.43,0.41,0.41,0.39,0.41,0.33,0.37,0.33,0.34,0.29,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.27,0.27,0.27,0.29,0.23,0.23,0.25,0.24,0.26,0.23,0.23,0.23,0.24,0.23,0.2,0.22,0.26,0.2,0.23,0.24,0.28,0.2,0.23,0.21,0.21,0.21,0.22,0.21,0.24,0.2,0.23,0.2,0.2,0.23,0.21,0.23,0.26,0.2,0.2,0.21,0.18,0.22,0.21,0.21,0.22,0.26,0.21,0.22,0.23,0.19,0.19,0.21,0.2,0.19,0.19,0.22,0.21,0.18,0.2,0.18,0.2,0.19,0.19,0.19,0.17,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.18,0.16,0.19,0.21,0.19,0.18,0.21,0.19,0.16,0.16,0.19,0.18,0.19,0.19,0.19,0.12,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.14,0.14,0.17,0.15,0.16,0.12,0.16,0.15,0.14,0.14,0.13,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.53000000000002
08/04/2021,5.13,4.64,3.16,2.55,2.81,2.5,2.1,2.26,1.97,2.06,2.07,1.77,1.68,1.63,1.41,1.36,1.46,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.27,0.63,0.62,0.55,0.53,0.51,0.41,0.39,0.43,0.41,0.41,0.39,0.41,0.33,0.37,0.33,0.34,0.29,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.27,0.27,0.27,0.29,0.23,0.23,0.25,0.24,0.26,0.23,0.23,0.23,0.24,0.23,0.2,0.22,0.26,0.2,0.23,0.24,0.28,0.2,0.23,0.21,0.21,0.21,0.22,0.21,0.24,0.2,0.23,0.2,0.2,0.23,0.21,0.23,0.26,0.2,0.2,0.21,0.18,0.22,0.21,0.21,0.22,0.26,0.21,0.22,0.23,0.19,0.19,0.21,0.2,0.19,0.19,0.22,0.21,0.18,0.2,0.18,0.2,0.19,0.19,0.19,0.17,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.18,0.16,0.19,0.21,0.19,0.18,0.21,0.19,0.16,0.16,0.19,0.18,0.19,0.19,0.19,0.12,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.14,0.14,0.17,0.15,0.16,0.12,0.16,0.15,0.14,0.14,0.13,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.53000000000002
08/05/2021,5.13,4.64,3.16,2.55,2.81,2.5,2.1,2.26,1.97,2.06,2.07,1.77,1.68,1.63,1.41,1.36,1.46,1.35,1.28,1.35,1.32,1.19,1.17,1.17,1.15,1.19,1.07,1.01,1.01,0.9,0.92,0.87,0.85,0.84,0.27,0.63,0.62,0.55,0.53,0.51,0.41,0.39,0.43,0.41,0.41,0.39,0.41,0.33,0.37,0.33,0.34,0.29,0.29,0.24,0.32,0.3,0.24,0.33,0.26,0.22,0.28,0.27,0.27,0.27,0.29,0.23,0.23,0.25,0.24,0.26,0.23,0.23,0.23,0.24,0.23,0.2,0.22,0.26,0.2,0.23,0.24,0.28,0.2,0.23,0.21,0.21,0.21,0.22,0.21,0.24,0.2,0.23,0.2,0.2,0.23,0.21,0.23,0.26,0.2,0.2,0.21,0.18,0.22,0.21,0.21,0.22,0.26,0.21,0.22,0.23,0.19,0.19,0.21,0.2,0.19,0.19,0.22,0.21,0.18,0.2,0.18,0.2,0.19,0.19,0.19,0.17,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.17,0.18,0.18,0.18,0.16,0.19,0.21,0.19,0.18,0.21,0.19,0.16,0.16,0.19,0.18,0.19,0.19,0.19,0.12,0.19,0.17,0.18,0.17,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.14,0.14,0.17,0.15,0.16,0.12,0.16,0.15,0.14,0.14,0.13,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.0,0.15,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.12,0.12,0.0,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.53000000000002
08/25/2021,5.25,5.0,3.06,2.16,3.22,2.6,2.16,2.39,1.88,2.19,2.09,1.8,1.72,1.68,1.44,1.36,1.52,1.38,1.3,1.32,1.31,1.28,1.19,1.21,1.28,1.04,1.12,1.03,1.06,0.9,0.87,0.91,0.88,0.84,0.0,0.65,0.64,0.56,0.53,0.52,0.43,0.0,0.45,0.42,0.46,0.33,0.44,0.32,0.39,0.3,0.34,0.31,0.29,0.21,0.35,0.3,0.22,0.32,0.28,0.19,0.28,0.32,0.29,0.27,0.28,0.23,0.2,0.25,0.24,0.27,0.23,0.21,0.21,0.26,0.21,0.18,0.21,0.25,0.18,0.23,0.24,0.28,0.19,0.25,0.23,0.22,0.18,0.22,0.2,0.24,0.18,0.22,0.2,0.18,0.23,0.2,0.0,0.25,0.21,0.19,0.16,0.16,0.24,0.19,0.22,0.21,0.28,0.23,0.2,0.2,0.19,0.19,0.22,0.2,0.17,0.16,0.2,0.21,0.15,0.19,0.16,0.19,0.16,0.18,0.19,0.16,0.22,0.18,0.19,0.18,0.16,0.18,0.18,0.2,0.18,0.16,0.17,0.18,0.17,0.15,0.13,0.15,0.24,0.19,0.18,0.21,0.17,0.14,0.14,0.18,0.15,0.19,0.17,0.2,0.0,0.2,0.18,0.14,0.15,0.18,0.16,0.2,0.0,0.18,0.16,0.15,0.0,0.18,0.0,0.0,0.15,0.0,0.16,0.0,0.17,0.16,0.15,0.14,0.14,0.17,0.16,0.15,0.16,0.15,0.13,0.12,0.13,0.13,0.12,0.12,0.16,0.13,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.12,0.13,0.12,0.36,0.21,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.89
08/26/2021,4.76,4.37,3.23,3.05,2.57,2.46,2.38,2.3,2.15,2.1,1.97,1.74,1.54,1.53,1.46,1.44,1.44,1.41,1.37,1.34,1.32,1.14,1.18,1.14,1.13,1.12,1.07,1.01,0.95,0.89,0.86,0.82,0.84,0.79,0.0,0.6,0.57,0.51,0.49,0.52,0.42,0.0,0.4,0.4,0.38,0.42,0.36,0.34,0.33,0.32,0.32,0.33,0.32,0.31,0.29,0.3,0.27,0.28,0.29,0.27,0.26,0.26,0.27,0.26,0.27,0.26,0.24,0.23,0.23,0.23,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.22,0.23,0.22,0.21,0.21,0.2,0.22,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.19,0.22,0.21,0.2,0.21,0.2,0.19,0.22,0.2,0.2,0.21,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.2,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.19,0.18,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.0,0.0,0.16,0.16,0.15,0.16,0.14,0.14,0.15,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.43,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.04
08/27/2021,4.89,4.46,2.81,0.26,0.45,1.34,0.0,0.83,1.76,0.0,0.0,1.75,1.72,1.73,0.97,1.67,0.0,0.0,1.43,0.0,0.29,0.0,1.83,1.09,0.25,0.25,0.0,0.97,0.92,0.0,0.79,0.77,0.0,0.0,0.0,0.37,0.38,0.0,0.34,0.0,0.42,0.0,0.39,0.35,0.37,0.26,0.37,0.0,0.25,0.27,0.3,0.0,0.29,0.29,0.25,0.25,0.27,0.0,0.39,0.26,0.0,0.25,0.0,0.69,0.26,1.38,0.0,0.25,0.0,0.25,0.92,0.26,0.26,0.25,0.0,0.26,0.0,0.0,0.26,0.0,0.26,0.25,0.26,0.55,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.25,0.26,0.26,0.25,0.25,0.0,0.26,0.0,0.25,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.0,0.25,0.0,0.0,0.26,0.25,0.42,0.25,0.25,0.27,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.0,0.25,0.25,0.25,0.26,0.25,0.25,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.0,0.25,0.26,0.25,0.26,0.25,0.0,0.25,0.25,0.25,0.0,0.26,0.25,0.0,0.27,0.0,0.25,0.25,0.25,0.25,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.25,0.27,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.0,0.0,2.63,2.37,1.99,1.69,1.64,1.31,1.1,1.01,0.92,0.82,0.77,0.75,0.7,0.68,0.61,0.5,0.49,0.45,0.44,0.44,0.44,0.41,0.39,0.39,0.38,0.37,0.37,0.34,0.33,0.33,0.3,0.29,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,100.18
