,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,NEE,BMY,UNP,LIN,C,AMGN,LOW,INTU,SBUX,MS,JPMORGAN US GOVT MMKT FUN,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,ISRG,AMD,GE,MMM,AXP,NOW,DE,SCHW,CVS,CHTR,SPGI,SQ,ANTM,LMT,ZTS,LRCX,FIS,PLD,MU,BKNG,TMUS,ZM,GILD,ADP,CCI,MO,SYK,MDLZ,TJX,COP,CI,PNC,DUK,EQIX,CB,MMC,BDX,TFC,UBER,ATVI,CSX,EL,CME,USB,GM,FDX,MELI,MRNA,COF,ILMN,CL,SO,FISV,SNAP,ADSK,EW,SHW,ICE,BX,NSC,ITW,TWLO,APD,ADI,BSX,REGN,D,PGR,GPN,F,EMR,MCO,ETN,HUM,WM,FCX,AON,NOC,NXPI,TWTR,DOCU,IDXX,HCA,ROKU,EOG,JCI,ROP,ECL,NEM,DG,VRTX,BIIB,CRWD,KMB,WDAY,ROST,MSCI,A,LHX,TROW,PSA,MRVL,KLAC,IQV,DOW,DLR,APH,SPG,SRE,SNPS,APTV,AEP,DXCM,INFO,GD,CNC,ALGN,TT,MTCH,EBAY,CMG,VEEV,TEL,LULU,PINS,MET,EXC,SLB,DD,ORLY,AIG,BAX,EA,SBAC,PPG,CASH OR CASH COLLATERAL,CARR,ANSGR.IS,RMD,SYY,MCHP,CTSH,PANW,GENERAL ELECTRIC RG,GE.,FTNT,BK,YUM,n/a,CDNS,ALL,IFF,PRU,MSI,TRV,XEL,603613.SS,XLNX,MPC,SNOW,ABNB,PLTR,MGMXX,MAR,PXD,NET,SIVB,SUM
07/23/2021,5.9,5.42,3.95,2.11,1.96,1.92,1.35,1.19,1.31,1.17,1.14,1.06,1.0,0.9,0.89,0.88,0.84,0.83,0.73,0.75,0.67,0.61,0.61,0.59,0.6,0.57,0.58,0.59,0.54,0.56,0.51,0.55,0.53,0.52,0.53,0.48,0.5,0.51,0.49,0.5,0.48,0.48,0.47,0.45,0.46,0.45,0.43,0.41,0.38,0.4,0.41,0.41,0.39,0.38,0.37,0.39,0.35,0.36,0.35,0.36,0.36,0.35,0.38,0.33,0.31,0.32,0.32,0.31,0.33,0.32,0.32,0.29,0.29,0.27,0.29,0.3,0.28,0.29,0.28,0.26,0.28,0.25,0.26,0.25,0.25,0.24,0.24,0.22,0.23,0.24,0.22,0.22,0.22,0.2,0.22,0.22,0.23,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.19,0.19,0.2,0.18,0.19,0.18,0.24,0.18,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.14,0.14,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.15,0.15,0.17,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.02
07/26/2021,5.86,5.49,3.97,2.14,1.97,1.93,1.34,1.24,1.27,1.16,1.14,1.05,1.0,0.91,0.88,0.86,0.85,0.81,0.73,0.76,0.67,0.62,0.58,0.59,0.61,0.58,0.59,0.59,0.53,0.56,0.51,0.55,0.53,0.53,0.52,0.49,0.49,0.51,0.5,0.49,0.48,0.47,0.47,0.43,0.47,0.45,0.44,0.41,0.39,0.39,0.41,0.42,0.38,0.39,0.37,0.39,0.35,0.36,0.35,0.36,0.37,0.36,0.41,0.33,0.31,0.31,0.32,0.32,0.33,0.32,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.24,0.22,0.23,0.22,0.2,0.22,0.22,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.25,0.19,0.18,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.19,0.17,0.17,0.17,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.16,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.17,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.17
07/27/2021,5.87,5.49,3.95,2.23,2.02,1.98,1.33,1.23,1.25,1.15,1.14,1.06,0.99,0.91,0.89,0.86,0.87,0.81,0.72,0.75,0.67,0.61,0.58,0.58,0.6,0.54,0.59,0.59,0.54,0.56,0.51,0.55,0.53,0.53,0.53,0.48,0.49,0.51,0.5,0.49,0.49,0.46,0.47,0.43,0.47,0.46,0.44,0.41,0.39,0.39,0.4,0.4,0.38,0.38,0.37,0.39,0.35,0.36,0.36,0.36,0.37,0.35,0.46,0.33,0.31,0.31,0.32,0.32,0.33,0.32,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.25,0.26,0.24,0.23,0.24,0.23,0.23,0.24,0.21,0.23,0.21,0.19,0.22,0.22,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.27,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.14,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23
07/28/2021,5.87,5.49,3.95,2.23,2.02,1.98,1.33,1.23,1.25,1.15,1.14,1.06,0.99,0.91,0.89,0.86,0.87,0.81,0.72,0.75,0.67,0.61,0.58,0.58,0.6,0.54,0.59,0.59,0.54,0.56,0.51,0.55,0.53,0.53,0.53,0.48,0.49,0.51,0.5,0.49,0.49,0.46,0.47,0.43,0.47,0.46,0.44,0.41,0.39,0.39,0.4,0.4,0.38,0.38,0.37,0.39,0.35,0.36,0.36,0.36,0.37,0.35,0.0,0.33,0.31,0.31,0.32,0.32,0.33,0.32,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.25,0.26,0.24,0.23,0.24,0.23,0.23,0.24,0.21,0.23,0.21,0.19,0.22,0.22,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.18,0.19,0.27,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.16,0.14,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23
07/29/2021,5.87,5.47,3.99,2.24,2.03,2.0,1.33,1.21,1.27,1.15,1.14,1.06,0.98,0.91,0.88,0.86,0.86,0.82,0.72,0.75,0.68,0.62,0.58,0.58,0.6,0.55,0.59,0.59,0.53,0.56,0.51,0.55,0.52,0.53,0.52,0.49,0.49,0.51,0.5,0.49,0.49,0.47,0.47,0.44,0.46,0.46,0.43,0.41,0.39,0.38,0.4,0.4,0.38,0.38,0.37,0.39,0.35,0.35,0.35,0.36,0.37,0.36,0.46,0.33,0.31,0.31,0.32,0.32,0.33,0.32,0.32,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.26,0.27,0.25,0.25,0.26,0.23,0.23,0.24,0.23,0.23,0.24,0.22,0.23,0.21,0.2,0.22,0.22,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.26,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.15,0.16,0.14,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2
07/30/2021,5.82,5.45,3.93,2.23,2.01,1.97,1.34,1.21,1.25,1.16,1.15,1.07,0.99,0.89,0.88,0.87,0.86,0.82,0.72,0.75,0.68,0.62,0.58,0.59,0.59,0.54,0.59,0.6,0.54,0.56,0.51,0.55,0.53,0.53,0.53,0.49,0.5,0.51,0.49,0.49,0.49,0.47,0.47,0.43,0.47,0.46,0.44,0.4,0.39,0.36,0.4,0.4,0.39,0.38,0.37,0.39,0.35,0.35,0.35,0.36,0.38,0.36,0.47,0.34,0.31,0.31,0.32,0.31,0.33,0.32,0.32,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.25,0.25,0.24,0.23,0.24,0.22,0.24,0.24,0.21,0.23,0.21,0.2,0.22,0.22,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.17,0.16,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.25,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.2,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.14,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.10000000000001
08/02/2021,5.75,5.43,3.89,2.16,2.06,1.96,1.33,1.23,1.31,1.16,1.14,1.05,0.98,0.84,0.88,0.86,0.86,0.82,0.73,0.75,0.67,0.63,0.57,0.58,0.59,0.55,0.58,0.6,0.54,0.56,0.51,0.55,0.53,0.54,0.53,0.5,0.49,0.51,0.5,0.49,0.49,0.48,0.47,0.44,0.48,0.46,0.44,0.43,0.39,0.35,0.41,0.4,0.39,0.38,0.36,0.39,0.36,0.35,0.34,0.36,0.36,0.36,0.46,0.33,0.32,0.31,0.32,0.32,0.32,0.32,0.33,0.29,0.29,0.31,0.29,0.29,0.28,0.29,0.28,0.26,0.28,0.25,0.26,0.25,0.24,0.23,0.24,0.22,0.23,0.24,0.22,0.23,0.21,0.21,0.22,0.22,0.21,0.23,0.22,0.22,0.21,0.19,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.27,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.2,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.00999999999999
08/03/2021,5.79,5.43,3.61,2.16,2.05,1.95,1.33,1.23,1.34,1.16,1.15,1.05,0.98,0.82,0.88,0.88,0.85,0.81,0.73,0.75,0.68,0.62,0.58,0.58,0.59,0.55,0.59,0.61,0.54,0.56,0.51,0.55,0.52,0.54,0.54,0.5,0.49,0.51,0.5,0.5,0.49,0.48,0.48,0.45,0.48,0.46,0.45,0.43,0.39,0.35,0.41,0.4,0.39,0.38,0.37,0.4,0.35,0.35,0.34,0.37,0.36,0.36,0.47,0.33,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.29,0.3,0.33,0.0,0.29,0.28,0.29,0.29,0.26,0.27,0.26,0.26,0.25,0.24,0.23,0.24,0.23,0.23,0.24,0.22,0.22,0.21,0.2,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.16,0.16,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.27,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.17,0.13,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.99000000000001
08/04/2021,5.79,5.43,3.61,2.16,2.05,1.95,1.33,1.23,1.34,1.16,1.15,1.05,0.98,0.82,0.88,0.88,0.85,0.81,0.73,0.75,0.68,0.62,0.58,0.58,0.59,0.55,0.59,0.61,0.54,0.56,0.51,0.55,0.52,0.54,0.54,0.5,0.49,0.51,0.5,0.5,0.49,0.48,0.48,0.45,0.48,0.46,0.45,0.43,0.39,0.35,0.41,0.4,0.39,0.38,0.37,0.4,0.35,0.35,0.34,0.37,0.36,0.36,0.47,0.33,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.29,0.3,0.33,0.0,0.29,0.28,0.29,0.29,0.26,0.27,0.26,0.26,0.25,0.24,0.23,0.24,0.23,0.23,0.24,0.22,0.22,0.21,0.2,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.16,0.16,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.27,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.17,0.13,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.99000000000001
08/05/2021,5.78,5.43,3.62,2.14,2.06,1.96,1.34,1.25,1.38,1.16,1.15,1.03,0.99,0.81,0.88,0.88,0.83,0.81,0.73,0.75,0.68,0.62,0.58,0.58,0.59,0.55,0.59,0.62,0.54,0.56,0.51,0.55,0.52,0.55,0.53,0.5,0.49,0.51,0.5,0.49,0.5,0.48,0.48,0.45,0.48,0.45,0.45,0.43,0.4,0.35,0.41,0.4,0.39,0.38,0.37,0.4,0.35,0.35,0.34,0.37,0.36,0.36,0.51,0.33,0.31,0.31,0.33,0.33,0.33,0.32,0.32,0.28,0.3,0.33,0.0,0.29,0.28,0.29,0.28,0.26,0.27,0.26,0.26,0.27,0.24,0.23,0.24,0.23,0.22,0.24,0.22,0.22,0.22,0.2,0.22,0.23,0.21,0.22,0.22,0.23,0.21,0.19,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.16,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.19,0.27,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.17,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.28,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.05
08/06/2021,5.81,5.44,3.63,2.12,2.05,1.95,1.34,1.24,1.37,1.16,1.15,1.01,1.0,0.81,0.89,0.89,0.81,0.79,0.73,0.75,0.67,0.62,0.57,0.58,0.59,0.55,0.6,0.64,0.55,0.56,0.51,0.54,0.52,0.55,0.53,0.5,0.49,0.51,0.5,0.5,0.51,0.49,0.48,0.44,0.48,0.44,0.44,0.42,0.39,0.35,0.41,0.41,0.39,0.39,0.37,0.4,0.36,0.35,0.34,0.36,0.35,0.36,0.51,0.33,0.32,0.31,0.33,0.33,0.32,0.32,0.33,0.29,0.3,0.34,0.0,0.29,0.28,0.29,0.29,0.25,0.28,0.27,0.26,0.27,0.24,0.23,0.24,0.23,0.2,0.24,0.23,0.22,0.21,0.2,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.2,0.2,0.21,0.18,0.2,0.19,0.19,0.19,0.16,0.16,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.3,0.18,0.18,0.17,0.17,0.16,0.17,0.18,0.18,0.18,0.17,0.2,0.16,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.14,0.15,0.13,0.15,0.14,0.15,0.14,0.14,0.15,0.17,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.11,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.09
08/09/2021,5.79,5.47,3.63,2.18,2.06,1.96,1.33,1.29,1.38,1.16,1.15,1.02,0.97,0.83,0.89,0.87,0.82,0.81,0.74,0.76,0.67,0.61,0.58,0.57,0.61,0.55,0.59,0.63,0.54,0.55,0.5,0.53,0.51,0.56,0.53,0.49,0.48,0.51,0.5,0.5,0.53,0.49,0.49,0.45,0.49,0.44,0.43,0.42,0.39,0.35,0.4,0.41,0.4,0.38,0.37,0.4,0.36,0.34,0.34,0.37,0.35,0.37,0.0,0.33,0.32,0.31,0.33,0.33,0.32,0.32,0.32,0.28,0.3,0.34,0.0,0.29,0.28,0.29,0.29,0.26,0.26,0.27,0.27,0.28,0.23,0.22,0.24,0.23,0.2,0.24,0.23,0.23,0.21,0.21,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.18,0.2,0.21,0.19,0.19,0.19,0.18,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.17,0.17,0.21,0.32,0.18,0.19,0.17,0.17,0.16,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.13,0.15,0.16,0.16,0.13,0.14,0.13,0.15,0.13,0.15,0.14,0.15,0.15,0.16,0.12,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.1,0.13,0.12,0.0,0.11,0.14,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.57,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.24
08/10/2021,5.74,5.46,3.6,2.18,2.05,1.96,1.36,1.27,1.35,1.19,1.14,1.02,0.98,0.82,0.88,0.87,0.82,0.81,0.76,0.76,0.67,0.61,0.58,0.57,0.61,0.55,0.59,0.63,0.54,0.55,0.5,0.53,0.51,0.55,0.53,0.49,0.48,0.51,0.5,0.5,0.53,0.51,0.49,0.45,0.49,0.44,0.43,0.41,0.39,0.35,0.4,0.41,0.4,0.38,0.37,0.4,0.37,0.33,0.34,0.37,0.35,0.37,0.0,0.33,0.32,0.32,0.34,0.33,0.32,0.32,0.32,0.29,0.31,0.34,0.0,0.29,0.28,0.29,0.29,0.27,0.27,0.27,0.27,0.27,0.23,0.22,0.24,0.23,0.21,0.24,0.23,0.22,0.21,0.21,0.22,0.23,0.21,0.22,0.22,0.22,0.21,0.19,0.18,0.2,0.21,0.18,0.2,0.19,0.18,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.2,0.32,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.15,0.15,0.16,0.11,0.0,0.13,0.13,0.14,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.0,0.12,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.11,0.0,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.24
