,BRK.B,T,WMT,AAPL,AMZN,BAC,XOM,MSFT,VZ,JPM,CVS,FB,UNH,WFC,GOOGL,GOOG,CVX,INTC,JNJ,GM,CMCSA,C,COF,PFE,MS,F,CSCO,IBM,PG,PM,ORCL,MET,GS,HD,CI,AIG,PRU,ALL,MPC,KO,PSX,UPS,ABBV,DIS,MRK,PEP,WBA,TGT,AFL,USB,RTX,ANTM,CB,GE,COST,AXP,VLO,CHTR,MCK,MO,TMUS,MDT,KR,LMT,MMM,PNC,ACN,SYF,GILD,LYB,KHC,LLY,BMY,AMGN,AVGO,MCD,DUK,V,COP,EXC,HON,UNP,SO,TFC,CNC,MU,NEE,FDX,TSN,BLK,ABT,MDLZ,DD,LIN,LOW,BK,CCL,CRM,PGR,TRV,CAT,TXN,HCA,PYPL,GD,SCHW,HPE,KMI,D,NVDA,TSLA,DHR,TMO,BA,NKE,BIIB,HUM,ADBE,ABC,ADM,CAH,NOC,UAL,QCOM,HPQ,PFG,SLB,STATE STREET INSTITUTIONAL LIQ STATE STR,JCI,STT,EOG,AEP,ETN,DAL,DOW,WRK,CME,NFLX,LUMN,OXY,DE,BBY,SRE,DFS,EBAY,NEM,L,IP,SBUX,ADP,CCI,SYY,MA,NSC,HIG,TJX,PLD,LNC,PPL,KMB,GIS,CSX,WMB,AMT,AMAT,ED,REGN,FIS,PEG,MRO,CL,DISH,BKNG,EMR,AMP,MMC,XEL,DXC,KEY,CFG,CMI,TAP,APD,RF,FISV,SYK,WELL,LEN,NUE,WM,FITB,DG,BDX,PCAR,ETR,HBAN,DVA,LVS,VIAC,BEN,AFG,PSA,WEC,SSIXX,State Street Instl Liquid Reserves Prem,ICE,RSG,DHI,ARW,CBRE,GEN.,n/a,4970.T,GE.,KSS,ES,DKS,ADI,JBL,BKR,MTB,DVN,SHW,O,CAR,M,AMD,DLTR,SUM
08/12/2021,2.67,2.25,2.26,2.09,1.66,1.79,1.41,1.45,1.33,1.31,1.21,1.23,1.07,1.17,1.12,1.06,0.95,0.85,0.88,0.78,0.84,0.86,0.85,0.81,0.73,0.61,0.64,0.62,0.59,0.53,0.56,0.51,0.53,0.49,0.42,0.51,0.47,0.45,0.42,0.44,0.36,0.38,0.4,0.4,0.38,0.41,0.38,0.41,0.4,0.38,0.38,0.36,0.39,0.36,0.39,0.35,0.3,0.36,0.35,0.34,0.33,0.33,0.36,0.3,0.31,0.31,0.32,0.3,0.29,0.29,0.27,0.33,0.29,0.26,0.28,0.27,0.28,0.26,0.24,0.27,0.27,0.25,0.27,0.26,0.22,0.25,0.27,0.23,0.26,0.24,0.25,0.24,0.24,0.25,0.22,0.25,0.2,0.24,0.22,0.23,0.22,0.22,0.25,0.21,0.22,0.22,0.22,0.19,0.21,0.2,0.22,0.23,0.21,0.2,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.15,0.15,0.14,0.15,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.13,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.29
08/13/2021,2.66,2.25,2.29,2.06,1.63,1.81,1.42,1.43,1.33,1.31,1.23,1.22,1.06,1.19,1.11,1.05,0.96,0.84,0.87,0.78,0.84,0.87,0.86,0.84,0.74,0.61,0.64,0.61,0.58,0.53,0.55,0.51,0.53,0.49,0.42,0.51,0.47,0.45,0.43,0.44,0.36,0.38,0.4,0.4,0.38,0.4,0.39,0.41,0.4,0.38,0.38,0.36,0.39,0.36,0.39,0.34,0.31,0.36,0.35,0.34,0.32,0.32,0.36,0.3,0.31,0.31,0.31,0.31,0.29,0.3,0.27,0.33,0.29,0.26,0.28,0.27,0.28,0.25,0.24,0.27,0.27,0.25,0.27,0.26,0.22,0.23,0.26,0.22,0.26,0.25,0.25,0.24,0.24,0.24,0.22,0.25,0.21,0.23,0.22,0.23,0.22,0.22,0.24,0.2,0.22,0.22,0.22,0.19,0.21,0.2,0.22,0.22,0.21,0.2,0.22,0.2,0.18,0.2,0.2,0.2,0.17,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.16,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.14,0.11,0.1,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24000000000001
08/16/2021,2.66,2.23,2.28,2.09,1.61,1.83,1.39,1.44,1.32,1.32,1.25,1.21,1.04,1.21,1.1,1.05,0.96,0.83,0.87,0.78,0.84,0.88,0.89,0.82,0.75,0.61,0.64,0.62,0.58,0.52,0.55,0.52,0.54,0.49,0.41,0.52,0.48,0.45,0.43,0.43,0.36,0.38,0.4,0.4,0.38,0.4,0.39,0.4,0.4,0.39,0.38,0.34,0.4,0.0,0.39,0.34,0.31,0.36,0.35,0.34,0.32,0.32,0.36,0.3,0.31,0.31,0.31,0.31,0.3,0.3,0.27,0.32,0.28,0.26,0.28,0.27,0.27,0.25,0.24,0.27,0.27,0.25,0.27,0.26,0.21,0.21,0.27,0.22,0.26,0.25,0.25,0.24,0.24,0.24,0.22,0.25,0.21,0.23,0.22,0.23,0.23,0.21,0.24,0.2,0.22,0.22,0.22,0.19,0.21,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.17,0.18,0.17,0.19,0.18,0.19,0.15,0.0,0.18,0.18,0.14,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.16,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.14,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.13,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24
08/17/2021,2.64,2.25,2.29,2.1,1.61,1.81,1.38,1.45,1.33,1.31,1.24,1.22,1.05,1.2,1.11,1.05,0.95,0.83,0.88,0.76,0.85,0.87,0.89,0.84,0.75,0.6,0.64,0.62,0.59,0.53,0.55,0.52,0.54,0.49,0.41,0.52,0.48,0.45,0.43,0.44,0.36,0.38,0.41,0.41,0.38,0.41,0.39,0.4,0.4,0.38,0.37,0.34,0.4,0.0,0.39,0.33,0.3,0.36,0.35,0.35,0.33,0.33,0.36,0.29,0.31,0.31,0.32,0.31,0.3,0.3,0.27,0.32,0.29,0.26,0.28,0.27,0.27,0.25,0.23,0.27,0.27,0.25,0.27,0.26,0.21,0.21,0.27,0.23,0.27,0.25,0.25,0.24,0.24,0.25,0.22,0.25,0.2,0.24,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.22,0.22,0.19,0.21,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.14,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33
08/18/2021,2.64,2.25,2.29,2.1,1.61,1.81,1.38,1.45,1.33,1.31,1.24,1.22,1.05,1.2,1.11,1.05,0.95,0.83,0.88,0.76,0.85,0.87,0.89,0.84,0.75,0.6,0.64,0.62,0.59,0.53,0.55,0.52,0.54,0.49,0.41,0.52,0.48,0.45,0.43,0.44,0.36,0.38,0.41,0.41,0.38,0.41,0.39,0.4,0.4,0.38,0.37,0.34,0.4,0.0,0.39,0.33,0.3,0.36,0.35,0.35,0.33,0.33,0.36,0.29,0.31,0.31,0.32,0.31,0.3,0.3,0.27,0.32,0.29,0.26,0.28,0.27,0.27,0.25,0.23,0.27,0.27,0.25,0.27,0.26,0.21,0.21,0.27,0.23,0.27,0.25,0.25,0.24,0.24,0.25,0.22,0.25,0.2,0.24,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.22,0.22,0.19,0.21,0.2,0.22,0.23,0.21,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.17,0.18,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.13,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.14,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33
08/19/2021,2.65,2.25,2.31,2.13,1.61,1.79,1.36,1.46,1.33,1.3,1.25,1.23,1.07,1.17,1.11,1.05,0.94,0.83,0.88,0.75,0.84,0.85,0.89,0.85,0.74,0.59,0.64,0.62,0.59,0.54,0.55,0.51,0.53,0.5,0.41,0.52,0.47,0.45,0.42,0.44,0.35,0.39,0.41,0.4,0.39,0.41,0.39,0.41,0.4,0.38,0.37,0.35,0.4,0.35,0.39,0.33,0.29,0.36,0.36,0.34,0.32,0.33,0.37,0.3,0.31,0.31,0.32,0.31,0.3,0.3,0.27,0.33,0.29,0.26,0.28,0.27,0.28,0.25,0.23,0.27,0.27,0.25,0.27,0.26,0.21,0.21,0.27,0.23,0.27,0.25,0.25,0.24,0.24,0.25,0.23,0.25,0.2,0.24,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.22,0.22,0.19,0.21,0.2,0.21,0.23,0.22,0.19,0.21,0.2,0.18,0.2,0.2,0.2,0.17,0.19,0.16,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.16,0.15,0.15,0.14,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34
08/20/2021,2.68,2.26,2.33,2.13,1.6,1.79,1.36,1.46,1.35,1.3,1.28,1.21,1.09,1.17,1.11,1.06,0.95,0.83,0.91,0.72,0.85,0.86,0.88,0.88,0.74,0.57,0.64,0.62,0.59,0.54,0.56,0.51,0.53,0.48,0.42,0.52,0.47,0.45,0.42,0.44,0.34,0.39,0.42,0.4,0.4,0.41,0.4,0.4,0.4,0.38,0.37,0.36,0.41,0.35,0.4,0.33,0.29,0.37,0.36,0.35,0.32,0.34,0.39,0.3,0.32,0.31,0.32,0.31,0.31,0.29,0.28,0.33,0.29,0.27,0.28,0.28,0.28,0.25,0.23,0.27,0.27,0.25,0.27,0.26,0.22,0.21,0.28,0.23,0.27,0.25,0.25,0.25,0.23,0.25,0.22,0.25,0.2,0.24,0.22,0.23,0.22,0.21,0.25,0.2,0.23,0.22,0.22,0.19,0.21,0.19,0.2,0.23,0.22,0.19,0.21,0.2,0.18,0.2,0.2,0.2,0.17,0.19,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.14,0.16,0.15,0.15,0.14,0.13,0.12,0.16,0.14,0.14,0.16,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58000000000001
08/23/2021,2.68,2.25,2.36,2.11,1.59,1.78,1.31,1.51,1.35,1.3,1.27,1.22,1.12,1.15,1.12,1.07,0.9,0.83,0.92,0.71,0.86,0.85,0.87,0.87,0.73,0.57,0.67,0.61,0.6,0.54,0.55,0.51,0.52,0.49,0.41,0.52,0.47,0.46,0.4,0.45,0.33,0.39,0.42,0.4,0.4,0.42,0.39,0.39,0.4,0.37,0.36,0.36,0.41,0.34,0.41,0.33,0.28,0.37,0.36,0.35,0.32,0.34,0.4,0.3,0.32,0.3,0.33,0.3,0.31,0.28,0.27,0.34,0.3,0.26,0.28,0.28,0.28,0.25,0.22,0.28,0.27,0.26,0.28,0.25,0.22,0.22,0.28,0.22,0.27,0.25,0.26,0.25,0.23,0.25,0.24,0.25,0.2,0.24,0.22,0.24,0.22,0.22,0.25,0.2,0.22,0.21,0.21,0.18,0.22,0.2,0.21,0.24,0.22,0.18,0.21,0.2,0.19,0.21,0.2,0.19,0.17,0.19,0.16,0.18,0.16,0.19,0.14,0.0,0.18,0.18,0.13,0.18,0.18,0.14,0.16,0.15,0.14,0.15,0.13,0.11,0.15,0.14,0.14,0.15,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.14,0.11,0.13,0.0,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38000000000001
08/24/2021,2.66,2.23,2.36,2.12,1.59,1.78,1.3,1.53,1.34,1.29,1.27,1.22,1.12,1.14,1.12,1.07,0.9,0.82,0.91,0.7,0.86,0.85,0.86,0.86,0.73,0.56,0.67,0.61,0.6,0.54,0.55,0.51,0.52,0.5,0.41,0.52,0.47,0.46,0.4,0.44,0.33,0.39,0.42,0.4,0.4,0.42,0.39,0.4,0.4,0.37,0.37,0.36,0.41,0.0,0.41,0.33,0.28,0.37,0.36,0.35,0.32,0.34,0.4,0.3,0.31,0.31,0.33,0.3,0.31,0.29,0.27,0.33,0.3,0.26,0.28,0.28,0.28,0.25,0.22,0.28,0.27,0.25,0.28,0.26,0.22,0.22,0.29,0.22,0.27,0.25,0.26,0.25,0.23,0.25,0.25,0.25,0.2,0.25,0.22,0.24,0.22,0.21,0.26,0.2,0.22,0.22,0.21,0.18,0.22,0.21,0.21,0.24,0.22,0.18,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.19,0.16,0.18,0.17,0.19,0.14,0.0,0.18,0.18,0.13,0.18,0.18,0.14,0.16,0.15,0.14,0.15,0.13,0.11,0.15,0.15,0.14,0.15,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.11,0.13,0.14,0.11,0.13,0.0,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.34,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34
08/25/2021,2.66,2.23,2.36,2.12,1.59,1.78,1.3,1.53,1.34,1.29,1.27,1.22,1.12,1.14,1.12,1.07,0.9,0.82,0.91,0.7,0.86,0.85,0.86,0.86,0.73,0.56,0.67,0.61,0.6,0.54,0.55,0.51,0.52,0.5,0.41,0.52,0.47,0.46,0.4,0.44,0.33,0.39,0.42,0.4,0.4,0.42,0.39,0.4,0.4,0.37,0.37,0.36,0.41,0.34,0.41,0.33,0.28,0.37,0.36,0.35,0.32,0.34,0.4,0.3,0.31,0.31,0.33,0.3,0.31,0.29,0.27,0.33,0.3,0.26,0.28,0.28,0.28,0.25,0.22,0.28,0.27,0.25,0.28,0.26,0.22,0.22,0.29,0.22,0.27,0.25,0.26,0.25,0.23,0.25,0.25,0.25,0.2,0.25,0.22,0.24,0.22,0.21,0.26,0.2,0.22,0.22,0.21,0.18,0.22,0.21,0.21,0.24,0.22,0.18,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.19,0.16,0.18,0.17,0.19,0.14,0.0,0.18,0.18,0.13,0.18,0.18,0.14,0.16,0.15,0.14,0.15,0.13,0.11,0.15,0.15,0.14,0.15,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.11,0.13,0.11,0.13,0.14,0.11,0.13,0.0,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.13,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34
08/26/2021,2.65,2.21,2.33,2.13,1.61,1.79,1.35,1.52,1.33,1.3,1.26,1.23,1.1,1.14,1.14,1.09,0.91,0.84,0.9,0.69,0.86,0.85,0.86,0.88,0.74,0.56,0.67,0.61,0.59,0.53,0.55,0.51,0.53,0.49,0.41,0.52,0.47,0.46,0.42,0.44,0.34,0.38,0.42,0.4,0.39,0.41,0.39,0.39,0.4,0.37,0.37,0.36,0.41,0.34,0.4,0.33,0.29,0.37,0.36,0.35,0.32,0.33,0.4,0.3,0.31,0.31,0.33,0.3,0.31,0.29,0.27,0.33,0.3,0.26,0.28,0.27,0.28,0.25,0.23,0.28,0.27,0.25,0.27,0.26,0.22,0.22,0.28,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.25,0.2,0.25,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.21,0.21,0.18,0.22,0.22,0.22,0.23,0.22,0.19,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.14,0.16,0.15,0.15,0.15,0.13,0.11,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.14,0.11,0.13,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.1,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36
08/27/2021,2.64,2.2,2.3,2.12,1.62,1.81,1.35,1.51,1.32,1.3,1.24,1.23,1.09,1.15,1.14,1.09,0.92,0.84,0.88,0.71,0.85,0.86,0.86,0.85,0.74,0.58,0.68,0.61,0.59,0.53,0.54,0.51,0.53,0.48,0.42,0.52,0.47,0.46,0.42,0.43,0.35,0.38,0.42,0.41,0.39,0.41,0.39,0.39,0.4,0.38,0.37,0.35,0.41,0.35,0.4,0.33,0.3,0.37,0.36,0.34,0.32,0.34,0.39,0.3,0.31,0.31,0.32,0.31,0.31,0.29,0.26,0.32,0.29,0.26,0.28,0.27,0.27,0.25,0.23,0.27,0.27,0.25,0.27,0.26,0.22,0.22,0.27,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.25,0.21,0.25,0.22,0.23,0.22,0.22,0.25,0.21,0.22,0.22,0.22,0.18,0.21,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.15,0.0,0.18,0.18,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.15,0.13,0.12,0.15,0.16,0.14,0.15,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.28
08/30/2021,2.64,2.17,2.28,2.09,1.63,1.84,1.34,1.5,1.31,1.34,1.23,1.23,1.08,1.17,1.15,1.09,0.92,0.83,0.88,0.7,0.85,0.87,0.87,0.83,0.75,0.57,0.68,0.6,0.59,0.53,0.55,0.52,0.54,0.48,0.41,0.52,0.47,0.46,0.42,0.43,0.35,0.38,0.42,0.4,0.39,0.41,0.38,0.39,0.4,0.38,0.37,0.35,0.4,0.35,0.39,0.34,0.3,0.37,0.35,0.35,0.31,0.34,0.39,0.3,0.31,0.31,0.33,0.31,0.3,0.29,0.26,0.32,0.29,0.25,0.28,0.27,0.27,0.25,0.23,0.28,0.27,0.25,0.27,0.26,0.21,0.22,0.27,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.26,0.21,0.26,0.22,0.23,0.22,0.22,0.26,0.2,0.23,0.22,0.22,0.18,0.21,0.22,0.21,0.23,0.22,0.18,0.21,0.2,0.18,0.21,0.19,0.19,0.17,0.19,0.17,0.18,0.17,0.19,0.15,0.0,0.18,0.19,0.13,0.17,0.18,0.15,0.16,0.15,0.14,0.15,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.12,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.14,0.11,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24
08/31/2021,2.62,2.16,2.24,2.09,1.63,1.84,1.35,1.48,1.3,1.34,1.23,1.24,1.07,1.18,1.15,1.1,0.92,0.84,0.86,0.71,0.84,0.87,0.89,0.81,0.75,0.58,0.67,0.6,0.58,0.53,0.54,0.52,0.55,0.48,0.41,0.53,0.47,0.46,0.43,0.42,0.35,0.38,0.42,0.41,0.38,0.4,0.39,0.38,0.4,0.38,0.36,0.35,0.4,0.36,0.39,0.34,0.3,0.37,0.36,0.35,0.31,0.34,0.38,0.3,0.31,0.31,0.33,0.31,0.3,0.29,0.26,0.31,0.28,0.25,0.29,0.27,0.27,0.25,0.24,0.27,0.26,0.25,0.27,0.26,0.21,0.22,0.27,0.22,0.26,0.25,0.25,0.24,0.23,0.25,0.24,0.26,0.22,0.25,0.22,0.23,0.22,0.22,0.25,0.2,0.22,0.22,0.22,0.18,0.21,0.22,0.22,0.23,0.21,0.19,0.21,0.2,0.18,0.21,0.2,0.19,0.17,0.18,0.17,0.18,0.17,0.19,0.16,0.0,0.18,0.19,0.14,0.17,0.18,0.15,0.16,0.15,0.14,0.15,0.13,0.12,0.16,0.15,0.14,0.16,0.15,0.12,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.14,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.14,0.11,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.15
