,005930.KS,7203.T,BP.L,RDSA.AS,RYDBF,TTE.PA,NESN.SW,SAN.MC,GLEN.L,HSBA.L,7267.T,DAI.DE,ROG.SW,BAS.DE,VOD.L,DTE.DE,CBA.AX,6501.T,ENI.MI,BNP.PA,VOW3.DE,STLA.MI,ALV.DE,BHP.AX,NOVN.SW,SIE.DE,ULVR.L,RIO.L,RY.TO,TEF.MC,BATS.L,WBC.AX,SAN.PA,BBVA.MC,8306.T,GSK.L,GLE.PA,BMW.DE,TD.TO,9984.T,ENEL.MI,SU.TO,BAYN.DE,SAR.AX,BT.A.L,BNS.TO,LLOY.L,005490.KS,INGA.AS,9433.T,MT,NAB.AX,DPW.DE,REP.MC,AZN.L,AD.AS,ISP.MI,8316.T,000660.KS,SAR.AX.1,8058.T,CS.PA,9432.T,IBE.MC,3382.T,MG.TO,MC.PA,5108.T,ENB.TO,SGO.PA,NG.L,ABI.BR,005380.KS,BARC.L,BHP.L,SAP.DE,5401.T,6758.T,005935.KQ,ORA.PA,BMO.TO,6752.T,CNQ.TO,WES.AX,5020.T,SU.PA,8031.T,DGE.L,7201.T,NOVO B.CO,7751.T,ZURN.SW,6902.T,DG.PA,000270.KS,EQNR.OL,9020.T,UCG.MI,8411.T,6503.T,ML.PA,ENGI.PA,WOW.AX,AI.PA,UBSG.SW,AAL.L,IMB.L,NDA SE.ST,BAM.A.TO,1299.HK,RNO.PA,8001.T,CM.TO,CNR.TO,CRH.L,6702.T,ABBN.SW,NTR.TO,TSCO.L,1.HK,EXO.MI,096770.KS,9501.T,HOLN.SW,RIO.AX,CON.DE,RITN.,015760.KS,BN.PA,8002.T,9022.T,7270.T,CA.PA,AIR.PA,7261.T,066570.KS,4063.T,ASML.AS,OR.PA,5802.T,1925.T,012330.KS,Muenchener Rueckve,WPP.L,FRE.DE,G.MI,CPG.L,VOLV B.ST,ADS.DE,9434.T,4502.T,4188.T,NOKIA.HE,4901.T,ATD/A.NE,5411.T,SSE.L,2914.T,MFC.TO,TRP.TO,8766.T,8053.T,SREN.SW,7269.T,AV.L,6301.T,SAR.AX.2,RKT.L,RMG.L,FERG.L,4503.T,D05.SI,CVE.TO,PKN.WA,PRU.L,8015.T,7011.T,055550.KS,PHIA.AS,UPM.HE,6502.T,DBK.DE,3407.T,HM B.ST,CNA.L,KGF.L,034220.KS,BA.L,TLS.AX,POW.TO,MRW.L,8591.T,AKZA.AS,6367.T,9502.T,6981.T,CP.TO,7259.T,8750.T,VIE.PA,n/a,ANZ.AX,MT.AS,BAM,MUV2.DE,CFR.SW,ATD.B.TO,EOAN.DE,6098.T,MQG.AX,8035.T,REL.L,SWED A.ST,9101.T,KBC.BR,ITX.MC,CAP.PA,105560.KS,SUM
07/09/2021,1.82,1.56,1.47,1.45,1.28,1.15,0.99,0.94,0.86,0.82,0.82,0.81,0.71,0.63,0.62,0.57,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.51,0.5,0.49,0.49,0.49,0.49,0.48,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.36,0.36,0.36,0.35,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.53999999999999
11/24/2021,1.52,1.61,1.68,1.64,1.47,1.32,1.1,0.84,0.87,0.86,0.78,0.82,0.76,0.57,0.56,0.52,0.55,0.5,0.62,0.57,0.46,0.44,0.51,0.4,0.49,0.52,0.47,0.38,0.5,0.45,0.46,0.41,0.48,0.46,0.46,0.51,0.45,0.42,0.45,0.34,0.39,0.46,0.42,0.0,0.27,0.38,0.39,0.3,0.42,0.38,0.0,0.36,0.3,0.31,0.41,0.38,0.32,0.31,0.26,0.0,0.38,0.35,0.36,0.32,0.28,0.26,0.3,0.28,0.34,0.29,0.3,0.27,0.24,0.3,0.25,0.33,0.26,0.35,0.24,0.3,0.26,0.28,0.3,0.26,0.28,0.29,0.28,0.26,0.25,0.31,0.25,0.28,0.25,0.26,0.19,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.23,0.23,0.27,0.21,0.21,0.23,0.0,0.21,0.19,0.23,0.22,0.29,0.2,0.2,0.19,0.25,0.28,0.19,0.24,0.15,0.2,0.17,0.14,0.15,0.0,0.17,0.19,0.18,0.2,0.2,0.17,0.16,0.16,0.0,0.19,0.19,0.19,0.16,0.21,0.15,0.0,0.17,0.16,0.19,0.16,0.17,0.15,0.22,0.16,0.16,0.18,0.16,0.0,0.19,0.17,0.19,0.16,0.19,0.19,0.18,0.17,0.18,0.14,0.17,0.0,0.15,0.0,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.13,0.0,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.13,0.15,0.0,0.0,0.13,0.0,0.14,0.13,0.45,0.36,0.32,0.27,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,63.97999999999999
11/25/2021,1.52,1.61,1.68,1.64,1.47,1.32,1.1,0.84,0.87,0.86,0.78,0.82,0.76,0.57,0.56,0.52,0.55,0.5,0.62,0.57,0.46,0.44,0.51,0.4,0.49,0.52,0.47,0.38,0.5,0.45,0.46,0.41,0.48,0.46,0.46,0.51,0.45,0.42,0.45,0.34,0.39,0.46,0.42,0.0,0.27,0.38,0.39,0.3,0.42,0.38,0.0,0.36,0.3,0.31,0.41,0.38,0.32,0.31,0.26,0.0,0.38,0.35,0.36,0.32,0.28,0.26,0.3,0.28,0.34,0.29,0.3,0.27,0.24,0.3,0.25,0.33,0.26,0.35,0.24,0.3,0.26,0.28,0.3,0.26,0.28,0.29,0.28,0.26,0.25,0.31,0.25,0.28,0.25,0.26,0.19,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.23,0.23,0.27,0.21,0.21,0.23,0.0,0.21,0.19,0.23,0.22,0.29,0.2,0.2,0.19,0.25,0.28,0.19,0.24,0.15,0.2,0.17,0.14,0.15,0.0,0.17,0.19,0.18,0.2,0.2,0.17,0.16,0.16,0.0,0.19,0.19,0.19,0.16,0.21,0.15,0.0,0.17,0.16,0.19,0.16,0.17,0.15,0.22,0.16,0.16,0.18,0.16,0.0,0.19,0.17,0.19,0.16,0.19,0.19,0.18,0.17,0.18,0.14,0.17,0.0,0.15,0.0,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.13,0.0,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.13,0.15,0.0,0.0,0.13,0.0,0.14,0.13,0.45,0.36,0.32,0.27,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,63.97999999999999
11/26/2021,1.52,1.61,1.68,1.64,1.47,1.32,1.1,0.84,0.87,0.86,0.78,0.82,0.76,0.57,0.56,0.52,0.55,0.5,0.62,0.57,0.46,0.44,0.51,0.4,0.49,0.52,0.47,0.38,0.5,0.45,0.46,0.41,0.48,0.46,0.46,0.51,0.45,0.42,0.45,0.34,0.39,0.46,0.42,0.0,0.27,0.38,0.39,0.3,0.42,0.38,0.0,0.36,0.3,0.31,0.41,0.38,0.32,0.31,0.26,0.0,0.38,0.35,0.36,0.32,0.28,0.26,0.3,0.28,0.34,0.29,0.3,0.27,0.24,0.3,0.25,0.33,0.26,0.35,0.24,0.3,0.26,0.28,0.3,0.26,0.28,0.29,0.28,0.26,0.25,0.31,0.25,0.28,0.25,0.26,0.19,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.23,0.23,0.27,0.21,0.21,0.23,0.0,0.21,0.19,0.23,0.22,0.29,0.2,0.2,0.19,0.25,0.28,0.19,0.24,0.15,0.2,0.17,0.14,0.15,0.0,0.17,0.19,0.18,0.2,0.2,0.17,0.16,0.16,0.0,0.19,0.19,0.19,0.16,0.21,0.15,0.0,0.17,0.16,0.19,0.16,0.17,0.15,0.22,0.16,0.16,0.18,0.16,0.0,0.19,0.17,0.19,0.16,0.19,0.19,0.18,0.17,0.18,0.14,0.17,0.0,0.15,0.0,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.13,0.0,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.13,0.15,0.0,0.0,0.13,0.0,0.14,0.13,0.45,0.36,0.32,0.27,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,63.97999999999999
11/29/2021,1.52,1.61,1.68,1.64,1.47,1.32,1.1,0.84,0.87,0.86,0.78,0.82,0.76,0.57,0.56,0.52,0.55,0.5,0.62,0.57,0.46,0.44,0.51,0.4,0.49,0.52,0.47,0.38,0.5,0.45,0.46,0.41,0.48,0.46,0.46,0.51,0.45,0.42,0.45,0.34,0.39,0.46,0.42,0.0,0.27,0.38,0.39,0.3,0.42,0.38,0.0,0.36,0.3,0.31,0.41,0.38,0.32,0.31,0.26,0.0,0.38,0.35,0.36,0.32,0.28,0.26,0.3,0.28,0.34,0.29,0.3,0.27,0.24,0.3,0.25,0.33,0.26,0.35,0.24,0.3,0.26,0.28,0.3,0.26,0.28,0.29,0.28,0.26,0.25,0.31,0.25,0.28,0.25,0.26,0.19,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.23,0.23,0.27,0.21,0.21,0.23,0.0,0.21,0.19,0.23,0.22,0.29,0.2,0.2,0.19,0.25,0.28,0.19,0.24,0.15,0.2,0.17,0.14,0.15,0.0,0.17,0.19,0.18,0.2,0.2,0.17,0.16,0.16,0.0,0.19,0.19,0.19,0.16,0.21,0.15,0.0,0.17,0.16,0.19,0.16,0.17,0.15,0.22,0.16,0.16,0.18,0.16,0.0,0.19,0.17,0.19,0.16,0.19,0.19,0.18,0.17,0.18,0.14,0.17,0.0,0.15,0.0,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.13,0.0,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.13,0.15,0.0,0.0,0.13,0.0,0.14,0.13,0.45,0.36,0.32,0.27,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,63.97999999999999
11/30/2021,1.52,1.61,1.68,1.64,1.47,1.32,1.1,0.84,0.87,0.86,0.78,0.82,0.76,0.57,0.56,0.52,0.55,0.5,0.62,0.57,0.46,0.44,0.51,0.4,0.49,0.52,0.47,0.38,0.5,0.45,0.46,0.41,0.48,0.46,0.46,0.51,0.45,0.42,0.45,0.34,0.39,0.46,0.42,0.0,0.27,0.38,0.39,0.3,0.42,0.38,0.0,0.36,0.3,0.31,0.41,0.38,0.32,0.31,0.26,0.0,0.38,0.35,0.36,0.32,0.28,0.26,0.3,0.28,0.34,0.29,0.3,0.27,0.24,0.3,0.25,0.33,0.26,0.35,0.24,0.3,0.26,0.28,0.3,0.26,0.28,0.29,0.28,0.26,0.25,0.31,0.25,0.28,0.25,0.26,0.19,0.29,0.22,0.26,0.22,0.24,0.22,0.24,0.23,0.23,0.27,0.21,0.21,0.23,0.0,0.21,0.19,0.23,0.22,0.29,0.2,0.2,0.19,0.25,0.28,0.19,0.24,0.15,0.2,0.17,0.14,0.15,0.0,0.17,0.19,0.18,0.2,0.2,0.17,0.16,0.16,0.0,0.19,0.19,0.19,0.16,0.21,0.15,0.0,0.17,0.16,0.19,0.16,0.17,0.15,0.22,0.16,0.16,0.18,0.16,0.0,0.19,0.17,0.19,0.16,0.19,0.19,0.18,0.17,0.18,0.14,0.17,0.0,0.15,0.0,0.15,0.15,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.13,0.0,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.13,0.15,0.0,0.0,0.13,0.0,0.14,0.13,0.45,0.36,0.32,0.27,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,63.97999999999999
