,688202.SS,688202.SS.1,Cash,688202.SS.2,688202.SS.3,688202.SS.4,PYPL,ACN,688202.SS.5,HON,UPS,UNP,BA,RTX,CAT,GE,MMM,DE,688202.SS.6,SQ,LMT,688202.SS.7,FIS,ADP,CSX,FDX,NSC,SHW,ITW,FISV,ETN,EMR,GPN,NOC,WM,ROP,JCI,TEL,LHX,TT,GD,APH,PH,CARR,CMI,TDG,PAYX,CTAS,ROK,OTIS,GLW,PCAR,AME,FAST,EFX,KEYS,VRSK,ZBRA,BLL,GNRC,KSU,ODFL,IP,FTV,RSG,URI,VMC,MLM,DOV,XYL,EXPD,FLT,TRU,TRMB,GWW,TDY,BR,IR,AMCR,J,PKI,AVY,IEX,TXT,MAS,CGNX,WAB,WRK,XPO,CCK,FBHS,JBHT,HWM,LDOS,PKG,GGG,PWR,ALLE,CHRW,JKHY,LII,SNA,TTC,TREX,NDSN,BAH,AXON,PNR,CSL,OC,RHI,HUBB,AOS,WSO,MIDD,WU,ACM,ATR,ST,HEI.A,SEE,NLSN,BERY,WEX,OSK,ARW,HII,AGCO,DCI,G,ITT,LECO,JBL,SITE,IPGP,CLVT,WWD,EEFT,SON,EME,CNXC,AYI,SRCL,TTEK,COHR,MAN,LFUS,LSTR,LPX,MTZ,MSA,EXP,CACI,HEI,NATI,BWXT,KNX,TKR,VNT,KBR,CFX,MMS,RBC,VMI,FLS,NVT,HXL,SAIC,GPK,ASGN,AWI,CW,CLH,FCN,ITRI,CR,AL,ALSN,MSM,ENS,UNVR,AVT,MRCY,AIT,KEX,AFRM,SLGN,NSP,DNB,TNET,SHLS,MIC,NKLA,Navistar International Corp,CMPR,ARRY,ADT,GTES,688202.SS.8,688202.SS.9,Dj U.S. Industrials Index Swap Societe Generale,Dj U.S. Industrials Index Swap Goldman Sachs International,Ishares U.S. Industrials (Iyj) Swap Bank Of America Na,Dj U.S. Industrials Index Swap Bank Of America Na,Ishares U.S. Industrials (Iyj) Swap Morgan Stanley & Co. International Plc,Dj U.S. Industrials Index Swap Citibank Na,Dj U.S. Industrials Index Swap Ubs Ag,Dj U.S. Industrials Index Swap Morgan Stanley & Co. International Plc,Dj U.S. Industrials Index Swap Morgan Stanley & Co. International Plc - Cas,Dj U.S. Industrials Index Swap Ubs Ag - Cash Offset,SUM
07/09/2021,45.28,29.27,26.61,20.64,17.03,8.82,5.04,2.76,2.7,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,1.59,1.4,1.36,1.34,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,-1.34,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.76
07/12/2021,0.0,0.0,26.61,0.0,0.0,0.0,5.04,2.76,0.0,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,0.0,1.4,1.36,0.0,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,45.28,29.27,20.64,17.03,8.82,2.7,1.59,1.34,-1.34,-1.59,223.76
07/13/2021,0.0,0.0,26.61,0.0,0.0,0.0,5.04,2.76,0.0,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,0.0,1.4,1.36,0.0,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,45.28,29.27,20.64,17.03,8.82,2.7,1.59,1.34,-1.34,-1.59,223.76
07/14/2021,0.0,0.0,26.61,0.0,0.0,0.0,5.04,2.76,0.0,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,0.0,1.4,1.36,0.0,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,45.28,29.27,20.64,17.03,8.82,2.7,1.59,1.34,-1.34,-1.59,223.76
07/15/2021,0.0,0.0,26.61,0.0,0.0,0.0,5.04,2.76,0.0,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,0.0,1.4,1.36,0.0,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,45.28,29.27,20.64,17.03,8.82,2.7,1.59,1.34,-1.34,-1.59,223.76
07/16/2021,0.0,0.0,26.61,0.0,0.0,0.0,5.04,2.76,0.0,2.24,2.21,2.15,1.94,1.9,1.75,1.74,1.7,1.62,0.0,1.4,1.36,0.0,1.29,1.25,1.07,1.07,0.97,0.96,0.94,0.94,0.87,0.85,0.81,0.8,0.8,0.73,0.72,0.66,0.66,0.65,0.64,0.6,0.58,0.58,0.52,0.52,0.51,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.43,0.42,0.42,0.42,0.39,0.39,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.0,0.0,45.28,29.27,20.64,17.03,8.82,2.7,1.59,1.34,-1.34,-1.59,223.76000000000002
