,NVDA,TSLA,AMZN,MSFT,AAPL,HD,PYPL,ADBE,PG,CRM,TMO,NKE,AVGO,DHR,LLY,V,UNH,TXN,COST,UPS,NEE,SBUX,BLK,AMAT,TGT,MS,INTU,AMD,CAT,NOW,ISRG,DE,CHTR,SQ,VZ,ZTS,CVX,GS,LRCX,MRNA,EL,TMUS,PLD,FDX,SCHW,ADSK,TJX,NSC,ZM,CCI,TWLO,QCOM,MMC,ROKU,IDXX,PGR,MCO,MSCI,MRVL,HUM,PINS,JCI,CRWD,NXPI,CMG,KLAC,A,VEEV,SNPS,DOCU,TT,CARR,AON,CMCSA,PANW,APD,CDNS,GNRC,RMD,TEAM,KKR,TTD,PTON,MTD,ANSS,CPRT,HUBS,SWKS,WST,KEYS,ZBRA,MNST,LBRDK,MTCH,OKTA,DXCM,CTVA,AJG,CTAS,ENPH,GLW,CSGP,SIVB,AWK,EPAM,ODFL,NET,DELL,CBRE,GRMN,YUMC,BMY,DDOG,FCX,WY,AXP,KSU,LB,POOL,KR,NEM,TER,SPCE,ZS,HLT,FIVN,TROW,ADM,PODD,AES,HZNP,BILL,TYL,TECH,WLTW,MPWR,ETSY,AVY,NUAN,ALNY,BIO,COUP,CTLT,ENTG,ON,TTWO,RUN,DGX,INVH,TXG,PHM,ALLY,DT,MDB,RSG,BURL,WEC,ES,CHD,AVLR,JBHT,MAS,CDAY,FICO,TREX,BR,FSLR,CRL,Z,RGEN,ARE,IRM,PAYC,AMG,TPR,IAC,JEF,MKC,FRC,BRO,LPLA,CCK,PWR,EVR,AMP,SLM,DVA,GPS,SGEN,AGCO,ACM,BG,CPRI,TDOC,CREE,GME,JPMORGAN US GOVT MMKT FUN,LPX,HES,IVZ,EQT,DAR,WSM,KHC,AMED,GNTX,SO,XLRN,SAM,MTZ,ANET,ALB,PEGA,AXON,MANH,BBWI WI,HCA,UTHR,PCTY,PXD,BBWI,GOOGL,BX,PM,COF,MSI,FTNT,CSCO,NUE,IT,CDW,EXR,DECK,IPG,AN,BYD,KSS,DKS,LSI,TRGP,FIVE,XYL,UAA,n/a,LBEUR,DVN,LNG,WAL,RF,JLL,BUWA.,WOLF,WM,PLUG,SUM
08/13/2021,2.08,2.09,1.73,1.97,1.79,1.68,1.51,1.42,1.29,1.09,1.1,1.13,0.98,1.05,1.05,0.91,0.9,0.88,0.96,0.75,0.86,0.75,0.73,0.71,0.75,0.79,0.74,0.76,0.67,0.65,0.65,0.64,0.62,0.66,0.57,0.59,0.57,0.62,0.54,0.97,0.52,0.48,0.53,0.45,0.5,0.52,0.49,0.45,0.42,0.44,0.41,0.46,0.47,0.38,0.45,0.42,0.43,0.45,0.41,0.36,0.29,0.41,0.37,0.42,0.46,0.42,0.4,0.38,0.39,0.39,0.38,0.43,0.41,0.36,0.34,0.33,0.37,0.33,0.38,0.41,0.37,0.38,0.3,0.36,0.33,0.34,0.35,0.31,0.36,0.33,0.32,0.34,0.32,0.27,0.29,0.36,0.33,0.3,0.31,0.29,0.31,0.31,0.32,0.34,0.36,0.32,0.33,0.29,0.31,0.32,0.26,0.28,0.33,0.3,0.29,0.28,0.29,0.0,0.29,0.31,0.25,0.26,0.0,0.29,0.27,0.27,0.3,0.27,0.25,0.24,0.29,0.28,0.27,0.27,0.25,0.32,0.25,0.26,0.25,0.3,0.3,0.19,0.27,0.26,0.3,0.24,0.21,0.27,0.24,0.21,0.24,0.26,0.25,0.25,0.26,0.26,0.26,0.27,0.23,0.22,0.24,0.24,0.25,0.21,0.24,0.25,0.25,0.26,0.2,0.27,0.24,0.24,0.26,0.22,0.24,0.2,0.24,0.21,0.23,0.23,0.24,0.24,0.24,0.2,0.23,0.2,0.23,0.2,0.22,0.23,0.22,0.22,0.24,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.23,0.0,0.0,0.0,0.23,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.96000000000001
08/16/2021,2.07,2.12,1.72,1.99,1.83,1.69,1.51,1.44,1.3,1.11,1.1,1.12,0.98,1.06,1.03,0.89,0.88,0.87,0.96,0.76,0.89,0.74,0.74,0.66,0.75,0.81,0.75,0.76,0.68,0.65,0.65,0.66,0.63,0.65,0.57,0.6,0.57,0.63,0.51,0.83,0.52,0.49,0.53,0.45,0.5,0.52,0.49,0.46,0.41,0.44,0.42,0.46,0.47,0.37,0.45,0.43,0.43,0.45,0.41,0.35,0.28,0.41,0.36,0.41,0.46,0.4,0.4,0.38,0.39,0.38,0.38,0.43,0.42,0.36,0.33,0.33,0.38,0.33,0.38,0.42,0.37,0.37,0.3,0.36,0.33,0.33,0.35,0.31,0.36,0.33,0.32,0.33,0.33,0.27,0.3,0.35,0.33,0.3,0.3,0.29,0.3,0.3,0.33,0.34,0.35,0.32,0.32,0.29,0.31,0.32,0.25,0.28,0.34,0.3,0.29,0.28,0.29,0.0,0.29,0.31,0.25,0.25,0.0,0.29,0.26,0.27,0.29,0.27,0.25,0.25,0.29,0.28,0.27,0.27,0.25,0.32,0.26,0.26,0.25,0.29,0.3,0.2,0.27,0.24,0.29,0.24,0.21,0.27,0.24,0.2,0.25,0.27,0.25,0.25,0.26,0.26,0.26,0.27,0.23,0.23,0.24,0.25,0.26,0.21,0.25,0.25,0.25,0.26,0.2,0.28,0.24,0.24,0.27,0.23,0.24,0.2,0.24,0.22,0.24,0.23,0.24,0.24,0.25,0.2,0.23,0.2,0.23,0.2,0.22,0.24,0.23,0.22,0.24,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.2,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.94
08/17/2021,2.1,2.11,1.71,2.01,1.83,1.67,1.51,1.45,1.3,1.12,1.11,1.13,0.98,1.07,1.03,0.89,0.89,0.88,0.97,0.76,0.89,0.75,0.73,0.67,0.75,0.81,0.75,0.79,0.68,0.66,0.65,0.66,0.63,0.64,0.58,0.6,0.57,0.63,0.51,0.82,0.52,0.49,0.53,0.45,0.49,0.53,0.48,0.46,0.4,0.45,0.41,0.47,0.47,0.36,0.45,0.42,0.43,0.45,0.42,0.36,0.28,0.41,0.36,0.41,0.47,0.4,0.41,0.38,0.39,0.38,0.38,0.43,0.42,0.37,0.34,0.33,0.38,0.33,0.38,0.42,0.37,0.35,0.29,0.36,0.33,0.33,0.36,0.31,0.37,0.33,0.32,0.33,0.32,0.26,0.3,0.35,0.33,0.3,0.3,0.28,0.3,0.31,0.32,0.34,0.36,0.33,0.32,0.29,0.31,0.32,0.26,0.28,0.35,0.3,0.29,0.27,0.29,0.0,0.29,0.31,0.25,0.25,0.0,0.29,0.26,0.26,0.29,0.27,0.26,0.25,0.29,0.29,0.27,0.27,0.25,0.32,0.26,0.26,0.25,0.28,0.3,0.0,0.27,0.25,0.29,0.24,0.2,0.27,0.25,0.2,0.25,0.27,0.25,0.26,0.27,0.26,0.26,0.27,0.23,0.23,0.25,0.25,0.25,0.2,0.25,0.25,0.25,0.26,0.0,0.28,0.24,0.24,0.26,0.22,0.24,0.0,0.24,0.22,0.24,0.23,0.24,0.24,0.25,0.2,0.23,0.19,0.23,0.19,0.22,0.24,0.22,0.22,0.23,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.23,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.19,0.19,0.23,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
08/18/2021,2.1,2.11,1.71,2.01,1.83,1.67,1.51,1.45,1.3,1.12,1.11,1.13,0.98,1.07,1.03,0.89,0.89,0.88,0.97,0.76,0.89,0.75,0.73,0.67,0.75,0.81,0.75,0.79,0.68,0.66,0.65,0.66,0.63,0.64,0.58,0.6,0.57,0.63,0.51,0.82,0.52,0.49,0.53,0.45,0.49,0.53,0.48,0.46,0.4,0.45,0.41,0.47,0.47,0.36,0.45,0.42,0.43,0.45,0.42,0.36,0.28,0.41,0.36,0.41,0.47,0.4,0.41,0.38,0.39,0.38,0.38,0.43,0.42,0.37,0.34,0.33,0.38,0.33,0.38,0.42,0.37,0.35,0.29,0.36,0.33,0.33,0.36,0.31,0.37,0.33,0.32,0.33,0.32,0.26,0.3,0.35,0.33,0.3,0.3,0.28,0.3,0.31,0.32,0.34,0.36,0.33,0.32,0.29,0.31,0.32,0.26,0.28,0.35,0.3,0.29,0.27,0.29,0.0,0.29,0.31,0.25,0.25,0.0,0.29,0.26,0.26,0.29,0.27,0.26,0.25,0.29,0.29,0.27,0.27,0.25,0.32,0.26,0.26,0.25,0.28,0.3,0.0,0.27,0.25,0.29,0.24,0.2,0.27,0.25,0.2,0.25,0.27,0.25,0.26,0.27,0.26,0.26,0.27,0.23,0.23,0.25,0.25,0.25,0.2,0.25,0.25,0.25,0.26,0.0,0.28,0.24,0.24,0.26,0.22,0.24,0.0,0.24,0.22,0.24,0.23,0.24,0.24,0.25,0.2,0.23,0.19,0.23,0.19,0.22,0.24,0.22,0.22,0.23,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.23,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.19,0.19,0.23,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
08/19/2021,2.08,2.02,1.72,2.02,1.86,1.69,1.53,1.45,1.31,1.11,1.13,1.13,0.99,1.08,1.05,0.9,0.91,0.88,0.98,0.77,0.9,0.76,0.74,0.68,0.75,0.8,0.75,0.77,0.68,0.65,0.66,0.65,0.64,0.63,0.58,0.61,0.56,0.62,0.52,0.79,0.52,0.48,0.54,0.46,0.49,0.52,0.48,0.46,0.39,0.45,0.39,0.47,0.48,0.36,0.45,0.43,0.44,0.45,0.41,0.36,0.28,0.41,0.34,0.41,0.46,0.4,0.41,0.38,0.39,0.37,0.39,0.43,0.43,0.37,0.33,0.33,0.38,0.32,0.39,0.42,0.36,0.34,0.29,0.37,0.33,0.33,0.35,0.3,0.37,0.33,0.33,0.33,0.33,0.26,0.29,0.36,0.32,0.3,0.31,0.27,0.3,0.3,0.32,0.35,0.36,0.33,0.32,0.29,0.31,0.32,0.25,0.29,0.35,0.29,0.29,0.27,0.29,0.0,0.29,0.32,0.25,0.25,0.0,0.29,0.26,0.26,0.29,0.28,0.26,0.24,0.29,0.28,0.27,0.28,0.25,0.32,0.26,0.26,0.25,0.28,0.3,0.0,0.27,0.25,0.29,0.24,0.19,0.27,0.25,0.2,0.25,0.26,0.24,0.25,0.27,0.25,0.26,0.28,0.23,0.23,0.25,0.25,0.25,0.2,0.25,0.25,0.25,0.26,0.19,0.28,0.24,0.24,0.27,0.22,0.23,0.0,0.23,0.22,0.24,0.24,0.24,0.24,0.25,0.2,0.23,0.2,0.23,0.0,0.22,0.24,0.22,0.22,0.23,0.0,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.24,0.19,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.22,0.0,0.19,0.19,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.97
08/20/2021,2.05,1.98,1.7,2.03,1.86,1.64,1.5,1.46,1.33,1.11,1.14,1.13,0.98,1.1,1.07,0.91,0.93,0.87,0.99,0.78,0.91,0.76,0.74,0.67,0.73,0.8,0.75,0.78,0.67,0.66,0.68,0.65,0.65,0.63,0.59,0.62,0.57,0.62,0.51,0.86,0.51,0.48,0.55,0.46,0.49,0.52,0.48,0.46,0.39,0.46,0.39,0.46,0.48,0.36,0.46,0.42,0.44,0.46,0.41,0.36,0.28,0.41,0.34,0.4,0.47,0.4,0.41,0.38,0.39,0.37,0.39,0.42,0.43,0.37,0.33,0.33,0.38,0.31,0.39,0.42,0.36,0.34,0.3,0.37,0.33,0.33,0.35,0.3,0.38,0.33,0.32,0.33,0.33,0.26,0.29,0.37,0.33,0.3,0.31,0.26,0.3,0.3,0.31,0.35,0.37,0.33,0.32,0.29,0.31,0.32,0.25,0.29,0.35,0.28,0.29,0.27,0.3,0.0,0.29,0.33,0.25,0.25,0.0,0.29,0.26,0.26,0.29,0.27,0.27,0.24,0.29,0.27,0.27,0.28,0.25,0.32,0.26,0.26,0.25,0.29,0.3,0.0,0.27,0.25,0.28,0.24,0.19,0.28,0.25,0.21,0.24,0.26,0.25,0.25,0.27,0.25,0.27,0.28,0.24,0.23,0.25,0.25,0.25,0.21,0.24,0.26,0.24,0.26,0.19,0.28,0.25,0.24,0.27,0.22,0.23,0.0,0.23,0.23,0.24,0.24,0.24,0.24,0.25,0.2,0.23,0.2,0.23,0.0,0.23,0.23,0.22,0.22,0.22,0.19,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.21,0.0,0.19,0.0,0.22,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.06
08/23/2021,2.1,2.02,1.69,2.07,1.83,1.66,1.51,1.48,1.34,1.15,1.14,1.11,0.97,1.1,1.07,0.9,0.95,0.88,1.0,0.78,0.92,0.75,0.74,0.68,0.71,0.79,0.77,0.76,0.65,0.67,0.7,0.62,0.65,0.63,0.58,0.63,0.53,0.61,0.52,0.81,0.53,0.48,0.55,0.45,0.48,0.53,0.51,0.46,0.38,0.46,0.39,0.45,0.49,0.35,0.46,0.43,0.43,0.45,0.41,0.37,0.27,0.42,0.35,0.4,0.47,0.4,0.44,0.38,0.43,0.37,0.39,0.43,0.43,0.37,0.33,0.33,0.39,0.31,0.4,0.43,0.35,0.33,0.29,0.37,0.33,0.33,0.35,0.3,0.38,0.34,0.33,0.34,0.33,0.26,0.3,0.37,0.31,0.31,0.31,0.26,0.31,0.3,0.31,0.35,0.37,0.33,0.32,0.29,0.3,0.32,0.25,0.29,0.35,0.26,0.29,0.27,0.3,0.0,0.29,0.34,0.24,0.25,0.0,0.3,0.26,0.25,0.29,0.27,0.27,0.24,0.28,0.29,0.27,0.28,0.25,0.33,0.26,0.26,0.26,0.29,0.31,0.19,0.27,0.25,0.28,0.24,0.0,0.28,0.25,0.2,0.24,0.26,0.25,0.25,0.27,0.27,0.27,0.28,0.24,0.23,0.25,0.24,0.26,0.21,0.25,0.25,0.25,0.27,0.0,0.29,0.25,0.24,0.26,0.21,0.22,0.2,0.23,0.23,0.24,0.24,0.23,0.24,0.25,0.2,0.22,0.19,0.23,0.0,0.23,0.22,0.22,0.21,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.19,0.21,0.0,0.0,0.19,0.25,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.27000000000001
08/24/2021,2.19,2.02,1.68,2.1,1.84,1.68,1.51,1.48,1.33,1.15,1.14,1.11,0.97,1.1,1.06,0.89,0.94,0.87,1.0,0.77,0.93,0.74,0.74,0.66,0.73,0.79,0.76,0.76,0.64,0.68,0.69,0.61,0.65,0.64,0.58,0.62,0.53,0.61,0.5,0.82,0.53,0.48,0.55,0.44,0.48,0.53,0.51,0.45,0.38,0.46,0.39,0.45,0.48,0.36,0.46,0.43,0.43,0.45,0.42,0.36,0.27,0.41,0.35,0.4,0.47,0.4,0.43,0.38,0.43,0.37,0.39,0.43,0.43,0.37,0.33,0.32,0.39,0.32,0.4,0.44,0.35,0.33,0.29,0.36,0.33,0.33,0.36,0.3,0.38,0.34,0.33,0.33,0.33,0.26,0.29,0.37,0.3,0.31,0.31,0.27,0.3,0.3,0.31,0.35,0.37,0.33,0.32,0.29,0.3,0.33,0.25,0.29,0.34,0.26,0.29,0.26,0.29,0.0,0.29,0.34,0.24,0.24,0.0,0.3,0.26,0.25,0.29,0.26,0.27,0.24,0.29,0.29,0.27,0.28,0.25,0.33,0.27,0.26,0.25,0.29,0.3,0.2,0.28,0.24,0.28,0.24,0.0,0.27,0.25,0.2,0.24,0.25,0.25,0.25,0.27,0.26,0.27,0.28,0.23,0.23,0.25,0.24,0.26,0.2,0.25,0.25,0.25,0.27,0.0,0.29,0.25,0.24,0.27,0.22,0.22,0.2,0.23,0.22,0.23,0.24,0.24,0.24,0.25,0.2,0.22,0.19,0.23,0.0,0.23,0.22,0.22,0.2,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.21,0.0,0.19,0.19,0.25,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17
08/25/2021,2.19,2.02,1.68,2.1,1.84,1.68,1.51,1.48,1.33,1.15,1.14,1.11,0.97,1.1,1.06,0.89,0.94,0.87,1.0,0.77,0.93,0.74,0.74,0.66,0.73,0.79,0.76,0.76,0.64,0.68,0.69,0.61,0.65,0.64,0.58,0.62,0.53,0.61,0.5,0.82,0.53,0.48,0.55,0.44,0.48,0.53,0.51,0.45,0.38,0.46,0.39,0.45,0.48,0.36,0.46,0.43,0.43,0.45,0.42,0.36,0.27,0.41,0.35,0.4,0.47,0.4,0.43,0.38,0.43,0.37,0.39,0.43,0.43,0.37,0.33,0.32,0.39,0.32,0.4,0.44,0.35,0.33,0.29,0.36,0.33,0.33,0.36,0.3,0.38,0.34,0.33,0.33,0.33,0.26,0.29,0.37,0.3,0.31,0.31,0.27,0.3,0.3,0.31,0.35,0.37,0.33,0.32,0.29,0.3,0.33,0.25,0.29,0.34,0.26,0.29,0.26,0.29,0.0,0.29,0.34,0.24,0.24,0.0,0.3,0.26,0.25,0.29,0.26,0.27,0.24,0.29,0.29,0.27,0.28,0.25,0.33,0.27,0.26,0.25,0.29,0.3,0.2,0.28,0.24,0.28,0.24,0.0,0.27,0.25,0.2,0.24,0.25,0.25,0.25,0.27,0.26,0.27,0.28,0.23,0.23,0.25,0.24,0.26,0.2,0.25,0.25,0.25,0.27,0.0,0.29,0.25,0.24,0.27,0.22,0.22,0.2,0.23,0.22,0.23,0.24,0.24,0.24,0.25,0.2,0.22,0.19,0.23,0.0,0.23,0.22,0.22,0.2,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.21,0.0,0.19,0.19,0.25,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17
08/26/2021,2.28,2.07,1.69,2.08,1.83,1.65,1.51,1.49,1.3,1.16,1.12,1.11,0.97,1.08,1.04,0.89,0.92,0.87,0.98,0.76,0.9,0.74,0.74,0.67,0.72,0.79,0.76,0.78,0.65,0.69,0.68,0.62,0.65,0.65,0.57,0.61,0.54,0.61,0.51,0.87,0.53,0.48,0.54,0.44,0.48,0.53,0.51,0.45,0.38,0.45,0.39,0.45,0.48,0.36,0.45,0.43,0.43,0.44,0.43,0.36,0.27,0.41,0.36,0.4,0.47,0.4,0.43,0.38,0.43,0.37,0.39,0.42,0.42,0.37,0.33,0.32,0.39,0.33,0.39,0.44,0.36,0.34,0.28,0.36,0.33,0.33,0.36,0.3,0.37,0.34,0.33,0.33,0.33,0.26,0.3,0.37,0.3,0.3,0.31,0.27,0.3,0.3,0.31,0.35,0.37,0.33,0.33,0.29,0.3,0.33,0.25,0.29,0.34,0.27,0.29,0.26,0.29,0.0,0.28,0.34,0.24,0.25,0.0,0.3,0.26,0.25,0.29,0.26,0.26,0.24,0.29,0.3,0.26,0.28,0.25,0.33,0.26,0.26,0.25,0.28,0.3,0.2,0.28,0.25,0.28,0.24,0.0,0.27,0.25,0.2,0.24,0.25,0.25,0.25,0.27,0.25,0.26,0.27,0.23,0.24,0.25,0.24,0.26,0.2,0.25,0.25,0.25,0.27,0.19,0.29,0.24,0.24,0.27,0.21,0.23,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.25,0.2,0.22,0.19,0.23,0.0,0.23,0.22,0.22,0.21,0.22,0.19,0.0,0.0,0.0,0.21,0.0,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.25,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.18
08/27/2021,2.25,2.07,1.71,2.06,1.82,1.63,1.52,1.48,1.29,1.15,1.11,1.11,0.96,1.08,1.01,0.89,0.91,0.87,0.97,0.75,0.89,0.73,0.74,0.67,0.71,0.79,0.76,0.76,0.65,0.69,0.68,0.62,0.64,0.64,0.56,0.61,0.54,0.62,0.51,0.83,0.53,0.48,0.53,0.44,0.49,0.53,0.51,0.44,0.38,0.44,0.4,0.45,0.48,0.36,0.44,0.42,0.42,0.44,0.43,0.36,0.27,0.41,0.39,0.41,0.47,0.4,0.43,0.38,0.43,0.37,0.39,0.43,0.42,0.36,0.39,0.32,0.39,0.33,0.38,0.44,0.36,0.34,0.3,0.36,0.33,0.33,0.36,0.3,0.37,0.34,0.33,0.32,0.33,0.27,0.31,0.37,0.3,0.3,0.3,0.27,0.3,0.3,0.31,0.34,0.37,0.33,0.33,0.29,0.3,0.33,0.25,0.28,0.35,0.28,0.29,0.26,0.29,0.0,0.28,0.33,0.24,0.25,0.0,0.31,0.27,0.25,0.29,0.26,0.27,0.24,0.29,0.3,0.26,0.28,0.25,0.33,0.27,0.26,0.25,0.29,0.3,0.21,0.28,0.25,0.29,0.24,0.19,0.27,0.25,0.21,0.24,0.25,0.25,0.26,0.27,0.26,0.26,0.27,0.22,0.24,0.24,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.0,0.29,0.24,0.24,0.27,0.22,0.23,0.2,0.24,0.22,0.23,0.24,0.24,0.24,0.25,0.2,0.23,0.19,0.23,0.0,0.23,0.23,0.22,0.21,0.24,0.0,0.19,0.22,0.0,0.22,0.0,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.22,0.0,0.0,0.0,0.25,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.13
08/30/2021,2.28,2.05,1.71,2.04,1.8,1.61,1.49,1.47,1.28,1.18,1.12,1.09,0.97,1.07,1.01,0.88,0.9,0.87,0.97,0.75,0.89,0.73,0.74,0.68,0.7,0.8,0.76,0.76,0.65,0.69,0.67,0.64,0.64,0.63,0.56,0.6,0.54,0.62,0.51,0.84,0.53,0.46,0.53,0.44,0.49,0.49,0.5,0.44,0.38,0.43,0.4,0.45,0.48,0.35,0.45,0.42,0.42,0.45,0.43,0.35,0.28,0.43,0.41,0.42,0.47,0.41,0.44,0.38,0.43,0.37,0.39,0.43,0.42,0.36,0.41,0.31,0.39,0.33,0.39,0.43,0.35,0.33,0.3,0.36,0.33,0.33,0.36,0.3,0.37,0.35,0.33,0.33,0.33,0.26,0.33,0.37,0.31,0.3,0.3,0.27,0.3,0.3,0.31,0.34,0.36,0.33,0.32,0.29,0.3,0.33,0.25,0.28,0.34,0.27,0.29,0.27,0.29,0.0,0.28,0.33,0.24,0.25,0.0,0.32,0.27,0.25,0.29,0.26,0.26,0.23,0.29,0.3,0.26,0.28,0.25,0.34,0.28,0.27,0.25,0.29,0.31,0.21,0.29,0.25,0.29,0.23,0.0,0.27,0.25,0.2,0.24,0.26,0.26,0.26,0.27,0.24,0.26,0.27,0.22,0.24,0.25,0.24,0.26,0.2,0.25,0.24,0.24,0.27,0.19,0.3,0.24,0.24,0.27,0.22,0.22,0.2,0.24,0.21,0.23,0.24,0.24,0.24,0.26,0.2,0.23,0.0,0.23,0.0,0.24,0.23,0.23,0.21,0.22,0.0,0.0,0.21,0.0,0.22,0.0,0.19,0.0,0.22,0.22,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.19,0.25,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.07
