,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,CI,PNC,DUK,USB,CME,EL,GM,CSX,EQIX,ATVI,TFC,BDX,MMC,CB,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,WM,NXPI,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,IQV,KLAC,PSA,DOW,TROW,A,KMB,MSCI,ROST,EBAY,LHX,TEL,TT,CMG,MET,SLB,ALGN,EXC,CNC,DLR,APTV,INFO,DXCM,AEP,GD,SNPS,SRE,SPG,APH,EA,ALXN,BAX,DD,ORLY,AIG,PPG,BK,MCHP,PRU,ALL,CARR,PH,STATE STREET INSTITUTIONAL LIQ STATE STR,SYY,MPC,STZ,CDNS,MSI,TRV,MAR,PSX,IFF,DFS,XEL,SSIXX,WELL,RMD,GIS,State Street Instl Liquid Reserves Prem,FTNT,YUM,SBAC,CTSH,HLT,GEN.,GE.,NUE,WBA,XLNX,ROK,n/a,MTD,MRNA,SIVB,AZO,PAYX,O,CTAS,FRC,HPQ,SUM
09/02/2021,6.39,6.08,3.9,2.42,2.31,2.21,1.44,1.5,1.5,1.29,1.22,1.04,1.05,0.9,0.93,0.93,0.82,0.87,0.84,0.85,0.73,0.67,0.6,0.68,0.58,0.66,0.7,0.6,0.58,0.52,0.57,0.57,0.57,0.58,0.52,0.57,0.54,0.54,0.56,0.53,0.55,0.47,0.54,0.47,0.48,0.44,0.43,0.37,0.43,0.43,0.44,0.4,0.39,0.44,0.4,0.34,0.39,0.41,0.36,0.41,0.34,0.32,0.36,0.38,0.33,0.35,0.33,0.33,0.31,0.36,0.3,0.31,0.33,0.34,0.29,0.32,0.3,0.29,0.28,0.3,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.21,0.24,0.24,0.23,0.19,0.21,0.21,0.2,0.19,0.21,0.17,0.2,0.2,0.17,0.2,0.19,0.21,0.22,0.17,0.2,0.17,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.24,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.13,0.13,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.1,0.1,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.13,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38
09/03/2021,6.34,6.05,3.96,2.42,2.32,2.21,1.44,1.48,1.51,1.29,1.21,1.03,1.05,0.9,0.92,0.93,0.81,0.88,0.84,0.85,0.74,0.67,0.61,0.68,0.58,0.66,0.69,0.6,0.58,0.52,0.58,0.57,0.56,0.58,0.51,0.57,0.54,0.54,0.55,0.5,0.55,0.47,0.54,0.47,0.48,0.44,0.43,0.38,0.43,0.43,0.44,0.4,0.38,0.44,0.4,0.35,0.39,0.41,0.37,0.42,0.34,0.32,0.36,0.38,0.33,0.35,0.33,0.32,0.31,0.36,0.3,0.31,0.33,0.34,0.29,0.32,0.3,0.29,0.28,0.3,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.24,0.23,0.19,0.22,0.21,0.21,0.19,0.21,0.17,0.2,0.2,0.17,0.2,0.19,0.21,0.22,0.17,0.2,0.17,0.18,0.17,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.16,0.23,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.1,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.1,0.1,0.11,0.13,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.34
09/06/2021,6.4,6.02,3.94,2.39,2.29,2.18,1.43,1.48,1.5,1.29,1.22,1.01,1.06,0.89,0.93,0.94,0.79,0.88,0.82,0.84,0.75,0.69,0.61,0.68,0.58,0.67,0.7,0.61,0.58,0.53,0.58,0.53,0.55,0.59,0.52,0.57,0.53,0.54,0.55,0.49,0.56,0.47,0.54,0.48,0.48,0.44,0.44,0.38,0.43,0.43,0.44,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.42,0.34,0.32,0.36,0.38,0.33,0.36,0.33,0.32,0.31,0.35,0.3,0.31,0.34,0.35,0.28,0.32,0.3,0.29,0.29,0.3,0.25,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.23,0.23,0.2,0.22,0.22,0.2,0.19,0.21,0.17,0.2,0.21,0.17,0.2,0.2,0.21,0.22,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.2,0.19,0.17,0.18,0.18,0.16,0.23,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.12,0.13,0.18,0.15,0.14,0.16,0.15,0.15,0.17,0.14,0.15,0.13,0.14,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.0,0.13,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.31000000000002
09/07/2021,6.43,6.02,3.96,2.39,2.3,2.19,1.42,1.51,1.5,1.28,1.22,1.01,1.06,0.9,0.93,0.94,0.79,0.87,0.82,0.85,0.75,0.7,0.61,0.68,0.57,0.67,0.7,0.61,0.58,0.52,0.58,0.52,0.55,0.59,0.52,0.58,0.54,0.55,0.55,0.48,0.56,0.47,0.54,0.47,0.48,0.43,0.44,0.38,0.42,0.44,0.43,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.41,0.34,0.32,0.35,0.37,0.33,0.36,0.33,0.32,0.31,0.35,0.3,0.3,0.34,0.35,0.28,0.32,0.3,0.29,0.29,0.3,0.25,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.23,0.23,0.2,0.22,0.22,0.2,0.19,0.21,0.17,0.19,0.21,0.17,0.2,0.2,0.21,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.23,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.12,0.13,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.1,0.14,0.13,0.0,0.13,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.31
09/08/2021,6.43,6.02,3.96,2.39,2.3,2.19,1.42,1.51,1.5,1.28,1.22,1.01,1.06,0.9,0.93,0.94,0.79,0.87,0.82,0.85,0.75,0.7,0.61,0.69,0.57,0.67,0.7,0.61,0.58,0.52,0.58,0.52,0.55,0.59,0.52,0.58,0.54,0.55,0.55,0.48,0.56,0.47,0.54,0.47,0.48,0.43,0.44,0.38,0.42,0.44,0.43,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.41,0.34,0.32,0.35,0.37,0.33,0.36,0.33,0.32,0.31,0.35,0.3,0.3,0.34,0.35,0.28,0.32,0.3,0.29,0.29,0.3,0.25,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.23,0.23,0.2,0.22,0.22,0.2,0.19,0.21,0.17,0.19,0.21,0.17,0.2,0.2,0.21,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.23,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.12,0.13,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.1,0.14,0.13,0.0,0.13,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32000000000001
09/09/2021,6.43,6.02,3.96,2.39,2.3,2.19,1.42,1.51,1.5,1.28,1.22,1.01,1.06,0.9,0.93,0.94,0.79,0.87,0.82,0.85,0.75,0.7,0.61,0.69,0.57,0.67,0.7,0.61,0.58,0.52,0.58,0.52,0.55,0.59,0.52,0.58,0.54,0.55,0.55,0.48,0.56,0.47,0.54,0.47,0.48,0.43,0.44,0.38,0.42,0.44,0.43,0.39,0.38,0.45,0.39,0.35,0.39,0.41,0.37,0.41,0.34,0.32,0.35,0.37,0.33,0.36,0.33,0.32,0.31,0.35,0.3,0.3,0.34,0.35,0.28,0.32,0.3,0.29,0.29,0.3,0.25,0.23,0.26,0.25,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.23,0.21,0.24,0.23,0.23,0.2,0.22,0.22,0.2,0.19,0.21,0.17,0.19,0.21,0.17,0.2,0.2,0.21,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.23,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.12,0.13,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.1,0.14,0.13,0.0,0.13,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.12,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32000000000001
09/10/2021,6.55,6.02,4.01,2.44,2.31,2.21,1.41,1.5,1.55,1.28,1.21,1.02,1.06,0.92,0.93,0.94,0.8,0.89,0.83,0.84,0.74,0.72,0.61,0.68,0.58,0.66,0.7,0.61,0.57,0.52,0.57,0.51,0.55,0.6,0.51,0.58,0.54,0.54,0.54,0.49,0.56,0.47,0.54,0.47,0.48,0.43,0.44,0.38,0.41,0.43,0.44,0.39,0.38,0.45,0.39,0.34,0.39,0.41,0.36,0.41,0.34,0.32,0.35,0.37,0.33,0.36,0.33,0.32,0.31,0.35,0.29,0.3,0.34,0.35,0.28,0.31,0.3,0.29,0.29,0.29,0.25,0.23,0.26,0.26,0.22,0.27,0.21,0.23,0.22,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.2,0.22,0.21,0.2,0.18,0.21,0.17,0.19,0.21,0.16,0.2,0.2,0.21,0.22,0.17,0.19,0.17,0.18,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.23,0.17,0.19,0.16,0.17,0.16,0.14,0.16,0.15,0.12,0.13,0.18,0.15,0.14,0.16,0.16,0.14,0.17,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.11,0.13,0.12,0.13,0.12,0.14,0.12,0.1,0.14,0.13,0.1,0.13,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.11,0.11,0.1,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39999999999999
09/13/2021,6.48,6.0,4.0,2.43,2.31,2.22,1.42,1.48,1.56,1.29,1.19,1.03,1.05,0.9,0.95,0.95,0.82,0.91,0.83,0.85,0.73,0.71,0.6,0.67,0.58,0.66,0.69,0.61,0.58,0.53,0.58,0.51,0.56,0.6,0.5,0.58,0.54,0.54,0.51,0.49,0.56,0.47,0.55,0.48,0.48,0.43,0.43,0.37,0.42,0.44,0.44,0.38,0.38,0.45,0.39,0.33,0.39,0.42,0.38,0.42,0.34,0.32,0.35,0.37,0.33,0.36,0.33,0.32,0.3,0.34,0.29,0.3,0.34,0.34,0.28,0.31,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.26,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.2,0.22,0.21,0.2,0.18,0.21,0.17,0.19,0.2,0.16,0.2,0.2,0.22,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.24,0.17,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.14,0.13,0.18,0.15,0.13,0.16,0.15,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.13,0.13,0.12,0.14,0.12,0.1,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.37
09/14/2021,6.31,6.02,4.02,2.45,2.29,2.19,1.42,1.51,1.53,1.29,1.19,1.03,1.03,0.9,0.95,0.95,0.82,0.9,0.82,0.85,0.73,0.72,0.61,0.67,0.59,0.66,0.69,0.62,0.58,0.53,0.58,0.51,0.56,0.61,0.5,0.59,0.55,0.54,0.52,0.49,0.57,0.48,0.56,0.48,0.48,0.44,0.44,0.38,0.42,0.44,0.44,0.38,0.37,0.45,0.39,0.33,0.39,0.42,0.38,0.42,0.34,0.31,0.35,0.37,0.34,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.34,0.28,0.31,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.26,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.19,0.22,0.21,0.2,0.18,0.21,0.17,0.19,0.2,0.17,0.2,0.2,0.22,0.22,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.14,0.13,0.12,0.13,0.15,0.12,0.15,0.11,0.13,0.13,0.13,0.12,0.14,0.12,0.1,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.36000000000001
09/15/2021,6.31,6.02,4.02,2.45,2.29,2.19,1.42,1.51,1.53,1.29,1.19,1.03,1.03,0.9,0.95,0.95,0.82,0.9,0.82,0.85,0.73,0.72,0.61,0.67,0.59,0.66,0.69,0.62,0.58,0.53,0.58,0.51,0.56,0.61,0.5,0.59,0.55,0.54,0.52,0.49,0.57,0.48,0.56,0.48,0.48,0.44,0.44,0.38,0.42,0.44,0.44,0.38,0.37,0.45,0.39,0.33,0.39,0.42,0.38,0.42,0.34,0.31,0.35,0.37,0.34,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.34,0.28,0.31,0.3,0.29,0.29,0.29,0.24,0.23,0.26,0.26,0.22,0.27,0.21,0.23,0.23,0.24,0.25,0.22,0.21,0.24,0.23,0.22,0.19,0.22,0.21,0.2,0.18,0.21,0.17,0.19,0.2,0.17,0.2,0.2,0.22,0.22,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.14,0.13,0.12,0.13,0.15,0.12,0.15,0.11,0.13,0.13,0.13,0.12,0.14,0.12,0.1,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.36000000000001
09/16/2021,6.32,6.03,3.99,2.43,2.31,2.21,1.43,1.49,1.54,1.3,1.18,1.02,1.05,0.89,0.96,0.96,0.82,0.91,0.83,0.83,0.74,0.7,0.61,0.66,0.6,0.66,0.67,0.61,0.59,0.53,0.58,0.51,0.55,0.59,0.5,0.58,0.55,0.54,0.51,0.51,0.55,0.48,0.55,0.49,0.47,0.44,0.43,0.38,0.42,0.44,0.44,0.38,0.37,0.45,0.39,0.34,0.39,0.41,0.38,0.42,0.34,0.32,0.35,0.38,0.35,0.36,0.33,0.32,0.31,0.34,0.29,0.31,0.33,0.34,0.28,0.31,0.3,0.29,0.29,0.3,0.24,0.23,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.24,0.25,0.22,0.2,0.24,0.23,0.22,0.19,0.22,0.21,0.21,0.18,0.21,0.17,0.19,0.2,0.16,0.2,0.2,0.22,0.22,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.12,0.14,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.30000000000001
09/17/2021,6.3,6.12,4.01,2.44,2.32,2.22,1.42,1.5,1.56,1.29,1.18,1.02,1.06,0.9,0.96,0.97,0.82,0.9,0.81,0.84,0.69,0.7,0.61,0.67,0.6,0.66,0.68,0.61,0.58,0.53,0.58,0.51,0.55,0.6,0.5,0.59,0.56,0.54,0.5,0.52,0.56,0.49,0.55,0.49,0.48,0.43,0.43,0.37,0.42,0.43,0.44,0.38,0.37,0.45,0.39,0.34,0.39,0.42,0.38,0.41,0.34,0.32,0.35,0.37,0.35,0.36,0.33,0.32,0.3,0.35,0.29,0.3,0.33,0.34,0.28,0.3,0.3,0.28,0.29,0.29,0.24,0.23,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.2,0.24,0.23,0.23,0.19,0.22,0.21,0.2,0.18,0.21,0.18,0.19,0.2,0.16,0.2,0.2,0.22,0.22,0.17,0.19,0.18,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.25,0.17,0.18,0.17,0.17,0.17,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.13,0.15,0.11,0.13,0.13,0.13,0.12,0.14,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.13,0.14,0.12,0.12,0.14,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.43
09/20/2021,6.29,6.19,4.03,2.41,2.33,2.22,1.42,1.49,1.57,1.29,1.17,1.02,1.06,0.9,0.96,0.95,0.82,0.9,0.82,0.86,0.71,0.7,0.61,0.68,0.6,0.65,0.67,0.61,0.58,0.53,0.58,0.52,0.54,0.59,0.49,0.58,0.56,0.54,0.5,0.51,0.56,0.49,0.55,0.49,0.48,0.42,0.43,0.37,0.41,0.43,0.44,0.37,0.37,0.44,0.39,0.34,0.4,0.42,0.37,0.41,0.34,0.32,0.34,0.36,0.36,0.36,0.33,0.33,0.3,0.35,0.29,0.3,0.33,0.35,0.29,0.3,0.3,0.28,0.29,0.28,0.25,0.23,0.26,0.26,0.22,0.26,0.21,0.24,0.23,0.24,0.24,0.22,0.2,0.24,0.23,0.23,0.19,0.22,0.21,0.21,0.18,0.2,0.18,0.19,0.21,0.17,0.2,0.21,0.22,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.25,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.13,0.11,0.14,0.13,0.0,0.12,0.11,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46000000000001
09/21/2021,6.23,6.14,4.03,2.37,2.3,2.19,1.43,1.48,1.59,1.3,1.18,1.02,1.08,0.88,0.97,0.96,0.82,0.91,0.83,0.85,0.71,0.71,0.61,0.68,0.6,0.65,0.67,0.61,0.57,0.54,0.58,0.52,0.54,0.64,0.49,0.58,0.56,0.54,0.5,0.52,0.56,0.49,0.55,0.49,0.48,0.41,0.43,0.37,0.41,0.43,0.44,0.37,0.36,0.44,0.39,0.34,0.4,0.42,0.36,0.41,0.34,0.32,0.34,0.36,0.35,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.35,0.29,0.3,0.3,0.29,0.29,0.29,0.25,0.23,0.26,0.26,0.23,0.26,0.21,0.24,0.23,0.24,0.24,0.22,0.2,0.24,0.23,0.23,0.19,0.22,0.21,0.21,0.18,0.2,0.18,0.19,0.21,0.17,0.2,0.21,0.21,0.22,0.17,0.19,0.17,0.18,0.17,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.15,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.13,0.11,0.14,0.13,0.1,0.12,0.11,0.12,0.15,0.11,0.12,0.13,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33
