,PM,MO,ABBV,T,VZ,PFE,CSCO,KO,IBM,AVGO,MMM,C,GILD,USB,DUK,TFC,SO,DOW,KHC,BX,KMB,MET,D,GIS,EXC,AEP,LUMN,HPQ,PPL,K,FITB,PEG,PSA,CCI,FE,IP,ED,EIX,RF,ETR,DTE,AM,BEN,OMC,SJM,MTB,AGR,CAH,NTAP,IPG,EVRG,NWL,BKR,FNF,CNA,FANG,ARES,WSO,FHN,EQR,AVB,PBCT,O,WU,PNW,EXR,IRM,NRG,UGI,TFSL,NI,NYCB,ORI,OGE,OMF,GLPI,JNPR,PEAK,MDU,APAM,VICI,HRB,MCY,UNM,HBI,FLO,SNV,LEG,BXP,ESS,FAF,VLY,OLN,NAVI,CFR,UMPQ,WisdomTree US Total Dividend ETF,CC,UBSI,R,MPW,XRX,VGR,UDR,NFG,CUBE,OZK,INGR,BGS,WBS,KTB,CCOI,FHB,CPT,ISBC,POR,MC,HE,NNN,BKH,ANAT,NJR,GCMG,STOR,ALE,SR,MSM,RCII,PPBI,KIM,VIRT,CMP,ASB,SJI,BRX,COR,SWX,CATY,NWE,FHI,SLG,AVA,MDC,SRC,FFBC,RILY,BOH,CBT,LSI,NWBI,ACC,HTA,WSBC,SFNC,STAG,SBRA,CVBF,FULT,ONB,PDCO,PFS,COLB,BKE,AUB,TDS,HOPE,HR,HIW,JW.A,UVV,AROC,DLX,IBOC,KRO,WAFD,SAFT,HCSG,RGR,LXP,NSA,SASR,DEI,PRK,GEF/B,PCH,BANR,CUZ,DOC,RYN,NHI,CFFN,OTTR,FIBK,TRMK,NWN,CHCO,HNI,HPP,CWEN.A,SWM,ILPT,Greif Inc Class B,BDN,n/a,UNIT,KALU,KW,EPRT,DTD,FRG,FCF,DCOM,GEF.B,HEES,SBSI,BUSE,XOM,CVX,MRK,MS,BMY,AMGN,DVN,LMT,KMI,NEM,PRU,EOG,WBA,OKE,MPC,SRE,WEC,SPG,AFL,ALL,ES,CMS,PFG,KEY,CAG,HPE,CFG,DRI,CPB,WPC,OGN,LNT,WELL,PKG,ATO,CMA,VTR,ETRN,OHI,HFC,CHK,LAMR,REYN,DTM,CIVI,RGA,SON,REG,PB,KRC,FRT,FNB,OGS,FBP,CBRL,AIRC,BNL,NUS,SUM
08/25/2021,5.67,5.36,5.31,4.23,4.37,5.45,4.35,4.07,3.54,3.35,3.09,2.76,2.21,1.67,1.81,1.56,1.64,1.27,1.15,1.41,1.21,1.16,1.2,1.03,0.97,0.88,0.69,0.71,0.74,0.68,0.58,0.62,0.61,0.57,0.59,0.53,0.59,0.5,0.42,0.46,0.44,0.33,0.38,0.34,0.38,0.33,0.36,0.29,0.3,0.33,0.33,0.25,0.24,0.3,0.25,0.17,0.27,0.24,0.22,0.25,0.24,0.2,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.2,0.21,0.19,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.24,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2
08/26/2021,5.67,5.36,5.31,4.23,4.37,5.45,4.35,4.07,3.54,3.35,3.09,2.76,2.21,1.67,1.81,1.56,1.64,1.27,1.15,1.41,1.21,1.16,1.2,1.03,0.97,0.88,0.69,0.71,0.74,0.68,0.58,0.62,0.61,0.57,0.59,0.53,0.59,0.5,0.42,0.46,0.44,0.33,0.38,0.34,0.38,0.33,0.36,0.29,0.3,0.33,0.33,0.25,0.24,0.3,0.25,0.17,0.27,0.24,0.22,0.25,0.24,0.2,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.2,0.21,0.19,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.1,0.07,0.08,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.24,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2
08/27/2021,5.62,5.34,5.32,4.21,4.35,5.57,4.36,4.05,3.54,3.39,3.09,2.77,2.21,1.68,1.78,1.57,1.62,1.3,1.14,1.43,1.2,1.16,1.18,1.02,0.96,0.87,0.7,0.72,0.72,0.68,0.58,0.61,0.61,0.56,0.59,0.53,0.58,0.49,0.42,0.46,0.44,0.34,0.38,0.34,0.38,0.33,0.35,0.3,0.3,0.33,0.33,0.26,0.25,0.3,0.25,0.18,0.28,0.24,0.22,0.25,0.24,0.2,0.23,0.2,0.2,0.22,0.21,0.21,0.2,0.19,0.19,0.21,0.2,0.19,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.14,0.14,0.16,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.1,0.07,0.09,0.08,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22
08/30/2021,5.64,5.35,5.36,4.19,4.31,5.29,4.42,4.02,3.54,3.4,3.08,2.86,2.17,1.72,1.77,1.61,1.6,1.33,1.14,1.48,1.18,1.19,1.17,0.99,0.96,0.86,0.72,0.73,0.72,0.66,0.6,0.61,0.6,0.55,0.59,0.54,0.57,0.49,0.44,0.46,0.44,0.35,0.39,0.34,0.37,0.34,0.35,0.3,0.31,0.33,0.33,0.26,0.26,0.3,0.25,0.19,0.28,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.23,0.21,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.18,0.19,0.19,0.18,0.18,0.16,0.17,0.14,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.15,0.13,0.13,0.0,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.24,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
08/31/2021,5.67,5.44,5.31,4.13,4.28,5.18,4.38,3.98,3.53,3.48,3.08,2.85,2.16,1.74,1.76,1.62,1.6,1.36,1.13,1.53,1.18,1.19,1.16,0.98,0.96,0.86,0.7,0.72,0.72,0.65,0.6,0.61,0.6,0.55,0.58,0.54,0.57,0.48,0.43,0.45,0.44,0.36,0.4,0.34,0.36,0.35,0.36,0.29,0.32,0.33,0.32,0.26,0.27,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.23,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/01/2021,5.67,5.44,5.31,4.13,4.28,5.18,4.38,3.98,3.53,3.48,3.08,2.85,2.16,1.74,1.76,1.62,1.6,1.36,1.13,1.53,1.18,1.19,1.16,0.98,0.96,0.86,0.7,0.72,0.72,0.65,0.6,0.61,0.6,0.55,0.58,0.54,0.57,0.48,0.43,0.45,0.44,0.36,0.4,0.34,0.36,0.35,0.36,0.29,0.32,0.33,0.32,0.26,0.27,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.23,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/02/2021,5.67,5.44,5.31,4.13,4.28,5.18,4.38,3.98,3.53,3.48,3.08,2.85,2.16,1.74,1.76,1.62,1.6,1.36,1.13,1.53,1.18,1.19,1.16,0.98,0.96,0.86,0.7,0.72,0.72,0.65,0.6,0.61,0.6,0.55,0.58,0.54,0.57,0.48,0.43,0.45,0.44,0.36,0.4,0.34,0.36,0.35,0.36,0.29,0.32,0.33,0.32,0.26,0.27,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.24,0.21,0.23,0.2,0.2,0.23,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/03/2021,5.74,5.47,5.37,4.16,4.3,5.21,4.4,4.02,3.52,3.51,3.11,2.8,2.19,1.71,1.76,1.59,1.59,1.33,1.13,1.54,1.19,1.18,1.17,0.98,0.97,0.86,0.7,0.74,0.72,0.65,0.59,0.61,0.6,0.55,0.58,0.53,0.57,0.48,0.42,0.44,0.44,0.36,0.39,0.34,0.35,0.34,0.36,0.29,0.33,0.33,0.32,0.26,0.27,0.3,0.25,0.19,0.29,0.24,0.23,0.25,0.25,0.21,0.23,0.19,0.19,0.23,0.22,0.21,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.11,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25
09/06/2021,5.78,5.52,5.0,4.16,4.32,5.14,4.4,4.07,3.54,3.47,3.07,2.79,2.19,1.68,1.79,1.57,1.61,1.31,1.13,1.58,1.22,1.17,1.18,0.99,0.97,0.87,0.71,0.73,0.74,0.65,0.59,0.62,0.62,0.57,0.6,0.54,0.58,0.49,0.42,0.45,0.44,0.36,0.39,0.35,0.35,0.34,0.36,0.3,0.33,0.34,0.33,0.26,0.27,0.3,0.26,0.19,0.3,0.24,0.23,0.26,0.25,0.21,0.23,0.2,0.2,0.24,0.23,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.19,0.19,0.2,0.18,0.18,0.17,0.18,0.14,0.14,0.16,0.15,0.14,0.13,0.14,0.15,0.15,0.13,0.15,0.16,0.13,0.13,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.1,0.13,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.11,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.3
09/07/2021,5.89,5.59,4.95,4.19,4.33,5.2,4.41,4.05,3.53,3.48,3.07,2.77,2.18,1.67,1.77,1.57,1.6,1.29,1.11,1.59,1.22,1.16,1.16,0.98,0.97,0.87,0.71,0.74,0.74,0.65,0.59,0.61,0.62,0.57,0.6,0.54,0.58,0.49,0.41,0.45,0.44,0.38,0.39,0.35,0.35,0.34,0.36,0.31,0.34,0.33,0.32,0.26,0.27,0.29,0.25,0.19,0.3,0.25,0.22,0.26,0.25,0.21,0.23,0.2,0.2,0.24,0.23,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.2,0.19,0.2,0.18,0.18,0.17,0.18,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/08/2021,5.89,5.59,4.95,4.19,4.33,5.2,4.41,4.05,3.53,3.48,3.07,2.77,2.18,1.67,1.77,1.57,1.6,1.29,1.11,1.59,1.22,1.16,1.16,0.98,0.97,0.87,0.71,0.74,0.74,0.65,0.59,0.61,0.62,0.57,0.6,0.54,0.58,0.49,0.41,0.45,0.44,0.38,0.39,0.35,0.35,0.34,0.36,0.31,0.34,0.33,0.32,0.26,0.27,0.29,0.25,0.19,0.3,0.25,0.22,0.26,0.25,0.21,0.23,0.2,0.2,0.24,0.23,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.2,0.19,0.2,0.18,0.18,0.17,0.18,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
