,700.HK,9988.HK,NESN.SW,2330.TW,ASML.AS,TSM,ROG.SW,7203.T,MC.PA,NOVN.SW,005930.KS,SSU.,1299.HK,SAP.DE,ULVR.L,AZN.L,RY.TO,SHOP,CBA.AX,3690.HK,HSBA.L,TD.TO,NOVO B.CO,SIE.DE,6758.T,SAN.PA,TTE.PA,DGE.L,BHP.AX,ALV.DE,9984.T,CSL.AX,GSK.L,RIO.L,NPN.JO,6861.T,BATS.L,BP.L,SU.PA,BNS.TO,IBE.MC,CNR.TO,388.HK,DAI.DE,ENB.TO,ENEL.MI,RDSA.AS,WBC.AX,BAS.DE,BNP.PA,939.HK,AIR.PA,SAN.MC,8306.T,ADS.DE,L'Oreal,6098.T,4063.T,NAB.AX,RYDBF,KER.PA,BAM.A.TO,BMO.TO,DTE.DE,DPW.DE,7974.T,8035.T,JD,ANZ.AX,ABI.BR,BHP.L,BAYN.DE,ADYEN.AS,ZURN.SW,2318.HK,RITN.,HDFC.NS,603719.SS,ABBN.SW,9433.T,000660.KS,RKT.L,PRU.L,CP.TO,UBSG.SW,INGA.AS,AAL.L,BIDU,CS.PA,7267.T,6594.T,6367.T,IFX.DE,CM.TO,1398.HK,PHIA.AS,DG.PA,EL.PA,2454.TW,RELIANCE.NS,Air Liquide(L'),VOW3.DE,TRP.TO,LLOY.L,4502.T,005935.KQ,DSV.CO,GLEN.L,6501.T,SAF.PA,REL.L,WES.AX,VOD.L,NIO,LONN.SW,2317.TW,7741.T,8316.T,NG.L,2269.HK,6954.T,RI.PA,ISP.MI,BARC.L,PRX.AS,SIKA.SW,NTES,INFY,INVE B.ST,4568.T,6981.T,TCS.NS,RMS.PA,BN.PA,ABX.TO,035420.KS,RIGDS.,9983.T,BBVA.MC,GIVN.SW,D05.SI,CRH.L,ITX.MC,WOW.AX,8001.T,CPG.L,VOLV B.ST,MFC.TO,MUV2.DE,ERIC B.ST,STLA.MI,CNQ.TO,VALE3.SA,ATCO A.ST,8411.T,VWS.CO,LSEG.L,MQG.AX,OR.PA,NDA SE.ST,M4B.,PDD,8031.T,VNA.DE,NTR.TO,9434.T,RIO.AX,SU.TO,EXPN.L,6273.T,BMW.DE,3382.T,051910.KS,PGHN.SW,1120.SR,SBER.ME,O39.SI,9432.T,8058.T,AHT.L,ALC.SW,WCN.TO,SGO.PA,AMS.MC,KNEBV.HE,DSM.AS,SLF.TO,6902.T,AD.AS,6503.T,DBK.DE,VALE,6702.T,HOLN.SW,FERG.L,8766.T,FLTR.L,600519.SS,ENI.MI,DSY.PA,DB1.DE,006400.KS,SUM
07/09/2021,1.62,1.32,1.2,0.97,0.94,0.9,0.85,0.71,0.7,0.65,0.59,0.58,0.56,0.55,0.53,0.52,0.52,0.48,0.48,0.47,0.46,0.45,0.45,0.43,0.43,0.41,0.39,0.39,0.38,0.38,0.37,0.35,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,49.66000000000001
07/12/2021,1.63,1.32,1.21,0.97,0.95,0.91,0.85,0.72,0.7,0.66,0.59,0.59,0.57,0.55,0.54,0.53,0.52,0.48,0.48,0.47,0.46,0.46,0.45,0.43,0.43,0.41,0.0,0.39,0.38,0.38,0.37,0.36,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,49.52000000000001
07/13/2021,1.63,1.32,1.21,0.97,0.95,0.91,0.85,0.72,0.7,0.66,0.59,0.59,0.57,0.55,0.54,0.53,0.52,0.48,0.48,0.47,0.46,0.46,0.45,0.43,0.43,0.41,0.0,0.39,0.38,0.38,0.37,0.36,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,49.52000000000001
07/14/2021,1.63,1.32,1.21,0.97,0.95,0.91,0.85,0.72,0.7,0.66,0.59,0.59,0.57,0.55,0.54,0.53,0.52,0.48,0.48,0.47,0.46,0.46,0.45,0.43,0.43,0.41,0.0,0.39,0.38,0.38,0.37,0.36,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,49.52000000000001
07/15/2021,1.63,1.32,1.21,0.97,0.95,0.91,0.85,0.72,0.7,0.66,0.59,0.59,0.57,0.55,0.54,0.53,0.52,0.48,0.48,0.47,0.46,0.46,0.45,0.43,0.43,0.41,0.0,0.39,0.38,0.38,0.37,0.36,0.33,0.33,0.33,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.0,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,49.52000000000001
