,700.HK,9988.HK,3690.HK,VALE3.SA,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,2318.HK,HDFC.NS,2269.HK,BIDU,PDD,1810.HK,GAZP.ME,ICICIBANK.NS,NTES,SBER.ME,TCS.NS,LKOH.ME,M4B.,1398.HK,YUMC,2331.HK,ITUB4.SA,HINDUNILVR.NS,3988.HK,PETR4.SA,BY6.,600519.SS,AXISBANK.NS,2020.HK,BBDC4.SA,YNDX,2313.HK,2382.HK,GMKN.ME,NVTK.L,PETR3.SA,BAJFINANCE.NS,BILI,2319.HK,B3SA3.SA,TCOM,XTSLA,BHARTIARTL.NS,LI,175.HK,6098.HK,CHL.,BEKE,ASIANPAINT.NS,ABEV3.SA,BGNE,XPEV,1109.HK,291.HK,HKD,2688.HK,HCLTECH.NS,ZLAB,KOTAKBANK.NS,LT.NS,EDU,MARUTI.NS,SNPMF,ZTO,MGLU3.SA,300750.SZ,600036.SS,2333.HK,1093.HK,000858.SZ,WEGE3.SA,TCS.L,NTCO3.SA,SBIN.NS,857.HK,1177.HK,WIPRO.NS,TATN.ME,1801.HK,960.HK,HTHT,1918.HK,968.HK,TATASTEEL.NS,TECHM.NS,TME,ULTRACEMCO.NS,ITSA4.SA,2899.HK,ROSN.ME,DRREDDY.NS,M&M.NS,241.HK,GNDI3.SA,SUZB3.SA,384.HK,268.HK,1288.HK,TAL,VIPS,2007.HK,TITAN.NS,2601.HK,SUNPHARMA.NS,DIVISLAB.NS,JSWSTEEL.NS,992.HK,POLY.L,688.HK,586.HK,881.HK,1193.HK,NESTLEIND.NS,6186.HK,DMART.NS,1066.HK,RENT3.SA,LREN3.SA,AQE.,4.HK,6969.HK,601318.SS,1088.HK,TATAMOTORS.NS,GDS,POWERGRID.NS,1919.HK,BPAC11.SA,HDFCLIFE.NS,ITC.NS,HINDALCO.NS,267.HK,BRDT3.SA,PLZL.ME,TATACONSUM.NS,916.HK,CIPLA.NS,2328.HK,GGBR4.SA,NTPC.NS,SBILIFE.NS,1658.HK,6690.HK,2018.HK,1044.HK,853.HK,CSNA3.SA,BJFIN.NS,1833.HK,NAUKRI.NS,1024.HK,168.HK,BBDC3.SA,322.HK,ADANIGREEN.NS,JBSS3.SA,GRASIM.NS,INR,UPL.NS,600809.SS,3692.HK,300760.SZ,1772.HK,BBAS3.SA,285.HK,1548.HK,5M71.,CSAN3.SA,270.HK,ADANIPORTS.NS,3888.HK,RADL3.SA,BIDI11.SA,BPCL.NS,603288.SS,3323.HK,RAIL3.SA,000568.SZ,2202.HK,GODREJCP.NS,6862.HK,601012.SS,BRITANNIA.NS,PIDILITIND.NS,2196.HK,APOLLOHOSP.NS,ICICIGI.NS,148.HK,EICHERMOT.NS,ADANIENT.NS,HEROMOTOCO.NS,6618.HK,601888.SS,DABUR.NS,ATHM,3759.HK,SNGSP,NLMK.ME,ALRS.ME,CHMF.ME,3606.HK,ONGC.NS,2359.HK,TOTS3.SA,603259.SS,PIIND.NS,AMER3.SA,9930.TW,BHARATFORG.NS,EQTL3.SA,788.HK,VEDL.NS,3328.HK,2338.HK,PEL.NS,6030.HK,BRL,MOEX.ME,JUBLFOOD.NS,BAJAJFINSV.NS,836.HK,ADANITRANS.NS,ATGL.NS,DQ,300316.SZ,354.HK,1378.HK,D7N.,489.HK,HAVELLS.NS,SHREECEM.NS,600900.SS,336.HK,135.HK,3908.HK,CNH,LTI.NS,2238.HK,300059.SZ,1099.HK,BAJAJ-AUTO.NS,144.HK,DLF.NS,MOTHERSUMI.NS,CLV.,VBBR3.SA,SUM
09/08/2021,8.04,7.14,2.85,1.69,2.07,1.52,1.78,1.22,1.55,1.07,1.44,1.15,0.98,1.01,1.05,1.15,1.15,0.84,1.09,1.08,0.81,0.75,0.7,0.59,0.7,0.61,0.7,0.59,0.54,0.62,0.47,0.55,0.5,0.47,0.53,0.44,0.48,0.48,0.51,0.44,0.56,0.32,0.42,0.35,0.35,1.12,0.48,0.37,0.42,0.29,0.31,0.15,0.37,0.32,0.34,0.34,0.31,0.2,0.0,0.32,0.38,0.26,0.3,0.34,0.0,0.26,0.28,0.29,0.25,0.26,0.22,0.25,0.27,0.2,0.27,0.26,0.2,0.24,0.21,0.22,0.28,0.21,0.17,0.18,0.2,0.18,0.3,0.28,0.3,0.13,0.24,0.21,0.21,0.19,0.17,0.19,0.17,0.2,0.21,0.19,0.21,0.19,0.0,0.15,0.18,0.2,0.17,0.21,0.21,0.19,0.17,0.15,0.18,0.17,0.14,0.0,0.2,0.15,0.2,0.0,0.15,0.14,0.2,0.13,0.15,0.13,0.17,0.15,0.13,0.16,0.14,0.14,0.18,0.17,0.19,0.17,0.13,0.14,0.17,0.18,0.14,0.14,0.14,0.15,0.17,0.14,0.16,0.1,0.11,0.1,0.11,0.0,0.0,0.16,0.0,0.11,0.12,0.11,0.13,0.13,0.13,0.32,0.12,0.1,0.0,0.1,0.16,0.0,0.0,0.12,0.12,0.1,0.12,0.12,0.0,0.12,0.0,0.13,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.15,0.11,0.0,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.16,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.12,0.12,0.11,0.0,0.0,0.15,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.00999999999999
09/09/2021,8.16,7.14,2.82,1.64,2.06,1.5,1.78,1.19,1.52,1.06,1.42,1.18,0.96,0.99,1.02,1.14,1.12,0.82,1.07,1.06,0.79,0.72,0.69,0.58,0.69,0.61,0.69,0.59,0.53,0.66,0.46,0.54,0.48,0.46,0.54,0.44,0.47,0.47,0.5,0.43,0.55,0.31,0.41,0.35,0.35,1.1,0.47,0.36,0.42,0.28,0.3,0.15,0.36,0.32,0.34,0.34,0.3,0.2,0.0,0.32,0.38,0.25,0.3,0.33,0.09,0.25,0.27,0.28,0.25,0.26,0.21,0.25,0.26,0.2,0.26,0.25,0.2,0.23,0.21,0.21,0.29,0.2,0.16,0.18,0.2,0.17,0.3,0.27,0.3,0.13,0.24,0.21,0.21,0.19,0.17,0.19,0.16,0.2,0.2,0.18,0.21,0.19,0.0,0.15,0.18,0.2,0.17,0.21,0.21,0.18,0.16,0.15,0.18,0.17,0.14,0.0,0.19,0.15,0.19,0.0,0.15,0.14,0.2,0.13,0.14,0.12,0.18,0.15,0.13,0.16,0.14,0.14,0.17,0.16,0.19,0.16,0.13,0.14,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.1,0.11,0.1,0.1,0.0,0.09,0.16,0.0,0.11,0.12,0.11,0.13,0.13,0.12,0.31,0.12,0.1,0.0,0.1,0.16,0.0,0.09,0.12,0.11,0.1,0.11,0.12,0.09,0.12,0.0,0.12,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.14,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.1,0.09,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.19,0.11,0.12,0.1,0.0,0.0,0.14,0.0,0.0,0.09,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11000000000001
09/10/2021,8.36,7.24,2.95,1.64,2.07,1.51,1.75,1.2,1.59,1.07,1.45,1.18,0.99,1.05,1.02,1.15,1.11,0.85,1.05,1.05,0.79,0.75,0.69,0.58,0.74,0.61,0.69,0.59,0.53,0.65,0.46,0.53,0.49,0.46,0.52,0.44,0.47,0.46,0.52,0.43,0.55,0.33,0.41,0.35,0.36,1.11,0.48,0.37,0.43,0.27,0.3,0.18,0.37,0.32,0.35,0.35,0.29,0.19,0.0,0.32,0.37,0.26,0.29,0.33,0.09,0.26,0.28,0.29,0.25,0.26,0.22,0.25,0.26,0.2,0.26,0.25,0.2,0.23,0.21,0.21,0.28,0.2,0.16,0.17,0.21,0.17,0.29,0.27,0.29,0.13,0.24,0.21,0.21,0.18,0.17,0.19,0.17,0.2,0.2,0.18,0.21,0.19,0.0,0.15,0.17,0.2,0.17,0.2,0.21,0.18,0.17,0.15,0.18,0.17,0.14,0.0,0.19,0.14,0.2,0.0,0.15,0.14,0.2,0.13,0.16,0.13,0.18,0.14,0.13,0.16,0.14,0.14,0.17,0.17,0.19,0.16,0.13,0.13,0.16,0.18,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.1,0.11,0.1,0.1,0.0,0.0,0.16,0.0,0.11,0.12,0.1,0.13,0.13,0.13,0.11,0.12,0.1,0.09,0.1,0.16,0.0,0.0,0.12,0.11,0.1,0.11,0.12,0.0,0.12,0.0,0.12,0.09,0.16,0.1,0.0,0.09,0.12,0.0,0.11,0.12,0.11,0.0,0.14,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.19,0.12,0.12,0.1,0.0,0.0,0.14,0.0,0.0,0.09,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.75
09/13/2021,7.95,7.01,2.91,1.6,2.11,1.53,1.77,1.17,1.57,1.06,1.48,1.2,0.99,1.03,0.98,1.18,1.14,0.81,1.09,1.06,0.81,0.76,0.7,0.59,0.73,0.59,0.71,0.61,0.51,0.65,0.46,0.54,0.51,0.44,0.54,0.44,0.48,0.47,0.53,0.41,0.56,0.31,0.43,0.34,0.36,1.14,0.5,0.37,0.41,0.27,0.3,0.17,0.38,0.31,0.35,0.34,0.3,0.19,0.0,0.32,0.39,0.24,0.31,0.33,0.0,0.26,0.27,0.29,0.24,0.27,0.22,0.25,0.26,0.2,0.28,0.25,0.2,0.24,0.2,0.21,0.29,0.21,0.16,0.18,0.21,0.16,0.3,0.28,0.3,0.13,0.24,0.21,0.22,0.19,0.17,0.19,0.16,0.19,0.21,0.18,0.2,0.19,0.0,0.15,0.17,0.2,0.17,0.21,0.2,0.18,0.17,0.15,0.18,0.17,0.15,0.0,0.2,0.14,0.2,0.0,0.16,0.14,0.21,0.13,0.16,0.0,0.19,0.15,0.13,0.16,0.14,0.14,0.18,0.17,0.2,0.17,0.12,0.14,0.17,0.19,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.1,0.11,0.1,0.1,0.0,0.0,0.17,0.0,0.12,0.11,0.11,0.15,0.14,0.13,0.12,0.12,0.1,0.0,0.1,0.16,0.0,0.0,0.12,0.11,0.1,0.11,0.12,0.0,0.12,0.0,0.13,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.12,0.11,0.09,0.14,0.11,0.1,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.1,0.0,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.2,0.13,0.13,0.1,0.1,0.0,0.14,0.1,0.0,0.0,0.1,0.1,0.0,0.09,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.56
09/14/2021,8.05,7.24,3.01,1.6,2.09,1.54,1.75,1.14,1.56,1.06,1.47,1.18,0.98,1.02,1.0,1.17,1.13,0.8,1.08,1.06,0.8,0.78,0.7,0.58,0.73,0.59,0.7,0.61,0.51,0.64,0.47,0.54,0.52,0.43,0.54,0.44,0.47,0.47,0.52,0.41,0.55,0.31,0.43,0.34,0.35,0.93,0.5,0.36,0.41,0.28,0.31,0.15,0.37,0.3,0.36,0.33,0.31,0.19,0.0,0.31,0.38,0.24,0.31,0.33,0.0,0.26,0.27,0.29,0.22,0.26,0.23,0.25,0.26,0.2,0.28,0.25,0.2,0.24,0.21,0.21,0.28,0.2,0.16,0.18,0.2,0.16,0.3,0.28,0.29,0.13,0.24,0.21,0.23,0.19,0.17,0.19,0.17,0.19,0.2,0.18,0.2,0.19,0.0,0.15,0.17,0.2,0.17,0.21,0.2,0.18,0.17,0.15,0.18,0.17,0.14,0.0,0.2,0.14,0.2,0.0,0.15,0.14,0.21,0.13,0.15,0.0,0.19,0.15,0.13,0.16,0.15,0.14,0.17,0.17,0.19,0.17,0.12,0.13,0.17,0.18,0.14,0.15,0.13,0.15,0.16,0.15,0.15,0.1,0.11,0.0,0.1,0.0,0.0,0.17,0.0,0.11,0.11,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.0,0.1,0.16,0.0,0.0,0.11,0.11,0.1,0.11,0.12,0.0,0.12,0.0,0.13,0.0,0.17,0.1,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.14,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.1,0.09,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.2,0.12,0.13,0.1,0.0,0.0,0.14,0.1,0.0,0.09,0.1,0.1,0.0,0.09,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4
09/15/2021,8.05,7.24,3.01,1.6,2.09,1.54,1.75,1.14,1.56,1.06,1.47,1.18,0.98,1.02,1.0,1.17,1.13,0.8,1.08,1.06,0.8,0.78,0.7,0.58,0.73,0.59,0.7,0.61,0.51,0.64,0.47,0.54,0.52,0.43,0.54,0.44,0.47,0.47,0.52,0.41,0.55,0.31,0.43,0.34,0.35,0.93,0.5,0.36,0.41,0.28,0.31,0.15,0.37,0.3,0.36,0.33,0.31,0.19,0.0,0.31,0.38,0.24,0.31,0.33,0.0,0.26,0.27,0.29,0.22,0.26,0.23,0.25,0.26,0.2,0.28,0.25,0.2,0.24,0.21,0.21,0.28,0.2,0.16,0.18,0.2,0.16,0.3,0.28,0.29,0.13,0.24,0.21,0.23,0.19,0.17,0.19,0.17,0.19,0.2,0.18,0.2,0.19,0.0,0.15,0.17,0.2,0.17,0.21,0.2,0.18,0.17,0.15,0.18,0.17,0.14,0.0,0.2,0.14,0.2,0.0,0.15,0.14,0.21,0.13,0.15,0.0,0.19,0.15,0.13,0.16,0.15,0.14,0.17,0.17,0.19,0.17,0.12,0.13,0.17,0.18,0.14,0.15,0.13,0.15,0.16,0.15,0.15,0.1,0.11,0.0,0.1,0.0,0.0,0.17,0.0,0.11,0.11,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.0,0.1,0.16,0.0,0.0,0.11,0.11,0.1,0.11,0.12,0.0,0.12,0.0,0.13,0.0,0.17,0.1,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.14,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.1,0.09,0.0,0.17,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.2,0.12,0.13,0.1,0.0,0.0,0.14,0.1,0.0,0.09,0.1,0.1,0.0,0.09,0.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4
09/16/2021,7.91,6.99,2.89,1.62,2.05,1.56,1.76,1.16,1.56,1.05,1.48,1.15,0.99,1.03,0.97,1.2,1.12,0.8,1.09,1.08,0.83,0.78,0.71,0.59,0.7,0.6,0.7,0.62,0.53,0.63,0.47,0.54,0.51,0.45,0.55,0.44,0.47,0.48,0.55,0.43,0.55,0.3,0.44,0.35,0.33,0.93,0.51,0.36,0.41,0.27,0.31,0.16,0.38,0.31,0.37,0.33,0.31,0.18,0.0,0.32,0.39,0.24,0.31,0.33,0.0,0.26,0.28,0.29,0.23,0.26,0.23,0.25,0.26,0.2,0.29,0.25,0.2,0.24,0.22,0.21,0.29,0.21,0.16,0.18,0.2,0.16,0.29,0.28,0.29,0.12,0.24,0.21,0.24,0.19,0.17,0.19,0.16,0.2,0.2,0.18,0.2,0.2,0.0,0.14,0.18,0.2,0.17,0.21,0.2,0.19,0.16,0.15,0.18,0.17,0.15,0.0,0.2,0.14,0.2,0.0,0.16,0.14,0.21,0.13,0.13,0.0,0.19,0.15,0.13,0.16,0.15,0.14,0.17,0.17,0.2,0.17,0.13,0.13,0.17,0.18,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.1,0.11,0.0,0.1,0.0,0.0,0.17,0.0,0.11,0.11,0.11,0.14,0.14,0.13,0.0,0.12,0.11,0.0,0.1,0.15,0.0,0.0,0.11,0.12,0.1,0.11,0.12,0.0,0.12,0.1,0.13,0.09,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.12,0.11,0.0,0.14,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.12,0.1,0.09,0.0,0.16,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.2,0.12,0.13,0.1,0.0,0.0,0.13,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.14999999999999
09/17/2021,7.9,6.95,2.89,1.62,2.07,1.54,1.77,1.16,1.53,1.04,1.48,1.18,0.98,1.02,0.98,1.24,1.13,0.77,1.1,1.1,0.86,0.76,0.7,0.59,0.7,0.6,0.7,0.62,0.53,0.65,0.47,0.55,0.51,0.45,0.56,0.43,0.47,0.47,0.55,0.43,0.56,0.3,0.43,0.35,0.32,0.83,0.51,0.37,0.41,0.26,0.31,0.14,0.38,0.31,0.38,0.34,0.3,0.18,0.0,0.3,0.4,0.24,0.32,0.34,0.0,0.26,0.28,0.29,0.22,0.28,0.23,0.26,0.26,0.2,0.29,0.25,0.2,0.24,0.23,0.21,0.29,0.22,0.17,0.18,0.2,0.15,0.3,0.28,0.3,0.12,0.24,0.21,0.23,0.2,0.18,0.19,0.15,0.2,0.2,0.18,0.2,0.2,0.0,0.14,0.17,0.21,0.17,0.21,0.21,0.19,0.17,0.15,0.18,0.17,0.14,0.0,0.2,0.14,0.2,0.0,0.16,0.15,0.21,0.14,0.13,0.0,0.19,0.15,0.13,0.16,0.15,0.14,0.18,0.17,0.2,0.17,0.13,0.13,0.17,0.18,0.15,0.15,0.14,0.15,0.16,0.14,0.14,0.1,0.11,0.1,0.1,0.0,0.0,0.17,0.0,0.11,0.11,0.11,0.14,0.14,0.13,0.0,0.12,0.11,0.0,0.1,0.16,0.0,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.12,0.1,0.13,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.12,0.11,0.0,0.14,0.11,0.1,0.11,0.12,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.12,0.1,0.0,0.0,0.17,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.2,0.12,0.14,0.1,0.0,0.0,0.14,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.21000000000001
09/20/2021,7.68,6.78,2.8,1.54,2.17,1.57,1.83,1.16,1.55,1.05,1.51,1.2,0.99,1.02,0.97,1.27,1.19,0.79,1.12,1.13,0.89,0.75,0.71,0.55,0.72,0.6,0.72,0.63,0.54,0.63,0.48,0.57,0.49,0.45,0.58,0.44,0.46,0.47,0.55,0.44,0.57,0.28,0.45,0.36,0.33,0.9,0.54,0.36,0.39,0.23,0.31,0.14,0.39,0.31,0.41,0.34,0.29,0.18,0.0,0.3,0.42,0.23,0.33,0.35,0.0,0.27,0.29,0.3,0.22,0.27,0.22,0.23,0.25,0.19,0.3,0.25,0.19,0.26,0.24,0.21,0.3,0.22,0.16,0.17,0.2,0.13,0.29,0.29,0.31,0.12,0.25,0.21,0.22,0.21,0.18,0.2,0.15,0.21,0.19,0.19,0.19,0.2,0.0,0.13,0.14,0.22,0.17,0.21,0.21,0.19,0.17,0.14,0.17,0.17,0.14,0.0,0.2,0.14,0.21,0.0,0.16,0.15,0.2,0.14,0.13,0.0,0.19,0.16,0.12,0.17,0.14,0.14,0.19,0.19,0.21,0.17,0.13,0.13,0.17,0.18,0.15,0.15,0.13,0.16,0.16,0.15,0.14,0.1,0.11,0.0,0.1,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.15,0.14,0.13,0.0,0.12,0.11,0.0,0.1,0.15,0.0,0.0,0.11,0.13,0.11,0.11,0.13,0.0,0.13,0.1,0.12,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.11,0.13,0.11,0.0,0.15,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.12,0.11,0.0,0.0,0.18,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.12,0.14,0.11,0.0,0.0,0.14,0.1,0.09,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.38
09/21/2021,7.84,6.91,2.89,1.48,2.13,1.56,1.81,1.16,1.55,1.0,1.51,1.26,1.01,1.02,0.98,1.25,1.17,0.77,1.13,1.1,0.87,0.74,0.71,0.54,0.75,0.58,0.7,0.62,0.51,0.65,0.49,0.57,0.51,0.42,0.57,0.44,0.47,0.47,0.53,0.41,0.57,0.28,0.46,0.35,0.33,0.9,0.55,0.36,0.4,0.23,0.3,0.14,0.38,0.3,0.42,0.35,0.3,0.18,0.0,0.3,0.42,0.23,0.35,0.35,0.0,0.27,0.28,0.3,0.22,0.27,0.22,0.24,0.26,0.2,0.29,0.26,0.19,0.26,0.24,0.21,0.29,0.22,0.17,0.17,0.2,0.13,0.29,0.27,0.31,0.12,0.24,0.21,0.21,0.2,0.18,0.2,0.16,0.2,0.18,0.19,0.19,0.2,0.0,0.13,0.15,0.21,0.17,0.21,0.21,0.19,0.18,0.14,0.17,0.17,0.14,0.0,0.2,0.15,0.22,0.0,0.15,0.14,0.21,0.14,0.13,0.0,0.18,0.16,0.12,0.17,0.14,0.14,0.18,0.19,0.2,0.16,0.13,0.13,0.17,0.18,0.15,0.15,0.12,0.16,0.16,0.14,0.15,0.1,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.14,0.13,0.0,0.12,0.12,0.0,0.11,0.15,0.0,0.0,0.12,0.13,0.11,0.11,0.13,0.0,0.13,0.0,0.12,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.13,0.11,0.0,0.15,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.09,0.19,0.1,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.12,0.13,0.11,0.1,0.0,0.14,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46000000000001
09/22/2021,7.84,6.91,2.89,1.48,2.13,1.56,1.81,1.16,1.55,1.0,1.51,1.26,1.01,1.02,0.98,1.25,1.17,0.77,1.13,1.1,0.87,0.74,0.71,0.54,0.75,0.58,0.7,0.62,0.51,0.65,0.49,0.57,0.51,0.42,0.57,0.44,0.47,0.47,0.53,0.41,0.57,0.28,0.46,0.35,0.33,0.9,0.55,0.36,0.4,0.23,0.3,0.14,0.38,0.3,0.42,0.35,0.3,0.18,0.0,0.3,0.42,0.23,0.35,0.35,0.0,0.27,0.28,0.3,0.22,0.27,0.22,0.24,0.26,0.2,0.29,0.26,0.19,0.26,0.24,0.21,0.29,0.22,0.17,0.17,0.2,0.13,0.29,0.27,0.31,0.12,0.24,0.21,0.21,0.2,0.18,0.2,0.16,0.2,0.18,0.19,0.19,0.2,0.0,0.13,0.15,0.21,0.17,0.21,0.21,0.19,0.18,0.14,0.17,0.17,0.14,0.0,0.2,0.15,0.22,0.0,0.15,0.14,0.21,0.14,0.13,0.0,0.18,0.16,0.12,0.17,0.14,0.14,0.18,0.19,0.2,0.16,0.13,0.13,0.17,0.18,0.15,0.15,0.12,0.16,0.16,0.14,0.15,0.1,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.14,0.13,0.0,0.12,0.12,0.0,0.11,0.15,0.0,0.0,0.12,0.13,0.11,0.11,0.13,0.0,0.13,0.0,0.12,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.13,0.11,0.0,0.15,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.09,0.19,0.1,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.12,0.13,0.11,0.1,0.0,0.14,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46000000000001
09/23/2021,7.9,6.92,2.88,1.47,2.18,1.53,1.85,1.12,1.52,0.96,1.5,1.27,0.98,0.98,1.0,1.23,1.18,0.76,1.14,1.12,0.88,0.69,0.7,0.54,0.71,0.58,0.74,0.62,0.52,0.63,0.5,0.57,0.49,0.42,0.57,0.44,0.46,0.46,0.53,0.41,0.58,0.27,0.47,0.35,0.33,0.92,0.56,0.34,0.39,0.22,0.3,0.13,0.38,0.3,0.43,0.33,0.3,0.19,0.0,0.31,0.43,0.23,0.36,0.36,0.0,0.28,0.28,0.3,0.21,0.28,0.23,0.24,0.26,0.2,0.29,0.26,0.2,0.25,0.24,0.21,0.3,0.22,0.18,0.17,0.19,0.12,0.29,0.25,0.31,0.12,0.24,0.21,0.21,0.2,0.18,0.2,0.16,0.2,0.18,0.19,0.2,0.19,0.0,0.13,0.14,0.22,0.17,0.21,0.22,0.18,0.17,0.15,0.17,0.18,0.14,0.0,0.21,0.15,0.23,0.0,0.15,0.14,0.21,0.13,0.14,0.0,0.18,0.16,0.12,0.17,0.14,0.14,0.18,0.2,0.2,0.16,0.13,0.14,0.17,0.18,0.15,0.15,0.13,0.17,0.16,0.14,0.14,0.1,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.12,0.14,0.14,0.13,0.0,0.12,0.12,0.0,0.11,0.15,0.0,0.0,0.12,0.13,0.11,0.11,0.13,0.0,0.13,0.0,0.11,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.11,0.13,0.11,0.0,0.15,0.12,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.12,0.1,0.09,0.0,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.21,0.12,0.13,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,81.41
