,PGR,PFE,CAH,PRU,XOM,VZ,IBM,WBA,DOW,MMM,PM,LYB,GILD,DUK,MO,SO,IP,LUMN,NEE,K,EIX,KMI,PFG,UNM,AMCR,ED,FE,NWL,ETR,OKE,STX,IPG,ORI,R,WMB,AFG,CFG,KEY,PPL,XRX,BEN,RF,HBAN,SPG,MCY,WU,LEG,FLO,IRM,NAVI,VTR,PNW,OGE,MSM,FHN,CMA,HRB,NLOK,JHG,TNL,SR,PBCT,NYCB,O,NFG,FGXXX,FHI,VLY,UMPQ,FNB,ETRN,CMP,MPW,ALE,NWE,UBSI,KIM,VNO,FULT,OHI,AM,ACC,FRT,STOR,HIW,NNN,LSI,OFC,COR,WRI,SRC,DOC,UE,ABBV,T,COST,KHC,GIS,D,CSX,VLO,NI,HR,WING,KD WI,ONL,LMT,MRK,KMB,AEP,NEM,CVX,HBI,EVRG,SWX,PEAK,HPP,SLG,SUM
12/10/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/13/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/14/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/15/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/16/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/17/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/20/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/21/2021,4.1,5.74,4.11,4.49,2.15,4.04,3.94,4.48,3.44,2.75,2.26,2.69,2.22,2.07,1.65,1.81,0.0,1.59,1.5,1.15,1.33,0.13,1.25,1.01,1.02,1.21,0.95,0.77,0.86,0.11,1.11,0.0,0.8,0.0,0.08,0.66,0.0,0.68,0.54,0.59,0.71,0.0,0.44,0.5,0.31,0.36,0.35,0.4,0.38,0.28,0.26,0.28,0.3,0.27,0.3,0.29,0.27,0.2,0.21,0.0,0.18,0.19,0.13,0.14,0.17,0.45,0.13,0.14,0.12,0.12,0.01,0.07,0.13,0.11,0.1,0.11,0.0,0.12,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.33,3.53,5.39,2.09,1.71,1.18,1.1,0.7,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/22/2021,4.09,5.89,4.07,4.47,2.12,4.16,3.97,4.38,3.42,2.75,2.27,2.72,2.22,2.05,1.68,1.81,0.0,1.62,1.49,1.17,1.32,0.12,1.25,1.0,1.01,1.2,0.95,0.76,0.85,0.11,1.09,0.0,0.78,0.0,0.08,0.65,0.0,0.67,0.53,0.58,0.7,0.0,0.43,0.49,0.3,0.36,0.34,0.41,0.39,0.27,0.25,0.27,0.29,0.27,0.3,0.29,0.27,0.21,0.21,0.0,0.18,0.19,0.13,0.14,0.17,0.52,0.13,0.14,0.11,0.12,0.01,0.07,0.12,0.11,0.1,0.1,0.0,0.12,0.0,0.06,0.0,0.08,0.07,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.32,3.72,5.19,2.13,1.72,1.17,1.09,0.7,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,4.09,5.89,4.07,4.47,2.12,4.16,3.97,4.38,3.42,2.75,2.27,2.72,2.22,2.05,1.68,1.81,0.0,1.62,1.49,1.17,1.32,0.12,1.25,1.0,1.01,1.2,0.95,0.76,0.85,0.11,1.09,0.0,0.78,0.0,0.08,0.65,0.0,0.67,0.53,0.58,0.7,0.0,0.43,0.49,0.3,0.36,0.34,0.41,0.39,0.27,0.25,0.27,0.29,0.27,0.3,0.29,0.27,0.21,0.21,0.0,0.18,0.19,0.13,0.14,0.17,0.52,0.13,0.14,0.11,0.12,0.01,0.07,0.12,0.11,0.1,0.1,0.0,0.12,0.0,0.06,0.0,0.08,0.07,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.32,3.72,5.19,2.13,1.72,1.17,1.09,0.7,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/24/2021,3.81,4.64,0.0,4.33,1.37,4.56,4.56,4.43,4.05,2.74,2.46,3.21,2.2,1.95,1.74,1.77,0.0,1.68,0.0,1.1,1.17,0.09,1.07,1.05,1.04,1.04,0.87,0.79,0.91,0.08,0.96,0.0,0.69,0.0,0.05,0.55,0.0,0.0,0.5,0.59,0.0,0.0,0.44,0.45,0.3,0.39,0.36,0.35,0.37,0.28,0.0,0.3,0.28,0.26,0.25,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,1.11,0.11,0.0,0.1,0.11,0.01,0.0,0.12,0.11,0.1,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.43,4.8,0.0,2.08,1.42,1.08,0.94,0.54,0.38,0.04,0.0,0.0,0.0,4.31,3.84,1.53,1.31,0.99,0.77,0.52,0.43,0.29,0.15,0.07,0.07,100.0
12/27/2021,3.83,4.72,0.0,4.39,1.39,4.58,4.61,4.5,4.08,2.76,2.47,3.22,2.23,1.97,1.72,1.79,0.0,1.7,0.0,1.11,1.19,0.09,1.07,1.06,1.04,1.05,0.88,0.79,0.92,0.08,0.98,0.0,0.69,0.0,0.05,0.55,0.0,0.0,0.5,0.6,0.0,0.0,0.44,0.45,0.31,0.39,0.37,0.35,0.37,0.28,0.0,0.3,0.29,0.26,0.26,0.24,0.24,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.07,0.11,0.0,0.1,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.52,4.89,0.0,2.1,1.44,1.08,0.95,0.54,0.38,0.04,0.0,0.0,0.0,4.37,3.89,1.54,1.31,1.0,0.78,0.52,0.44,0.29,0.15,0.07,0.07,99.96000000000002
12/28/2021,3.83,4.72,0.0,4.39,1.39,4.58,4.61,4.5,4.08,2.76,2.47,3.22,2.23,1.97,1.72,1.79,0.0,1.7,0.0,1.11,1.19,0.09,1.07,1.06,1.04,1.05,0.88,0.79,0.92,0.08,0.98,0.0,0.69,0.0,0.05,0.55,0.0,0.0,0.5,0.6,0.0,0.0,0.44,0.45,0.31,0.39,0.37,0.35,0.37,0.28,0.0,0.3,0.29,0.26,0.26,0.24,0.24,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.07,0.11,0.0,0.1,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.52,4.89,0.0,2.1,1.44,1.08,0.95,0.54,0.38,0.04,0.0,0.0,0.0,4.37,3.89,1.54,1.31,1.0,0.78,0.52,0.44,0.29,0.15,0.07,0.07,99.96000000000002
12/29/2021,3.82,4.63,0.0,4.43,1.38,4.55,4.62,4.48,4.13,2.78,2.46,3.3,2.22,1.96,1.71,1.78,0.0,1.71,0.0,1.11,1.18,0.09,1.09,1.08,1.04,1.05,0.88,0.79,0.92,0.08,0.98,0.0,0.69,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.45,0.45,0.3,0.39,0.37,0.35,0.37,0.28,0.0,0.3,0.29,0.26,0.26,0.24,0.24,0.0,0.22,0.0,0.18,0.16,0.14,0.15,0.0,0.07,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.54,4.89,0.0,2.09,1.44,1.08,0.96,0.54,0.38,0.04,0.0,0.0,0.0,4.4,3.85,1.53,1.3,1.02,0.78,0.52,0.43,0.29,0.15,0.07,0.07,100.03000000000002
12/30/2021,3.87,4.63,0.0,4.42,1.39,4.52,4.62,4.47,4.15,2.78,2.46,3.31,2.22,1.95,1.7,1.78,0.0,1.69,0.0,1.11,1.17,0.09,1.1,1.07,1.04,1.04,0.87,0.8,0.92,0.08,0.99,0.0,0.7,0.0,0.06,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.45,0.45,0.31,0.38,0.37,0.35,0.37,0.28,0.0,0.3,0.29,0.26,0.26,0.24,0.24,0.0,0.22,0.0,0.18,0.16,0.14,0.15,0.0,0.07,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.55,4.83,0.0,2.09,1.43,1.07,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.4,3.87,1.52,1.3,1.02,0.79,0.53,0.44,0.28,0.15,0.07,0.07,100.01
12/31/2021,3.85,4.52,0.0,4.41,1.38,4.5,4.64,4.51,4.19,2.79,2.46,3.33,2.21,1.96,1.71,1.79,0.0,1.68,0.0,1.11,1.18,0.09,1.09,1.07,1.04,1.04,0.88,0.79,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.63,0.0,0.0,0.45,0.45,0.31,0.38,0.38,0.35,0.37,0.28,0.0,0.3,0.29,0.26,0.26,0.24,0.23,0.0,0.22,0.0,0.18,0.16,0.14,0.15,0.0,0.07,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.05,0.0,0.05,0.04,0.03,4.53,4.82,0.0,2.1,1.44,1.08,0.97,0.56,0.38,0.04,0.0,0.0,0.0,4.43,3.86,1.52,1.31,1.02,0.78,0.53,0.44,0.28,0.15,0.07,0.07,100.02000000000002
01/03/2022,3.86,4.47,0.0,4.4,1.36,4.46,4.65,4.57,4.21,2.79,2.46,3.32,2.22,1.96,1.71,1.8,0.0,1.66,0.0,1.11,1.18,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.93,0.08,1.0,0.0,0.7,0.0,0.05,0.56,0.0,0.0,0.5,0.63,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.26,0.26,0.25,0.23,0.0,0.22,0.0,0.18,0.16,0.14,0.15,0.0,0.13,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.55,4.77,0.0,2.1,1.44,1.08,0.97,0.56,0.38,0.04,0.0,0.0,0.0,4.42,3.86,1.53,1.32,1.02,0.78,0.53,0.44,0.28,0.15,0.07,0.07,100.02
01/03/2022,3.83,4.54,0.0,4.38,1.36,4.45,4.67,4.55,4.19,2.78,2.46,3.31,2.21,1.96,1.7,1.8,0.0,1.67,0.0,1.11,1.16,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.25,0.26,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.21,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.57,4.8,0.0,2.09,1.44,1.08,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.41,3.87,1.53,1.32,1.04,0.77,0.53,0.44,0.28,0.15,0.07,0.07,100.0
01/03/2022,3.83,4.54,0.0,4.38,1.36,4.45,4.67,4.55,4.19,2.78,2.46,3.31,2.21,1.96,1.7,1.8,0.0,1.67,0.0,1.11,1.16,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.25,0.26,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.21,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.57,4.8,0.0,2.09,1.44,1.08,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.41,3.87,1.53,1.32,1.04,0.77,0.53,0.44,0.28,0.15,0.07,0.07,100.0
01/04/2022,3.83,4.54,0.0,4.38,1.36,4.45,4.67,4.55,4.19,2.78,2.46,3.31,2.21,1.96,1.7,1.8,0.0,1.67,0.0,1.11,1.16,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.25,0.26,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.21,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.57,4.8,0.0,2.09,1.44,1.08,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.41,3.87,1.53,1.32,1.04,0.77,0.53,0.44,0.28,0.15,0.07,0.07,100.0
01/05/2022,3.83,4.54,0.0,4.38,1.36,4.45,4.67,4.55,4.19,2.78,2.46,3.31,2.21,1.96,1.7,1.8,0.0,1.67,0.0,1.11,1.16,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.25,0.26,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.21,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.57,4.8,0.0,2.09,1.44,1.08,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.41,3.87,1.53,1.32,1.04,0.77,0.53,0.44,0.28,0.15,0.07,0.07,100.0
01/06/2022,3.83,4.54,0.0,4.38,1.36,4.45,4.67,4.55,4.19,2.78,2.46,3.31,2.21,1.96,1.7,1.8,0.0,1.67,0.0,1.11,1.16,0.09,1.08,1.07,1.05,1.05,0.88,0.78,0.92,0.08,0.99,0.0,0.7,0.0,0.05,0.55,0.0,0.0,0.5,0.62,0.0,0.0,0.44,0.45,0.31,0.39,0.38,0.35,0.37,0.27,0.0,0.3,0.29,0.25,0.26,0.24,0.23,0.0,0.21,0.0,0.18,0.16,0.14,0.15,0.0,0.21,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.13,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.06,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.57,4.8,0.0,2.09,1.44,1.08,0.96,0.55,0.38,0.04,0.0,0.0,0.0,4.41,3.87,1.53,1.32,1.04,0.77,0.53,0.44,0.28,0.15,0.07,0.07,100.0
01/07/2022,3.75,4.18,0.0,4.52,1.45,4.5,4.75,4.62,4.26,2.79,2.48,3.43,2.14,1.9,1.74,1.77,0.0,1.66,0.0,1.12,1.13,0.09,1.12,1.12,1.04,1.03,0.86,0.81,0.9,0.08,0.99,0.0,0.69,0.0,0.05,0.54,0.0,0.0,0.5,0.63,0.0,0.0,0.47,0.46,0.31,0.39,0.39,0.35,0.35,0.28,0.0,0.3,0.28,0.25,0.27,0.26,0.24,0.0,0.21,0.0,0.18,0.17,0.14,0.15,0.0,0.06,0.11,0.0,0.11,0.11,0.01,0.0,0.12,0.11,0.11,0.09,0.0,0.14,0.08,0.09,0.0,0.07,0.0,0.06,0.06,0.05,0.0,0.05,0.0,0.0,0.05,0.04,0.03,4.48,4.9,0.0,2.13,1.44,1.06,0.95,0.58,0.38,0.04,0.0,0.0,0.0,4.46,3.81,1.53,1.3,1.0,0.79,0.54,0.43,0.27,0.15,0.07,0.07,100.02000000000001
