,HPQ,DELL,NTAP,WSM,SYF,PWR,QRVO,IPG,CARR,PHM,LB,CE,LEN,CBRE,COF,LKQ,ARW,IP,MHK,BBY,TGT,LPLA,CINF,EPAM,AGCO,LH,TPX,IT,CTSH,UHS,NUE,AES,CTVA,MOS,DECK,JBL,WHR,TER,OGN,MXIM,KLAC,EXPD,SNA,GPC,BC,TSCO,URI,DHI,DKS,PINS,KIM,JLL,RS,VIAC,GNRC,MU,F,HIG,DOW,LPX,EXP,ENTG,HCA,TROW,EVR,ETSY,FNF,DFS,RJF,AFL,WRK,ALL,DAR,MTZ,OMC,FL,AYI,AAP,NXST,HPE,MOH,YETI,AMAT,DXC,ANTM,ZBRA,WSO,CDW,OMF,ALLY,PNR,TOL,PGR,FTNT,TRGP,EBAY,ENPH,AN,DOX,SWKS,J,RHI,SNX,BERY,UTHR,MAN,TT,ON,DLTR,GM,EMN,ALGN,MTG,SF,QRTEA,CF,NCR,TDC,OC,FND,CRWD,ALXN,POOL,KSS,AMG,LAZ,SEE,JEF,JCI,CMI,STLD,BIO,EOG,NUAN,HOG,ORLY,PII,TTC,GWW,WY,SLM,W,LRCX,CC,AMP,ORI,OKE,AFG,AOS,ROKU,LUMN,SPG,JBHT,AVY,WMS,NXPI,MLM,R,AVT,AA,CCK,MTCH,HUM,VRT,NWL,MPWR,WAT,MTD,SWK,KSU,FFIV,IVZ,NVR,PKI,OTIS,DGX,ACGL,MKSI,CDNS,HZNP,SMG,MDU,VMI,UHAL,TSN,RH,PKG,FBHS,ITT,NLSN,BRKS,EXR,LII,IDXX,CI,VICI,FIVE,TPL,HSIC,JAZZ,DVA,APH,KR,GLW,IRM,MIDD,TRV,CSL,MRNA,4970.T,DOV,MCK,GRMN,ALB,FAF,BBWI WI,AMD,TXT,BLDR,TRMB,PRU,WST,SNPS,ETN,LBEUR,GVMXX,DTE,PANW,ULTA,ADI,ODFL,ACI,VNT,AVTR,AJG,n/a,SIVB,AZO,CRL,RF,WAL,SPB,MET,PFG,SUM
09/16/2021,1.05,0.72,0.75,0.65,0.59,0.73,0.46,0.56,0.56,0.39,0.0,0.43,0.42,0.47,0.42,0.42,0.41,0.39,0.4,0.41,0.39,0.41,0.39,0.45,0.38,0.39,0.43,0.43,0.39,0.35,0.41,0.32,0.34,0.37,0.37,0.37,0.34,0.33,0.37,0.0,0.38,0.33,0.32,0.31,0.32,0.34,0.35,0.3,0.4,0.21,0.38,0.38,0.3,0.28,0.3,0.27,0.26,0.33,0.28,0.31,0.3,0.3,0.34,0.3,0.27,0.3,0.29,0.28,0.28,0.28,0.27,0.27,0.3,0.24,0.25,0.22,0.27,0.25,0.26,0.26,0.27,0.28,0.27,0.24,0.24,0.27,0.25,0.28,0.24,0.27,0.28,0.27,0.24,0.29,0.25,0.26,0.21,0.26,0.24,0.23,0.25,0.28,0.24,0.23,0.27,0.24,0.24,0.29,0.21,0.2,0.23,0.27,0.25,0.24,0.19,0.21,0.2,0.24,0.22,0.27,0.22,0.0,0.23,0.22,0.21,0.23,0.22,0.24,0.23,0.21,0.23,0.25,0.18,0.21,0.17,0.21,0.19,0.2,0.19,0.21,0.18,0.18,0.2,0.19,0.22,0.2,0.18,0.21,0.19,0.0,0.18,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.26,0.19,0.19,0.0,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.19,0.17,0.17,0.21,0.19,0.2,0.18,0.0,0.21,0.19,0.0,0.17,0.19,0.2,0.18,0.17,0.19,0.17,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.18,0.0,0.0,0.0,0.25,0.0,0.17,0.0,0.18,0.19,0.17,0.37,0.0,0.0,0.2,0.18,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.45,0.17,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.74
09/17/2021,1.02,0.71,0.76,0.66,0.58,0.74,0.46,0.57,0.55,0.38,0.0,0.43,0.42,0.47,0.41,0.42,0.41,0.39,0.39,0.4,0.4,0.41,0.39,0.46,0.38,0.39,0.43,0.44,0.39,0.35,0.4,0.33,0.34,0.37,0.39,0.37,0.34,0.33,0.37,0.0,0.38,0.34,0.32,0.31,0.32,0.35,0.34,0.3,0.4,0.2,0.38,0.38,0.29,0.27,0.3,0.27,0.26,0.33,0.27,0.3,0.29,0.31,0.33,0.29,0.27,0.3,0.29,0.28,0.28,0.28,0.27,0.27,0.3,0.24,0.25,0.22,0.27,0.26,0.26,0.25,0.27,0.28,0.27,0.23,0.24,0.27,0.25,0.28,0.23,0.27,0.28,0.26,0.24,0.3,0.25,0.25,0.21,0.27,0.24,0.23,0.24,0.28,0.24,0.23,0.27,0.24,0.24,0.3,0.21,0.2,0.22,0.27,0.25,0.24,0.19,0.21,0.19,0.24,0.22,0.27,0.22,0.0,0.23,0.22,0.21,0.22,0.22,0.24,0.23,0.21,0.23,0.25,0.18,0.21,0.17,0.21,0.18,0.2,0.19,0.2,0.17,0.18,0.2,0.19,0.22,0.18,0.18,0.21,0.19,0.0,0.18,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.19,0.25,0.19,0.18,0.0,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.2,0.18,0.17,0.21,0.2,0.2,0.18,0.0,0.21,0.2,0.0,0.17,0.19,0.2,0.18,0.17,0.19,0.17,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.18,0.19,0.17,0.38,0.0,0.0,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.17,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.59999999999999
09/20/2021,1.03,0.73,0.76,0.69,0.59,0.74,0.45,0.56,0.55,0.39,0.0,0.43,0.42,0.47,0.42,0.43,0.41,0.38,0.38,0.4,0.4,0.41,0.39,0.46,0.38,0.39,0.42,0.44,0.4,0.34,0.41,0.33,0.34,0.38,0.39,0.37,0.33,0.33,0.37,0.0,0.4,0.33,0.32,0.32,0.31,0.35,0.35,0.3,0.41,0.2,0.38,0.38,0.29,0.28,0.3,0.27,0.27,0.33,0.27,0.3,0.27,0.32,0.34,0.29,0.27,0.31,0.29,0.29,0.28,0.28,0.27,0.27,0.31,0.24,0.25,0.22,0.27,0.26,0.27,0.25,0.27,0.28,0.27,0.24,0.25,0.28,0.25,0.28,0.23,0.27,0.29,0.27,0.23,0.3,0.26,0.26,0.2,0.29,0.24,0.23,0.24,0.28,0.24,0.23,0.26,0.24,0.24,0.31,0.21,0.21,0.22,0.27,0.25,0.24,0.19,0.22,0.19,0.24,0.22,0.27,0.22,0.0,0.22,0.22,0.21,0.22,0.22,0.24,0.23,0.2,0.23,0.25,0.19,0.21,0.17,0.22,0.19,0.19,0.19,0.21,0.18,0.18,0.2,0.18,0.22,0.18,0.19,0.21,0.18,0.0,0.18,0.2,0.2,0.2,0.18,0.2,0.19,0.2,0.18,0.26,0.2,0.18,0.0,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.2,0.17,0.17,0.21,0.19,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.19,0.19,0.18,0.17,0.18,0.17,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.27,0.0,0.0,0.17,0.18,0.19,0.17,0.39,0.0,0.0,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.17,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8
09/21/2021,1.03,0.73,0.76,0.69,0.59,0.74,0.45,0.56,0.55,0.39,0.0,0.43,0.42,0.47,0.42,0.43,0.41,0.38,0.38,0.4,0.4,0.41,0.39,0.46,0.38,0.39,0.42,0.44,0.4,0.34,0.41,0.33,0.34,0.38,0.39,0.37,0.33,0.33,0.37,0.0,0.4,0.33,0.32,0.32,0.31,0.35,0.35,0.3,0.41,0.2,0.38,0.38,0.29,0.28,0.3,0.27,0.27,0.33,0.27,0.3,0.27,0.32,0.34,0.29,0.27,0.31,0.29,0.29,0.28,0.28,0.27,0.27,0.31,0.24,0.25,0.22,0.27,0.26,0.27,0.25,0.27,0.28,0.27,0.24,0.25,0.28,0.25,0.28,0.23,0.27,0.29,0.27,0.23,0.3,0.26,0.26,0.2,0.29,0.24,0.23,0.24,0.28,0.24,0.23,0.26,0.24,0.24,0.31,0.21,0.21,0.22,0.27,0.25,0.24,0.19,0.22,0.19,0.24,0.22,0.27,0.22,0.0,0.22,0.22,0.21,0.22,0.22,0.24,0.23,0.2,0.23,0.25,0.19,0.21,0.17,0.22,0.19,0.19,0.19,0.21,0.18,0.18,0.2,0.18,0.22,0.18,0.19,0.21,0.18,0.0,0.18,0.2,0.2,0.2,0.18,0.2,0.19,0.2,0.18,0.26,0.2,0.18,0.0,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.2,0.17,0.17,0.21,0.19,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.19,0.19,0.18,0.17,0.18,0.17,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.27,0.0,0.0,0.17,0.18,0.19,0.17,0.39,0.0,0.0,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.17,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8
09/22/2021,1.03,0.74,0.75,0.69,0.59,0.75,0.45,0.56,0.56,0.4,0.0,0.42,0.43,0.46,0.42,0.42,0.41,0.38,0.38,0.4,0.4,0.42,0.38,0.45,0.37,0.39,0.43,0.44,0.39,0.35,0.4,0.34,0.34,0.39,0.39,0.36,0.33,0.33,0.37,0.0,0.4,0.33,0.32,0.32,0.32,0.35,0.35,0.31,0.41,0.21,0.38,0.38,0.29,0.28,0.3,0.27,0.27,0.33,0.26,0.31,0.27,0.32,0.34,0.3,0.27,0.32,0.29,0.29,0.28,0.28,0.26,0.27,0.31,0.24,0.25,0.22,0.27,0.26,0.27,0.25,0.28,0.28,0.27,0.24,0.25,0.27,0.25,0.28,0.24,0.27,0.28,0.28,0.24,0.3,0.26,0.26,0.21,0.3,0.24,0.22,0.24,0.28,0.24,0.22,0.26,0.23,0.24,0.31,0.21,0.21,0.21,0.27,0.25,0.24,0.19,0.23,0.19,0.24,0.21,0.27,0.23,0.0,0.22,0.22,0.21,0.23,0.21,0.24,0.23,0.2,0.23,0.25,0.19,0.21,0.17,0.22,0.19,0.19,0.19,0.22,0.18,0.19,0.2,0.18,0.22,0.18,0.19,0.22,0.18,0.0,0.19,0.2,0.2,0.2,0.18,0.2,0.19,0.2,0.18,0.25,0.19,0.18,0.0,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.2,0.18,0.17,0.22,0.19,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.19,0.19,0.18,0.0,0.18,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.26,0.0,0.0,0.17,0.18,0.19,0.17,0.39,0.0,0.0,0.2,0.17,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.17,0.17,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.89
09/23/2021,1.03,0.75,0.75,0.69,0.59,0.75,0.44,0.56,0.55,0.39,0.0,0.42,0.42,0.47,0.42,0.42,0.41,0.38,0.39,0.4,0.4,0.42,0.38,0.45,0.37,0.39,0.44,0.45,0.4,0.35,0.38,0.33,0.34,0.38,0.38,0.36,0.34,0.32,0.37,0.0,0.39,0.32,0.32,0.32,0.32,0.36,0.34,0.3,0.42,0.2,0.37,0.38,0.29,0.27,0.29,0.27,0.26,0.32,0.26,0.31,0.27,0.32,0.34,0.29,0.27,0.31,0.29,0.29,0.27,0.27,0.26,0.27,0.3,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.29,0.28,0.27,0.24,0.25,0.27,0.25,0.28,0.24,0.27,0.29,0.27,0.24,0.3,0.26,0.26,0.2,0.3,0.24,0.22,0.24,0.28,0.24,0.23,0.26,0.23,0.24,0.3,0.21,0.2,0.21,0.27,0.25,0.24,0.19,0.23,0.19,0.26,0.21,0.27,0.22,0.0,0.22,0.22,0.2,0.22,0.22,0.24,0.23,0.2,0.22,0.25,0.19,0.21,0.17,0.22,0.18,0.19,0.19,0.22,0.18,0.19,0.2,0.17,0.21,0.18,0.19,0.21,0.18,0.0,0.19,0.2,0.2,0.2,0.18,0.2,0.19,0.2,0.18,0.26,0.2,0.18,0.17,0.0,0.18,0.24,0.21,0.2,0.0,0.18,0.2,0.17,0.17,0.22,0.18,0.21,0.18,0.0,0.21,0.2,0.0,0.0,0.18,0.2,0.18,0.0,0.18,0.17,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.17,0.26,0.0,0.0,0.0,0.18,0.19,0.17,0.39,0.0,0.0,0.2,0.17,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.45,0.18,0.17,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.73
09/24/2021,1.02,0.74,0.75,0.7,0.59,0.74,0.45,0.56,0.53,0.39,0.0,0.43,0.42,0.46,0.42,0.42,0.41,0.38,0.38,0.4,0.4,0.42,0.38,0.46,0.37,0.4,0.44,0.44,0.4,0.35,0.38,0.33,0.34,0.38,0.38,0.36,0.33,0.32,0.37,0.0,0.39,0.33,0.32,0.32,0.31,0.36,0.34,0.3,0.42,0.2,0.38,0.38,0.29,0.27,0.3,0.27,0.26,0.32,0.26,0.3,0.27,0.32,0.34,0.29,0.27,0.31,0.29,0.29,0.27,0.27,0.26,0.27,0.3,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.29,0.28,0.27,0.23,0.26,0.26,0.25,0.28,0.24,0.27,0.28,0.27,0.24,0.3,0.26,0.26,0.21,0.31,0.24,0.22,0.24,0.28,0.23,0.23,0.26,0.23,0.24,0.3,0.21,0.2,0.21,0.28,0.25,0.24,0.18,0.23,0.19,0.25,0.21,0.27,0.22,0.0,0.22,0.22,0.2,0.22,0.22,0.24,0.23,0.2,0.22,0.25,0.19,0.21,0.17,0.22,0.18,0.19,0.19,0.22,0.18,0.19,0.2,0.0,0.21,0.18,0.19,0.21,0.18,0.0,0.19,0.2,0.21,0.2,0.18,0.2,0.2,0.2,0.18,0.24,0.2,0.18,0.0,0.0,0.17,0.25,0.21,0.21,0.0,0.18,0.2,0.0,0.17,0.22,0.18,0.21,0.18,0.0,0.21,0.2,0.0,0.0,0.18,0.2,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.18,0.19,0.17,0.39,0.0,0.0,0.2,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.18,0.17,0.0,0.19,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.74999999999999
09/27/2021,1.03,0.75,0.76,0.69,0.6,0.75,0.44,0.58,0.54,0.38,0.0,0.42,0.41,0.46,0.44,0.43,0.41,0.38,0.39,0.39,0.4,0.44,0.38,0.46,0.38,0.39,0.44,0.45,0.4,0.34,0.38,0.32,0.34,0.4,0.38,0.36,0.33,0.32,0.37,0.0,0.4,0.33,0.32,0.32,0.32,0.36,0.36,0.29,0.42,0.2,0.37,0.38,0.29,0.28,0.31,0.27,0.27,0.32,0.26,0.31,0.27,0.32,0.33,0.29,0.27,0.31,0.29,0.3,0.28,0.27,0.27,0.26,0.29,0.22,0.25,0.23,0.28,0.27,0.27,0.25,0.29,0.28,0.27,0.23,0.25,0.26,0.25,0.28,0.24,0.27,0.28,0.26,0.23,0.3,0.27,0.26,0.21,0.31,0.24,0.22,0.25,0.28,0.23,0.23,0.26,0.23,0.24,0.3,0.2,0.21,0.21,0.27,0.25,0.24,0.19,0.25,0.2,0.26,0.21,0.27,0.22,0.0,0.22,0.23,0.2,0.22,0.22,0.24,0.23,0.2,0.22,0.25,0.2,0.21,0.18,0.22,0.19,0.19,0.19,0.22,0.18,0.18,0.2,0.0,0.22,0.18,0.2,0.21,0.18,0.0,0.18,0.2,0.2,0.2,0.18,0.2,0.2,0.21,0.18,0.25,0.19,0.18,0.0,0.0,0.17,0.25,0.21,0.2,0.0,0.18,0.2,0.17,0.0,0.21,0.19,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.18,0.19,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.18,0.19,0.0,0.4,0.0,0.17,0.2,0.17,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.46,0.18,0.18,0.0,0.19,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.92999999999999
09/28/2021,1.03,0.75,0.76,0.69,0.6,0.75,0.44,0.58,0.54,0.38,0.0,0.42,0.41,0.46,0.44,0.43,0.41,0.38,0.39,0.39,0.4,0.44,0.38,0.46,0.38,0.39,0.44,0.45,0.4,0.34,0.38,0.32,0.34,0.4,0.38,0.36,0.33,0.32,0.37,0.0,0.4,0.33,0.32,0.32,0.32,0.36,0.36,0.29,0.42,0.2,0.37,0.38,0.29,0.28,0.31,0.27,0.27,0.32,0.26,0.31,0.27,0.32,0.33,0.29,0.27,0.31,0.29,0.3,0.28,0.27,0.27,0.26,0.29,0.22,0.25,0.23,0.28,0.27,0.27,0.25,0.29,0.28,0.27,0.23,0.25,0.26,0.25,0.28,0.24,0.27,0.28,0.26,0.23,0.3,0.27,0.26,0.21,0.31,0.24,0.22,0.25,0.28,0.23,0.23,0.26,0.23,0.24,0.3,0.2,0.21,0.21,0.27,0.25,0.24,0.19,0.25,0.2,0.26,0.21,0.27,0.22,0.0,0.22,0.23,0.2,0.22,0.22,0.24,0.23,0.2,0.22,0.25,0.2,0.21,0.18,0.22,0.19,0.19,0.19,0.22,0.18,0.18,0.2,0.0,0.22,0.18,0.2,0.21,0.18,0.0,0.18,0.2,0.2,0.2,0.18,0.2,0.2,0.21,0.18,0.25,0.19,0.18,0.0,0.0,0.17,0.25,0.21,0.2,0.0,0.18,0.2,0.17,0.0,0.21,0.19,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.18,0.19,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.18,0.19,0.0,0.4,0.0,0.17,0.2,0.17,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.17,0.46,0.18,0.18,0.0,0.19,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.92999999999999
09/29/2021,1.03,0.76,0.77,0.7,0.61,0.74,0.44,0.59,0.53,0.38,0.0,0.43,0.42,0.46,0.44,0.43,0.41,0.38,0.38,0.38,0.39,0.44,0.38,0.46,0.37,0.39,0.44,0.46,0.4,0.34,0.38,0.32,0.34,0.41,0.34,0.37,0.33,0.32,0.37,0.0,0.4,0.33,0.32,0.32,0.32,0.36,0.36,0.29,0.41,0.2,0.37,0.39,0.29,0.28,0.3,0.27,0.27,0.32,0.26,0.31,0.27,0.32,0.33,0.29,0.27,0.31,0.29,0.3,0.29,0.27,0.27,0.26,0.29,0.22,0.25,0.21,0.28,0.27,0.28,0.25,0.29,0.27,0.27,0.23,0.25,0.26,0.25,0.28,0.24,0.27,0.29,0.26,0.23,0.31,0.27,0.26,0.2,0.31,0.24,0.22,0.25,0.28,0.23,0.23,0.25,0.23,0.24,0.3,0.2,0.21,0.21,0.27,0.25,0.25,0.19,0.25,0.2,0.26,0.2,0.28,0.22,0.0,0.22,0.23,0.2,0.22,0.22,0.24,0.23,0.2,0.22,0.25,0.2,0.21,0.17,0.22,0.19,0.18,0.19,0.22,0.18,0.18,0.2,0.0,0.22,0.18,0.2,0.21,0.18,0.0,0.19,0.2,0.2,0.2,0.18,0.2,0.19,0.21,0.18,0.25,0.19,0.19,0.0,0.0,0.0,0.25,0.2,0.2,0.0,0.18,0.2,0.17,0.0,0.21,0.18,0.2,0.18,0.0,0.21,0.2,0.0,0.0,0.18,0.19,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.17,0.0,0.0,0.17,0.26,0.0,0.0,0.0,0.19,0.19,0.17,0.4,0.0,0.17,0.2,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.19,0.17,0.46,0.18,0.18,0.0,0.19,0.18,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,55.88
09/30/2021,1.06,0.76,0.77,0.71,0.62,0.73,0.44,0.58,0.52,0.39,0.0,0.44,0.41,0.46,0.45,0.43,0.41,0.38,0.39,0.4,0.39,0.46,0.39,0.43,0.37,0.38,0.44,0.44,0.4,0.34,0.39,0.32,0.34,0.42,0.33,0.37,0.33,0.31,0.36,0.0,0.39,0.32,0.32,0.32,0.32,0.35,0.37,0.29,0.4,0.2,0.37,0.38,0.29,0.28,0.3,0.27,0.28,0.32,0.27,0.32,0.28,0.31,0.33,0.29,0.27,0.31,0.29,0.3,0.29,0.27,0.27,0.26,0.3,0.23,0.26,0.22,0.28,0.28,0.28,0.26,0.29,0.26,0.27,0.23,0.25,0.26,0.25,0.28,0.24,0.27,0.28,0.27,0.23,0.29,0.28,0.26,0.2,0.31,0.24,0.21,0.25,0.28,0.23,0.23,0.25,0.23,0.23,0.3,0.2,0.21,0.22,0.26,0.25,0.25,0.19,0.26,0.2,0.26,0.21,0.27,0.21,0.0,0.22,0.23,0.2,0.22,0.22,0.25,0.22,0.2,0.22,0.24,0.21,0.21,0.17,0.22,0.19,0.18,0.19,0.22,0.18,0.19,0.2,0.18,0.22,0.18,0.2,0.21,0.18,0.0,0.19,0.2,0.2,0.2,0.18,0.2,0.2,0.22,0.18,0.26,0.19,0.19,0.0,0.0,0.17,0.25,0.2,0.19,0.0,0.18,0.2,0.18,0.0,0.2,0.18,0.2,0.18,0.0,0.2,0.2,0.0,0.0,0.18,0.2,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.17,0.19,0.17,0.4,0.0,0.17,0.2,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.19,0.17,0.46,0.18,0.17,0.0,0.18,0.17,0.0,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,55.88
10/01/2021,1.07,0.77,0.77,0.71,0.62,0.74,0.44,0.58,0.53,0.39,0.0,0.44,0.41,0.47,0.45,0.43,0.42,0.39,0.39,0.4,0.38,0.45,0.38,0.42,0.38,0.38,0.44,0.43,0.4,0.34,0.39,0.32,0.35,0.42,0.33,0.37,0.34,0.3,0.37,0.0,0.38,0.32,0.32,0.32,0.32,0.36,0.37,0.29,0.4,0.2,0.37,0.39,0.3,0.28,0.29,0.27,0.28,0.33,0.27,0.32,0.28,0.3,0.33,0.28,0.27,0.3,0.29,0.3,0.29,0.27,0.28,0.26,0.3,0.23,0.25,0.22,0.28,0.28,0.28,0.26,0.28,0.25,0.26,0.23,0.26,0.25,0.25,0.27,0.24,0.27,0.28,0.26,0.23,0.29,0.28,0.26,0.2,0.31,0.24,0.21,0.25,0.28,0.22,0.23,0.24,0.23,0.23,0.29,0.21,0.21,0.22,0.26,0.25,0.25,0.19,0.26,0.19,0.26,0.21,0.26,0.21,0.0,0.21,0.23,0.2,0.22,0.22,0.25,0.22,0.21,0.23,0.24,0.21,0.21,0.18,0.22,0.19,0.19,0.19,0.22,0.18,0.19,0.19,0.18,0.22,0.18,0.2,0.2,0.18,0.0,0.19,0.2,0.2,0.2,0.18,0.2,0.2,0.22,0.18,0.27,0.19,0.18,0.0,0.0,0.17,0.24,0.19,0.19,0.0,0.18,0.2,0.18,0.0,0.2,0.18,0.19,0.18,0.0,0.19,0.2,0.0,0.0,0.18,0.2,0.19,0.17,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.17,0.23,0.0,0.0,0.0,0.17,0.18,0.17,0.4,0.0,0.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.17,0.45,0.18,0.18,0.0,0.17,0.17,0.0,0.18,0.17,0.0,0.18,0.17,0.17,0.0,0.0,55.79
10/04/2021,1.04,0.78,0.76,0.67,0.61,0.74,0.44,0.57,0.54,0.38,0.0,0.44,0.4,0.48,0.44,0.43,0.42,0.38,0.38,0.4,0.38,0.46,0.39,0.43,0.37,0.38,0.43,0.44,0.4,0.34,0.38,0.32,0.35,0.42,0.33,0.36,0.33,0.3,0.37,0.0,0.37,0.32,0.32,0.32,0.32,0.35,0.37,0.29,0.38,0.2,0.36,0.4,0.29,0.28,0.29,0.26,0.29,0.33,0.27,0.32,0.27,0.31,0.33,0.28,0.27,0.29,0.29,0.29,0.29,0.27,0.27,0.26,0.3,0.23,0.25,0.21,0.28,0.27,0.28,0.27,0.28,0.25,0.25,0.23,0.25,0.25,0.24,0.27,0.24,0.27,0.28,0.25,0.24,0.3,0.29,0.25,0.2,0.31,0.24,0.21,0.25,0.28,0.22,0.23,0.24,0.23,0.23,0.29,0.23,0.22,0.21,0.26,0.25,0.25,0.19,0.26,0.2,0.28,0.2,0.26,0.22,0.0,0.21,0.2,0.2,0.22,0.21,0.25,0.22,0.21,0.22,0.24,0.21,0.21,0.17,0.22,0.19,0.19,0.19,0.22,0.18,0.18,0.19,0.18,0.22,0.19,0.21,0.21,0.17,0.0,0.18,0.2,0.2,0.2,0.19,0.19,0.19,0.22,0.18,0.26,0.19,0.19,0.0,0.0,0.0,0.24,0.19,0.19,0.0,0.18,0.2,0.17,0.0,0.2,0.18,0.2,0.18,0.0,0.2,0.2,0.0,0.0,0.18,0.2,0.19,0.17,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.17,0.19,0.17,0.38,0.0,0.17,0.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.45,0.18,0.18,0.0,0.18,0.18,0.0,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.0,55.580000000000005
