,ASAN,SYKE,TTD,MSTR,APPN,SPT,BILL,AVLR,WK,COUP,SPLK,SMAR,FIVN,HUBS,NET,EVBG,DOMO,CRWD,VRNS,RIOT,PAYC,DOCU,DDOG,ZUO,RPD,SQ,NOW,MARA,CDAY,ATEN,PCTY,DT,RNG,ADBE,NTNX,SAIL,QADA,RAMP,FTNT,ZM,TYL,IT,ESTC,JCOM,DCT,BKI,ZS,BL,PYPL,ALTR,MSFT,CDNS,PAYA,ZEN,PANW,ACN,JAMF,PRFT,PTC,PEGA,ADSK,CRNC,SNPS,INTU,ZNGA,ANSS,BOX,AZPN,SPSC,VRRM,CNXC,LPSN,ALRM,MIME,VERX,CRM,MGI,DBX,PD,QLYS,AGYS,WDAY,PLAN,AYX,PAYX,ECOM,MA,EGHT,GWRE,CSOD,MANH,MSP,RPAY,QTWO,CSGS,FICO,EPAM,V,MITK,IMXI,G,JKHY,CLDR,BR,EXLS,MCFE,MDLA,ADP,MNTV,EPAY,PFPT,ORCL,WORK,TTEC,DLB,TDC,PLTR,AFRM,BLKB,FIS,GPN,NUAN,NEWR,SSNC,SWI,UPLD,AI,VG,EVTC,FEYE,FISV,APPF,TENB,EVOP,IIIV,BNFT,EA,MODN,CVLT,ZIXI,XM,NLOK,FOUR,CTSH,PRGS,CTXS,ATVI,OSPN,WEX,YEXT,VRNT,PRO,VMW,ACIW,DXC,AVYA,FLT,ENV,APPS,TTWO,UIS,XPER,PING,ADS,CDK,WU,BTRS,DMRC,IBM,MMS,SCPL,TLS,PLTK,VERI,ETWO,CLSK,EEFT,IDCC,SKLZ,EBIX,CNDT,Sabre Corp.,AMSWA,CASS,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SABR,Skillz Inc. Class A,Cleanspark Inc.,SDA.AX,N-able Inc.,NABL WI,002810.KS,GVMXX,SWIEUR,SSIXX,NABL,603121.SS,n/a,GSKY,OLO,GDYN,NCR,APP,KNBE,CTLP,HCKT,CCSI,MNDT,ZD,KD WI,LYLTV,LYLT,KD,TASK,CFLT,BSY,U,NCNO,SUMO,YOU,S,LTCH,MTTR,MQ,PATH,PAYO,AVPT,PYCR,CCCS,LAW,FLYW,GTLB,EMBK,CWAN,FRSH,TWKS,INFA,TOST,CXM,AMPL,BFH,SUM
07/09/2021,0.78,0.68,0.67,0.65,0.64,0.64,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.44,0.35,0.34,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
07/12/2021,0.77,0.69,0.68,0.64,0.63,0.62,0.64,0.62,0.64,0.62,0.61,0.61,0.62,0.62,0.62,0.6,0.63,0.61,0.6,0.58,0.6,0.61,0.6,0.6,0.61,0.58,0.6,0.56,0.59,0.59,0.59,0.59,0.57,0.6,0.58,0.58,0.59,0.55,0.59,0.57,0.59,0.59,0.58,0.59,0.55,0.57,0.59,0.58,0.58,0.55,0.58,0.57,0.58,0.55,0.57,0.58,0.56,0.57,0.56,0.56,0.57,0.53,0.57,0.57,0.54,0.56,0.54,0.56,0.55,0.55,0.56,0.55,0.55,0.57,0.53,0.55,0.54,0.56,0.57,0.56,0.53,0.55,0.54,0.54,0.56,0.53,0.54,0.53,0.54,0.54,0.54,0.54,0.53,0.54,0.54,0.55,0.54,0.54,0.53,0.55,0.55,0.55,0.53,0.55,0.55,0.53,0.52,0.54,0.52,0.54,0.54,0.55,0.53,0.53,0.53,0.54,0.5,0.5,0.52,0.53,0.52,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.53,0.53,0.52,0.5,0.52,0.53,0.52,0.5,0.51,0.52,0.53,0.51,0.5,0.51,0.5,0.51,0.51,0.52,0.5,0.51,0.5,0.51,0.5,0.51,0.52,0.5,0.51,0.49,0.5,0.5,0.45,0.49,0.5,0.48,0.52,0.48,0.5,0.49,0.46,0.48,0.5,0.5,0.47,0.47,0.47,0.44,0.45,0.46,0.47,0.46,0.43,0.45,0.46,0.43,0.35,0.35,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/13/2021,0.77,0.69,0.68,0.64,0.63,0.62,0.64,0.62,0.64,0.62,0.61,0.61,0.62,0.62,0.62,0.6,0.63,0.61,0.6,0.58,0.6,0.61,0.6,0.6,0.61,0.58,0.6,0.56,0.59,0.59,0.59,0.59,0.57,0.6,0.58,0.58,0.59,0.55,0.59,0.57,0.59,0.59,0.58,0.59,0.55,0.57,0.59,0.58,0.58,0.55,0.58,0.57,0.58,0.55,0.57,0.58,0.56,0.57,0.56,0.56,0.57,0.53,0.57,0.57,0.54,0.56,0.54,0.56,0.55,0.55,0.56,0.55,0.55,0.57,0.53,0.55,0.54,0.56,0.57,0.56,0.53,0.55,0.54,0.54,0.56,0.53,0.54,0.53,0.54,0.54,0.54,0.54,0.53,0.54,0.54,0.55,0.54,0.54,0.53,0.55,0.55,0.55,0.53,0.55,0.55,0.53,0.52,0.54,0.52,0.54,0.54,0.55,0.53,0.53,0.53,0.54,0.5,0.5,0.52,0.53,0.52,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.53,0.53,0.52,0.5,0.52,0.53,0.52,0.5,0.51,0.52,0.53,0.51,0.5,0.51,0.5,0.51,0.51,0.52,0.5,0.51,0.5,0.51,0.5,0.51,0.52,0.5,0.51,0.49,0.5,0.5,0.45,0.49,0.5,0.48,0.52,0.48,0.5,0.49,0.46,0.48,0.5,0.5,0.47,0.47,0.47,0.44,0.45,0.46,0.47,0.46,0.43,0.45,0.46,0.43,0.35,0.35,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/14/2021,0.78,0.68,0.69,0.65,0.63,0.61,0.64,0.62,0.65,0.6,0.61,0.61,0.61,0.62,0.61,0.6,0.61,0.61,0.6,0.56,0.6,0.6,0.6,0.6,0.61,0.58,0.6,0.55,0.59,0.6,0.59,0.59,0.57,0.59,0.58,0.57,0.58,0.56,0.59,0.56,0.59,0.58,0.58,0.59,0.53,0.58,0.58,0.58,0.59,0.56,0.57,0.57,0.59,0.55,0.57,0.58,0.55,0.57,0.56,0.56,0.56,0.52,0.57,0.57,0.53,0.56,0.53,0.55,0.55,0.55,0.56,0.55,0.56,0.58,0.54,0.54,0.58,0.55,0.57,0.55,0.54,0.55,0.54,0.54,0.57,0.53,0.54,0.53,0.54,0.54,0.54,0.54,0.55,0.54,0.54,0.55,0.55,0.54,0.53,0.56,0.55,0.55,0.53,0.55,0.54,0.53,0.52,0.54,0.52,0.53,0.53,0.56,0.53,0.53,0.53,0.55,0.5,0.52,0.52,0.53,0.52,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.53,0.53,0.52,0.5,0.51,0.52,0.52,0.5,0.51,0.51,0.52,0.51,0.51,0.51,0.51,0.51,0.5,0.51,0.5,0.52,0.51,0.51,0.5,0.51,0.52,0.5,0.51,0.5,0.49,0.5,0.46,0.48,0.51,0.49,0.51,0.5,0.5,0.5,0.46,0.48,0.5,0.5,0.48,0.46,0.48,0.45,0.46,0.46,0.47,0.46,0.0,0.47,0.47,0.0,0.34,0.35,0.09,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/15/2021,0.77,0.68,0.69,0.61,0.62,0.62,0.65,0.61,0.66,0.6,0.6,0.6,0.61,0.6,0.61,0.6,0.62,0.6,0.6,0.54,0.59,0.61,0.6,0.6,0.62,0.59,0.6,0.55,0.58,0.58,0.58,0.59,0.56,0.59,0.57,0.58,0.59,0.55,0.6,0.55,0.59,0.59,0.58,0.59,0.54,0.58,0.59,0.57,0.6,0.56,0.57,0.57,0.6,0.54,0.57,0.58,0.55,0.58,0.56,0.55,0.56,0.52,0.57,0.57,0.54,0.56,0.53,0.55,0.54,0.55,0.56,0.55,0.56,0.57,0.53,0.54,0.59,0.55,0.56,0.54,0.55,0.55,0.53,0.52,0.57,0.53,0.55,0.53,0.54,0.54,0.53,0.53,0.55,0.54,0.54,0.55,0.56,0.54,0.53,0.55,0.55,0.55,0.53,0.55,0.55,0.53,0.52,0.55,0.52,0.55,0.53,0.56,0.53,0.54,0.53,0.54,0.5,0.51,0.52,0.53,0.52,0.53,0.53,0.53,0.53,0.51,0.51,0.52,0.53,0.53,0.53,0.5,0.51,0.53,0.53,0.51,0.52,0.53,0.52,0.5,0.51,0.51,0.52,0.52,0.51,0.51,0.51,0.5,0.51,0.51,0.5,0.5,0.5,0.5,0.52,0.5,0.5,0.51,0.47,0.49,0.5,0.49,0.51,0.51,0.5,0.5,0.47,0.47,0.5,0.5,0.48,0.49,0.48,0.45,0.44,0.45,0.48,0.47,0.0,0.47,0.47,0.0,0.34,0.35,0.09,0.0,0.45,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/16/2021,0.8,0.68,0.69,0.6,0.62,0.6,0.65,0.61,0.66,0.6,0.6,0.61,0.6,0.6,0.61,0.59,0.63,0.61,0.6,0.52,0.59,0.6,0.6,0.6,0.62,0.59,0.6,0.53,0.58,0.58,0.58,0.59,0.55,0.6,0.56,0.58,0.59,0.53,0.6,0.56,0.6,0.59,0.59,0.58,0.58,0.57,0.59,0.57,0.6,0.56,0.59,0.57,0.58,0.54,0.57,0.59,0.56,0.58,0.56,0.56,0.58,0.52,0.57,0.58,0.54,0.56,0.52,0.55,0.54,0.55,0.57,0.55,0.56,0.57,0.53,0.55,0.56,0.56,0.54,0.55,0.55,0.55,0.55,0.52,0.57,0.53,0.57,0.53,0.54,0.54,0.53,0.54,0.56,0.54,0.54,0.55,0.57,0.56,0.54,0.55,0.56,0.55,0.53,0.56,0.55,0.53,0.52,0.55,0.53,0.56,0.54,0.57,0.53,0.54,0.53,0.54,0.49,0.46,0.51,0.54,0.53,0.54,0.52,0.53,0.53,0.52,0.49,0.51,0.54,0.52,0.54,0.5,0.51,0.53,0.54,0.5,0.53,0.53,0.52,0.51,0.51,0.51,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.52,0.5,0.5,0.51,0.47,0.5,0.47,0.48,0.51,0.5,0.49,0.51,0.46,0.45,0.5,0.5,0.48,0.48,0.48,0.45,0.44,0.44,0.47,0.46,0.0,0.47,0.47,0.0,0.33,0.35,0.1,0.0,0.44,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/19/2021,0.79,0.7,0.66,0.58,0.57,0.58,0.63,0.58,0.64,0.53,0.61,0.6,0.59,0.58,0.6,0.58,0.62,0.59,0.58,0.5,0.6,0.6,0.6,0.57,0.63,0.59,0.62,0.51,0.59,0.58,0.59,0.58,0.54,0.62,0.55,0.55,0.61,0.52,0.62,0.54,0.61,0.6,0.56,0.59,0.58,0.58,0.58,0.57,0.6,0.56,0.6,0.59,0.58,0.54,0.58,0.61,0.53,0.6,0.57,0.55,0.59,0.51,0.58,0.59,0.54,0.58,0.52,0.56,0.54,0.56,0.58,0.52,0.54,0.57,0.53,0.55,0.57,0.56,0.52,0.53,0.56,0.55,0.55,0.52,0.59,0.52,0.59,0.52,0.54,0.54,0.53,0.54,0.56,0.53,0.56,0.57,0.58,0.58,0.54,0.57,0.57,0.58,0.55,0.58,0.57,0.49,0.51,0.57,0.53,0.57,0.55,0.57,0.55,0.54,0.55,0.54,0.48,0.47,0.51,0.56,0.56,0.55,0.52,0.55,0.53,0.5,0.48,0.52,0.54,0.51,0.55,0.52,0.5,0.55,0.53,0.5,0.54,0.53,0.52,0.5,0.52,0.5,0.51,0.53,0.52,0.53,0.51,0.5,0.52,0.48,0.5,0.5,0.51,0.5,0.52,0.5,0.52,0.51,0.45,0.5,0.47,0.49,0.5,0.5,0.51,0.52,0.46,0.45,0.51,0.51,0.52,0.47,0.49,0.44,0.45,0.0,0.47,0.45,0.39,0.45,0.48,0.0,0.33,0.36,0.1,-0.03,0.43,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/20/2021,0.77,0.71,0.65,0.56,0.57,0.59,0.64,0.59,0.66,0.51,0.61,0.6,0.59,0.6,0.6,0.58,0.63,0.6,0.6,0.49,0.61,0.62,0.61,0.57,0.63,0.6,0.62,0.49,0.59,0.56,0.6,0.58,0.55,0.62,0.54,0.56,0.61,0.53,0.62,0.55,0.61,0.6,0.57,0.59,0.6,0.59,0.59,0.57,0.6,0.54,0.6,0.59,0.58,0.54,0.59,0.6,0.53,0.6,0.57,0.56,0.58,0.51,0.58,0.59,0.54,0.57,0.52,0.57,0.55,0.55,0.57,0.52,0.54,0.58,0.53,0.55,0.59,0.56,0.53,0.54,0.54,0.55,0.56,0.52,0.59,0.51,0.59,0.52,0.55,0.54,0.54,0.55,0.55,0.54,0.56,0.57,0.57,0.58,0.54,0.56,0.58,0.58,0.55,0.58,0.57,0.5,0.51,0.57,0.53,0.56,0.55,0.58,0.56,0.54,0.54,0.51,0.48,0.47,0.51,0.56,0.56,0.55,0.52,0.55,0.54,0.5,0.46,0.52,0.54,0.51,0.56,0.52,0.5,0.54,0.53,0.5,0.54,0.53,0.53,0.5,0.54,0.5,0.51,0.53,0.51,0.53,0.52,0.5,0.52,0.48,0.5,0.5,0.51,0.5,0.51,0.5,0.52,0.51,0.45,0.51,0.45,0.49,0.49,0.49,0.5,0.52,0.46,0.44,0.51,0.51,0.52,0.45,0.5,0.44,0.44,0.42,0.47,0.45,0.37,0.44,0.46,0.0,0.33,0.36,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/21/2021,0.77,0.71,0.65,0.56,0.57,0.59,0.64,0.59,0.66,0.51,0.61,0.6,0.59,0.6,0.6,0.58,0.63,0.6,0.6,0.49,0.61,0.62,0.61,0.57,0.63,0.6,0.62,0.49,0.59,0.56,0.6,0.58,0.55,0.62,0.54,0.56,0.61,0.53,0.62,0.55,0.61,0.6,0.57,0.6,0.6,0.59,0.59,0.57,0.6,0.54,0.6,0.59,0.58,0.54,0.59,0.6,0.53,0.6,0.57,0.56,0.58,0.51,0.58,0.59,0.54,0.58,0.52,0.57,0.55,0.55,0.57,0.52,0.54,0.58,0.53,0.55,0.59,0.56,0.53,0.54,0.54,0.55,0.56,0.52,0.59,0.51,0.59,0.52,0.55,0.54,0.54,0.55,0.55,0.54,0.56,0.57,0.57,0.58,0.54,0.57,0.58,0.58,0.55,0.58,0.57,0.5,0.51,0.57,0.53,0.56,0.56,0.58,0.56,0.54,0.54,0.51,0.48,0.47,0.51,0.56,0.56,0.55,0.52,0.55,0.54,0.5,0.46,0.52,0.54,0.51,0.56,0.52,0.5,0.54,0.53,0.5,0.54,0.53,0.53,0.5,0.54,0.5,0.51,0.53,0.51,0.53,0.52,0.5,0.52,0.48,0.5,0.5,0.51,0.5,0.51,0.5,0.52,0.51,0.45,0.51,0.45,0.49,0.49,0.49,0.5,0.52,0.46,0.44,0.51,0.51,0.52,0.45,0.5,0.44,0.44,0.0,0.47,0.45,0.37,0.44,0.46,0.0,0.33,0.36,0.1,-0.03,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/22/2021,0.77,0.71,0.65,0.56,0.57,0.59,0.64,0.59,0.66,0.51,0.61,0.6,0.59,0.6,0.6,0.58,0.63,0.6,0.6,0.49,0.61,0.62,0.61,0.57,0.63,0.6,0.62,0.49,0.59,0.56,0.6,0.58,0.55,0.62,0.54,0.56,0.61,0.53,0.62,0.55,0.61,0.6,0.57,0.59,0.6,0.59,0.59,0.57,0.6,0.54,0.6,0.59,0.58,0.54,0.59,0.6,0.53,0.6,0.57,0.56,0.58,0.51,0.58,0.59,0.54,0.57,0.52,0.57,0.55,0.55,0.57,0.52,0.54,0.58,0.53,0.55,0.59,0.56,0.53,0.54,0.54,0.55,0.56,0.52,0.59,0.51,0.59,0.52,0.55,0.54,0.54,0.55,0.55,0.54,0.56,0.57,0.57,0.58,0.54,0.56,0.58,0.58,0.55,0.58,0.57,0.5,0.51,0.57,0.53,0.56,0.55,0.58,0.56,0.54,0.54,0.51,0.48,0.47,0.51,0.56,0.56,0.55,0.52,0.55,0.54,0.5,0.46,0.52,0.54,0.51,0.56,0.52,0.5,0.54,0.53,0.5,0.54,0.53,0.53,0.5,0.54,0.5,0.51,0.53,0.51,0.53,0.52,0.5,0.52,0.48,0.5,0.5,0.51,0.5,0.51,0.5,0.52,0.51,0.45,0.51,0.45,0.49,0.49,0.49,0.5,0.52,0.46,0.44,0.51,0.51,0.52,0.45,0.5,0.44,0.44,0.42,0.47,0.45,0.37,0.44,0.46,0.0,0.33,0.36,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
