,AAPL,MSFT,GOOGL,GOOG,NVDA,FB,ADBE,CRM,INTC,CSCO,AVGO,TXN,QCOM,ORCL,INTU,AMAT,IBM,AMD,NOW,MU,LRCX,ZM,ADSK,SNAP,TWLO,ADI,TWTR,DOCU,NXPI,CRWD,KLAC,MRVL,WDAY,EBAY,VEEV,MTCH,SNPS,MCHP,CDNS,MSI,PANW,HPQ,CTSH,XLNX,FTNT,TTD,SWKS,OKTA,ANSS,EPAM,MXIM,HUBS,ENPH,ETSY,CDW,DELL,RNG,CERN,VRSN,SPLK,DDOG,WORK,GRMN,IT,QRVO,WDC,TER,NET,ANET,MDB,COUP,TYL,XTSLA,Z,AKAM,PAYC,HPE,NTAP,ZEN,ON,SSNC,MPWR,ZS,STX,NLOK,NUAN,PTC,ENTG,CTXS,SEDG,AVLR,SNOW,GDDY,FICO,LUMN,CDAY,FIVN,VMW,BKI,IAC,BILL,PLTR,DT,CREE,FFIV,DXC,PFPT,DOX,AZPN,GWRE,ESTC,MANH,OLED,MKSI,DBX,LBTYK,CIEN,SMAR,JNPR,NTNX,PCTY,VMEO,PLAN,CHWY,SLAB,DLB,DASH,LITE,FEYE,AYX,POWI,PEGA,JCOM,CDK,FSLY,PSTG,CRUS,SNX,ZG,ACIW,SMTC,VIAV,BMBL,VRNT,XRX,NEWR,BLKB,LBTYA,U,UI,CARG,XM,ASAN,NCNO,BSY,WFFUT,ALGM,ANGI,MCFE,SATS,SWI,XASU1,IXTU1,USD,NABL WI,NABL,XASZ1,TEAM,ROP,APH,PINS,GLW,GLOB,LDOS,WIX,CLVT,JBL,ARW,CNXC,BRKS,VRT,CACI,IPGP,EVBG,SAIC,NCR,CHNG,TDC,NATI,AVT,MDLA,DNB,VRM,DCT,SWCH,SKLZ,JAMF,AI,PCOR,PYCR,DV,MSP,IXTZ1,WOLF,MNDT,KD WI,SUM
07/29/2021,18.6,17.33,5.32,5.25,4.22,4.57,2.6,2.1,1.92,2.05,1.73,1.52,1.42,1.4,1.27,1.11,1.12,0.98,1.01,0.75,0.8,0.7,0.61,0.63,0.57,0.53,0.48,0.52,0.48,0.46,0.43,0.42,0.4,0.42,0.4,0.39,0.38,0.33,0.35,0.33,0.34,0.3,0.32,0.29,0.32,0.31,0.28,0.28,0.28,0.27,0.23,0.23,0.21,0.23,0.22,0.21,0.19,0.21,0.19,0.2,0.21,0.0,0.2,0.2,0.19,0.17,0.19,0.2,0.18,0.17,0.14,0.18,0.26,0.15,0.17,0.17,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.15,0.13,0.14,0.14,0.14,0.12,0.11,0.13,0.15,0.13,0.14,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.15000000000002
07/30/2021,18.57,17.4,5.31,5.21,4.25,4.57,2.63,2.09,1.91,2.07,1.72,1.52,1.41,1.42,1.27,1.1,1.13,0.98,1.02,0.74,0.79,0.7,0.6,0.62,0.56,0.53,0.48,0.52,0.48,0.46,0.42,0.42,0.39,0.42,0.4,0.39,0.38,0.33,0.35,0.33,0.34,0.3,0.32,0.29,0.33,0.32,0.28,0.28,0.28,0.28,0.23,0.23,0.21,0.22,0.23,0.21,0.19,0.21,0.19,0.2,0.21,0.0,0.2,0.2,0.19,0.17,0.18,0.2,0.18,0.17,0.14,0.18,0.11,0.15,0.17,0.17,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.11,0.13,0.14,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/02/2021,18.27,17.26,5.42,5.16,4.32,4.42,2.62,2.08,1.91,2.04,1.74,1.54,1.5,1.4,1.27,1.11,1.12,1.1,1.02,0.76,0.78,0.72,0.62,0.62,0.56,0.54,0.49,0.52,0.5,0.46,0.43,0.44,0.39,0.42,0.4,0.39,0.38,0.34,0.36,0.33,0.34,0.3,0.34,0.32,0.33,0.32,0.29,0.27,0.28,0.28,0.24,0.23,0.22,0.22,0.23,0.21,0.19,0.21,0.19,0.2,0.21,0.0,0.21,0.2,0.19,0.17,0.18,0.2,0.18,0.17,0.14,0.18,0.13,0.15,0.17,0.17,0.17,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.14,0.12,0.14,0.11,0.12,0.13,0.15,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
08/03/2021,18.34,17.2,5.39,5.12,4.29,4.41,2.62,2.06,1.92,2.06,1.75,1.55,1.49,1.4,1.28,1.13,1.11,1.14,1.03,0.77,0.8,0.71,0.62,0.62,0.54,0.55,0.49,0.51,0.5,0.45,0.47,0.44,0.39,0.39,0.41,0.38,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.32,0.33,0.31,0.27,0.27,0.28,0.28,0.24,0.23,0.23,0.21,0.23,0.21,0.19,0.21,0.19,0.21,0.21,0.0,0.21,0.2,0.19,0.18,0.19,0.2,0.18,0.17,0.14,0.18,0.13,0.15,0.17,0.17,0.17,0.16,0.14,0.15,0.15,0.17,0.16,0.15,0.13,0.14,0.13,0.14,0.11,0.12,0.13,0.15,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,18.34,17.2,5.39,5.12,4.29,4.41,2.62,2.06,1.92,2.06,1.75,1.55,1.49,1.4,1.28,1.13,1.11,1.14,1.03,0.77,0.8,0.71,0.62,0.62,0.54,0.55,0.49,0.51,0.5,0.45,0.47,0.44,0.39,0.39,0.41,0.38,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.32,0.33,0.31,0.27,0.27,0.28,0.28,0.24,0.23,0.23,0.21,0.23,0.21,0.19,0.21,0.19,0.21,0.21,0.0,0.21,0.2,0.19,0.18,0.19,0.2,0.18,0.17,0.14,0.18,0.13,0.15,0.17,0.17,0.17,0.16,0.14,0.15,0.15,0.17,0.16,0.15,0.13,0.14,0.13,0.14,0.11,0.12,0.13,0.15,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,18.34,17.2,5.39,5.12,4.29,4.41,2.62,2.06,1.92,2.06,1.75,1.55,1.49,1.4,1.28,1.13,1.11,1.14,1.03,0.77,0.8,0.71,0.62,0.62,0.54,0.55,0.49,0.51,0.5,0.45,0.47,0.44,0.39,0.39,0.41,0.38,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.32,0.33,0.31,0.27,0.27,0.28,0.28,0.24,0.23,0.23,0.21,0.23,0.21,0.19,0.21,0.19,0.21,0.21,0.0,0.21,0.2,0.19,0.18,0.19,0.2,0.18,0.17,0.14,0.18,0.13,0.15,0.17,0.17,0.17,0.16,0.14,0.15,0.15,0.17,0.16,0.15,0.13,0.14,0.13,0.14,0.11,0.12,0.13,0.15,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,18.38,17.2,5.38,5.12,4.33,4.31,2.6,2.04,1.91,2.08,1.74,1.53,1.46,1.43,1.27,1.14,1.13,1.2,1.01,0.79,0.81,0.7,0.63,0.6,0.53,0.55,0.48,0.5,0.51,0.44,0.47,0.44,0.39,0.39,0.41,0.38,0.39,0.35,0.37,0.33,0.34,0.31,0.35,0.31,0.35,0.31,0.27,0.27,0.28,0.28,0.23,0.22,0.23,0.21,0.23,0.22,0.19,0.22,0.19,0.2,0.22,0.0,0.21,0.22,0.19,0.18,0.18,0.2,0.18,0.17,0.14,0.18,0.13,0.15,0.17,0.17,0.17,0.16,0.13,0.17,0.15,0.17,0.16,0.16,0.12,0.14,0.12,0.15,0.11,0.14,0.12,0.15,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/10/2021,18.13,17.25,5.36,5.12,4.42,4.43,2.63,2.11,1.9,2.04,1.73,1.55,1.44,1.42,1.27,1.14,1.12,1.17,1.02,0.8,0.81,0.71,0.64,0.62,0.53,0.55,0.47,0.51,0.51,0.45,0.47,0.43,0.39,0.37,0.41,0.34,0.39,0.36,0.37,0.34,0.33,0.31,0.34,0.32,0.36,0.32,0.27,0.26,0.28,0.29,0.24,0.25,0.21,0.2,0.23,0.22,0.17,0.21,0.18,0.21,0.25,0.0,0.22,0.22,0.19,0.18,0.18,0.2,0.18,0.17,0.14,0.18,0.06,0.14,0.16,0.2,0.17,0.16,0.13,0.17,0.15,0.17,0.16,0.16,0.12,0.14,0.12,0.14,0.11,0.13,0.13,0.15,0.1,0.12,0.1,0.12,0.12,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.05,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/11/2021,18.13,17.25,5.36,5.12,4.42,4.43,2.63,2.11,1.9,2.04,1.73,1.55,1.44,1.42,1.27,1.14,1.12,1.17,1.02,0.8,0.81,0.71,0.64,0.62,0.53,0.55,0.47,0.51,0.51,0.45,0.47,0.43,0.39,0.37,0.41,0.34,0.39,0.36,0.37,0.34,0.33,0.31,0.34,0.32,0.36,0.32,0.27,0.26,0.28,0.29,0.24,0.25,0.21,0.2,0.23,0.22,0.17,0.21,0.18,0.21,0.25,0.0,0.22,0.22,0.19,0.18,0.18,0.2,0.18,0.17,0.14,0.18,0.06,0.14,0.16,0.2,0.17,0.16,0.13,0.17,0.15,0.17,0.16,0.16,0.12,0.14,0.12,0.14,0.11,0.13,0.13,0.15,0.1,0.12,0.1,0.12,0.12,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.05,0.07,0.06,0.06,0.06,0.06,0.05,0.03,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/13/2021,18.22,17.21,5.45,5.2,4.37,4.44,2.61,2.07,1.91,2.06,1.73,1.54,1.45,1.43,1.27,1.11,1.11,1.14,1.0,0.75,0.77,0.7,0.64,0.63,0.52,0.55,0.46,0.52,0.53,0.44,0.46,0.43,0.38,0.38,0.39,0.33,0.39,0.36,0.37,0.34,0.32,0.31,0.34,0.32,0.36,0.33,0.27,0.26,0.28,0.3,0.24,0.25,0.22,0.21,0.24,0.22,0.18,0.21,0.18,0.2,0.24,0.0,0.22,0.22,0.19,0.18,0.18,0.21,0.18,0.17,0.13,0.17,0.1,0.14,0.17,0.2,0.17,0.16,0.13,0.17,0.15,0.17,0.16,0.16,0.12,0.14,0.13,0.14,0.11,0.14,0.12,0.15,0.11,0.12,0.1,0.12,0.12,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.06,0.08,0.05,0.07,0.07,0.06,0.05,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/16/2021,18.51,17.3,5.42,5.18,4.33,4.43,2.65,2.09,1.89,2.07,1.73,1.51,1.45,1.42,1.28,1.04,1.12,1.13,1.0,0.69,0.73,0.68,0.64,0.62,0.52,0.54,0.45,0.5,0.52,0.43,0.44,0.43,0.39,0.39,0.39,0.33,0.39,0.36,0.37,0.34,0.31,0.32,0.35,0.31,0.36,0.32,0.26,0.26,0.28,0.3,0.23,0.25,0.21,0.21,0.24,0.22,0.18,0.21,0.18,0.21,0.25,0.0,0.22,0.23,0.18,0.17,0.17,0.2,0.18,0.17,0.14,0.17,0.13,0.14,0.17,0.2,0.17,0.16,0.13,0.16,0.15,0.17,0.16,0.16,0.13,0.14,0.12,0.13,0.11,0.13,0.12,0.16,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.05,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/17/2021,18.46,17.41,5.42,5.16,4.37,4.42,2.65,2.11,1.88,2.07,1.73,1.51,1.46,1.43,1.28,1.04,1.11,1.17,1.01,0.69,0.72,0.66,0.64,0.61,0.52,0.55,0.45,0.5,0.52,0.42,0.44,0.43,0.39,0.42,0.39,0.32,0.39,0.36,0.37,0.34,0.32,0.3,0.36,0.31,0.37,0.3,0.26,0.26,0.27,0.3,0.23,0.25,0.21,0.21,0.24,0.22,0.18,0.21,0.18,0.21,0.26,0.0,0.22,0.23,0.18,0.17,0.17,0.2,0.17,0.17,0.14,0.17,0.13,0.13,0.17,0.2,0.17,0.16,0.13,0.16,0.15,0.17,0.16,0.16,0.13,0.14,0.12,0.14,0.11,0.13,0.12,0.16,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.07,0.08,0.09,0.09,0.07,0.07,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.04,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
08/19/2021,18.68,17.49,5.44,5.17,4.32,4.46,2.64,2.09,1.87,2.06,1.73,1.52,1.45,1.43,1.29,1.05,1.11,1.13,0.99,0.69,0.73,0.64,0.63,0.59,0.49,0.55,0.44,0.48,0.51,0.41,0.44,0.42,0.38,0.42,0.38,0.32,0.39,0.36,0.37,0.35,0.31,0.31,0.35,0.3,0.36,0.3,0.26,0.25,0.27,0.3,0.23,0.25,0.2,0.21,0.24,0.22,0.17,0.21,0.18,0.2,0.25,0.0,0.22,0.23,0.18,0.16,0.17,0.2,0.17,0.17,0.13,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.16,0.15,0.17,0.16,0.16,0.13,0.14,0.12,0.14,0.11,0.13,0.12,0.15,0.1,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.07,0.07,0.08,0.09,0.08,0.07,0.08,0.06,0.08,0.04,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,18.76,17.58,5.43,5.16,4.25,4.4,2.66,2.09,1.87,2.07,1.71,1.51,1.43,1.45,1.28,1.04,1.12,1.15,1.01,0.7,0.72,0.65,0.63,0.59,0.49,0.54,0.44,0.49,0.5,0.41,0.43,0.42,0.38,0.41,0.39,0.31,0.39,0.35,0.37,0.35,0.31,0.3,0.36,0.31,0.36,0.3,0.26,0.25,0.27,0.31,0.24,0.25,0.19,0.22,0.24,0.21,0.17,0.21,0.18,0.21,0.25,0.0,0.22,0.23,0.18,0.16,0.17,0.2,0.18,0.17,0.13,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.13,0.16,0.15,0.17,0.16,0.16,0.13,0.14,0.12,0.13,0.11,0.12,0.12,0.15,0.1,0.12,0.11,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.11,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.08,0.09,0.08,0.07,0.08,0.06,0.08,0.04,0.07,0.07,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/23/2021,18.39,17.86,5.41,5.17,4.34,4.38,2.68,2.15,1.86,2.12,1.7,1.5,1.4,1.42,1.31,1.04,1.09,1.11,1.02,0.69,0.72,0.62,0.64,0.59,0.49,0.54,0.44,0.49,0.49,0.41,0.44,0.43,0.39,0.42,0.39,0.32,0.42,0.35,0.38,0.35,0.31,0.29,0.35,0.31,0.35,0.29,0.26,0.25,0.27,0.31,0.24,0.25,0.19,0.21,0.24,0.21,0.18,0.21,0.18,0.2,0.25,0.0,0.22,0.23,0.18,0.16,0.17,0.2,0.18,0.17,0.14,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.13,0.15,0.15,0.18,0.16,0.15,0.13,0.14,0.12,0.13,0.11,0.12,0.13,0.15,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.08,0.1,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.08,0.04,0.07,0.07,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
