,TRPCN,CM,SEK,RY,BMO,PPLCN,FTSCN,TD,BMO.1,BNS,TRPCN.1,ENBCN,MFCCN,RY.1,BMO.2,CM.1,RAVP,BMO.3,BMO.4,BCECN,PPLCN.1,NACN,RY.2,RY.3,AVLN,CM.2,BMO.5,TRPCN.2,NTEA,C70,CM.3,NACN.1,ENBCN.1,MFCCN.1,EMACN,BAMACN,ELLA,BIP,SE,ALACN,BNS.1,NACN.2,BAMACN.1,NACN.3,SLFCN,RY.4,RSALN,BAMACN.2,AVLN.1,ENBCN.2,GACB,AV.B,CM.4,BPOCN,BPOCN.1,TD.1,ENBCN.3,TD.PF.A,TD.2,ENBCN.4,TD.3,ENBCN.5,EMACN.1,ENBCN.6,TD.4,ENBCN.7,TD.5,ENBCN.8,ENBCN.9,TD.6,ALM PREF,TD.7,TD.8,ENBCN.10,ENBCN.11,GBP,XTSLA,SGD,USD,CAD,BRKHEC 8.061 PERP,AVLN 8.875 PERP,ALLCH 8.625 PERP,HEIM PREF.ST,AVLN 8.75 PERP,AVLN 8.375 PERP,AVLN 7.875 PERP,ALMPREF,NP3 PREF,SUM
07/09/2021,3.92,3.1,2.94,2.42,2.33,2.16,2.05,2.02,1.96,1.93,1.91,1.91,1.86,1.85,1.83,1.7,1.65,1.56,1.55,1.55,1.52,1.52,1.52,1.5,1.48,1.43,1.42,1.42,1.34,1.33,1.3,1.28,1.28,1.25,1.2,1.17,1.17,1.16,1.16,1.16,1.15,1.15,1.14,1.14,1.14,1.13,1.1,1.09,1.07,1.06,1.05,1.05,1.02,1.02,0.96,0.96,0.95,0.94,0.94,0.94,0.94,0.92,0.9,0.82,0.8,0.8,0.74,0.74,0.73,0.72,0.71,0.71,0.68,0.62,0.61,0.15,0.07,0.04,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.18000000000002
08/19/2021,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,0.37,1.3,0.0,85.39,0.37,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.01,100.00999999999998
08/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,99.94,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,99.94,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,99.88,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
