,Us Dollars,ERJ,CBD,MBK.WA,PBR,SDF.DE,DEMANT.CO,NED.JO,INVP.L,IMI.L,MRW.L,PNDORA.CO,BAB.L,CIG,RITN.,WIT,GIVN.SW,FTI,KNIN.SW,FMG.AX,SN.L,GEBN.SW,FERG.L,MBT,UHR.SW,JCI,LUMI.TA,FRA.DE,CRDA.L,MGR.AX,PRY.MI,TYRES.HE,ASML.AS,TTM,ALLE,RMG.L,PGHN.SW,EL.PA,VEDL,SGE.L,ALFA.ST,ICL.TA,APTV,KGF.L,PNR,COH.AX,CBA.AX,INFY,GMG.AX,JHX.AX,COGNY,BVI.PA,LSEG.L,NHY.OL,RIO.L,ABBN.SW,CBK.DE,IBN,BNR.DE,ALD.AX,CBI.MI,AKZA.AS,ML.PA,EDEN.PA,EQNR.OL,ASURB.MX,BXB.AX,AI.PA,ADP.PA,NXPI,AEV.PM,RAND.AS,VWS.CO,COLO B.CO,GBLB.BR,UGR.,SAMPO.HE,AAL.L,RXL.PA,POLI.TA,BNZL.L,BHP.L,SCHP.SW,RBI.VI,ORK.OL,DG.PA,NXT.L,KBC.BR,JMAT.L,COV.PA,VIV,MNDI.L,HOLN.SW,PSN.L,BOL.ST,GPT.AX,AKE.PA,BOKA.AS,MKS.L,IAG.AX,ADRO.JK,ENI.MI,ITRK.L,STM,MQG.AX,AMC.AX,UPM.HE,KNEBV.HE,LAND.L,LYB,BLND.L,ABF.L,SAJA.,GMEXICOB.MX,KN.PA,AC.PM,NAB.AX,NCM.AX,EZJ.L,ACA.PA,RYAAY,NK.PA,ERIC B.ST,LGEN.L,IFX.DE,WTB.L,AKRA.JK,MRO.L,ORG.AX,SAND.ST,DANSKE.CO,ALI.PM,HDB,VOLVA.ST,MBT.PM,TCOM,ENEL.MI,MLYBY,VPK.AS,GJF.OL,FR.PA,DLG.L,RHC.AX,TENAGA.KL,INVE B.ST,NPN.JO,FRES.L,ANTO.L,BRBY.L,Top Glove Corp Bhd ADR,AGL.AX,CBI.MI.1,CBI.MI.2,CBI.MI.3,CBI.MI.4,CBI.MI.5,CBI.MI.6,CBI.MI.7,CBI.MI.8,CBI.MI.9,CFRAO.SW,ISCD.TA,CBI.MI.10,CBI.MI.11,CBI.MI.12,CBI.MI.13,Euro,DXS.AX,GRMN,HTA,TOPGLOV.KL,Swiss Franc,Great Britsh Pound,Australian Dollar,Norwegian Krone,Indonesian Rupiah,Swedish Krona,Philippine Peso,Mexican Peso,Danish Krone,Israeli New Shekel,Poland Zloty,South African Rand,TGA.JO,SIMEPLT.KL,AIRASIA.KL,CLV.,BARN.SW,ASX.AX,4528.T,ORI.AX,CRH.L,PRX.AS,SUN.AX,O2D.DE,IBE.MC,CIM.AX,AWC.AX,ISP.MI,CABK.MC,MAP.MC,CPU.AX,BAER.SW,HMSO.L,DSY.PA,6501.T,AIA.NZ,GLEN.L,ACS.MC,DWNI.DE,BMW.DE,GRF.MC,8801.T,ZOT.MC,ENG.MC,C07.SI,SCHA.OL,AZJ.AX,APA.AX,83.HK,REA.AX,CFR.SW,BLD.AX,n/a,SUM
07/09/2021,1.56,0.96,0.93,0.92,0.9,0.87,0.85,0.84,0.83,0.83,0.81,0.8,0.76,0.75,0.75,0.74,0.74,0.74,0.73,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.52,0.51,0.47,0.46,0.07,0.05,0.04,0.04,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,0.84,0.68,0.66,0.88,0.67,0.9,0.92,0.87,0.84,0.84,0.96,0.78,0.74,0.67,0.83,0.68,0.81,0.5,0.72,0.74,0.66,0.81,0.73,0.67,0.73,0.5,0.74,0.68,0.84,0.69,0.72,0.7,0.8,0.69,0.5,0.63,0.8,0.78,0.7,0.74,0.84,0.75,0.51,0.72,0.52,0.7,0.7,0.69,0.74,0.71,0.66,0.73,0.66,0.72,0.73,0.73,0.63,0.67,0.74,0.68,0.0,0.68,0.7,0.68,0.63,0.65,0.68,0.66,0.61,0.52,0.62,0.63,0.65,0.76,0.7,0.65,0.69,0.76,0.65,0.65,0.72,0.72,0.7,0.66,0.58,0.63,0.65,0.68,0.62,0.67,0.67,0.67,0.63,0.62,0.66,0.6,0.65,0.62,0.57,0.6,0.68,0.61,0.59,0.5,0.61,0.63,0.67,0.64,0.64,0.5,0.62,0.54,0.68,0.6,0.0,0.57,0.61,0.63,0.55,0.61,0.49,0.59,0.54,0.61,0.6,0.58,0.68,0.61,0.56,0.59,0.57,0.53,0.68,0.57,0.53,0.63,0.57,0.0,0.53,0.59,0.53,0.63,0.57,0.53,0.6,0.48,0.58,0.57,0.55,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.66,0.66,0.51,0.48,0.34,0.07,0.06,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
11/01/2021,0.0,0.81,0.59,0.78,0.66,0.5,0.46,0.66,0.52,0.53,0.53,0.46,0.64,0.73,0.0,0.72,0.56,0.44,0.56,0.45,0.5,0.52,0.51,0.7,0.43,0.5,0.54,0.49,0.52,0.53,0.52,0.49,0.51,0.64,0.51,0.49,0.5,0.51,0.66,0.51,0.48,0.5,0.44,0.47,0.51,0.47,0.48,0.69,0.5,0.56,0.55,0.49,0.53,0.53,0.45,0.5,0.52,0.68,0.5,0.48,0.0,0.51,0.48,0.49,0.53,0.68,0.52,0.52,0.48,0.52,0.79,0.51,0.52,0.47,0.48,0.53,0.52,0.47,0.51,0.53,0.49,0.49,0.49,0.51,0.49,0.51,0.5,0.51,0.5,0.5,0.68,0.48,0.49,0.51,0.46,0.52,0.52,0.53,0.64,0.54,0.66,0.51,0.49,0.52,0.53,0.55,0.5,0.5,0.49,0.49,0.5,0.48,0.66,0.65,0.0,0.76,0.52,0.46,0.46,0.51,0.47,0.5,0.52,0.5,0.51,0.49,0.76,0.45,0.51,0.5,0.48,0.74,0.71,0.48,0.7,0.0,0.5,0.0,0.53,0.5,0.48,0.5,0.52,0.0,0.47,0.64,0.52,0.48,0.42,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.84,0.83,0.75,0.57,0.54,0.54,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.47,0.46,0.45,0.43,0.43,0.0,99.0
