,AAPL,GOOGL,MSFT,BRK.B,T,XOM,AMZN,INTC,FB,VZ,CVX,UNH,WMT,JNJ,CMCSA,CVS,PG,HD,F,PFE,CSCO,BMY,V,COST,CI,GM,ORCL,IBM,MCK,MRK,DIS,ANTM,PEP,ABBV,LOW,AVGO,TGT,KO,CHTR,KR,RTX,UPS,LIN,AMGN,ACN,CB,TMUS,MDT,BIIB,UNP,CAH,HON,COP,MPC,GILD,WBA,LMT,GE,ABT,TMO,PSX,PM,QCOM,ALL,MA,MO,CNC,DELL,ABC,AXP,VLO,TXN,HUM,CAT,MMM,NKE,FDX,MU,ADBE,PYPL,OXY,HPQ,MDLZ,PGR,EXC,TRV,LLY,MCD,REGN,JCI,EBAY,NVDA,DOW,KHC,CRM,DE,HCA,DHR,DD,KMI,NOC,SLB,GD,DG,ETN,EOG,NLOK,FISV,BDX,LUMN,TJX,TSN,NSC,CSX,AMAT,BBY,SBUX,AEP,LHX,LEN,ADM,SYY,AMT,NEM,EMR,BX,ADP,HPE,LBTYK,BKNG,CTSH,VIAC,WMB,HIG,LYB,TSLA,CL,KMB,LRCX,SHW,CTVA,MMC,CMI,PCAR,WM,GIS,ITW,PEG,SYK,IP,APD,EL,TEL,SPGI,NUE,ED,TROW,XEL,ADI,BKR,FOXA,AON,RGA,DISCA,PSA,INTU,OKE,L,PXD,DVA,EIX,ETR,ORLY,DHI,AZO,DLTR,ATUS,DTE,BAX,ES,ALXN,VST,GLW,HAL,ARW,BSX,PH,STZ,WRK,WEC,NFLX,EQIX,SNEX,FE,VMW,INFO,DXC,SWK,ATVI,STX,TT,AMCR,DISH,CBRE,LH,KLAC,GE.,LSXMK,RE,TX,URI,ACGL,RJF,DGX,M,IQV,JBL,AGPXX,OVV,TRGP,DVN,SUM
07/23/2021,5.59,3.27,3.15,3.01,2.08,1.73,1.76,1.5,1.45,1.35,1.24,1.33,1.15,1.11,1.04,1.03,1.03,0.87,0.78,0.79,0.76,0.67,0.67,0.69,0.64,0.63,0.67,0.63,0.63,0.59,0.61,0.59,0.6,0.56,0.53,0.51,0.51,0.51,0.48,0.5,0.46,0.46,0.45,0.45,0.45,0.46,0.43,0.43,0.41,0.4,0.42,0.42,0.35,0.35,0.39,0.37,0.39,0.38,0.38,0.38,0.32,0.36,0.37,0.35,0.36,0.36,0.35,0.34,0.35,0.34,0.28,0.33,0.34,0.33,0.33,0.32,0.31,0.28,0.31,0.3,0.25,0.28,0.3,0.28,0.3,0.29,0.28,0.29,0.28,0.27,0.26,0.23,0.25,0.26,0.25,0.25,0.29,0.25,0.23,0.23,0.23,0.21,0.24,0.24,0.23,0.19,0.2,0.21,0.21,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85
07/26/2021,5.57,3.3,3.2,2.99,2.07,1.75,1.78,1.5,1.47,1.35,1.26,1.33,1.14,1.12,1.05,1.04,1.02,0.87,0.78,0.8,0.77,0.68,0.68,0.69,0.64,0.62,0.68,0.62,0.64,0.59,0.6,0.58,0.6,0.56,0.53,0.51,0.52,0.51,0.48,0.49,0.46,0.46,0.45,0.44,0.45,0.45,0.43,0.43,0.41,0.4,0.43,0.42,0.36,0.35,0.39,0.37,0.38,0.37,0.37,0.38,0.32,0.36,0.37,0.35,0.36,0.36,0.35,0.34,0.36,0.34,0.29,0.32,0.34,0.32,0.33,0.33,0.31,0.28,0.31,0.31,0.26,0.27,0.3,0.28,0.3,0.28,0.29,0.29,0.28,0.27,0.27,0.24,0.25,0.25,0.25,0.25,0.28,0.25,0.23,0.23,0.23,0.21,0.24,0.24,0.23,0.19,0.2,0.21,0.21,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.17,0.17,0.18,0.16,0.18,0.19,0.17,0.16,0.17,0.14,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.88
07/27/2021,5.59,3.39,3.22,2.98,2.06,1.73,1.77,1.41,1.54,1.34,1.25,1.33,1.14,1.13,1.06,1.04,1.02,0.88,0.77,0.79,0.78,0.68,0.69,0.69,0.64,0.61,0.65,0.62,0.65,0.6,0.6,0.57,0.6,0.56,0.54,0.51,0.52,0.51,0.48,0.49,0.46,0.45,0.46,0.44,0.45,0.45,0.42,0.43,0.4,0.4,0.42,0.41,0.35,0.35,0.39,0.37,0.38,0.37,0.38,0.38,0.32,0.36,0.37,0.35,0.37,0.36,0.35,0.34,0.36,0.34,0.28,0.33,0.35,0.32,0.33,0.33,0.31,0.28,0.31,0.31,0.25,0.27,0.3,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.28,0.24,0.25,0.25,0.25,0.25,0.28,0.25,0.23,0.22,0.23,0.21,0.24,0.24,0.23,0.19,0.2,0.21,0.21,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.19,0.17,0.17,0.18,0.16,0.18,0.19,0.17,0.17,0.17,0.14,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99000000000001
07/28/2021,5.59,3.39,3.22,2.98,2.06,1.73,1.77,1.41,1.54,1.34,1.25,1.33,1.14,1.13,1.06,1.04,1.02,0.88,0.77,0.79,0.78,0.68,0.69,0.69,0.64,0.61,0.65,0.62,0.65,0.6,0.6,0.57,0.6,0.56,0.53,0.51,0.52,0.51,0.48,0.49,0.46,0.45,0.46,0.44,0.45,0.45,0.42,0.43,0.4,0.4,0.42,0.41,0.35,0.35,0.39,0.37,0.38,0.37,0.38,0.38,0.32,0.36,0.37,0.35,0.37,0.36,0.35,0.34,0.36,0.34,0.28,0.32,0.35,0.32,0.33,0.33,0.31,0.28,0.31,0.31,0.25,0.27,0.3,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.27,0.24,0.25,0.25,0.25,0.25,0.28,0.25,0.23,0.22,0.23,0.21,0.24,0.24,0.23,0.19,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.19,0.17,0.17,0.18,0.16,0.18,0.19,0.17,0.16,0.16,0.14,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.86000000000001
07/29/2021,5.59,3.41,3.2,2.97,2.06,1.77,1.79,1.44,1.54,1.33,1.27,1.31,1.13,1.12,1.06,1.03,1.02,0.87,0.77,0.79,0.78,0.67,0.69,0.69,0.62,0.62,0.65,0.62,0.65,0.59,0.61,0.56,0.6,0.56,0.52,0.51,0.52,0.51,0.48,0.48,0.46,0.45,0.45,0.44,0.45,0.45,0.42,0.43,0.41,0.4,0.42,0.41,0.36,0.35,0.38,0.38,0.37,0.38,0.37,0.38,0.33,0.36,0.37,0.35,0.37,0.36,0.34,0.34,0.35,0.34,0.29,0.33,0.34,0.32,0.33,0.33,0.31,0.28,0.31,0.31,0.26,0.27,0.3,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.27,0.24,0.25,0.25,0.25,0.25,0.28,0.25,0.23,0.23,0.23,0.22,0.24,0.24,0.23,0.19,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.18,0.16,0.18,0.2,0.17,0.17,0.17,0.14,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.93
07/30/2021,5.53,3.36,3.18,3.0,2.07,1.76,1.76,1.42,1.53,1.34,1.27,1.32,1.14,1.13,1.06,1.04,1.03,0.87,0.76,0.8,0.78,0.67,0.69,0.69,0.63,0.61,0.65,0.63,0.65,0.6,0.61,0.57,0.61,0.56,0.52,0.5,0.52,0.51,0.48,0.49,0.47,0.42,0.46,0.44,0.46,0.45,0.42,0.44,0.41,0.4,0.43,0.42,0.36,0.35,0.38,0.37,0.37,0.38,0.38,0.38,0.33,0.37,0.36,0.36,0.37,0.36,0.33,0.34,0.36,0.34,0.29,0.32,0.34,0.32,0.33,0.33,0.29,0.27,0.31,0.3,0.25,0.27,0.3,0.28,0.3,0.28,0.29,0.3,0.27,0.27,0.27,0.24,0.25,0.25,0.25,0.25,0.28,0.25,0.23,0.23,0.23,0.22,0.24,0.24,0.23,0.19,0.19,0.22,0.21,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.2,0.17,0.17,0.17,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89999999999999
08/02/2021,5.46,3.45,3.17,2.98,2.06,1.78,1.74,1.43,1.48,1.33,1.29,1.3,1.13,1.12,1.05,1.03,1.02,0.86,0.79,0.81,0.77,0.68,0.68,0.69,0.62,0.63,0.65,0.62,0.65,0.59,0.61,0.57,0.6,0.56,0.51,0.51,0.52,0.51,0.47,0.5,0.47,0.41,0.45,0.43,0.45,0.45,0.42,0.44,0.41,0.39,0.43,0.42,0.36,0.36,0.39,0.37,0.37,0.39,0.38,0.38,0.33,0.37,0.39,0.36,0.36,0.36,0.33,0.34,0.36,0.34,0.3,0.33,0.31,0.33,0.32,0.33,0.29,0.28,0.31,0.28,0.25,0.28,0.29,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.27,0.24,0.26,0.25,0.24,0.25,0.28,0.26,0.23,0.23,0.23,0.22,0.24,0.24,0.23,0.19,0.19,0.22,0.21,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.2,0.17,0.17,0.16,0.14,0.18,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.77
08/03/2021,5.49,3.43,3.16,2.98,2.05,1.75,1.61,1.43,1.48,1.33,1.29,1.31,1.14,1.13,1.06,1.03,1.04,0.87,0.77,0.82,0.78,0.68,0.68,0.7,0.63,0.63,0.65,0.62,0.65,0.59,0.6,0.57,0.6,0.55,0.51,0.52,0.52,0.51,0.49,0.5,0.46,0.41,0.47,0.43,0.45,0.45,0.42,0.44,0.4,0.4,0.43,0.42,0.36,0.36,0.38,0.38,0.37,0.38,0.38,0.39,0.32,0.37,0.39,0.36,0.36,0.36,0.33,0.34,0.36,0.34,0.3,0.33,0.31,0.32,0.32,0.33,0.29,0.29,0.31,0.28,0.25,0.28,0.29,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.26,0.24,0.26,0.25,0.24,0.26,0.28,0.26,0.24,0.22,0.23,0.22,0.24,0.24,0.24,0.19,0.19,0.22,0.21,0.19,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.2,0.18,0.17,0.17,0.14,0.18,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82000000000001
08/04/2021,5.49,3.43,3.16,2.98,2.05,1.75,1.61,1.43,1.48,1.33,1.29,1.31,1.14,1.13,1.06,1.03,1.04,0.87,0.77,0.82,0.78,0.68,0.68,0.7,0.63,0.63,0.65,0.62,0.65,0.59,0.6,0.57,0.6,0.55,0.51,0.52,0.52,0.51,0.49,0.5,0.46,0.41,0.47,0.43,0.45,0.45,0.42,0.44,0.4,0.4,0.43,0.42,0.36,0.36,0.38,0.38,0.37,0.38,0.38,0.39,0.32,0.37,0.39,0.36,0.36,0.36,0.33,0.34,0.36,0.34,0.3,0.33,0.31,0.32,0.32,0.33,0.29,0.29,0.31,0.28,0.25,0.28,0.29,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.26,0.24,0.26,0.25,0.24,0.26,0.28,0.26,0.24,0.22,0.23,0.22,0.24,0.24,0.24,0.19,0.19,0.22,0.21,0.19,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.2,0.18,0.17,0.17,0.14,0.18,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82000000000001
08/05/2021,5.48,3.44,3.16,2.98,2.06,1.75,1.62,1.43,1.47,1.33,1.28,1.32,1.14,1.13,1.06,1.03,1.04,0.87,0.77,0.84,0.78,0.68,0.66,0.7,0.63,0.63,0.65,0.62,0.65,0.59,0.6,0.58,0.6,0.55,0.51,0.52,0.52,0.51,0.49,0.5,0.46,0.41,0.46,0.43,0.45,0.46,0.43,0.44,0.41,0.4,0.43,0.42,0.35,0.36,0.38,0.37,0.37,0.0,0.38,0.38,0.32,0.37,0.38,0.35,0.35,0.36,0.33,0.34,0.36,0.33,0.3,0.33,0.32,0.32,0.32,0.34,0.29,0.29,0.31,0.27,0.25,0.28,0.3,0.28,0.3,0.28,0.29,0.29,0.27,0.27,0.26,0.24,0.25,0.25,0.24,0.25,0.29,0.26,0.23,0.22,0.23,0.21,0.24,0.24,0.23,0.18,0.19,0.21,0.21,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.2,0.18,0.17,0.17,0.14,0.18,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
08/09/2021,5.53,3.47,3.21,2.99,2.04,1.73,1.63,1.44,1.51,1.32,1.28,1.31,1.16,1.14,1.05,1.0,1.04,0.88,0.76,0.86,0.78,0.68,0.66,0.72,0.56,0.6,0.66,0.63,0.64,0.58,0.6,0.56,0.59,0.55,0.51,0.52,0.52,0.51,0.5,0.51,0.46,0.41,0.46,0.42,0.46,0.46,0.42,0.43,0.42,0.4,0.36,0.42,0.36,0.37,0.39,0.37,0.36,0.0,0.38,0.39,0.32,0.37,0.38,0.35,0.35,0.36,0.32,0.34,0.36,0.33,0.29,0.34,0.3,0.32,0.32,0.35,0.28,0.3,0.31,0.28,0.25,0.28,0.29,0.28,0.31,0.28,0.31,0.28,0.28,0.27,0.25,0.25,0.25,0.24,0.25,0.26,0.28,0.27,0.23,0.22,0.23,0.21,0.24,0.25,0.24,0.18,0.18,0.21,0.2,0.18,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.2,0.18,0.17,0.18,0.14,0.18,0.16,0.16,0.17,0.16,0.17,0.15,0.16,0.16,0.17,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81
08/10/2021,5.48,3.45,3.2,3.04,2.04,1.75,1.61,1.43,1.51,1.31,1.28,1.31,1.15,1.13,1.06,1.01,1.03,0.87,0.76,0.85,0.78,0.68,0.66,0.71,0.57,0.61,0.66,0.63,0.64,0.58,0.6,0.56,0.59,0.54,0.5,0.51,0.52,0.51,0.5,0.51,0.46,0.41,0.46,0.41,0.46,0.47,0.41,0.43,0.42,0.4,0.36,0.41,0.36,0.37,0.38,0.37,0.36,0.38,0.38,0.39,0.32,0.37,0.38,0.36,0.35,0.35,0.32,0.34,0.35,0.34,0.3,0.33,0.31,0.32,0.32,0.34,0.28,0.3,0.31,0.28,0.25,0.28,0.29,0.28,0.3,0.28,0.31,0.28,0.28,0.27,0.24,0.25,0.25,0.24,0.25,0.26,0.28,0.27,0.24,0.22,0.23,0.21,0.25,0.25,0.24,0.18,0.18,0.21,0.2,0.17,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.14,0.17,0.16,0.15,0.18,0.16,0.17,0.15,0.15,0.16,0.17,0.15,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.61999999999999
08/11/2021,5.48,3.45,3.2,3.04,2.04,1.75,1.61,1.43,1.51,1.31,1.28,1.31,1.15,1.13,1.06,1.01,1.03,0.87,0.76,0.85,0.78,0.68,0.66,0.71,0.57,0.61,0.66,0.63,0.64,0.58,0.6,0.56,0.59,0.54,0.5,0.51,0.52,0.51,0.5,0.51,0.46,0.41,0.46,0.41,0.46,0.47,0.41,0.43,0.42,0.4,0.36,0.41,0.36,0.37,0.38,0.37,0.36,0.38,0.38,0.39,0.32,0.37,0.38,0.36,0.35,0.35,0.32,0.34,0.35,0.34,0.3,0.33,0.31,0.32,0.32,0.34,0.28,0.3,0.31,0.28,0.25,0.28,0.29,0.28,0.3,0.28,0.31,0.28,0.28,0.27,0.24,0.25,0.25,0.24,0.25,0.26,0.28,0.27,0.24,0.22,0.23,0.21,0.25,0.25,0.24,0.18,0.18,0.21,0.2,0.17,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.14,0.17,0.16,0.15,0.18,0.16,0.17,0.15,0.15,0.16,0.17,0.15,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.61999999999999
08/13/2021,5.44,3.46,3.16,3.07,2.04,1.75,1.6,1.43,1.49,1.32,1.28,1.3,1.18,1.13,1.05,1.03,1.03,0.87,0.76,0.91,0.78,0.67,0.65,0.72,0.57,0.6,0.66,0.62,0.62,0.57,0.6,0.56,0.59,0.54,0.5,0.51,0.53,0.51,0.5,0.52,0.46,0.41,0.46,0.41,0.45,0.47,0.42,0.42,0.42,0.4,0.36,0.42,0.36,0.38,0.38,0.38,0.36,0.0,0.38,0.39,0.32,0.37,0.37,0.36,0.34,0.36,0.31,0.34,0.35,0.33,0.3,0.33,0.3,0.33,0.32,0.34,0.28,0.28,0.31,0.27,0.25,0.28,0.29,0.28,0.3,0.29,0.32,0.28,0.29,0.27,0.25,0.24,0.26,0.24,0.24,0.27,0.27,0.27,0.24,0.22,0.23,0.21,0.25,0.25,0.25,0.17,0.18,0.21,0.19,0.18,0.21,0.21,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.18,0.2,0.18,0.17,0.18,0.14,0.17,0.15,0.15,0.18,0.17,0.17,0.15,0.15,0.15,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.39,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.66
