,SHL.DE,ADYEN.AS,Prosus NV,NEXI.MI,DSV.CO,DSY.PA,BNTX,Natwest Group PLC,APTV,EQT.ST,FDJ.PA,NXPI,Evolution Gaming Group AB,HFG.DE,BN.PA,8TRA.DE,M&G Plc,Lifco AB (Class B),VTWR.DE,NVT,VACN.SW,IMCD.AS,GMAB,UN01.DE,DAVA,CPRI,THULE.ST,Sinch AB,ALLFG.AS,Adevinta ASA,INMD,KRNT,PIRC.MI,GFG.DE,DUFN.SW,SAVE.ST,CTPNV.AS,NETC.CO,Tele2 AB (Class B),MIPS.ST,OZON,DIE.BR,CTEC.L,STG.CO,EMBRAC B.ST,OTLY,FVRR,MCOV B.ST,VNE,Virgin Money UK Plc,IG.MI,HHR,BG.VI,DWS.DE,SIGN.SW,AAF.L,TOKMAN.HE,ADNT,CLNK B.ST,GLBE,TTALO.HE,JHG,ELK.OL,DOCS.L,BRAV.ST,YOU.DE,N91.L,INSTAL.ST,KOJAMO.HE,NETW.L,ATC,ZIM,BIFF.L,TLND,Tieto Oyj,TRST.L,OLK,MOON.L,TE.PA,PEXIP.OL,QLT.L,UNI.MC,CIBUS.ST,ENOG.L,JUST.L,MYTE,HEM.ST,LDA.MC,CINE.L,AJB.L,Europris ASA,MDM.PA,BETCO.ST,FORT.L,US Dollar,ATG.L,CINT.ST,CSH.L,SMWB,VALN,AMBEA.ST,FIN.L,Valneva SE,WISE.L,DARK.L,ROO.L,SUM
07/09/2021,7.56,6.53,4.61,3.71,2.93,2.86,2.8,2.8,2.77,2.55,2.45,2.41,2.32,2.3,2.15,2.05,1.99,1.69,1.69,1.57,1.55,1.42,1.41,1.4,1.35,1.27,1.21,1.21,1.1,1.03,0.9,0.9,0.9,0.87,0.86,0.84,0.82,0.76,0.74,0.74,0.74,0.71,0.7,0.7,0.68,0.67,0.66,0.66,0.63,0.59,0.55,0.54,0.5,0.47,0.46,0.44,0.43,0.41,0.41,0.4,0.36,0.34,0.33,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.26,0.24,0.22,0.22,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.05,0.0,0.0,0.0,0.0,0.0,100.01
07/12/2021,7.66,6.59,4.52,3.58,2.93,2.9,2.83,2.81,2.72,2.57,2.4,2.38,2.28,2.19,2.11,2.08,1.98,1.75,1.77,1.59,1.6,1.43,1.45,1.41,1.33,1.27,1.22,1.21,1.13,1.04,0.94,0.85,0.9,0.83,0.82,0.84,0.82,0.78,0.74,0.74,0.72,0.72,0.73,0.7,0.66,0.69,0.66,0.67,0.62,0.59,0.54,0.58,0.49,0.47,0.47,0.45,0.42,0.41,0.43,0.4,0.36,0.35,0.34,0.31,0.32,0.3,0.3,0.31,0.31,0.28,0.25,0.24,0.22,0.22,0.19,0.19,0.22,0.2,0.19,0.16,0.19,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.08,0.08,0.09,0.0,0.05,0.0,0.07,0.0,0.0,0.0,100.05
07/13/2021,7.66,6.59,4.52,3.58,2.93,2.9,2.83,2.81,2.72,2.57,2.4,2.38,2.28,2.19,2.11,2.08,1.98,1.75,1.77,1.59,1.6,1.43,1.45,1.41,1.33,1.27,1.22,1.21,1.13,1.04,0.94,0.85,0.9,0.83,0.82,0.84,0.82,0.78,0.74,0.74,0.72,0.72,0.73,0.7,0.66,0.69,0.66,0.67,0.62,0.59,0.54,0.58,0.49,0.47,0.47,0.45,0.42,0.41,0.43,0.4,0.36,0.35,0.34,0.31,0.32,0.3,0.3,0.31,0.31,0.28,0.25,0.24,0.22,0.22,0.19,0.19,0.22,0.2,0.19,0.16,0.19,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.11,0.12,0.11,0.11,0.1,0.09,0.1,0.09,0.08,0.08,0.09,0.0,0.05,0.0,0.07,0.0,0.0,0.0,100.05
07/22/2021,7.73,6.73,4.71,3.47,2.9,2.99,3.2,2.66,2.61,2.63,2.37,2.27,2.22,2.23,2.09,1.98,1.85,1.91,1.82,1.51,1.68,1.45,1.46,1.39,1.4,1.09,1.18,1.38,1.1,1.11,1.05,0.85,0.87,0.74,0.72,0.78,0.83,0.77,0.78,0.75,0.7,0.84,0.74,0.7,0.66,0.6,0.6,0.66,0.57,0.54,0.53,0.55,0.47,0.46,0.48,0.41,0.44,0.36,0.46,0.4,0.36,0.35,0.34,0.32,0.32,0.31,0.3,0.33,0.31,0.28,0.25,0.23,0.22,0.0,0.19,0.21,0.2,0.19,0.17,0.16,0.18,0.15,0.16,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.1,0.1,0.09,0.07,0.08,0.08,0.08,0.09,0.0,0.05,0.0,0.0,0.21,0.14,0.07,99.95999999999998
07/23/2021,7.73,6.73,4.71,3.47,2.9,2.99,3.2,2.66,2.61,2.63,2.37,2.27,2.22,2.23,2.09,1.98,1.85,1.91,1.82,1.51,1.68,1.45,1.46,1.39,1.4,1.09,1.18,1.38,1.1,1.11,1.05,0.85,0.87,0.74,0.72,0.78,0.83,0.77,0.78,0.75,0.7,0.84,0.74,0.7,0.66,0.6,0.6,0.66,0.57,0.54,0.53,0.55,0.47,0.46,0.48,0.41,0.44,0.36,0.46,0.4,0.36,0.35,0.34,0.32,0.32,0.31,0.3,0.33,0.31,0.28,0.25,0.23,0.22,0.0,0.19,0.21,0.2,0.19,0.17,0.16,0.18,0.15,0.16,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.11,0.1,0.1,0.09,0.07,0.08,0.08,0.08,0.09,0.0,0.05,0.0,0.0,0.21,0.14,0.07,99.95999999999998
08/03/2021,7.61,6.76,4.15,3.31,2.8,3.01,4.06,2.67,2.77,2.95,2.09,2.33,2.27,2.0,2.09,1.92,1.86,1.94,1.71,1.54,1.71,1.43,1.43,1.38,1.37,1.24,1.28,1.41,1.07,0.96,1.05,0.88,0.88,0.71,0.7,0.78,0.78,0.75,0.74,0.8,0.64,0.86,0.64,0.68,0.63,0.51,0.65,0.64,0.85,0.58,0.53,0.52,0.49,0.46,0.48,0.45,0.41,0.38,0.54,0.48,0.34,0.35,0.34,0.29,0.31,0.29,0.28,0.34,0.3,0.25,0.23,0.22,0.22,0.0,0.19,0.2,0.22,0.17,0.18,0.16,0.19,0.14,0.16,0.12,0.14,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.09,0.09,0.12,0.09,0.09,0.07,0.09,0.0,0.05,0.0,0.0,0.21,0.15,0.07,100.03
08/04/2021,7.61,6.76,4.15,3.31,2.8,3.01,4.06,2.67,2.77,2.95,2.09,2.33,2.27,2.0,2.09,1.92,1.86,1.94,1.71,1.54,1.71,1.43,1.43,1.38,1.37,1.24,1.28,1.41,1.07,0.96,1.05,0.88,0.88,0.71,0.7,0.78,0.78,0.75,0.74,0.8,0.64,0.86,0.64,0.68,0.63,0.51,0.65,0.64,0.85,0.58,0.53,0.52,0.49,0.46,0.48,0.45,0.41,0.38,0.54,0.48,0.34,0.35,0.34,0.29,0.31,0.29,0.28,0.34,0.3,0.25,0.23,0.22,0.22,0.0,0.19,0.2,0.22,0.17,0.18,0.16,0.19,0.14,0.16,0.12,0.14,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.09,0.09,0.12,0.09,0.09,0.07,0.09,0.0,0.05,0.0,0.0,0.21,0.15,0.07,100.02999999999999
