,NVDA,INTU,NLOK,ORCL,MRVL,MSFT,ROP,AAPL,NTAP,STX,ADI,MPWR,QCOM,CDW,LDOS,ENTG,APH,IBM,LRCX,SSNC,TEL,TER,SWKS,WDC,AMAT,AVGO,TXN,NXPI,HPQ,KLAC,MCHP,GLW,HPE,POOL,CTSH,INTC,DPZ,CTXS,TGT,NKE,COST,EBAY,GRMN,GPC,EL,MGM,MSI,OMC,SIRI,YUM,DG,SBUX,TSCO,HD,EA,DRI,ROST,LOW,MCD,TJX,VFC,WMT,ROL,WST,DHI,ATVI,FOXA,HAS,LHX,LEN,RMD,DHR,LLY,CMCSA,BBY,CSCO,PKI,VIAC,ZTS,TECH,LUMN,UI,A,VZ,TMO,T,HCA,CERN,STE,UNH,ANTM,HUM,MDT,PFE,SYK,ABBV,BMY,GILD,COO,BDX,JNJ,DGX,ZBH,TFX,ABT,MRK,AMGN,CI,BAX,CAH,EFX,UPS,COF,TRU,AXP,EXPD,MSCI,OTIS,SYF,BX,PPG,XYL,TT,V,NOC,HEI,CTAS,CARR,JCI,NDAQ,GWW,SHW,ROK,PAYX,RTX,MCO,KKR,ETN,DOV,DFS,ACN,MMC,ALL,TROW,SWK,SPGI,ODFL,MS,MA,MLM,BLK,LMT,IEX,GD,FIS,FDX,EMR,CGNX,ADP,AME,MMM,PRU,GS,UNP,NSC,VRSK,VMC,WAB,WFC,PKG,FRC,J,CSX,ITW,AJG,CINF,ALLY,DD,FTV,GE,HON,L,PNC,SCHW,BK,RJF,PH,PCAR,NTRS,MAS,JBHT,AFL,HES,GPN,BEN,DE,BR,BLL,AMP,ICE,CMI,CAT,USB,CB,AIG,TRV,VTRS,MKTX,PGR,HIG,STT,AON,CME,HBAN,GE.,PFG,TFC,C,MET,JPM,KR,BAC,RF,n/a,FITB,KEY,MTB,CFG,COP,PXD,BSY,MU,BBWI WI,XRAY,BRO,CG,TXT,CHD,CVS,HRL,MCK,MKC,STZ,GIS,PG,PKN.,RME.,A4S.,DUT.,PG4.,DVN,EOG,HAL,CVX,HSY,MDLZ,F,LKQ,PM,MO,TSN,KDP,CAG,SLB,K,ADM,KHC,CLX,KO,SUM
12/14/2021,1.23,0.99,0.76,0.82,0.94,0.93,0.83,0.92,0.8,0.0,0.86,0.91,1.09,0.85,0.74,0.97,0.88,0.67,0.92,0.87,0.91,1.1,0.72,0.0,0.9,0.9,0.8,0.9,1.09,0.96,0.87,0.82,0.84,0.61,0.85,0.74,0.52,0.0,0.51,0.56,0.56,0.46,0.41,0.51,0.53,0.45,0.57,0.45,0.49,0.49,0.48,0.48,0.53,0.59,0.41,0.45,0.48,0.59,0.49,0.5,0.52,0.46,0.43,0.36,0.58,0.35,0.42,0.0,0.0,0.57,0.34,0.36,0.38,0.48,0.47,0.54,0.36,0.35,0.4,0.34,0.0,0.53,0.34,0.49,0.39,0.44,0.34,0.36,0.38,0.4,0.38,0.38,0.3,0.43,0.33,0.38,0.33,0.35,0.32,0.35,0.34,0.37,0.3,0.28,0.38,0.35,0.33,0.35,0.33,0.33,0.22,0.21,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.23,0.22,0.19,0.22,0.0,0.19,0.21,0.22,0.21,0.22,0.2,0.24,0.24,0.23,0.21,0.0,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.0,0.19,0.2,0.21,0.24,0.19,0.0,0.24,0.21,0.0,0.22,0.19,0.0,0.21,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.0,0.21,0.21,0.23,0.22,0.21,0.2,0.0,0.22,0.21,0.0,0.19,0.0,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.24,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.2,0.0,0.2,0.0,0.19,0.32,0.0,0.2,0.0,0.21,0.2,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.2,0.19,0.19,0.0,0.0,0.62,0.93,0.56,0.3,0.23,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
12/15/2021,1.23,0.99,0.76,0.82,0.94,0.93,0.83,0.92,0.8,0.0,0.86,0.91,1.09,0.85,0.74,0.97,0.88,0.67,0.92,0.87,0.91,1.1,0.72,0.0,0.9,0.9,0.8,0.9,1.09,0.96,0.87,0.82,0.84,0.61,0.85,0.74,0.52,0.0,0.51,0.56,0.56,0.46,0.41,0.51,0.53,0.45,0.57,0.45,0.49,0.49,0.48,0.48,0.53,0.59,0.41,0.45,0.48,0.59,0.49,0.5,0.52,0.46,0.43,0.36,0.58,0.35,0.42,0.0,0.0,0.57,0.34,0.36,0.38,0.48,0.47,0.54,0.36,0.35,0.4,0.34,0.0,0.53,0.34,0.49,0.39,0.44,0.34,0.36,0.38,0.4,0.38,0.38,0.3,0.43,0.33,0.38,0.33,0.35,0.32,0.35,0.34,0.37,0.3,0.28,0.38,0.35,0.33,0.35,0.33,0.33,0.22,0.21,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.23,0.22,0.19,0.22,0.0,0.19,0.21,0.22,0.21,0.22,0.2,0.24,0.24,0.23,0.21,0.0,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.0,0.19,0.2,0.21,0.24,0.19,0.0,0.24,0.21,0.0,0.22,0.19,0.0,0.21,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.0,0.21,0.21,0.23,0.22,0.21,0.2,0.0,0.22,0.21,0.0,0.19,0.0,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.24,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.2,0.0,0.2,0.0,0.19,0.32,0.0,0.2,0.0,0.21,0.2,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.2,0.19,0.19,0.0,0.0,0.62,0.93,0.56,0.3,0.23,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
12/16/2021,1.23,0.99,0.76,0.82,0.94,0.93,0.83,0.92,0.8,0.0,0.86,0.91,1.09,0.85,0.74,0.97,0.88,0.67,0.92,0.87,0.91,1.1,0.72,0.0,0.9,0.9,0.8,0.9,1.09,0.96,0.87,0.82,0.84,0.61,0.85,0.74,0.52,0.0,0.51,0.56,0.56,0.46,0.41,0.51,0.53,0.45,0.57,0.45,0.49,0.49,0.48,0.48,0.53,0.59,0.41,0.45,0.48,0.59,0.49,0.5,0.52,0.46,0.43,0.36,0.58,0.35,0.42,0.0,0.0,0.57,0.34,0.36,0.38,0.48,0.47,0.54,0.36,0.35,0.4,0.34,0.0,0.53,0.34,0.49,0.39,0.44,0.34,0.36,0.38,0.4,0.38,0.38,0.3,0.43,0.33,0.38,0.33,0.35,0.32,0.35,0.34,0.37,0.3,0.28,0.38,0.35,0.33,0.35,0.33,0.33,0.22,0.21,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.23,0.22,0.19,0.22,0.0,0.19,0.21,0.22,0.21,0.22,0.2,0.24,0.24,0.23,0.21,0.0,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.0,0.19,0.2,0.21,0.24,0.19,0.0,0.24,0.21,0.0,0.22,0.19,0.0,0.21,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.0,0.21,0.21,0.23,0.22,0.21,0.2,0.0,0.22,0.21,0.0,0.19,0.0,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.24,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.2,0.0,0.2,0.0,0.19,0.32,0.0,0.2,0.0,0.21,0.2,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.2,0.19,0.19,0.0,0.0,0.62,0.93,0.56,0.3,0.23,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
12/17/2021,1.23,0.99,0.76,0.82,0.94,0.93,0.83,0.92,0.8,0.0,0.86,0.91,1.09,0.85,0.74,0.97,0.88,0.67,0.92,0.87,0.91,1.1,0.72,0.0,0.9,0.9,0.8,0.9,1.09,0.96,0.87,0.82,0.84,0.61,0.85,0.74,0.52,0.0,0.51,0.56,0.56,0.46,0.41,0.51,0.53,0.45,0.57,0.45,0.49,0.49,0.48,0.48,0.53,0.59,0.41,0.45,0.48,0.59,0.49,0.5,0.52,0.46,0.43,0.36,0.58,0.35,0.42,0.0,0.0,0.57,0.34,0.36,0.38,0.48,0.47,0.54,0.36,0.35,0.4,0.34,0.0,0.53,0.34,0.49,0.39,0.44,0.34,0.36,0.38,0.4,0.38,0.38,0.3,0.43,0.33,0.38,0.33,0.35,0.32,0.35,0.34,0.37,0.3,0.28,0.38,0.35,0.33,0.35,0.33,0.33,0.22,0.21,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.23,0.22,0.19,0.22,0.0,0.19,0.21,0.22,0.21,0.22,0.2,0.24,0.24,0.23,0.21,0.0,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.0,0.19,0.2,0.21,0.24,0.19,0.0,0.24,0.21,0.0,0.22,0.19,0.0,0.21,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.0,0.21,0.21,0.23,0.22,0.21,0.2,0.0,0.22,0.21,0.0,0.19,0.0,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.24,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.2,0.0,0.2,0.0,0.19,0.32,0.0,0.2,0.0,0.21,0.2,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.2,0.19,0.19,0.0,0.0,0.62,0.93,0.56,0.3,0.23,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
12/20/2021,1.23,0.99,0.76,0.82,0.94,0.93,0.83,0.92,0.8,0.0,0.86,0.91,1.09,0.85,0.74,0.97,0.88,0.67,0.92,0.87,0.91,1.1,0.72,0.0,0.9,0.9,0.8,0.9,1.09,0.96,0.87,0.82,0.84,0.61,0.85,0.74,0.52,0.0,0.51,0.56,0.56,0.46,0.41,0.51,0.53,0.45,0.57,0.45,0.49,0.49,0.48,0.48,0.53,0.59,0.41,0.45,0.48,0.59,0.49,0.5,0.52,0.46,0.43,0.36,0.58,0.35,0.42,0.0,0.0,0.57,0.34,0.36,0.38,0.48,0.47,0.54,0.36,0.35,0.4,0.34,0.0,0.53,0.34,0.49,0.39,0.44,0.34,0.36,0.38,0.4,0.38,0.38,0.3,0.43,0.33,0.38,0.33,0.35,0.32,0.35,0.34,0.37,0.3,0.28,0.38,0.35,0.33,0.35,0.33,0.33,0.22,0.21,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.23,0.22,0.19,0.22,0.0,0.19,0.21,0.22,0.21,0.22,0.2,0.24,0.24,0.23,0.21,0.0,0.21,0.24,0.22,0.21,0.0,0.22,0.21,0.0,0.19,0.2,0.21,0.24,0.19,0.0,0.24,0.21,0.0,0.22,0.19,0.0,0.21,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.24,0.23,0.22,0.23,0.21,0.2,0.0,0.21,0.21,0.23,0.22,0.21,0.2,0.0,0.22,0.21,0.0,0.19,0.0,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.24,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.19,0.2,0.0,0.2,0.0,0.19,0.32,0.0,0.2,0.0,0.21,0.2,0.22,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.22,0.2,0.2,0.19,0.19,0.0,0.0,0.62,0.93,0.56,0.3,0.23,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
12/21/2021,1.05,0.9,0.8,0.87,1.09,0.9,0.84,0.95,0.77,0.0,0.8,0.78,1.07,0.82,0.71,0.83,0.88,0.72,0.92,0.9,0.89,1.12,0.72,0.0,0.89,1.03,0.76,0.87,1.05,0.92,0.86,0.79,0.83,0.58,0.9,0.74,0.52,0.0,0.46,0.52,0.57,0.43,0.4,0.51,0.54,0.46,0.57,0.47,0.49,0.5,0.49,0.46,0.52,0.55,0.42,0.43,0.46,0.57,0.51,0.52,0.5,0.47,0.43,0.37,0.57,0.37,0.43,0.0,0.0,0.53,0.33,0.36,0.4,0.45,0.44,0.57,0.37,0.35,0.42,0.34,0.0,0.53,0.33,0.51,0.4,0.45,0.36,0.44,0.39,0.43,0.41,0.4,0.28,0.48,0.33,0.42,0.36,0.36,0.33,0.36,0.36,0.41,0.29,0.3,0.4,0.35,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.19,0.0,0.21,0.0,0.2,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.2,0.22,0.19,0.22,0.2,0.24,0.24,0.22,0.21,0.0,0.21,0.22,0.21,0.21,0.0,0.24,0.21,0.0,0.0,0.2,0.21,0.23,0.19,0.19,0.25,0.21,0.19,0.21,0.2,0.0,0.22,0.0,0.0,0.22,0.22,0.19,0.19,0.19,0.24,0.23,0.21,0.23,0.2,0.19,0.0,0.19,0.2,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.19,0.0,0.19,0.21,0.21,0.2,0.21,0.2,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.0,0.2,0.0,0.21,0.0,0.2,0.33,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.29,0.19,0.2,0.0,0.0,0.0,0.0,0.64,0.92,0.52,0.32,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.45
12/22/2021,1.05,0.9,0.8,0.87,1.09,0.9,0.84,0.95,0.77,0.0,0.8,0.78,1.07,0.82,0.71,0.83,0.88,0.72,0.92,0.9,0.89,1.12,0.72,0.0,0.89,1.03,0.76,0.87,1.05,0.92,0.86,0.79,0.83,0.58,0.9,0.74,0.52,0.0,0.46,0.52,0.57,0.43,0.4,0.51,0.54,0.46,0.57,0.47,0.49,0.5,0.49,0.46,0.52,0.55,0.42,0.43,0.46,0.57,0.51,0.52,0.5,0.47,0.43,0.37,0.57,0.37,0.43,0.0,0.0,0.53,0.33,0.36,0.4,0.45,0.44,0.57,0.37,0.35,0.42,0.34,0.0,0.53,0.33,0.51,0.4,0.45,0.36,0.44,0.39,0.43,0.41,0.4,0.28,0.48,0.33,0.42,0.36,0.36,0.33,0.36,0.36,0.41,0.29,0.3,0.4,0.35,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.19,0.0,0.21,0.0,0.2,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.2,0.22,0.19,0.22,0.2,0.24,0.24,0.22,0.21,0.0,0.21,0.22,0.21,0.21,0.0,0.24,0.21,0.0,0.0,0.2,0.21,0.23,0.19,0.19,0.25,0.21,0.19,0.21,0.2,0.0,0.22,0.0,0.0,0.22,0.22,0.19,0.19,0.19,0.24,0.23,0.21,0.23,0.2,0.19,0.0,0.19,0.2,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.19,0.0,0.19,0.21,0.21,0.2,0.21,0.2,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.21,0.22,0.0,0.2,0.0,0.21,0.0,0.2,0.33,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.29,0.19,0.2,0.0,0.0,0.0,0.0,0.64,0.92,0.52,0.32,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.45
12/23/2021,1.06,0.89,0.81,0.83,1.11,0.9,0.83,0.95,0.77,0.0,0.8,0.78,1.09,0.81,0.7,0.82,0.88,0.73,0.92,0.9,0.88,1.13,0.72,0.0,0.89,1.05,0.76,0.88,1.05,0.91,0.85,0.78,0.83,0.59,0.89,0.74,0.53,0.0,0.45,0.51,0.58,0.43,0.39,0.51,0.55,0.46,0.57,0.46,0.49,0.51,0.49,0.46,0.52,0.56,0.43,0.43,0.46,0.57,0.51,0.52,0.48,0.47,0.43,0.36,0.57,0.38,0.43,0.0,0.0,0.53,0.33,0.36,0.4,0.45,0.43,0.58,0.38,0.34,0.42,0.34,0.0,0.53,0.33,0.51,0.4,0.47,0.35,0.45,0.39,0.43,0.41,0.41,0.28,0.5,0.33,0.43,0.37,0.36,0.33,0.36,0.36,0.41,0.28,0.29,0.4,0.36,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.19,0.0,0.21,0.0,0.2,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.2,0.22,0.19,0.22,0.2,0.24,0.23,0.22,0.21,0.0,0.21,0.22,0.21,0.21,0.0,0.23,0.21,0.0,0.0,0.2,0.21,0.23,0.19,0.19,0.24,0.2,0.19,0.21,0.2,0.0,0.22,0.19,0.0,0.22,0.22,0.19,0.0,0.19,0.24,0.23,0.22,0.23,0.2,0.19,0.0,0.19,0.2,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.21,0.21,0.19,0.21,0.2,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.2,0.22,0.0,0.2,0.0,0.2,0.0,0.19,0.33,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.3,0.0,0.19,0.0,0.0,0.0,0.0,0.62,0.92,0.51,0.32,0.23,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.38
12/24/2021,1.09,0.9,0.79,0.82,1.11,0.9,0.82,0.95,0.78,0.0,0.8,0.78,1.08,0.83,0.7,0.82,0.88,0.72,0.94,0.91,0.89,1.14,0.72,0.0,0.92,1.04,0.76,0.89,1.05,0.95,0.87,0.77,0.84,0.58,0.89,0.74,0.52,0.0,0.45,0.53,0.56,0.42,0.4,0.51,0.55,0.48,0.57,0.46,0.49,0.51,0.49,0.47,0.51,0.55,0.43,0.44,0.46,0.57,0.51,0.52,0.49,0.47,0.43,0.36,0.57,0.38,0.43,0.0,0.0,0.54,0.34,0.35,0.39,0.45,0.43,0.57,0.38,0.35,0.42,0.34,0.0,0.52,0.34,0.5,0.39,0.46,0.35,0.44,0.39,0.43,0.41,0.4,0.28,0.47,0.33,0.41,0.36,0.35,0.33,0.35,0.36,0.4,0.29,0.29,0.39,0.35,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.19,0.0,0.21,0.0,0.2,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.21,0.22,0.19,0.22,0.2,0.24,0.23,0.22,0.22,0.19,0.21,0.22,0.21,0.21,0.0,0.23,0.21,0.0,0.0,0.2,0.21,0.23,0.19,0.19,0.24,0.2,0.19,0.21,0.2,0.0,0.22,0.0,0.0,0.22,0.22,0.19,0.19,0.19,0.24,0.23,0.21,0.23,0.2,0.19,0.0,0.19,0.19,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.21,0.21,0.2,0.21,0.2,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.2,0.19,0.19,0.33,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.3,0.19,0.2,0.0,0.0,0.0,0.0,0.64,1.0,0.5,0.31,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5
12/27/2021,1.1,0.9,0.78,0.79,1.12,0.91,0.82,0.96,0.77,0.0,0.79,0.78,1.09,0.85,0.7,0.83,0.89,0.75,0.94,0.9,0.89,1.14,0.71,0.0,0.93,1.05,0.75,0.89,1.06,0.97,0.87,0.77,0.85,0.58,0.89,0.74,0.52,0.0,0.44,0.52,0.56,0.43,0.4,0.51,0.56,0.49,0.57,0.46,0.48,0.51,0.48,0.47,0.52,0.55,0.43,0.45,0.46,0.56,0.51,0.51,0.47,0.46,0.43,0.37,0.57,0.39,0.43,0.0,0.0,0.55,0.33,0.36,0.4,0.45,0.42,0.58,0.38,0.35,0.42,0.35,0.0,0.53,0.34,0.49,0.39,0.46,0.35,0.44,0.4,0.43,0.41,0.4,0.28,0.46,0.35,0.42,0.36,0.35,0.34,0.34,0.35,0.39,0.29,0.29,0.4,0.34,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.2,0.0,0.21,0.0,0.2,0.0,0.21,0.22,0.0,0.22,0.0,0.2,0.2,0.22,0.19,0.22,0.2,0.24,0.23,0.22,0.23,0.19,0.21,0.23,0.21,0.21,0.0,0.24,0.21,0.0,0.0,0.2,0.2,0.23,0.19,0.2,0.24,0.2,0.19,0.21,0.2,0.0,0.22,0.0,0.0,0.23,0.22,0.19,0.19,0.19,0.24,0.23,0.21,0.23,0.2,0.19,0.0,0.19,0.2,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.21,0.21,0.2,0.21,0.21,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.2,0.19,0.19,0.34,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.31,0.19,0.19,0.19,0.0,0.0,0.0,0.63,1.02,0.5,0.32,0.23,0.22,0.21,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
12/28/2021,1.1,0.9,0.78,0.79,1.12,0.91,0.82,0.96,0.77,0.0,0.79,0.78,1.09,0.85,0.7,0.83,0.89,0.75,0.94,0.9,0.89,1.14,0.71,0.0,0.93,1.05,0.75,0.89,1.06,0.97,0.87,0.77,0.85,0.58,0.89,0.74,0.52,0.0,0.44,0.52,0.56,0.43,0.4,0.51,0.56,0.49,0.57,0.46,0.48,0.51,0.48,0.47,0.52,0.55,0.43,0.45,0.46,0.56,0.51,0.51,0.47,0.46,0.43,0.37,0.57,0.39,0.43,0.0,0.0,0.55,0.33,0.36,0.4,0.45,0.42,0.58,0.38,0.35,0.42,0.35,0.0,0.53,0.34,0.49,0.39,0.46,0.35,0.44,0.4,0.43,0.41,0.4,0.28,0.46,0.35,0.42,0.36,0.35,0.34,0.34,0.35,0.39,0.29,0.29,0.4,0.34,0.36,0.38,0.36,0.35,0.21,0.22,0.0,0.2,0.0,0.21,0.0,0.2,0.0,0.21,0.22,0.0,0.22,0.0,0.2,0.2,0.22,0.19,0.22,0.2,0.24,0.23,0.22,0.23,0.19,0.21,0.23,0.21,0.21,0.0,0.24,0.21,0.0,0.0,0.2,0.2,0.23,0.19,0.2,0.24,0.2,0.19,0.21,0.2,0.0,0.22,0.0,0.0,0.23,0.22,0.19,0.19,0.19,0.24,0.23,0.21,0.23,0.2,0.19,0.0,0.19,0.2,0.23,0.22,0.21,0.0,0.0,0.22,0.2,0.0,0.0,0.0,0.19,0.21,0.21,0.2,0.21,0.21,0.2,0.23,0.22,0.2,0.0,0.0,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.2,0.19,0.19,0.34,0.0,0.21,0.0,0.2,0.19,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.31,0.19,0.19,0.19,0.0,0.0,0.0,0.63,1.02,0.5,0.32,0.23,0.22,0.21,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73
