,FABUH Float 08/08/23,CASH,ESKOM 6.35 08/10/28,IVYCST 6 1/8 06/15/33,PEMEX 5.95 01/28/31,EXIMBK 3 7/8 02/01/28,IDASAL 6.53 11/15/28,EIBKOR Float 04/27/23,IDASAL 5.45 05/15/30,REPHUN 5 3/8 03/25/24,MOROC 4 12/15/50,PENOMX 4 3/4 08/06/50,GRUPOS 5 1/2 04/29/26,TGPERU 4 1/4 04/30/28,NGERIA 6 1/2 11/28/27,CDEL 3 09/30/29,QATAR 4.817 03/14/49,IOCMXW 5 05/07/28,TENGIZ 3 1/4 08/15/30,MS Float 10/24/23,GS Float 02/23/23,KDB Float 02/18/23,T 0 1/8 05/31/22,INRCON 3 1/4 03/22/28,T 0 1/8 02/28/23,CHIPEC 0 01/25/28,OCPMR 6 7/8 04/25/44,COLOM 3 1/8 04/15/31,SGCAZE 6 7/8 03/24/26,SHJGOV 4 3/8 03/10/51,RUSSIA 4 1/4 06/23/27,RUSSIA 4 3/8 03/21/29,NGERIA 8.747 01/21/31,TRANSM 4.7 04/16/34,OMAN 6 3/4 10/28/27,CDEL 3 5/8 08/01/27,QATAR 3.4 04/16/25,AITOCU 6 11/18/48,SOAF 4.85 09/27/27,QNBK Float 05/02/22,ADGB 2 1/2 04/16/25,SENEGL 6 1/4 05/23/33,UKRAIN 7 3/8 09/25/32,ARAMCO 2 7/8 04/16/24,UKRAIN 7.253 03/15/33,KALLPA 4 1/8 08/16/27,EGYPT 8.7002 03/01/49,MS Float 05/08/24,EGYPT 7.0529 01/15/32,SENEGL 6 3/4 03/13/48,KWIPKK 4.229 10/29/26,PEMEX 7.69 01/23/50,MOROC 2 3/8 12/15/27,COLOM 3 1/4 04/22/32,TURKEY 5 1/8 02/17/28,PRXNA 3.832 02/08/51,EGYPT 8 7/8 05/29/50,BIMBOA 4.7 11/10/47,INTLWT 5.95 12/15/39,MEX 4 3/4 04/27/32,NGERIA 7 5/8 11/21/25,MEX 5 04/27/51,PERU 4 1/8 08/25/27,VIETNM 4.8 11/19/24,ARGENT 0 1/8 07/09/35,SASOL 6 1/2 09/27/28,QATAR 3 1/4 06/02/26,CROATI 5 1/2 04/04/23,PANAMA 3 3/4 03/16/25,BHRAIN 6 1/4 11/14/24,PKSTAN 8 1/4 04/15/24,INDON 3 1/2 01/11/28,ADGB 3 1/8 05/03/26,PETMK 3 1/2 04/21/30,ADGB 3 1/8 10/11/27,ROMANI 4 7/8 01/22/24,KSA 4 04/17/25,OMAN 6 1/4 01/25/31,QATAR 3 7/8 04/23/23,PEMEX 6.49 01/23/27,PEMEX 6 1/2 03/13/27,PETRPE 5 5/8 06/19/47,SHARSK 3.854 04/03/26,PETRPE 4 3/4 06/19/32,CHILE 3 1/2 01/25/50,ECUA 0 1/2 07/31/40,EGYPT 7 5/8 05/29/32,PHILIP 3.2 07/06/46,GHANA 7 3/4 04/07/29,GHANA 7 3/4 04/07/29.1,BANCO 3 7/8 02/08/22,SHARSK 2.942 06/10/27,PEMEX 6 1/2 01/23/29,SOAF 4.3 10/12/28,PETMK 2.112 03/23/28,ARGENT 0 1/8 01/09/38,FABUH Float 07/08/24,COLOM 4 1/8 02/22/42,ARAMCO 3 1/4 11/24/50,ARENRJ 4 5/8 10/15/39,OMAN 5 5/8 01/17/28,PEMEX 6.35 02/12/48,RUSSIA 5 1/4 06/23/47,ADGB 0 3/4 09/02/23,ARGENT 0 1/8 07/09/41,KSA 4 1/2 04/17/30,ADNOUH 4.6 11/02/47,QATAR 4 1/2 04/23/28,URUGUA 4 3/8 10/27/27,DPWDU 4.848 09/26/28,PARGUY 4.95 04/28/31,QATAR 4 03/14/29,DOMREP 5.95 01/25/27,KUWIB 3 1/2 03/20/27,KLAB 4 7/8 09/19/27,ARAMCO 3 1/2 04/16/29,EGYPT 7.6003 03/01/29,TENGIZ 4 08/15/26,KSA 3 1/4 10/26/26,UKRAIN 7 3/4 09/01/24,DOMREP 6 1/2 02/15/48,PHILIP 4.2 01/21/24,IDASAL 4 3/4 05/15/25,UKRAIN 7 3/4 09/01/26,MEX 3 3/4 01/11/28,KENINT 8 1/4 02/28/48,PEMEX 6 7/8 08/04/26,JORDAN 5 3/4 01/31/27,BPCLIN 4 3/8 01/18/27,SASOL 5 1/2 03/18/31,BCOCPE 5 1/4 09/22/29,OMAN 6 08/01/29,PEMEX 6.84 01/23/30,OCPMR 5 1/8 06/23/51,PERU 2.783 01/23/31,CHILE 2.45 01/31/31,SHARSK 3.234 10/23/29,PTTGC 2.98 03/18/31,PANAMA 3.87 07/23/60,TURKEY 5.6 11/14/24,ANGOL 8 1/4 05/09/28,OMAN 5 3/8 03/08/27,LAMEBZ 4 3/4 10/20/30,AZERBJ 3 1/2 09/01/32,BTOWBZ 4 3/8 12/20/30,ARAMCO 1 5/8 11/24/25,AFRFIN 2 7/8 04/28/28,T 0 3/8 11/30/25,ENAPCL 4 1/2 09/14/47,GHANA 8.95 03/26/51,EGYPT 5 7/8 02/16/31,OMAN 6 3/4 01/17/48,GHANA 8.627 06/16/49,EGYPT 7.903 02/21/48,TURKEY 5 1/4 03/13/30,COLOM 4 1/8 05/15/51,TURKEY 6 5/8 02/17/45,SRILAN 6 3/4 04/18/28,REPHUN 7 5/8 03/29/41,PERU 8 3/4 11/21/33,BHRAIN 5 1/4 01/25/33,PHILIP 6 3/8 10/23/34,ECUA 0 1/2 07/31/35,PERU 5 5/8 11/18/50,QATAR 5.103 04/23/48,PERTIJ 6.45 05/30/44,KSA 5 1/4 01/16/50,PETMK 4.55 04/21/50,QATAR 4.4 04/16/50,INDTLL 5 1/2 08/19/24,KZOKZ 5 3/8 04/24/30,RUSSIA 5.1 03/28/35,SRILAN 7.55 03/28/30,QATAR 3 3/4 04/16/30,DOMREP 6.85 01/27/45,OMAN 7 3/8 10/28/32,NGERIA 9.248 01/21/49,RUSSIA 4 3/4 05/27/26,PARGUY 5 04/15/26,BHRAIN 7 01/26/26,DOMREP 6 07/19/28,KZOKZ 4 3/4 04/19/27,INDON 4 3/4 01/08/26,PETBRA 6 3/4 06/03/50,KSA 4 3/8 04/16/29,URUGUA 4 3/8 01/23/31,PANAMA 4 1/2 05/15/47,ROMANI 4 3/8 08/22/23,TURKEY 7 1/4 12/23/23,UKRAIN 7 3/4 09/01/23,URUGUA 4 1/2 08/14/24,PETMK 3 1/2 03/18/25,KSA 2.9 10/22/25,ECOPET 5 7/8 05/28/45,ICICI 3.8 12/14/27,EXIMBK 3 3/8 08/05/26,AZERBJ 4 3/4 03/18/24,EGYPT 5 7/8 06/11/25,COLOM 5.2 05/15/49,PANAMA 4 09/22/24,n/a,CHILE 3.24 02.06.28,BRAZIL 4.5 05.30.29,FABUH F 08.08.23 EMTN,CHILE 2.75 01.31.27,BRAZIL 3.875 06.12.30,ESKOM 6.35 08.10.28 REGS,T 0.125 02.28.23,ADGB 2.5 04.16.25 REGS,T 0.375 11.30.25,T 1.875 02.15.32,IVYCST 6.125 06.15.33 REGS,EIGPRL 4.387 11.30.46 REGS,PEMEX 5.95 01.28.31,EIBKOR F 04.27.23,QATAR 3.4 04.16.25 REGS,ECOPET 5.875 05.28.45,TGPERU 4.25 04.30.28 REGS,COLOM 3.125 04.15.31,ICLIT 6.375 05.31.38,IDASAL 6.53 11.15.28 REGS,KSA 4 04.17.25 REGS,KSA 3.25 10.26.26 REGS,MS F 10.24.23 MTN,GS F 02.23.23,PERU 4.125 08.25.27,KDB F 02.18.23 GMTN,FRIDPT 6.2 04.14.52 REGS,ANGOL 8.75 04.14.32 REGS,BRAZIL 4.625 01.13.28,SOAF 4.85 09.27.27,SOAF 4.85 09.30.29,CHILE 3.5 01.31.34,SENEGL 6.25 05.23.33 REGS,CDEL 3 09.30.29 REGS,PERU 2.783 01.23.31,QATAR 4.817 03.14.49 REGS,MOROC 4 12.15.50 REGS,QNBK F 05.02.22 EMTN,BTOWBZ 4.375 12.20.30 REGS,COLOM 4.125 05.15.51,PERU 8.75 11.21.33,TENGIZ 3.25 08.15.30 REGS,SHJGOV 4.375 03.10.51 REGS,PEMEX 7.69 01.23.50,MS F 05.08.24 GMTN,OCPMR 5.125 06.23.51 REGS,ADGB 3.125 10.11.27 REGS,OCPMR 6.875 04.25.44 REGS,ARAMCO 2.875 04.16.24 REGS,PANAMA 3.87 07.23.60,COLOM 3.25 04.22.32,ECUA 0.5 07.31.40 REGS,ARAMCO 3.5 04.16.29 REGS,TRANSM 4.7 04.16.34 REGS,COLOM 5.2 05.15.49,PEMEX 6.5 01.23.29,ARGENT 2 01.09.38,SASOL 5.5 03.18.31,ANGSJ 3.375 11.01.28,IFHBH 3.875 08.15.29 REGS,DOMREP 4.5 01.30.30 REGS,KDB F 03.09.24,ARGENT 1.125 07.09.35,ORBIA 2.875 05.11.31 REGS,TURKEY 5.125 02.17.28,SENEGL 6.75 03.13.48 REGS,QATAR 4.5 04.23.28 REGS,INTLWT 5.95 12.15.39 REGS,BHRAIN 6.25 11.14.24 REGS,OMAN 6.25 01.25.31 REGS,QATAR 4 03.14.29 REGS,EGYPT 8.7002 03.01.49 REGS,VIETNM 4.8 11.19.24 REGS,OMAN 6 08.01.29 REGS,COLOM 5 06.15.45,QATAR 3.75 04.16.30 REGS,KUWIB 3.5 03.20.27 REGS,OMAN 5.375 03.08.27 REGS,PEMEX 6.875 08.04.26,QATAR 3.875 04.23.23 REGS,PANAMA 3.75 03.16.25,QATAR 3.25 06.02.26 REGS,FABUH F 07.08.24 EMTN,MEX 4.75 04.27.32,INDON 3.5 01.11.28,PEMEX 6.49 01.23.27,PEMEX 6.5 03.13.27,EXIMBK 3.875 02.01.28 REGS,BIMBOA 4.7 11.10.47 REGS,PETMK 3.5 04.21.30 REGS,TRANSM 5.2 04.11.38 REGS,AMXLMM 5.375 04.04.32 REGS,SHARSK 2.942 06.10.27,SOAF 4.3 10.12.28,PTTGC 5.2 03.30.52 REGS,EGYPT 8.875 05.29.50 REGS,MEX 5 04.27.51,NGERIA 9.248 01.21.49 REGS,OMAN 5.625 01.17.28 REGS,CFELEC 3.875 07.26.33 REGS,PANAMA 3.875 03.17.28,ARGENT 2.5 07.09.41,SOAF 7.3 04.20.52,TURKEY 5.25 03.13.30,ARENRJ 4.625 10.15.39 REGS,CHILE 4 01.31.52,EGYPT 7.903 02.21.48 REGS,PEMEX 6.35 02.12.48,COLOM 4.125 02.22.42,KSA 4.5 04.17.30 REGS,DPWDU 4.848 09.26.28 REGS,REPHUN 5.375 03.25.24,URUGUA 4.375 10.27.27,PRXNA 4.987 01.19.52 REGS,PHILIP 4.2 01.21.24,KLAB 4.875 09.19.27 REGS,DOMREP 5.95 01.25.27 REGS,IDASAL 4.75 05.15.25 REGS,ANGOL 8.25 05.09.28 REGS,PARGUY 4.95 04.28.31 REGS,ADGB 2.125 09.30.24 REGS,MEX 3.75 01.11.28,OMAN 6.75 01.17.48 REGS,JORDAN 5.75 01.31.27 REGS,TURKEY 5.6 11.14.24,ECUA 1 07.31.35 REGS,PEMEX 6.84 01.23.30,SHARSK 3.234 10.23.29,DOMREP 6.85 01.27.45 REGS,ARAMCO 1.625 11.24.25 REGS,GHANA 8.627 06.16.49 REGS,PANAMA 4.5 05.15.47,AFRFIN 2.875 04.28.28 REGS,TENGIZ 4 08.15.26 REGS,INRCON 3.25 03.22.28 REGS,TURKEY 4.75 01.26.26,PHILIP 3.7 02.02.42,DOMREP 6.5 02.15.48 REGS,IOCMXW 5 05.07.28 REGS,AITOCU 5.125 08.11.61 REGS,PROMIG 3.75 10.16.29 REGS,DOMREP 6.4 06.05.49 REGS,KSA 2.25 02.02.33 REGS,PRXNA 3.832 02.08.51 REGS,BTOWBZ 4.75 10.20.30 REGS,PTTGC 2.98 03.18.31 REGS,UKRAIN 7.375 09.25.32 REGS,EGYPT 7.625 05.29.32 REGS,KENINT 8.25 02.28.48 REGS,COLOM 3 01.30.30,ENAPCL 4.5 09.14.47 REGS,TURKEY 6.625 02.17.45,EGYPT 5.875 02.16.31 RegS,TURKEY 5.75 05.11.47,ROMANI 3 02.27.27 REGS,AGROSU 4.6 01.20.32 REGS,BHRAIN 5.25 01.25.33 REGS,UKRAIN 7.253 03.15.33 REGS,GHANA 8.95 03.26.51 REGS,FRIDPT 5.315 04.14.32 REGS,SRILAN 6.75 04.18.28 REGS,PHILIP 6.375 10.23.34,PERU 5.625 11.18.50,OMAN 7.375 10.28.32 REGS,PERTIJ 6.45 05.30.44 REGS,BHRAIN 7 01.26.26 REGS,BHRAIN 7 10.12.28 REGS,KSA 4.375 04.16.29 REGS,URUGUA 4.375 01.23.31,QATAR 4.4 04.16.50 REGS,INDON 4.75 01.08.26 REGS,BHRAIN 6.75 09.20.29 REGS,DOMREP 5.5 01.27.25 REGS,INDOIS 4.35 09.10.24 REGS,PEMEX 6.875 10.16.25 REGS,PETMK 4.55 04.21.50 REGS,PARGUY 5 04.15.26 REGS,OMAN 4.875 02.01.25 REGS,DPWDU 3.908 05.31.23 REGS,OMAN 4.125 01.17.23 REGS,PETMK 3.5 03.18.25 REGS,INDON 2.95 01.11.23,DOMREP 6 07.19.28 REGS,PLNIJ 4.125 05.15.27 REGS,KENINT 6.875 06.24.24 REGS,COLOM 4.5 01.28.26,BRAZIL 2.875 06.06.25,KALLPA 4.125 08.16.27 REGS,MUBAUH 2.5 05.21.26 GMTN,MEXCAT 3.875 04.30.28 REGS,GCCAMM 3.614 04.20.32 REGS,KSA 3.75 01.21.55 REGS,BRAZIL 5.625 02.21.47,TURKEY 6.125 10.24.28,MOROC 2.375 12.15.27 REGS,PERU 3 01.15.34,MEX 2.659 05.24.31,PTTGC 4.3 03.18.51 REGS,ADGB 3.125 09.30.49 REGS,SUM
07/09/2021,1.41,1.32,1.21,1.15,1.07,1.01,0.95,0.95,0.91,0.88,0.86,0.85,0.84,0.83,0.82,0.81,0.8,0.8,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.76,0.76,0.76,0.74,0.74,0.7,0.7,0.7,0.69,0.69,0.68,0.68,0.67,0.67,0.66,0.66,0.65,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.63,0.62,0.61,0.61,0.61,0.6,0.58,0.57,0.56,0.55,0.54,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.45,0.45,0.45,0.4,0.4,0.39,0.39,0.39,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.26,0.24,0.23,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.89
04/22/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,1.53,1.53,1.43,1.22,1.15,1.13,1.1,1.1,1.09,1.09,1.05,0.98,0.97,0.96,0.96,0.96,0.95,0.89,0.87,0.87,0.82,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.79,0.78,0.76,0.74,0.73,0.73,0.7,0.7,0.68,0.68,0.67,0.66,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.6,0.6,0.59,0.58,0.57,0.56,0.56,0.55,0.55,0.54,0.53,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.41,0.4,0.39,0.39,0.39,0.39,0.38,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,98.21000000000002
