,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,PYPL,HD,ADBE,V,NFLX,MA,CRM,UNH,TMO,JNJ,PG,QCOM,ABBV,AVGO,AMAT,ABT,INTU,CMCSA,NKE,DHR,UPS,LOW,ACN,CHTR,AMD,LLY,NOW,LRCX,TXN,MRK,SPGI,LIN,COST,BLK,PEP,DE,ORCL,SBUX,BMY,KO,TGT,UNP,MCD,ISRG,AMGN,ADSK,CAT,NEE,ZTS,AMT,TMUS,VRTX,REGN,DG,FDX,CCI,KLAC,IDXX,SHW,FISV,TWTR,ATVI,LMT,ALGN,SYK,ADP,CSX,EL,EBAY,MCO,SNPS,MSCI,CMG,FCX,EQIX,PGR,CL,BKNG,DXCM,CDNS,MNST,MMC,ICE,EW,NEM,NSC,SIVB,XLNX,APD,MTD,MCHP,A,RMD,AON,FTNT,ILMN,ITW,IQV,HUM,ANSS,ALXN,VRSK,APTV,CPRT,TROW,ADI,WST,LHX,ORLY,INFO,ROP,ODFL,APH,DOW,ECL,URI,CARR,EMR,FAST,EA,TER,BIIB,TTWO,WM,TDG,SBAC,TSCO,ETSY,PH,QRVO,GNRC,CTAS,TT,TRMB,ALB,ZBRA,CTSH,DHI,ANET,PSA,ENPH,FRC,CTLT,MKTX,POOL,AZO,BLL,PAYX,ROK,TEL,CRL,KMB,OTIS,DPZ,MXIM,CMI,TYL,PKI,PAYC,GLW,MSI,YUM,AME,KEYS,FMC,CLX,MPWR,SWKS,EFX,PTC,CHD,AWK,EXPD,KSU,BBY,BIO,CZR,AJG,HLT,ABMD,NDAQ,GWW,HES,AKAM,GRMN,HOLX,J,WAT,IT,HSY,CERN,CDW,STE,EXR,MRNA,BBWI WI,TECH,XYL,MTCH,n/a,BRO,SUM
09/03/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/06/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/07/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/08/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/09/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/10/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/13/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/14/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/15/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/16/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/17/2021,11.48,10.77,7.16,4.28,4.06,3.87,2.66,2.44,1.62,1.26,1.49,1.25,1.15,1.15,1.1,1.01,1.06,0.91,0.84,0.85,0.76,0.68,0.64,0.64,0.73,0.6,0.69,0.64,0.49,0.49,0.57,0.51,0.65,0.59,0.58,0.46,0.47,0.47,0.52,0.47,0.51,0.43,0.46,0.42,0.44,0.42,0.4,0.39,0.43,0.35,0.36,0.41,0.35,0.35,0.27,0.33,0.35,0.33,0.29,0.26,0.3,0.28,0.22,0.25,0.27,0.29,0.24,0.23,0.28,0.19,0.21,0.25,0.22,0.21,0.19,0.22,0.22,0.22,0.22,0.25,0.26,0.17,0.21,0.18,0.18,0.17,0.25,0.21,0.18,0.18,0.18,0.2,0.14,0.15,0.16,0.18,0.15,0.17,0.14,0.17,0.2,0.15,0.19,0.18,0.14,0.15,0.14,0.16,0.0,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.14,0.12,0.12,0.11,0.11,0.13,0.1,0.11,0.11,0.12,0.1,0.12,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.1,0.13,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.08,0.07,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.0,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.05,0.07,0.06,0.0,0.0,0.06,0.06,0.06,0.31,0.06,0.0,0.0,0.0,0.0,0.0,98.5
09/20/2021,11.48,10.96,7.17,4.38,4.19,4.0,2.73,2.69,1.63,1.2,1.53,1.12,1.22,0.99,1.23,0.98,1.05,0.88,0.81,0.8,0.76,0.67,0.6,0.64,0.75,0.59,0.65,0.67,0.48,0.49,0.58,0.54,0.57,0.6,0.61,0.42,0.45,0.45,0.52,0.46,0.51,0.45,0.44,0.43,0.43,0.39,0.37,0.37,0.39,0.33,0.34,0.42,0.31,0.33,0.26,0.34,0.34,0.33,0.27,0.25,0.34,0.25,0.2,0.24,0.25,0.28,0.24,0.23,0.25,0.18,0.19,0.25,0.21,0.21,0.19,0.21,0.24,0.21,0.24,0.25,0.26,0.16,0.21,0.17,0.17,0.17,0.25,0.22,0.17,0.19,0.18,0.2,0.12,0.14,0.16,0.18,0.13,0.17,0.15,0.18,0.2,0.16,0.21,0.16,0.14,0.15,0.13,0.15,0.0,0.16,0.13,0.14,0.15,0.18,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.15,0.12,0.12,0.11,0.1,0.13,0.09,0.11,0.1,0.12,0.11,0.13,0.1,0.1,0.13,0.11,0.11,0.11,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.0,0.07,0.1,0.1,0.12,0.07,0.09,0.08,0.07,0.09,0.06,0.07,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.08,0.07,0.06,0.0,0.06,0.07,0.07,0.05,0.07,0.07,0.0,0.0,0.06,0.06,0.06,0.32,0.0,0.09,0.05,0.0,0.0,0.0,98.59
09/21/2021,11.48,10.96,7.17,4.38,4.19,4.0,2.73,2.69,1.63,1.2,1.53,1.12,1.22,0.99,1.23,0.98,1.05,0.88,0.81,0.8,0.76,0.67,0.6,0.64,0.75,0.59,0.65,0.67,0.48,0.49,0.58,0.54,0.57,0.6,0.61,0.42,0.45,0.45,0.52,0.46,0.51,0.45,0.44,0.43,0.43,0.39,0.37,0.37,0.39,0.33,0.34,0.42,0.31,0.33,0.26,0.34,0.34,0.33,0.27,0.25,0.34,0.25,0.2,0.24,0.25,0.28,0.24,0.23,0.25,0.18,0.19,0.25,0.21,0.21,0.19,0.21,0.24,0.21,0.24,0.25,0.26,0.16,0.21,0.17,0.17,0.17,0.25,0.22,0.17,0.19,0.18,0.2,0.12,0.14,0.16,0.18,0.13,0.17,0.15,0.18,0.2,0.16,0.21,0.16,0.14,0.15,0.13,0.15,0.0,0.16,0.13,0.14,0.15,0.18,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.15,0.12,0.12,0.11,0.1,0.13,0.09,0.11,0.1,0.12,0.11,0.13,0.1,0.1,0.13,0.11,0.11,0.11,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.0,0.07,0.1,0.1,0.12,0.07,0.09,0.08,0.07,0.09,0.06,0.07,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.08,0.07,0.06,0.0,0.06,0.07,0.07,0.05,0.07,0.07,0.0,0.0,0.06,0.06,0.06,0.32,0.0,0.09,0.05,0.0,0.0,0.0,98.59
09/22/2021,11.48,10.96,7.17,4.38,4.19,4.0,2.73,2.69,1.63,1.2,1.53,1.12,1.22,0.99,1.23,0.98,1.05,0.88,0.81,0.8,0.76,0.67,0.6,0.64,0.75,0.59,0.65,0.67,0.48,0.49,0.58,0.54,0.57,0.6,0.61,0.42,0.45,0.45,0.52,0.46,0.51,0.45,0.44,0.43,0.43,0.39,0.37,0.37,0.39,0.33,0.34,0.42,0.31,0.33,0.26,0.34,0.34,0.33,0.27,0.25,0.34,0.25,0.2,0.24,0.25,0.28,0.24,0.23,0.25,0.18,0.19,0.25,0.21,0.21,0.19,0.21,0.24,0.21,0.24,0.25,0.26,0.16,0.21,0.17,0.17,0.17,0.25,0.22,0.17,0.19,0.18,0.2,0.12,0.14,0.16,0.18,0.13,0.17,0.15,0.18,0.2,0.16,0.21,0.16,0.14,0.15,0.13,0.15,0.0,0.16,0.13,0.14,0.15,0.18,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.15,0.12,0.12,0.11,0.1,0.13,0.09,0.11,0.1,0.12,0.11,0.13,0.1,0.1,0.13,0.11,0.11,0.11,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.0,0.07,0.1,0.1,0.12,0.07,0.09,0.08,0.07,0.09,0.06,0.07,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.08,0.07,0.06,0.0,0.06,0.07,0.07,0.05,0.07,0.07,0.0,0.0,0.06,0.06,0.06,0.32,0.0,0.09,0.05,0.0,0.0,0.0,98.59
09/23/2021,11.48,10.96,7.17,4.38,4.19,4.0,2.73,2.69,1.63,1.2,1.53,1.12,1.22,0.99,1.23,0.98,1.05,0.88,0.81,0.8,0.76,0.67,0.6,0.64,0.75,0.59,0.65,0.67,0.48,0.49,0.58,0.54,0.57,0.6,0.61,0.42,0.45,0.45,0.52,0.46,0.51,0.45,0.44,0.43,0.43,0.39,0.37,0.37,0.39,0.33,0.34,0.42,0.31,0.33,0.26,0.34,0.34,0.33,0.27,0.25,0.34,0.25,0.2,0.24,0.25,0.28,0.24,0.23,0.25,0.18,0.19,0.25,0.21,0.21,0.19,0.21,0.24,0.21,0.24,0.25,0.26,0.16,0.21,0.17,0.17,0.17,0.25,0.22,0.17,0.19,0.18,0.2,0.12,0.14,0.16,0.18,0.13,0.17,0.15,0.18,0.2,0.16,0.21,0.16,0.14,0.15,0.13,0.15,0.0,0.16,0.13,0.14,0.15,0.18,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.12,0.15,0.12,0.12,0.11,0.1,0.13,0.09,0.11,0.1,0.12,0.11,0.13,0.1,0.1,0.13,0.11,0.11,0.11,0.13,0.11,0.1,0.09,0.1,0.1,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.11,0.09,0.09,0.1,0.0,0.07,0.1,0.1,0.12,0.07,0.09,0.08,0.07,0.09,0.06,0.07,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.08,0.07,0.06,0.0,0.06,0.07,0.07,0.05,0.07,0.07,0.0,0.0,0.06,0.06,0.06,0.32,0.0,0.09,0.05,0.0,0.0,0.0,98.59
